 INPUT STRING:	هذا
          POS:	DET+ADJ+NSUFF_MASC_PL_GEN
          VOC:	Al+garobiy~+iyna
        GLOSS:	the+west/western/westerner+[masc.pl.gen.]

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P79W13
      OFFSETS:	73-74
       TOKENS:	P79W17-P79W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P79W14
      OFFSETS:	74-75
       TOKENS:	P79W18-P79W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	ونسأل
     IS_TRANS:	wns>l
        INDEX:	P80W1
      OFFSETS:	0-5
       TOKENS:	P80W1-P80W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sa>al-a_1]
   UNSPLITVOC:	(wanaso>ala)
          POS:	CONJ+IV1P+IV+IVSUFF_MOOD:S
          VOC:	wa+na+so>al+a
        GLOSS:	and+we+ask/inquire/request+[sub.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P80W2
      OFFSETS:	6-10
       TOKENS:	P80W3-P80W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`h_1]
   UNSPLITVOC:	(All~`h)
          POS:	NOUN_PROP
          VOC:	All~`h
        GLOSS:	Allah/God

 INPUT STRING:	عزَّ
     IS_TRANS:	Ez~a
        INDEX:	P80W3
      OFFSETS:	11-15
       TOKENS:	P80W4-P80W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaz~_1]
   UNSPLITVOC:	(Eaz~)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Eaz~+(null)
        GLOSS:	be strong/be dear+he/it [verb]

 INPUT STRING:	وجلَّ
     IS_TRANS:	wjl~a
        INDEX:	P80W4
      OFFSETS:	16-21
       TOKENS:	P80W5-P80W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jal~_1]
   UNSPLITVOC:	(wijal~)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+jal~+(null)
        GLOSS:	wa+be majestic+he/it [verb]

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P80W5
      OFFSETS:	22-24
       TOKENS:	P80W7-P80W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يُعِزَّ
     IS_TRANS:	yuEiz~a
        INDEX:	P80W6
      OFFSETS:	25-32
       TOKENS:	P80W8-P80W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eaz~_1]
   UNSPLITVOC:	(yuEiz~a)
          POS:	IV3MS+IV+IVSUFF_MOOD:S
          VOC:	yu+Eiz~+a
        GLOSS:	he/it+strengthen/reinforce+[sub.]

 INPUT STRING:	الإسلام
     IS_TRANS:	Al<slAm
        INDEX:	P80W7
      OFFSETS:	33-40
       TOKENS:	P80W9-P80W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAm_1]
   UNSPLITVOC:	(Al<isolAm)
          POS:	DET+NOUN
          VOC:	Al+<isolAm
        GLOSS:	the+Islam

 INPUT STRING:	والمسلمين
     IS_TRANS:	wAlmslmyn
        INDEX:	P80W8
      OFFSETS:	41-50
       TOKENS:	P80W10-P80W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(waAlmusolimiyna)
          POS:	CONJ+DET+ADJ+NSUFF_MASC_PL_ACC
          VOC:	wa+Al+musolim+iyna
        GLOSS:	and+the+Muslim+[masc.pl.acc.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P80W9
      OFFSETS:	50-51
       TOKENS:	P80W12-P80W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	دون
     IS_TRANS:	dwn
        INDEX:	P81W1
      OFFSETS:	0-3
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[duwn_1]
   UNSPLITVOC:	(duwna)
          POS:	NOUN+CASE_DEF_ACC
          VOC:	duwn+a
        GLOSS:	without/beneath/underneath/inferior/poor+[def.acc.]

 INPUT STRING:	النظر
     IS_TRANS:	AlnZr
        INDEX:	P81W2
      OFFSETS:	4-9
       TOKENS:	P81W2-P81W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(AlnaZar)
          POS:	DET+NOUN
          VOC:	Al+naZar
        GLOSS:	the+view/look/seeing/eye-sight

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P81W3
      OFFSETS:	10-12
       TOKENS:	P81W3-P81W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P81W4
      OFFSETS:	13-15
       TOKENS:	P81W4-P81W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>ay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	قرارات
     IS_TRANS:	qrArAt
        INDEX:	P81W5
      OFFSETS:	16-22
       TOKENS:	P81W5-P81W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(qarArAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	qarAr+At
        GLOSS:	decisions/resolutions+[fem.pl.]

 INPUT STRING:	دوليه
     IS_TRANS:	dwlyh
        INDEX:	P81W6
      OFFSETS:	23-28
       TOKENS:	P81W6-P81W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dawoliy~_1]
   UNSPLITVOC:	(dawoliy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	dawoliy~+ap
        GLOSS:	state/national+[fem.sg.]

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P81W7
      OFFSETS:	29-32
       TOKENS:	P81W7-P81W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	مبرره
     IS_TRANS:	mbrrh
        INDEX:	P81W8
      OFFSETS:	33-38
       TOKENS:	P81W8-P81W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubar~ar_1]
   UNSPLITVOC:	(mubar~arap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mubar~ar+ap
        GLOSS:	justified+[fem.sg.]

 INPUT STRING:	فباحتلات
     IS_TRANS:	fbAHtlAt
        INDEX:	P81W9
      OFFSETS:	39-47
       TOKENS:	P81W9-P81W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(fbAHtlAt)
          POS:	TYPO
          VOC:	fbAHtlAt
        GLOSS:	nogloss

 INPUT STRING:	السودان
     IS_TRANS:	AlswdAn
        INDEX:	P81W10
      OFFSETS:	48-55
       TOKENS:	P81W10-P81W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[suwdAn_1]
   UNSPLITVOC:	(AlsuwdAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+suwdAn
        GLOSS:	the+Sudan

 INPUT STRING:	ووقوعها
     IS_TRANS:	wwqwEhA
        INDEX:	P81W11
      OFFSETS:	56-63
       TOKENS:	P81W11-P81W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wuquwE_1]
   UNSPLITVOC:	(wawuquwEahA)
          POS:	CONJ+NOUN+CASE_DEF_ACC+POSS_PRON_3FS
          VOC:	wa+wuquwE+a+hA
        GLOSS:	and+occurrence/happening+[def.acc.]+its/their/her

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P81W12
      OFFSETS:	64-66
       TOKENS:	P81W14-P81W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	Gloss:TBA

 INPUT STRING:	لوحدها
     IS_TRANS:	lwHdhA
        INDEX:	P81W13
      OFFSETS:	67-73
       TOKENS:	P81W15-P81W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHodahA)
          POS:	PREP+ADJ+POSS_PRON_3FS
          VOC:	li+waHod+hA
        GLOSS:	for/to+alone/only+its/their/her

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P81W14
      OFFSETS:	74-78
       TOKENS:	P81W18-P81W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	بتتاثر
     IS_TRANS:	bttAvr
        INDEX:	P81W15
      OFFSETS:	79-85
       TOKENS:	P81W19-P81W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aito>av~ar_1]
   UNSPLITVOC:	(bitito>av~ar)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+to>av~ar
        GLOSS:	[present-tense]+it/they/she+be influenced/be affected

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P81W16
      OFFSETS:	86-87
       TOKENS:	P81W21-P81W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P81W17
      OFFSETS:	87-88
       TOKENS:	P81W22-P81W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P81W18
      OFFSETS:	88-89
       TOKENS:	P81W23-P81W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P81W19
      OFFSETS:	89-90
       TOKENS:	P81W24-P81W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لانها
     IS_TRANS:	lAnhA
        INDEX:	P81W20
      OFFSETS:	90-95
       TOKENS:	P81W25-P81W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[An~a_1]
   UNSPLITVOC:	(liAn~ahA)
          POS:	PREP+SUB_CONJ+PRON_3FS
          VOC:	li+An~a+hA
        GLOSS:	for+that+it/they/she

 INPUT STRING:	شريان
     IS_TRANS:	$ryAn
        INDEX:	P81W21
      OFFSETS:	96-101
       TOKENS:	P81W28-P81W28
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iroyAn_1]
   UNSPLITVOC:	($iroyAn)
          POS:	NOUN
          VOC:	$iroyAn
        GLOSS:	artery

 INPUT STRING:	حياه
     IS_TRANS:	HyAh
        INDEX:	P81W22
      OFFSETS:	102-106
       TOKENS:	P81W29-P81W29
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(HayAp)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HayA+ap
        GLOSS:	life+[fem.sg.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P81W23
      OFFSETS:	107-109
       TOKENS:	P81W30-P81W30
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P81W24
      OFFSETS:	110-113
       TOKENS:	P81W31-P81W31
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P81W25
      OFFSETS:	113-114
       TOKENS:	P81W32-P81W32
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	وبالتالى
     IS_TRANS:	wbAltAlY
        INDEX:	P82W1
      OFFSETS:	0-8
       TOKENS:	P82W1-P82W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAliy_1]
   UNSPLITVOC:	(wabiAltAliy)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wa+bi+Al+tAliy
        GLOSS:	and+with/by+the+therefore/consequently

 INPUT STRING:	حنكون
     IS_TRANS:	Hnkwn
        INDEX:	P82W2
      OFFSETS:	9-14
       TOKENS:	P82W4-P82W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Hanikuwn)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+kuwn
        GLOSS:	will+we+be

 INPUT STRING:	بمشكله
     IS_TRANS:	bm$klh
        INDEX:	P82W3
      OFFSETS:	15-21
       TOKENS:	P82W6-P82W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(bimu$okilap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+mu$okil+ap
        GLOSS:	with/by+problem/issue+[fem.sg.]

 INPUT STRING:	كبيره
     IS_TRANS:	kbyrh
        INDEX:	P82W4
      OFFSETS:	22-27
       TOKENS:	P82W8-P82W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kibiyr+ap
        GLOSS:	Gloss:TBA+[fem.sg.]

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P82W5
      OFFSETS:	28-31
       TOKENS:	P82W9-P82W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P83W1
      OFFSETS:	0-4
       TOKENS:	P83W1-P83W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يستر
     IS_TRANS:	ystr
        INDEX:	P83W2
      OFFSETS:	5-9
       TOKENS:	P83W3-P83W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[satar_1]
   UNSPLITVOC:	(yusotur)
          POS:	IV3MS+IV
          VOC:	yu+sotur
        GLOSS:	he/it+cover/hide

 INPUT STRING:	الايام
     IS_TRANS:	AlAyAm
        INDEX:	P83W3
      OFFSETS:	10-16
       TOKENS:	P83W4-P83W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(AlAiy~Am)
          POS:	DET+NOUN
          VOC:	Al+Aiy~Am
        GLOSS:	the+today/some day/ever/days

 INPUT STRING:	الجايه
     IS_TRANS:	AljAyh
        INDEX:	P83W4
      OFFSETS:	17-23
       TOKENS:	P83W5-P83W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAy~_1]
   UNSPLITVOC:	(AljAy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jAy~+ap
        GLOSS:	the+coming/following+[fem.sg.]

 INPUT STRING:	حيحصل
     IS_TRANS:	HyHSl
        INDEX:	P83W5
      OFFSETS:	24-29
       TOKENS:	P83W6-P83W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HayiHoSal)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+HoSal
        GLOSS:	will+he/it+occur/happen/take place

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P83W6
      OFFSETS:	30-33
       TOKENS:	P83W8-P83W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	إقتباس
     IS_TRANS:	<qtbAs
        INDEX:	P84W1
      OFFSETS:	0-6
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{iqotibAs_1]
   UNSPLITVOC:	(AiqotibAs)
          POS:	NOUN
          VOC:	{iqotibAs
        GLOSS:	quotation/acquisition/adaptation

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P84W2
      OFFSETS:	6-7
       TOKENS:	P84W2-P84W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	المحكمة
     IS_TRANS:	AlmHkmp
        INDEX:	P85W1
      OFFSETS:	0-7
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHokamap_1]
   UNSPLITVOC:	(AlmaHokamap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maHokam+ap
        GLOSS:	the+court/tribunal+[fem.sg.]

 INPUT STRING:	الجنائية
     IS_TRANS:	AljnA}yp
        INDEX:	P85W2
      OFFSETS:	8-16
       TOKENS:	P85W2-P85W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jinA}iy~_1]
   UNSPLITVOC:	(AljinA}iy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jinA}iy~+ap
        GLOSS:	the+criminal/penal+[fem.sg.]

 INPUT STRING:	الدولية
     IS_TRANS:	Aldwlyp
        INDEX:	P85W3
      OFFSETS:	17-24
       TOKENS:	P85W3-P85W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dawoliy~_1]
   UNSPLITVOC:	(Aldawoliy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+dawoliy~+ap
        GLOSS:	the+state/national+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P85W4
      OFFSETS:	25-26
       TOKENS:	P85W4-P85W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	غدا
     IS_TRANS:	gdA
        INDEX:	P85W5
      OFFSETS:	27-30
       TOKENS:	P85W5-P85W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gad_1]
   UNSPLITVOC:	(gadAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	gad+AF
        GLOSS:	tomorrow+[acc.indef.]

 INPUT STRING:	تكون
     IS_TRANS:	tkwn
        INDEX:	P85W6
      OFFSETS:	31-35
       TOKENS:	P85W6-P85W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn-u_1]
   UNSPLITVOC:	(takuwnu)
          POS:	IV3FS+IV+IVSUFF_MOOD:I
          VOC:	ta+kuwn+u
        GLOSS:	it/they/she+be+[ind.]

 INPUT STRING:	العالمية
     IS_TRANS:	AlEAlmyp
        INDEX:	P85W7
      OFFSETS:	36-44
       TOKENS:	P85W7-P85W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAlamiy~_1]
   UNSPLITVOC:	(AlEAlamiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+EAlamiy~+ap
        GLOSS:	the+international/world-wide/world+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P86W1
      OFFSETS:	0-1
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	الامم
     IS_TRANS:	AlAmm
        INDEX:	P86W2
      OFFSETS:	2-7
       TOKENS:	P86W2-P86W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>um~ap_1]
   UNSPLITVOC:	(Al>umam)
          POS:	DET+NOUN_PROP
          VOC:	Al+>umam
        GLOSS:	the+Nations

 INPUT STRING:	المتحدة
     IS_TRANS:	AlmtHdp
        INDEX:	P86W3
      OFFSETS:	8-15
       TOKENS:	P86W3-P86W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mut~aHidap_1]
   UNSPLITVOC:	(Almut~aHidap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+mut~aHid+ap
        GLOSS:	the+united+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P86W4
      OFFSETS:	16-17
       TOKENS:	P86W4-P86W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P86W5
      OFFSETS:	18-20
       TOKENS:	P86W5-P86W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	يتبعها
     IS_TRANS:	ytbEhA
        INDEX:	P86W6
      OFFSETS:	21-27
       TOKENS:	P86W6-P86W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tabiE-a_1]
   UNSPLITVOC:	(yatobaEuhA)
          POS:	IV3MS+IV+IVSUFF_MOOD:I+IVSUFF_DO:3FS
          VOC:	ya+tobaE+u+hA
        GLOSS:	he/it+follow/pursue+[ind.]+it/them/her

 INPUT STRING:	كلها
     IS_TRANS:	klhA
        INDEX:	P86W7
      OFFSETS:	28-32
       TOKENS:	P86W8-P86W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uhA)
          POS:	NOUN_QUANT+CASE_DEF_NOM+POSS_PRON_3FS
          VOC:	kul~+u+hA
        GLOSS:	all, entire, every, whole+[def.nom]+its/their/her

 INPUT STRING:	ادوات
