 INPUT STRING:	الرسالة
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	alone/ individual/ single

 INPUT STRING:	صحبي
     IS_TRANS:	SHby
        INDEX:	P41W38
      OFFSETS:	190-194
       TOKENS:	P41W53-P41W53
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(SHby)
          POS:	TYPO
          VOC:	SHby
        GLOSS:	nogloss

 INPUT STRING:	مكنش
     IS_TRANS:	mkn$
        INDEX:	P41W39
      OFFSETS:	195-199
       TOKENS:	P41W54-P41W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kan~_1]
   UNSPLITVOC:	(mA_kan~i$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+kan~+(null)+$
        GLOSS:	not+be/was/were+he/it+not

 INPUT STRING:	بيطيق
     IS_TRANS:	byTyq
        INDEX:	P41W40
      OFFSETS:	200-205
       TOKENS:	P41W57-P41W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TAq_1]
   UNSPLITVOC:	(biyTiyq)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+y+Tiyq
        GLOSS:	[present-tense]+he/it+tolerate/bear

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P41W41
      OFFSETS:	206-210
       TOKENS:	P41W59-P41W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	اسمها
     IS_TRANS:	AsmhA
        INDEX:	P41W42
      OFFSETS:	211-216
       TOKENS:	P41W60-P41W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(AisomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Aisom+hA
        GLOSS:	name+its/their/her

 INPUT STRING:	كمبيوتر
     IS_TRANS:	kmbywtr
        INDEX:	P41W43
      OFFSETS:	217-224
       TOKENS:	P41W62-P41W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kumobiyuwtar_1]
   UNSPLITVOC:	(kumobiyuwtar)
          POS:	NOUN
          VOC:	kumobiyuwtar
        GLOSS:	computer

 INPUT STRING:	بتاتا
     IS_TRANS:	btAtA
        INDEX:	P41W44
      OFFSETS:	225-230
       TOKENS:	P41W63-P41W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[batAt_1]
   UNSPLITVOC:	(batAtAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	batAt+AF
        GLOSS:	absolutely+[acc.indef.]

 INPUT STRING:	وكأنه
     IS_TRANS:	wk>nh
        INDEX:	P41W45
      OFFSETS:	231-236
       TOKENS:	P41W64-P41W66
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ka>an~_1]
   UNSPLITVOC:	(wika>an~uh)
          POS:	CONJ+PSEUDO_VERB+PRON_3MS
          VOC:	wi+ka>an~+uh
        GLOSS:	and+like/as though/as if+he/it

 INPUT STRING:	عقده
     IS_TRANS:	Eqdh
        INDEX:	P41W46
      OFFSETS:	237-241
       TOKENS:	P41W67-P41W67
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Euqodap_1]
   UNSPLITVOC:	(Euqodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Euqod+ap
        GLOSS:	complex/complexes+[fem.sg.]

 INPUT STRING:	نفسيه
     IS_TRANS:	nfsyh
        INDEX:	P41W47
      OFFSETS:	242-247
       TOKENS:	P41W68-P41W68
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nafosiy_1]
   UNSPLITVOC:	(nafosiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nafosiy~+ap
        GLOSS:	psychological/spiritual/mental+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P42W1
      OFFSETS:	0-2
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P42W2
      OFFSETS:	3-6
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	خطب
     IS_TRANS:	xTb
        INDEX:	P42W3
      OFFSETS:	7-10
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTab_1]
   UNSPLITVOC:	(xaTab)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	xaTab+(null)
        GLOSS:	address/speak/get engaged+he/it

 INPUT STRING:	وسافر
     IS_TRANS:	wsAfr
        INDEX:	P42W4
      OFFSETS:	11-16
       TOKENS:	P42W4-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAfir_1]
   UNSPLITVOC:	(wisAfir)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+sAfir+(null)
        GLOSS:	and+travel+he/it

 INPUT STRING:	لقى
     IS_TRANS:	lqY
        INDEX:	P42W5
      OFFSETS:	17-20
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laqaY_1]
   UNSPLITVOC:	(laqaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	laqaY+(null)
        GLOSS:	find/meet/encounter+he/it

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P42W6
      OFFSETS:	21-23
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الكمبيوتر
     IS_TRANS:	Alkmbywtr
        INDEX:	P42W7
      OFFSETS:	24-33
       TOKENS:	P42W8-P42W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kumobiyuwtar_1]
   UNSPLITVOC:	(Alkumobiyuwtar)
          POS:	DET+NOUN
          VOC:	Al+kumobiyuwtar
        GLOSS:	the+computer

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P42W8
      OFFSETS:	34-36
       TOKENS:	P42W9-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	الوسيله
     IS_TRANS:	Alwsylh
        INDEX:	P42W9
      OFFSETS:	37-44
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wasiylap_1]
   UNSPLITVOC:	(Alwasiylap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+wasiyl+ap
        GLOSS:	the+means/device/instrument/devices/instruments+[fem.sg.]

 INPUT STRING:	الوحيده
     IS_TRANS:	AlwHydh
        INDEX:	P42W10
      OFFSETS:	45-52
       TOKENS:	P42W11-P42W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHiyd_1]
   UNSPLITVOC:	(AlwaHiydap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+waHiyd+ap
        GLOSS:	the+only/sole/alone/exclusive+[fem.sg.]

 INPUT STRING:	والرخيصة
     IS_TRANS:	wAlrxySp
        INDEX:	P42W11
      OFFSETS:	53-61
       TOKENS:	P42W12-P42W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rixiyS_1]
   UNSPLITVOC:	(wiAlrixiySap)
          POS:	CONJ+DET+ADJ+NSUFF_FEM_SG
          VOC:	wi+Al+rixiyS+ap
        GLOSS:	and+the+cheap+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P42W12
      OFFSETS:	62-66
       TOKENS:	P42W14-P42W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P42W13
      OFFSETS:	67-69
       TOKENS:	P42W15-P42W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	خلالها
     IS_TRANS:	xlAlhA
        INDEX:	P42W14
      OFFSETS:	70-76
       TOKENS:	P42W16-P42W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xilAl_1]
   UNSPLITVOC:	(xilAlhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	xilAl+hA
        GLOSS:	during/through/(by) means (of)/via+its/their/her

 INPUT STRING:	هيرغي
     IS_TRANS:	hyrgy
        INDEX:	P42W15
      OFFSETS:	77-82
       TOKENS:	P42W18-P42W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragaY_1]
   UNSPLITVOC:	(Hayirogiy)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+rogiy
        GLOSS:	will+he/it+chatter/prattle/talk a lot/babble/gossip/masticate/chew/babble on

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P42W16
      OFFSETS:	83-85
       TOKENS:	P42W20-P42W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	خطيبته
     IS_TRANS:	xTybth
        INDEX:	P42W17
      OFFSETS:	86-92
       TOKENS:	P42W21-P42W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTiyb_1]
   UNSPLITVOC:	(xaTiybtuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	xaTiyb+ap+uh
        GLOSS:	fiancee+[fem.sg.]+his/its

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P42W18
      OFFSETS:	93-97
       TOKENS:	P42W23-P42W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/her/them

 INPUT STRING:	وفي
     IS_TRANS:	wfy
        INDEX:	P42W19
      OFFSETS:	98-101
       TOKENS:	P42W25-P42W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wifiy)
          POS:	CONJ+PREP
          VOC:	wi+fiy
        GLOSS:	and+in

 INPUT STRING:	ظرف
     IS_TRANS:	Zrf
        INDEX:	P42W20
      OFFSETS:	102-105
       TOKENS:	P42W27-P42W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zarof_1]
   UNSPLITVOC:	(Zarof)
          POS:	NOUN
          VOC:	Zarof
        GLOSS:	charm/envelope/circumstance/condition/situation/circumstances

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P42W21
      OFFSETS:	106-107
       TOKENS:	P42W28-P42W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	شهور
     IS_TRANS:	$hwr
        INDEX:	P42W22
      OFFSETS:	108-112
       TOKENS:	P42W29-P42W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($uhuwr)
          POS:	NOUN
          VOC:	$uhuwr
        GLOSS:	month/months

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P42W23
      OFFSETS:	113-116
       TOKENS:	P42W30-P42W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	baqaY+(null)
        GLOSS:	be/became/become/last/remain+he/it

 INPUT STRING:	موس
     IS_TRANS:	mws
        INDEX:	P42W24
      OFFSETS:	117-120
       TOKENS:	P42W31-P42W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muws_1]
   UNSPLITVOC:	(muws)
          POS:	NOUN
          VOC:	muws
        GLOSS:	blade/edge/blades/edges/edge of a blade/razor blade/snout/lip

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P42W25
      OFFSETS:	121-123
       TOKENS:	P42W32-P42W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الكتابة
     IS_TRANS:	AlktAbp
        INDEX:	P42W26
      OFFSETS:	124-131
       TOKENS:	P42W33-P42W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitAbap_1]
   UNSPLITVOC:	(AlkitAbap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kitAb+ap
        GLOSS:	the+writing/essay/piece of writing/writings/essays+[fem.sg.]

 INPUT STRING:	والشات
     IS_TRANS:	wAl$At
        INDEX:	P42W27
      OFFSETS:	132-138
       TOKENS:	P42W34-P42W34
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(wAl$At)
          POS:	FOREIGN
          VOC:	wAl$At
        GLOSS:	nogloss

 INPUT STRING:	وجاب
     IS_TRANS:	wjAb
        INDEX:	P42W28
      OFFSETS:	139-143
       TOKENS:	P42W35-P42W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(wijAb)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+jAb+(null)
        GLOSS:	and+explore/traverse/bring+he/it

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P42W29
      OFFSETS:	144-148
       TOKENS:	P42W37-P42W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also/too

 INPUT STRING:	لابتوب
     IS_TRANS:	lAbtwb
        INDEX:	P42W30
      OFFSETS:	149-155
       TOKENS:	P42W38-P42W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(lAbtwb)
          POS:	FOREIGN
          VOC:	lAbtwb
        GLOSS:	nogloss

 INPUT STRING:	مقصد
     IS_TRANS:	mqSd
        INDEX:	P43W1
      OFFSETS:	0-4
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maqoSid_1]
   UNSPLITVOC:	(maqoSid)
          POS:	NOUN
          VOC:	maqoSid
        GLOSS:	purpose/intent

 INPUT STRING:	كلامى
     IS_TRANS:	klAmY
        INDEX:	P43W2
      OFFSETS:	5-10
       TOKENS:	P43W2-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kilomap_1]
   UNSPLITVOC:	(kalAmiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	kalAm+iy
        GLOSS:	talk/remark/speech/saying+my

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P43W3
      OFFSETS:	11-13
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الشخص
     IS_TRANS:	Al$xS
        INDEX:	P43W4
      OFFSETS:	14-19
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoS_1]
   UNSPLITVOC:	(Al$~axoS)
          POS:	DET+NOUN
          VOC:	Al+$axoS
        GLOSS:	the+individual/person/individuals/persons

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P43W5
      OFFSETS:	20-24
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	هيعتمد
     IS_TRANS:	hyEtmd
        INDEX:	P43W6
      OFFSETS:	25-31
       TOKENS:	P43W7-P43W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotamad_1]
   UNSPLITVOC:	(HayiEotimid)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Eotimid
        GLOSS:	will+he/it+depend/rely/rely (on)

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P43W7
      OFFSETS:	32-35
       TOKENS:	P43W9-P43W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	التعليم
     IS_TRANS:	AltElym
        INDEX:	P43W8
      OFFSETS:	36-43
       TOKENS:	P43W10-P43W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoliym_1]
   UNSPLITVOC:	(Alt~aEoliym)
          POS:	DET+NOUN
          VOC:	Al+taEoliym
        GLOSS:	the+education/teaching/instructions/precepts

 INPUT STRING:	وبس
     IS_TRANS:	wbs
        INDEX:	P43W9
      OFFSETS:	44-47
       TOKENS:	P43W11-P43W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(wibas~)
          POS:	CONJ+ADV
          VOC:	wi+bas~
        GLOSS:	and+enough/only

 INPUT STRING:	بدون
     IS_TRANS:	bdwn
        INDEX:	P43W10
      OFFSETS:	48-52
       TOKENS:	P43W13-P43W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duwn_1]
   UNSPLITVOC:	(biduwn)
          POS:	PREP+NOUN
          VOC:	bi+duwn
        GLOSS:	with/by+without/beneath/underneath/inferior/poor

 INPUT STRING:	التثقيف
     IS_TRANS:	Altvqyf
        INDEX:	P43W11
      OFFSETS:	53-60
       TOKENS:	P43W15-P43W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tavoqiyf_1]
   UNSPLITVOC:	(Alt~avoqiyf)
          POS:	DET+NOUN
          VOC:	Al+tavoqiyf
        GLOSS:	the+education/cultivation

 INPUT STRING:	الذاتي
     IS_TRANS:	Al*Aty
        INDEX:	P43W12
      OFFSETS:	61-67
       TOKENS:	P43W16-P43W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*Atiy_1]
   UNSPLITVOC:	(Al*Atiy)
          POS:	DET+ADJ
          VOC:	Al+*Atiy
        GLOSS:	the+autonomous/self/auto-

 INPUT STRING:	وتعلم
     IS_TRANS:	wtElm
        INDEX:	P43W13
      OFFSETS:	68-73
       TOKENS:	P43W17-P43W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEal~um_1]
   UNSPLITVOC:	(witaEal~um)
          POS:	CONJ+NOUN
          VOC:	wi+taEal~um
        GLOSS:	and+learning/study

 INPUT STRING:	المهارات
     IS_TRANS:	AlmhArAt
        INDEX:	P43W14
      OFFSETS:	74-82
       TOKENS:	P43W19-P43W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahArap_1]
   UNSPLITVOC:	(AlmahArAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+mahAr+At
        GLOSS:	the+skill/proficiency/skills/crafts+[fem.pl.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P43W15
      OFFSETS:	83-87
       TOKENS:	P43W20-P43W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	هتنفعه
     IS_TRANS:	htnfEh
        INDEX:	P43W16
      OFFSETS:	88-94
       TOKENS:	P43W21-P43W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(HatinofaEuh)
          POS:	FUT_PART+IV3FS+IV+IVSUFF_DO:3MS
          VOC:	Ha+ti+nofaE+uh
        GLOSS:	will+it/they/she+utilize/benefit/be advantageous to/be useful to+it/him

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P43W17
      OFFSETS:	95-97
       TOKENS:	P43W24-P43W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حياته
     IS_TRANS:	HyAth
        INDEX:	P43W18
      OFFSETS:	98-103
       TOKENS:	P43W25-P43W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(HayAtuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	HayA+ap+uh
        GLOSS:	life/lives+[fem.sg.]+his/its

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P43W19
      OFFSETS:	104-108
       TOKENS:	P43W27-P43W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+be/became/become/last/remain

 INPUT STRING:	شخص
     IS_TRANS:	$xS
        INDEX:	P43W20
      OFFSETS:	109-112
       TOKENS:	P43W28-P43W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoS_1]
   UNSPLITVOC:	($axoS)
          POS:	NOUN
          VOC:	$axoS
        GLOSS:	individual/person/individuals/persons

 INPUT STRING:	يستاهل
     IS_TRANS:	ystAhl
        INDEX:	P43W21
      OFFSETS:	113-119
       TOKENS:	P43W29-P43W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotAhil_1]
   UNSPLITVOC:	(yisotAhil)
          POS:	IV3MS+IV
          VOC:	yi+sotAhil
        GLOSS:	he/it+deserve/merit

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P43W22
      OFFSETS:	120-124
       TOKENS:	P43W30-P43W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	يجراله
     IS_TRANS:	yjrAlh
        INDEX:	P43W23
      OFFSETS:	125-131
       TOKENS:	P43W31-P43W33
