 INPUT STRING:	مصـــــــر
 INPUT STRING:	بعمرا
     IS_TRANS:	bEmrA
        INDEX:	P50W7
      OFFSETS:	25-30
       TOKENS:	P50W9-P50W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eumr_1]
   UNSPLITVOC:	(biEamoruh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+Eamor+uh
        GLOSS:	with/by+age/life+his

 INPUT STRING:	بدما
     IS_TRANS:	bdmA
        INDEX:	P50W8
      OFFSETS:	31-35
       TOKENS:	P50W12-P50W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(bidam~uh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	bi+dam~+uh
        GLOSS:	with/by+blood+his

 INPUT STRING:	لاجل
     IS_TRANS:	lAjl
        INDEX:	P50W9
      OFFSETS:	36-40
       TOKENS:	P50W15-P50W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajal_1]
   UNSPLITVOC:	(li>ajal)
          POS:	PREP+NOUN
          VOC:	li+>ajal
        GLOSS:	for/to+for sake of/because of

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P50W10
      OFFSETS:	41-44
       TOKENS:	P50W17-P50W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	الحبيبة
     IS_TRANS:	AlHbybp
        INDEX:	P50W11
      OFFSETS:	45-52
       TOKENS:	P50W18-P50W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(AlHabiybap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Habiyb+ap
        GLOSS:	the+dear/beloved/sweetheart+[fem.sg.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P51W1
      OFFSETS:	0-3
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	بتقول
     IS_TRANS:	btqwl
        INDEX:	P51W2
      OFFSETS:	4-9
       TOKENS:	P51W2-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bitquwl)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+t+quwl
        GLOSS:	[present-tense]+it/she+said/say/be said/say/(for example)

 INPUT STRING:	النهاردة
     IS_TRANS:	AlnhArdp
        INDEX:	P51W3
      OFFSETS:	10-18
       TOKENS:	P51W4-P51W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AlnhArdp)
          POS:	NO_FUNC
          VOC:	AlnhArdp
        GLOSS:	nogloss

 INPUT STRING:	نقرا
     IS_TRANS:	nqrA
        INDEX:	P51W4
      OFFSETS:	19-23
       TOKENS:	P51W5-P51W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarA_1]
   UNSPLITVOC:	(niqorA)
          POS:	IV1P+IV
          VOC:	ni+qorA
        GLOSS:	we+read

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P51W5
      OFFSETS:	24-27
       TOKENS:	P51W6-P51W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ارواح
     IS_TRANS:	ArwAH
        INDEX:	P51W6
      OFFSETS:	28-33
       TOKENS:	P51W7-P51W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rawH_1]
   UNSPLITVOC:	(>arowAH)
          POS:	NOUN
          VOC:	>arowAH
        GLOSS:	soul or spirit

 INPUT STRING:	الشهداء
     IS_TRANS:	Al$hdA'
        INDEX:	P51W7
      OFFSETS:	34-41
       TOKENS:	P51W8-P51W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahiyd_1]
   UNSPLITVOC:	(Al$~uhadA')
          POS:	DET+NOUN
          VOC:	Al+$uhadA'
        GLOSS:	the+martyrs

 INPUT STRING:	سورة
     IS_TRANS:	swrp
        INDEX:	P51W8
      OFFSETS:	42-46
       TOKENS:	P51W9-P51W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwrap_1]
   UNSPLITVOC:	(suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	suwr+ap
        GLOSS:	Surah/Quranic chapter+[fem.sg.]

 INPUT STRING:	الفاتحة
     IS_TRANS:	AlfAtHp
        INDEX:	P51W9
      OFFSETS:	47-54
       TOKENS:	P51W10-P51W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAtiH_1]
   UNSPLITVOC:	(AlfAtoHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+fAtoH+ap
        GLOSS:	the+first Quranic surah+[fem.sg.]

 INPUT STRING:	ونفتكرهم
     IS_TRANS:	wnftkrhm
        INDEX:	P51W10
      OFFSETS:	55-63
       TOKENS:	P51W11-P51W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aifotakar_1]
   UNSPLITVOC:	(winifotikirhum)
          POS:	CONJ+IV1P+IV+IVSUFF_DO:3P
          VOC:	wi+ni+fotikir+hum
        GLOSS:	and+we+remember+them

 INPUT STRING:	دائما
     IS_TRANS:	dA}mA
        INDEX:	P51W11
      OFFSETS:	64-69
       TOKENS:	P51W14-P51W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dA}im_1]
   UNSPLITVOC:	(dA}imAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	dA}im+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	لقد
     IS_TRANS:	lqd
        INDEX:	P52W1
      OFFSETS:	0-3
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(laqado)
          POS:	VERB_PART
          VOC:	laqado
        GLOSS:	already

 INPUT STRING:	أعزنا
     IS_TRANS:	>EznA
        INDEX:	P52W2
      OFFSETS:	4-9
       TOKENS:	P52W2-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aEaz~_1]
   UNSPLITVOC:	(>aEaz~nA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	>aEaz~+(null)+nA
        GLOSS:	strengthen/reinforce+he/it [verb]+us

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P52W3
      OFFSETS:	10-14
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	بالاسلام
     IS_TRANS:	bAlAslAm
        INDEX:	P52W4
      OFFSETS:	15-23
       TOKENS:	P52W5-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAm_1]
   UNSPLITVOC:	(biAl<isolAm)
          POS:	PREP+DET+NOUN_PROP
          VOC:	bi+Al+<isolAm
        GLOSS:	with/by+the+Islam

 INPUT STRING:	فمهما
     IS_TRANS:	fmhmA
        INDEX:	P52W5
      OFFSETS:	24-29
       TOKENS:	P52W7-P52W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahomA_1]
   UNSPLITVOC:	(famahomA)
          POS:	CONJ+REL_PRON
          VOC:	fa+mahomA
        GLOSS:	so/and+whatever

 INPUT STRING:	ابتغينا
     IS_TRANS:	AbtgynA
        INDEX:	P52W6
      OFFSETS:	30-37
       TOKENS:	P52W9-P52W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<ibotagaY_1]
   UNSPLITVOC:	(AibotagayonA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	Aibotagay+nA
        GLOSS:	desire/want+we [verb]

 INPUT STRING:	العزة
     IS_TRANS:	AlEzp
        INDEX:	P52W7
      OFFSETS:	38-43
       TOKENS:	P52W10-P52W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eiz~ap_1]
   UNSPLITVOC:	(AlEiz~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Eiz~+ap
        GLOSS:	the+power/glory/honor+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P52W8
      OFFSETS:	44-46
       TOKENS:	P52W11-P52W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	غيره
     IS_TRANS:	gyrh
        INDEX:	P52W9
      OFFSETS:	47-51
       TOKENS:	P52W12-P52W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(giyruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	giyr+uh
        GLOSS:	not/other+his/its

 INPUT STRING:	أذلنا
     IS_TRANS:	>*lnA
        INDEX:	P52W10
      OFFSETS:	52-57
       TOKENS:	P52W14-P52W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>a*al~_1]
   UNSPLITVOC:	(>a*al~nA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	>a*al~+(null)+nA
        GLOSS:	degrade/subdue+he/it [verb]+us

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P52W11
      OFFSETS:	58-62
       TOKENS:	P52W16-P52W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	قالها
     IS_TRANS:	qAlhA
        INDEX:	P52W12
      OFFSETS:	65-70
       TOKENS:	P52W17-P52W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAlhA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	qAl+(null)+hA
        GLOSS:	said/say/be said/say/(for example)+he/it+it/them/her

 INPUT STRING:	عمر
     IS_TRANS:	Emr
        INDEX:	P52W13
      OFFSETS:	71-74
       TOKENS:	P52W19-P52W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumar_1]
   UNSPLITVOC:	(Eumar)
          POS:	NOUN_PROP
          VOC:	Eumar
        GLOSS:	Omar/Umar

 INPUT STRING:	بن
     IS_TRANS:	bn
        INDEX:	P52W14
      OFFSETS:	75-77
       TOKENS:	P52W20-P52W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bin_1]
   UNSPLITVOC:	(bin)
          POS:	NOUN
          VOC:	bin
        GLOSS:	son

 INPUT STRING:	الخطاب
     IS_TRANS:	AlxTAb
        INDEX:	P52W15
      OFFSETS:	78-84
       TOKENS:	P52W21-P52W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xaT~Ab_2]
   UNSPLITVOC:	(AlxaT~Ab)
          POS:	DET+NOUN_PROP
          VOC:	Al+xaT~Ab
        GLOSS:	the+Khattab

 INPUT STRING:	وهذا
     IS_TRANS:	wh*A
        INDEX:	P53W1
      OFFSETS:	0-4
       TOKENS:	P53W1-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(wiha*A)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+ha*A
        GLOSS:	and+this[masc.sg.]

 INPUT STRING:	لسان
     IS_TRANS:	lsAn
        INDEX:	P53W2
      OFFSETS:	5-9
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lisAn_2]
   UNSPLITVOC:	(lisAn)
          POS:	NOUN
          VOC:	lisAn
        GLOSS:	language

 INPUT STRING:	حال
     IS_TRANS:	HAl
        INDEX:	P53W3
      OFFSETS:	10-13
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(HAl)
          POS:	NOUN
          VOC:	HAl
        GLOSS:	situation/condition/case

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P53W4
      OFFSETS:	14-16
       TOKENS:	P53W5-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	بلاد
     IS_TRANS:	blAd
        INDEX:	P53W5
      OFFSETS:	17-21
       TOKENS:	P53W6-P53W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(bilAd)
          POS:	NOUN
          VOC:	bilAd
        GLOSS:	countries

 INPUT STRING:	المسلمين
     IS_TRANS:	Almslmyn
        INDEX:	P53W6
      OFFSETS:	22-30
       TOKENS:	P53W7-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(Almusolimiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+musolim+iyn
        GLOSS:	the+Muslim+[pl.]

