 INPUT STRING:	المسيحيون
      OFFSETS:	48-51
       TOKENS:	P38W13-P38W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it [verb]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P38W11
      OFFSETS:	52-56
       TOKENS:	P38W14-P38W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	وقى
     IS_TRANS:	wqY
        INDEX:	P39W1
      OFFSETS:	0-3
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqay_1]
   UNSPLITVOC:	(waqaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	waqaY+(null)
        GLOSS:	preserve/safeguard+he/it [verb]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P39W2
      OFFSETS:	4-8
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	مصرنا
     IS_TRANS:	mSrnA
        INDEX:	P39W3
      OFFSETS:	9-14
       TOKENS:	P39W3-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSornA)
          POS:	NOUN_PROP+POSS_PRON_1P
          VOC:	maSor+nA
        GLOSS:	Egypt+our

 INPUT STRING:	شر
     IS_TRANS:	$r
        INDEX:	P39W4
      OFFSETS:	15-17
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ar~_1]
   UNSPLITVOC:	($ar~)
          POS:	NOUN
          VOC:	$ar~
        GLOSS:	evil/malice

 INPUT STRING:	الفتن
     IS_TRANS:	Alftn
        INDEX:	P39W5
      OFFSETS:	18-23
       TOKENS:	P39W6-P39W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faton_1]
   UNSPLITVOC:	(Alfaton)
          POS:	DET+NOUN
          VOC:	Al+faton
        GLOSS:	the+sedition/dissension/discord

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P39W6
      OFFSETS:	23-24
       TOKENS:	P39W7-P39W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P40W1
      OFFSETS:	0-4
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P40W2
      OFFSETS:	5-8
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	واضح
     IS_TRANS:	wADH
        INDEX:	P40W3
      OFFSETS:	9-13
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wADiH_1]
   UNSPLITVOC:	(wADiH)
          POS:	ADJ
          VOC:	wADiH
        GLOSS:	clear/obvious/visible

 INPUT STRING:	المعالم
     IS_TRANS:	AlmEAlm
        INDEX:	P40W4
      OFFSETS:	14-21
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEolam_1]
   UNSPLITVOC:	(AlmaEAlim)
          POS:	DET+NOUN
          VOC:	Al+maEAlim
        GLOSS:	the+features/sights

 INPUT STRING:	ويحتمل
     IS_TRANS:	wyHtml
        INDEX:	P40W5
      OFFSETS:	22-28
       TOKENS:	P40W5-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotamal_1]
   UNSPLITVOC:	(wiyiHotimil)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+Hotimil
        GLOSS:	and+he/it+tolerate/expect/be likely

 INPUT STRING:	اكثر
     IS_TRANS:	Akvr
        INDEX:	P40W6
      OFFSETS:	29-33
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakovar_1]
   UNSPLITVOC:	(>akovar)
          POS:	NOUN_QUANT
          VOC:	>akovar
        GLOSS:	more, most, majority

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P40W7
      OFFSETS:	34-36
       TOKENS:	P40W8-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	تأويل
     IS_TRANS:	t>wyl
        INDEX:	P40W8
      OFFSETS:	37-42
       TOKENS:	P40W9-P40W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>owiyl_1]
   UNSPLITVOC:	(ta>owiyl)
          POS:	NOUN
          VOC:	ta>owiyl
        GLOSS:	explanation/interpretation

 INPUT STRING:	ياريت
     IS_TRANS:	yAryt
        INDEX:	P40W9
      OFFSETS:	43-48
       TOKENS:	P40W10-P40W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yAryt)
          POS:	NO_FUNC
          VOC:	yAryt
        GLOSS:	nogloss

 INPUT STRING:	الانبا
     IS_TRANS:	AlAnbA
        INDEX:	P41W1
      OFFSETS:	0-6
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>anobA_1]
   UNSPLITVOC:	(Al>anobA)
          POS:	DET+NOUN
          VOC:	Al+>anobA
        GLOSS:	the+Abba/Bishop/Anba

 INPUT STRING:	الجليل
     IS_TRANS:	Aljlyl
        INDEX:	P41W2
      OFFSETS:	7-13
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaliyl_1]
   UNSPLITVOC:	(Aljaliyl)
          POS:	DET+ADJ
          VOC:	Al+jaliyl
        GLOSS:	the+venerable/important

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P41W3
      OFFSETS:	14-17
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	اوضح
     IS_TRANS:	AwDH
        INDEX:	P41W4
      OFFSETS:	18-22
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awoDaH_1]
   UNSPLITVOC:	(>awoDaH)
          POS:	ADJ_COMP
          VOC:	>awoDaH
        GLOSS:	clearer/clearest

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P41W5
      OFFSETS:	23-25
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كلامه
     IS_TRANS:	klAmh
        INDEX:	P41W6
      OFFSETS:	26-31
       TOKENS:	P41W6-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	kalAm+uh
        GLOSS:	speech/statement/remark/talk/saying+his/its

 INPUT STRING:	فكلما
     IS_TRANS:	fklmA
        INDEX:	P41W7
      OFFSETS:	32-37
       TOKENS:	P41W8-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kul~amA_1]
   UNSPLITVOC:	(fakul~amA)
          POS:	CONJ+REL_ADV
          VOC:	fa+kul~amA
        GLOSS:	so/and+whenever

 INPUT STRING:	تكلم
     IS_TRANS:	tklm
        INDEX:	P41W8
      OFFSETS:	38-42
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tokal~im_1]
   UNSPLITVOC:	(tokal~im)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	tokal~im+(null)
        GLOSS:	speak/talk/discuss+he/it [verb]

 INPUT STRING:	رجال
     IS_TRANS:	rjAl
        INDEX:	P41W9
      OFFSETS:	43-47
       TOKENS:	P41W11-P41W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rajul_1]
   UNSPLITVOC:	(rijAl)
          POS:	NOUN
          VOC:	rijAl
        GLOSS:	men/people

 INPUT STRING:	الكنيسة
     IS_TRANS:	Alknysp
        INDEX:	P41W10
      OFFSETS:	48-55
       TOKENS:	P41W12-P41W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiniysap_1]
   UNSPLITVOC:	(Alkiniysap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kiniys+ap
        GLOSS:	the+church+[fem.sg.]

 INPUT STRING:	زادت
     IS_TRANS:	zAdt
        INDEX:	P41W11
      OFFSETS:	56-60
       TOKENS:	P41W13-P41W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAd_1]
   UNSPLITVOC:	(zAdit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	zAd+it
        GLOSS:	increase/exceed/add+it/they/she [verb]

 INPUT STRING:	الفجوة
     IS_TRANS:	Alfjwp
        INDEX:	P41W12
      OFFSETS:	61-67
       TOKENS:	P41W14-P41W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fajowap_1]
   UNSPLITVOC:	(Alfajowap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+fajow+ap
        GLOSS:	the+gap/breach/gaps/breaches+[fem.sg.]

 INPUT STRING:	بين
     IS_TRANS:	byn
        INDEX:	P41W13
      OFFSETS:	68-71
       TOKENS:	P41W15-P41W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyn_1]
   UNSPLITVOC:	(biyn)
          POS:	NOUN
          VOC:	biyn
        GLOSS:	between/among

 INPUT STRING:	الامة
     IS_TRANS:	AlAmp
        INDEX:	P41W14
      OFFSETS:	72-77
       TOKENS:	P41W16-P41W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~ap_1]
   UNSPLITVOC:	(Al>um~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+>um~+ap
        GLOSS:	the+nation/people/nations+[fem.sg.]

 INPUT STRING:	المصرية
     IS_TRANS:	AlmSryp
        INDEX:	P41W15
      OFFSETS:	78-85
       TOKENS:	P41W17-P41W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maSoriy~+ap
        GLOSS:	the+Egyptian+[fem.sg.]

 INPUT STRING:	واذكر
     IS_TRANS:	wA*kr
        INDEX:	P42W1
      OFFSETS:	0-5
       TOKENS:	P42W1-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*akar_1]
   UNSPLITVOC:	(wiAa*okur)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+*okur
        GLOSS:	and+I+remind

 INPUT STRING:	الانبا
     IS_TRANS:	AlAnbA
        INDEX:	P42W2
      OFFSETS:	6-12
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>anobA_1]
   UNSPLITVOC:	(Al>anobA)
          POS:	DET+NOUN
          VOC:	Al+>anobA
        GLOSS:	the+Abba/Bishop/Anba

 INPUT STRING:	بان
     IS_TRANS:	bAn
        INDEX:	P42W3
      OFFSETS:	13-16
       TOKENS:	P42W4-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(bi<in~)
          POS:	PREP+SUB_CONJ
          VOC:	bi+<in~
        GLOSS:	with/by+that

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P42W4
      OFFSETS:	17-19
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	العام
     IS_TRANS:	AlEAm
        INDEX:	P42W5
      OFFSETS:	20-25
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(AlEAm)
          POS:	DET+NOUN
          VOC:	Al+EAm
        GLOSS:	the+year/years

 INPUT STRING:	الماضي
     IS_TRANS:	AlmADy
        INDEX:	P42W6
      OFFSETS:	26-32
       TOKENS:	P42W8-P42W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mADiy_1]
   UNSPLITVOC:	(AlmADiy)
          POS:	DET+ADJ
          VOC:	Al+mADiy
        GLOSS:	the+past/bygone

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P42W7
      OFFSETS:	33-36
       TOKENS:	P42W9-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	حادث
     IS_TRANS:	HAdv
        INDEX:	P42W8
      OFFSETS:	37-41
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAdiv_1]
   UNSPLITVOC:	(HAdiv)
          POS:	NOUN
          VOC:	HAdiv
        GLOSS:	incident/event/incidents/events

 INPUT STRING:	كنيسة
     IS_TRANS:	knysp
        INDEX:	P42W9
      OFFSETS:	42-47
       TOKENS:	P42W11-P42W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiniysap_1]
   UNSPLITVOC:	(kiniysap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kiniys+ap
        GLOSS:	church+[fem.sg.]

 INPUT STRING:	القديسين
     IS_TRANS:	Alqdysyn
        INDEX:	P42W10
      OFFSETS:	48-56
       TOKENS:	P42W12-P42W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qid~iys_1]
   UNSPLITVOC:	(Alqid~iysiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+qid~iys+iyn
        GLOSS:	the+saint+[masc.pl.]

 INPUT STRING:	بعضهم
     IS_TRANS:	bEDhm
        INDEX:	P42W11
      OFFSETS:	57-62
       TOKENS:	P42W13-P42W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoDuhum)
          POS:	NOUN_QUANT+POSS_PRON_3P
          VOC:	baEoD+hum
        GLOSS:	some, a few, little, part+their

 INPUT STRING:	تجرأ
     IS_TRANS:	tjr>
        INDEX:	P42W12
      OFFSETS:	63-67
       TOKENS:	P42W15-P42W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tojar~a>_1]
   UNSPLITVOC:	(tojar~a>)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	tojar~a>+(null)
        GLOSS:	dare/risk+he/it [verb]

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P42W13
      OFFSETS:	68-71
       TOKENS:	P42W16-P42W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	شيخ
     IS_TRANS:	$yx
        INDEX:	P42W14
      OFFSETS:	72-75
       TOKENS:	P42W17-P42W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	($ayx)
          POS:	NOUN
          VOC:	$ayx
        GLOSS:	Sheikh/chieftain/Sheikhs/chieftains

 INPUT STRING:	الازهر
     IS_TRANS:	AlAzhr
        INDEX:	P42W15
      OFFSETS:	76-82
       TOKENS:	P42W18-P42W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>azohar_1]
   UNSPLITVOC:	(Al>azohar)
          POS:	DET+NOUN_PROP
          VOC:	Al+>azohar
        GLOSS:	the+Azhar

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P42W16
      OFFSETS:	83-85
       TOKENS:	P42W19-P42W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الكنيسة
     IS_TRANS:	Alknysp
        INDEX:	P42W17
      OFFSETS:	86-93
       TOKENS:	P42W20-P42W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiniysap_1]
   UNSPLITVOC:	(Alkiniysap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+kiniys+ap
        GLOSS:	the+church+[fem.sg.]

 INPUT STRING:	البطرسية
     IS_TRANS:	AlbTrsyp
        INDEX:	P42W18
      OFFSETS:	94-102
       TOKENS:	P42W21-P42W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlbuTorusiy_1]
   UNSPLITVOC:	(AlbuTorusiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+buTorusiy~+ap
        GLOSS:	the+St. Peter+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P42W19
      OFFSETS:	103-105
       TOKENS:	P42W22-P42W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	العباسية
     IS_TRANS:	AlEbAsyp
        INDEX:	P42W20
      OFFSETS:	106-114
       TOKENS:	P42W23-P42W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eab~Asiy~ap_1]
   UNSPLITVOC:	(AlEab~Asiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+Eab~Asiy~+ap
        GLOSS:	the+abbasya+[fem.sg.]

 INPUT STRING:	وقال
     IS_TRANS:	wqAl
        INDEX:	P43W1
      OFFSETS:	0-4
       TOKENS:	P43W1-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAl)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+qAl+(null)
        GLOSS:	and+say+he/it [verb]

 INPUT STRING:	بعض
     IS_TRANS:	bED
        INDEX:	P43W2
      OFFSETS:	5-8
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoD)
          POS:	NOUN_QUANT
          VOC:	baEoD
        GLOSS:	some, a few, little, part

 INPUT STRING:	رجالهم
     IS_TRANS:	rjAlhm
        INDEX:	P43W3
      OFFSETS:	9-15
       TOKENS:	P43W4-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rajul_1]
   UNSPLITVOC:	(rijAlhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	rijAl+hum
        GLOSS:	men/people+their

 INPUT STRING:	باننا
     IS_TRANS:	bAnnA
        INDEX:	P43W4
      OFFSETS:	16-21
       TOKENS:	P43W6-P43W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(bi<in~inA)
          POS:	PREP+SUB_CONJ+PRON_1P
          VOC:	bi+<in~+nA
        GLOSS:	by/with+that+our

 INPUT STRING:	لن
     IS_TRANS:	ln
        INDEX:	P43W5
      OFFSETS:	22-24
       TOKENS:	P43W9-P43W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lano_1]
   UNSPLITVOC:	(lano)
          POS:	NEG_PART
          VOC:	lano
        GLOSS:	not, never, nevermore

 INPUT STRING:	نقبل
     IS_TRANS:	nqbl
        INDEX:	P43W6
      OFFSETS:	25-29
       TOKENS:	P43W10-P43W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qibil_1]
   UNSPLITVOC:	(niqobal)
          POS:	IV1P+IV
          VOC:	ni+qobal
        GLOSS:	we+accept/receive/approve

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P43W7
      OFFSETS:	30-32
       TOKENS:	P43W11-P43W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	تهنئة
     IS_TRANS:	thn}p
        INDEX:	P43W8
      OFFSETS:	33-38
       TOKENS:	P43W12-P43W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tahoni}ap_1]
   UNSPLITVOC:	(tahoni}ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	tahoni}+ap
        GLOSS:	congratulations+[fem.sg.]

 INPUT STRING:	بالعيد
     IS_TRANS:	bAlEyd
        INDEX:	P43W9
      OFFSETS:	39-45
       TOKENS:	P43W13-P43W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eiyd_1]
   UNSPLITVOC:	(biAlEiyd)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+Eiyd
        GLOSS:	with/by+the+feast/holiday/festival/holidays/feasts

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P43W10
      OFFSETS:	46-48
       TOKENS:	P43W15-P43W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المسئولين
     IS_TRANS:	Alms}wlyn
        INDEX:	P43W11
      OFFSETS:	49-58
       TOKENS:	P43W16-P43W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso}uwl_1]
   UNSPLITVOC:	(Almaso}uwliyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+maso}uwl+iyn
        GLOSS:	the+official/functionary+[masc.pl.]

 INPUT STRING:	مثل
     IS_TRANS:	mvl
        INDEX:	P43W12
      OFFSETS:	59-62
       TOKENS:	P43W17-P43W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mivol_1]
   UNSPLITVOC:	(mivol)
          POS:	NOUN
          VOC:	mivol
        GLOSS:	like/such as/like/such as/the likes of

 INPUT STRING:	محافظ
     IS_TRANS:	mHAfZ
        INDEX:	P43W13
