 INPUT STRING:	المصريين
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xir_1]
   UNSPLITVOC:	(|xir)
          POS:	ADJ_COMP
          VOC:	|xir
        GLOSS:	last/end

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P56W2
      OFFSETS:	5-9
       TOKENS:	P56W2-P56W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P56W3
      OFFSETS:	10-14
       TOKENS:	P56W3-P56W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P56W4
      OFFSETS:	15-17
       TOKENS:	P56W4-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	with

 INPUT STRING:	عدم
     IS_TRANS:	Edm
        INDEX:	P56W5
      OFFSETS:	18-21
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(Eadam)
          POS:	NOUN
          VOC:	Eadam
        GLOSS:	absence of/lack of/not/non-

 INPUT STRING:	تأييدي
     IS_TRANS:	t>yydy
        INDEX:	P56W6
      OFFSETS:	22-28
       TOKENS:	P56W6-P56W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>oyiyd_1]
   UNSPLITVOC:	(ta>oyiydiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	ta>oyiyd+iy
        GLOSS:	support/approval/assistance+my

 INPUT STRING:	لمبارك
     IS_TRANS:	lmbArk
        INDEX:	P56W7
      OFFSETS:	29-35
       TOKENS:	P56W8-P56W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(limubArak)
          POS:	PREP+NOUN_PROP
          VOC:	li+mubArak
        GLOSS:	for/to+Mubarak

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P56W8
      OFFSETS:	36-38
       TOKENS:	P56W10-P56W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	احترم
     IS_TRANS:	AHtrm
        INDEX:	P56W9
      OFFSETS:	39-44
       TOKENS:	P56W11-P56W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotaram_1]
   UNSPLITVOC:	(AaHotarim)
          POS:	IV1S+IV
          VOC:	Aa+Hotarim
        GLOSS:	I+respect

 INPUT STRING:	تفكيره
     IS_TRANS:	tfkyrh
        INDEX:	P56W10
      OFFSETS:	45-51
       TOKENS:	P56W12-P56W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tafokiyr_1]
   UNSPLITVOC:	(tafokiyruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	tafokiyr+uh
        GLOSS:	thinking/meditation/reflection+his/its

 INPUT STRING:	العسكري
     IS_TRANS:	AlEskry
        INDEX:	P56W11
      OFFSETS:	52-59
       TOKENS:	P56W14-P56W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military/army

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P57W1
      OFFSETS:	1-3
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P57W2
      OFFSETS:	4-8
       TOKENS:	P57W2-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P57W3
      OFFSETS:	9-12
       TOKENS:	P57W3-P57W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to+he

 INPUT STRING:	خبرة
     IS_TRANS:	xbrp
        INDEX:	P57W4
      OFFSETS:	13-17
       TOKENS:	P57W5-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiborap_1]
   UNSPLITVOC:	(xiborap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xibor+ap
        GLOSS:	experience/expertise+[fem.sg.]

 INPUT STRING:	كبيرة
     IS_TRANS:	kbyrp
        INDEX:	P57W5
      OFFSETS:	18-23
       TOKENS:	P57W6-P57W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kibiyr+ap
        GLOSS:	big+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P57W6
      OFFSETS:	24-26
       TOKENS:	P57W7-P57W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مجال
     IS_TRANS:	mjAl
        INDEX:	P57W7
      OFFSETS:	27-31
       TOKENS:	P57W8-P57W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majAl_1]
   UNSPLITVOC:	(majAl)
          POS:	NOUN
          VOC:	majAl
        GLOSS:	area/field/arena/context/opportunity

 INPUT STRING:	الحروب
     IS_TRANS:	AlHrwb
        INDEX:	P57W8
      OFFSETS:	32-38
       TOKENS:	P57W9-P57W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(AlHuruwb)
          POS:	DET+NOUN
          VOC:	Al+Huruwb
        GLOSS:	the+wars

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P57W9
      OFFSETS:	39-40
       TOKENS:	P57W10-P57W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P57W10
      OFFSETS:	41-44
       TOKENS:	P57W11-P57W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P57W11
      OFFSETS:	45-49
       TOKENS:	P57W12-P57W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P57W12
      OFFSETS:	50-52
       TOKENS:	P57W13-P57W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	قادة
     IS_TRANS:	qAdp
        INDEX:	P57W13
      OFFSETS:	53-57
       TOKENS:	P57W14-P57W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qA}id_1]
   UNSPLITVOC:	(qAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qAd+ap
        GLOSS:	leaders/commanders+[fem.sg.]

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P57W14
      OFFSETS:	58-63
       TOKENS:	P57W15-P57W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P57W15
      OFFSETS:	64-66
       TOKENS:	P57W16-P57W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حرب
     IS_TRANS:	Hrb
        INDEX:	P57W16
      OFFSETS:	67-70
       TOKENS:	P57W17-P57W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(Harob)
          POS:	NOUN
          VOC:	Harob
        GLOSS:	war/warfare/wars

 INPUT STRING:	73
     IS_TRANS:	73
        INDEX:	P57W17
      OFFSETS:	71-73
       TOKENS:	P57W18-P57W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(73)
          POS:	NOUN_NUM
          VOC:	73
        GLOSS:	73

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P57W18
      OFFSETS:	75-79
       TOKENS:	P57W19-P57W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P57W19
      OFFSETS:	80-83
       TOKENS:	P57W20-P57W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to+he

 INPUT STRING:	تفكير
     IS_TRANS:	tfkyr
        INDEX:	P57W20
      OFFSETS:	84-89
       TOKENS:	P57W22-P57W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tafokiyr_1]
   UNSPLITVOC:	(tafokiyr)
          POS:	NOUN
          VOC:	tafokiyr
        GLOSS:	thinking/meditation/reflection

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P57W21
      OFFSETS:	90-91
       TOKENS:	P57W23-P57W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P57W22
      OFFSETS:	92-96
       TOKENS:	P57W24-P57W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P57W23
      OFFSETS:	97-100
       TOKENS:	P57W25-P57W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P57W24
      OFFSETS:	101-104
       TOKENS:	P57W26-P57W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to+he/it

 INPUT STRING:	رأي
     IS_TRANS:	r>y
        INDEX:	P57W25
      OFFSETS:	105-108
       TOKENS:	P57W28-P57W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P57W26
      OFFSETS:	109-111
       TOKENS:	P57W29-P57W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الحرب
     IS_TRANS:	AlHrb
        INDEX:	P57W27
      OFFSETS:	112-117
       TOKENS:	P57W30-P57W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(AlHarob)
          POS:	DET+NOUN
          VOC:	Al+Harob
        GLOSS:	the+war/warfare/wars

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P57W28
      OFFSETS:	118-119
       TOKENS:	P57W31-P57W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P57W29
      OFFSETS:	120-124
       TOKENS:	P57W32-P57W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P57W30
      OFFSETS:	125-128
       TOKENS:	P57W33-P57W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to+he/it

 INPUT STRING:	خبرة
     IS_TRANS:	xbrp
        INDEX:	P57W31
      OFFSETS:	129-133
       TOKENS:	P57W35-P57W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiborap_1]
   UNSPLITVOC:	(xiborap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xibor+ap
        GLOSS:	experience/expertise+[fem.sg.]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P58W1
      OFFSETS:	1-5
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	كلنا
     IS_TRANS:	klnA
        INDEX:	P58W2
      OFFSETS:	6-10
       TOKENS:	P58W2-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kull_0]
   UNSPLITVOC:	(kul~inA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	kul~+nA
        GLOSS:	all+our

 INPUT STRING:	ماعتقدش
     IS_TRANS:	mAEtqd$
        INDEX:	P58W3
      OFFSETS:	11-18
       TOKENS:	P58W4-P58W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaqad_1]
   UNSPLITVOC:	(mA_AaEotaqid$)
          POS:	NEG_PART+IV1S+IV+NEG_PART
          VOC:	mA+Aa+Eotaqid+$
        GLOSS:	not+I+think+not

 INPUT STRING:	عندنا
     IS_TRANS:	EndnA
        INDEX:	P58W4
      OFFSETS:	19-24
       TOKENS:	P58W7-P58W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(EanodinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Eanod+nA
        GLOSS:	have+our

 INPUT STRING:	ربعها
     IS_TRANS:	rbEhA
        INDEX:	P58W5
      OFFSETS:	25-30
       TOKENS:	P58W9-P58W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rubuE_1]
   UNSPLITVOC:	(rubEahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	rubEa+hA
        GLOSS:	a quarter+its/their/her

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P58W6
      OFFSETS:	31-33
       TOKENS:	P58W11-P58W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المجال
     IS_TRANS:	AlmjAl
        INDEX:	P58W7
      OFFSETS:	34-40
       TOKENS:	P58W12-P58W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majAl_1]
   UNSPLITVOC:	(AlmajAl)
          POS:	DET+NOUN
          VOC:	Al+majAl
        GLOSS:	the+area/field/arena/context/opportunity

 INPUT STRING:	العسكري
     IS_TRANS:	AlEskry
        INDEX:	P58W8
      OFFSETS:	41-48
       TOKENS:	P58W13-P58W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military/army

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P58W9
      OFFSETS:	49-50
       TOKENS:	P58W14-P58W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P58W10
      OFFSETS:	50-51
       TOKENS:	P58W15-P58W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	بالنسبة
     IS_TRANS:	bAlnsbp
        INDEX:	P59W1
      OFFSETS:	1-8
       TOKENS:	P59W1-P59W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisobap_1]
   UNSPLITVOC:	(biAln~isobap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+nisob+ap
        GLOSS:	with/by+the+link/relation+[fem.sg.]

 INPUT STRING:	لنظام
     IS_TRANS:	lnZAm
        INDEX:	P59W2
      OFFSETS:	9-14
       TOKENS:	P59W3-P59W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(liniZAm)
          POS:	PREP+NOUN
          VOC:	li+niZAm
        GLOSS:	for/to+regime/government

 INPUT STRING:	الكفيل
     IS_TRANS:	Alkfyl
        INDEX:	P59W3
      OFFSETS:	15-21
       TOKENS:	P59W5-P59W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kafiyl_1]
   UNSPLITVOC:	(Alkafiyl)
          POS:	DET+NOUN
          VOC:	Al+kafiyl
        GLOSS:	the+responsible/sponsor/guarantor

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P59W4
      OFFSETS:	22-25
       TOKENS:	P59W6-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	تقريبا
     IS_TRANS:	tqrybA
        INDEX:	P59W5
      OFFSETS:	26-32
       TOKENS:	P59W7-P59W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoriyb_1]
   UNSPLITVOC:	(taqoriybAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	taqoriyb+AF
        GLOSS:	approximation/bringing close/drawing near+[acc.indef.]

 INPUT STRING:	سافرت
     IS_TRANS:	sAfrt
        INDEX:	P59W6
      OFFSETS:	33-38
       TOKENS:	P59W8-P59W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAfir_1]
   UNSPLITVOC:	(sAfirt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	sAfir+t
        GLOSS:	travel+I

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P59W7
      OFFSETS:	39-41
       TOKENS:	P59W9-P59W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P59W8
      OFFSETS:	42-46
       TOKENS:	P59W10-P59W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P59W9
      OFFSETS:	47-49
       TOKENS:	P59W11-P59W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	دوله
     IS_TRANS:	dwlh
        INDEX:	P59W10
      OFFSETS:	50-54
       TOKENS:	P59W12-P59W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(dawlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dawl+ap
        GLOSS:	state/country/states/countries+[fem.sg.]

 INPUT STRING:	عربية
     IS_TRANS:	Erbyp
        INDEX:	P59W11
      OFFSETS:	55-60
       TOKENS:	P59W13-P59W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Earabiy~_1]
   UNSPLITVOC:	(Earabiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Earabiy~+ap
        GLOSS:	Arab/Arabic+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P59W12
      OFFSETS:	61-62
       TOKENS:	P59W14-P59W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	حاليا
     IS_TRANS:	HAlyA
        INDEX:	P59W13
      OFFSETS:	63-68
       TOKENS:	P59W15-P59W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAliy~_1]
   UNSPLITVOC:	(HAliy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	HAliy~+AF
        GLOSS:	now+[acc.indef.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P59W14
      OFFSETS:	69-71
       TOKENS:	P59W16-P59W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	دولة
     IS_TRANS:	dwlp
        INDEX:	P59W15
      OFFSETS:	72-76
       TOKENS:	P59W17-P59W17
