 INPUT STRING:	جميعنا
      OFFSETS:	26-29
       TOKENS:	P59W7-P59W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ladaY_1]
   UNSPLITVOC:	(ladaY)
          POS:	NOUN
          VOC:	ladaY
        GLOSS:	with/by

 INPUT STRING:	البشر
     IS_TRANS:	Alb$r
        INDEX:	P59W6
      OFFSETS:	30-35
       TOKENS:	P59W8-P59W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ba$or_1]
   UNSPLITVOC:	(Alba$or)
          POS:	DET+NOUN
          VOC:	Al+ba$or
        GLOSS:	the+mankind

 INPUT STRING:	وكما
     IS_TRANS:	wkmA
        INDEX:	P60W1
      OFFSETS:	0-4
       TOKENS:	P60W1-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(wakamA)
          POS:	CONJ+PREP+REL_PRON
          VOC:	wa+ka+mA
        GLOSS:	and+like+which

 INPUT STRING:	يقال
     IS_TRANS:	yqAl
        INDEX:	P60W2
      OFFSETS:	5-9
       TOKENS:	P60W4-P60W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yuqAl)
          POS:	IV3MS+IV_PASS
          VOC:	yu+qAl
        GLOSS:	he/it+said/say/be said/(for example)

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P60W3
      OFFSETS:	10-11
       TOKENS:	P60W5-P60W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	خاطبوا
     IS_TRANS:	xATbwA
        INDEX:	P60W4
      OFFSETS:	14-20
       TOKENS:	P60W6-P60W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xATib_1]
   UNSPLITVOC:	(xATbuwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	xATb+uwA
        GLOSS:	address/speak+you[verb]

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P60W5
      OFFSETS:	21-26
       TOKENS:	P60W7-P60W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P60W6
      OFFSETS:	27-30
       TOKENS:	P60W8-P60W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	قدر
     IS_TRANS:	qdr
        INDEX:	P60W7
      OFFSETS:	31-34
       TOKENS:	P60W9-P60W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qador_1]
   UNSPLITVOC:	(qador)
          POS:	NOUN
          VOC:	qador
        GLOSS:	extent/degree/amount/value/level/amounts/degrees

 INPUT STRING:	عقولهم
     IS_TRANS:	Eqwlhm
        INDEX:	P60W8
      OFFSETS:	35-41
       TOKENS:	P60W10-P60W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Eaql_1]
   UNSPLITVOC:	(Euquwlhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Euquwl+hum
        GLOSS:	mind/intellect/brain/senses/intellects/brains/intellectually/mentally+their

 INPUT STRING:	جزاك
     IS_TRANS:	jzAk
        INDEX:	P61W1
      OFFSETS:	0-4
       TOKENS:	P61W1-P61W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jazay_1]
   UNSPLITVOC:	(jazAk)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:2MS
          VOC:	jazA+(null)+ak
        GLOSS:	reward/repay/requite+he/it [verb]+you [masc.sg.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P61W2
      OFFSETS:	5-9
       TOKENS:	P61W3-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	خيرا
     IS_TRANS:	xyrA
        INDEX:	P61W3
      OFFSETS:	10-14
       TOKENS:	P61W4-P61W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xayor_1]
   UNSPLITVOC:	(xayorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	xayor+AF
        GLOSS:	good+[acc.indef.]

 INPUT STRING:	سكر
     IS_TRANS:	skr
        INDEX:	P61W4
      OFFSETS:	15-18
       TOKENS:	P61W5-P61W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[suk~ar_1]
   UNSPLITVOC:	(suk~ar)
          POS:	NOUN_PROP
          VOC:	suk~ar
        GLOSS:	sokkar

 INPUT STRING:	موضوع
     IS_TRANS:	mwDwE
        INDEX:	P62W1
      OFFSETS:	0-5
       TOKENS:	P62W1-P62W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwE)
          POS:	NOUN
          VOC:	mawDuwE
        GLOSS:	subject/theme/issue/subjects/themes/issues

 INPUT STRING:	متميز
     IS_TRANS:	mtmyz
        INDEX:	P62W2
      OFFSETS:	6-11
       TOKENS:	P62W2-P62W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitomay~iz_1]
   UNSPLITVOC:	(mitomay~iz)
          POS:	ADJ
          VOC:	mitomay~iz
        GLOSS:	distinguished/outstanding/prominent

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P62W3
      OFFSETS:	11-12
       TOKENS:	P62W3-P62W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	فما
     IS_TRANS:	fmA
        INDEX:	P63W1
      OFFSETS:	0-3
       TOKENS:	P63W1-P63W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(famA)
          POS:	CONJ+REL_PRON
          VOC:	fa+mA
        GLOSS:	and+why/what/which

 INPUT STRING:	بـُني
     IS_TRANS:	b_uny
        INDEX:	P63W2
      OFFSETS:	4-9
       TOKENS:	P63W3-P63W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AitbanaY_1]
   UNSPLITVOC:	(buniy)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	buniy+(null)
        GLOSS:	be built+he/it

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P63W3
      OFFSETS:	10-13
       TOKENS:	P63W4-P63W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	باطـل
     IS_TRANS:	bAT_l
        INDEX:	P63W4
      OFFSETS:	14-19
       TOKENS:	P63W5-P63W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bATil_1]
   UNSPLITVOC:	(bATil)
          POS:	NOUN
          VOC:	bATil
        GLOSS:	falsehood

 INPUT STRING:	فهو
     IS_TRANS:	fhw
        INDEX:	P63W5
      OFFSETS:	20-23
       TOKENS:	P63W6-P63W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(fahuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	fa+huw~a
        GLOSS:	so/and+it/he

 INPUT STRING:	باطـل
     IS_TRANS:	bAT_l
        INDEX:	P63W6
      OFFSETS:	24-29
       TOKENS:	P63W8-P63W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bATil_1]
   UNSPLITVOC:	(bATil)
          POS:	ADJ
          VOC:	bATil
        GLOSS:	falsehood

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P63W7
      OFFSETS:	29-30
       TOKENS:	P63W9-P63W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P63W8
      OFFSETS:	30-31
       TOKENS:	P63W10-P63W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	أكيد
     IS_TRANS:	>kyd
        INDEX:	P63W9
      OFFSETS:	32-36
       TOKENS:	P63W11-P63W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	NOUN
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	لاشئ
     IS_TRANS:	lA$}
        INDEX:	P63W10
      OFFSETS:	37-41
       TOKENS:	P63W12-P63W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ayo'_1]
   UNSPLITVOC:	(lA$ayo')
          POS:	NEG_PART+NOUN
          VOC:	lA+$ayo'
        GLOSS:	no+something

 INPUT STRING:	يدوم
     IS_TRANS:	ydwm
        INDEX:	P63W11
      OFFSETS:	42-46
       TOKENS:	P63W14-P63W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dAm_1]
   UNSPLITVOC:	(yiduwm)
          POS:	IV3MS+IV
          VOC:	yi+duwm
        GLOSS:	he/it+continue/be eternal

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P63W12
      OFFSETS:	47-50
       TOKENS:	P63W15-P63W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	حالـه
     IS_TRANS:	HAl_h
        INDEX:	P63W13
      OFFSETS:	51-56
       TOKENS:	P63W16-P63W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(HAluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	HAl+uh
        GLOSS:	condition/situation/case+his/its

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P63W14
      OFFSETS:	56-57
       TOKENS:	P63W18-P63W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P63W15
      OFFSETS:	57-58
       TOKENS:	P63W19-P63W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	والخسارة
     IS_TRANS:	wAlxsArp
        INDEX:	P63W16
      OFFSETS:	59-67
       TOKENS:	P63W20-P63W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xusArap_1]
   UNSPLITVOC:	(wiAlxusArap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+xusAr+ap
        GLOSS:	and+the+casualty/losses/damage/loss+[fem.sg.]

 INPUT STRING:	والندم
     IS_TRANS:	wAlndm
        INDEX:	P63W17
      OFFSETS:	68-74
       TOKENS:	P63W22-P63W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nadam_1]
   UNSPLITVOC:	(wiAlnadam)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+nadam
        GLOSS:	and+the+remorse/regret

 INPUT STRING:	درب
     IS_TRANS:	drb
        INDEX:	P63W18
      OFFSETS:	75-78
       TOKENS:	P63W24-P63W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[darob_1]
   UNSPLITVOC:	(darob)
          POS:	NOUN
          VOC:	darob
        GLOSS:	path/trail/paths/trails

 INPUT STRING:	هذه
     IS_TRANS:	h*h
        INDEX:	P63W19
      OFFSETS:	79-82
       TOKENS:	P63W25-P63W25
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`*A_1]
   UNSPLITVOC:	(h`*ihi)
          POS:	DEM_PRON_F
          VOC:	h`*ihi
        GLOSS:	this/these

 INPUT STRING:	النوعيات
     IS_TRANS:	AlnwEyAt
        INDEX:	P63W20
      OFFSETS:	83-91
       TOKENS:	P63W26-P63W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nawoEiy~ap_1]
   UNSPLITVOC:	(AlnawoEiy~At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+nawoEiy~+At
        GLOSS:	the+characteristic/peculiar quality+[fem.pl.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P64W1
      OFFSETS:	0-2
       TOKENS:	P64W1-P64W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	البشر
     IS_TRANS:	Alb$r
        INDEX:	P64W2
      OFFSETS:	3-8
       TOKENS:	P64W2-P64W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ba$or_1]
   UNSPLITVOC:	(Alba$or)
          POS:	DET+NOUN
          VOC:	Al+ba$or
        GLOSS:	the+mankind

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P64W3
      OFFSETS:	8-9
       TOKENS:	P64W3-P64W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P64W4
      OFFSETS:	9-10
       TOKENS:	P64W4-P64W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	لأن
     IS_TRANS:	l>n
        INDEX:	P64W5
      OFFSETS:	11-14
       TOKENS:	P64W5-P64W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	مالهم
     IS_TRANS:	mAlhm
        INDEX:	P64W6
      OFFSETS:	15-20
       TOKENS:	P64W7-P64W7
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAlhm)
          POS:	NO_FUNC
          VOC:	mAlhm
        GLOSS:	nogloss

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P64W7
      OFFSETS:	21-24
       TOKENS:	P64W8-P64W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same

 INPUT STRING:	المكان
     IS_TRANS:	AlmkAn
        INDEX:	P64W8
      OFFSETS:	25-31
       TOKENS:	P64W9-P64W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(AlmakAn)
          POS:	DET+NOUN
          VOC:	Al+makAn
        GLOSS:	the+place/location/position/places/locations/positions

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P64W9
      OFFSETS:	32-34
       TOKENS:	P64W10-P64W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حياتنـا
     IS_TRANS:	HyAtn_A
        INDEX:	P64W10
      OFFSETS:	35-42
       TOKENS:	P64W11-P64W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(HayAtnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	HayA+ap+nA
        GLOSS:	life/lives+[femsg.]+our

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P64W11
      OFFSETS:	42-43
       TOKENS:	P64W13-P64W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P64W12
      OFFSETS:	43-44
       TOKENS:	P64W14-P64W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وقـانـا
     IS_TRANS:	wq_An_A
        INDEX:	P64W13
      OFFSETS:	45-52
       TOKENS:	P64W15-P64W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waqaY_1]
   UNSPLITVOC:	(waqAnA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	waqA+(null)+nA
        GLOSS:	preserve/safeguard+he/it[verb]+us

 INPUT STRING:	وإيـاكم
     IS_TRANS:	w<y_Akm
        INDEX:	P64W14
      OFFSETS:	53-60
       TOKENS:	P64W17-P64W17
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(w<y_Akm)
          POS:	NO_FUNC
          VOC:	w<y_Akm
        GLOSS:	nogloss

 INPUT STRING:	لبس
     IS_TRANS:	lbs
        INDEX:	P64W15
      OFFSETS:	61-64
       TOKENS:	P64W18-P64W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[libos_1]
   UNSPLITVOC:	(libos)
          POS:	NOUN
          VOC:	libos
        GLOSS:	clothes/attire/wearing/dressing

 INPUT STRING:	الأقنعـة
     IS_TRANS:	Al>qnE_p
        INDEX:	P64W16
      OFFSETS:	65-73
       TOKENS:	P64W19-P64W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qinAE_1]
   UNSPLITVOC:	(Al>aqoniEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+>aqoniE+ap
        GLOSS:	the+masks+[fem.sg.]

 INPUT STRING:	ومُـرتديهـا
     IS_TRANS:	wmu_rtdyh_A
        INDEX:	P64W17
      OFFSETS:	74-85
       TOKENS:	P64W20-P64W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[murtadiy_1]
   UNSPLITVOC:	(wimurtadiyhA)
          POS:	CONJ+ADJ+POSS_PRON_3FS
          VOC:	wi+murtadiy+hA
        GLOSS:	and+wearing/dressed in+it

 INPUT STRING:	بارك
     IS_TRANS:	bArk
        INDEX:	P65W1
      OFFSETS:	0-4
       TOKENS:	P65W1-P65W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bArak_1]
   UNSPLITVOC:	(bArak)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	bArak+(null)
        GLOSS:	bless/approve/congratulate+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P65W2
      OFFSETS:	5-9
       TOKENS:	P65W2-P65W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P65W3
      OFFSETS:	10-12
       TOKENS:	P65W3-P65W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	اللهم
     IS_TRANS:	Allhm
        INDEX:	P66W1
      OFFSETS:	0-5
       TOKENS:	P66W1-P66W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`hum~a_1]
   UNSPLITVOC:	(All~`hum~a)
          POS:	NOUN
          VOC:	All~`hum~a
        GLOSS:	truly/certainly/oh God!/dear God

 INPUT STRING:	اجعلنا
     IS_TRANS:	AjElnA
        INDEX:	P66W2
      OFFSETS:	6-12
       TOKENS:	P66W2-P66W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaEal_1]
   UNSPLITVOC:	(AijoEalnA)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1P
          VOC:	AijoEal+(null)+nA
        GLOSS:	make/bring about/appoint+you+us

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P66W3
      OFFSETS:	13-15
       TOKENS:	P66W4-P66W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	أهل
     IS_TRANS:	>hl
        INDEX:	P66W4
      OFFSETS:	16-19
       TOKENS:	P66W5-P66W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(>ahol)
          POS:	NOUN
          VOC:	>ahol
        GLOSS:	family/people/families/folk/indigenous people/qualified/welcome!

 INPUT STRING:	الإيمان
     IS_TRANS:	Al<ymAn
        INDEX:	P66W5
      OFFSETS:	20-27
       TOKENS:	P66W6-P66W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iymAn_1]
   UNSPLITVOC:	(Al<iymAn)
          POS:	DET+NOUN
          VOC:	Al+<iymAn
        GLOSS:	the+belief/faith/believing (that)/in the belief (that)

 INPUT STRING:	واجعلنا
     IS_TRANS:	wAjElnA
        INDEX:	P67W1
      OFFSETS:	0-7
       TOKENS:	P67W1-P67W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jaEal_1]
   UNSPLITVOC:	(wiAijEalnA)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1P
          VOC:	wi+AijEal+(null)+nA
        GLOSS:	and+make/bring about/appoint+you+us

 INPUT STRING:	نبطن
     IS_TRANS:	nbTn
        INDEX:	P67W2
      OFFSETS:	8-12
       TOKENS:	P67W4-P67W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aboTan_1]
   UNSPLITVOC:	(nuboTin)
          POS:	IV1P+IV
          VOC:	nu+boTin
        GLOSS:	we+hide

 INPUT STRING:	خيراً
     IS_TRANS:	xyrAF
        INDEX:	P67W3
      OFFSETS:	13-18
       TOKENS:	P67W5-P67W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xayor_1]
   UNSPLITVOC:	(xayorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	xayor+AF
        GLOSS:	good+[acc.indef.]

 INPUT STRING:	أكثر
     IS_TRANS:	>kvr
        INDEX:	P67W4
      OFFSETS:	19-23
       TOKENS:	P67W6-P67W6
