 INPUT STRING:	دة
       TOKENS:	P54W43-P54W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akovar_2]
   UNSPLITVOC:	(>akovar)
          POS:	ADJ_COMP
          VOC:	>akovar
        GLOSS:	more/most/majority

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W36
      OFFSETS:	174-175
       TOKENS:	P54W44-P54W44
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W37
      OFFSETS:	175-176
       TOKENS:	P54W45-P54W45
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	عموماً
     IS_TRANS:	EmwmAF
        INDEX:	P55W1
      OFFSETS:	0-6
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eumuwm_1]
   UNSPLITVOC:	(EumuwmAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Eumuwm+AF
        GLOSS:	in general/generally+[acc.indef.]

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P55W2
      OFFSETS:	7-10
       TOKENS:	P55W2-P55W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P55W3
      OFFSETS:	11-13
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هاتكلم
     IS_TRANS:	hAtklm
        INDEX:	P55W4
      OFFSETS:	14-20
       TOKENS:	P55W4-P55W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(HaAatokal~im)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+tokal~im
        GLOSS:	will+I+talk/speak

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P55W5
      OFFSETS:	21-23
       TOKENS:	P55W6-P55W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	الجزء
     IS_TRANS:	Aljz'
        INDEX:	P55W6
      OFFSETS:	24-29
       TOKENS:	P55W7-P55W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juz'_1]
   UNSPLITVOC:	(Aljuz')
          POS:	DET+NOUN
          VOC:	Al+juz'
        GLOSS:	the+section/piece/portion/part/fraction/sections/pieces/portions

 INPUT STRING:	الديني
     IS_TRANS:	Aldyny
        INDEX:	P55W7
      OFFSETS:	30-36
       TOKENS:	P55W8-P55W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyniy_1]
   UNSPLITVOC:	(Ald~iyniy)
          POS:	DET+ADJ
          VOC:	Al+diyniy
        GLOSS:	the+religious

 INPUT STRING:	أكتر
     IS_TRANS:	>ktr
        INDEX:	P55W8
      OFFSETS:	37-41
       TOKENS:	P55W9-P55W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more/most/majority

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P55W9
      OFFSETS:	42-44
       TOKENS:	P55W10-P55W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P55W10
      OFFSETS:	45-48
       TOKENS:	P55W11-P55W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P55W11
      OFFSETS:	49-52
       TOKENS:	P55W12-P55W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P55W12
      OFFSETS:	53-55
       TOKENS:	P55W13-P55W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	أفتح
     IS_TRANS:	>ftH
        INDEX:	P55W13
      OFFSETS:	56-60
       TOKENS:	P55W14-P55W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fataH_1]
   UNSPLITVOC:	(AafotaH)
          POS:	IV1S+IV
          VOC:	Aa+fotaH
        GLOSS:	I+open/conquer/be opened/be conquered

 INPUT STRING:	المجال
     IS_TRANS:	AlmjAl
        INDEX:	P55W14
      OFFSETS:	61-67
       TOKENS:	P55W15-P55W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majAl_1]
   UNSPLITVOC:	(AlmajAl)
          POS:	DET+NOUN
          VOC:	Al+majAl
        GLOSS:	the+area/field/arena/context/opportunity/areas/fields/arenas

 INPUT STRING:	للمزايدات
     IS_TRANS:	llmzAydAt
        INDEX:	P55W15
      OFFSETS:	68-77
       TOKENS:	P55W16-P55W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muzAyodap_1]
   UNSPLITVOC:	(lilmuzAyodAt)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	li+Al+muzAyod+At
        GLOSS:	for/to+the+auction/public tender/exaggeration+[fem.pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P55W16
      OFFSETS:	77-78
       TOKENS:	P55W18-P55W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P55W17
      OFFSETS:	78-79
       TOKENS:	P55W19-P55W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	المدخل
     IS_TRANS:	Almdxl
        INDEX:	P55W18
      OFFSETS:	80-86
       TOKENS:	P55W20-P55W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madoxal_1]
   UNSPLITVOC:	(Almadoxal)
          POS:	DET+NOUN
          VOC:	Al+madoxal
        GLOSS:	the+entrance/introduction/entrances/introductions

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P55W19
      OFFSETS:	87-89
       TOKENS:	P55W21-P55W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	خصب
     IS_TRANS:	xSb
        INDEX:	P55W20
      OFFSETS:	90-93
       TOKENS:	P55W22-P55W22
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xiSob_1]
   UNSPLITVOC:	(xiSob)
          POS:	NOUN
          VOC:	xiSob
        GLOSS:	fertility/profusion

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P55W21
      OFFSETS:	94-97
       TOKENS:	P55W23-P55W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much/very much+[acc.indef.]

 INPUT STRING:	للنزاع
     IS_TRANS:	llnzAE
        INDEX:	P55W22
      OFFSETS:	98-104
       TOKENS:	P55W24-P55W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizAE_1]
   UNSPLITVOC:	(liln~izAE)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+nizAE
        GLOSS:	for/to+the+conflict/struggle

 INPUT STRING:	بطبيعته
     IS_TRANS:	bTbyEth
        INDEX:	P55W23
      OFFSETS:	105-112
       TOKENS:	P55W26-P55W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TabiyEap_1]
   UNSPLITVOC:	(biTabiyEtuh)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	bi+TabiyE+ap+uh
        GLOSS:	with/by+nature/natural+[fem.sg.]+his/its

 INPUT STRING:	وأنا
     IS_TRANS:	w>nA
        INDEX:	P55W24
      OFFSETS:	113-117
       TOKENS:	P55W29-P55W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anA_1]
   UNSPLITVOC:	(wi>anA)
          POS:	CONJ+PRON_1S
          VOC:	wi+>anA
        GLOSS:	and+I

 INPUT STRING:	معنديش
     IS_TRANS:	mEndy$
        INDEX:	P55W25
      OFFSETS:	118-124
       TOKENS:	P55W31-P55W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(maEanodiy$)
          POS:	NEG_PART+NOUN+POSS_PRON_1S+NEG_PART
          VOC:	ma+Eanod+iy+$
        GLOSS:	not+at/with+my+not

 INPUT STRING:	صحة
     IS_TRANS:	SHp
        INDEX:	P55W26
      OFFSETS:	125-128
       TOKENS:	P55W35-P55W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiH~ap_1]
   UNSPLITVOC:	(SiH~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	SiH~+ap
        GLOSS:	health/authenticity/truth/correctness+[fem.sg.]

 INPUT STRING:	اليومين
     IS_TRANS:	Alywmyn
        INDEX:	P55W27
      OFFSETS:	129-136
       TOKENS:	P55W36-P55W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(Alyuwmayn)
          POS:	DET+NOUN+NSUFF_MASC_DU
          VOC:	Al+yuwm+ayn
        GLOSS:	the+ever/period/day/today/some day+two

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P55W28
      OFFSETS:	137-140
       TOKENS:	P55W37-P55W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	these/this/this [pl.]/those

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P55W29
      OFFSETS:	140-141
       TOKENS:	P55W38-P55W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P55W30
      OFFSETS:	141-142
       TOKENS:	P55W39-P55W39
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P56W1
      OFFSETS:	0-3
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	Rather/even/but/yet/however/but rather

 INPUT STRING:	هاكتفي
     IS_TRANS:	hAktfy
        INDEX:	P56W2
      OFFSETS:	4-10
       TOKENS:	P56W2-P56W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiktafaY_1]
   UNSPLITVOC:	(haAaAktafiy)
          POS:	FUT_PART+IV1S+IV
          VOC:	ha+Aa+Aktafiy
        GLOSS:	will+I+be content with/be satisfied with

 INPUT STRING:	بالقول
     IS_TRANS:	bAlqwl
        INDEX:	P56W3
      OFFSETS:	11-17
       TOKENS:	P56W4-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawl_1]
   UNSPLITVOC:	(biAlqawl)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+qawl
        GLOSS:	with/by+the+statement/remark/in word/verbally/by word/statements/reports/remarks

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P56W4
      OFFSETS:	18-20
       TOKENS:	P56W6-P56W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	That/to/for

 INPUT STRING:	النص
     IS_TRANS:	AlnS
        INDEX:	P56W5
      OFFSETS:	21-25
       TOKENS:	P56W7-P56W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naS~_1]
   UNSPLITVOC:	(Aln~aS~)
          POS:	DET+NOUN
          VOC:	Al+naS~
        GLOSS:	the+text/texts/textually/wording

 INPUT STRING:	الصريح
     IS_TRANS:	AlSryH
        INDEX:	P56W6
      OFFSETS:	26-32
       TOKENS:	P56W8-P56W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SariyH_1]
   UNSPLITVOC:	(AlS~ariyH)
          POS:	DET+ADJ
          VOC:	Al+SariyH
        GLOSS:	the+sincere/candid

 INPUT STRING:	بعدم
     IS_TRANS:	bEdm
        INDEX:	P56W7
      OFFSETS:	33-37
       TOKENS:	P56W9-P56W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(biEadam)
          POS:	PREP+NOUN
          VOC:	bi+Eadam
        GLOSS:	with/by+absence of/lack of/not/non-

 INPUT STRING:	إمكانية
     IS_TRANS:	<mkAnyp
        INDEX:	P56W8
      OFFSETS:	38-45
       TOKENS:	P56W11-P56W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimokAniy~ap_1]
   UNSPLITVOC:	(AimokAniy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	AimokAniy~+ap
        GLOSS:	possibility/capability/capabilities/possibilities/power+[fem.sg.]

 INPUT STRING:	الطلاق
     IS_TRANS:	AlTlAq
        INDEX:	P56W9
      OFFSETS:	46-52
       TOKENS:	P56W12-P56W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TalAq_1]
   UNSPLITVOC:	(AlT~alAq)
          POS:	DET+NOUN
          VOC:	Al+TalAq
        GLOSS:	the+divorce

 INPUT STRING:	الزواج
     IS_TRANS:	AlzwAj
        INDEX:	P56W10
      OFFSETS:	54-60
       TOKENS:	P56W13-P56W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zawAj_1]
   UNSPLITVOC:	(Alz~awAj)
          POS:	DET+NOUN
          VOC:	Al+zawAj
        GLOSS:	the+marriage/wedding

 INPUT STRING:	المؤبد
     IS_TRANS:	Alm&bd
        INDEX:	P56W11
      OFFSETS:	61-67
       TOKENS:	P56W14-P56W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&ab~ad_1]
   UNSPLITVOC:	(Almu&ab~ad)
          POS:	DET+ADJ
          VOC:	Al+mu&ab~ad
        GLOSS:	the+life-long/perpetual/for life

 INPUT STRING:	ورد
     IS_TRANS:	wrd
        INDEX:	P56W12
      OFFSETS:	69-72
       TOKENS:	P56W15-P56W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warad_1]
   UNSPLITVOC:	(warad)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	warad+(null)
        GLOSS:	appear/reach/arrive/come to/be mentioned+he/it

 INPUT STRING:	فعلاً
     IS_TRANS:	fElAF
        INDEX:	P56W13
      OFFSETS:	73-78
       TOKENS:	P56W16-P56W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiEl_1]
   UNSPLITVOC:	(fiElAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEl+AF
        GLOSS:	actually+[acc.indef.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P56W14
      OFFSETS:	79-81
       TOKENS:	P56W17-P56W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الكتاب
     IS_TRANS:	AlktAb
        INDEX:	P56W15
      OFFSETS:	82-88
       TOKENS:	P56W18-P56W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitAb_1]
   UNSPLITVOC:	(AlkitAb)
          POS:	DET+NOUN
          VOC:	Al+kitAb
        GLOSS:	the+book/books

 INPUT STRING:	المقدس
     IS_TRANS:	Almqds
        INDEX:	P56W16
      OFFSETS:	89-95
       TOKENS:	P56W19-P56W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqad~as_1]
   UNSPLITVOC:	(Almuqad~as)
          POS:	DET+ADJ
          VOC:	Al+muqad~as
        GLOSS:	the+holy/sacred

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P56W17
      OFFSETS:	97-99
       TOKENS:	P56W20-P56W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	التوراة
     IS_TRANS:	AltwrAp
        INDEX:	P56W18
      OFFSETS:	100-107
       TOKENS:	P56W21-P56W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taworAp_1]
   UNSPLITVOC:	(AltaworAp)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+taworA+ap
        GLOSS:	the+Torah+[fem.sg.]

 INPUT STRING:	/
     IS_TRANS:	/
        INDEX:	P56W19
      OFFSETS:	108-109
       TOKENS:	P56W22-P56W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(/)
          POS:	PUNC
          VOC:	/
        GLOSS:	/

 INPUT STRING:	شريعة
     IS_TRANS:	$ryEp
        INDEX:	P56W20
      OFFSETS:	110-115
       TOKENS:	P56W23-P56W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ariyEap_1]
   UNSPLITVOC:	($ariyEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$ariyE+ap
        GLOSS:	Sharia (Islamic law)/(religious) law/prescriptions of religious law+[fem.sg.]

 INPUT STRING:	موسى
     IS_TRANS:	mwsY
        INDEX:	P56W21
      OFFSETS:	116-120
       TOKENS:	P56W24-P56W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwsaY_1]
   UNSPLITVOC:	(muwsaY)
          POS:	NOUN_PROP
          VOC:	muwsaY
        GLOSS:	Mousa/Moussa/Moses

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P56W22
      OFFSETS:	122-125
       TOKENS:	P56W25-P56W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	Rather/even/but/yet/however/but rather

 INPUT STRING:	كنوع
     IS_TRANS:	knwE
        INDEX:	P56W23
      OFFSETS:	126-130
       TOKENS:	P56W26-P56W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nawE_1]
   UNSPLITVOC:	(kanawE)
          POS:	PREP+NOUN
          VOC:	ka+nawE
        GLOSS:	like/such+type/kind/form/types/kinds/forms

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P56W24
      OFFSETS:	131-133
       TOKENS:	P56W28-P56W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	العقوبات
     IS_TRANS:	AlEqwbAt
        INDEX:	P56W25
      OFFSETS:	134-142
       TOKENS:	P56W29-P56W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Euquwbap_1]
   UNSPLITVOC:	(AlEuquwbAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+Euquwb+At
        GLOSS:	the+punishment/sanction/punitive measure/sanctions/punitive measures+[fem.pl.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P56W26
      OFFSETS:	143-146
       TOKENS:	P56W30-P56W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الذكر
     IS_TRANS:	Al*kr
        INDEX:	P56W27
      OFFSETS:	147-152
       TOKENS:	P56W31-P56W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*ikor_1]
   UNSPLITVOC:	(Al*~ikor)
          POS:	DET+NOUN
          VOC:	Al+*ikor
        GLOSS:	the+male

 INPUT STRING:	عندما
     IS_TRANS:	EndmA
        INDEX:	P56W28
      OFFSETS:	153-158
       TOKENS:	P56W32-P56W32
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(EndmA)
          POS:	NO_FUNC
          VOC:	EndmA
        GLOSS:	nogloss

 INPUT STRING:	يجرم
     IS_TRANS:	yjrm
        INDEX:	P56W29
      OFFSETS:	159-163
       TOKENS:	P56W33-P56W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jar~am_1]
   UNSPLITVOC:	(yijar~am)
          POS:	IV3MS+IV
          VOC:	yi+jar~am
        GLOSS:	he/it+commit a crime/sin/do wrong

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P56W30
      OFFSETS:	164-166
       TOKENS:	P56W34-P56W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P56W31
      OFFSETS:	167-169
       TOKENS:	P56W35-P56W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~)
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	truth/right/against/towards/rights/law

 INPUT STRING:	زوجته
     IS_TRANS:	zwjth
        INDEX:	P56W32
