 INPUT STRING:	ياجماعة
        LEMMA:	[Aisotan~aY_1]
   UNSPLITVOC:	(mA_nisotan~A$)
          POS:	NEG_PART+IV1P+IV+NEG_PART
          VOC:	mA+ni+sotan~A+$
        GLOSS:	not+we+wait+not

 INPUT STRING:	الحكومة
     IS_TRANS:	AlHkwmp
        INDEX:	P21W30
      OFFSETS:	162-169
       TOKENS:	P21W46-P21W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P21W31
      OFFSETS:	170-175
       TOKENS:	P21W47-P21W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+mwtter/affair

 INPUT STRING:	تتصرف
     IS_TRANS:	ttSrf
        INDEX:	P21W32
      OFFSETS:	176-181
       TOKENS:	P21W49-P21W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitoSar~af_1]
   UNSPLITVOC:	(titoSar~af)
          POS:	IV3FS+IV
          VOC:	ti+toSar~af
        GLOSS:	it/they/she+behave

 INPUT STRING:	نبداء
     IS_TRANS:	nbdA'
        INDEX:	P21W33
      OFFSETS:	182-187
       TOKENS:	P21W50-P21W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[badA'_1]
   UNSPLITVOC:	(nibodA')
          POS:	IV1P+IV
          VOC:	ni+bodA'
        GLOSS:	we+start

 INPUT STRING:	بنفسنا
     IS_TRANS:	bnfsnA
        INDEX:	P21W34
      OFFSETS:	188-194
       TOKENS:	P21W51-P21W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(binafosinA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	bi+nafos+nA
        GLOSS:	with/by+same/self/selves+our

 INPUT STRING:	ونفسى
     IS_TRANS:	wnfsY
        INDEX:	P21W35
      OFFSETS:	195-200
       TOKENS:	P21W54-P21W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(winifosiy)
          POS:	CONJ+NOUN+POSS_PRON_1S
          VOC:	wi+nifos+iy
        GLOSS:	and+wish+I

 INPUT STRING:	نتكافل
     IS_TRANS:	ntkAfl
        INDEX:	P21W36
      OFFSETS:	201-207
       TOKENS:	P21W57-P21W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[takAtaf_1]
   UNSPLITVOC:	(nitokAtif)
          POS:	IV1P+IV
          VOC:	ni+tokAtif
        GLOSS:	we+support each other

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P21W37
      OFFSETS:	208-211
       TOKENS:	P21W58-P21W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	as this

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P21W38
      OFFSETS:	212-214
       TOKENS:	P21W59-P21W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الخير
     IS_TRANS:	Alxyr
        INDEX:	P21W39
      OFFSETS:	215-220
       TOKENS:	P21W60-P21W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(Alxayr)
          POS:	DET+NOUN
          VOC:	Al+xayr
        GLOSS:	the+good

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P21W40
      OFFSETS:	221-226
       TOKENS:	P21W61-P21W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P21W41
      OFFSETS:	227-231
       TOKENS:	P21W63-P21W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/God+our

 INPUT STRING:	يكرمنا
     IS_TRANS:	ykrmnA
        INDEX:	P21W42
      OFFSETS:	232-238
       TOKENS:	P21W65-P21W66
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akoram_1]
   UNSPLITVOC:	(yikorimnA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yi+korim+nA
        GLOSS:	he/it+honor/bestow honor upon/confer/be honored/be conferred+us

 INPUT STRING:	ونتساهل
     IS_TRANS:	wntsAhl
        INDEX:	P21W43
      OFFSETS:	239-246
       TOKENS:	P21W67-P21W68
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitosAhil_1]
   UNSPLITVOC:	(winitosAhal)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+tosAhal
        GLOSS:	and+we+indulge

 INPUT STRING:	انة
     IS_TRANS:	Anp
        INDEX:	P21W44
      OFFSETS:	247-250
       TOKENS:	P21W69-P21W70
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	يلطف
     IS_TRANS:	ylTf
        INDEX:	P21W45
      OFFSETS:	251-255
       TOKENS:	P21W71-P21W71
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laTaf_1]
   UNSPLITVOC:	(yuloTuf)
          POS:	IV3MS+IV
          VOC:	yu+loTuf
        GLOSS:	he/it+be kind

 INPUT STRING:	بينا
     IS_TRANS:	bynA
        INDEX:	P21W46
      OFFSETS:	256-260
       TOKENS:	P21W72-P21W73
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biynA)
          POS:	PREP+PRON_1P
          VOC:	bi+nA
        GLOSS:	with+us

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P21W47
      OFFSETS:	261-263
       TOKENS:	P21W74-P21W74
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	قضائة
     IS_TRANS:	qDA}p
        INDEX:	P21W48
      OFFSETS:	264-269
       TOKENS:	P21W75-P21W76
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDA'_1]
   UNSPLITVOC:	(qaDA}uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	qaDA}+uh
        GLOSS:	judgement+his

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W49
      OFFSETS:	269-270
       TOKENS:	P21W77-P21W77
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	كتر
     IS_TRANS:	ktr
        INDEX:	P21W50
      OFFSETS:	270-273
       TOKENS:	P21W78-P21W78
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kat~ar_1]
   UNSPLITVOC:	(kat~ar)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	kat~ar+(null)
        GLOSS:	increase/enlarge+you

 INPUT STRING:	خيرك
     IS_TRANS:	xyrk
        INDEX:	P21W51
      OFFSETS:	274-278
       TOKENS:	P21W79-P21W80
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(xiyrik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	xiyr+ik
        GLOSS:	good+your

 INPUT STRING:	حبيبتى
     IS_TRANS:	HbybtY
        INDEX:	P21W52
      OFFSETS:	279-285
       TOKENS:	P21W81-P21W82
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Habibap_1]
   UNSPLITVOC:	(Habibtiy)
          POS:	ADJ+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habib+ap+iy
        GLOSS:	darling/beloved+[fem.sg.+my

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P21W53
      OFFSETS:	286-289
       TOKENS:	P21W83-P21W83
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P21W54
      OFFSETS:	290-297
       TOKENS:	P21W84-P21W84
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P21W55
      OFFSETS:	297-298
       TOKENS:	P21W85-P21W85
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P21W56
      OFFSETS:	298-303
       TOKENS:	P21W86-P21W87
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(wirab~inA)
          POS:	CONJ+NOUN
          VOC:	wi+rab~inA
        GLOSS:	and+lord/God

 INPUT STRING:	يبارك
     IS_TRANS:	ybArk
        INDEX:	P21W57
      OFFSETS:	304-309
       TOKENS:	P21W88-P21W88
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bArik_1]
   UNSPLITVOC:	(yibArik)
          POS:	IV3MS+IV
          VOC:	yi+bArik
        GLOSS:	he+bless/approve/congratulate

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P21W58
      OFFSETS:	310-312
       TOKENS:	P21W89-P21W89
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشيوخ
     IS_TRANS:	Al$ywx
        INDEX:	P21W59
      OFFSETS:	313-319
       TOKENS:	P21W90-P21W90
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iyx_1]
   UNSPLITVOC:	(Al$~iyuwx)
          POS:	DET+NOUN
          VOC:	Al+$iyuwx
        GLOSS:	the+SHIWKH

