 INPUT STRING:	ازيكو
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P48W2
      OFFSETS:	5-8
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	ناس
     IS_TRANS:	nAs
        INDEX:	P48W3
      OFFSETS:	9-12
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(nAs)
          POS:	NOUN
          VOC:	nAs
        GLOSS:	people

 INPUT STRING:	تكون
     IS_TRANS:	tkwn
        INDEX:	P48W4
      OFFSETS:	13-17
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(tikuwn)
          POS:	IV3FS+IV
          VOC:	ti+kuwn
        GLOSS:	it/they/she+be

 INPUT STRING:	قضيتها
     IS_TRANS:	qDythA
        INDEX:	P48W5
      OFFSETS:	18-24
       TOKENS:	P48W5-P48W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(qaDiy~athA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	qaDiy~+ap+hA
        GLOSS:	case+[fem.sg.]+her/its

 INPUT STRING:	واضحة
     IS_TRANS:	wADHp
        INDEX:	P48W6
      OFFSETS:	25-30
       TOKENS:	P48W7-P48W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wADiH_1]
   UNSPLITVOC:	(wADoHap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	wADoH+ap
        GLOSS:	clear/obvious/visible+[fem.sg.]

 INPUT STRING:	وطالبين
     IS_TRANS:	wTAlbyn
        INDEX:	P48W7
      OFFSETS:	31-38
       TOKENS:	P48W8-P48W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(wiTAlobiyn)
          POS:	CONJ+ADJ+NSUFF_MASC_PL
          VOC:	wi+TAlob+iyn
        GLOSS:	and+requesting+two

 INPUT STRING:	العدالة
     IS_TRANS:	AlEdAlp
        INDEX:	P48W8
      OFFSETS:	39-46
       TOKENS:	P48W10-P48W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EadAlap_1]
   UNSPLITVOC:	(AlEadAlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+EadAl+ap
        GLOSS:	the+justice/fairness+[fem.sg.]

 INPUT STRING:	للشعب
     IS_TRANS:	ll$Eb
        INDEX:	P48W9
      OFFSETS:	47-52
       TOKENS:	P48W11-P48W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(lil$~aEob)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+$aEob
        GLOSS:	for/to+the+people/nation/peoples/nations

 INPUT STRING:	المصرى
     IS_TRANS:	AlmSrY
        INDEX:	P48W10
      OFFSETS:	53-59
       TOKENS:	P48W13-P48W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	كله
     IS_TRANS:	klh
        INDEX:	P48W11
      OFFSETS:	60-63
       TOKENS:	P48W14-P48W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~uh)
          POS:	NOUN_QUANT+POSS_PRON_3MS
          VOC:	kul~+uh
        GLOSS:	all+his/its

 INPUT STRING:	بلا
     IS_TRANS:	blA
        INDEX:	P48W12
      OFFSETS:	64-67
       TOKENS:	P48W16-P48W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(bilA)
          POS:	PREP+NEG_PART
          VOC:	bi+lA
        GLOSS:	with+no (without)

 INPUT STRING:	استثناء
     IS_TRANS:	AstvnA'
        INDEX:	P48W13
      OFFSETS:	68-75
       TOKENS:	P48W18-P48W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotivonA'_1]
   UNSPLITVOC:	(AisotivonA')
          POS:	NOUN
          VOC:	AisotivonA'
        GLOSS:	exception/exclusion

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P48W14
      OFFSETS:	76-80
       TOKENS:	P48W19-P48W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+remain

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P48W15
      OFFSETS:	81-83
       TOKENS:	P48W20-P48W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	الرد
     IS_TRANS:	Alrd
        INDEX:	P48W16
      OFFSETS:	84-88
       TOKENS:	P48W21-P48W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(Alr~ad~)
          POS:	DET+NOUN
          VOC:	Al+rad~
        GLOSS:	the+reply/response

 INPUT STRING:	انتو
     IS_TRANS:	Antw
        INDEX:	P48W17
      OFFSETS:	89-93
       TOKENS:	P48W22-P48W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotuw_1]
   UNSPLITVOC:	(Ainotuw)
          POS:	PRON_2P
          VOC:	Ainotuw
        GLOSS:	you

 INPUT STRING:	موقفين
     IS_TRANS:	mwqfyn
        INDEX:	P48W18
      OFFSETS:	94-100
       TOKENS:	P48W23-P48W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miwaq~af_1]
   UNSPLITVOC:	(miwaq~afiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	miwaq~af+iyn
        GLOSS:	stopping+[masc.pl.]

 INPUT STRING:	المرور
     IS_TRANS:	Almrwr
        INDEX:	P48W19
      OFFSETS:	101-107
       TOKENS:	P48W24-P48W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muruwr_1]
   UNSPLITVOC:	(Almuruwr)
          POS:	DET+NOUN
          VOC:	Al+muruwr
        GLOSS:	the+passing/crossing/traffic

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W20
      OFFSETS:	108-109
       TOKENS:	P48W25-P48W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W21
      OFFSETS:	109-110
       TOKENS:	P48W26-P48W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W22
      OFFSETS:	110-111
       TOKENS:	P48W27-P48W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W23
      OFFSETS:	111-112
       TOKENS:	P48W28-P48W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W24
      OFFSETS:	112-113
       TOKENS:	P48W29-P48W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W25
      OFFSETS:	113-114
       TOKENS:	P48W30-P48W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W26
      OFFSETS:	114-115
       TOKENS:	P48W31-P48W31
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W27
      OFFSETS:	115-116
       TOKENS:	P48W32-P48W32
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W28
      OFFSETS:	116-117
       TOKENS:	P48W33-P48W33
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W29
      OFFSETS:	117-118
       TOKENS:	P48W34-P48W34
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W30
      OFFSETS:	118-119
       TOKENS:	P48W35-P48W35
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W31
      OFFSETS:	119-120
       TOKENS:	P48W36-P48W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W32
      OFFSETS:	120-121
       TOKENS:	P48W37-P48W37
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W33
      OFFSETS:	121-122
       TOKENS:	P48W38-P48W38
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W34
      OFFSETS:	122-123
       TOKENS:	P48W39-P48W39
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W35
      OFFSETS:	123-124
       TOKENS:	P48W40-P48W40
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W36
      OFFSETS:	124-125
       TOKENS:	P48W41-P48W41
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W37
      OFFSETS:	125-126
       TOKENS:	P48W42-P48W42
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W38
      OFFSETS:	126-127
       TOKENS:	P48W43-P48W43
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W39
      OFFSETS:	127-128
       TOKENS:	P48W44-P48W44
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W40
      OFFSETS:	128-129
       TOKENS:	P48W45-P48W45
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W41
      OFFSETS:	129-130
       TOKENS:	P48W46-P48W46
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W42
      OFFSETS:	130-131
       TOKENS:	P48W47-P48W47
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W43
      OFFSETS:	131-132
       TOKENS:	P48W48-P48W48
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W44
      OFFSETS:	132-133
       TOKENS:	P48W49-P48W49
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W45
      OFFSETS:	133-134
       TOKENS:	P48W50-P48W50
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W46
      OFFSETS:	134-135
       TOKENS:	P48W51-P48W51
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W47
      OFFSETS:	135-136
       TOKENS:	P48W52-P48W52
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W48
      OFFSETS:	136-137
       TOKENS:	P48W53-P48W53
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W49
      OFFSETS:	137-138
       TOKENS:	P48W54-P48W54
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W50
      OFFSETS:	138-139
       TOKENS:	P48W55-P48W55
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W51
      OFFSETS:	139-140
       TOKENS:	P48W56-P48W56
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W52
      OFFSETS:	140-141
       TOKENS:	P48W57-P48W57
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W53
      OFFSETS:	141-142
       TOKENS:	P48W58-P48W58
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W54
      OFFSETS:	142-143
       TOKENS:	P48W59-P48W59
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W55
      OFFSETS:	143-144
       TOKENS:	P48W60-P48W60
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W56
      OFFSETS:	144-145
       TOKENS:	P48W61-P48W61
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P48W57
      OFFSETS:	145-146
       TOKENS:	P48W62-P48W62
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	وانتى
     IS_TRANS:	wAntY
        INDEX:	P49W1
      OFFSETS:	0-5
       TOKENS:	P49W1-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(wiAinotiy)
          POS:	CONJ+PRON_2FS
          VOC:	wi+Ainotiy
        GLOSS:	and+you

 INPUT STRING:	بتشكريهم
     IS_TRANS:	bt$kryhm
        INDEX:	P49W2
      OFFSETS:	6-14
       TOKENS:	P49W3-P49W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akar_1]
   UNSPLITVOC:	(biti$okuriyhum)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3P
          VOC:	bi+ti+$okur+iy+hum
        GLOSS:	[present-tense]+you+thank/give thanks+you+them

 INPUT STRING:	انك
     IS_TRANS:	Ank
        INDEX:	P49W3
      OFFSETS:	15-18
       TOKENS:	P49W6-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ik)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	<in~+ik
        GLOSS:	that+you

 INPUT STRING:	ادليتى
     IS_TRANS:	AdlytY
        INDEX:	P49W4
      OFFSETS:	19-25
       TOKENS:	P49W8-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AdlaY_1]
   UNSPLITVOC:	(Adliytiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	Adliy+tiy
        GLOSS:	provide+you

 INPUT STRING:	صوتك
     IS_TRANS:	Swtk
        INDEX:	P49W5
      OFFSETS:	26-30
       TOKENS:	P49W9-P49W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sawt_1]
   UNSPLITVOC:	(Suwtik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	Suwt+ik
        GLOSS:	voice/sound/voices/sounds+your

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P49W6
      OFFSETS:	31-33
       TOKENS:	P49W11-P49W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	كويس
     IS_TRANS:	kwys
        INDEX:	P49W7
      OFFSETS:	34-38
       TOKENS:	P49W12-P49W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuw~ayis)
          POS:	ADJ
          VOC:	kuw~ayis
        GLOSS:	good

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P49W8
      OFFSETS:	39-44
       TOKENS:	P49W13-P49W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P49W9
      OFFSETS:	45-48
       TOKENS:	P49W14-P49W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN
          VOC:	li+All~ah
        GLOSS:	for/to+God

 INPUT STRING:	ومافيش
     IS_TRANS:	wmAfy$
        INDEX:	P50W1
      OFFSETS:	0-6
       TOKENS:	P50W1-P50W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wimAfiyh$)
          POS:	CONJ+NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	wi+mA+fiy+h+$
        GLOSS:	and+not+in+he/it+not

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P50W2
      OFFSETS:	7-11
       TOKENS:	P50W6-P50W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	اسمها
     IS_TRANS:	AsmhA
        INDEX:	P50W3
      OFFSETS:	12-17
       TOKENS:	P50W7-P50W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(AisomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Aisom+hA
        GLOSS:	name+its/their/her

 INPUT STRING:	فرض
     IS_TRANS:	frD
        INDEX:	P50W4
      OFFSETS:	18-21
       TOKENS:	P50W9-P50W9
