 INPUT STRING:	صوره
          POS:	NOUN+POSS_PRON_1S
          VOC:	juw~A+iy
        GLOSS:	inside+my

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P60W7
      OFFSETS:	31-34
       TOKENS:	P60W8-P60W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafas_1]
   UNSPLITVOC:	(nafas)
          POS:	NOUN
          VOC:	nafas
        GLOSS:	breath/puff

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P61W1
      OFFSETS:	1-5
       TOKENS:	P61W1-P61W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ملناش
     IS_TRANS:	mlnA$
        INDEX:	P62W1
      OFFSETS:	1-6
       TOKENS:	P62W1-P62W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(malnA$)
          POS:	NEG_PART+PREP+PRON_1P+NEG_PART
          VOC:	ma+li+nA+$
        GLOSS:	not+for+us+not

 INPUT STRING:	غيرك
     IS_TRANS:	gyrk
        INDEX:	P62W2
      OFFSETS:	7-11
       TOKENS:	P62W5-P62W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyrak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	giyr+ak
        GLOSS:	not/other+your [masc.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P62W3
      OFFSETS:	12-14
       TOKENS:	P62W7-P62W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P62W4
      OFFSETS:	15-19
       TOKENS:	P62W8-P62W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ويا
     IS_TRANS:	wyA
        INDEX:	P63W1
      OFFSETS:	1-4
       TOKENS:	P63W1-P63W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(wiyA)
          POS:	CONJ+VOC_PART
          VOC:	wi+yA
        GLOSS:	and+oh

 INPUT STRING:	خسارة
     IS_TRANS:	xsArp
        INDEX:	P63W2
      OFFSETS:	5-10
       TOKENS:	P63W3-P63W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xusArap_1]
   UNSPLITVOC:	(xusArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	xusAr+ap
        GLOSS:	misfortune+[fem.sg.]

 INPUT STRING:	الينسون
     IS_TRANS:	Alynswn
        INDEX:	P63W3
      OFFSETS:	11-18
       TOKENS:	P63W4-P63W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yanosuwn_1]
   UNSPLITVOC:	(Alyanosuwn)
          POS:	DET+NOUN
          VOC:	Al+yanosuwn
        GLOSS:	the+aniseed/anise

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P63W4
      OFFSETS:	19-23
       TOKENS:	P63W5-P63W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	شربتوه
     IS_TRANS:	$rbtwh
        INDEX:	P63W5
      OFFSETS:	24-30
       TOKENS:	P63W6-P63W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$arab_1]
   UNSPLITVOC:	($iribtuh)
          POS:	PV+PVSUFF_SUBJ:1S+PVSUFF_DO:3MS
          VOC:	$irib+t+uh
        GLOSS:	drank+I+it

 INPUT STRING:	الصبح
     IS_TRANS:	AlSbH
        INDEX:	P63W6
      OFFSETS:	31-36
       TOKENS:	P63W8-P63W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SuboH_1]
   UNSPLITVOC:	(AlS~uboH)
          POS:	DET+NOUN
          VOC:	Al+SuboH
        GLOSS:	the+morning/daybreak/mornings/daybreak

 INPUT STRING:	كيفك
     IS_TRANS:	kyfk
        INDEX:	P64W1
      OFFSETS:	1-5
       TOKENS:	P64W1-P64W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kiyf_1]
   UNSPLITVOC:	(kiyfak)
          POS:	INTERROG_ADV+PRON_2MS
          VOC:	kiyf+ak
        GLOSS:	how+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P64W2
      OFFSETS:	6-8
       TOKENS:	P64W3-P64W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	باشا
     IS_TRANS:	bA$A
        INDEX:	P64W3
      OFFSETS:	9-13
       TOKENS:	P64W4-P64W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bA$A_1]
   UNSPLITVOC:	(bA$A)
          POS:	NOUN
          VOC:	bA$A
        GLOSS:	pasha

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P65W1
      OFFSETS:	1-4
       TOKENS:	P65W1-P65W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	الحكاية
     IS_TRANS:	AlHkAyp
        INDEX:	P65W2
      OFFSETS:	5-12
       TOKENS:	P65W2-P65W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HikAyap_1]
   UNSPLITVOC:	(AlHikAyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HikAy+ap
        GLOSS:	the+story/account+[fem.sg.]

 INPUT STRING:	أربع
     IS_TRANS:	>rbE
        INDEX:	P65W3
      OFFSETS:	13-17
       TOKENS:	P65W3-P65W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ArobaE_1]
   UNSPLITVOC:	(ArobaE)
          POS:	NOUN_NUM
          VOC:	ArobaE
        GLOSS:	four

 INPUT STRING:	مواضيع
     IS_TRANS:	mwADyE
        INDEX:	P65W4
      OFFSETS:	18-24
       TOKENS:	P65W4-P65W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawADiyE)
          POS:	NOUN
          VOC:	mawADiyE
        GLOSS:	subject/theme/issue

 INPUT STRING:	خط
     IS_TRANS:	xT
        INDEX:	P65W5
      OFFSETS:	25-27
       TOKENS:	P65W5-P65W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(xT)
          POS:	TYPO
          VOC:	xT
        GLOSS:	nogloss

 INPUT STRING:	لزق
     IS_TRANS:	lzq
        INDEX:	P65W6
      OFFSETS:	28-31
       TOKENS:	P65W6-P65W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lazoq_1]
   UNSPLITVOC:	(lazoq)
          POS:	NOUN
          VOC:	lazoq
        GLOSS:	adjacent/contiguous

 INPUT STRING:	شكل
     IS_TRANS:	$kl
        INDEX:	P66W1
      OFFSETS:	1-4
       TOKENS:	P66W1-P66W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$akl_1]
   UNSPLITVOC:	($akl)
          POS:	NOUN
          VOC:	$akl
        GLOSS:	form

 INPUT STRING:	المنتدي
     IS_TRANS:	Almntdy
        INDEX:	P66W2
      OFFSETS:	5-12
       TOKENS:	P66W2-P66W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muntdaY_1]
   UNSPLITVOC:	(AlmuntadaY)
          POS:	DET+NOUN
          VOC:	Al+muntadaY
        GLOSS:	the+forum

 INPUT STRING:	وحشك
     IS_TRANS:	wH$k
        INDEX:	P66W3
      OFFSETS:	13-17
       TOKENS:	P66W3-P66W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waHa$_1]
   UNSPLITVOC:	(waHa$ak)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	waHa$+ak
        GLOSS:	missed+you

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P66W4
      OFFSETS:	18-21
       TOKENS:	P66W4-P66W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	NOUN
          VOC:	qawiy
        GLOSS:	too much

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P67W1
      OFFSETS:	1-4
       TOKENS:	P67W1-P67W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	نقرأهم
     IS_TRANS:	nqr>hm
        INDEX:	P67W2
      OFFSETS:	5-11
       TOKENS:	P67W2-P67W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qara>_1]
   UNSPLITVOC:	(niqra>hum)
          POS:	IV1P+IV+IVSUFF_DO:3P
          VOC:	ni+qra>+hum
        GLOSS:	we+read+them

 INPUT STRING:	امتى
     IS_TRANS:	AmtY
        INDEX:	P67W3
      OFFSETS:	12-16
       TOKENS:	P67W4-P67W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	INTERROG_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P67W4
      OFFSETS:	17-19
       TOKENS:	P67W5-P67W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P68W1
      OFFSETS:	1-3
       TOKENS:	P68W1-P68W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	هدي
     IS_TRANS:	hdy
        INDEX:	P68W2
      OFFSETS:	4-7
       TOKENS:	P68W2-P68W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[had~_1]
   UNSPLITVOC:	(had~iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	had~+iy
        GLOSS:	demolition/wrecking+my

 INPUT STRING:	تحب
     IS_TRANS:	tHb
        INDEX:	P68W3
      OFFSETS:	8-11
       TOKENS:	P68W4-P68W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(tiHib~)
          POS:	IV3FS+IV
          VOC:	ti+Hib~
        GLOSS:	it/she+love

 INPUT STRING:	نجيب
     IS_TRANS:	njyb
        INDEX:	P68W4
      OFFSETS:	12-16
       TOKENS:	P68W5-P68W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(nijiyb)
          POS:	IV1P+IV
          VOC:	ni+jiyb
        GLOSS:	we+bring

 INPUT STRING:	يانسون
     IS_TRANS:	yAnswn
        INDEX:	P68W5
      OFFSETS:	17-23
       TOKENS:	P68W6-P68W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yAnosuwn_1]
   UNSPLITVOC:	(yAnosuwn)
          POS:	NOUN
          VOC:	yAnosuwn
        GLOSS:	aniseed/anise

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P68W6
      OFFSETS:	24-28
       TOKENS:	P68W7-P68W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ_NUM
          VOC:	tAniy
        GLOSS:	second

 INPUT STRING:	اولا
     IS_TRANS:	AwlA
        INDEX:	P69W1
      OFFSETS:	1-5
       TOKENS:	P69W1-P69W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AwalAF_1]
   UNSPLITVOC:	(AwalAF)
          POS:	NOUN_NUM
          VOC:	AwalAF
        GLOSS:	firstly

 INPUT STRING:	اهلا
     IS_TRANS:	AhlA
        INDEX:	P69W2
      OFFSETS:	6-10
       TOKENS:	P69W2-P69W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AholAF_1]
   UNSPLITVOC:	(AholAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Ahol+AF
        GLOSS:	welcome+[acc.indef.]

 INPUT STRING:	وسهلا
     IS_TRANS:	wshlA
        INDEX:	P69W3
      OFFSETS:	11-16
       TOKENS:	P69W3-P69W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saholAF_1]
   UNSPLITVOC:	(wisaholAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+sahol+AF
        GLOSS:	and+easy/simple+[acc.indef.]

 INPUT STRING:	بكى
     IS_TRANS:	bkY
        INDEX:	P69W4
      OFFSETS:	17-20
       TOKENS:	P69W5-P69W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kiY_1]
   UNSPLITVOC:	(bikiY)
          POS:	PREP+PRON_2FS
          VOC:	bi+kiY
        GLOSS:	with+you

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P69W5
      OFFSETS:	21-23
       TOKENS:	P69W7-P69W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المنتدى
     IS_TRANS:	AlmntdY
        INDEX:	P69W6
      OFFSETS:	24-31
       TOKENS:	P69W8-P69W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muntadaY_1]
   UNSPLITVOC:	(AlmuntadaY)
          POS:	DET+NOUN
          VOC:	Al+muntadaY
        GLOSS:	the+forum

 INPUT STRING:	دخول
     IS_TRANS:	dxwl
        INDEX:	P70W1
      OFFSETS:	1-5
       TOKENS:	P70W1-P70W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duxuwl_1]
   UNSPLITVOC:	(duxuwl)
          POS:	NOUN
          VOC:	duxuwl
        GLOSS:	entrance/penetration

 INPUT STRING:	قوى
     IS_TRANS:	qwY
        INDEX:	P70W2
      OFFSETS:	6-9
       TOKENS:	P70W2-P70W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	strong/powerful

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P70W3
      OFFSETS:	10-12
       TOKENS:	P70W3-P70W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	القسم
     IS_TRANS:	Alqsm
        INDEX:	P70W4
      OFFSETS:	13-18
       TOKENS:	P70W4-P70W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qisom_1]
   UNSPLITVOC:	(Alqisom)
          POS:	DET+NOUN
          VOC:	Al+qisom
        GLOSS:	the+police sation

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P71W1
      OFFSETS:	1-4
       TOKENS:	P71W1-P71W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	صوت
     IS_TRANS:	Swt
        INDEX:	P71W2
      OFFSETS:	5-8
       TOKENS:	P71W2-P71W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sawt_1]
   UNSPLITVOC:	(Sawt)
          POS:	NOUN.VN
          VOC:	Sawt
        GLOSS:	vote/votes

 INPUT STRING:	بصى
     IS_TRANS:	bSY
        INDEX:	P71W3
      OFFSETS:	9-12
       TOKENS:	P71W3-P71W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(buS~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	buS~+iy
        GLOSS:	look+you

 INPUT STRING:	تعامل
     IS_TRANS:	tEAml
        INDEX:	P71W4
      OFFSETS:	13-18
       TOKENS:	P71W4-P71W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAmul_1]
   UNSPLITVOC:	(taEAmul)
          POS:	NOUN.VN
          VOC:	taEAmul
        GLOSS:	dealing

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P71W5
      OFFSETS:	19-25
       TOKENS:	P71W5-P71W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+regime/government

 INPUT STRING:	الاخير
     IS_TRANS:	AlAxyr
        INDEX:	P71W6
      OFFSETS:	26-32
       TOKENS:	P71W6-P71W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al>axiyr_1]
   UNSPLITVOC:	(Al>axiyr)
          POS:	DET+ADJ_NUM
          VOC:	Al+>axiyr
        GLOSS:	the+last/latest/recent/latter

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P71W7
      OFFSETS:	33-35
       TOKENS:	P71W7-P71W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	المظاهرات
     IS_TRANS:	AlmZAhrAt
        INDEX:	P71W8
      OFFSETS:	36-45
       TOKENS:	P71W8-P71W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muzAhrap_1]
   UNSPLITVOC:	(AlmuZAhrAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+muZAhr+At
        GLOSS:	the+demonstrations+[fem.pl.]

 INPUT STRING:	متوقع
     IS_TRANS:	mtwqE
        INDEX:	P71W9
      OFFSETS:	46-51
       TOKENS:	P71W9-P71W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mitowaq~aE_1]
   UNSPLITVOC:	(mitowaq~aE)
          POS:	ADJ
          VOC:	mitowaq~aE
        GLOSS:	expected/anticipated

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P71W10
      OFFSETS:	52-55
       TOKENS:	P71W10-P71W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	لانه
     IS_TRANS:	lAnh
        INDEX:	P71W11
      OFFSETS:	56-60
       TOKENS:	P71W11-P71W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	li+<in~+uh
        GLOSS:	for+that+it/he

 INPUT STRING:	بيعيش
     IS_TRANS:	byEy$
        INDEX:	P71W12
      OFFSETS:	61-66
       TOKENS:	P71W14-P71W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EA$_1]
   UNSPLITVOC:	(biyiEiy$)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Eiy$
        GLOSS:	[present-tense]+he/it+live/experience/long live!/be lived/be experienced

 INPUT STRING:	مرحلة
     IS_TRANS:	mrHlp
        INDEX:	P71W13
      OFFSETS:	67-72
       TOKENS:	P71W16-P71W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maroHalap_1]
   UNSPLITVOC:	(maroHalap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maroHal+ap
        GLOSS:	stage/phase+[fem.sg.]

 INPUT STRING:	تخبط
     IS_TRANS:	txbT
        INDEX:	P71W14
      OFFSETS:	73-77
       TOKENS:	P71W17-P71W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taxab~uT_1]
   UNSPLITVOC:	(taxab~uT)
          POS:	NOUN
          VOC:	taxab~uT
        GLOSS:	stumbling (in the dark)/bungling

 INPUT STRING:	ومع
     IS_TRANS:	wmE
        INDEX:	P72W1
      OFFSETS:	1-4
       TOKENS:	P72W1-P72W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(wimaE)
          POS:	CONJ+NOUN
          VOC:	wi+maEa
        GLOSS:	and+something with

 INPUT STRING:	ازدياد
     IS_TRANS:	AzdyAd
        INDEX:	P72W2
      OFFSETS:	5-11
       TOKENS:	P72W3-P72W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AizodiyAd_1]
   UNSPLITVOC:	(AizodiyAd)
          POS:	NOUN
          VOC:	AizodiyAd
        GLOSS:	increase/intensification

 INPUT STRING:	التاييد
     IS_TRANS:	AltAyyd
        INDEX:	P72W3
      OFFSETS:	12-19
       TOKENS:	P72W4-P72W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>oyiyd_1]
   UNSPLITVOC:	(Alt~a>oyiyd)
          POS:	DET+NOUN
          VOC:	Al+ta>oyiyd
        GLOSS:	the+support/approval/assistance

 INPUT STRING:	للبرادعى
     IS_TRANS:	llbrAdEY
        INDEX:	P72W4
      OFFSETS:	20-28
       TOKENS:	P72W5-P72W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barAdiEiy~_2]
   UNSPLITVOC:	(lilbarAdiEiy~)
          POS:	PREP+DET+NOUN_PROP
          VOC:	li+Al+barAdiEiy~
        GLOSS:	to/for+the+Baradei

 INPUT STRING:	كلما
     IS_TRANS:	klmA
        INDEX:	P72W5
      OFFSETS:	29-33
       TOKENS:	P72W7-P72W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kul~amA_1]
   UNSPLITVOC:	(kul~amA)
          POS:	REL_ADV
          VOC:	kul~amA
        GLOSS:	whenever

 INPUT STRING:	زاد
     IS_TRANS:	zAd
        INDEX:	P72W6
      OFFSETS:	34-37
       TOKENS:	P72W8-P72W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAd_1]
   UNSPLITVOC:	(zAd)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	zAd+(null)
        GLOSS:	increase+it/he

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P72W7
