 INPUT STRING:	اللي
       TOKENS:	P62W4-P62W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P62W5
      OFFSETS:	16-21
       TOKENS:	P62W5-P62W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	البسيطة
     IS_TRANS:	AlbsyTp
        INDEX:	P62W6
      OFFSETS:	22-29
       TOKENS:	P62W6-P62W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[basiyT_1]
   UNSPLITVOC:	(AlbasiyTap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+basiyT+ap
        GLOSS:	the+simple/plain/okay/no problem+[fem.sg.]

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P62W7
      OFFSETS:	30-33
       TOKENS:	P62W7-P62W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P62W8
      OFFSETS:	34-36
       TOKENS:	P62W8-P62W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	معها
     IS_TRANS:	mEhA
        INDEX:	P62W9
      OFFSETS:	37-41
       TOKENS:	P62W9-P62W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEaahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	maEa+hA
        GLOSS:	with+its/their/her

 INPUT STRING:	سلاح
     IS_TRANS:	slAH
        INDEX:	P62W10
      OFFSETS:	42-46
       TOKENS:	P62W11-P62W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[silAH_1]
   UNSPLITVOC:	(silAH)
          POS:	NOUN
          VOC:	silAH
        GLOSS:	weapon

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P62W11
      OFFSETS:	47-50
       TOKENS:	P62W12-P62W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	فاهمة
     IS_TRANS:	fAhmp
        INDEX:	P62W12
      OFFSETS:	51-56
       TOKENS:	P62W14-P62W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P62W13
      OFFSETS:	57-61
       TOKENS:	P62W15-P62W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	هتروح
     IS_TRANS:	htrwH
        INDEX:	P62W14
      OFFSETS:	62-67
       TOKENS:	P62W16-P62W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HatiruwH)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+ruwH
        GLOSS:	will+it/they/she+go

 INPUT STRING:	تدافع
     IS_TRANS:	tdAfE
        INDEX:	P62W15
      OFFSETS:	68-73
       TOKENS:	P62W18-P62W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAfiE_1]
   UNSPLITVOC:	(tidAfiE)
          POS:	IV3FS+IV
          VOC:	ti+dAfiE
        GLOSS:	it/they/she+defend

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P62W16
      OFFSETS:	73-74
       TOKENS:	P62W19-P62W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P62W17
      OFFSETS:	74-75
       TOKENS:	P62W20-P62W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P62W18
      OFFSETS:	75-76
       TOKENS:	P62W21-P62W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ياريت
     IS_TRANS:	yAryt
        INDEX:	P62W19
      OFFSETS:	76-81
       TOKENS:	P62W22-P62W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yArayot_1]
   UNSPLITVOC:	(yArayot)
          POS:	PSEUDO_VERB
          VOC:	yArayot
        GLOSS:	hope

 INPUT STRING:	تحطوا
     IS_TRANS:	tHTwA
        INDEX:	P62W20
      OFFSETS:	82-87
       TOKENS:	P62W23-P62W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(tiHuT~uwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	ti+HuT~+uwA
        GLOSS:	you+put+you [pl.]

 INPUT STRING:	نفسكم
     IS_TRANS:	nfskm
        INDEX:	P62W21
      OFFSETS:	88-93
       TOKENS:	P62W24-P62W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafoskum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	nafos+kum
        GLOSS:	same/self/selves+your

 INPUT STRING:	مطرحهم
     IS_TRANS:	mTrHhm
        INDEX:	P62W22
      OFFSETS:	94-100
       TOKENS:	P62W26-P62W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maToraH_1]
   UNSPLITVOC:	(maToraHhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	maToraH+hum
        GLOSS:	place/seat+their

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P63W1
      OFFSETS:	0-3
       TOKENS:	P63W1-P63W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P63W2
      OFFSETS:	4-6
       TOKENS:	P63W2-P63W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	بدافع
     IS_TRANS:	bdAfE
        INDEX:	P63W3
      OFFSETS:	7-12
       TOKENS:	P63W3-P63W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAfaE_1]
   UNSPLITVOC:	(bAadAfaE)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+dAfaE
        GLOSS:	[present-tense]+I+defend

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P63W4
      OFFSETS:	13-18
       TOKENS:	P63W5-P63W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P63W5
      OFFSETS:	19-21
       TOKENS:	P63W7-P63W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P63W6
      OFFSETS:	21-22
       TOKENS:	P63W8-P63W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P63W7
      OFFSETS:	22-23
       TOKENS:	P63W9-P63W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P63W8
      OFFSETS:	24-27
       TOKENS:	P63W10-P63W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	دايما
     IS_TRANS:	dAymA
        INDEX:	P63W9
      OFFSETS:	28-33
       TOKENS:	P63W11-P63W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAyomAF_1]
   UNSPLITVOC:	(dAyomAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	dAyom+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P63W10
      OFFSETS:	34-37
       TOKENS:	P63W12-P63W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	احب
     IS_TRANS:	AHb
        INDEX:	P63W11
      OFFSETS:	38-41
       TOKENS:	P63W13-P63W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(AaHib~)
          POS:	IV1S+IV
          VOC:	Aa+Hib~
        GLOSS:	I+like/love

 INPUT STRING:	اهاجم
     IS_TRANS:	AhAjm
        INDEX:	P63W12
      OFFSETS:	42-47
       TOKENS:	P63W14-P63W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hAjim_1]
   UNSPLITVOC:	(AahAjim)
          POS:	IV1S+IV
          VOC:	Aa+hAjim
        GLOSS:	I+attack

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P63W13
      OFFSETS:	48-50
       TOKENS:	P63W15-P63W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	extent/limit/level/border/frontier/limits/person

 INPUT STRING:	احط
     IS_TRANS:	AHT
        INDEX:	P63W14
      OFFSETS:	51-54
       TOKENS:	P63W16-P63W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(AaHuT~)
          POS:	IV1S+IV
          VOC:	Aa+HuT~
        GLOSS:	I+put

 INPUT STRING:	نفسي
     IS_TRANS:	nfsy
        INDEX:	P63W15
      OFFSETS:	55-59
       TOKENS:	P63W17-P63W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nafos+iy
        GLOSS:	same/self/selves+my

 INPUT STRING:	مكانه
     IS_TRANS:	mkAnh
        INDEX:	P63W16
      OFFSETS:	60-65
       TOKENS:	P63W19-P63W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(makAnuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	makAn+uh
        GLOSS:	place/location/position+his/its

 INPUT STRING:	تخيلوا
     IS_TRANS:	txylwA
        INDEX:	P64W1
      OFFSETS:	0-6
       TOKENS:	P64W1-P64W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitoxay~il_1]
   UNSPLITVOC:	(taxay~aluwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	taxay~al+uwA
        GLOSS:	imagine+you [pl.]

 INPUT STRING:	المووقف
     IS_TRANS:	Almwwqf
        INDEX:	P64W2
      OFFSETS:	7-14
       TOKENS:	P64W2-P64W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mawqif_1]
   UNSPLITVOC:	(Almawqif)
          POS:	DET+NOUN
          VOC:	Al+mawqif
        GLOSS:	the+situation

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P64W3
      OFFSETS:	14-15
       TOKENS:	P64W3-P64W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P64W4
      OFFSETS:	15-16
       TOKENS:	P64W4-P64W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P64W5
      OFFSETS:	16-17
       TOKENS:	P64W5-P64W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P65W1
      OFFSETS:	0-2
       TOKENS:	P65W1-P65W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this [masc.sg.]

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P65W2
      OFFSETS:	3-6
       TOKENS:	P65W2-P65W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	النور
     IS_TRANS:	Alnwr
        INDEX:	P65W3
      OFFSETS:	7-12
       TOKENS:	P65W3-P65W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwr_1]
   UNSPLITVOC:	(Aln~uwr)
          POS:	DET+NOUN
          VOC:	Al+nuwr
        GLOSS:	the+light

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P65W4
      OFFSETS:	13-16
       TOKENS:	P65W4-P65W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	اطفى
     IS_TRANS:	ATfY
        INDEX:	P65W5
      OFFSETS:	17-21
       TOKENS:	P65W5-P65W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aTofay_1]
   UNSPLITVOC:	(>uTofaY)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	>uTofaY+(null)
        GLOSS:	be swtched off+he/it

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P65W6
      OFFSETS:	21-22
       TOKENS:	P65W6-P65W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P65W7
      OFFSETS:	22-23
       TOKENS:	P65W7-P65W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P65W8
      OFFSETS:	23-24
       TOKENS:	P65W8-P65W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	البورسعيدية
     IS_TRANS:	AlbwrsEydyp
        INDEX:	P65W9
      OFFSETS:	24-35
       TOKENS:	P65W9-P65W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buwrosaEiydiy_1]
   UNSPLITVOC:	(AlbuwrosaEiydiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+buwrosaEiydiy~+ap
        GLOSS:	the+from/of Port Said+[fem.sg.]

 INPUT STRING:	طفوووه
     IS_TRANS:	Tfwwwh
        INDEX:	P65W10
      OFFSETS:	36-42
       TOKENS:	P65W10-P65W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TafaY_1]
   UNSPLITVOC:	(TafuwAuh)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3MS
          VOC:	Taf+uwA+uh
        GLOSS:	switch off+they+it/him

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P65W11
      OFFSETS:	42-43
       TOKENS:	P65W12-P65W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P65W12
      OFFSETS:	43-44
       TOKENS:	P65W13-P65W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P65W13
      OFFSETS:	44-45
       TOKENS:	P65W14-P65W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P65W14
      OFFSETS:	45-46
       TOKENS:	P65W15-P65W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P65W15
      OFFSETS:	46-47
       TOKENS:	P65W16-P65W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P65W16
      OFFSETS:	47-48
       TOKENS:	P65W17-P65W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P65W17
      OFFSETS:	48-49
       TOKENS:	P65W18-P65W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	والباب
     IS_TRANS:	wAlbAb
        INDEX:	P66W1
      OFFSETS:	0-6
       TOKENS:	P66W1-P66W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAb_1]
   UNSPLITVOC:	(wiAlbAb)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+bAb
        GLOSS:	and+the+door

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P66W2
      OFFSETS:	7-10
       TOKENS:	P66W3-P66W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	اتلحم
     IS_TRANS:	AtlHm
        INDEX:	P66W3
      OFFSETS:	11-16
       TOKENS:	P66W4-P66W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laHam_1]
   UNSPLITVOC:	(AitolaHam)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	AitolaHam+(null)
        GLOSS:	weld/solder+he/it

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P66W4
      OFFSETS:	17-19
       TOKENS:	P66W5-P66W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بره
     IS_TRANS:	brh
        INDEX:	P66W5
      OFFSETS:	20-23
       TOKENS:	P66W6-P66W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bar~ah_1]
   UNSPLITVOC:	(bar~ah)
          POS:	NOUN
          VOC:	bar~ah
        GLOSS:	outside

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P66W6
      OFFSETS:	23-24
       TOKENS:	P66W7-P66W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P66W7
      OFFSETS:	24-25
       TOKENS:	P66W8-P66W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	جمهور
     IS_TRANS:	jmhwr
        INDEX:	P66W8
      OFFSETS:	25-30
       TOKENS:	P66W9-P66W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jumohuwr_1]
   UNSPLITVOC:	(jumohuwr)
          POS:	NOUN
          VOC:	jumohuwr
        GLOSS:	multitude/public/masses

 INPUT STRING:	هيلحموه
     IS_TRANS:	hylHmwh
        INDEX:	P66W9
      OFFSETS:	31-38
       TOKENS:	P66W10-P66W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[laHam_1]
   UNSPLITVOC:	(HayilHimuwAuh)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3MS
          VOC:	Ha+yi+lHim+uwA+uh
        GLOSS:	will+they+weld/solder+they+it/him

 INPUT STRING:	باي
     IS_TRANS:	bAy
        INDEX:	P67W1
      OFFSETS:	0-3
       TOKENS:	P67W1-P67W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAy_1]
   UNSPLITVOC:	(bAy)
          POS:	INTERJ
          VOC:	bAy
        GLOSS:	bye

 INPUT STRING:	عقل
     IS_TRANS:	Eql
        INDEX:	P67W2
      OFFSETS:	4-7
       TOKENS:	P67W2-P67W2
