 INPUT STRING:	بصراحة
     IS_TRANS:	yrjEw
        INDEX:	P153W2
      OFFSETS:	7-12
       TOKENS:	P153W3-P153W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(yirojaEuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+rojaE+uwA
        GLOSS:	they+return back/come back+they[verb]

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P153W3
      OFFSETS:	13-17
       TOKENS:	P153W4-P153W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwl)
          POS:	IV3MS+IV
          VOC:	yi+quwl
        GLOSS:	he/it+said/say/be said/say/(for example)

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P153W4
      OFFSETS:	18-20
       TOKENS:	P153W5-P153W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	PSEUDO_VERB
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	دستور
     IS_TRANS:	dstwr
        INDEX:	P153W5
      OFFSETS:	21-26
       TOKENS:	P153W6-P153W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(dusotuwr)
          POS:	NOUN
          VOC:	dusotuwr
        GLOSS:	constitution/statute/constitutions/statutes

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P153W6
      OFFSETS:	27-29
       TOKENS:	P153W7-P153W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حكم
     IS_TRANS:	Hkm
        INDEX:	P153W7
      OFFSETS:	30-33
       TOKENS:	P153W8-P153W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(Hukom)
          POS:	NOUN
          VOC:	Hukom
        GLOSS:	rule/government

 INPUT STRING:	العسكر
     IS_TRANS:	AlEskr
        INDEX:	P153W8
      OFFSETS:	34-40
       TOKENS:	P153W9-P153W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokar_1]
   UNSPLITVOC:	(AlEasokar)
          POS:	DET+NOUN
          VOC:	Al+Easokar
        GLOSS:	the+army/troops

 INPUT STRING:	وهما
     IS_TRANS:	whmA
        INDEX:	P153W9
      OFFSETS:	41-45
       TOKENS:	P153W10-P153W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(wihum~a)
          POS:	CONJ+PRON_3P
          VOC:	wi+hum~a
        GLOSS:	and+they

 INPUT STRING:	عارفين
     IS_TRANS:	EArfyn
        INDEX:	P153W10
      OFFSETS:	46-52
       TOKENS:	P153W12-P153W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EArof+iyn
        GLOSS:	knowing/having knowledge of+[masc.pl]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P153W11
      OFFSETS:	53-55
       TOKENS:	P153W13-P153W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P153W12
      OFFSETS:	56-58
       TOKENS:	P153W14-P153W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	مخالف
     IS_TRANS:	mxAlf
        INDEX:	P153W13
      OFFSETS:	59-64
       TOKENS:	P153W15-P153W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mixAlif_1]
   UNSPLITVOC:	(mixAlif)
          POS:	ADJ
          VOC:	mixAlif
        GLOSS:	divergent/violating

 INPUT STRING:	للاعلان
     IS_TRANS:	llAElAn
        INDEX:	P153W14
      OFFSETS:	65-72
       TOKENS:	P153W16-P153W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEolAn_1]
   UNSPLITVOC:	(lilAiEolAn)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+AiEolAn
        GLOSS:	for/to+the+declaration/statement/announcement

 INPUT STRING:	الدستور
     IS_TRANS:	Aldstwr
        INDEX:	P153W15
      OFFSETS:	73-80
       TOKENS:	P153W18-P153W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(Ald~usotuwr)
          POS:	DET+NOUN
          VOC:	Al+dusotuwr
        GLOSS:	the+constitution/statute/constitutions/statutes

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P153W16
      OFFSETS:	81-85
       TOKENS:	P153W19-P153W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	استفتى
     IS_TRANS:	AstftY
        INDEX:	P153W17
      OFFSETS:	86-92
       TOKENS:	P153W20-P153W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotafotaY_1]
   UNSPLITVOC:	(AisotafotaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	AisotafotaY+(null)
        GLOSS:	seek legal opinion+he/it [verb]

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P153W18
      OFFSETS:	93-98
       TOKENS:	P153W21-P153W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P153W19
      OFFSETS:	99-103
       TOKENS:	P153W22-P153W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+he

 INPUT STRING:	وبعدين
     IS_TRANS:	wbEdyn
        INDEX:	P154W1
      OFFSETS:	0-6
       TOKENS:	P154W1-P154W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEodayn_1]
   UNSPLITVOC:	(wibaEodayn)
          POS:	CONJ+ADV
          VOC:	wi+baEodayn
        GLOSS:	and+then

 INPUT STRING:	يقولو
     IS_TRANS:	yqwlw
        INDEX:	P154W2
      OFFSETS:	7-12
       TOKENS:	P154W3-P154W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwluwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+quwl+uwA
        GLOSS:	they+said/say/be said/say/(for example)+they[verb]

 INPUT STRING:	عايزين
     IS_TRANS:	EAyzyn
        INDEX:	P154W3
      OFFSETS:	13-19
       TOKENS:	P154W4-P154W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyoziyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAyoz+iyn
        GLOSS:	wanting/needing+[masc.pl.]

 INPUT STRING:	الدستور
     IS_TRANS:	Aldstwr
        INDEX:	P154W4
      OFFSETS:	20-27
       TOKENS:	P154W5-P154W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dusotuwr_1]
   UNSPLITVOC:	(Ald~usotuwr)
          POS:	DET+NOUN
          VOC:	Al+dusotuwr
        GLOSS:	the+constitution/statute/constitutions/statutes

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P154W5
      OFFSETS:	28-31
       TOKENS:	P154W6-P154W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P154W6
      OFFSETS:	32-38
       TOKENS:	P154W7-P154W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alr~a}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	وده
     IS_TRANS:	wdh
        INDEX:	P154W7
      OFFSETS:	39-42
       TOKENS:	P154W8-P154W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(widah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+dah
        GLOSS:	and+this

 INPUT STRING:	عكس
     IS_TRANS:	Eks
        INDEX:	P154W8
      OFFSETS:	43-46
       TOKENS:	P154W10-P154W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eakos_1]
   UNSPLITVOC:	(Eakos)
          POS:	NOUN
          VOC:	Eakos
        GLOSS:	opposite/contrary

 INPUT STRING:	كلامهم
     IS_TRANS:	klAmhm
        INDEX:	P154W9
      OFFSETS:	47-53
       TOKENS:	P154W11-P154W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	kalAm+hum
        GLOSS:	speech/statement/remark/talk/saying+their

 INPUT STRING:	الاولانى
     IS_TRANS:	AlAwlAnY
        INDEX:	P154W10
      OFFSETS:	54-62
       TOKENS:	P154W13-P154W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~alAniy_1]
   UNSPLITVOC:	(Al>aw~alAniy)
          POS:	DET+ADJ
          VOC:	Al+>aw~alAniy
        GLOSS:	the+first

 INPUT STRING:	وعكس
     IS_TRANS:	wEks
        INDEX:	P154W11
      OFFSETS:	63-67
       TOKENS:	P154W14-P154W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eakos_1]
   UNSPLITVOC:	(wiEakos)
          POS:	CONJ+NOUN
          VOC:	wi+Eakos
        GLOSS:	and+opposite/contrary

 INPUT STRING:	ارادة
     IS_TRANS:	ArAdp
        INDEX:	P154W12
      OFFSETS:	68-73
       TOKENS:	P154W16-P154W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AirAdap_1]
   UNSPLITVOC:	(AirAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	AirAd+ap
        GLOSS:	desire/will+[fem.sg.]

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P154W13
      OFFSETS:	74-79
       TOKENS:	P154W17-P154W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P154W14
      OFFSETS:	80-82
       TOKENS:	P154W18-P154W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P154W15
      OFFSETS:	83-86
       TOKENS:	P154W19-P154W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P154W16
      OFFSETS:	87-91
       TOKENS:	P154W20-P154W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	originally/primarily+[acc.indef.]

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P154W17
      OFFSETS:	92-96
       TOKENS:	P154W21-P154W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P154W18
      OFFSETS:	97-99
       TOKENS:	P154W23-P154W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مقتنعين
     IS_TRANS:	mqtnEyn
        INDEX:	P154W19
      OFFSETS:	100-107
       TOKENS:	P154W24-P154W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqotaniE_1]
   UNSPLITVOC:	(muqotaniEiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	muqotaniE+iyn
        GLOSS:	satisfied/content/convinced+[masc.pl.]

 INPUT STRING:	بمجلش
     IS_TRANS:	bmjl$
        INDEX:	P154W20
      OFFSETS:	108-113
       TOKENS:	P154W25-P154W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bmjl$)
          POS:	TYPO
          VOC:	bmjl$
        GLOSS:	nogloss

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P154W21
      OFFSETS:	114-119
       TOKENS:	P154W26-P154W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P154W22
      OFFSETS:	120-125
       TOKENS:	P154W27-P154W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	الاخوان
     IS_TRANS:	AlAxwAn
        INDEX:	P154W23
      OFFSETS:	126-133
       TOKENS:	P154W29-P154W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixowAn_1]
   UNSPLITVOC:	(AlAixowAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+<ixowAn
        GLOSS:	the+Musliim brotherhood

 INPUT STRING:	عدوهم
     IS_TRANS:	Edwhm
        INDEX:	P154W24
      OFFSETS:	134-139
       TOKENS:	P154W30-P154W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eaduw_1]
   UNSPLITVOC:	(Eaduw~hum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Eaduw~+hum
        GLOSS:	enemy+their

 INPUT STRING:	الاول
     IS_TRANS:	AlAwl
        INDEX:	P154W25
      OFFSETS:	140-145
       TOKENS:	P154W32-P154W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_2]
   UNSPLITVOC:	(Al>aw~al)
          POS:	DET+ADJ_NUM
          VOC:	Al+>aw~al
        GLOSS:	the+first

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P154W26
      OFFSETS:	146-148
       TOKENS:	P154W33-P154W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/as

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P154W27
      OFFSETS:	149-154
       TOKENS:	P154W34-P154W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	بالضبط
     IS_TRANS:	bAlDbT
        INDEX:	P154W28
      OFFSETS:	155-161
       TOKENS:	P154W35-P154W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DaboT_1]
   UNSPLITVOC:	(biAlD~aboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+DaboT
        GLOSS:	with/by+the+precision/exactness

 INPUT STRING:	وزى
     IS_TRANS:	wzY
        INDEX:	P155W1
      OFFSETS:	0-3
       TOKENS:	P155W1-P155W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(wizay~)
          POS:	CONJ+NOUN
          VOC:	wi+zay~
        GLOSS:	and+as/like

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P155W2
      OFFSETS:	4-6
       TOKENS:	P155W3-P155W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	بيحاربو
     IS_TRANS:	byHArbw
        INDEX:	P155W3
      OFFSETS:	7-14
       TOKENS:	P155W4-P155W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HArib_1]
   UNSPLITVOC:	(biyiHArobuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+HArob+uwA
        GLOSS:	[present-tense]+they+fight+they[verb]

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P155W4
      OFFSETS:	15-21
       TOKENS:	P155W6-P155W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	العسكرى
     IS_TRANS:	AlEskrY
        INDEX:	P155W5
      OFFSETS:	22-29
       TOKENS:	P155W7-P155W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military/army

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P155W6
      OFFSETS:	30-36
       TOKENS:	P155W8-P155W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADJ
          VOC:	dilowaqotiy
        GLOSS:	now/at present

 INPUT STRING:	بكرة
     IS_TRANS:	bkrp
        INDEX:	P155W7
      OFFSETS:	37-41
       TOKENS:	P155W9-P155W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bukorap_1]
   UNSPLITVOC:	(bukorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bukor+ap
        GLOSS:	tomorrow+[fem.sg.]

 INPUT STRING:	حيحاربو
     IS_TRANS:	HyHArbw
        INDEX:	P155W8
      OFFSETS:	42-49
       TOKENS:	P155W10-P155W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HArib_1]
   UNSPLITVOC:	(HayiHArobuwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+HArob+uwA
        GLOSS:	will+they+fight+they[verb]

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P155W9
      OFFSETS:	50-54
       TOKENS:	P155W12-P155W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board/Majlis

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P155W10
      OFFSETS:	55-60
       TOKENS:	P155W13-P155W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	علشانم
     IS_TRANS:	El$Anm
        INDEX:	P155W11
      OFFSETS:	61-67
       TOKENS:	P155W14-P155W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(El$Anm)
          POS:	TYPO
          VOC:	El$Anm
        GLOSS:	nogloss

 INPUT STRING:	يسقطوه
     IS_TRANS:	ysqTwh
        INDEX:	P155W12
      OFFSETS:	68-74
       TOKENS:	P155W15-P155W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saq~aT_1]
   UNSPLITVOC:	(yisaq~aTuwh)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3MS
          VOC:	yi+saq~aT+uwA+uh
        GLOSS:	they+fail+they[verb]+them

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P156W1
      OFFSETS:	0-3
       TOKENS:	P156W1-P156W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P156W2
      OFFSETS:	4-7
       TOKENS:	P156W2-P156W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that/such

 INPUT STRING:	بيهيجو
     IS_TRANS:	byhyjw
        INDEX:	P156W3
      OFFSETS:	8-14
       TOKENS:	P156W3-P156W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hay~ij_1]
   UNSPLITVOC:	(biyihay~ijuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+hay~ij+uwA
        GLOSS:	[present-tense]+they+enrage/make angry+they[verb]

 INPUT STRING:	الشباب
     IS_TRANS:	Al$bAb
        INDEX:	P156W4
      OFFSETS:	15-21
       TOKENS:	P156W5-P156W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	(Al$~abAb)
          POS:	DET+NOUN
          VOC:	Al+$abAb
        GLOSS:	the+young man/young men

 INPUT STRING:	الغلبان
     IS_TRANS:	AlglbAn
        INDEX:	P156W5
      OFFSETS:	22-29
       TOKENS:	P156W6-P156W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galobAn_1]
   UNSPLITVOC:	(AlgalobAn)
          POS:	DET+ADJ
          VOC:	Al+galobAn
