 INPUT STRING:	العلمـــــــانيه
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	المحجبين
     IS_TRANS:	AlmHjbyn
        INDEX:	P42W6
      OFFSETS:	34-42
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlmuHaj~ab_1]
   UNSPLITVOC:	(AlmuHaj~abiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+muHaj~ab+iyn
        GLOSS:	the+veiled+[masc.pl.]

 INPUT STRING:	والمشايخ
     IS_TRANS:	wAlm$Ayx
        INDEX:	P42W7
      OFFSETS:	43-51
       TOKENS:	P42W7-P42W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iyx_1]
   UNSPLITVOC:	(wiAlma$Ayix)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+ma$Ayix
        GLOSS:	and+the+Sheikhs

 INPUT STRING:	مافيش
     IS_TRANS:	mAfy$
        INDEX:	P43W1
      OFFSETS:	0-5
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAfy$)
          POS:	NO_FUNC
          VOC:	mAfy$
        GLOSS:	nogloss

 INPUT STRING:	شيخ
     IS_TRANS:	$yx
        INDEX:	P43W2
      OFFSETS:	6-9
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	($ayx)
          POS:	NOUN
          VOC:	$ayx
        GLOSS:	Sheikh

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P43W3
      OFFSETS:	10-13
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	only

 INPUT STRING:	وبيحب
     IS_TRANS:	wbyHb
        INDEX:	P43W4
      OFFSETS:	14-19
       TOKENS:	P43W4-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(wibiyiHib~)
          POS:	CONJ+PROG_PART+IV3MS+IV
          VOC:	wi+bi+yi+Hib~
        GLOSS:	and+[present-tense]+he/it+love

 INPUT STRING:	الأكل
     IS_TRANS:	Al>kl
        INDEX:	P43W5
      OFFSETS:	20-25
       TOKENS:	P43W7-P43W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akol_1]
   UNSPLITVOC:	(Al>akol)
          POS:	DET+NOUN
          VOC:	Al+>akol
        GLOSS:	the+food/meal

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P43W6
      OFFSETS:	26-28
       TOKENS:	P43W8-P43W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aw_1]
   UNSPLITVOC:	(Aw)
          POS:	CONJ
          VOC:	Aw
        GLOSS:	or

 INPUT STRING:	بيستغل
     IS_TRANS:	bystgl
        INDEX:	P43W7
      OFFSETS:	29-35
       TOKENS:	P43W9-P43W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aistagal~_1]
   UNSPLITVOC:	(biyistagil~)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+stagil~
        GLOSS:	[present-tense]+he/it+use/take advantage

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P43W8
      OFFSETS:	36-41
       TOKENS:	P43W11-P43W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P43W9
      OFFSETS:	42-46
       TOKENS:	P43W12-P43W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+matter/affarir/importance

 INPUT STRING:	الفلوس
     IS_TRANS:	Alflws
        INDEX:	P43W10
      OFFSETS:	47-53
       TOKENS:	P43W14-P43W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[filos_1]
   UNSPLITVOC:	(Alfiluws)
          POS:	DET+NOUN
          VOC:	Al+filuws
        GLOSS:	the+fils (small coins)/money

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P44W1
      OFFSETS:	0-2
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	CONJ
          VOC:	yA
        GLOSS:	or else/or

 INPUT STRING:	إما
     IS_TRANS:	<mA
        INDEX:	P44W2
      OFFSETS:	3-6
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<im~A_1]
   UNSPLITVOC:	(<im~A)
          POS:	CONJ
          VOC:	<im~A
        GLOSS:	Either, whether, if

 INPUT STRING:	دماغه
     IS_TRANS:	dmAgh
        INDEX:	P44W3
      OFFSETS:	7-12
       TOKENS:	P44W3-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(dimAguh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	dimAg+uh
        GLOSS:	brain/brains+his/its

 INPUT STRING:	فاضيه
     IS_TRANS:	fADyh
        INDEX:	P44W4
      OFFSETS:	13-18
       TOKENS:	P44W5-P44W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(fADoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fADoy+ap
        GLOSS:	empty/unoccupied/free+[fem.sg.]

 INPUT STRING:	ومعقد
     IS_TRANS:	wmEqd
        INDEX:	P44W5
      OFFSETS:	19-24
       TOKENS:	P44W6-P44W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miEaq~ad_1]
   UNSPLITVOC:	(wimiEaq~ad)
          POS:	CONJ+ADJ
          VOC:	wi+miEaq~ad
        GLOSS:	and+complicated/intricate

 INPUT STRING:	ومكشر
     IS_TRANS:	wmk$r
        INDEX:	P44W6
      OFFSETS:	25-30
       TOKENS:	P44W8-P44W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mika$~ar_1]
   UNSPLITVOC:	(wimika$~ar)
          POS:	CONJ+ADJ
          VOC:	wi+mika$~ar
        GLOSS:	and+frowning

 INPUT STRING:	ومافيش
     IS_TRANS:	wmAfy$
        INDEX:	P45W1
      OFFSETS:	0-6
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wmAfy$)
          POS:	NO_FUNC
          VOC:	wmAfy$
        GLOSS:	nogloss

 INPUT STRING:	بنت
     IS_TRANS:	bnt
        INDEX:	P45W2
      OFFSETS:	7-10
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binot)
          POS:	NOUN
          VOC:	binot
        GLOSS:	daughter/girl/daughters/girls

 INPUT STRING:	محجبه
     IS_TRANS:	mHjbh
        INDEX:	P45W3
      OFFSETS:	11-16
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHaj~ab_1]
   UNSPLITVOC:	(muHaj~abap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muHaj~ab+ap
        GLOSS:	veiled+[fem.sg.]

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P45W4
      OFFSETS:	17-20
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	معقده
     IS_TRANS:	mEqdh
        INDEX:	P45W5
      OFFSETS:	21-26
       TOKENS:	P45W5-P45W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEaq~ad_1]
   UNSPLITVOC:	(muEaq~adap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muEaq~ad+ap
        GLOSS:	complicated/intricate+[fem.sg.]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P45W6
      OFFSETS:	27-29
       TOKENS:	P45W6-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	بتعمل
     IS_TRANS:	btEml
        INDEX:	P45W7
      OFFSETS:	30-35
       TOKENS:	P45W7-P45W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomil)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+Eomil
        GLOSS:	[present-tense]+it/they/she+make/do

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P45W8
      OFFSETS:	36-40
       TOKENS:	P45W9-P45W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs+[fem.sg.]

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P45W9
      OFFSETS:	41-44
       TOKENS:	P45W10-P45W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	مختفيه
     IS_TRANS:	mxtfyh
        INDEX:	P45W10
      OFFSETS:	45-51
       TOKENS:	P45W11-P45W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muxotafiy_1]
   UNSPLITVOC:	(muxotafiyap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	muxotafiy+ap
        GLOSS:	hidden/secret+[fem.sg.]

 INPUT STRING:	وراء
     IS_TRANS:	wrA'
        INDEX:	P45W11
      OFFSETS:	52-56
       TOKENS:	P45W12-P45W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warA'_1]
   UNSPLITVOC:	(warA')
          POS:	NOUN
          VOC:	warA'
        GLOSS:	behind/past/beyond

 INPUT STRING:	الحجاب
     IS_TRANS:	AlHjAb
        INDEX:	P45W12
      OFFSETS:	57-63
       TOKENS:	P45W13-P45W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HijAb_1]
   UNSPLITVOC:	(AlHijAb)
          POS:	DET+NOUN
          VOC:	Al+HijAb
        GLOSS:	the+veil/veils

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P46W1
      OFFSETS:	0-2
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aw_1]
   UNSPLITVOC:	(Aw)
          POS:	CONJ
          VOC:	Aw
        GLOSS:	or

 INPUT STRING:	تطلع
     IS_TRANS:	tTlE
        INDEX:	P46W2
      OFFSETS:	3-7
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(tiTolaE)
          POS:	IV3FS+IV
          VOC:	ti+TolaE
        GLOSS:	it/they/she+ascend/appear

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P46W3
      OFFSETS:	8-10
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الأخر
     IS_TRANS:	Al>xr
        INDEX:	P46W4
      OFFSETS:	11-16
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axar_1]
   UNSPLITVOC:	(Al>axar)
          POS:	DET+NOUN
          VOC:	Al+>axar
        GLOSS:	the+last

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P46W5
      OFFSETS:	17-21
       TOKENS:	P46W5-P46W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+she

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P46W6
      OFFSETS:	22-26
       TOKENS:	P46W7-P46W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P46W7
      OFFSETS:	27-30
       TOKENS:	P46W8-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	ومتشدده
     IS_TRANS:	wmt$ddh
        INDEX:	P46W8
      OFFSETS:	31-38
       TOKENS:	P46W9-P46W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muta$ad~id_1]
   UNSPLITVOC:	(wimuta$ad~idap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+muta$ad~id+ap
        GLOSS:	and+extremist/fanatic/strict/zealot+[fem.sg.]

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P46W9
      OFFSETS:	39-42
       TOKENS:	P46W11-P46W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(wi<in)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+<in
        GLOSS:	and+that

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P46W10
      OFFSETS:	43-48
       TOKENS:	P46W13-P46W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion

 INPUT STRING:	محله
     IS_TRANS:	mHlh
        INDEX:	P46W11
      OFFSETS:	49-53
       TOKENS:	P46W14-P46W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHal~_1]
   UNSPLITVOC:	(maHal~uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maHal~+uh
        GLOSS:	place/location+its/his

 INPUT STRING:	القلب
     IS_TRANS:	Alqlb
        INDEX:	P46W12
      OFFSETS:	54-59
       TOKENS:	P46W16-P46W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(Alqalob)
          POS:	DET+NOUN
          VOC:	Al+qalob
        GLOSS:	the+heart/center/essence

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P47W1
      OFFSETS:	0-2
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P47W2
      OFFSETS:	3-6
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	التقليد
     IS_TRANS:	Altqlyd
        INDEX:	P47W3
      OFFSETS:	7-14
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoliyd_1]
   UNSPLITVOC:	(Alt~aqoliyd)
          POS:	DET+NOUN
          VOC:	Al+taqoliyd
        GLOSS:	the+imitation

 INPUT STRING:	الأعمى
     IS_TRANS:	Al>EmY
        INDEX:	P47W4
      OFFSETS:	15-21
       TOKENS:	P47W4-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEomaY_1]
   UNSPLITVOC:	(Al>aEomaY)
          POS:	DET+ADJ
          VOC:	Al+>aEomaY
        GLOSS:	the+blind

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P47W5
      OFFSETS:	22-26
       TOKENS:	P47W5-P47W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	معظمنا
     IS_TRANS:	mEZmnA
        INDEX:	P47W6
      OFFSETS:	27-33
       TOKENS:	P47W6-P47W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEoZam_1]
   UNSPLITVOC:	(muEoZamnA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	muEoZam+nA
        GLOSS:	most, majority+our

 INPUT STRING:	ماشى
     IS_TRANS:	mA$Y
        INDEX:	P47W7
      OFFSETS:	34-38
       TOKENS:	P47W8-P47W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	وراه
     IS_TRANS:	wrAh
        INDEX:	P47W8
      OFFSETS:	39-43
       TOKENS:	P47W9-P47W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warA_1]
   UNSPLITVOC:	(warAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	warA+uh
        GLOSS:	behind+his/its

 INPUT STRING:	تحت
     IS_TRANS:	tHt
        INDEX:	P48W1
      OFFSETS:	0-3
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(taHot)
          POS:	NOUN
          VOC:	taHot
        GLOSS:	under

 INPUT STRING:	مسمى
     IS_TRANS:	msmY
        INDEX:	P48W2
      OFFSETS:	4-8
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musam~aY_1]
   UNSPLITVOC:	(musam~aY)
          POS:	NOUN
          VOC:	musam~aY
        GLOSS:	title/name/titles/names

 INPUT STRING:	الموضه
     IS_TRANS:	AlmwDh
        INDEX:	P48W3
      OFFSETS:	9-15
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDap_1]
   UNSPLITVOC:	(AlmawDap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mawD+ap
        GLOSS:	the+fashion+[fem.sg.]

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P48W4
      OFFSETS:	15-16
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P48W5
      OFFSETS:	16-17
       TOKENS:	P48W5-P48W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P48W6
      OFFSETS:	17-18
       TOKENS:	P48W6-P48W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P48W7
      OFFSETS:	18-19
       TOKENS:	P48W7-P48W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	الروشنه
     IS_TRANS:	Alrw$nh
        INDEX:	P48W8
      OFFSETS:	19-26
       TOKENS:	P48W8-P48W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rawo$anap_1]
   UNSPLITVOC:	(Alrawo$anap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+rawo$an+ap
        GLOSS:	the+rawshana (approx. "being cool, hip")+[fem.sg.]

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P48W9
      OFFSETS:	26-27
       TOKENS:	P48W9-P48W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P48W10
      OFFSETS:	27-28
       TOKENS:	P48W10-P48W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P48W11
      OFFSETS:	28-29
       TOKENS:	P48W11-P48W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P48W12
      OFFSETS:	29-30
       TOKENS:	P48W12-P48W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P48W13
      OFFSETS:	30-31
       TOKENS:	P48W13-P48W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P48W14
      OFFSETS:	31-32
       TOKENS:	P48W14-P48W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	إلخ
     IS_TRANS:	<lx
        INDEX:	P48W15
      OFFSETS:	32-35
       TOKENS:	P48W15-P48W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ailax_1]
   UNSPLITVOC:	(Ailax)
          POS:	ABBREV
          VOC:	Ailax
        GLOSS:	etc.

 INPUT STRING:	وغيرها
     IS_TRANS:	wgyrhA
        INDEX:	P49W1
      OFFSETS:	0-6
       TOKENS:	P49W1-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
