 INPUT STRING:	الاختلاف
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eay$_1]
   UNSPLITVOC:	(AlEay$)
          POS:	DET+NOUN
          VOC:	Al+Eay$
        GLOSS:	the+bread

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P50W6
      OFFSETS:	27-28
       TOKENS:	P50W7-P50W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	ينتبهوا
     IS_TRANS:	yntbhwA
        INDEX:	P50W7
      OFFSETS:	29-36
       TOKENS:	P50W8-P50W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yntbhwA)
          POS:	NO_FUNC
          VOC:	yntbhwA
        GLOSS:	nogloss

 INPUT STRING:	لبلدهم
     IS_TRANS:	lbldhm
        INDEX:	P50W8
      OFFSETS:	37-43
       TOKENS:	P50W9-P50W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(libaladhum)
          POS:	PREP+NOUN+POSS_PRON_3P
          VOC:	li+balad+hum
        GLOSS:	for/to+country/country/countries+their

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P51W1
      OFFSETS:	0-4
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/whose/who

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P51W2
      OFFSETS:	5-9
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwl)
          POS:	IV3MS+IV
          VOC:	yi+quwl
        GLOSS:	he/it+said/say/be said/say/(for example)

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P51W3
      OFFSETS:	10-13
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	Gloss:TBA

 INPUT STRING:	اخر
     IS_TRANS:	Axr
        INDEX:	P51W4
      OFFSETS:	14-17
       TOKENS:	P51W4-P51W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|axir_1]
   UNSPLITVOC:	(|axir)
          POS:	ADJ_NUM
          VOC:	|axir
        GLOSS:	last

 INPUT STRING:	طموحى
     IS_TRANS:	TmwHY
        INDEX:	P51W5
      OFFSETS:	18-23
       TOKENS:	P51W5-P51W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TumuwH_1]
   UNSPLITVOC:	(TumuwHiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	TumuwH+iy
        GLOSS:	ambition+my

 INPUT STRING:	عربية
     IS_TRANS:	Erbyp
        INDEX:	P51W6
      OFFSETS:	24-29
       TOKENS:	P51W7-P51W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(Earabiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Earabiy~+ap
        GLOSS:	car+[fem.sg.]

 INPUT STRING:	واللى
     IS_TRANS:	wAllY
        INDEX:	P51W7
      OFFSETS:	30-35
       TOKENS:	P51W8-P51W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(waAlliy)
          POS:	CONJ+REL_PRON
          VOC:	wa+Alliy
        GLOSS:	and+who/which/whose

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P51W8
      OFFSETS:	36-40
       TOKENS:	P51W10-P51W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwl)
          POS:	IV3MS+IV
          VOC:	yi+quwl
        GLOSS:	he/it+said/say/be said/say/(for example)

 INPUT STRING:	اقصي
     IS_TRANS:	AqSy
        INDEX:	P51W9
      OFFSETS:	41-45
       TOKENS:	P51W11-P51W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqoSaY_1]
   UNSPLITVOC:	(>aqoSaY)
          POS:	ADJ_COMP
          VOC:	>aqoSaY
        GLOSS:	farthest/most remote/farthest/remotest

 INPUT STRING:	طموحى
     IS_TRANS:	TmwHY
        INDEX:	P51W10
      OFFSETS:	46-51
       TOKENS:	P51W12-P51W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TumuwH_1]
   UNSPLITVOC:	(TumuwHiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	TumuwH+iy
        GLOSS:	ambition+my

 INPUT STRING:	شقة
     IS_TRANS:	$qp
        INDEX:	P51W11
      OFFSETS:	52-55
       TOKENS:	P51W14-P51W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aq~ap_1]
   UNSPLITVOC:	($aq~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$aq~+ap
        GLOSS:	apartment/apartments+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P51W12
      OFFSETS:	56-57
       TOKENS:	P51W15-P51W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P51W13
      OFFSETS:	58-62
       TOKENS:	P51W16-P51W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/whose

 INPUT STRING:	يقول
     IS_TRANS:	yqwl
        INDEX:	P51W14
      OFFSETS:	63-67
       TOKENS:	P51W17-P51W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yiquwl)
          POS:	IV3MS+IV
          VOC:	yi+quwl
        GLOSS:	he/it+said/say/be said/say/(for example)

 INPUT STRING:	موبايل
     IS_TRANS:	mwbAyl
        INDEX:	P51W15
      OFFSETS:	68-74
       TOKENS:	P51W18-P51W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwbAyil_1]
   UNSPLITVOC:	(muwbAyil)
          POS:	NOUN
          VOC:	muwbAyil
        GLOSS:	Mobile

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P51W16
      OFFSETS:	75-77
       TOKENS:	P51W19-P51W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	لهوووووووووووووووووووووى
     IS_TRANS:	lhwwwwwwwwwwwwwwwwwwwwwY
        INDEX:	P51W17
      OFFSETS:	78-102
       TOKENS:	P51W20-P51W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lhawiy_1]
   UNSPLITVOC:	(lhawiy)
          POS:	INTERJ
          VOC:	lhawiy
        GLOSS:	oh god

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P51W18
      OFFSETS:	103-106
       TOKENS:	P51W21-P51W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P51W19
      OFFSETS:	107-109
       TOKENS:	P51W22-P51W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	طموحات
     IS_TRANS:	TmwHAt
        INDEX:	P51W20
      OFFSETS:	110-116
       TOKENS:	P51W23-P51W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TumuwH_1]
   UNSPLITVOC:	(TumuwHAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	TumuwH+At
        GLOSS:	ambition+[fem.pl.]

 INPUT STRING:	تودى
     IS_TRANS:	twdY
        INDEX:	P51W21
      OFFSETS:	117-121
       TOKENS:	P51W24-P51W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wad~aY_1]
   UNSPLITVOC:	(tiwad~iy)
          POS:	IV3FS+IV
          VOC:	ti+wad~iy
        GLOSS:	it/they/she+go

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P51W22
      OFFSETS:	122-124
       TOKENS:	P51W25-P51W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	داهية
     IS_TRANS:	dAhyp
        INDEX:	P51W23
      OFFSETS:	125-130
       TOKENS:	P51W26-P51W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAhoyap_1]
   UNSPLITVOC:	(dAhoyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dAhoy+ap
        GLOSS:	hell+[fem.sg.]

 INPUT STRING:	فساد
     IS_TRANS:	fsAd
        INDEX:	P52W1
      OFFSETS:	0-4
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fasAd_1]
   UNSPLITVOC:	(fasAd)
          POS:	NOUN
          VOC:	fasAd
        GLOSS:	deterioration/decomposition

 INPUT STRING:	الراعى
     IS_TRANS:	AlrAEY
        INDEX:	P52W2
      OFFSETS:	5-11
       TOKENS:	P52W2-P52W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAEiy_1]
   UNSPLITVOC:	(Alr~AEiy)
          POS:	DET+NOUN
          VOC:	Al+rAEiy
        GLOSS:	the+guardian/patron/sponsor

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P52W3
      OFFSETS:	12-14
       TOKENS:	P52W3-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	فساد
     IS_TRANS:	fsAd
        INDEX:	P52W4
      OFFSETS:	15-19
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fasAd_1]
   UNSPLITVOC:	(fasAd)
          POS:	NOUN
          VOC:	fasAd
        GLOSS:	deterioration/decomposition

 INPUT STRING:	الرعية
     IS_TRANS:	AlrEyp
        INDEX:	P52W5
      OFFSETS:	20-26
       TOKENS:	P52W5-P52W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raEiy~ap_1]
   UNSPLITVOC:	(Alr~aEiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+raEiy~+ap
        GLOSS:	the+subject/citizen/subjects/citizens+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P53W1
      OFFSETS:	0-1
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P53W2
      OFFSETS:	2-4
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يغير
     IS_TRANS:	ygyr
        INDEX:	P53W3
      OFFSETS:	5-9
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gay~ar_1]
   UNSPLITVOC:	(yugay~iru)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	yu+gay~ir+u
        GLOSS:	he/it+change/modify+[ind.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P53W4
      OFFSETS:	10-14
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P53W5
      OFFSETS:	15-17
       TOKENS:	P53W5-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	بقوم
     IS_TRANS:	bqwm
        INDEX:	P53W6
      OFFSETS:	18-22
       TOKENS:	P53W6-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawm_1]
   UNSPLITVOC:	(biqawm)
          POS:	PREP+NOUN
          VOC:	bi+qawm
        GLOSS:	with/by+people/nation

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P53W7
      OFFSETS:	23-26
       TOKENS:	P53W8-P53W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PREP
          VOC:	Hat~aY
        GLOSS:	until/up to

 INPUT STRING:	يغيروا
     IS_TRANS:	ygyrwA
        INDEX:	P53W8
      OFFSETS:	27-33
       TOKENS:	P53W9-P53W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gay~ar_1]
   UNSPLITVOC:	(yigay~aruwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+gay~ar+uwA
        GLOSS:	they+change+they [verb]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P53W9
      OFFSETS:	34-36
       TOKENS:	P53W10-P53W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	بانفسهم
     IS_TRANS:	bAnfshm
        INDEX:	P53W10
      OFFSETS:	37-44
       TOKENS:	P53W11-P53W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nafs_1]
   UNSPLITVOC:	(bi>anfushum)
          POS:	PREP+NOUN+POSS_PRON_3P
          VOC:	bi+>anfus+hum
        GLOSS:	with/by+souls+their

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P54W1
      OFFSETS:	0-2
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	المشير
     IS_TRANS:	Alm$yr
        INDEX:	P54W2
      OFFSETS:	3-9
       TOKENS:	P54W2-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$iyr_1]
   UNSPLITVOC:	(Almu$iyr)
          POS:	DET+NOUN
          VOC:	Al+mu$iyr
        GLOSS:	the+field marshal/general

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P54W3
      OFFSETS:	10-14
       TOKENS:	P54W3-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/whose

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P54W4
      OFFSETS:	15-19
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ
          VOC:	EAyiz
        GLOSS:	wanting/requiring/needing

 INPUT STRING:	اعدام
     IS_TRANS:	AEdAm
        INDEX:	P54W5
      OFFSETS:	20-25
       TOKENS:	P54W5-P54W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iEodAm_1]
   UNSPLITVOC:	(<iEodAm)
          POS:	NOUN
          VOC:	<iEodAm
        GLOSS:	execution/capital punishment

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W6
      OFFSETS:	25-26
       TOKENS:	P54W6-P54W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W7
      OFFSETS:	26-27
       TOKENS:	P54W7-P54W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W8
      OFFSETS:	27-28
       TOKENS:	P54W8-P54W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W9
      OFFSETS:	28-29
       TOKENS:	P54W9-P54W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W10
      OFFSETS:	29-30
       TOKENS:	P54W10-P54W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W11
      OFFSETS:	30-31
       TOKENS:	P54W11-P54W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W12
      OFFSETS:	31-32
       TOKENS:	P54W12-P54W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W13
      OFFSETS:	32-33
       TOKENS:	P54W13-P54W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P54W14
      OFFSETS:	33-34
       TOKENS:	P54W14-P54W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P54W15
      OFFSETS:	35-37
       TOKENS:	P54W15-P54W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P54W16
      OFFSETS:	38-40
       TOKENS:	P54W16-P54W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	الرد
     IS_TRANS:	Alrd
        INDEX:	P54W17
      OFFSETS:	41-45
       TOKENS:	P54W17-P54W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(Alr~ad~)
          POS:	DET+NOUN
          VOC:	Al+rad~
        GLOSS:	the+reply/response

 INPUT STRING:	الصح
     IS_TRANS:	AlSH
        INDEX:	P54W18
      OFFSETS:	46-50
       TOKENS:	P54W18-P54W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(AlS~aH~)
          POS:	DET+ADJ
          VOC:	Al+SaH~
        GLOSS:	the+right/correct

 INPUT STRING:	فساااااااااااااااااااااااااااد
     IS_TRANS:	fsAAAAAAAAAAAAAAAAAAAAAAAAAAAd
        INDEX:	P54W19
      OFFSETS:	51-81
       TOKENS:	P54W19-P54W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fasAd_1]
   UNSPLITVOC:	(fasAd)
          POS:	NOUN
          VOC:	fasAd
        GLOSS:	corruption

 INPUT STRING:	الرررررررررررررررررررررررررررررررررعية
     IS_TRANS:	AlrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrEyp
        INDEX:	P54W20
      OFFSETS:	82-120
       TOKENS:	P54W20-P54W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raEiy~ap_1]
   UNSPLITVOC:	(AlraEiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	AlraEiy~+ap
        GLOSS:	citizen+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P54W21
      OFFSETS:	121-125
       TOKENS:	P54W21-P54W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/whose

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P54W22
      OFFSETS:	126-128
       TOKENS:	P54W22-P54W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	احنااااااااااااااااااااااااااااااااااااااااااااااا
     IS_TRANS:	AHnAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
        INDEX:	P54W23
      OFFSETS:	129-179
       TOKENS:	P54W23-P54W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iHnA_1]
   UNSPLITVOC:	(<iHnA)
          POS:	PRON_1P
          VOC:	<iHnA
        GLOSS:	we

 INPUT STRING:	ااااااااااااا
     IS_TRANS:	AAAAAAAAAAAAA
        INDEX:	P54W24
      OFFSETS:	180-193
       TOKENS:	P54W24-P54W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AAAAAAAAAAAAA)
          POS:	TYPO
          VOC:	AAAAAAAAAAAAA
        GLOSS:	nogloss

 INPUT STRING:	اقل
     IS_TRANS:	Aql
        INDEX:	P55W1
      OFFSETS:	0-3
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
