 INPUT STRING:	قالوا
   UNSPLITVOC:	(mazaqat)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	mazaq+at
        GLOSS:	tear apart/rip apart+it/they/she [verb]

 INPUT STRING:	ملابسها
     IS_TRANS:	mlAbshA
        INDEX:	P58W12
      OFFSETS:	59-66
       TOKENS:	P58W12-P58W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[malabas_1]
   UNSPLITVOC:	(malAboshA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	malAbis+hA
        GLOSS:	clothes+its/their/her

 INPUT STRING:	وتعرضت
     IS_TRANS:	wtErDt
        INDEX:	P58W13
      OFFSETS:	67-73
       TOKENS:	P58W14-P58W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEar~aD_1]
   UNSPLITVOC:	(wataEar~aDat)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wa+taEar~aD+at
        GLOSS:	and+be exposed to/encounter+it/they/she [verb]

 INPUT STRING:	للضرب
     IS_TRANS:	llDrb
        INDEX:	P58W14
      OFFSETS:	74-79
       TOKENS:	P58W16-P58W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darob_1]
   UNSPLITVOC:	(lilD~arob)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+Darob
        GLOSS:	for/to+the+beating/hitting/striking

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P58W15
      OFFSETS:	80-82
       TOKENS:	P58W18-P58W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P58W16
      OFFSETS:	83-86
       TOKENS:	P58W19-P58W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qibal_1]
   UNSPLITVOC:	(qibal)
          POS:	NOUN
          VOC:	qibal
        GLOSS:	(on the) part of

 INPUT STRING:	الشرطة
     IS_TRANS:	Al$rTp
        INDEX:	P58W17
      OFFSETS:	87-93
       TOKENS:	P58W20-P58W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uroTap_1]
   UNSPLITVOC:	(Al$~uroTap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$uroT+ap
        GLOSS:	the+police+[fem.sg.]

 INPUT STRING:	العسكرية
     IS_TRANS:	AlEskryp
        INDEX:	P58W18
      OFFSETS:	94-102
       TOKENS:	P58W21-P58W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Easokariy~+ap
        GLOSS:	the+military+[fem.sg.]

 INPUT STRING:	وكن
     IS_TRANS:	wkn
        INDEX:	P59W1
      OFFSETS:	0-3
       TOKENS:	P59W1-P59W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn-u_1]
   UNSPLITVOC:	(wakun~a)
          POS:	PART+PV+PVSUFF_SUBJ:3FP
          VOC:	wa+kun+na
        GLOSS:	[part.]+be/was/were+they [fem.pl.] [verb]

 INPUT STRING:	يرفعن
     IS_TRANS:	yrfEn
        INDEX:	P59W2
      OFFSETS:	4-9
       TOKENS:	P59W3-P59W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yaraf~iE_1]
   UNSPLITVOC:	(yaraf~iEna)
          POS:	IV3FP+IV+IVSUFF_SUBJ:FP
          VOC:	ya+raf~iE+na
        GLOSS:	they (women)+promote/raise+[fem.pl.]

 INPUT STRING:	شعار
     IS_TRANS:	$EAr
        INDEX:	P59W3
      OFFSETS:	10-14
       TOKENS:	P59W4-P59W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iEAr_1]
   UNSPLITVOC:	($iEAr)
          POS:	NOUN
          VOC:	$iEAr
        GLOSS:	slogan/motto/slogans/mottos

 INPUT STRING:	سيدات
     IS_TRANS:	sydAt
        INDEX:	P59W4
      OFFSETS:	16-21
       TOKENS:	P59W5-P59W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[say~idap_1]
   UNSPLITVOC:	(say~idAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	say~id+At
        GLOSS:	ladies+[fem.pl.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P59W5
      OFFSETS:	22-25
       TOKENS:	P59W6-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	خط
     IS_TRANS:	xT
        INDEX:	P59W6
      OFFSETS:	26-28
       TOKENS:	P59W7-P59W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaT~_1]
   UNSPLITVOC:	(xaT~)
          POS:	NOUN
          VOC:	xaT~
        GLOSS:	line

 INPUT STRING:	أحمر
     IS_TRANS:	>Hmr
        INDEX:	P59W7
      OFFSETS:	29-33
       TOKENS:	P59W8-P59W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHomar_1]
   UNSPLITVOC:	(>aHomar)
          POS:	ADJ
          VOC:	>aHomar
        GLOSS:	red

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P59W8
      OFFSETS:	34-35
       TOKENS:	P59W9-P59W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P59W9
      OFFSETS:	36-38
       TOKENS:	P59W10-P59W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	دفع
     IS_TRANS:	dfE
        INDEX:	P59W10
      OFFSETS:	39-42
       TOKENS:	P59W11-P59W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dafaE_1]
   UNSPLITVOC:	(dafaE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	dafaE+(null)
        GLOSS:	push/motivate/pay/be pushed/be motivated/be paid+he/it

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P59W11
      OFFSETS:	43-49
       TOKENS:	P59W12-P59W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	العسكري
     IS_TRANS:	AlEskry
        INDEX:	P59W12
      OFFSETS:	50-57
       TOKENS:	P59W13-P59W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military/army

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P59W13
      OFFSETS:	58-61
       TOKENS:	P59W14-P59W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	on

 INPUT STRING:	إصدار
     IS_TRANS:	<SdAr
        INDEX:	P59W14
      OFFSETS:	62-67
       TOKENS:	P59W15-P59W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iSodAr_1]
   UNSPLITVOC:	(<iSodAr)
          POS:	NOUN
          VOC:	<iSodAr
        GLOSS:	export/exporting

 INPUT STRING:	بيان
     IS_TRANS:	byAn
        INDEX:	P59W15
      OFFSETS:	68-72
       TOKENS:	P59W16-P59W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayAn_1]
   UNSPLITVOC:	(bayAn)
          POS:	NOUN
          VOC:	bayAn
        GLOSS:	communiqu/statement/declaration

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P59W16
      OFFSETS:	73-76
       TOKENS:	P59W17-P59W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	صفحته
     IS_TRANS:	SfHth
        INDEX:	P59W17
      OFFSETS:	77-82
       TOKENS:	P59W18-P59W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SafoHap_1]
   UNSPLITVOC:	(SafoHathu)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	SafoH+at+hu
        GLOSS:	page/leaf+[fem.sg.]+his/its

 INPUT STRING:	الخاصة
     IS_TRANS:	AlxASp
        INDEX:	P59W18
      OFFSETS:	83-89
       TOKENS:	P59W20-P59W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAS~ap_1]
   UNSPLITVOC:	(AlxAS~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+xAS~+ap
        GLOSS:	the+elite+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P59W19
      OFFSETS:	90-93
       TOKENS:	P59W21-P59W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	موقع
     IS_TRANS:	mwqE
        INDEX:	P59W20
      OFFSETS:	94-98
       TOKENS:	P59W22-P59W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqiE_1]
   UNSPLITVOC:	(mawqiE)
          POS:	NOUN
          VOC:	mawqiE
        GLOSS:	position/location/site

 INPUT STRING:	فيسبوك
     IS_TRANS:	fysbwk
        INDEX:	P59W21
      OFFSETS:	99-105
       TOKENS:	P59W23-P59W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fysbwk)
          POS:	FOREIGN
          VOC:	fysbwk
        GLOSS:	nogloss

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P59W22
      OFFSETS:	106-109
       TOKENS:	P59W24-P59W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	نصه
     IS_TRANS:	nSh
        INDEX:	P59W23
      OFFSETS:	110-113
       TOKENS:	P59W25-P59W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(nuS~uh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nuS~+uh
        GLOSS:	text+his/its

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P59W24
      OFFSETS:	113-114
       TOKENS:	P59W27-P59W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	nogloss

 INPUT STRING:	يبدي
     IS_TRANS:	ybdy
        INDEX:	P59W25
      OFFSETS:	116-120
       TOKENS:	P59W28-P59W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>abodaY_1]
   UNSPLITVOC:	(yubodiy)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	yu+bodiy+(null)
        GLOSS:	he/it+express/demonstrate/show+[ind.]

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P59W26
      OFFSETS:	121-127
       TOKENS:	P59W29-P59W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	الاعلى
     IS_TRANS:	AlAElY
        INDEX:	P59W27
      OFFSETS:	128-134
       TOKENS:	P59W30-P59W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolaY_1]
   UNSPLITVOC:	(Al>aEolaY)
          POS:	DET+ADJ_COMP
          VOC:	Al+>aEolaY
        GLOSS:	the+superior

 INPUT STRING:	للقوات
     IS_TRANS:	llqwAt
        INDEX:	P59W28
      OFFSETS:	135-141
       TOKENS:	P59W31-P59W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(lilquw~At)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	li+Al+quw~+At
        GLOSS:	for/to+the+power/strength/force/violence/armed forces/power/forces+[fem.pl.]

 INPUT STRING:	المسلحة
     IS_TRANS:	AlmslHp
        INDEX:	P59W29
      OFFSETS:	142-149
       TOKENS:	P59W33-P59W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musal~aH_1]
   UNSPLITVOC:	(Almusal~aHap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+musal~aH+ap
        GLOSS:	the+armored/reinforced+[fem.sg.]

 INPUT STRING:	اسفه
     IS_TRANS:	Asfh
        INDEX:	P59W30
      OFFSETS:	150-154
       TOKENS:	P59W34-P59W35
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(>asafahu)
          POS:	NOUN+CASE_DEF_ACC+POSS_PRON_3MS
          VOC:	>asaf+a+hu
        GLOSS:	regret/sorry+[def.acc.]+its/his

 INPUT STRING:	الشديد
     IS_TRANS:	Al$dyd
        INDEX:	P59W31
      OFFSETS:	155-161
       TOKENS:	P59W36-P59W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$idiyd_1]
   UNSPLITVOC:	(Al$~idiyd)
          POS:	DET+ADJ
          VOC:	Al+$idiyd
        GLOSS:	the+intense/strong/severe

 INPUT STRING:	لسيدات
     IS_TRANS:	lsydAt
        INDEX:	P59W32
      OFFSETS:	162-168
       TOKENS:	P59W37-P59W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[say~idap_1]
   UNSPLITVOC:	(lisay~idAt)
          POS:	PREP+NOUN+NSUFF_FEM_PL
          VOC:	li+say~id+At
        GLOSS:	for/to+ladies+[fem.pl.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P59W33
      OFFSETS:	169-172
       TOKENS:	P59W39-P59W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	العظيمات
     IS_TRANS:	AlEZymAt
        INDEX:	P59W34
      OFFSETS:	173-181
       TOKENS:	P59W40-P59W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaZiym_1]
   UNSPLITVOC:	(AlEaZiymAt)
          POS:	DET+ADJ+NSUFF_FEM_PL
          VOC:	Al+EaZiym+At
        GLOSS:	the+great/powerful+[fem.pl.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P59W35
      OFFSETS:	182-185
       TOKENS:	P59W41-P59W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	حدث
     IS_TRANS:	Hdv
        INDEX:	P59W36
      OFFSETS:	186-189
       TOKENS:	P59W42-P59W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(Hadav)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Hadav+(null)
        GLOSS:	happen/take place+he/it [verb]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P59W37
      OFFSETS:	190-192
       TOKENS:	P59W43-P59W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	تجاوزات
     IS_TRANS:	tjAwzAt
        INDEX:	P59W38
      OFFSETS:	193-200
       TOKENS:	P59W44-P59W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tajAwuz_1]
   UNSPLITVOC:	(tajAwuzAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	tajAwuz+At
        GLOSS:	exceeding/overstepping+[fem.pl.]

 INPUT STRING:	خلال
     IS_TRANS:	xlAl
        INDEX:	P59W39
      OFFSETS:	201-205
       TOKENS:	P59W45-P59W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xilAl_1]
   UNSPLITVOC:	(xilAl)
          POS:	NOUN
          VOC:	xilAl
        GLOSS:	during/through/(by) means (of)/via/through

 INPUT STRING:	الاحداث
     IS_TRANS:	AlAHdAv
        INDEX:	P59W40
      OFFSETS:	206-213
       TOKENS:	P59W46-P59W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(Al>aHodAv)
          POS:	DET+NOUN
          VOC:	Al+>aHodAv
        GLOSS:	the+event

 INPUT STRING:	الاخيرة
     IS_TRANS:	AlAxyrp
        INDEX:	P59W41
      OFFSETS:	214-221
       TOKENS:	P59W47-P59W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axiyr_1]
   UNSPLITVOC:	(AlAxiyrap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Axiyr+ap
        GLOSS:	the+last/latest/recent/latter/finally/recently/lately+[fem.sg.]

 INPUT STRING:	خارج
     IS_TRANS:	xArj
        INDEX:	P59W42
      OFFSETS:	222-226
       TOKENS:	P59W48-P59W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xArij_1]
   UNSPLITVOC:	(xArij)
          POS:	ADJ
          VOC:	xArij
        GLOSS:	outside/outer part/leaving/departing/exiting

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P59W43
      OFFSETS:	227-231
       TOKENS:	P59W49-P59W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board/Majlis

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P59W44
      OFFSETS:	232-237
       TOKENS:	P59W50-P59W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	ومجلس
     IS_TRANS:	wmjls
        INDEX:	P59W45
      OFFSETS:	238-243
       TOKENS:	P59W51-P59W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(wimajolis)
          POS:	CONJ+NOUN
          VOC:	wi+majolis
        GLOSS:	and+council/board/Majlis

 INPUT STRING:	الوزراء
     IS_TRANS:	AlwzrA'
        INDEX:	P59W46
      OFFSETS:	244-251
       TOKENS:	P59W53-P59W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(AlwuzarA')
          POS:	DET+NOUN
          VOC:	Al+wuzarA'
        GLOSS:	the+ministers

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W47
      OFFSETS:	252-253
       TOKENS:	P59W54-P59W54
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	مازالت
     IS_TRANS:	mAzAlt
        INDEX:	P60W1
      OFFSETS:	0-6
       TOKENS:	P60W1-P60W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zAl_1]
   UNSPLITVOC:	(mA_zAlit)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3FS
          VOC:	mA+zAl+it
        GLOSS:	not+cease/stop being/stop doing+it/they/she [verb]

 INPUT STRING:	ندى
     IS_TRANS:	ndY
        INDEX:	P60W2
      OFFSETS:	7-10
       TOKENS:	P60W3-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nadA_1]
   UNSPLITVOC:	(nadaY)
          POS:	NOUN_PROP
          VOC:	nadaY
        GLOSS:	Nada

 INPUT STRING:	زيتونة
     IS_TRANS:	zytwnp
        INDEX:	P60W3
      OFFSETS:	11-17
       TOKENS:	P60W4-P60W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zayotuwnap_1]
   UNSPLITVOC:	(zayotuwnap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	zayotuwn+ap
        GLOSS:	Zaitouna+[fem.sg.]

 INPUT STRING:	تذهب
     IS_TRANS:	t*hb
        INDEX:	P60W4
      OFFSETS:	18-22
       TOKENS:	P60W5-P60W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*ahab_1]
   UNSPLITVOC:	(ta*ahab)
          POS:	PREP+PV
          VOC:	ta+*ahab
        GLOSS:	by+go

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P60W5
      OFFSETS:	23-26
       TOKENS:	P60W7-P60W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	to

 INPUT STRING:	ميدان
     IS_TRANS:	mydAn
        INDEX:	P60W6
      OFFSETS:	27-32
       TOKENS:	P60W8-P60W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miydAn_1]
   UNSPLITVOC:	(miydAn)
          POS:	NOUN
          VOC:	miydAn
        GLOSS:	square

 INPUT STRING:	التحرير
     IS_TRANS:	AltHryr
        INDEX:	P60W7
      OFFSETS:	33-40
       TOKENS:	P60W9-P60W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHoriyr_1]
   UNSPLITVOC:	(Alt~aHoriyr)
          POS:	DET+NOUN_PROP
          VOC:	Al+taHoriyr
        GLOSS:	the+Tahrir

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P60W8
      OFFSETS:	40-41
       TOKENS:	P60W10-P60W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P61W1
      OFFSETS:	1-3
       TOKENS:	P61W1-P61W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they [masc.pl]

 INPUT STRING:	يعتقدون
     IS_TRANS:	yEtqdwn
        INDEX:	P61W2
      OFFSETS:	4-11
       TOKENS:	P61W2-P61W2
