 INPUT STRING:	هنتخب
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	someone/person/individual

 INPUT STRING:	حاينتخب
     IS_TRANS:	HAyntxb
        INDEX:	P49W3
      OFFSETS:	8-15
       TOKENS:	P49W6-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ainitaxab_1]
   UNSPLITVOC:	(Haynitxib)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+y+nitxib
        GLOSS:	will+he/it+elect/vote

 INPUT STRING:	الفلول
     IS_TRANS:	Alflwl
        INDEX:	P49W4
      OFFSETS:	16-22
       TOKENS:	P49W8-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fal~_1]
   UNSPLITVOC:	(Alfuluwl)
          POS:	DET+NOUN
          VOC:	Al+fuluwl
        GLOSS:	the+dents/notches/nicks

 INPUT STRING:	ألا
     IS_TRANS:	>lA
        INDEX:	P49W5
      OFFSETS:	23-26
       TOKENS:	P49W9-P49W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	except for

 INPUT STRING:	فوق
     IS_TRANS:	fwq
        INDEX:	P49W6
      OFFSETS:	27-30
       TOKENS:	P49W10-P49W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fawoq_1]
   UNSPLITVOC:	(fawoq)
          POS:	NOUN
          VOC:	fawoq
        GLOSS:	above/over/top/upper part

 INPUT STRING:	60
     IS_TRANS:	60
        INDEX:	P49W7
      OFFSETS:	31-33
       TOKENS:	P49W11-P49W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(60)
          POS:	NOUN_NUM
          VOC:	60
        GLOSS:	60

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P49W8
      OFFSETS:	34-36
       TOKENS:	P49W12-P49W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	زوجات
     IS_TRANS:	zwjAt
        INDEX:	P49W9
      OFFSETS:	37-42
       TOKENS:	P49W13-P49W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zawjap_1]
   UNSPLITVOC:	(zawjAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	zawj+At
        GLOSS:	wives+[fem.pl.]

 INPUT STRING:	وامهات
     IS_TRANS:	wAmhAt
        INDEX:	P49W10
      OFFSETS:	43-49
       TOKENS:	P49W14-P49W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(wi>um~ahAt)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wi+>um~ah+At
        GLOSS:	and+mothers+[fem.pl.]

 INPUT STRING:	ضباط
     IS_TRANS:	DbAT
        INDEX:	P49W11
      OFFSETS:	50-54
       TOKENS:	P49W16-P49W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAbiT_1]
   UNSPLITVOC:	(Dub~AT)
          POS:	NOUN
          VOC:	Dub~AT
        GLOSS:	officers

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P49W12
      OFFSETS:	55-60
       TOKENS:	P49W17-P49W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	والشرطة
     IS_TRANS:	wAl$rTp
        INDEX:	P49W13
      OFFSETS:	61-68
       TOKENS:	P49W18-P49W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uroTap_1]
   UNSPLITVOC:	(wiAl$uroTap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+$uroT+ap
        GLOSS:	and+the+police+[fem.sg.]

 INPUT STRING:	صدقينى
     IS_TRANS:	SdqynY
        INDEX:	P49W14
      OFFSETS:	69-75
       TOKENS:	P49W20-P49W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sad~aq_1]
   UNSPLITVOC:	(Sad~aqiyniy)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	Sad~aq+iy+niy
        GLOSS:	believe+you+me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P49W15
      OFFSETS:	76-78
       TOKENS:	P49W22-P49W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حايكسبوا
     IS_TRANS:	HAyksbwA
        INDEX:	P49W16
      OFFSETS:	79-87
       TOKENS:	P49W23-P49W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kisib_1]
   UNSPLITVOC:	(HayiksabuwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+ksab+uwA
        GLOSS:	will+they+win+we

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P49W17
      OFFSETS:	88-91
       TOKENS:	P49W25-P49W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	خلينا
     IS_TRANS:	xlynA
        INDEX:	P49W18
      OFFSETS:	92-97
       TOKENS:	P49W26-P49W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(xal~iynA)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1P
          VOC:	xal~+iy+nA
        GLOSS:	release/evacuate/allow/be released/be evacuated/be allowed+you+us

 INPUT STRING:	نحسبها
     IS_TRANS:	nHsbhA
        INDEX:	P49W19
      OFFSETS:	98-104
       TOKENS:	P49W28-P49W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hasab_1]
   UNSPLITVOC:	(niHosibhA)
          POS:	IV1P+IV+IVSUFF_DO:3FS
          VOC:	ni+Hosib+hA
        GLOSS:	we+count/consider+it/them/her

 INPUT STRING:	60
     IS_TRANS:	60
        INDEX:	P50W1
      OFFSETS:	0-2
       TOKENS:	P50W1-P50W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(60)
          POS:	NOUN_NUM
          VOC:	60
        GLOSS:	60

 INPUT STRING:	%
     IS_TRANS:	%
        INDEX:	P50W2
      OFFSETS:	2-3
       TOKENS:	P50W2-P50W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(%)
          POS:	PUNC
          VOC:	%
        GLOSS:	%

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P50W3
      OFFSETS:	4-6
       TOKENS:	P50W3-P50W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P50W4
      OFFSETS:	7-12
       TOKENS:	P50W4-P50W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	المصرى
     IS_TRANS:	AlmSrY
        INDEX:	P50W5
      OFFSETS:	13-19
       TOKENS:	P50W5-P50W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	تحت
     IS_TRANS:	tHt
        INDEX:	P50W6
      OFFSETS:	20-23
       TOKENS:	P50W6-P50W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(taHot)
          POS:	NOUN
          VOC:	taHot
        GLOSS:	under/beneath

 INPUT STRING:	40
     IS_TRANS:	40
        INDEX:	P50W7
      OFFSETS:	24-26
       TOKENS:	P50W7-P50W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(40)
          POS:	NOUN_NUM
          VOC:	40
        GLOSS:	40

 INPUT STRING:	سنة
     IS_TRANS:	snp
        INDEX:	P50W8
      OFFSETS:	27-30
       TOKENS:	P50W8-P50W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year/years+[fem.sg.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P50W9
      OFFSETS:	31-35
       TOKENS:	P50W9-P50W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/be meant

 INPUT STRING:	معظمهم
     IS_TRANS:	mEZmhm
        INDEX:	P50W10
      OFFSETS:	36-42
       TOKENS:	P50W10-P50W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEoZam_1]
   UNSPLITVOC:	(muEoZamhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	muEoZam+hum
        GLOSS:	most, majority+their

 INPUT STRING:	شباب
     IS_TRANS:	$bAb
        INDEX:	P50W11
      OFFSETS:	43-47
       TOKENS:	P50W12-P50W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	young man/young men

 INPUT STRING:	الاخوان
     IS_TRANS:	AlAxwAn
        INDEX:	P51W1
      OFFSETS:	0-7
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(Al<ixowAn)
          POS:	DET+NOUN
          VOC:	Al+<ixowAn
        GLOSS:	the+brothers

 INPUT STRING:	والسلفيين
     IS_TRANS:	wAlslfyyn
        INDEX:	P51W2
      OFFSETS:	8-17
       TOKENS:	P51W2-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salafiy_1]
   UNSPLITVOC:	(wiAlsalafiy~iyn)
          POS:	CONJ+DET+NOUN+NSUFF_MASC_PL
          VOC:	wi+Al+salafiy~+iyn
        GLOSS:	and+the+Salafi/Salafist+two

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P51W3
      OFFSETS:	18-22
       TOKENS:	P51W4-P51W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakiyd_1]
   UNSPLITVOC:	(Akiyd)
          POS:	ADJ
          VOC:	Akiyd
        GLOSS:	certain/definite

 INPUT STRING:	حايدعموا
     IS_TRANS:	HAydEmwA
        INDEX:	P51W4
      OFFSETS:	23-31
       TOKENS:	P51W5-P51W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[daEam_1]
   UNSPLITVOC:	(HayidEamuwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+dEam+uwA
        GLOSS:	will+they+support+we

 INPUT STRING:	مرشح
     IS_TRANS:	mr$H
        INDEX:	P51W5
      OFFSETS:	32-36
       TOKENS:	P51W7-P51W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mura$~aH_1]
   UNSPLITVOC:	(mura$~aH)
          POS:	NOUN
          VOC:	mura$~aH
        GLOSS:	candidate/nominee

 INPUT STRING:	اسلامى
     IS_TRANS:	AslAmY
        INDEX:	P51W6
      OFFSETS:	37-43
       TOKENS:	P51W8-P51W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisolAmiy_1]
   UNSPLITVOC:	(AisolAmiy)
          POS:	ADJ
          VOC:	AisolAmiy
        GLOSS:	Islamic/Islamist/Muslim

 INPUT STRING:	اخواتنا
     IS_TRANS:	AxwAtnA
        INDEX:	P52W1
      OFFSETS:	0-7
       TOKENS:	P52W1-P52W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(<ixowAtnA)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_1P
          VOC:	<ixow+At+nA
        GLOSS:	brothers/sisters+[fem.pl.]+our

 INPUT STRING:	المسيحيين
     IS_TRANS:	AlmsyHyyn
        INDEX:	P52W2
      OFFSETS:	8-17
       TOKENS:	P52W3-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misiyHiy_1]
   UNSPLITVOC:	(AlmisiyHiy~iyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+misiyHiy~+iyn
        GLOSS:	the+christian+two

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P52W3
      OFFSETS:	18-20
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حايدعموا
     IS_TRANS:	HAydEmwA
        INDEX:	P52W4
      OFFSETS:	21-29
       TOKENS:	P52W5-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[daEam_1]
   UNSPLITVOC:	(HayidEamuwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+dEam+uwA
        GLOSS:	will+they+support+we

 INPUT STRING:	مرشح
     IS_TRANS:	mr$H
        INDEX:	P52W5
      OFFSETS:	30-34
       TOKENS:	P52W7-P52W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mura$~aH_1]
   UNSPLITVOC:	(mura$~aH)
          POS:	NOUN
          VOC:	mura$~aH
        GLOSS:	candidate/nominee

 INPUT STRING:	عسكرى
     IS_TRANS:	EskrY
        INDEX:	P52W6
      OFFSETS:	35-40
       TOKENS:	P52W8-P52W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(Easokariy)
          POS:	ADJ
          VOC:	Easokariy
        GLOSS:	military

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P52W7
      OFFSETS:	41-45
       TOKENS:	P52W9-P52W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	احداث
     IS_TRANS:	AHdAv
        INDEX:	P52W8
      OFFSETS:	46-51
       TOKENS:	P52W11-P52W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(>aHodAv)
          POS:	NOUN
          VOC:	>aHodAv
        GLOSS:	events

 INPUT STRING:	ماسبيرو
     IS_TRANS:	mAsbyrw
        INDEX:	P52W9
      OFFSETS:	52-59
       TOKENS:	P52W12-P52W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[masbiyruw_1]
   UNSPLITVOC:	(masbiyruw)
          POS:	NOUN_PROP
          VOC:	masbiyruw
        GLOSS:	Maspiru

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P53W1
      OFFSETS:	0-5
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	العادية
     IS_TRANS:	AlEAdyp
        INDEX:	P53W2
      OFFSETS:	6-13
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(AlEAdiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+EAdiy~+ap
        GLOSS:	the+ordinary/regular/normal+[fem.sg.]

 INPUT STRING:	ومؤيدى
     IS_TRANS:	wm&ydY
        INDEX:	P53W3
      OFFSETS:	14-20
       TOKENS:	P53W3-P53W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu&ay~id_1]
   UNSPLITVOC:	(wamu&ay~idiy)
          POS:	CONJ+NOUN+NSUFF_MASC_PL_ACC_POSS
          VOC:	wa+mu&ay~id+iy
        GLOSS:	and+supporter/partisan+[masc.pl.acc.]

 INPUT STRING:	البرادعى
     IS_TRANS:	AlbrAdEY
        INDEX:	P53W4
      OFFSETS:	21-29
       TOKENS:	P53W5-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barAdiEiy~_1]
   UNSPLITVOC:	(AlbarAdiEiy~)
          POS:	DET+NOUN_PROP
          VOC:	Al+barAdiEiy~
        GLOSS:	the+Baradei

 INPUT STRING:	وجميع
     IS_TRANS:	wjmyE
        INDEX:	P53W5
      OFFSETS:	30-35
       TOKENS:	P53W6-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyE_1]
   UNSPLITVOC:	(wijamiyE)
          POS:	CONJ+NOUN
          VOC:	wi+jamiyE
        GLOSS:	and+all, entire, every, whole

 INPUT STRING:	الاحزاب
     IS_TRANS:	AlAHzAb
        INDEX:	P53W6
      OFFSETS:	36-43
       TOKENS:	P53W8-P53W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hizob_1]
   UNSPLITVOC:	(Al>aHozAb)
          POS:	DET+NOUN
          VOC:	Al+>aHozAb
        GLOSS:	the+parties/bands

 INPUT STRING:	الليبرالية
     IS_TRANS:	AllybrAlyp
        INDEX:	P53W7
      OFFSETS:	44-54
       TOKENS:	P53W9-P53W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liybirAliy_1]
   UNSPLITVOC:	(AlliybirAliy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+liybirAliy~+ap
        GLOSS:	the+liberal+[fem.sg.]

 INPUT STRING:	معظمهم
     IS_TRANS:	mEZmhm
        INDEX:	P53W8
      OFFSETS:	55-61
       TOKENS:	P53W10-P53W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEoZam_1]
   UNSPLITVOC:	(muEoZamhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	muEoZam+hum
        GLOSS:	most, majority+their

 INPUT STRING:	حاينتخبوا
     IS_TRANS:	HAyntxbwA
        INDEX:	P53W9
      OFFSETS:	62-71
       TOKENS:	P53W12-P53W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aintaxab_1]
   UNSPLITVOC:	(HayintixbuwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+ntixb+uwA
        GLOSS:	will+they+elect/vote+we

 INPUT STRING:	ابو
     IS_TRANS:	Abw
        INDEX:	P53W10
      OFFSETS:	72-75
       TOKENS:	P53W14-P53W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aabuw_1]
   UNSPLITVOC:	(Abuw)
          POS:	NOUN
          VOC:	Abuw
        GLOSS:	father/Abu

 INPUT STRING:	اسماعيل
     IS_TRANS:	AsmAEyl
        INDEX:	P53W11
      OFFSETS:	76-83
       TOKENS:	P53W15-P53W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isomAEiyl_1]
   UNSPLITVOC:	(<isomAEiyl)
          POS:	NOUN_PROP
          VOC:	<isomAEiyl
        GLOSS:	Ishmael/Ismail

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P53W12
      OFFSETS:	84-86
       TOKENS:	P53W16-P53W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	العوا
     IS_TRANS:	AlEwA
        INDEX:	P53W13
      OFFSETS:	87-92
       TOKENS:	P53W17-P53W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EiwA_1]
   UNSPLITVOC:	(AlEiwA)
          POS:	DET+NOUN_PROP
          VOC:	Al+EiwA
        GLOSS:	the+Eiwa

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P53W14
      OFFSETS:	93-95
       TOKENS:	P53W18-P53W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	ابو
     IS_TRANS:	Abw
        INDEX:	P53W15
      OFFSETS:	96-99
       TOKENS:	P53W19-P53W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abuw_1]
   UNSPLITVOC:	(>abuw)
          POS:	NOUN_PROP
          VOC:	>abuw
        GLOSS:	father/Abu

 INPUT STRING:	الفتوح
     IS_TRANS:	AlftwH
        INDEX:	P53W16
      OFFSETS:	100-106
       TOKENS:	P53W20-P53W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[futuwH_1]
   UNSPLITVOC:	(AlfutuwH)
          POS:	DET+NOUN_PROP
          VOC:	Al+futuwH
        GLOSS:	the+Fotouh/Futouh

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P53W17
      OFFSETS:	107-109
       TOKENS:	P53W21-P53W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	حمدين
     IS_TRANS:	Hmdyn
        INDEX:	P53W18
      OFFSETS:	110-115
       TOKENS:	P53W22-P53W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hamdiyn_1]
   UNSPLITVOC:	(Hamdiyn)
          POS:	NOUN_PROP
          VOC:	Hamdiyn
        GLOSS:	Hamdin

 INPUT STRING:	صباحى
     IS_TRANS:	SbAHY
        INDEX:	P53W19
      OFFSETS:	116-121
       TOKENS:	P53W23-P53W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SubAHiy~_1]
   UNSPLITVOC:	(SubAHiy~)
          POS:	NOUN_PROP
          VOC:	SubAHiy~
        GLOSS:	Subahi

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P54W1
      OFFSETS:	0-4
       TOKENS:	P54W1-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiyh$)
          POS:	NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	ma+fiy+h+$
