 INPUT STRING:	الاقتصاد
       TOKENS:	P27W1-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tawDiyH_1]
   UNSPLITVOC:	(witawDiyHAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+tawDiyH+AF
        GLOSS:	and+explanation/clarification+[acc.indef.]

 INPUT STRING:	لسبب
     IS_TRANS:	lsbb
        INDEX:	P27W2
      OFFSETS:	8-12
       TOKENS:	P27W3-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(lisabab)
          POS:	PREP+NOUN
          VOC:	li+sabab
        GLOSS:	for/to+reason/cause

 INPUT STRING:	نشر
     IS_TRANS:	n$r
        INDEX:	P27W3
      OFFSETS:	13-16
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[na$or_1]
   UNSPLITVOC:	(na$or)
          POS:	NOUN
          VOC:	na$or
        GLOSS:	publication/announcement

 INPUT STRING:	مثل
     IS_TRANS:	mvl
        INDEX:	P27W4
      OFFSETS:	17-20
       TOKENS:	P27W6-P27W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mivol_1]
   UNSPLITVOC:	(mivol)
          POS:	NOUN
          VOC:	mivol
        GLOSS:	like/such as

 INPUT STRING:	هذه
     IS_TRANS:	h*h
        INDEX:	P27W5
      OFFSETS:	21-24
       TOKENS:	P27W7-P27W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*ihi)
          POS:	DEM_PRON_F
          VOC:	ha*ihi
        GLOSS:	this/these

 INPUT STRING:	المقالات
     IS_TRANS:	AlmqAlAt
        INDEX:	P27W6
      OFFSETS:	25-33
       TOKENS:	P27W8-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqAl_1]
   UNSPLITVOC:	(AlmaqAlAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+maqAl+At
        GLOSS:	the+articles/essays+[fem.pl.]

 INPUT STRING:	المقال
     IS_TRANS:	AlmqAl
        INDEX:	P28W1
      OFFSETS:	0-6
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqAl_1]
   UNSPLITVOC:	(AlmaqAl)
          POS:	DET+NOUN
          VOC:	Al+maqAl
        GLOSS:	the+article/essay

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P28W2
      OFFSETS:	7-9
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P28W3
      OFFSETS:	10-13
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_2]
   UNSPLITVOC:	(>aw~il)
          POS:	ADJ_NUM
          VOC:	>aw~il
        GLOSS:	first

 INPUT STRING:	مره
     IS_TRANS:	mrh
        INDEX:	P28W4
      OFFSETS:	14-17
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	occasion/time/moment+[fem.sg.]

 INPUT STRING:	اتكتب
     IS_TRANS:	Atktb
        INDEX:	P28W5
      OFFSETS:	18-23
       TOKENS:	P28W5-P28W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokatab_1]
   UNSPLITVOC:	(Aitokatab)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	Aitokatab+(null)
        GLOSS:	be written+he/it [verb]

 INPUT STRING:	بصيغه
     IS_TRANS:	bSygh
        INDEX:	P28W6
      OFFSETS:	24-29
       TOKENS:	P28W6-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Siygap_1]
   UNSPLITVOC:	(biSiygap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+Siyg+ap
        GLOSS:	with/by+form/shape/formula+[fem.sg.]

 INPUT STRING:	مختلفه
     IS_TRANS:	mxtlfh
        INDEX:	P28W7
      OFFSETS:	30-36
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxotalif_1]
   UNSPLITVOC:	(muxotalifap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muxotalif+ap
        GLOSS:	different/various+[fem.sg.]

 INPUT STRING:	ولكن
     IS_TRANS:	wlkn
        INDEX:	P28W8
      OFFSETS:	37-41
       TOKENS:	P28W9-P28W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(wilakin)
          POS:	CONJ+CONJ
          VOC:	wi+lakin
        GLOSS:	and+but

 INPUT STRING:	بنفس
     IS_TRANS:	bnfs
        INDEX:	P28W9
      OFFSETS:	42-46
       TOKENS:	P28W11-P28W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(binafos)
          POS:	PREP+NOUN
          VOC:	bi+nafos
        GLOSS:	with/by+same/self

 INPUT STRING:	المضمون
     IS_TRANS:	AlmDmwn
        INDEX:	P28W10
      OFFSETS:	47-54
       TOKENS:	P28W13-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maDomuwn_1]
   UNSPLITVOC:	(AlmaDomuwn)
          POS:	DET+NOUN
          VOC:	Al+maDomuwn
        GLOSS:	the+content

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P28W11
      OFFSETS:	55-58
       TOKENS:	P28W14-P28W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P28W12
      OFFSETS:	59-61
       TOKENS:	P28W15-P28W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	موقع
     IS_TRANS:	mwqE
        INDEX:	P28W13
      OFFSETS:	62-66
       TOKENS:	P28W16-P28W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mawoqiE_1]
   UNSPLITVOC:	(mawoqiE)
          POS:	NOUN
          VOC:	mawoqiE
        GLOSS:	position/location/site

 INPUT STRING:	الحركه
     IS_TRANS:	AlHrkh
        INDEX:	P28W14
      OFFSETS:	67-73
       TOKENS:	P28W17-P28W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harakap_1]
   UNSPLITVOC:	(AlHarakap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Harak+ap
        GLOSS:	the+movement/activity/organization+[fem.sg.]

 INPUT STRING:	الثوريه
     IS_TRANS:	Alvwryh
        INDEX:	P28W15
      OFFSETS:	74-81
       TOKENS:	P28W18-P28W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawriy_1]
   UNSPLITVOC:	(Alv~awriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+vawriy~+ap
        GLOSS:	the+revolutionary+[fem.sg.]

 INPUT STRING:	الاشتراكيه
     IS_TRANS:	AlA$trAkyh
        INDEX:	P28W16
      OFFSETS:	82-92
       TOKENS:	P28W19-P28W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlAi$otirAkiy~_1]
   UNSPLITVOC:	(AlAi$otirAkiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Ai$otirAkiy~+ap
        GLOSS:	the+socialist+[fem.sg.]

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P28W17
      OFFSETS:	93-96
       TOKENS:	P28W20-P28W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P28W18
      OFFSETS:	97-100
       TOKENS:	P28W21-P28W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	الاستفتاء
     IS_TRANS:	AlAstftA'
        INDEX:	P28W19
      OFFSETS:	101-110
       TOKENS:	P28W22-P28W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotifotA'_1]
   UNSPLITVOC:	(AlAisotifotA')
          POS:	DET+NOUN
          VOC:	Al+AisotifotA'
        GLOSS:	the+referendum/poll/questionnaire

 INPUT STRING:	مباشرة
     IS_TRANS:	mbA$rp
        INDEX:	P28W20
      OFFSETS:	111-117
       TOKENS:	P28W23-P28W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubA$orap_1]
   UNSPLITVOC:	(mubA$orap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mubA$or+ap
        GLOSS:	directly/immediately+[fem.sg.]

 INPUT STRING:	وبعد
     IS_TRANS:	wbEd
        INDEX:	P28W21
      OFFSETS:	118-122
       TOKENS:	P28W24-P28W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(wibaEod)
          POS:	CONJ+NOUN
          VOC:	wi+baEod
        GLOSS:	and+after

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P28W22
      OFFSETS:	123-125
       TOKENS:	P28W26-P28W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	ظهر
     IS_TRANS:	Zhr
        INDEX:	P28W23
      OFFSETS:	126-129
       TOKENS:	P28W27-P28W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zahar_1]
   UNSPLITVOC:	(Zahar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Zahar+(null)
        GLOSS:	appear/emerge+he/it [verb]

 INPUT STRING:	قوة
     IS_TRANS:	qwp
        INDEX:	P28W24
      OFFSETS:	130-133
       TOKENS:	P28W28-P28W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quw~ap_1]
   UNSPLITVOC:	(quw~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	quw~+ap
        GLOSS:	power/strength+[fem.sg.]

 INPUT STRING:	الاسلاميين
     IS_TRANS:	AlAslAmyyn
        INDEX:	P28W25
      OFFSETS:	134-144
       TOKENS:	P28W29-P28W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAmiy_1]
   UNSPLITVOC:	(Al<isolAmiy~iyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+<isolAmiy~+iyn
        GLOSS:	the+Islamic/Islamist/Muslim+[masc.pl.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P28W26
      OFFSETS:	145-148
       TOKENS:	P28W30-P28W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الارض
     IS_TRANS:	AlArD
        INDEX:	P28W27
      OFFSETS:	149-154
       TOKENS:	P28W31-P28W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aroD_1]
   UNSPLITVOC:	(Al>aroD)
          POS:	DET+NOUN
          VOC:	Al+>aroD
        GLOSS:	the+earth/territory/land

 INPUT STRING:	ومن
     IS_TRANS:	wmn
        INDEX:	P29W1
      OFFSETS:	0-3
       TOKENS:	P29W1-P29W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(wimin)
          POS:	CONJ+PREP
          VOC:	wi+min
        GLOSS:	and+from

 INPUT STRING:	باب
     IS_TRANS:	bAb
        INDEX:	P29W2
      OFFSETS:	4-7
       TOKENS:	P29W3-P29W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAb_1]
   UNSPLITVOC:	(bAb)
          POS:	NOUN
          VOC:	bAb
        GLOSS:	door/gate

 INPUT STRING:	تعطيل
     IS_TRANS:	tETyl
        INDEX:	P29W3
      OFFSETS:	8-13
       TOKENS:	P29W4-P29W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEoTiyl_1]
   UNSPLITVOC:	(taEoTiyl)
          POS:	NOUN
          VOC:	taEoTiyl
        GLOSS:	hindering/interruption/obstruction

 INPUT STRING:	المسيره
     IS_TRANS:	Almsyrh
        INDEX:	P29W4
      OFFSETS:	14-21
       TOKENS:	P29W5-P29W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masiyrap_2]
   UNSPLITVOC:	(Almasiyrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+masiyr+ap
        GLOSS:	the+operation/activities/functioning+[fem.sg.]

 INPUT STRING:	واللي
     IS_TRANS:	wAlly
        INDEX:	P29W5
      OFFSETS:	22-27
       TOKENS:	P29W6-P29W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(wiAill~iy)
          POS:	CONJ+REL_PRON
          VOC:	wi+Aill~iy
        GLOSS:	and+who/whom/which

 INPUT STRING:	هتنتهي
     IS_TRANS:	htnthy
        INDEX:	P29W6
      OFFSETS:	28-34
       TOKENS:	P29W8-P29W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotahaY_1]
   UNSPLITVOC:	(Hatinotihiy)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+notihiy
        GLOSS:	will+it/they/she+be concluded/be completed

 INPUT STRING:	باغلبية
     IS_TRANS:	bAglbyp
        INDEX:	P29W7
      OFFSETS:	35-42
       TOKENS:	P29W10-P29W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aagolabiy~ap_1]
   UNSPLITVOC:	(biAgolabiy~ap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+Agolabiy~+ap
        GLOSS:	with/by+majority+[fem.sg.]

 INPUT STRING:	اسلاميه
     IS_TRANS:	AslAmyh
        INDEX:	P29W8
      OFFSETS:	43-50
       TOKENS:	P29W12-P29W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAmiy_1]
   UNSPLITVOC:	(<isolAmiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	<isolAmiy~+ap
        GLOSS:	Islamic/Islamist/Muslim+[fem.sg.]

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P29W9
      OFFSETS:	51-53
       TOKENS:	P29W13-P29W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	something like

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P29W10
      OFFSETS:	54-56
       TOKENS:	P29W14-P29W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P29W11
      OFFSETS:	57-60
       TOKENS:	P29W15-P29W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_2]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	occur/happen/take place+he/it [verb]

 INPUT STRING:	بدأت
     IS_TRANS:	bd>t
        INDEX:	P29W12
      OFFSETS:	61-65
       TOKENS:	P29W16-P29W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bada>_1]
   UNSPLITVOC:	(bada>it)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	bada>+it
        GLOSS:	start/begin+it/they/she [verb]

 INPUT STRING:	المقالات
     IS_TRANS:	AlmqAlAt
        INDEX:	P29W13
      OFFSETS:	66-74
       TOKENS:	P29W17-P29W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqAl_1]
   UNSPLITVOC:	(AlmaqAlAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+maqAl+At
        GLOSS:	the+articles/essays+[fem.pl.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P29W14
      OFFSETS:	75-79
       TOKENS:	P29W18-P29W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P29W15
      OFFSETS:	80-82
       TOKENS:	P29W19-P29W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	something like

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P29W16
      OFFSETS:	83-85
       TOKENS:	P29W20-P29W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	تطلع
     IS_TRANS:	tTlE
        INDEX:	P29W17
      OFFSETS:	86-90
       TOKENS:	P29W21-P29W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(tiTolaE)
          POS:	IV3FS+IV
          VOC:	ti+TolaE
        GLOSS:	she/it/they+appear/rise

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P29W18
      OFFSETS:	91-96
       TOKENS:	P29W22-P29W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+us

 INPUT STRING:	بكلااام
     IS_TRANS:	bklAAAm
        INDEX:	P29W19
      OFFSETS:	97-104
       TOKENS:	P29W24-P29W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(bikalAm)
          POS:	PREP+NOUN
          VOC:	bi+kalAm
        GLOSS:	by/with+speech/statement/remark/talk/saying

 INPUT STRING:	يشحن
     IS_TRANS:	y$Hn
        INDEX:	P29W20
      OFFSETS:	105-109
       TOKENS:	P29W26-P29W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aHan_1]
   UNSPLITVOC:	(yi$oHin)
          POS:	IV3MS+IV
          VOC:	yi+$oHin
        GLOSS:	he/it+ship/freight/load

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P29W21
      OFFSETS:	110-115
       TOKENS:	P29W27-P29W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	ضد
     IS_TRANS:	Dd
        INDEX:	P29W22
      OFFSETS:	116-118
       TOKENS:	P29W28-P29W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Did~_1]
   UNSPLITVOC:	(Did~)
          POS:	NOUN
          VOC:	Did~
        GLOSS:	contrary/against/opposed/anti-/counter-/opposites

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P29W23
      OFFSETS:	119-124
       TOKENS:	P29W29-P29W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	وادينا
     IS_TRANS:	wAdynA
        INDEX:	P30W1
      OFFSETS:	0-6
       TOKENS:	P30W1-P30W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|adiy_1]
   UNSPLITVOC:	(wi>adiynA)
          POS:	CONJ+DEM_PRON+PRON_1P
          VOC:	wi+>adiy+nA
        GLOSS:	and+this+we

 INPUT STRING:	شفنا
     IS_TRANS:	$fnA
        INDEX:	P30W2
      OFFSETS:	7-11
       TOKENS:	P30W4-P30W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($ufnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	$uf+nA
        GLOSS:	look+we [verb]

 INPUT STRING:	نتيجة
     IS_TRANS:	ntyjp
        INDEX:	P30W3
      OFFSETS:	12-17
       TOKENS:	P30W5-P30W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[natiyjap_1]
   UNSPLITVOC:	(natiyjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	natiyj+ap
        GLOSS:	result/consequence+[fem.sg.]

 INPUT STRING:	شحن
     IS_TRANS:	$Hn
        INDEX:	P30W4
      OFFSETS:	18-21
       TOKENS:	P30W6-P30W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aHon_1]
   UNSPLITVOC:	($aHon)
          POS:	NOUN
          VOC:	$aHon
        GLOSS:	transportation/shipment/freighting

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P30W5
      OFFSETS:	22-27
       TOKENS:	P30W7-P30W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	ضد
     IS_TRANS:	Dd
        INDEX:	P30W6
      OFFSETS:	28-30
       TOKENS:	P30W8-P30W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Did~_1]
   UNSPLITVOC:	(Did~)
          POS:	NOUN
          VOC:	Did~
        GLOSS:	contrary/against/opposed/anti-/counter-/opposites

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P30W7
      OFFSETS:	31-36
       TOKENS:	P30W9-P30W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	وتجريئه
     IS_TRANS:	wtjry}h
        INDEX:	P30W8
      OFFSETS:	37-44
       TOKENS:	P30W10-P30W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
