 INPUT STRING:	اريد
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(AlbaEoD)
          POS:	DET+NOUN_QUANT
          VOC:	Al+baEoD
        GLOSS:	the+some/a few/little/part

 INPUT STRING:	ليل
     IS_TRANS:	lyl
        INDEX:	P26W12
      OFFSETS:	64-67
       TOKENS:	P26W15-P26W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layl_1]
   UNSPLITVOC:	(layl)
          POS:	NOUN
          VOC:	layl
        GLOSS:	soire/evenings/evening/night/nights/nighttime/at night

 INPUT STRING:	ونهار
     IS_TRANS:	wnhAr
        INDEX:	P26W13
      OFFSETS:	68-73
       TOKENS:	P26W16-P26W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahAr_1]
   UNSPLITVOC:	(winahAr)
          POS:	CONJ+NOUN
          VOC:	wi+nahAr
        GLOSS:	and+daytime/day/by day/during the day

 INPUT STRING:	عنها
     IS_TRANS:	EnhA
        INDEX:	P26W14
      OFFSETS:	74-78
       TOKENS:	P26W18-P26W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~ahA)
          POS:	PREP+PRON_3FS
          VOC:	Ean~+hA
        GLOSS:	(away) from/off/about/on/over+it/them/her

 INPUT STRING:	إلا
     IS_TRANS:	<lA
        INDEX:	P26W15
      OFFSETS:	79-82
       TOKENS:	P26W20-P26W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	PREP
          VOC:	<il~A
        GLOSS:	except

 INPUT STRING:	إن
     IS_TRANS:	<n
        INDEX:	P26W16
      OFFSETS:	83-85
       TOKENS:	P26W21-P26W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الجمهور
     IS_TRANS:	Aljmhwr
        INDEX:	P26W17
      OFFSETS:	86-93
       TOKENS:	P26W22-P26W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jumohuwr_1]
   UNSPLITVOC:	(Aljumohuwr)
          POS:	DET+NOUN
          VOC:	Al+jumohuwr
        GLOSS:	the+multitude/public/masses

 INPUT STRING:	المصريين
     IS_TRANS:	AlmSryyn
        INDEX:	P26W18
      OFFSETS:	95-103
       TOKENS:	P26W23-P26W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~iyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+maSoriy~+iyn
        GLOSS:	the+Egyptian/egyptology/misri+[masc.pl.]

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P26W19
      OFFSETS:	105-108
       TOKENS:	P26W24-P26W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	apart from/without/other/execpt/except/not

 INPUT STRING:	مقبلين
     IS_TRANS:	mqblyn
        INDEX:	P26W20
      OFFSETS:	109-115
       TOKENS:	P26W25-P26W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqobil_1]
   UNSPLITVOC:	(muqobiliyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	muqobil+iyn
        GLOSS:	next/coming/approaching+[masc.pl.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P26W21
      OFFSETS:	116-119
       TOKENS:	P26W26-P26W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	تعلّمها
     IS_TRANS:	tEl~mhA
        INDEX:	P26W22
      OFFSETS:	120-127
       TOKENS:	P26W27-P26W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEal~um_1]
   UNSPLITVOC:	(taEal~umhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	taEal~um+hA
        GLOSS:	study/learn+its/their/her

 INPUT STRING:	صحح
     IS_TRANS:	SHH
        INDEX:	P26W23
      OFFSETS:	128-131
       TOKENS:	P26W29-P26W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~aH_1]
   UNSPLITVOC:	(SaH~aH)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	SaH~aH+(null)
        GLOSS:	correct/confirm+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P26W24
      OFFSETS:	132-134
       TOKENS:	P26W30-P26W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy~a)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P26W25
      OFFSETS:	135-137
       TOKENS:	P26W32-P26W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	غلطان
     IS_TRANS:	glTAn
        INDEX:	P26W26
      OFFSETS:	138-143
       TOKENS:	P26W33-P26W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galoTAn_1]
   UNSPLITVOC:	(galoTAn)
          POS:	ADJ
          VOC:	galoTAn
        GLOSS:	wrong/erring

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P26W27
      OFFSETS:	144-145
       TOKENS:	P26W34-P26W34
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	وقلّي
     IS_TRANS:	wql~y
        INDEX:	P26W28
      OFFSETS:	146-151
       TOKENS:	P26W35-P26W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqul~iy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS+PREP+PRON_1S
          VOC:	wi+qul+(null)+li+iy
        GLOSS:	and+say+you+for/to+me

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P26W29
      OFFSETS:	152-154
       TOKENS:	P26W39-P26W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	متاح
     IS_TRANS:	mtAH
        INDEX:	P26W30
      OFFSETS:	155-159
       TOKENS:	P26W40-P26W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutAH_1]
   UNSPLITVOC:	(mutAH)
          POS:	ADJ
          VOC:	mutAH
        GLOSS:	provided/available/granted

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P26W31
      OFFSETS:	160-162
       TOKENS:	P26W41-P26W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P26W32
      OFFSETS:	163-167
       TOKENS:	P26W42-P26W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/(actually/in effect)/acts+[acc.indef.]

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P26W33
      OFFSETS:	168-171
       TOKENS:	P26W43-P26W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	مراجع
     IS_TRANS:	mrAjE
        INDEX:	P26W34
      OFFSETS:	172-177
       TOKENS:	P26W45-P26W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[marojiE_2]
   UNSPLITVOC:	(marAjiE)
          POS:	NOUN
          VOC:	marAjiE
        GLOSS:	sources/reference works

 INPUT STRING:	بيكتبها
     IS_TRANS:	byktbhA
        INDEX:	P26W35
      OFFSETS:	178-185
       TOKENS:	P26W46-P26W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(biyikotibhA)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	bi+yi+kotib+hA
        GLOSS:	[present-tense]+he/it+write/be written/be fated/be destined+it/them/her

 INPUT STRING:	مصريين
     IS_TRANS:	mSryyn
        INDEX:	P26W36
      OFFSETS:	187-193
       TOKENS:	P26W49-P26W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(maSoriy~iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	maSoriy~+iyn
        GLOSS:	egyptians/Egyptian+two

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P26W37
      OFFSETS:	195-197
       TOKENS:	P26W50-P26W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P26W38
      OFFSETS:	198-202
       TOKENS:	P26W51-P26W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	عاوزين
     IS_TRANS:	EAwzyn
        INDEX:	P26W39
      OFFSETS:	203-209
       TOKENS:	P26W52-P26W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwoziyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EAwoz+iyn
        GLOSS:	wanting/needing+[masc.pl.]

 INPUT STRING:	يحيوا
     IS_TRANS:	yHywA
        INDEX:	P26W40
      OFFSETS:	210-215
       TOKENS:	P26W53-P26W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHoyay_1]
   UNSPLITVOC:	(yiHoyuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+Hoy+uwA
        GLOSS:	they+enliven/celebrate+[pl.]

 INPUT STRING:	القبطيه
     IS_TRANS:	AlqbTyh
        INDEX:	P26W41
      OFFSETS:	216-223
       TOKENS:	P26W54-P26W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiboTiy_1]
   UNSPLITVOC:	(AlqiboTiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+qiboTiy~+ap
        GLOSS:	the+Coptic+[fem.sg.]

 INPUT STRING:	تعتبر
     IS_TRANS:	tEtbr
        INDEX:	P26W42
      OFFSETS:	224-229
       TOKENS:	P26W55-P26W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotabar_1]
   UNSPLITVOC:	(tuEotabar)
          POS:	IV3FS+IV
          VOC:	tu+Eotabar
        GLOSS:	it/they/she+concider

 INPUT STRING:	مراجع
     IS_TRANS:	mrAjE
        INDEX:	P26W43
      OFFSETS:	230-235
       TOKENS:	P26W56-P26W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[marojiE_2]
   UNSPLITVOC:	(marAjiE)
          POS:	NOUN
          VOC:	marAjiE
        GLOSS:	sources/reference works

 INPUT STRING:	علميه
     IS_TRANS:	Elmyh
        INDEX:	P26W44
      OFFSETS:	236-241
       TOKENS:	P26W57-P26W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilomiy_1]
   UNSPLITVOC:	(Eilomiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Eilomiy~+ap
        GLOSS:	scientific/scholarly/academic+[fem.sg.]

 INPUT STRING:	تُسهّل
     IS_TRANS:	tush~l
        INDEX:	P26W45
      OFFSETS:	242-248
       TOKENS:	P26W58-P26W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sah~il_1]
   UNSPLITVOC:	(tisah~il)
          POS:	IV3FS+IV
          VOC:	ti+sah~il
        GLOSS:	it/they/she+facilitate/make easy

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P26W46
      OFFSETS:	249-252
       TOKENS:	P26W59-P26W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الدارسين
     IS_TRANS:	AldArsyn
        INDEX:	P26W47
      OFFSETS:	253-261
       TOKENS:	P26W60-P26W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAriys_1]
   UNSPLITVOC:	(Ald~Arisiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+dAriys+iyn
        GLOSS:	the+students+[masc.pl.]

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P26W48
      OFFSETS:	262-264
       TOKENS:	P26W61-P26W61
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	المصريين
     IS_TRANS:	AlmSryyn
        INDEX:	P26W49
      OFFSETS:	265-273
       TOKENS:	P26W62-P26W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+maSoriy~+iyn
        GLOSS:	the+Egyptian/Egyptians+[pl.]

 INPUT STRING:	دراستها
     IS_TRANS:	drAsthA
        INDEX:	P26W50
      OFFSETS:	274-281
       TOKENS:	P26W63-P26W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dirAsap_1]
   UNSPLITVOC:	(dirAsithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	dirAs+ap+hA
        GLOSS:	study/studies/research+[fem.sg.]+its/their/her

 INPUT STRING:	وتعلّمها
     IS_TRANS:	wtEl~mhA
        INDEX:	P26W51
      OFFSETS:	282-290
       TOKENS:	P26W65-P26W67
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEal~um_1]
   UNSPLITVOC:	(witaEal~umhA)
          POS:	CONJ+NOUN+POSS_PRON_3FS
          VOC:	wi+taEal~um+hA
        GLOSS:	and+learning/study+its/their/her

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P26W52
      OFFSETS:	291-292
       TOKENS:	P26W68-P26W68
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	شكرًا
     IS_TRANS:	$krFA
        INDEX:	P27W1
      OFFSETS:	0-5
       TOKENS:	P27W1-P27W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ukr_1]
   UNSPLITVOC:	($ukrAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	$ukr+AF
        GLOSS:	thanks+[acc.indef.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P27W2
      OFFSETS:	6-9
       TOKENS:	P27W2-P27W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	تجاوبك
     IS_TRANS:	tjAwbk
        INDEX:	P27W3
      OFFSETS:	10-16
       TOKENS:	P27W3-P27W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tajAwub_1]
   UNSPLITVOC:	(tajAwubak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	tajAwub+ak
        GLOSS:	response/consent+your

 INPUT STRING:	مقدمًا
     IS_TRANS:	mqdmFA
        INDEX:	P27W4
      OFFSETS:	17-23
       TOKENS:	P27W5-P27W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muqad~am_1]
   UNSPLITVOC:	(muqad~amAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	muqad~am+AF
        GLOSS:	in advance+[acc.indef.]

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P27W5
      OFFSETS:	24-29
       TOKENS:	P27W6-P27W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(wirab~inA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+rab~+nA
        GLOSS:	and+lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يوفقك
     IS_TRANS:	ywfqk
        INDEX:	P27W6
      OFFSETS:	30-35
       TOKENS:	P27W9-P27W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waf~aq_1]
   UNSPLITVOC:	(yiwaf~aqak)
          POS:	IV3MS+IV+IVSUFF_DO:2MS
          VOC:	yi+waf~aq+ak
        GLOSS:	he/it+grant success/be granted success/be successful+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P27W7
      OFFSETS:	36-38
       TOKENS:	P27W11-P27W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	قمر
     IS_TRANS:	qmr
        INDEX:	P27W8
      OFFSETS:	39-42
       TOKENS:	P27W12-P27W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qamar_1]
   UNSPLITVOC:	(qamar)
          POS:	NOUN
          VOC:	qamar
        GLOSS:	moon/satellite/satellites

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P27W9
      OFFSETS:	42-43
       TOKENS:	P27W13-P27W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	هاري
     IS_TRANS:	hAry
        INDEX:	P28W1
      OFFSETS:	0-4
       TOKENS:	P28W1-P28W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hAriy_1]
   UNSPLITVOC:	(hAriy)
          POS:	NOUN_PROP
          VOC:	hAriy
        GLOSS:	Hari

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P28W2
      OFFSETS:	7-8
       TOKENS:	P28W2-P28W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P28W3
      OFFSETS:	8-9
       TOKENS:	P28W3-P28W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P28W4
      OFFSETS:	9-10
       TOKENS:	P28W4-P28W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	مداخلتك
     IS_TRANS:	mdAxltk
        INDEX:	P28W5
      OFFSETS:	13-20
       TOKENS:	P28W5-P28W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mudAxlap_1]
   UNSPLITVOC:	(mudAxlitak)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2MS
          VOC:	mudAxl+ap+ak
        GLOSS:	interference/participation+[fem.sg.]+your

 INPUT STRING:	السابقة
     IS_TRANS:	AlsAbqp
        INDEX:	P28W6
      OFFSETS:	21-28
       TOKENS:	P28W7-P28W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlsAbiq_1]
   UNSPLITVOC:	(AlsAbiqap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+sAbiq+ap
        GLOSS:	the+former/previous/preceding+[fem.sg.]

 INPUT STRING:	منتازه
     IS_TRANS:	mntAzh
        INDEX:	P28W7
      OFFSETS:	29-35
       TOKENS:	P28W8-P28W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mntAzh)
          POS:	TYPO
          VOC:	mntAzh
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P28W8
      OFFSETS:	38-39
       TOKENS:	P28W9-P28W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P28W9
      OFFSETS:	39-40
       TOKENS:	P28W10-P28W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P28W10
      OFFSETS:	40-41
       TOKENS:	P28W11-P28W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P28W11
      OFFSETS:	44-49
       TOKENS:	P28W12-P28W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with/by+Allah/God

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P28W12
      OFFSETS:	50-52
       TOKENS:	P28W14-P28W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	قصّرت
     IS_TRANS:	qS~rt
        INDEX:	P28W13
      OFFSETS:	53-58
       TOKENS:	P28W15-P28W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaS~ar_1]
   UNSPLITVOC:	(qaS~art)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	qaS~ar+t
        GLOSS:	shorten/curtail+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P28W14
      OFFSETS:	59-61
       TOKENS:	P28W16-P28W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
