 INPUT STRING:	عجبت
 INPUT STRING:	بدعم
     IS_TRANS:	bdEm
        INDEX:	P44W4
      OFFSETS:	15-19
       TOKENS:	P44W5-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEom_1]
   UNSPLITVOC:	(bidaEom)
          POS:	PREP+NOUN
          VOC:	bi+daEom
        GLOSS:	with/by+support/assistance/endorsement

 INPUT STRING:	شباب
     IS_TRANS:	$bAb
        INDEX:	P44W5
      OFFSETS:	20-24
       TOKENS:	P44W7-P44W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	young men

 INPUT STRING:	الاخوان
     IS_TRANS:	AlAxwAn
        INDEX:	P44W6
      OFFSETS:	25-32
       TOKENS:	P44W8-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixowAn_1]
   UNSPLITVOC:	(AlAixowAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+<ixowAn
        GLOSS:	the+Muslims Brotherhood

 INPUT STRING:	بمرشح
     IS_TRANS:	bmr$H
        INDEX:	P44W7
      OFFSETS:	33-38
       TOKENS:	P44W9-P44W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mura$~aH_1]
   UNSPLITVOC:	(bimura$~aH)
          POS:	PREP+NOUN
          VOC:	bi+mura$~aH
        GLOSS:	with/by+candidate/nominee

 INPUT STRING:	معين
     IS_TRANS:	mEyn
        INDEX:	P44W8
      OFFSETS:	39-43
       TOKENS:	P44W11-P44W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEay~an_1]
   UNSPLITVOC:	(muEay~an)
          POS:	ADJ
          VOC:	muEay~an
        GLOSS:	fixed/determined/prescribed

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P44W9
      OFFSETS:	44-46
       TOKENS:	P44W12-P44W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P44W10
      OFFSETS:	47-50
       TOKENS:	P44W13-P44W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P44W11
      OFFSETS:	51-53
       TOKENS:	P44W14-P44W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيفرضوا
     IS_TRANS:	hyfrDwA
        INDEX:	P44W12
      OFFSETS:	54-61
       TOKENS:	P44W15-P44W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faraD_1]
   UNSPLITVOC:	(HayiforiDuwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	Ha+yi+foriD+uwA
        GLOSS:	will+they+impose+[pl.]

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P44W13
      OFFSETS:	62-67
       TOKENS:	P44W17-P44W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+us

 INPUT STRING:	المرشح
     IS_TRANS:	Almr$H
        INDEX:	P44W14
      OFFSETS:	68-74
       TOKENS:	P44W19-P44W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mura$~aH_1]
   UNSPLITVOC:	(Almura$~aH)
          POS:	DET+NOUN
          VOC:	Al+mura$~aH
        GLOSS:	the+candidate/nominee

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P44W15
      OFFSETS:	75-79
       TOKENS:	P44W20-P44W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/whom

 INPUT STRING:	هيدعموه
     IS_TRANS:	hydEmwh
        INDEX:	P44W16
      OFFSETS:	80-87
       TOKENS:	P44W21-P44W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[daEam_1]
   UNSPLITVOC:	(hayidoEamuwA)
          POS:	FUT_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	ha+yi+doEam+uwA
        GLOSS:	will+they+support/strengthen+[pl.]

 INPUT STRING:	وكلانا
     IS_TRANS:	wklAnA
        INDEX:	P44W17
      OFFSETS:	88-94
       TOKENS:	P44W23-P44W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kilA_1]
   UNSPLITVOC:	(wakilAnA)
          POS:	CONJ+NOUN_QUANT+POSS_PRON_1P
          VOC:	wa+kilA+nA
        GLOSS:	and+both of+our

 INPUT STRING:	يعلم
     IS_TRANS:	yElm
        INDEX:	P44W18
      OFFSETS:	95-99
       TOKENS:	P44W26-P44W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilim_1]
   UNSPLITVOC:	(yiEolam)
          POS:	IV3MS+IV
          VOC:	yi+Eolam
        GLOSS:	he/it+know

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P44W19
      OFFSETS:	100-104
       TOKENS:	P44W27-P44W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	هنرشح
     IS_TRANS:	hnr$H
        INDEX:	P44W20
      OFFSETS:	105-110
       TOKENS:	P44W28-P44W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra$~aH_1]
   UNSPLITVOC:	(hanira$~aH)
          POS:	FUT_PART+IV1P+IV
          VOC:	ha+ni+ra$~aH
        GLOSS:	will+we+nominate/appoint as candidate

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P44W21
      OFFSETS:	111-114
       TOKENS:	P44W30-P44W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(miyn)
          POS:	REL_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P45W1
      OFFSETS:	0-2
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	تعالي
     IS_TRANS:	tEAly
        INDEX:	P45W2
      OFFSETS:	3-8
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAlay_1]
   UNSPLITVOC:	(taEAliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	taEAl+iy
        GLOSS:	come/let's+you [fem.sg.] [verb]

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P45W3
      OFFSETS:	9-12
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that/such

 INPUT STRING:	اقولك
     IS_TRANS:	Aqwlk
        INDEX:	P45W4
      OFFSETS:	13-18
       TOKENS:	P45W4-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(>aquwl~ik)
          POS:	IV1S+IV+PREP+PRON_2FS
          VOC:	>a+quwl+li+ik
        GLOSS:	I+say+to/for+you [fem.sg.]

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P45W5
      OFFSETS:	19-23
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing+[fem.sg.]

 INPUT STRING:	اولا
     IS_TRANS:	AwlA
        INDEX:	P45W6
      OFFSETS:	24-28
       TOKENS:	P45W8-P45W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_3]
   UNSPLITVOC:	(>aw~alAF)
          POS:	ADJ_NUM+CASE_INDEF_ACC
          VOC:	>aw~al+AF
        GLOSS:	first of all/primarily/in the first place+[acc.indef.]

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P45W7
      OFFSETS:	29-34
       TOKENS:	P45W9-P45W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh

 INPUT STRING:	حازم
     IS_TRANS:	HAzm
        INDEX:	P45W8
      OFFSETS:	35-39
       TOKENS:	P45W10-P45W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAzim_1]
   UNSPLITVOC:	(HAzim)
          POS:	NOUN_PROP
          VOC:	HAzim
        GLOSS:	Hazem

 INPUT STRING:	نزل
     IS_TRANS:	nzl
        INDEX:	P45W9
      OFFSETS:	40-43
       TOKENS:	P45W11-P45W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(nizil)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	nizil+(null)
        GLOSS:	descend/stay/go down+he/it [verb]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P45W10
      OFFSETS:	44-47
       TOKENS:	P45W12-P45W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	قوائم
     IS_TRANS:	qwA}m
        INDEX:	P45W11
      OFFSETS:	48-53
       TOKENS:	P45W13-P45W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qA}imap_2]
   UNSPLITVOC:	(qawA}im)
          POS:	NOUN
          VOC:	qawA}im
        GLOSS:	lists/indexes

 INPUT STRING:	الاخوان
     IS_TRANS:	AlAxwAn
        INDEX:	P45W12
      OFFSETS:	54-61
       TOKENS:	P45W14-P45W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixowAn_1]
   UNSPLITVOC:	(AlAixowAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+<ixowAn
        GLOSS:	the+Muslims Brotherhood

 INPUT STRING:	ف
     IS_TRANS:	f
        INDEX:	P45W13
      OFFSETS:	62-63
       TOKENS:	P45W15-P45W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P45W14
      OFFSETS:	64-68
       TOKENS:	P45W16-P45W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P45W15
      OFFSETS:	69-74
       TOKENS:	P45W17-P45W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation

 INPUT STRING:	2005
     IS_TRANS:	2005
        INDEX:	P45W16
      OFFSETS:	75-79
       TOKENS:	P45W18-P45W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(2005)
          POS:	NOUN_NUM
          VOC:	2005
        GLOSS:	2005

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P45W17
      OFFSETS:	80-84
       TOKENS:	P45W19-P45W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/concern

 INPUT STRING:	محسوب
     IS_TRANS:	mHswb
        INDEX:	P45W18
      OFFSETS:	85-90
       TOKENS:	P45W20-P45W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHosuwb_1]
   UNSPLITVOC:	(maHosuwb)
          POS:	ADJ
          VOC:	maHosuwb
        GLOSS:	calculated/measured/considered as

 INPUT STRING:	اخواني
     IS_TRANS:	AxwAny
        INDEX:	P45W19
      OFFSETS:	91-97
       TOKENS:	P45W21-P45W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixowAniy_1]
   UNSPLITVOC:	(<ixowAniy)
          POS:	ADJ
          VOC:	<ixowAniy
        GLOSS:	belonging to the Muslim brotherhood party

 INPUT STRING:	مينفعش
     IS_TRANS:	mynfE$
        INDEX:	P45W20
      OFFSETS:	98-104
       TOKENS:	P45W22-P45W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifiE_1]
   UNSPLITVOC:	(mA_yinofaE$)
          POS:	NEG_PART+IV3MS+IV+NEG_PART
          VOC:	mA+yi+nofaE+$
        GLOSS:	not+he/it+be useful+not

 INPUT STRING:	يدعموه
     IS_TRANS:	ydEmwh
        INDEX:	P45W21
      OFFSETS:	105-111
       TOKENS:	P45W25-P45W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEam_1]
   UNSPLITVOC:	(yidoEamuwh)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3MS
          VOC:	yi+doEam+uwA+uh
        GLOSS:	they (people)+support/strengthen+[pl.]+it/him

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P45W22
      OFFSETS:	112-115
       TOKENS:	P45W27-P45W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	موقفهم
     IS_TRANS:	mwqfhm
        INDEX:	P45W23
      OFFSETS:	116-122
       TOKENS:	P45W29-P45W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqif_1]
   UNSPLITVOC:	(mawqifhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	mawqif+hum
        GLOSS:	position/situation+their

 INPUT STRING:	واضح
     IS_TRANS:	wADH
        INDEX:	P45W24
      OFFSETS:	123-127
       TOKENS:	P45W31-P45W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wADiH_1]
   UNSPLITVOC:	(wADiH)
          POS:	ADJ
          VOC:	wADiH
        GLOSS:	clear/obvious/visible

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P45W25
      OFFSETS:	128-130
       TOKENS:	P45W32-P45W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	البداية
     IS_TRANS:	AlbdAyp
        INDEX:	P45W26
      OFFSETS:	131-138
       TOKENS:	P45W33-P45W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bidAyap_1]
   UNSPLITVOC:	(AlbidAyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+bidAy+ap
        GLOSS:	the+beginning/start+[fem.sg.]

 INPUT STRING:	ثانيا
     IS_TRANS:	vAnyA
        INDEX:	P46W1
      OFFSETS:	0-5
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniyAF)
          POS:	ADJ_NUM+CASE_INDEF_ACC
          VOC:	vAniy+AF
        GLOSS:	secondly+[acc.indef.]

 INPUT STRING:	الدكتور
     IS_TRANS:	Aldktwr
        INDEX:	P46W2
      OFFSETS:	6-13
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dukotawr_1]
   UNSPLITVOC:	(Ald~ukotawr)
          POS:	DET+NOUN
          VOC:	Al+dukotawr
        GLOSS:	the+doctor/Doctor/Dr.

 INPUT STRING:	العوا
     IS_TRANS:	AlEwA
        INDEX:	P46W3
      OFFSETS:	14-19
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eaw~A_1]
   UNSPLITVOC:	(AlEaw~A)
          POS:	DET+NOUN_PROP
          VOC:	Al+Eaw~A
        GLOSS:	the+Awa

 INPUT STRING:	فكره
     IS_TRANS:	fkrh
        INDEX:	P46W4
      OFFSETS:	20-24
       TOKENS:	P46W4-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikor_1]
   UNSPLITVOC:	(fikoruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	fikor+uh
        GLOSS:	thought/thinking+his/its

 INPUT STRING:	معروف
     IS_TRANS:	mErwf
        INDEX:	P46W5
      OFFSETS:	25-30
       TOKENS:	P46W6-P46W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoruwf_1]
   UNSPLITVOC:	(maEoruwf)
          POS:	ADJ.VN
          VOC:	maEoruwf
        GLOSS:	known/well-known

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P46W6
      OFFSETS:	31-33
       TOKENS:	P46W7-P46W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	زمان
     IS_TRANS:	zmAn
        INDEX:	P46W7
      OFFSETS:	34-38
       TOKENS:	P46W8-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zamAn_1]
   UNSPLITVOC:	(zamAn)
          POS:	NOUN
          VOC:	zamAn
        GLOSS:	time/duration

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P46W8
      OFFSETS:	39-42
       TOKENS:	P46W9-P46W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	اخواني
     IS_TRANS:	AxwAny
        INDEX:	P46W9
      OFFSETS:	43-49
       TOKENS:	P46W11-P46W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ixowAniy_1]
   UNSPLITVOC:	(<ixowAniy)
          POS:	ADJ
          VOC:	<ixowAniy
        GLOSS:	belonging to the Muslim brotherhood party

 INPUT STRING:	والناس
     IS_TRANS:	wAlnAs
        INDEX:	P46W10
      OFFSETS:	50-56
       TOKENS:	P46W12-P46W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(wiAlnAs)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+nAs
        GLOSS:	and+the+people

 INPUT STRING:	هتقول
     IS_TRANS:	htqwl
        INDEX:	P46W11
      OFFSETS:	57-62
       TOKENS:	P46W14-P46W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(hatoquwl)
          POS:	FUT_PART+IV3FS+IV
          VOC:	ha+ti+quwl
        GLOSS:	will+it/they/she+say

 INPUT STRING:	ضحكوا
     IS_TRANS:	DHkwA
        INDEX:	P46W12
      OFFSETS:	63-68
       TOKENS:	P46W16-P46W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DiHik_1]
   UNSPLITVOC:	(DiHokuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	DiHok+uwA
        GLOSS:	laugh+they [verb]

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P46W13
      OFFSETS:	69-74
       TOKENS:	P46W17-P46W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+us

 INPUT STRING:	والهبل
     IS_TRANS:	wAlhbl
        INDEX:	P46W14
      OFFSETS:	75-81
       TOKENS:	P46W19-P46W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[habal_1]
   UNSPLITVOC:	(wiAlhabal)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+habal
        GLOSS:	and+the+nonsense

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P46W15
      OFFSETS:	82-84
       TOKENS:	P46W21-P46W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this [masc.sg.]

 INPUT STRING:	فضلا
     IS_TRANS:	fDlA
        INDEX:	P46W16
      OFFSETS:	85-89
       TOKENS:	P46W22-P46W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[faDol_1]
   UNSPLITVOC:	(faDolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	faDol+AF
        GLOSS:	in addition to+[acc.indef.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P46W17
      OFFSETS:	90-92
       TOKENS:	P46W23-P46W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	عبد
     IS_TRANS:	Ebd
        INDEX:	P46W18
      OFFSETS:	93-96
       TOKENS:	P46W24-P46W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eabod_1]
   UNSPLITVOC:	(Eabod)
          POS:	NOUN_PROP
          VOC:	Eabod
        GLOSS:	Abd

 INPUT STRING:	المنعم
     IS_TRANS:	AlmnEm
        INDEX:	P46W19
      OFFSETS:	97-103
       TOKENS:	P46W25-P46W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[minoEim_1]
   UNSPLITVOC:	(AlminoEim)
          POS:	DET+NOUN_PROP
          VOC:	Al+minoEim
        GLOSS:	the+Menem

 INPUT STRING:	ابو
     IS_TRANS:	Abw
        INDEX:	P46W20
      OFFSETS:	104-107
       TOKENS:	P46W26-P46W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abuw_1]
   UNSPLITVOC:	(>abuw)
          POS:	NOUN_PROP
          VOC:	>abuw
        GLOSS:	Abu

 INPUT STRING:	الفتوح
     IS_TRANS:	AlftwH
        INDEX:	P46W21
      OFFSETS:	108-114
       TOKENS:	P46W27-P46W27
