 INPUT STRING:	اية
          VOC:	wa+lA
        GLOSS:	and+nor

 INPUT STRING:	صحه
     IS_TRANS:	SHh
        INDEX:	P51W22
      OFFSETS:	113-116
       TOKENS:	P51W29-P51W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiH~ap_1]
   UNSPLITVOC:	(SiH~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	SiH~+ap
        GLOSS:	health/authenticity/truth/correctness+[fem.sg.]

 INPUT STRING:	ناقص
     IS_TRANS:	nAqS
        INDEX:	P52W1
      OFFSETS:	1-5
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAqiS_1]
   UNSPLITVOC:	(nAqiS)
          POS:	ADJ
          VOC:	nAqiS
        GLOSS:	incomplete/defective/lacking

 INPUT STRING:	يلغو
     IS_TRANS:	ylgw
        INDEX:	P52W2
      OFFSETS:	6-10
       TOKENS:	P52W2-P52W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lagaY_1]
   UNSPLITVOC:	(yiloguwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+log+uwA
        GLOSS:	they+cancel/abrogate/terminate+we

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P52W3
      OFFSETS:	11-16
       TOKENS:	P52W3-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+army/troops

 INPUT STRING:	برضو
     IS_TRANS:	brDw
        INDEX:	P52W4
      OFFSETS:	17-21
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baroDuw_1]
   UNSPLITVOC:	(baroDuw)
          POS:	ADV
          VOC:	baroDuw
        GLOSS:	also/too

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P52W5
      OFFSETS:	22-26
       TOKENS:	P52W5-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	التجمعات
     IS_TRANS:	AltjmEAt
        INDEX:	P52W6
      OFFSETS:	27-35
       TOKENS:	P52W7-P52W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tajam~uE_1]
   UNSPLITVOC:	(Alt~ajam~uEAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+tajam~uE+At
        GLOSS:	the+gathering/assembly+[fem.pl.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P53W1
      OFFSETS:	1-4
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	شايفه
     IS_TRANS:	$Ayfh
        INDEX:	P53W2
      OFFSETS:	5-10
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($Ayofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	$Ayof+ap
        GLOSS:	seeing+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P53W3
      OFFSETS:	11-13
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	المناهج
     IS_TRANS:	AlmnAhj
        INDEX:	P53W4
      OFFSETS:	14-21
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manohaj_1]
   UNSPLITVOC:	(AlmanAhij)
          POS:	DET+NOUN
          VOC:	Al+manAhij
        GLOSS:	the+methods/approaches/programs/curricula

 INPUT STRING:	مكنتش
     IS_TRANS:	mknt$
        INDEX:	P53W5
      OFFSETS:	22-27
       TOKENS:	P53W5-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(mA_kunti$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:2MS+NEG_PART
          VOC:	mA+kun+t+$
        GLOSS:	not+be+you+not

 INPUT STRING:	بتكمل
     IS_TRANS:	btkml
        INDEX:	P53W6
      OFFSETS:	28-33
       TOKENS:	P53W8-P53W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kam~il_1]
   UNSPLITVOC:	(bitikam~il)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+kam~il
        GLOSS:	[present-tense]+you+complete/finish

 INPUT STRING:	والدراسه
     IS_TRANS:	wAldrAsh
        INDEX:	P53W7
      OFFSETS:	34-42
       TOKENS:	P53W10-P53W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dirAsap_1]
   UNSPLITVOC:	(wiAldirAsap)
          POS:	SUB_CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+dirAs+ap
        GLOSS:	while+the+study/studies/research+[fem.sg.]

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P53W8
      OFFSETS:	43-46
       TOKENS:	P53W12-P53W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	الاسبوع
     IS_TRANS:	AlAsbwE
        INDEX:	P53W9
      OFFSETS:	47-54
       TOKENS:	P53W13-P53W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AusobuwE_1]
   UNSPLITVOC:	(AlAusobuwE)
          POS:	DET+NOUN
          VOC:	Al+AusobuwE
        GLOSS:	the+week

 INPUT STRING:	امال
     IS_TRANS:	AmAl
        INDEX:	P53W10
      OFFSETS:	55-59
       TOKENS:	P53W14-P53W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~Al_1]
   UNSPLITVOC:	(>um~Al)
          POS:	ADV
          VOC:	>um~Al
        GLOSS:	hence/then/so

 INPUT STRING:	لوو
     IS_TRANS:	lww
        INDEX:	P53W11
      OFFSETS:	60-63
       TOKENS:	P53W15-P53W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	بقت
     IS_TRANS:	bqt
        INDEX:	P53W12
      OFFSETS:	64-67
       TOKENS:	P53W16-P53W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	baq+it
        GLOSS:	remain/last+it/they/she

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P53W13
      OFFSETS:	68-69
       TOKENS:	P53W17-P53W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	ايام
     IS_TRANS:	AyAm
        INDEX:	P53W14
      OFFSETS:	70-74
       TOKENS:	P53W18-P53W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(Aiy~Am)
          POS:	NOUN
          VOC:	Aiy~Am
        GLOSS:	today/some day/ever/days

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P53W15
      OFFSETS:	75-77
       TOKENS:	P53W19-P53W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P54W1
      OFFSETS:	1-5
       TOKENS:	P54W1-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يسترها
     IS_TRANS:	ystrhA
        INDEX:	P54W2
      OFFSETS:	6-12
       TOKENS:	P54W3-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[satar_1]
   UNSPLITVOC:	(yusoturhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yu+sotur+hA
        GLOSS:	he/it+cover/hide+it/them/her

 INPUT STRING:	علينا
     IS_TRANS:	ElynA
        INDEX:	P54W3
      OFFSETS:	13-18
       TOKENS:	P54W5-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaynA)
          POS:	PREP+PRON_1P
          VOC:	EalaY+nA
        GLOSS:	on/above+gloss

 INPUT STRING:	ياحظكوا
     IS_TRANS:	yAHZkwA
        INDEX:	P55W1
      OFFSETS:	1-8
       TOKENS:	P55W1-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HaZ~_1]
   UNSPLITVOC:	(yAHaZ~ukuw)
          POS:	VOC_PART+NOUN+POSS_PRON_2P
          VOC:	yaA+HaZ~+kuw
        GLOSS:	oh+luck/fortune/prospects/chances of success+your

 INPUT STRING:	اناهروح
     IS_TRANS:	AnAhrwH
        INDEX:	P55W2
      OFFSETS:	9-16
       TOKENS:	P55W4-P55W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AnAhrwH)
          POS:	NO_FUNC
          VOC:	AnAhrwH
        GLOSS:	nogloss

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P55W3
      OFFSETS:	17-19
       TOKENS:	P55W5-P55W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P55W4
      OFFSETS:	20-23
       TOKENS:	P55W6-P55W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	today/some day/ever/days

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P56W1
      OFFSETS:	1-4
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مصريه
     IS_TRANS:	mSryh
        INDEX:	P56W2
      OFFSETS:	5-10
       TOKENS:	P56W2-P56W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(maSoriy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maSoriy~+ap
        GLOSS:	Egyptian+[fem.sg.]

 INPUT STRING:	اعده
     IS_TRANS:	AEdh
        INDEX:	P56W3
      OFFSETS:	11-15
       TOKENS:	P56W3-P56W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEidap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qAEid+ap
        GLOSS:	staying+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P56W4
      OFFSETS:	16-18
       TOKENS:	P56W4-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	السعوديه
     IS_TRANS:	AlsEwdyh
        INDEX:	P56W5
      OFFSETS:	19-27
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suEuwdiy~ap_1]
   UNSPLITVOC:	(Als~uEuwdiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+suEuwdiy~+ap
        GLOSS:	the+Saudi Arabia+[fem.sg.]

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P57W1
      OFFSETS:	1-6
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P57W2
      OFFSETS:	7-10
       TOKENS:	P57W2-P57W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	to/for+Allah/God

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P57W3
      OFFSETS:	11-14
       TOKENS:	P57W4-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	اتلغي
     IS_TRANS:	Atlgy
        INDEX:	P57W4
      OFFSETS:	15-20
       TOKENS:	P57W6-P57W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lagaY_1]
   UNSPLITVOC:	(AitolagaY)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	AitolagaY+(null)
        GLOSS:	cancel/abrogate/terminate+he/it

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P58W1
      OFFSETS:	1-4
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P58W2
      OFFSETS:	5-7
       TOKENS:	P58W2-P58W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P58W3
      OFFSETS:	8-10
       TOKENS:	P58W3-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	القرار
     IS_TRANS:	AlqrAr
        INDEX:	P58W4
      OFFSETS:	11-17
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarAr_1]
   UNSPLITVOC:	(AlqarAr)
          POS:	DET+NOUN
          VOC:	Al+qarAr
        GLOSS:	the+decision/resolution

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P58W5
      OFFSETS:	18-20
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P58W6
      OFFSETS:	21-25
       TOKENS:	P58W6-P58W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear

 INPUT STRING:	شكرا
     IS_TRANS:	$krA
        INDEX:	P59W1
      OFFSETS:	1-5
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	($ukorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	$ukor+AF
        GLOSS:	thank you/thanks+[acc.indef.]

 INPUT STRING:	ايمن
     IS_TRANS:	Aymn
        INDEX:	P59W2
      OFFSETS:	6-10
       TOKENS:	P59W2-P59W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayman_1]
   UNSPLITVOC:	(>ayman)
          POS:	NOUN_PROP
          VOC:	>ayman
        GLOSS:	Ayman/Aiman

 INPUT STRING:	باشا
     IS_TRANS:	bA$A
        INDEX:	P59W3
      OFFSETS:	11-15
       TOKENS:	P59W3-P59W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bA$A_1]
   UNSPLITVOC:	(bA$A)
          POS:	NOUN
          VOC:	bA$A
        GLOSS:	pasha

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P59W4
      OFFSETS:	16-19
       TOKENS:	P59W4-P59W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	المساحة
     IS_TRANS:	AlmsAHp
        INDEX:	P59W5
      OFFSETS:	20-27
       TOKENS:	P59W5-P59W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misAHap_1]
   UNSPLITVOC:	(AlmisAHap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+misAH+ap
        GLOSS:	the+surface/space/land/terrain+[fem.sg.]

 INPUT STRING:	التعبيرية
     IS_TRANS:	AltEbyryp
        INDEX:	P59W6
      OFFSETS:	28-37
       TOKENS:	P59W6-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEobiyriy~_1]
   UNSPLITVOC:	(AltaEobiyriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+taEobiyriy~+ap
        GLOSS:	the+expressive/expressionist+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P59W7
      OFFSETS:	38-40
       TOKENS:	P59W7-P59W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	استمر
     IS_TRANS:	Astmr
        INDEX:	P60W1
      OFFSETS:	1-6
       TOKENS:	P60W1-P60W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotamir~_1]
   UNSPLITVOC:	(Aisotamir~)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Aisotamir~+(null)
        GLOSS:	go on/ go ahead/continue+you

 INPUT STRING:	الوردة
     IS_TRANS:	Alwrdp
        INDEX:	P61W1
      OFFSETS:	1-7
       TOKENS:	P61W1-P61W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warodap_1]
   UNSPLITVOC:	(Alwarodap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+warod+ap
        GLOSS:	the+rose+[fem.sg.]

 INPUT STRING:	الحزينة
     IS_TRANS:	AlHzynp
        INDEX:	P61W2
      OFFSETS:	8-15
       TOKENS:	P61W2-P61W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haziyn_1]
   UNSPLITVOC:	(AlHaziynap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Haziyn+ap
        GLOSS:	the+sad/sad/mourning+[fem.sg.]

