 INPUT STRING:	تعرض
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amokan_1]
   UNSPLITVOC:	(yimokin)
          POS:	IV3MS+IV
          VOC:	yi+mokin
        GLOSS:	he/it+be possible/make possible for

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P39W2
      OFFSETS:	5-8
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P39W3
      OFFSETS:	9-13
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	يعرفة
     IS_TRANS:	yErfp
        INDEX:	P39W4
      OFFSETS:	14-19
       TOKENS:	P39W4-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(yiErafuh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+Eraf+uh
        GLOSS:	he/it+know/be known+him/it

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P40W1
      OFFSETS:	0-5
       TOKENS:	P40W1-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN
          VOC:	wa+All~ah
        GLOSS:	with+God

 INPUT STRING:	بقت
     IS_TRANS:	bqt
        INDEX:	P40W2
      OFFSETS:	6-9
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	baq+it
        GLOSS:	remain+it/they/she

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P40W3
      OFFSETS:	10-14
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	تخوف
     IS_TRANS:	txwf
        INDEX:	P40W4
      OFFSETS:	15-19
       TOKENS:	P40W5-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaw~if_1]
   UNSPLITVOC:	(tixaw~if)
          POS:	IV3FS+IV
          VOC:	ti+xaw~if
        GLOSS:	it/they/she+make someone afraid

 INPUT STRING:	والتفكير
     IS_TRANS:	wAltfkyr
        INDEX:	P40W5
      OFFSETS:	20-28
       TOKENS:	P40W6-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tafokiyr_1]
   UNSPLITVOC:	(wiAltafokiyr)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+tafokiyr
        GLOSS:	and+the+thinking/meditation/reflection

 INPUT STRING:	قلب
     IS_TRANS:	qlb
        INDEX:	P40W6
      OFFSETS:	29-32
       TOKENS:	P40W8-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalab_1]
   UNSPLITVOC:	(qalab)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qalab+(null)
        GLOSS:	turn upside down+he/it

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P40W7
      OFFSETS:	33-36
       TOKENS:	P40W9-P40W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	شيطانى
     IS_TRANS:	$yTAnY
        INDEX:	P40W8
      OFFSETS:	37-43
       TOKENS:	P40W10-P40W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iyTAniy_1]
   UNSPLITVOC:	($iyTAniy)
          POS:	ADJ
          VOC:	$iyTAniy
        GLOSS:	satanic/devilish/evil

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P41W1
      OFFSETS:	0-3
       TOKENS:	P41W1-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(bijid~)
          POS:	PREP+NOUN
          VOC:	bi+jid~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P41W2
      OFFSETS:	4-6
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	ام
     IS_TRANS:	Am
        INDEX:	P41W3
      OFFSETS:	7-9
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(>um~)
          POS:	NOUN
          VOC:	>um~
        GLOSS:	mother/maternal/mothers

 INPUT STRING:	نورية
     IS_TRANS:	nwryp
        INDEX:	P41W4
      OFFSETS:	10-15
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwriy~ap_1]
   UNSPLITVOC:	(nuwriy~ap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	nuwriy~+ap
        GLOSS:	Noria+[fem.sg.]

 INPUT STRING:	الواحد
     IS_TRANS:	AlwAHd
        INDEX:	P41W5
      OFFSETS:	16-22
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(AlwAHid)
          POS:	DET+NOUN
          VOC:	Al+wAHid
        GLOSS:	the+person/ individual

 INPUT STRING:	جالة
     IS_TRANS:	jAlp
        INDEX:	P41W6
      OFFSETS:	23-27
       TOKENS:	P41W7-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(jA_luh)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_3MS
          VOC:	jA+(null)+li+uh
        GLOSS:	come+he/it+to+he/it

 INPUT STRING:	اكتاب
     IS_TRANS:	AktAb
        INDEX:	P41W7
      OFFSETS:	28-33
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiktiAb_1]
   UNSPLITVOC:	(AiktiAb)
          POS:	NOUN
          VOC:	AiktiAb
        GLOSS:	depression

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P41W8
      OFFSETS:	34-36
       TOKENS:	P41W11-P41W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P41W9
      OFFSETS:	37-41
       TOKENS:	P41W12-P41W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بيحصل
     IS_TRANS:	byHSl
        INDEX:	P41W10
      OFFSETS:	42-47
       TOKENS:	P41W13-P41W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(biyiHoSal)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+HoSal
        GLOSS:	[present-tense]+he/it+occur/happen/take place

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P41W11
      OFFSETS:	48-51
       TOKENS:	P41W15-P41W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wimi$)
          POS:	CONJ+NEG_PART
          VOC:	wi+mi$
        GLOSS:	and+not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P41W12
      OFFSETS:	52-56
       TOKENS:	P41W17-P41W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ.VN
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	الحقيقة
     IS_TRANS:	AlHqyqp
        INDEX:	P41W13
      OFFSETS:	57-64
       TOKENS:	P41W18-P41W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(AlHaqiyqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Haqiyq+ap
        GLOSS:	the+truth/reality/truth/facts+[fem.sg.]

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P41W14
      OFFSETS:	65-68
       TOKENS:	P41W19-P41W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(fayon)
          POS:	INTERROG_ADV
          VOC:	fayon
        GLOSS:	where

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P42W1
      OFFSETS:	0-4
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who

 INPUT STRING:	قتله
     IS_TRANS:	qtlh
        INDEX:	P42W2
      OFFSETS:	5-9
       TOKENS:	P42W2-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatal_1]
   UNSPLITVOC:	(qataluh)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	qatal+(null)+uh
        GLOSS:	massacre/be massacred+he/it+it/him

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P42W3
      OFFSETS:	10-13
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P42W4
      OFFSETS:	14-18
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who

 INPUT STRING:	بلغونا
     IS_TRANS:	blgwnA
        INDEX:	P42W5
      OFFSETS:	19-25
       TOKENS:	P42W6-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bal~ag_1]
   UNSPLITVOC:	(bal~aguwnA)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:1P
          VOC:	bal~ag+uwA+nA
        GLOSS:	communicate/convey+they+us

 INPUT STRING:	بالخبر
     IS_TRANS:	bAlxbr
        INDEX:	P42W6
      OFFSETS:	26-32
       TOKENS:	P42W8-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(biAlxabar)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+xabar
        GLOSS:	with/by+the+news/report

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P42W7
      OFFSETS:	33-35
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بقي
     IS_TRANS:	bqy
        INDEX:	P43W1
      OFFSETS:	0-3
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P43W2
      OFFSETS:	4-6
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	ادبح
     IS_TRANS:	AdbH
        INDEX:	P43W3
      OFFSETS:	7-11
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*abaH_1]
   UNSPLITVOC:	(Ait*abaH)
          POS:	IV3MS+IV_PASS
          VOC:	Ait+*abaH
        GLOSS:	he/it+be killed

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P43W4
      OFFSETS:	12-15
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(Einod)
          POS:	NOUN
          VOC:	Einod
        GLOSS:	with / at

 INPUT STRING:	دار
     IS_TRANS:	dAr
        INDEX:	P43W5
      OFFSETS:	16-19
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAr_1]
   UNSPLITVOC:	(dAr)
          POS:	NOUN
          VOC:	dAr
        GLOSS:	house/home/houses/homes/homes/abodes

 INPUT STRING:	القضاء
     IS_TRANS:	AlqDA'
        INDEX:	P43W6
      OFFSETS:	20-26
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDA'_1]
   UNSPLITVOC:	(AlqaDA')
          POS:	DET+NOUN
          VOC:	Al+qaDA'
        GLOSS:	the+justice/judiciary

 INPUT STRING:	ومشي
     IS_TRANS:	wm$y
        INDEX:	P44W1
      OFFSETS:	0-4
       TOKENS:	P44W1-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[ma$aY_1]
   UNSPLITVOC:	(wimi$iy)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+mi$iy+(null)
        GLOSS:	and+walk/proceed+he/it [verb]

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P44W2
      OFFSETS:	5-8
       TOKENS:	P44W3-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	while+he/it

 INPUT STRING:	مدبوح
     IS_TRANS:	mdbwH
        INDEX:	P44W3
      OFFSETS:	9-14
       TOKENS:	P44W5-P44W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madobuwH_1]
   UNSPLITVOC:	(madobuwH)
          POS:	ADJ
          VOC:	madobuwH
        GLOSS:	killed

 INPUT STRING:	وياسلام
     IS_TRANS:	wyAslAm
        INDEX:	P44W4
      OFFSETS:	15-22
       TOKENS:	P44W6-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(wiyAsalAm)
          POS:	CONJ+VOC_PART+NOUN
          VOC:	wi+yA+salAm
        GLOSS:	and+oh+peace

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P44W5
      OFFSETS:	23-26
       TOKENS:	P44W9-P44W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	ماشاور
     IS_TRANS:	mA$Awr
        INDEX:	P44W6
      OFFSETS:	27-33
       TOKENS:	P44W10-P44W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Awir_1]
   UNSPLITVOC:	(mA_$Awir)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS
          VOC:	mA+$Awir+(null)
        GLOSS:	not+show+he/it

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P44W7
      OFFSETS:	34-37
       TOKENS:	P44W12-P44W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	to+they

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P44W8
      OFFSETS:	38-41
       TOKENS:	P44W14-P44W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مكان
     IS_TRANS:	mkAn
        INDEX:	P44W9
      OFFSETS:	42-46
       TOKENS:	P44W15-P44W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(makAn)
          POS:	NOUN
          VOC:	makAn
        GLOSS:	place/location/position

 INPUT STRING:	اغتياله
     IS_TRANS:	AgtyAlh
        INDEX:	P44W10
      OFFSETS:	47-54
       TOKENS:	P44W16-P44W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AigtiyAl_1]
   UNSPLITVOC:	(AigtiyAluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	AigtiyAl+uh
        GLOSS:	assassination+his/its

 INPUT STRING:	وافته
     IS_TRANS:	wAfth
        INDEX:	P44W11
      OFFSETS:	55-60
       TOKENS:	P44W18-P44W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAfay_1]
   UNSPLITVOC:	(wAfituh)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3MS
          VOC:	wAf+it+uh
        GLOSS:	come+it/they/she+it/him

 INPUT STRING:	المنيه
     IS_TRANS:	Almnyh
        INDEX:	P44W12
      OFFSETS:	61-67
       TOKENS:	P44W20-P44W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munoyap_1]
   UNSPLITVOC:	(Almunoyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+munoy+ap
        GLOSS:	the+destiny/fate/death+[fem.sg.]

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P45W1
      OFFSETS:	0-2
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	بالعقل
     IS_TRANS:	bAlEql
        INDEX:	P45W2
      OFFSETS:	3-9
       TOKENS:	P45W2-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqol_1]
   UNSPLITVOC:	(biAlEaqol)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+Eaqol
        GLOSS:	with/by+the+mind/intellect/brain/senses/intellects/brains/intellectually/mentally

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P45W3
      OFFSETS:	10-13
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	that way

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P45W4
      OFFSETS:	14-18
       TOKENS:	P45W5-P45W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P45W5
      OFFSETS:	19-23
       TOKENS:	P45W6-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ.VN
          VOC:	EAyiz
        GLOSS:	wanting

 INPUT STRING:	يغتال
     IS_TRANS:	ygtAl
        INDEX:	P45W6
      OFFSETS:	24-29
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AigotAl_1]
   UNSPLITVOC:	(yigotAl)
          POS:	IV3MS+IV
          VOC:	yi+gotAl
        GLOSS:	he/it+assassinate

 INPUT STRING:	هيغتال
     IS_TRANS:	hygtAl
        INDEX:	P45W7
      OFFSETS:	30-36
       TOKENS:	P45W8-P45W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AigotAl_1]
   UNSPLITVOC:	(HayigotAl)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+gotAl
        GLOSS:	will+he/it+assassinate

 INPUT STRING:	افراد
     IS_TRANS:	AfrAd
        INDEX:	P45W8
      OFFSETS:	37-42
       TOKENS:	P45W10-P45W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farod_1]
   UNSPLITVOC:	(>aforAd)
          POS:	NOUN
          VOC:	>aforAd
        GLOSS:	individuals

 INPUT STRING:	مؤثره
     IS_TRANS:	m&vrh
        INDEX:	P45W9
      OFFSETS:	43-48
       TOKENS:	P45W11-P45W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&av~ir_1]
   UNSPLITVOC:	(mu&av~irap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mu&av~ir+ap
        GLOSS:	influential/impressive+[fem.sg.]

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P45W10
      OFFSETS:	49-53
       TOKENS:	P45W12-P45W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhum)
          POS:	PREP+PRON_3P
          VOC:	min+hum
        GLOSS:	from+they

 INPUT STRING:	افراد
     IS_TRANS:	AfrAd
        INDEX:	P46W1
      OFFSETS:	0-5
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farod_1]
   UNSPLITVOC:	(>aforAd)
          POS:	NOUN
          VOC:	>aforAd
        GLOSS:	individuals

 INPUT STRING:	عارفين
     IS_TRANS:	EArfyn
        INDEX:	P46W2
      OFFSETS:	6-12
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EArof+iyn
        GLOSS:	knowing/having knowledge of+two

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P46W3
      OFFSETS:	13-15
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	بالقضاء
     IS_TRANS:	bAlqDA'
        INDEX:	P46W4
      OFFSETS:	16-23
       TOKENS:	P46W4-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDA'_1]
   UNSPLITVOC:	(biAlqaDA')
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+qaDA'
