 INPUT STRING:	إقتباس
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(bitTal~aE)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+t+Tal~aE
        GLOSS:	[present-tense]+it/they/she+remove/oust/emit/extricate

 INPUT STRING:	اثار
     IS_TRANS:	AvAr
        INDEX:	P55W11
      OFFSETS:	53-57
       TOKENS:	P55W13-P55W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>avar_1]
   UNSPLITVOC:	(|vAr)
          POS:	NOUN
          VOC:	|vAr
        GLOSS:	antiquities/ruins

 INPUT STRING:	كتييير
     IS_TRANS:	ktyyyr
        INDEX:	P55W12
      OFFSETS:	58-64
       TOKENS:	P55W14-P55W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kiviyr_1]
   UNSPLITVOC:	(kiviyr)
          POS:	ADJ
          VOC:	kiviyr
        GLOSS:	many/much/numerous

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P55W13
      OFFSETS:	65-68
       TOKENS:	P55W15-P55W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P55W14
      OFFSETS:	69-70
       TOKENS:	P55W16-P55W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P56W1
      OFFSETS:	0-3
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مهتمة
     IS_TRANS:	mhtmp
        INDEX:	P56W2
      OFFSETS:	4-9
       TOKENS:	P56W2-P56W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhotam~_1]
   UNSPLITVOC:	(muhotam~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muhotam~+ap
        GLOSS:	interested/concerned+[fem.sg.]

 INPUT STRING:	انى
     IS_TRANS:	AnY
        INDEX:	P56W3
      OFFSETS:	10-13
       TOKENS:	P56W3-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~iy)
          POS:	SUB_CONJ+PRON_1S
          VOC:	>an~+iy
        GLOSS:	that+I

 INPUT STRING:	اعرف
     IS_TRANS:	AErf
        INDEX:	P56W4
      OFFSETS:	14-18
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(AaEoraf)
          POS:	IV1S+IV
          VOC:	Aa+Eoraf
        GLOSS:	I+know/be known

 INPUT STRING:	المميزات
     IS_TRANS:	AlmmyzAt
        INDEX:	P56W5
      OFFSETS:	19-27
       TOKENS:	P56W6-P56W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumay~iz_1]
   UNSPLITVOC:	(Almumay~izAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+mumay~iz+At
        GLOSS:	the+discriminating/discerning+[fem.pl.]

 INPUT STRING:	والعيوب
     IS_TRANS:	wAlEywb
        INDEX:	P56W6
      OFFSETS:	28-35
       TOKENS:	P56W7-P56W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eiyb_1]
   UNSPLITVOC:	(waAlEuyuwb)
          POS:	CONJ+DET+NOUN
          VOC:	wa+Al+Euyuwb
        GLOSS:	and+the+faults/weaknesses

 INPUT STRING:	ونفسى
     IS_TRANS:	wnfsY
        INDEX:	P56W7
      OFFSETS:	36-41
       TOKENS:	P56W9-P56W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(winafosiy)
          POS:	CONJ+NOUN+POSS_PRON_1S
          VOC:	wi+nafos+iy
        GLOSS:	and+same/self/selves+my

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P56W8
      OFFSETS:	42-45
       TOKENS:	P56W12-P56W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wajad_1]
   UNSPLITVOC:	(ba>ajid)
          POS:	PROG_PART+IV1S+IV
          VOC:	ba+>a+jid
        GLOSS:	[present-tense]+I+find

 INPUT STRING:	نعمل
     IS_TRANS:	nEml
        INDEX:	P56W9
      OFFSETS:	46-50
       TOKENS:	P56W14-P56W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(niEomil)
          POS:	IV1P+IV
          VOC:	ni+Eomil
        GLOSS:	we+do/act

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P56W10
      OFFSETS:	51-55
       TOKENS:	P56W15-P56W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	لمحافظتنا
     IS_TRANS:	lmHAfZtnA
        INDEX:	P56W11
      OFFSETS:	56-65
       TOKENS:	P56W16-P56W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muHAfaZap_2]
   UNSPLITVOC:	(limuHAfaZatnA)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	li+muHAfaZ+at+nA
        GLOSS:	for/to+province/governorate+[fem.sg.]+our

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P57W1
      OFFSETS:	0-3
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	But, however, yet, still, nevertheless, on the other hand

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P57W2
      OFFSETS:	4-6
       TOKENS:	P57W2-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هلوم
     IS_TRANS:	hlwm
        INDEX:	P57W3
      OFFSETS:	7-11
       TOKENS:	P57W3-P57W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAm_1]
   UNSPLITVOC:	(HaAaluwm)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+luwm
        GLOSS:	will+I+blame/censure

 INPUT STRING:	المسؤلين
     IS_TRANS:	Alms&lyn
        INDEX:	P57W4
      OFFSETS:	12-20
       TOKENS:	P57W5-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso&uwl_1]
   UNSPLITVOC:	(Almaso&uliyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+maso&ul+iyn
        GLOSS:	the+official/functionary/responsible+two

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P57W5
      OFFSETS:	21-24
       TOKENS:	P57W6-P57W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P57W6
      OFFSETS:	25-27
       TOKENS:	P57W7-P57W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P57W7
      OFFSETS:	28-32
       TOKENS:	P57W8-P57W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P57W8
      OFFSETS:	33-36
       TOKENS:	P57W9-P57W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for+that

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P57W9
      OFFSETS:	37-41
       TOKENS:	P57W11-P57W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	اساس
     IS_TRANS:	AsAs
        INDEX:	P57W10
      OFFSETS:	42-46
       TOKENS:	P57W12-P57W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(>asAs)
          POS:	NOUN
          VOC:	>asAs
        GLOSS:	foundation/basis/foundations/bases/primarily/basically

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P57W11
      OFFSETS:	47-49
       TOKENS:	P57W13-P57W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P57W12
      OFFSETS:	50-54
       TOKENS:	P57W14-P57W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P58W1
      OFFSETS:	0-4
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	بايدينا
     IS_TRANS:	bAydynA
        INDEX:	P58W2
      OFFSETS:	5-12
       TOKENS:	P58W2-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yad_1]
   UNSPLITVOC:	(bi>aydiynA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	bi+>aydiy+nA
        GLOSS:	with/by+hands+our

 INPUT STRING:	نتكلم
     IS_TRANS:	ntklm
        INDEX:	P58W3
      OFFSETS:	13-18
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(nitokal~im)
          POS:	IV1P+IV_PASS
          VOC:	ni+tokal~im
        GLOSS:	we+speak/talk/discuss

 INPUT STRING:	ونغير
     IS_TRANS:	wngyr
        INDEX:	P58W4
      OFFSETS:	19-24
       TOKENS:	P58W6-P58W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gay~ar_1]
   UNSPLITVOC:	(winigay~ar)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+gay~ar
        GLOSS:	and+we+change/modify

 INPUT STRING:	وتعمل
     IS_TRANS:	wtEml
        INDEX:	P58W5
      OFFSETS:	25-30
       TOKENS:	P58W8-P58W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wtEml)
          POS:	TYPO
          VOC:	wtEml
        GLOSS:	nogloss

 INPUT STRING:	حاجات
     IS_TRANS:	HAjAt
        INDEX:	P58W6
      OFFSETS:	31-36
       TOKENS:	P58W9-P58W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	HAj+At
        GLOSS:	thing/belongings+[fem.pl.]

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P58W7
      OFFSETS:	37-41
       TOKENS:	P58W10-P58W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much/numerous

 INPUT STRING:	اوى
     IS_TRANS:	AwY
        INDEX:	P58W8
      OFFSETS:	42-45
       TOKENS:	P58W11-P58W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qawiy~_1]
   UNSPLITVOC:	(qawiy~)
          POS:	ADJ
          VOC:	qawiy~
        GLOSS:	strong/powerful/very much

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P58W9
      OFFSETS:	46-48
       TOKENS:	P58W12-P58W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بنرجع
     IS_TRANS:	bnrjE
        INDEX:	P58W10
      OFFSETS:	49-54
       TOKENS:	P58W13-P58W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(binirojaE)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+rojaE
        GLOSS:	[present-tense]+we+go back

 INPUT STRING:	نقول
     IS_TRANS:	nqwl
        INDEX:	P58W11
      OFFSETS:	55-59
       TOKENS:	P58W15-P58W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(niquwl)
          POS:	IV1P+IV
          VOC:	ni+quwl
        GLOSS:	we+said/say/be said/say/(for example)

 INPUT STRING:	المسؤليين
     IS_TRANS:	Alms&lyyn
        INDEX:	P58W12
      OFFSETS:	60-69
       TOKENS:	P58W16-P58W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alms&lyyn)
          POS:	TYPO
          VOC:	Alms&lyyn
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P58W13
      OFFSETS:	70-71
       TOKENS:	P58W17-P58W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	يمكن
     IS_TRANS:	ymkn
        INDEX:	P59W1
      OFFSETS:	0-4
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amokan_1]
   UNSPLITVOC:	(yimokin)
          POS:	IV3MS+IV
          VOC:	yi+mokin
        GLOSS:	he/it+be possible/make possible for

 INPUT STRING:	المسؤليين
     IS_TRANS:	Alms&lyyn
        INDEX:	P59W2
      OFFSETS:	5-14
       TOKENS:	P59W2-P59W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Alms&lyyn)
          POS:	TYPO
          VOC:	Alms&lyyn
        GLOSS:	nogloss

 INPUT STRING:	ليهم
     IS_TRANS:	lyhm
        INDEX:	P59W3
      OFFSETS:	15-19
       TOKENS:	P59W3-P59W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	to/for+them [pl.] (they have)

 INPUT STRING:	مسؤلية
     IS_TRANS:	ms&lyp
        INDEX:	P59W4
      OFFSETS:	20-26
       TOKENS:	P59W5-P59W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso&uliy~ap_1]
   UNSPLITVOC:	(maso&uliy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maso&uliy~+ap
        GLOSS:	responsibility+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P59W5
      OFFSETS:	27-29
       TOKENS:	P59W6-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P59W6
      OFFSETS:	30-34
       TOKENS:	P59W7-P59W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P59W7
      OFFSETS:	35-38
       TOKENS:	P59W8-P59W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/whose/which/that

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P59W8
      OFFSETS:	39-43
       TOKENS:	P59W9-P59W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	نوجه
     IS_TRANS:	nwjh
        INDEX:	P59W9
      OFFSETS:	44-48
       TOKENS:	P59W10-P59W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waj~ih_1]
   UNSPLITVOC:	(niwaj~ih)
          POS:	IV1P+IV
          VOC:	ni+waj~ih
        GLOSS:	we+send/direct

 INPUT STRING:	المسؤلية
     IS_TRANS:	Alms&lyp
        INDEX:	P59W10
      OFFSETS:	49-57
       TOKENS:	P59W11-P59W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso&uliy~ap_1]
   UNSPLITVOC:	(Almaso&uliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+maso&uliy~+ap
        GLOSS:	the+responsibility+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P59W11
      OFFSETS:	58-60
       TOKENS:	P59W12-P59W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	لخدمة
     IS_TRANS:	lxdmp
        INDEX:	P59W12
      OFFSETS:	61-66
       TOKENS:	P59W13-P59W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xidomap_1]
   UNSPLITVOC:	(lixidomap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+xidom+ap
        GLOSS:	for/to+service/assistance+[fem.sg.]

 INPUT STRING:	بلدنا
     IS_TRANS:	bldnA
        INDEX:	P59W13
      OFFSETS:	67-72
       TOKENS:	P59W15-P59W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	balad+nA
        GLOSS:	country/country/countries+our

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W14
      OFFSETS:	72-73
       TOKENS:	P59W17-P59W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P60W1
      OFFSETS:	0-3
       TOKENS:	P60W1-P60W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	SUB_CONJ+SUB_CONJ
          VOC:	wi+law
        GLOSS:	while+if

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P60W2
      OFFSETS:	4-6
       TOKENS:	P60W3-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	لاقينا
     IS_TRANS:	lAqynA
        INDEX:	P60W3
      OFFSETS:	7-13
       TOKENS:	P60W4-P60W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(lAqiynA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	lAqiy+nA
        GLOSS:	meet/encounter/be met/be encountered+we

 INPUT STRING:	المسؤلين
     IS_TRANS:	Alms&lyn
        INDEX:	P60W4
      OFFSETS:	14-22
       TOKENS:	P60W5-P60W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso&uwl_1]
   UNSPLITVOC:	(Almaso&uliyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+maso&ul+iyn
        GLOSS:	the+official/functionary/responsible+two

 INPUT STRING:	شايفين
     IS_TRANS:	$Ayfyn
        INDEX:	P60W5
      OFFSETS:	23-29
       TOKENS:	P60W6-P60W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($Ayofiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	$Ayof+iyn
        GLOSS:	look/see+two

 INPUT STRING:	واجبهم
     IS_TRANS:	wAjbhm
        INDEX:	P60W6
      OFFSETS:	30-36
       TOKENS:	P60W7-P60W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wAjib_1]
   UNSPLITVOC:	(wAjibhim)
          POS:	NOUN+POSS_PRON_3P
          VOC:	wAjib+him
        GLOSS:	duty/obligation/requirement+their

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P60W7
      OFFSETS:	37-41
       TOKENS:	P60W9-P60W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P60W8
      OFFSETS:	42-45
       TOKENS:	P60W10-P60W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/whose/which/that

 INPUT STRING:	نوجههم
     IS_TRANS:	nwjhhm
        INDEX:	P60W9
      OFFSETS:	46-52
       TOKENS:	P60W11-P60W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waj~ih_1]
   UNSPLITVOC:	(niwaj~ihhum)
          POS:	IV1P+IV+IVSUFF_DO:3P
          VOC:	ni+waj~ih+hum
        GLOSS:	we+send/direct+them

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P60W10
      OFFSETS:	53-55
       TOKENS:	P60W13-P60W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Awo_1]
   UNSPLITVOC:	(Awo)
