 INPUT STRING:	دلوقت
          VOC:	Awwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
        GLOSS:	nogloss

 INPUT STRING:	وووووي
     IS_TRANS:	wwwwwy
        INDEX:	P75W4
      OFFSETS:	63-69
       TOKENS:	P75W5-P75W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wwwwwy)
          POS:	TYPO
          VOC:	wwwwwy
        GLOSS:	nogloss

 INPUT STRING:	ورديء
     IS_TRANS:	wrdy'
        INDEX:	P75W5
      OFFSETS:	70-75
       TOKENS:	P75W6-P75W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[radiy'_1]
   UNSPLITVOC:	(wiradiy')
          POS:	CONJ+ADJ
          VOC:	wi+radiy'
        GLOSS:	and+bad/wicked/malicious

 INPUT STRING:	ودون
     IS_TRANS:	wdwn
        INDEX:	P75W6
      OFFSETS:	76-80
       TOKENS:	P75W8-P75W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duwn_1]
   UNSPLITVOC:	(widuwn)
          POS:	CONJ+NOUN
          VOC:	wi+duwn
        GLOSS:	and+without/beneath/underneath/inferior/poor

 INPUT STRING:	المستوى
     IS_TRANS:	AlmstwY
        INDEX:	P75W7
      OFFSETS:	81-88
       TOKENS:	P75W10-P75W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotawaY_1]
   UNSPLITVOC:	(AlmusotawaY)
          POS:	DET+NOUN
          VOC:	Al+musotawaY
        GLOSS:	the+level/standard

 INPUT STRING:	شتيمه
     IS_TRANS:	$tymh
        INDEX:	P75W8
      OFFSETS:	89-94
       TOKENS:	P75W11-P75W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$itiymap_1]
   UNSPLITVOC:	($itiymap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$itiym+ap
        GLOSS:	insult/invective+[fem.sg.]

 INPUT STRING:	واب
     IS_TRANS:	wAb
        INDEX:	P75W9
      OFFSETS:	95-98
       TOKENS:	P75W12-P75W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ab_1]
   UNSPLITVOC:	(wi>ab)
          POS:	CONJ+NOUN
          VOC:	wi+>ab
        GLOSS:	and+father

 INPUT STRING:	وام
     IS_TRANS:	wAm
        INDEX:	P75W10
      OFFSETS:	99-102
       TOKENS:	P75W14-P75W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~_1]
   UNSPLITVOC:	(wi>um~)
          POS:	CONJ+NOUN
          VOC:	wi+>um~
        GLOSS:	and+mother/maternal

 INPUT STRING:	وحاجات
     IS_TRANS:	wHAjAt
        INDEX:	P75W11
      OFFSETS:	103-109
       TOKENS:	P75W16-P75W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(wiHAjAt)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wi+HAj+At
        GLOSS:	and+things+[fem.pl.]

 INPUT STRING:	غريبه
     IS_TRANS:	grybh
        INDEX:	P75W12
      OFFSETS:	110-115
       TOKENS:	P75W18-P75W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gariyb_1]
   UNSPLITVOC:	(gariybap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	gariyb+ap
        GLOSS:	strange+[fem.sg.]

 INPUT STRING:	وتعصب
     IS_TRANS:	wtESb
        INDEX:	P75W13
      OFFSETS:	116-121
       TOKENS:	P75W19-P75W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEaS~ub_1]
   UNSPLITVOC:	(witaEaS~ub)
          POS:	CONJ+NOUN
          VOC:	wi+taEaS~ub
        GLOSS:	and+fanaticism/intolerance/chauvinism

 INPUT STRING:	فظيع
     IS_TRANS:	fZyE
        INDEX:	P75W14
      OFFSETS:	122-126
       TOKENS:	P75W21-P75W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faZiyE_1]
   UNSPLITVOC:	(faZiyE)
          POS:	ADJ
          VOC:	faZiyE
        GLOSS:	hideous/heinous

 INPUT STRING:	للشيخ
     IS_TRANS:	ll$yx
        INDEX:	P75W15
      OFFSETS:	127-132
       TOKENS:	P75W22-P75W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(lil$~ayx)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+$ayx
        GLOSS:	for/to+the+Sheikh/chieftain

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P75W16
      OFFSETS:	133-137
       TOKENS:	P75W24-P75W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Muhammad/Mohamed

 INPUT STRING:	حسان
     IS_TRANS:	HsAn
        INDEX:	P75W17
      OFFSETS:	138-142
       TOKENS:	P75W25-P75W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Has~An_1]
   UNSPLITVOC:	(Has~An)
          POS:	NOUN_PROP
          VOC:	Has~An
        GLOSS:	Hassan

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P75W18
      OFFSETS:	143-147
       TOKENS:	P75W26-P75W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P75W19
      OFFSETS:	148-151
       TOKENS:	P75W27-P75W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	شخصيا
     IS_TRANS:	$xSyA
        INDEX:	P75W20
      OFFSETS:	152-157
       TOKENS:	P75W28-P75W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoSiy~_1]
   UNSPLITVOC:	($axoSiy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	$axoSiy~+AF
        GLOSS:	in person/personally+[acc.indef.]

 INPUT STRING:	بحبه
     IS_TRANS:	bHbh
        INDEX:	P75W21
      OFFSETS:	158-162
       TOKENS:	P75W29-P75W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(baHib~uh)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:3MS
          VOC:	bi+>a+Hib~+uh
        GLOSS:	[present-tense]+I+love/like/want+him/it

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P75W22
      OFFSETS:	163-166
       TOKENS:	P75W32-P75W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	وبحترمه
     IS_TRANS:	wbHtrmh
        INDEX:	P75W23
      OFFSETS:	167-174
       TOKENS:	P75W33-P75W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiHotaram_1]
   UNSPLITVOC:	(wibaHotarimuh)
          POS:	CONJ+PROG_PART+IV1S+IV+IVSUFF_DO:3MS
          VOC:	wi+bi+>a+Hotarim+uh
        GLOSS:	and+[present-tense]+I+respect/revere+him/it

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P75W24
      OFFSETS:	175-178
       TOKENS:	P75W37-P75W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P75W25
      OFFSETS:	179-182
       TOKENS:	P75W38-P75W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	شايفه
     IS_TRANS:	$Ayfh
        INDEX:	P75W26
      OFFSETS:	183-188
       TOKENS:	P75W39-P75W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($Ayofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	$Ayof+ap
        GLOSS:	looking+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P75W27
      OFFSETS:	189-191
       TOKENS:	P75W40-P75W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	التعصب
     IS_TRANS:	AltESb
        INDEX:	P75W28
      OFFSETS:	192-198
       TOKENS:	P75W41-P75W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEaS~ub_1]
   UNSPLITVOC:	(Alt~aEaS~ub)
          POS:	DET+NOUN
          VOC:	Al+taEaS~ub
        GLOSS:	the+fanaticism/intolerance/chauvinism

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P75W29
      OFFSETS:	199-201
       TOKENS:	P75W42-P75W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P75W30
      OFFSETS:	202-204
       TOKENS:	P75W43-P75W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	CONJ
          VOC:	yA
        GLOSS:	either

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P75W31
      OFFSETS:	205-209
       TOKENS:	P75W44-P75W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be

 INPUT STRING:	لدين
     IS_TRANS:	ldyn
        INDEX:	P75W32
      OFFSETS:	210-214
       TOKENS:	P75W45-P75W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(lidiyn)
          POS:	PREP+NOUN
          VOC:	li+diyn
        GLOSS:	for/to+religion

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P75W33
      OFFSETS:	215-217
       TOKENS:	P75W47-P75W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	CONJ
          VOC:	yA
        GLOSS:	or

 INPUT STRING:	لوطن
     IS_TRANS:	lwTn
        INDEX:	P75W34
      OFFSETS:	218-222
       TOKENS:	P75W48-P75W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTan_1]
   UNSPLITVOC:	(liwaTan)
          POS:	PREP+NOUN
          VOC:	li+waTan
        GLOSS:	for/to+nation/homeland

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P75W35
      OFFSETS:	223-226
       TOKENS:	P75W50-P75W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P75W36
      OFFSETS:	227-230
       TOKENS:	P75W51-P75W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	like that

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P75W37
      OFFSETS:	231-233
       TOKENS:	P75W52-P75W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	تعصب
     IS_TRANS:	tESb
        INDEX:	P75W38
      OFFSETS:	234-238
       TOKENS:	P75W53-P75W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEaS~ub_1]
   UNSPLITVOC:	(taEaS~ub)
          POS:	NOUN
          VOC:	taEaS~ub
        GLOSS:	fanaticism/intolerance/chauvinism

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P75W39
      OFFSETS:	239-242
       TOKENS:	P75W54-P75W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	مبرر
     IS_TRANS:	mbrr
        INDEX:	P75W40
      OFFSETS:	243-247
       TOKENS:	P75W55-P75W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mubar~ar_1]
   UNSPLITVOC:	(mubar~ar)
          POS:	ADJ
          VOC:	mubar~ar
        GLOSS:	justified

 INPUT STRING:	بصراحه
     IS_TRANS:	bSrAHh
        INDEX:	P75W41
      OFFSETS:	248-254
       TOKENS:	P75W56-P75W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(biSarAHap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+SarAH+ap
        GLOSS:	with/by+sincerity/candor/frankness+[fem.sg.]

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P76W1
      OFFSETS:	0-3
       TOKENS:	P76W1-P76W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to, as for, as far as , but, however, yet, on the other hand

 INPUT STRING:	بالنسبه
     IS_TRANS:	bAlnsbh
        INDEX:	P76W2
      OFFSETS:	4-11
       TOKENS:	P76W2-P76W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisobap_1]
   UNSPLITVOC:	(biAln~isobap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+nisob+ap
        GLOSS:	with/by+the+link/relation (concerning/regarding)+[fem.sg.]

 INPUT STRING:	للمقال
     IS_TRANS:	llmqAl
        INDEX:	P76W3
      OFFSETS:	12-18
       TOKENS:	P76W4-P76W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqAl_1]
   UNSPLITVOC:	(lilmaqAl)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+maqAl
        GLOSS:	for/to+the+article/essay

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P76W4
      OFFSETS:	19-22
       TOKENS:	P76W6-P76W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P76W5
      OFFSETS:	23-26
       TOKENS:	P76W7-P76W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	بدخل
     IS_TRANS:	bdxl
        INDEX:	P76W6
      OFFSETS:	27-31
       TOKENS:	P76W8-P76W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(badoxul)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+>a+doxul
        GLOSS:	[present-tense]+I+enter

 INPUT STRING:	بقرأ
     IS_TRANS:	bqr>
        INDEX:	P76W7
      OFFSETS:	32-36
       TOKENS:	P76W10-P76W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qara>_1]
   UNSPLITVOC:	(baqora>)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+>a+qora>
        GLOSS:	[present-tense]+I+read

 INPUT STRING:	المقال
     IS_TRANS:	AlmqAl
        INDEX:	P76W8
      OFFSETS:	37-43
       TOKENS:	P76W12-P76W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqAl_1]
   UNSPLITVOC:	(AlmaqAl)
          POS:	DET+NOUN
          VOC:	Al+maqAl
        GLOSS:	the+article/essay

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P76W9
      OFFSETS:	44-48
       TOKENS:	P76W13-P76W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self+his/its

 INPUT STRING:	واشوف
     IS_TRANS:	wA$wf
        INDEX:	P76W10
      OFFSETS:	49-54
       TOKENS:	P76W15-P76W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(wiAa$uwf)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+$uwf
        GLOSS:	and+I+look

 INPUT STRING:	الكلام
     IS_TRANS:	AlklAm
        INDEX:	P76W11
      OFFSETS:	55-61
       TOKENS:	P76W17-P76W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P76W12
      OFFSETS:	62-64
       TOKENS:	P76W18-P76W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	correct/true

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P76W13
      OFFSETS:	65-68
       TOKENS:	P76W19-P76W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P76W14
      OFFSETS:	69-72
       TOKENS:	P76W20-P76W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P76W15
      OFFSETS:	73-78
       TOKENS:	P76W21-P76W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P76W16
      OFFSETS:	79-81
       TOKENS:	P76W23-P76W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	تهمني
     IS_TRANS:	thmny
        INDEX:	P76W17
      OFFSETS:	82-87
       TOKENS:	P76W24-P76W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>aham~_1]
   UNSPLITVOC:	(tihim~niy)
          POS:	IV3FS+IV+IVSUFF_DO:1S
          VOC:	ti+him~+niy
        GLOSS:	she/it/they+concern/be important+me

 INPUT STRING:	نواره
     IS_TRANS:	nwArh
        INDEX:	P76W18
      OFFSETS:	88-93
       TOKENS:	P76W26-P76W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naw~Arap_1]
   UNSPLITVOC:	(naw~Arap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	naw~Ar+ap
        GLOSS:	Nawara+[fem.sg.]

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P76W19
      OFFSETS:	94-97
       TOKENS:	P76W27-P76W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	تبقى
     IS_TRANS:	tbqY
        INDEX:	P76W20
      OFFSETS:	98-102
       TOKENS:	P76W28-P76W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(tiboqaY)
          POS:	IV3FS+IV
          VOC:	ti+boqaY
        GLOSS:	it/they/she+become/remain

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P76W21
      OFFSETS:	103-106
       TOKENS:	P76W29-P76W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	INTERROG_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P76W22
      OFFSETS:	107-110
       TOKENS:	P76W30-P76W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wi+lA
        GLOSS:	and+no/not

 INPUT STRING:	تواجهتها
     IS_TRANS:	twAjhthA
        INDEX:	P76W23
      OFFSETS:	111-119
       TOKENS:	P76W32-P76W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tawaj~uh_1]
   UNSPLITVOC:	(tawaj~uhAthA)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3FS
          VOC:	tawaj~uh+At+hA
        GLOSS:	attitudes/approaches+[fem.pl.]+its/her/their

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P76W24
      OFFSETS:	120-123
       TOKENS:	P76W34-P76W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P76W25
      OFFSETS:	124-127
       TOKENS:	P76W35-P76W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wi+lA
        GLOSS:	and+no/not

 INPUT STRING:	بحبها
     IS_TRANS:	bHbhA
        INDEX:	P76W26
      OFFSETS:	128-133
       TOKENS:	P76W37-P76W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(baHib~hA)
          POS:	PROG_PART+IV1S+IV+IVSUFF_DO:3FS
          VOC:	bi+>a+Hib~+hA
        GLOSS:	[present-tense]+I+like/love/want+her/it/them

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P76W27
