 INPUT STRING:	الملاحظ
          VOC:	Al+$abok+ap
        GLOSS:	the+gift+[fem.sg.]

 INPUT STRING:	الصينى
     IS_TRANS:	AlSynY
        INDEX:	P37W8
      OFFSETS:	39-45
       TOKENS:	P37W10-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Siyniy_1]
   UNSPLITVOC:	(AlS~iyniy)
          POS:	DET+ADJ
          VOC:	Al+Siyniy
        GLOSS:	the+Chinese

 INPUT STRING:	والجهار
     IS_TRANS:	wAljhAr
        INDEX:	P37W9
      OFFSETS:	46-53
       TOKENS:	P37W11-P37W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jihAr_1]
   UNSPLITVOC:	(wiAljihAr)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+jihAr
        GLOSS:	and+the+requirements

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P37W10
      OFFSETS:	54-57
       TOKENS:	P37W13-P37W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	قدر
     IS_TRANS:	qdr
        INDEX:	P37W11
      OFFSETS:	58-61
       TOKENS:	P37W14-P37W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qador_1]
   UNSPLITVOC:	(qador)
          POS:	NOUN
          VOC:	qador
        GLOSS:	extent/degree/amount/size

 INPUT STRING:	المستطاع
     IS_TRANS:	AlmstTAE
        INDEX:	P37W12
      OFFSETS:	62-70
       TOKENS:	P37W15-P37W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotaTAE_1]
   UNSPLITVOC:	(AlmusotaTAE)
          POS:	DET+ADJ
          VOC:	Al+musotaTAE
        GLOSS:	the+possible/feasible

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P37W13
      OFFSETS:	71-76
       TOKENS:	P37W16-P37W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(wiAll~ah)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+All~ah
        GLOSS:	and+Allah/God

 INPUT STRING:	المين
     IS_TRANS:	Almyn
        INDEX:	P37W14
      OFFSETS:	77-82
       TOKENS:	P37W18-P37W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Almyn)
          POS:	TYPO
          VOC:	Almyn
        GLOSS:	nogloss

 INPUT STRING:	وتمسك
     IS_TRANS:	wtmsk
        INDEX:	P38W1
      OFFSETS:	0-5
       TOKENS:	P38W1-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masak_1]
   UNSPLITVOC:	(witimosik)
          POS:	CONJ+IV2MS+IV
          VOC:	wi+ti+mosik
        GLOSS:	and+you+catch

 INPUT STRING:	بذات
     IS_TRANS:	b*At
        INDEX:	P38W2
      OFFSETS:	6-10
       TOKENS:	P38W3-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*At_1]
   UNSPLITVOC:	(bi*At)
          POS:	PREP+NOUN
          VOC:	bi+*At
        GLOSS:	with/by+same/self/essence/selves/beings/exactly/precisely

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P38W3
      OFFSETS:	11-16
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion

 INPUT STRING:	تربت
     IS_TRANS:	trbt
        INDEX:	P38W4
      OFFSETS:	17-21
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raba~at_1]
   UNSPLITVOC:	(taribat)
          POS:	IV3FS+IV
          VOC:	ta+ribat
        GLOSS:	she+paste dust/raise/grow/stroke/caress

 INPUT STRING:	يداك
     IS_TRANS:	ydAk
        INDEX:	P38W5
      OFFSETS:	22-26
       TOKENS:	P38W7-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yad_1]
   UNSPLITVOC:	(yadAka)
          POS:	NOUN+NSUFF_MASC_DU_NOM+POSS_PRON_2MS
          VOC:	yad+A+ka
        GLOSS:	hand+two+your [masc.sg.]

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P39W1
      OFFSETS:	0-4
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/concern

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P39W2
      OFFSETS:	5-7
       TOKENS:	P39W2-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	يروح
     IS_TRANS:	yrwH
        INDEX:	P39W3
      OFFSETS:	8-12
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(yiruwH)
          POS:	IV3MS+IV
          VOC:	yi+ruwH
        GLOSS:	he/it+go

 INPUT STRING:	لواحدة
     IS_TRANS:	lwAHdp
        INDEX:	P39W4
      OFFSETS:	13-19
       TOKENS:	P39W4-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHodap_1]
   UNSPLITVOC:	(liwAHodap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+wAHod+ap
        GLOSS:	for/to+woman+[fem.sg.]

 INPUT STRING:	لابسه
     IS_TRANS:	lAbsh
        INDEX:	P39W5
      OFFSETS:	20-25
       TOKENS:	P39W6-P39W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAbis_1]
   UNSPLITVOC:	(lAbosap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	lAbos+ap
        GLOSS:	dresse+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P39W6
      OFFSETS:	26-29
       TOKENS:	P39W7-P39W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الموضة
     IS_TRANS:	AlmwDp
        INDEX:	P39W7
      OFFSETS:	30-36
       TOKENS:	P39W8-P39W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDap_1]
   UNSPLITVOC:	(AlmawDap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mawD+ap
        GLOSS:	the+costumes/mode+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P39W8
      OFFSETS:	37-39
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عرفه
     IS_TRANS:	Erfh
        INDEX:	P39W9
      OFFSETS:	40-44
       TOKENS:	P39W10-P39W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Earofap_1]
   UNSPLITVOC:	(Earofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Earof+ap
        GLOSS:	knowing+[fem.sg.]

 INPUT STRING:	دينها
     IS_TRANS:	dynhA
        INDEX:	P39W10
      OFFSETS:	45-50
       TOKENS:	P39W11-P39W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(diynhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	diyn+hA
        GLOSS:	religion+its/their/her

 INPUT STRING:	ويعرض
     IS_TRANS:	wyErD
        INDEX:	P39W11
      OFFSETS:	51-56
       TOKENS:	P39W13-P39W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaraD_1]
   UNSPLITVOC:	(wiyiEoriD)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+EoriD
        GLOSS:	and+he/it+exhibit/present/review/inspect

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P39W12
      OFFSETS:	57-62
       TOKENS:	P39W15-P39W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalayhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+it/them/her

 INPUT STRING:	شبة
     IS_TRANS:	$bp
        INDEX:	P39W13
      OFFSETS:	63-66
       TOKENS:	P39W17-P39W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	($bp)
          POS:	TYPO
          VOC:	$bp
        GLOSS:	nogloss

 INPUT STRING:	صينى
     IS_TRANS:	SynY
        INDEX:	P39W14
      OFFSETS:	67-71
       TOKENS:	P39W18-P39W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Siyniy_1]
   UNSPLITVOC:	(Siyniy)
          POS:	ADJ
          VOC:	Siyniy
        GLOSS:	Chinese

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P40W1
      OFFSETS:	0-4
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	هترفض
     IS_TRANS:	htrfD
        INDEX:	P40W2
      OFFSETS:	5-10
       TOKENS:	P40W2-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rafaD_1]
   UNSPLITVOC:	(HatirofuD)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+rofuD
        GLOSS:	will+it/they/she+rejects

 INPUT STRING:	لانها
     IS_TRANS:	lAnhA
        INDEX:	P40W3
      OFFSETS:	11-16
       TOKENS:	P40W4-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>an~_1]
   UNSPLITVOC:	(li>an~ahA)
          POS:	PREP+SUB_CONJ+PRON_3FS
          VOC:	li+>an~+hA
        GLOSS:	for/to+that+she

 INPUT STRING:	عوزة
     IS_TRANS:	Ewzp
        INDEX:	P40W4
      OFFSETS:	17-21
       TOKENS:	P40W7-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eawz_1]
   UNSPLITVOC:	(Eawzap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Eawz+ap
        GLOSS:	wanting+[fem.sg.]

 INPUT STRING:	شبكة
     IS_TRANS:	$bkp
        INDEX:	P40W5
      OFFSETS:	22-26
       TOKENS:	P40W8-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$abokap_1]
   UNSPLITVOC:	($abokap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$abok+ap
        GLOSS:	gift+[fem.sg.]

 INPUT STRING:	وجهاز
     IS_TRANS:	wjhAz
        INDEX:	P40W6
      OFFSETS:	27-32
       TOKENS:	P40W9-P40W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jihAz_1]
   UNSPLITVOC:	(wijihAz)
          POS:	CONJ+NOUN
          VOC:	wi+jihAz
        GLOSS:	and+requirments

 INPUT STRING:	وشقة
     IS_TRANS:	w$qp
        INDEX:	P40W7
      OFFSETS:	33-37
       TOKENS:	P40W11-P40W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aq~ap_1]
   UNSPLITVOC:	(wi$aq~ap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+$aq~+ap
        GLOSS:	and+apartment/apartments+[fem.sg.]

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P40W8
      OFFSETS:	38-40
       TOKENS:	P40W13-P40W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/such

 INPUT STRING:	بنت
     IS_TRANS:	bnt
        INDEX:	P40W9
      OFFSETS:	41-44
       TOKENS:	P40W14-P40W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binot)
          POS:	NOUN
          VOC:	binot
        GLOSS:	daughter/girl/daughters/girls

 INPUT STRING:	عمها
     IS_TRANS:	EmhA
        INDEX:	P40W10
      OFFSETS:	45-49
       TOKENS:	P40W15-P40W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~_1]
   UNSPLITVOC:	(Eam~ahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Eam~+hA
        GLOSS:	paternal uncle/paternal uncles+its/their/her

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P40W11
      OFFSETS:	50-54
       TOKENS:	P40W17-P40W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	like/such as/like/such as/the likes of+[acc.indef.]

 INPUT STRING:	المشكله
     IS_TRANS:	Alm$klh
        INDEX:	P41W1
      OFFSETS:	0-7
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P41W2
      OFFSETS:	8-10
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاختيار
     IS_TRANS:	AlAxtyAr
        INDEX:	P41W3
      OFFSETS:	11-19
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotiyAr_1]
   UNSPLITVOC:	(AlAixotiyAr)
          POS:	DET+NOUN
          VOC:	Al+AixotiyAr
        GLOSS:	the+choice/selection

 INPUT STRING:	وعلى
     IS_TRANS:	wElY
        INDEX:	P41W4
      OFFSETS:	20-24
       TOKENS:	P41W4-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(waEalaY)
          POS:	CONJ+PREP
          VOC:	wa+EalaY
        GLOSS:	and+on/above

 INPUT STRING:	رئى
     IS_TRANS:	r}Y
        INDEX:	P41W5
      OFFSETS:	25-28
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(r}Y)
          POS:	TYPO
          VOC:	r}Y
        GLOSS:	nogloss

 INPUT STRING:	المثل
     IS_TRANS:	Almvl
        INDEX:	P41W6
      OFFSETS:	29-34
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(Almaval)
          POS:	DET+NOUN
          VOC:	Al+maval
        GLOSS:	the+example/proverb/for example

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P41W7
      OFFSETS:	35-37
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	فوله
     IS_TRANS:	fwlh
        INDEX:	P41W8
      OFFSETS:	38-42
       TOKENS:	P41W9-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fuwlap_1]
   UNSPLITVOC:	(fuwlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fuwl+ap
        GLOSS:	penes+[fem.sg.]

 INPUT STRING:	وليها
     IS_TRANS:	wlyhA
        INDEX:	P41W9
      OFFSETS:	43-48
       TOKENS:	P41W10-P41W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(wiliyhA)
          POS:	CONJ+PREP+PRON_3FS
          VOC:	wi+li+hA
        GLOSS:	and+for+it

 INPUT STRING:	كيال
     IS_TRANS:	kyAl
        INDEX:	P41W10
      OFFSETS:	49-53
       TOKENS:	P41W13-P41W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kay~Al_1]
   UNSPLITVOC:	(kay~Al)
          POS:	NOUN
          VOC:	kay~Al
        GLOSS:	measurer

 INPUT STRING:	وشكرا
     IS_TRANS:	w$krA
        INDEX:	P42W1
      OFFSETS:	0-5
       TOKENS:	P42W1-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	(wi$ukorAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+$ukor+AF
        GLOSS:	and+thank you/thanks+[acc.indef.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P42W2
      OFFSETS:	6-9
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P42W3
      OFFSETS:	10-17
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P43W1
      OFFSETS:	0-3
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	i

 INPUT STRING:	بصراحة
     IS_TRANS:	bSrAHp
        INDEX:	P43W2
      OFFSETS:	4-10
       TOKENS:	P43W2-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SarAHap_1]
   UNSPLITVOC:	(biSarAHap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+SarAH+ap
        GLOSS:	with/by+sincerity/candor/frankness/explicitly/openly+[fem.sg.]

 INPUT STRING:	قريت
     IS_TRANS:	qryt
        INDEX:	P43W3
      OFFSETS:	11-15
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarA_1]
   UNSPLITVOC:	(qarayt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qar+ayt
        GLOSS:	read/examine/be pierced/be examined+I

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P43W4
      OFFSETS:	16-20
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P43W5
      OFFSETS:	21-23
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	اعضاءنا
     IS_TRANS:	AEDA'nA
        INDEX:	P43W6
      OFFSETS:	24-31
       TOKENS:	P43W7-P43W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EuDow_1]
   UNSPLITVOC:	(>aEoDA'nA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	>aEoDA'+nA
        GLOSS:	members+our

 INPUT STRING:	الكرام
     IS_TRANS:	AlkrAm
        INDEX:	P43W7
      OFFSETS:	32-38
       TOKENS:	P43W9-P43W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kariym_1]
   UNSPLITVOC:	(AlkirAm)
          POS:	DET+ADJ
          VOC:	Al+kirAm
        GLOSS:	the+distinguished/generous/noble/precious

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P43W8
      OFFSETS:	39-43
       TOKENS:	P43W10-P43W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	قالوه
     IS_TRANS:	qAlwh
        INDEX:	P43W9
      OFFSETS:	44-49
       TOKENS:	P43W11-P43W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAluwh)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3MS
          VOC:	qAl+uwA+uh
        GLOSS:	said/say/be said/say/(for example)+they+it/him

 INPUT STRING:	وشفت
     IS_TRANS:	w$ft
        INDEX:	P44W1
      OFFSETS:	0-4
       TOKENS:	P44W1-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(wi$uft)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+$uf+t
        GLOSS:	and+look+I

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P44W2
      OFFSETS:	5-7
       TOKENS:	P44W3-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P44W3
      OFFSETS:	8-12
       TOKENS:	P44W4-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	بيفكر
     IS_TRANS:	byfkr
        INDEX:	P44W4
      OFFSETS:	13-18
       TOKENS:	P44W5-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(biyifak~ar)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+fak~ar
        GLOSS:	[present-tense]+he/it+think/consider/ponder

 INPUT STRING:	ازاى
     IS_TRANS:	AzAY
        INDEX:	P44W5
      OFFSETS:	19-23
       TOKENS:	P44W7-P44W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
