 INPUT STRING:	وصيـــــــــــــــه
          POS:	NOUN_PROP
          VOC:	AHolAm
        GLOSS:	Ahlam

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P69W6
      OFFSETS:	24-26
       TOKENS:	P69W7-P69W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	بنت
     IS_TRANS:	bnt
        INDEX:	P69W7
      OFFSETS:	27-30
       TOKENS:	P69W8-P69W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binot)
          POS:	NOUN
          VOC:	binot
        GLOSS:	daughter/girl/daughters/girls

 INPUT STRING:	الحاجه
     IS_TRANS:	AlHAjh
        INDEX:	P69W8
      OFFSETS:	31-37
       TOKENS:	P69W9-P69W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haj~ap_1]
   UNSPLITVOC:	(AlHAj~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HAj~+ap
        GLOSS:	the+pilgrim+[fem.sg.]

 INPUT STRING:	عصريه
     IS_TRANS:	ESryh
        INDEX:	P69W9
      OFFSETS:	38-43
       TOKENS:	P69W10-P69W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EaSoriy~_1]
   UNSPLITVOC:	(EaSoriy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EaSoriy~+ap
        GLOSS:	modern/contemporary+[fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P70W1
      OFFSETS:	1-3
       TOKENS:	P70W1-P70W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P70W2
      OFFSETS:	4-7
       TOKENS:	P70W2-P70W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(bijid~)
          POS:	PREP+NOUN
          VOC:	bi+jid~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	جامده
     IS_TRANS:	jAmdh
        INDEX:	P70W3
      OFFSETS:	8-13
       TOKENS:	P70W4-P70W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmid_1]
   UNSPLITVOC:	(jAmodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jAmod+ap
        GLOSS:	frozen/rigid/inorganic+[fem.sg.]

 INPUT STRING:	الوصيه
     IS_TRANS:	AlwSyh
        INDEX:	P70W4
      OFFSETS:	14-20
       TOKENS:	P70W5-P70W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSiy~ap_1]
   UNSPLITVOC:	(AlwiSiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+wiSiy~+ap
        GLOSS:	the+testament+[fem.sg.]

 INPUT STRING:	هههههههه
     IS_TRANS:	hhhhhhhh
        INDEX:	P71W1
      OFFSETS:	1-9
       TOKENS:	P71W1-P71W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	nogloss

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P71W2
      OFFSETS:	10-13
       TOKENS:	P71W2-P71W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(bijid~)
          POS:	PREP+NOUN
          VOC:	bi+jid~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P71W3
      OFFSETS:	14-18
       TOKENS:	P71W4-P71W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	nice/sweet+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P71W4
      OFFSETS:	19-21
       TOKENS:	P71W5-P71W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	معرفناش
     IS_TRANS:	mErfnA$
        INDEX:	P71W5
      OFFSETS:	22-29
       TOKENS:	P71W6-P71W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(mA_EarafnA$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P+NEG_PART
          VOC:	mA+Earaf+(null)+nA+$
        GLOSS:	not+know/be known+he/it+us+not

 INPUT STRING:	مصير
     IS_TRANS:	mSyr
        INDEX:	P71W6
      OFFSETS:	30-34
       TOKENS:	P71W10-P71W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSiyr_1]
   UNSPLITVOC:	(maSiyr)
          POS:	NOUN
          VOC:	maSiyr
        GLOSS:	path/destiny/fate

 INPUT STRING:	النيل
     IS_TRANS:	Alnyl
        INDEX:	P71W7
      OFFSETS:	35-40
       TOKENS:	P71W11-P71W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niyl_1]
   UNSPLITVOC:	(Aln~iyl)
          POS:	DET+NOUN_PROP
          VOC:	Al+niyl
        GLOSS:	the+Nile

 INPUT STRING:	رايح
     IS_TRANS:	rAyH
        INDEX:	P71W8
      OFFSETS:	41-45
       TOKENS:	P71W12-P71W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyiH)
          POS:	ADJ
          VOC:	rAyiH
        GLOSS:	going

 INPUT STRING:	لمين
     IS_TRANS:	lmyn
        INDEX:	P71W9
      OFFSETS:	46-50
       TOKENS:	P71W13-P71W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(limiyn)
          POS:	PREP+INTERROG_PRON
          VOC:	li+miyn
        GLOSS:	Gloss:TBA+who

 INPUT STRING:	لكِ
     IS_TRANS:	lki
        INDEX:	P72W1
      OFFSETS:	1-4
       TOKENS:	P72W1-P72W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	to+you

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P72W2
      OFFSETS:	5-9
       TOKENS:	P72W3-P72W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	يامصر
     IS_TRANS:	yAmSr
        INDEX:	P72W3
      OFFSETS:	10-15
       TOKENS:	P72W4-P72W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maSr_1]
   UNSPLITVOC:	(yAmaSor)
          POS:	VOC_PART+NOUN_PROP
          VOC:	yaA+maSor
        GLOSS:	oh+Egypt

 INPUT STRING:	السلام
     IS_TRANS:	AlslAm
        INDEX:	P73W1
      OFFSETS:	1-7
       TOKENS:	P73W1-P73W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(Als~alAm)
          POS:	DET+NOUN
          VOC:	Al+salAm
        GLOSS:	the+greeting/salute/salutation

 INPUT STRING:	عليكم
     IS_TRANS:	Elykm
        INDEX:	P73W2
      OFFSETS:	8-13
       TOKENS:	P73W2-P73W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealaykum)
          POS:	PREP+PRON_2P
          VOC:	EalaY+kum
        GLOSS:	on/above+you

 INPUT STRING:	ورحمة
     IS_TRANS:	wrHmp
        INDEX:	P73W3
      OFFSETS:	14-19
       TOKENS:	P73W4-P73W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHomap_1]
   UNSPLITVOC:	(wiraHomap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+raHom+ap
        GLOSS:	and+compassion/mercy+[fem.sg.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P73W4
      OFFSETS:	20-24
       TOKENS:	P73W6-P73W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	وبركاته
     IS_TRANS:	wbrkAth
        INDEX:	P73W5
      OFFSETS:	25-32
       TOKENS:	P73W7-P73W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barakap_1]
   UNSPLITVOC:	(wibarakAtuh)
          POS:	CONJ+NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	wi+barak+At+uh
        GLOSS:	and+blessing/blessings+[fem.pl.]+his/its

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P74W1
      OFFSETS:	21-25
       TOKENS:	P74W1-P74W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	sweet/nice+[fem.sg.]

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P74W2
      OFFSETS:	26-29
       TOKENS:	P74W2-P74W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(bijid~)
          POS:	PREP+NOUN
          VOC:	bi+jid~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P74W3
      OFFSETS:	30-33
       TOKENS:	P74W4-P74W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P74W4
      OFFSETS:	34-36
       TOKENS:	P74W5-P74W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حدد
     IS_TRANS:	Hdd
        INDEX:	P74W5
      OFFSETS:	37-40
       TOKENS:	P74W6-P74W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~id_1]
   UNSPLITVOC:	(Had~id)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Had~id+(null)
        GLOSS:	limit+you

 INPUT STRING:	مصير
     IS_TRANS:	mSyr
        INDEX:	P74W6
      OFFSETS:	41-45
       TOKENS:	P74W7-P74W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSiyr_1]
   UNSPLITVOC:	(maSiyr)
          POS:	NOUN
          VOC:	maSiyr
        GLOSS:	path/destiny/fate

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P74W7
      OFFSETS:	46-51
       TOKENS:	P74W8-P74W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P75W1
      OFFSETS:	1-4
       TOKENS:	P75W1-P75W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P75W2
      OFFSETS:	5-9
       TOKENS:	P75W2-P75W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean

 INPUT STRING:	هيفضل
     IS_TRANS:	hyfDl
        INDEX:	P75W3
      OFFSETS:	10-15
       TOKENS:	P75W3-P75W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiDil_1]
   UNSPLITVOC:	(HayifoDal)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+foDal
        GLOSS:	will+he/it+remain

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P75W4
      OFFSETS:	16-19
       TOKENS:	P75W5-P75W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	طول
     IS_TRANS:	Twl
        INDEX:	P75W5
      OFFSETS:	20-23
       TOKENS:	P75W6-P75W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(Tuwl)
          POS:	NOUN
          VOC:	Tuwl
        GLOSS:	length/height/lengths/heights

 INPUT STRING:	ينضرب
     IS_TRANS:	ynDrb
        INDEX:	P75W6
      OFFSETS:	24-29
       TOKENS:	P75W7-P75W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>inDarab_1]
   UNSPLITVOC:	(yinDrb)
          POS:	IV3MS+IV_PASS
          VOC:	yi+nDrb
        GLOSS:	he/it+be beaten

 INPUT STRING:	وساكت
     IS_TRANS:	wsAkt
        INDEX:	P76W1
      OFFSETS:	1-6
       TOKENS:	P76W1-P76W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAkit_1]
   UNSPLITVOC:	(wisAkit)
          POS:	CONJ+ADJ
          VOC:	wi+sAkit
        GLOSS:	and+silent/calm

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P76W2
      OFFSETS:	7-10
       TOKENS:	P76W3-P76W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	هيحصل
     IS_TRANS:	hyHSl
        INDEX:	P76W3
      OFFSETS:	11-16
       TOKENS:	P76W4-P76W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HayiHoSal)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+HoSal
        GLOSS:	will+he/it+occur/happen/take place

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P76W4
      OFFSETS:	17-20
       TOKENS:	P76W6-P76W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lyh)
          POS:	TYPO
          VOC:	lyh
        GLOSS:	nogloss

 INPUT STRING:	أيه
     IS_TRANS:	>yh
        INDEX:	P76W5
      OFFSETS:	21-24
       TOKENS:	P76W7-P76W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>iyh_1]
   UNSPLITVOC:	(>yh)
          POS:	TYPO
          VOC:	>yh
        GLOSS:	INTERROG_PRON

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P76W6
      OFFSETS:	24-25
       TOKENS:	P76W8-P76W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	المهم
     IS_TRANS:	Almhm
        INDEX:	P77W1
      OFFSETS:	1-6
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~_1]
   UNSPLITVOC:	(Almuhim~)
          POS:	DET+ADJ
          VOC:	Al+muhim~
        GLOSS:	the+important/serious

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P77W2
      OFFSETS:	7-9
       TOKENS:	P77W2-P77W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	احلام
     IS_TRANS:	AHlAm
        INDEX:	P77W3
      OFFSETS:	10-15
       TOKENS:	P77W3-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AaHolAm_1]
   UNSPLITVOC:	(AHolAm)
          POS:	NOUN_PROP
          VOC:	AHolAm
        GLOSS:	Ahlam

 INPUT STRING:	طمنينا
     IS_TRANS:	TmnynA
        INDEX:	P77W4
      OFFSETS:	16-22
       TOKENS:	P77W4-P77W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tam~in_1]
   UNSPLITVOC:	(Tam~iniynA)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1P
          VOC:	Tam~in+iy+nA
        GLOSS:	reassure+you+us

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P77W5
      OFFSETS:	23-28
       TOKENS:	P77W6-P77W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealaykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P78W1
      OFFSETS:	1-5
       TOKENS:	P78W1-P78W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يستر
     IS_TRANS:	ystr
        INDEX:	P78W2
      OFFSETS:	6-10
       TOKENS:	P78W3-P78W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[satar_1]
   UNSPLITVOC:	(yusotur)
          POS:	IV3MS+IV
          VOC:	yu+sotur
        GLOSS:	he/it+cover/hide

 INPUT STRING:	معاكي
     IS_TRANS:	mEAky
        INDEX:	P78W3
      OFFSETS:	11-16
       TOKENS:	P78W4-P78W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAkiy)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	maEa+ik
        GLOSS:	with/at+your

 INPUT STRING:	وعليكي
     IS_TRANS:	wElyky
        INDEX:	P78W4
      OFFSETS:	17-23
       TOKENS:	P78W6-P78W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(waEalaykiy)
          POS:	CONJ+PREP+PRON_2FS
          VOC:	wa+EalaY+ik
        GLOSS:	and+on/above+you

 INPUT STRING:	كنتى
     IS_TRANS:	kntY
        INDEX:	P79W1
      OFFSETS:	1-5
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kuntiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	kun+tiy
        GLOSS:	be+you

 INPUT STRING:	طيبة
     IS_TRANS:	Tybp
        INDEX:	P79W2
      OFFSETS:	6-10
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ibap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Tay~ib+ap
        GLOSS:	good/pleasant+[fem.sg.]

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P79W3
      OFFSETS:	11-16
       TOKENS:	P79W3-P79W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN
          VOC:	wa+All~ah
        GLOSS:	with+God

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P79W4
      OFFSETS:	17-19
       TOKENS:	P79W5-P79W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	أحلام
     IS_TRANS:	>HlAm
        INDEX:	P79W5
      OFFSETS:	20-25
       TOKENS:	P79W6-P79W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AaHolAm_1]
   UNSPLITVOC:	(AHolAm)
          POS:	NOUN_PROP
          VOC:	AHolAm
        GLOSS:	Ahlam

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P79W6
      OFFSETS:	26-27
       TOKENS:	P79W7-P79W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P79W7
      OFFSETS:	27-28
       TOKENS:	P79W8-P79W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P79W8
      OFFSETS:	28-29
       TOKENS:	P79W9-P79W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	لكِ
     IS_TRANS:	lki
        INDEX:	P80W1
      OFFSETS:	1-4
       TOKENS:	P80W1-P80W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	to+you

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P80W2
      OFFSETS:	5-9
       TOKENS:	P80W3-P80W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	سبحان
     IS_TRANS:	sbHAn
        INDEX:	P81W1
      OFFSETS:	1-6
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suboHAn_1]
   UNSPLITVOC:	(suboHAn)
          POS:	NOUN
          VOC:	suboHAn
        GLOSS:	praise

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P81W2
      OFFSETS:	7-11
       TOKENS:	P81W2-P81W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	مصر
