 INPUT STRING:	-
      COMMENT:	[]
        LEMMA:	[Hajoz_1]
   UNSPLITVOC:	(lilHajoz)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+Hajoz
        GLOSS:	for/to+the+detention/reservation/confiscation

 INPUT STRING:	حتي
     IS_TRANS:	Hty
        INDEX:	P51W13
      OFFSETS:	67-70
       TOKENS:	P51W15-P51W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P51W14
      OFFSETS:	71-74
       TOKENS:	P51W16-P51W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الفيلل
     IS_TRANS:	Alfyll
        INDEX:	P51W15
      OFFSETS:	75-81
       TOKENS:	P51W17-P51W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiylap_1]
   UNSPLITVOC:	(Alfiylal)
          POS:	DET+NOUN
          VOC:	Al+fiylal
        GLOSS:	the+villas

 INPUT STRING:	والشقق
     IS_TRANS:	wAl$qq
        INDEX:	P51W16
      OFFSETS:	82-88
       TOKENS:	P51W18-P51W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aq~ap_1]
   UNSPLITVOC:	(wiAl$uqaq)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+$uqaq
        GLOSS:	and+the+apartment/apartments

 INPUT STRING:	والقصور
     IS_TRANS:	wAlqSwr
        INDEX:	P51W17
      OFFSETS:	89-96
       TOKENS:	P51W20-P51W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quSuwr_1]
   UNSPLITVOC:	(wiAlquSuwr)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+quSuwr
        GLOSS:	and+the+castles/palaces

 INPUT STRING:	والعربات
     IS_TRANS:	wAlErbAt
        INDEX:	P51W18
      OFFSETS:	97-105
       TOKENS:	P51W22-P51W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabap_1]
   UNSPLITVOC:	(wiAlEarabAt)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_PL
          VOC:	wi+Al+Earab+At
        GLOSS:	and+the+cars+[fem.pl.]

 INPUT STRING:	الفخمه
     IS_TRANS:	Alfxmh
        INDEX:	P51W19
      OFFSETS:	106-112
       TOKENS:	P51W24-P51W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Alfaxm~_1]
   UNSPLITVOC:	(Alfaxm~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+faxm~+ap
        GLOSS:	the+rich+[fem.sg.]

 INPUT STRING:	للطغاة
     IS_TRANS:	llTgAp
        INDEX:	P51W20
      OFFSETS:	113-119
       TOKENS:	P51W25-P51W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TAgiy_1]
   UNSPLITVOC:	(liAlTugAap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+TugA+ap
        GLOSS:	to/for+the+tyrants/oppressors+[fem.sg.]

 INPUT STRING:	لانهم
     IS_TRANS:	lAnhm
        INDEX:	P52W1
      OFFSETS:	0-5
       TOKENS:	P52W1-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uhum)
          POS:	PREP+SUB_CONJ+PRON_3P
          VOC:	li+<in~+hum
        GLOSS:	for/to+that+they

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P52W2
      OFFSETS:	6-8
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يعترفون
     IS_TRANS:	yEtrfwn
        INDEX:	P52W3
      OFFSETS:	9-16
       TOKENS:	P52W5-P52W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yEtrfwn)
          POS:	NO_FUNC
          VOC:	yEtrfwn
        GLOSS:	nogloss

 INPUT STRING:	بالثروة
     IS_TRANS:	bAlvrwp
        INDEX:	P52W4
      OFFSETS:	17-24
       TOKENS:	P52W6-P52W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[varowap_1]
   UNSPLITVOC:	(biAlv~arowap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+varow+ap
        GLOSS:	with/by+the+wealth/abundance/wealth/abundance/riches+[fem.sg.]

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P53W1
      OFFSETS:	0-2
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	as

 INPUT STRING:	الولد
     IS_TRANS:	Alwld
        INDEX:	P53W2
      OFFSETS:	3-8
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(Alwalad)
          POS:	DET+NOUN
          VOC:	Al+walad
        GLOSS:	the+child/son

 INPUT STRING:	المدلل
     IS_TRANS:	Almdll
        INDEX:	P53W3
      OFFSETS:	9-15
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[midal~il_1]
   UNSPLITVOC:	(Almidal~il)
          POS:	DET+ADJ
          VOC:	Al+midal~il
        GLOSS:	the+pampered/spoiled

 INPUT STRING:	كدة
     IS_TRANS:	kdp
        INDEX:	P53W4
      OFFSETS:	16-19
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like this

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P53W5
      OFFSETS:	20-22
       TOKENS:	P53W5-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P53W6
      OFFSETS:	23-26
       TOKENS:	P53W6-P53W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	today/some day/ever/days

 INPUT STRING:	يأتي
     IS_TRANS:	y>ty
        INDEX:	P53W7
      OFFSETS:	27-31
       TOKENS:	P53W7-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ataY_1]
   UNSPLITVOC:	(ya>tiy)
          POS:	IV3MS+IV
          VOC:	ya+>tiy
        GLOSS:	he/it+come

 INPUT STRING:	لاسرته
     IS_TRANS:	lAsrth
        INDEX:	P53W8
      OFFSETS:	32-38
       TOKENS:	P53W8-P53W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usorap_1]
   UNSPLITVOC:	(li>usorituh)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	li+>usor+ap+uh
        GLOSS:	for/to+family/community+[fem.sg.]+his/its

 INPUT STRING:	بورطه
     IS_TRANS:	bwrTh
        INDEX:	P53W9
      OFFSETS:	39-44
       TOKENS:	P53W11-P53W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waroTap_1]
   UNSPLITVOC:	(biwaroTap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+waroT+ap
        GLOSS:	with/by+predicament/bind/involvement+[fem.sg.]

 INPUT STRING:	وبمصيبه
     IS_TRANS:	wbmSybh
        INDEX:	P53W10
      OFFSETS:	45-52
       TOKENS:	P53W13-P53W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muSiybap_1]
   UNSPLITVOC:	(wibimuSiybap)
          POS:	CONJ+PREP+NOUN+NSUFF_FEM_SG
          VOC:	wi+bi+muSiyb+ap
        GLOSS:	and+with/by+accident/misfortune+[fem.sg.]

 INPUT STRING:	وهما
     IS_TRANS:	whmA
        INDEX:	P53W11
      OFFSETS:	53-57
       TOKENS:	P53W16-P53W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(wihum~a)
          POS:	CONJ+PRON_3P
          VOC:	wi+hum~a
        GLOSS:	and+they

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P53W12
      OFFSETS:	58-62
       TOKENS:	P53W18-P53W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+matter/affair

 INPUT STRING:	الفضايح
     IS_TRANS:	AlfDAyH
        INDEX:	P53W13
      OFFSETS:	63-70
       TOKENS:	P53W20-P53W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiDiyHap_1]
   UNSPLITVOC:	(AlfaDAyiH)
          POS:	DET+NOUN
          VOC:	Al+faDAyiH
        GLOSS:	the+disgrace

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P53W14
      OFFSETS:	71-73
       TOKENS:	P53W21-P53W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	لعدم
     IS_TRANS:	lEdm
        INDEX:	P53W15
      OFFSETS:	74-78
       TOKENS:	P53W22-P53W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(liEadam)
          POS:	PREP+NOUN
          VOC:	li+Eadam
        GLOSS:	for/to+absence of/lack of/not/non-

 INPUT STRING:	تحميله
     IS_TRANS:	tHmylh
        INDEX:	P53W16
      OFFSETS:	79-85
       TOKENS:	P53W24-P53W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHomiyl_1]
   UNSPLITVOC:	(taHomiyluh)
          POS:	NOUN.VN+POSS_PRON_3MS
          VOC:	taHomiyl+uh
        GLOSS:	burdening/loading/shipment+its/his

 INPUT STRING:	نتيجه
     IS_TRANS:	ntyjh
        INDEX:	P53W17
      OFFSETS:	86-91
       TOKENS:	P53W26-P53W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[natiyjap_1]
   UNSPLITVOC:	(natiyjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	natiyj+ap
        GLOSS:	result/consequence+[fem.sg.]

 INPUT STRING:	اعماله
     IS_TRANS:	AEmAlh
        INDEX:	P53W18
      OFFSETS:	92-98
       TOKENS:	P53W27-P53W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(>aEmAluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>aEmAl+uh
        GLOSS:	doings/actions+his

 INPUT STRING:	يقومون
     IS_TRANS:	yqwmwn
        INDEX:	P53W19
      OFFSETS:	99-105
       TOKENS:	P53W29-P53W29
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yqwmwn)
          POS:	NO_FUNC
          VOC:	yqwmwn
        GLOSS:	nogloss

 INPUT STRING:	بالدفع
     IS_TRANS:	bAldfE
        INDEX:	P53W20
      OFFSETS:	106-112
       TOKENS:	P53W30-P53W31
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[dafoE_1]
   UNSPLITVOC:	(biAldafoE)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+dafoE
        GLOSS:	with/by+the+payment

 INPUT STRING:	عوضا
     IS_TRANS:	EwDA
        INDEX:	P53W21
      OFFSETS:	113-117
       TOKENS:	P53W32-P53W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EiwaD_1]
   UNSPLITVOC:	(Eaw~aDAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Eaw~aD+AF
        GLOSS:	instead of/in exchange for+[acc.indef.]

 INPUT STRING:	عنه
     IS_TRANS:	Enh
        INDEX:	P53W22
      OFFSETS:	118-121
       TOKENS:	P53W33-P53W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~uh)
          POS:	PREP+PRON_3MS
          VOC:	Ean~+uh
        GLOSS:	(away) from, off, about, on, over+gloss

 INPUT STRING:	وبالتالي
     IS_TRANS:	wbAltAly
        INDEX:	P54W1
      OFFSETS:	0-8
       TOKENS:	P54W1-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAliy_1]
   UNSPLITVOC:	(wibiAltAliy)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wi+bi+Al+tAliy
        GLOSS:	and+with/by+the+therefore/consequently

 INPUT STRING:	سيظل
     IS_TRANS:	syZl
        INDEX:	P54W2
      OFFSETS:	9-13
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(syZl)
          POS:	NO_FUNC
          VOC:	syZl
        GLOSS:	nogloss

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P54W3
      OFFSETS:	14-16
       TOKENS:	P54W5-P54W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مصيبه
     IS_TRANS:	mSybh
        INDEX:	P54W4
      OFFSETS:	17-22
       TOKENS:	P54W6-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muSiybap_1]
   UNSPLITVOC:	(muSiybap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muSiyb+ap
        GLOSS:	accident/misfortune+[fem.sg.]

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P54W5
      OFFSETS:	23-26
       TOKENS:	P54W7-P54W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	اخري
     IS_TRANS:	Axry
        INDEX:	P54W6
      OFFSETS:	27-31
       TOKENS:	P54W8-P54W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxoray_1]
   UNSPLITVOC:	(>uxoraY)
          POS:	NOUN
          VOC:	>uxoraY
        GLOSS:	other/another/additional

 INPUT STRING:	ونحن
     IS_TRANS:	wnHn
        INDEX:	P55W1
      OFFSETS:	0-4
       TOKENS:	P55W1-P55W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naHnu_1]
   UNSPLITVOC:	(winaHonu)
          POS:	PART+PRON_1P
          VOC:	wi+naHonu
        GLOSS:	[part.]+we

 INPUT STRING:	طوال
     IS_TRANS:	TwAl
        INDEX:	P55W2
      OFFSETS:	5-9
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwl_1]
   UNSPLITVOC:	(TuwAl)
          POS:	NOUN
          VOC:	TuwAl
        GLOSS:	as long as

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P55W3
      OFFSETS:	10-12
       TOKENS:	P55W4-P55W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	بنتحمل
     IS_TRANS:	bntHml
        INDEX:	P55W4
      OFFSETS:	13-19
       TOKENS:	P55W5-P55W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>itHam~il_1]
   UNSPLITVOC:	(binitoHam~il)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+toHam~il
        GLOSS:	[present tense]+we+afford/bare

 INPUT STRING:	غلطه
     IS_TRANS:	glTh
        INDEX:	P55W5
      OFFSETS:	20-24
       TOKENS:	P55W7-P55W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galoTap_1]
   UNSPLITVOC:	(galoTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	galoT+ap
        GLOSS:	error/blunder+[fem.sg.]

 INPUT STRING:	وهبر
     IS_TRANS:	whbr
        INDEX:	P55W6
      OFFSETS:	25-29
       TOKENS:	P55W8-P55W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[habor_1]
   UNSPLITVOC:	(wihabor)
          POS:	CONJ+NOUN
          VOC:	wi+habor
        GLOSS:	and+mangling/carving

 INPUT STRING:	وسرقه
     IS_TRANS:	wsrqh
        INDEX:	P55W7
      OFFSETS:	30-35
       TOKENS:	P55W10-P55W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siroqap_1]
   UNSPLITVOC:	(wisiroqap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+siroq+ap
        GLOSS:	and+stealing/theft/heist+[fem.sg.]

 INPUT STRING:	الفاسدين
     IS_TRANS:	AlfAsdyn
        INDEX:	P55W8
      OFFSETS:	36-44
       TOKENS:	P55W12-P55W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAsid_1]
   UNSPLITVOC:	(AlfAsidiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+fAsid+iyn
        GLOSS:	the+corrupt/immoral+[masc.pl.]

 INPUT STRING:	هنظل
     IS_TRANS:	hnZl
        INDEX:	P55W9
      OFFSETS:	45-49
       TOKENS:	P55W13-P55W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Zal~_1]
   UNSPLITVOC:	(hanaZal~)
          POS:	FUT_PART+IV1P+IV
          VOC:	ha+na+Zal~
        GLOSS:	will+we+remain

 INPUT STRING:	هكذا
     IS_TRANS:	hk*A
        INDEX:	P55W10
      OFFSETS:	50-54
       TOKENS:	P55W15-P55W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[h`ka*A_1]
   UNSPLITVOC:	(h`ka*A)
          POS:	ADV
          VOC:	h`ka*A
        GLOSS:	this way, this, thus

 INPUT STRING:	منهوبين
     IS_TRANS:	mnhwbyn
        INDEX:	P55W11
      OFFSETS:	55-62
       TOKENS:	P55W16-P55W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manohuwb_1]
   UNSPLITVOC:	(manohuwbiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	manohuwb+iyn
        GLOSS:	corrupt/immoral+[masc.pl.]

 INPUT STRING:	ومسروقين
     IS_TRANS:	wmsrwqyn
        INDEX:	P55W12
      OFFSETS:	63-71
       TOKENS:	P55W17-P55W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masoruwq_1]
   UNSPLITVOC:	(wimasoruwqiyn)
          POS:	CONJ+ADJ+NSUFF_MASC_PL
          VOC:	wi+masoruwq+iyn
        GLOSS:	and+stolen+[masc.pl.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P55W13
      OFFSETS:	72-74
       TOKENS:	P55W19-P55W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[emphasis]

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P55W14
      OFFSETS:	75-77
       TOKENS:	P55W20-P55W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P55W15
      OFFSETS:	78-82
       TOKENS:	P55W21-P55W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	ملناش
     IS_TRANS:	mlnA$
        INDEX:	P55W16
      OFFSETS:	83-88
       TOKENS:	P55W22-P55W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(malnA$)
          POS:	NEG_PART+PREP+PRON_1P+NEG_PART
          VOC:	ma+li+nA+$
        GLOSS:	not+for/to+us+not

 INPUT STRING:	ضهر
     IS_TRANS:	Dhr
        INDEX:	P55W17
      OFFSETS:	89-92
       TOKENS:	P55W26-P55W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Dahor_1]
   UNSPLITVOC:	(Dahor)
          POS:	NOUN
          VOC:	Dahor
        GLOSS:	back/spine

 INPUT STRING:	عاوزين
     IS_TRANS:	EAwzyn
        INDEX:	P55W18
      OFFSETS:	93-99
       TOKENS:	P55W27-P55W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwoziyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	EAwoz+iyn
        GLOSS:	wanting/needing+[masc.pl.]

 INPUT STRING:	نشيل
     IS_TRANS:	n$yl
        INDEX:	P55W19
      OFFSETS:	100-104
       TOKENS:	P55W28-P55W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Al_1]
   UNSPLITVOC:	(ni$iyl)
          POS:	IV1P+IV
          VOC:	ni+$iyl
        GLOSS:	we+carry/hold/afford

 INPUT STRING:	الليله
     IS_TRANS:	Allylh
        INDEX:	P55W20
      OFFSETS:	105-111
       TOKENS:	P55W29-P55W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laylap_1]
   UNSPLITVOC:	(All~aylap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+layl+ap
        GLOSS:	the+night/evening/soire+[fem.sg.]

 INPUT STRING:	خوفا
     IS_TRANS:	xwfA
        INDEX:	P55W21
      OFFSETS:	112-116
       TOKENS:	P55W30-P55W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xawf_1]
   UNSPLITVOC:	(xawofAF)
          POS:	NOUN.VN+CASE_INDEF_ACC
          VOC:	xawof+AF
        GLOSS:	fear+[acc.indef.]

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P55W22
      OFFSETS:	117-120
       TOKENS:	P55W31-P55W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P55W23
      OFFSETS:	121-126
       TOKENS:	P55W32-P55W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
