 INPUT STRING:	الســـــــــــلام
          VOC:	ma+fiy+$
        GLOSS:	not+in+not

 INPUT STRING:	ظابط
     IS_TRANS:	ZAbT
        INDEX:	P38W3
      OFFSETS:	9-13
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZAbiT_1]
   UNSPLITVOC:	(ZAbiT)
          POS:	NOUN
          VOC:	ZAbiT
        GLOSS:	police man

 INPUT STRING:	اتحاكم
     IS_TRANS:	AtHAkm
        INDEX:	P38W4
      OFFSETS:	14-20
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAkim_1]
   UNSPLITVOC:	(AitoHAkim)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	AitoHAkim+(null)
        GLOSS:	prosecute/arraign+he/it

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P38W5
      OFFSETS:	21-22
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P39W1
      OFFSETS:	0-3
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P39W2
      OFFSETS:	4-8
       TOKENS:	P39W2-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiy$)
          POS:	NEG_PART+PREP+NEG_PART
          VOC:	ma+fiy+$
        GLOSS:	not+in+not

 INPUT STRING:	حرية
     IS_TRANS:	Hryp
        INDEX:	P39W3
      OFFSETS:	9-13
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~iy~ap_1]
   UNSPLITVOC:	(Hur~iy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hur~iy~+ap
        GLOSS:	freedom+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P39W4
      OFFSETS:	14-17
       TOKENS:	P39W6-P39W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	عداله
     IS_TRANS:	EdAlh
        INDEX:	P39W5
      OFFSETS:	18-23
       TOKENS:	P39W8-P39W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EadAlap_1]
   UNSPLITVOC:	(EadAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	EadAl+ap
        GLOSS:	justice/fairness+[fem.sg.]

 INPUT STRING:	اجتماعية
     IS_TRANS:	AjtmAEyp
        INDEX:	P39W6
      OFFSETS:	24-32
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{ijotimAEiy~_1]
   UNSPLITVOC:	(AijotimAEiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	{ijotimAEiy~+ap
        GLOSS:	social+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P39W7
      OFFSETS:	33-34
       TOKENS:	P39W10-P39W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لية
     IS_TRANS:	lyp
        INDEX:	P40W1
      OFFSETS:	0-3
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P40W2
      OFFSETS:	4-8
       TOKENS:	P40W2-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiy$)
          POS:	NEG_PART+PREP+NEG_PART
          VOC:	ma+fiy+$
        GLOSS:	not+in+not

 INPUT STRING:	حدادنى
     IS_TRANS:	HdAdnY
        INDEX:	P40W3
      OFFSETS:	9-15
       TOKENS:	P40W5-P40W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HdAdnY)
          POS:	TYPO
          VOC:	HdAdnY
        GLOSS:	nogloss

 INPUT STRING:	واقصى
     IS_TRANS:	wAqSY
        INDEX:	P40W4
      OFFSETS:	16-21
       TOKENS:	P40W6-P40W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aqoSaY_1]
   UNSPLITVOC:	(wi>aqoSaY)
          POS:	CONJ+ADJ
          VOC:	wi+>aqoSaY
        GLOSS:	and+farthest/most remote

 INPUT STRING:	للاجور
     IS_TRANS:	llAjwr
        INDEX:	P40W5
      OFFSETS:	22-28
       TOKENS:	P40W8-P40W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajuwr_1]
   UNSPLITVOC:	(lil>ajuwr)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>ajuwr
        GLOSS:	to/for+the+wages/fees

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P40W6
      OFFSETS:	29-30
       TOKENS:	P40W10-P40W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	لية
     IS_TRANS:	lyp
        INDEX:	P41W1
      OFFSETS:	0-3
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P41W2
      OFFSETS:	4-9
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	اتقتلت
     IS_TRANS:	Atqtlt
        INDEX:	P41W3
      OFFSETS:	10-16
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Atqtlt)
          POS:	NO_FUNC
          VOC:	Atqtlt
        GLOSS:	nogloss

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P41W4
      OFFSETS:	17-21
       TOKENS:	P41W4-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+matter /affair

 INPUT STRING:	بتقول
     IS_TRANS:	btqwl
        INDEX:	P41W5
      OFFSETS:	22-27
       TOKENS:	P41W6-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bitiquwl)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+quwl
        GLOSS:	[present-tense]+it/they/she+said/say/be said/say/(for example)

 INPUT STRING:	لاء
     IS_TRANS:	lA'
        INDEX:	P41W6
      OFFSETS:	28-31
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lA'_1]
   UNSPLITVOC:	(lA')
          POS:	INTERJ
          VOC:	lA'
        GLOSS:	no

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P41W7
      OFFSETS:	32-33
       TOKENS:	P41W9-P41W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P42W1
      OFFSETS:	0-3
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_PRON
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P42W2
      OFFSETS:	4-10
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	القنوات
     IS_TRANS:	AlqnwAt
        INDEX:	P42W3
      OFFSETS:	11-18
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qanAp_1]
   UNSPLITVOC:	(AlqanawAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+qanaw+At
        GLOSS:	the+channel/channels+[fem.pl.]

 INPUT STRING:	بتتقفل
     IS_TRANS:	bttqfl
        INDEX:	P42W4
      OFFSETS:	19-25
       TOKENS:	P42W4-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(bititoqifil)
          POS:	PROG_PART+IV3FS+IV_PASS
          VOC:	bi+ti+toqifil
        GLOSS:	[present-tense]+it/they/she+be locked

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W5
      OFFSETS:	26-27
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W6
      OFFSETS:	27-28
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P43W1
      OFFSETS:	0-4
       TOKENS:	P43W1-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+matter/affair

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P43W2
      OFFSETS:	5-8
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	بيجهضوا
     IS_TRANS:	byjhDwA
        INDEX:	P43W3
      OFFSETS:	9-16
       TOKENS:	P43W4-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajohaD~_1]
   UNSPLITVOC:	(biyijohaDuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+johaD+uwA
        GLOSS:	[present tense]+they+fail+they[masc.]

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P43W4
      OFFSETS:	17-23
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	لانها
     IS_TRANS:	lAnhA
        INDEX:	P43W5
      OFFSETS:	24-29
       TOKENS:	P43W7-P43W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>an~_1]
   UNSPLITVOC:	(li>an~ahA)
          POS:	PREP+SUB_CONJ+PRON_3FS
          VOC:	li+>an~+hA
        GLOSS:	for/to+that+her/it

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P43W6
      OFFSETS:	30-32
       TOKENS:	P43W10-P43W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P43W7
      OFFSETS:	33-35
       TOKENS:	P43W11-P43W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصلحتهم
     IS_TRANS:	mSlHthm
        INDEX:	P43W8
      OFFSETS:	36-43
       TOKENS:	P43W12-P43W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSolaHap_1]
   UNSPLITVOC:	(maSolaHithum)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	maSolaH+ap+hum
        GLOSS:	interest/advantage/favor+[fem.sg.]+their

 INPUT STRING:	كفايه
     IS_TRANS:	kfAyh
        INDEX:	P43W9
      OFFSETS:	44-49
       TOKENS:	P43W14-P43W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kifAyap_1]
   UNSPLITVOC:	(kifAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kifAy+ap
        GLOSS:	sufficiency/competence+[fem.sg.]

 INPUT STRING:	جمال
     IS_TRANS:	jmAl
        INDEX:	P43W10
      OFFSETS:	50-54
       TOKENS:	P43W15-P43W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAl_1]
   UNSPLITVOC:	(jamAl)
          POS:	NOUN_PROP
          VOC:	jamAl
        GLOSS:	Jamal/Gamal

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P43W11
      OFFSETS:	55-57
       TOKENS:	P43W16-P43W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيمسك
     IS_TRANS:	hymsk
        INDEX:	P43W12
      OFFSETS:	58-63
       TOKENS:	P43W17-P43W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masak_1]
   UNSPLITVOC:	(Hayimosik)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+mosik
        GLOSS:	will+he/it+hold

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P43W13
      OFFSETS:	64-69
       TOKENS:	P43W19-P43W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	وشكرا
     IS_TRANS:	w$krA
        INDEX:	P43W14
      OFFSETS:	70-75
       TOKENS:	P43W20-P43W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	(wi$ukorAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+$ukor+AF
        GLOSS:	and+thankfulness/thanks+[acc.indef.]

 INPUT STRING:	لحد
     IS_TRANS:	lHd
        INDEX:	P43W15
      OFFSETS:	76-79
       TOKENS:	P43W22-P43W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laHod_1]
   UNSPLITVOC:	(laHod)
          POS:	NOUN
          VOC:	laHod
        GLOSS:	extent/limit/level/border/frontier/limits

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P43W16
      OFFSETS:	80-83
       TOKENS:	P43W23-P43W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/until that

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W17
      OFFSETS:	83-84
       TOKENS:	P43W24-P43W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P43W18
      OFFSETS:	84-85
       TOKENS:	P43W25-P43W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

