 INPUT STRING:	اولا
        GLOSS:	new+[fem.sg.]

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P63W1
      OFFSETS:	0-4
       TOKENS:	P63W1-P63W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يسترها
     IS_TRANS:	ystrhA
        INDEX:	P63W2
      OFFSETS:	5-11
       TOKENS:	P63W3-P63W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[satar_1]
   UNSPLITVOC:	(yusoturhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yu+sotur+hA
        GLOSS:	he/it+cover/hide+it/them/her

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P63W3
      OFFSETS:	12-15
       TOKENS:	P63W5-P63W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بلدنا
     IS_TRANS:	bldnA
        INDEX:	P63W4
      OFFSETS:	16-21
       TOKENS:	P63W6-P63W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	balad+nA
        GLOSS:	country/country/countries+our

 INPUT STRING:	ياااااااااااااااااارب
     IS_TRANS:	yAAAAAAAAAAAAAAAAAArb
        INDEX:	P64W1
      OFFSETS:	0-21
       TOKENS:	P64W1-P64W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rab_1]
   UNSPLITVOC:	(yArab)
          POS:	VOC_PART+NOUN
          VOC:	yA+rab
        GLOSS:	oh/O+lord/master

 INPUT STRING:	انصر
     IS_TRANS:	AnSr
        INDEX:	P64W2
      OFFSETS:	22-26
       TOKENS:	P64W3-P64W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naSar_1]
   UNSPLITVOC:	(AunSur)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	AunSur+(null)
        GLOSS:	assist/render victorious/deliver+you [verb][masc.sg.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P64W3
      OFFSETS:	27-30
       TOKENS:	P64W4-P64W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P65W1
      OFFSETS:	0-4
       TOKENS:	P65W1-P65W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	ينتقم
     IS_TRANS:	yntqm
        INDEX:	P65W2
      OFFSETS:	5-10
       TOKENS:	P65W3-P65W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotaqam_1]
   UNSPLITVOC:	(yinotiqim)
          POS:	IV3MS+IV
          VOC:	yi+notiqim
        GLOSS:	he/it+take revenge

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P65W3
      OFFSETS:	11-13
       TOKENS:	P65W4-P65W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P65W4
      OFFSETS:	14-16
       TOKENS:	P65W5-P65W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every

 INPUT STRING:	ظالم
     IS_TRANS:	ZAlm
        INDEX:	P65W5
      OFFSETS:	17-21
       TOKENS:	P65W6-P65W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZAlim_1]
   UNSPLITVOC:	(ZAlim)
          POS:	ADJ
          VOC:	ZAlim
        GLOSS:	oppressive/tyrannical

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P65W6
      OFFSETS:	22-26
       TOKENS:	P65W7-P65W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yArab~]
   UNSPLITVOC:	(yArab~)
          POS:	VOC_PART+NOUN
          VOC:	yA+rab~
        GLOSS:	oh+lord/master

 INPUT STRING:	اعتقد
     IS_TRANS:	AEtqd
        INDEX:	P66W1
      OFFSETS:	0-5
       TOKENS:	P66W1-P66W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaqad_1]
   UNSPLITVOC:	(AaEotaqid)
          POS:	IV1S+IV
          VOC:	Aa+Eotaqid
        GLOSS:	I+believe

 INPUT STRING:	حبيبتى
     IS_TRANS:	HbybtY
        INDEX:	P66W2
      OFFSETS:	6-12
       TOKENS:	P66W2-P66W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiybap_1]
   UNSPLITVOC:	(Habiybtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habiyb+ap+iy
        GLOSS:	beloved/sweatheart+[fem.sg.]+my

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P66W3
      OFFSETS:	13-15
       TOKENS:	P66W4-P66W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	اللمجلس
     IS_TRANS:	Allmjls
        INDEX:	P66W4
      OFFSETS:	16-23
       TOKENS:	P66W5-P66W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[majlis_1]
   UNSPLITVOC:	(Almajlis)
          POS:	DET+NOUN
          VOC:	Al+majlis
        GLOSS:	the+council/board

 INPUT STRING:	العسكرى
     IS_TRANS:	AlEskrY
        INDEX:	P66W5
      OFFSETS:	24-31
       TOKENS:	P66W6-P66W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military

 INPUT STRING:	يظم
     IS_TRANS:	yZm
        INDEX:	P66W6
      OFFSETS:	32-35
       TOKENS:	P66W7-P66W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Zam_1]
   UNSPLITVOC:	(yaZum)
          POS:	IV3MS+IV
          VOC:	ya+Zum
        GLOSS:	he/it+contain/include

 INPUT STRING:	مجموعة
     IS_TRANS:	mjmwEp
        INDEX:	P66W7
      OFFSETS:	36-42
       TOKENS:	P66W8-P66W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majomuwEap_1]
   UNSPLITVOC:	(majomuwEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	majomuwE+ap
        GLOSS:	collection/group/bloc+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P66W8
      OFFSETS:	43-45
       TOKENS:	P66W9-P66W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	البلهاء
     IS_TRANS:	AlblhA'
        INDEX:	P66W9
      OFFSETS:	46-53
       TOKENS:	P66W10-P66W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abolah_1]
   UNSPLITVOC:	(AlbulahA')
          POS:	DET+NOUN
          VOC:	Al+bulahA'
        GLOSS:	the+doltish/dumb

 INPUT STRING:	وناقصى
     IS_TRANS:	wnAqSY
        INDEX:	P66W10
      OFFSETS:	54-60
       TOKENS:	P66W11-P66W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAqiS_1]
   UNSPLITVOC:	(winAqiSiy)
          POS:	CONJ+ADJ
          VOC:	wi+nAqiSiy
        GLOSS:	and+incomplete/defective/lacking

 INPUT STRING:	العقل
     IS_TRANS:	AlEql
        INDEX:	P66W11
      OFFSETS:	61-66
       TOKENS:	P66W13-P66W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqol_1]
   UNSPLITVOC:	(AlEaqol)
          POS:	DET+NOUN
          VOC:	Al+Eaqol
        GLOSS:	the+brain/mind

 INPUT STRING:	معتقدش
     IS_TRANS:	mEtqd$
        INDEX:	P66W12
      OFFSETS:	67-73
       TOKENS:	P66W14-P66W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaqad_1]
   UNSPLITVOC:	(mA_AaEotaqid$)
          POS:	NEG_PART+IV1S+IV+NEG_PART
          VOC:	mA+Aa+Eotaqid+$
        GLOSS:	not+I+believe+not

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P66W13
      OFFSETS:	74-77
       TOKENS:	P66W17-P66W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P66W14
      OFFSETS:	78-82
       TOKENS:	P66W19-P66W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	يدبر
     IS_TRANS:	ydbr
        INDEX:	P66W15
      OFFSETS:	83-87
       TOKENS:	P66W20-P66W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dab~ar_1]
   UNSPLITVOC:	(yidab~ar)
          POS:	IV3MS+IV
          VOC:	yi+dab~ar
        GLOSS:	he/it+make plans/arrange/manage/be planned/be arranged/be managed

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P66W16
      OFFSETS:	88-92
       TOKENS:	P66W21-P66W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P66W17
      OFFSETS:	93-96
       TOKENS:	P66W22-P66W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	occur/happen/take place+he/it

 INPUT STRING:	النهاردة
     IS_TRANS:	AlnhArdp
        INDEX:	P66W18
      OFFSETS:	97-105
       TOKENS:	P66W23-P66W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahArodah_1]
   UNSPLITVOC:	(Aln~ahArodah)
          POS:	DET+NOUN
          VOC:	Al+nahArodah
        GLOSS:	the+today

 INPUT STRING:	وليلة
     IS_TRANS:	wlylp
        INDEX:	P67W1
      OFFSETS:	0-5
       TOKENS:	P67W1-P67W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laylap_1]
   UNSPLITVOC:	(wilaylap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+layl+ap
        GLOSS:	and+night/evening/soire/nights/evenings/soires+[fem.sg.]

 INPUT STRING:	موقع
     IS_TRANS:	mwqE
        INDEX:	P67W2
      OFFSETS:	6-10
       TOKENS:	P67W3-P67W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqiE_1]
   UNSPLITVOC:	(mawqiE)
          POS:	NOUN
          VOC:	mawqiE
        GLOSS:	position/location/site

 INPUT STRING:	الجمل
     IS_TRANS:	Aljml
        INDEX:	P67W3
      OFFSETS:	11-16
       TOKENS:	P67W4-P67W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamal_1]
   UNSPLITVOC:	(Aljamal)
          POS:	DET+NOUN_PROP
          VOC:	Al+jamal
        GLOSS:	the+Jamal

 INPUT STRING:	وفى
     IS_TRANS:	wfY
        INDEX:	P67W4
      OFFSETS:	17-20
       TOKENS:	P67W5-P67W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wafiy)
          POS:	CONJ+PREP
          VOC:	wa+fiy
        GLOSS:	and+in

 INPUT STRING:	شباب
     IS_TRANS:	$bAb
        INDEX:	P67W5
      OFFSETS:	21-25
       TOKENS:	P67W7-P67W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	young man/young men

 INPUT STRING:	الالترس
     IS_TRANS:	AlAltrs
        INDEX:	P67W6
      OFFSETS:	26-33
       TOKENS:	P67W8-P67W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Altris_1]
   UNSPLITVOC:	(AlAltris)
          POS:	DET+NOUN_PROP
          VOC:	Al+Altris
        GLOSS:	the+Altris

 INPUT STRING:	وكلنا
     IS_TRANS:	wklnA
        INDEX:	P67W7
      OFFSETS:	34-39
       TOKENS:	P67W9-P67W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~nA)
          POS:	CONJ+NOUN_QUANT+POSS_PRON_1P
          VOC:	wi+kul~+nA
        GLOSS:	and+all/entire/every+our

 INPUT STRING:	عارفين
     IS_TRANS:	EArfyn
        INDEX:	P67W8
      OFFSETS:	40-46
       TOKENS:	P67W12-P67W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EArof+iyn
        GLOSS:	knowing/having knowledge of+[pl.]

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P67W9
      OFFSETS:	47-49
       TOKENS:	P67W13-P67W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	فعله
     IS_TRANS:	fElh
        INDEX:	P67W10
      OFFSETS:	50-54
       TOKENS:	P67W14-P67W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faEal_1]
   UNSPLITVOC:	(faEaluh)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	faEal+(null)+uh
        GLOSS:	do/act+he/it+it/him

 INPUT STRING:	شباب
     IS_TRANS:	$bAb
        INDEX:	P67W11
      OFFSETS:	55-59
       TOKENS:	P67W16-P67W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	young man/young men

 INPUT STRING:	الالترس
     IS_TRANS:	AlAltrs
        INDEX:	P67W12
      OFFSETS:	60-67
       TOKENS:	P67W17-P67W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Altris_1]
   UNSPLITVOC:	(AlAltris)
          POS:	DET+NOUN_PROP
          VOC:	Al+Altris
        GLOSS:	the+Altris

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P67W13
      OFFSETS:	68-70
       TOKENS:	P67W18-P67W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	موقعة
     IS_TRANS:	mwqEp
        INDEX:	P67W14
      OFFSETS:	71-76
       TOKENS:	P67W19-P67W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqiEap_1]
   UNSPLITVOC:	(mawqiEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mawqiE+ap
        GLOSS:	incident+[fem.sg.]

 INPUT STRING:	الجمل
     IS_TRANS:	Aljml
        INDEX:	P67W15
      OFFSETS:	77-82
       TOKENS:	P67W20-P67W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamal_1]
   UNSPLITVOC:	(Aljamal)
          POS:	DET+NOUN_PROP
          VOC:	Al+jamal
        GLOSS:	the+Jamal

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P68W1
      OFFSETS:	0-2
       TOKENS:	P68W1-P68W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[man_1]
   UNSPLITVOC:	(man)
          POS:	REL_PRON
          VOC:	man
        GLOSS:	who/whom

 INPUT STRING:	دبر
     IS_TRANS:	dbr
        INDEX:	P68W2
      OFFSETS:	3-6
       TOKENS:	P68W2-P68W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dab~ar_1]
   UNSPLITVOC:	(dab~ar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	dab~ar+(null)
        GLOSS:	make plans/arrange/manage/be planned/be arranged/be managed+he/it

 INPUT STRING:	احداث
     IS_TRANS:	AHdAv
        INDEX:	P68W3
      OFFSETS:	7-12
       TOKENS:	P68W3-P68W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(>aHodAv)
          POS:	NOUN
          VOC:	>aHodAv
        GLOSS:	events

 INPUT STRING:	اليوم
     IS_TRANS:	Alywm
        INDEX:	P68W4
      OFFSETS:	13-18
       TOKENS:	P68W4-P68W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(Alyawm)
          POS:	DET+NOUN
          VOC:	Al+yawm
        GLOSS:	the+today/some day/ever/days

 INPUT STRING:	هم
     IS_TRANS:	hm
        INDEX:	P68W5
      OFFSETS:	19-21
       TOKENS:	P68W5-P68W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P68W6
      OFFSETS:	22-24
       TOKENS:	P68W6-P68W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[man_1]
   UNSPLITVOC:	(man)
          POS:	REL_PRON
          VOC:	man
        GLOSS:	who/whom

 INPUT STRING:	اراد
     IS_TRANS:	ArAd
        INDEX:	P68W7
      OFFSETS:	25-29
       TOKENS:	P68W7-P68W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>arAd_1]
   UNSPLITVOC:	(>arAd)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>arAd+(null)
        GLOSS:	want/desire/intend/be desired/be intended+he/it

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P68W8
      OFFSETS:	30-32
       TOKENS:	P68W8-P68W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	يخرج
     IS_TRANS:	yxrj
        INDEX:	P68W9
      OFFSETS:	33-37
       TOKENS:	P68W9-P68W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaraj_1]
   UNSPLITVOC:	(yuxoruj)
          POS:	IV3MS+IV
          VOC:	yu+xoruj
        GLOSS:	he/it+oust/remove

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P68W10
      OFFSETS:	38-43
       TOKENS:	P68W10-P68W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	غدا
     IS_TRANS:	gdA
        INDEX:	P68W11
      OFFSETS:	44-47
       TOKENS:	P68W11-P68W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gad_1]
   UNSPLITVOC:	(gadAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	gad+AF
        GLOSS:	tomorrow+[acc.indef.]

 INPUT STRING:	ليولع
     IS_TRANS:	lywlE
        INDEX:	P68W12
      OFFSETS:	48-53
       TOKENS:	P68W12-P68W12
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(lywlE)
          POS:	NO_FUNC
          VOC:	lywlE
        GLOSS:	nogloss

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P68W13
      OFFSETS:	54-56
       TOKENS:	P68W13-P68W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P68W14
      OFFSETS:	57-63
       TOKENS:	P68W14-P68W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	العسكرى
     IS_TRANS:	AlEskrY
        INDEX:	P68W15
      OFFSETS:	64-71
       TOKENS:	P68W15-P68W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy)
          POS:	DET+ADJ
          VOC:	Al+Easokariy
        GLOSS:	the+military

 INPUT STRING:	والجبش
     IS_TRANS:	wAljb$
        INDEX:	P68W16
      OFFSETS:	72-78
       TOKENS:	P68W16-P68W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(wiAljay$)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+jay$
        GLOSS:	and+the+army/troops

 INPUT STRING:	المصرى
     IS_TRANS:	AlmSrY
        INDEX:	P68W17
      OFFSETS:	79-85
       TOKENS:	P68W18-P68W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P68W18
      OFFSETS:	86-89
       TOKENS:	P68W19-P68W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this/that

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P68W19
      OFFSETS:	90-93
       TOKENS:	P68W20-P68W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
