 INPUT STRING:	وبدات
   UNSPLITVOC:	(taTohiyr)
          POS:	NOUN
          VOC:	taTohiyr
        GLOSS:	purging/disinfecting

 INPUT STRING:	كافة
     IS_TRANS:	kAfp
        INDEX:	P53W3
      OFFSETS:	9-13
       TOKENS:	P53W3-P53W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAf~ap_1]
   UNSPLITVOC:	(kAf~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	kAf~+ap
        GLOSS:	all+[fem.sg.]

 INPUT STRING:	المواقع
     IS_TRANS:	AlmwAqE
        INDEX:	P53W4
      OFFSETS:	14-21
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mawoqiE_1]
   UNSPLITVOC:	(AlmawAqiE)
          POS:	DET+NOUN
          VOC:	Al+mawAqiE
        GLOSS:	the+positions/locations/sites

 INPUT STRING:	منهم
     IS_TRANS:	mnhm
        INDEX:	P53W5
      OFFSETS:	22-26
       TOKENS:	P53W5-P53W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(minhum)
          POS:	PREP+PRON_3P
          VOC:	min+hum
        GLOSS:	from+them [masc.pl.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P53W6
      OFFSETS:	26-27
       TOKENS:	P53W7-P53W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	ووأد
     IS_TRANS:	ww>d
        INDEX:	P54W1
      OFFSETS:	0-4
       TOKENS:	P54W1-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa>od_1]
   UNSPLITVOC:	(wiwa>od)
          POS:	CONJ+NOUN
          VOC:	wi+wa>od
        GLOSS:	and+burial alive

 INPUT STRING:	الفتنة
     IS_TRANS:	Alftnp
        INDEX:	P54W2
      OFFSETS:	5-11
       TOKENS:	P54W3-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fitonap_1]
   UNSPLITVOC:	(Alfitonap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+fiton+ap
        GLOSS:	the+sedition/dissension/discord+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P54W3
      OFFSETS:	12-14
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مهدها
     IS_TRANS:	mhdhA
        INDEX:	P54W4
      OFFSETS:	15-20
       TOKENS:	P54W5-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mahod_1]
   UNSPLITVOC:	(mahodhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	mahod+hA
        GLOSS:	cradle+its/their/her

 INPUT STRING:	بحزم
     IS_TRANS:	bHzm
        INDEX:	P54W5
      OFFSETS:	21-25
       TOKENS:	P54W7-P54W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hazom_1]
   UNSPLITVOC:	(biHazom)
          POS:	PREP+NOUN
          VOC:	bi+Hazom
        GLOSS:	with/by+determination/resoluteness

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P54W6
      OFFSETS:	25-26
       TOKENS:	P54W9-P54W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	واستمعنا
     IS_TRANS:	wAstmEnA
        INDEX:	P55W1
      OFFSETS:	0-8
       TOKENS:	P55W1-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotamaE_1]
   UNSPLITVOC:	(wiAisotamaEnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	wi+AisotamaE+(null)+nA
        GLOSS:	and+listen+he/it+us

 INPUT STRING:	بعمق
     IS_TRANS:	bEmq
        INDEX:	P55W2
      OFFSETS:	9-13
       TOKENS:	P55W4-P55W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumoq_1]
   UNSPLITVOC:	(biEumoq)
          POS:	PREP+NOUN
          VOC:	bi+Eumoq
        GLOSS:	with/by+depth/bottom/depths/bottom

 INPUT STRING:	لشكاوى
     IS_TRANS:	l$kAwY
        INDEX:	P55W3
      OFFSETS:	14-20
       TOKENS:	P55W6-P55W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akoway_1]
   UNSPLITVOC:	(li$akAwaY)
          POS:	PREP+NOUN
          VOC:	li+$akAwaY
        GLOSS:	for/to+complaints/grievances

 INPUT STRING:	ومطالب
     IS_TRANS:	wmTAlb
        INDEX:	P55W4
      OFFSETS:	21-27
       TOKENS:	P55W8-P55W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(wamaTAlib)
          POS:	CONJ+NOUN
          VOC:	wa+maTAlib
        GLOSS:	and+demands/desiderata

 INPUT STRING:	جميع
     IS_TRANS:	jmyE
        INDEX:	P55W5
      OFFSETS:	28-32
       TOKENS:	P55W10-P55W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jamiyE_1]
   UNSPLITVOC:	(jamiyE)
          POS:	NOUN_QUANT
          VOC:	jamiyE
        GLOSS:	all, entire, every, whole

 INPUT STRING:	الفئات
     IS_TRANS:	Alf}At
        INDEX:	P55W6
      OFFSETS:	33-39
       TOKENS:	P55W11-P55W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fi}ap_1]
   UNSPLITVOC:	(Alfi}At)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+fi}+At
        GLOSS:	the+faction/party+[fem.pl.]

 INPUT STRING:	والقطاعات
     IS_TRANS:	wAlqTAEAt
        INDEX:	P55W7
      OFFSETS:	40-49
       TOKENS:	P55W12-P55W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiTAE_1]
   UNSPLITVOC:	(wiAlqiTAEAt)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_PL
          VOC:	wi+Al+qiTAE+At
        GLOSS:	and+the+sectors/sections+[fem.pl.]

 INPUT STRING:	المظلومة
     IS_TRANS:	AlmZlwmp
        INDEX:	P55W8
      OFFSETS:	50-58
       TOKENS:	P55W14-P55W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maZoluwm_1]
   UNSPLITVOC:	(AlmaZoluwmap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maZoluwm+ap
        GLOSS:	the+oppressed/treated unjustly+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P55W9
      OFFSETS:	58-59
       TOKENS:	P55W15-P55W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P55W10
      OFFSETS:	59-60
       TOKENS:	P55W16-P55W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P55W11
      OFFSETS:	60-61
       TOKENS:	P55W17-P55W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P55W12
      OFFSETS:	62-65
       TOKENS:	P55W18-P55W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	وصلنا
     IS_TRANS:	wSlnA
        INDEX:	P55W13
      OFFSETS:	66-71
       TOKENS:	P55W19-P55W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waSal_1]
   UNSPLITVOC:	(waSalnA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	waSal+nA
        GLOSS:	arrive to+we

 INPUT STRING:	لهذا
     IS_TRANS:	lh*A
        INDEX:	P55W14
      OFFSETS:	72-76
       TOKENS:	P55W20-P55W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(liha*A)
          POS:	PREP+DEM_PRON_MS
          VOC:	li+ha*A
        GLOSS:	for/to+this [masc.sg.]

 INPUT STRING:	الوضع
     IS_TRANS:	AlwDE
        INDEX:	P55W15
      OFFSETS:	77-82
       TOKENS:	P55W22-P55W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waDoE_1]
   UNSPLITVOC:	(AlwaDoE)
          POS:	DET+NOUN
          VOC:	Al+waDoE
        GLOSS:	the+situation/status/condition

 INPUT STRING:	الخطير
     IS_TRANS:	AlxTyr
        INDEX:	P55W16
      OFFSETS:	83-89
       TOKENS:	P55W23-P55W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTiyr_1]
   UNSPLITVOC:	(AlxaTiyr)
          POS:	DET+ADJ
          VOC:	Al+xaTiyr
        GLOSS:	the+serious/grave/dangerous/significant

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P55W17
      OFFSETS:	89-90
       TOKENS:	P55W24-P55W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	رجال
     IS_TRANS:	rjAl
        INDEX:	P56W1
      OFFSETS:	0-4
       TOKENS:	P56W1-P56W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rajul_1]
   UNSPLITVOC:	(rijAl)
          POS:	NOUN
          VOC:	rijAl
        GLOSS:	men/people

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P56W2
      OFFSETS:	5-10
       TOKENS:	P56W2-P56W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	الان
     IS_TRANS:	AlAn
        INDEX:	P56W3
      OFFSETS:	11-15
       TOKENS:	P56W3-P56W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|n_1]
   UNSPLITVOC:	(Al|n)
          POS:	DET+NOUN
          VOC:	Al+|n
        GLOSS:	the+time/moment

 INPUT STRING:	اخطر
     IS_TRANS:	AxTr
        INDEX:	P56W4
      OFFSETS:	16-20
       TOKENS:	P56W4-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>axoTar_1]
   UNSPLITVOC:	(>axoTar)
          POS:	ADJ_COMP
          VOC:	>axoTar
        GLOSS:	more/most dangerous/more/most serious

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P56W5
      OFFSETS:	21-23
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P56W6
      OFFSETS:	24-29
       TOKENS:	P56W6-P56W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	القديم
     IS_TRANS:	Alqdym
        INDEX:	P56W7
      OFFSETS:	30-36
       TOKENS:	P56W7-P56W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qadiym_1]
   UNSPLITVOC:	(Alqadiym)
          POS:	DET+ADJ
          VOC:	Al+qadiym
        GLOSS:	the+old/ancient/old/ancients

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P56W8
      OFFSETS:	36-37
       TOKENS:	P56W8-P56W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P57W1
      OFFSETS:	0-3
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<im~A_1]
   UNSPLITVOC:	(<im~A)
          POS:	CONJ
          VOC:	<im~A
        GLOSS:	Either, whether, if

 INPUT STRING:	سيقودوننا
     IS_TRANS:	syqwdwnnA
        INDEX:	P57W2
      OFFSETS:	4-13
       TOKENS:	P57W2-P57W2
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(syqwdwnnA)
          POS:	NO_FUNC
          VOC:	syqwdwnnA
        GLOSS:	nogloss

 INPUT STRING:	لفوضى
     IS_TRANS:	lfwDY
        INDEX:	P57W3
      OFFSETS:	14-19
       TOKENS:	P57W3-P57W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fawDaY_1]
   UNSPLITVOC:	(lifawDaY)
          POS:	PREP+NOUN
          VOC:	li+fawDaY
        GLOSS:	for/to+chaos/anarchy

 INPUT STRING:	عارمة
     IS_TRANS:	EArmp
        INDEX:	P57W4
      OFFSETS:	20-25
       TOKENS:	P57W5-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArim_1]
   UNSPLITVOC:	(EArimap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArim+ap
        GLOSS:	violent/tremendous+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P57W5
      OFFSETS:	26-28
       TOKENS:	P57W6-P57W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	لحرب
     IS_TRANS:	lHrb
        INDEX:	P57W6
      OFFSETS:	29-33
       TOKENS:	P57W7-P57W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Harob_1]
   UNSPLITVOC:	(liHarob)
          POS:	PREP+NOUN
          VOC:	li+Harob
        GLOSS:	for/to+war/warfare/wars

 INPUT STRING:	أهلية
     IS_TRANS:	>hlyp
        INDEX:	P57W7
      OFFSETS:	34-39
       TOKENS:	P57W9-P57W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aholiy~_1]
   UNSPLITVOC:	(>aholiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	>aholiy~+ap
        GLOSS:	civil/domestic/family+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P57W8
      OFFSETS:	40-42
       TOKENS:	P57W10-P57W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	لنظام
     IS_TRANS:	lnZAm
        INDEX:	P57W9
      OFFSETS:	43-48
       TOKENS:	P57W11-P57W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(liniZAm)
          POS:	PREP+NOUN
          VOC:	li+niZAm
        GLOSS:	for/to+regime/government

 INPUT STRING:	اكثر
     IS_TRANS:	Akvr
        INDEX:	P57W10
      OFFSETS:	49-53
       TOKENS:	P57W13-P57W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakovar_1]
   UNSPLITVOC:	(>akovar)
          POS:	NOUN_QUANT
          VOC:	>akovar
        GLOSS:	more, most, majority

 INPUT STRING:	قمعا
     IS_TRANS:	qmEA
        INDEX:	P57W11
      OFFSETS:	54-58
       TOKENS:	P57W14-P57W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qamoE_1]
   UNSPLITVOC:	(qamoEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	qamoE+AF
        GLOSS:	repression+[acc.indef.]

 INPUT STRING:	واستغلالا
     IS_TRANS:	wAstglAlA
        INDEX:	P57W12
      OFFSETS:	59-68
       TOKENS:	P57W15-P57W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<istiglAl_1]
   UNSPLITVOC:	(waAistiglAlAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wa+AistiglAl+AF
        GLOSS:	and+exploitation/utilization+[acc.indef.]

 INPUT STRING:	وافقارا
     IS_TRANS:	wAfqArA
        INDEX:	P57W13
      OFFSETS:	69-76
       TOKENS:	P57W17-P57W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ifoqAr_1]
   UNSPLITVOC:	(wi<ifoqArAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+<ifoqAr+AF
        GLOSS:	and+impoverishment+[acc.indef.]

 INPUT STRING:	ورجعية
     IS_TRANS:	wrjEyp
        INDEX:	P57W14
      OFFSETS:	77-83
       TOKENS:	P57W19-P57W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rajoEiy~ap_1]
   UNSPLITVOC:	(wirajoEiy~ap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+rajoEiy~+ap
        GLOSS:	and+reactionary conservatism+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P57W15
      OFFSETS:	83-84
       TOKENS:	P57W21-P57W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	المجد
     IS_TRANS:	Almjd
        INDEX:	P58W1
      OFFSETS:	0-5
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majod_1]
   UNSPLITVOC:	(Almajod)
          POS:	DET+NOUN
          VOC:	Al+majod
        GLOSS:	the+glory/grandeur/glories/grandeur

 INPUT STRING:	للشهداء
     IS_TRANS:	ll$hdA'
        INDEX:	P58W2
      OFFSETS:	6-13
       TOKENS:	P58W2-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahiyd_1]
   UNSPLITVOC:	(lil$~uhadA')
          POS:	PREP+DET+NOUN
          VOC:	li+Al+$uhadA'
        GLOSS:	to/for+the+martyrs

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P58W3
      OFFSETS:	13-14
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	الحرية
     IS_TRANS:	AlHryp
        INDEX:	P58W4
      OFFSETS:	15-21
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~iy~ap_1]
   UNSPLITVOC:	(AlHur~iy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hur~iy~+ap
        GLOSS:	the+freedom+[fem.sg.]

 INPUT STRING:	لمصر
     IS_TRANS:	lmSr
        INDEX:	P58W5
      OFFSETS:	22-26
       TOKENS:	P58W6-P58W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(limiSor)
          POS:	PREP+NOUN_PROP
          VOC:	li+miSor
        GLOSS:	for/to+Egypt

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P58W6
      OFFSETS:	27-33
       TOKENS:	P58W8-P58W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P58W7
      OFFSETS:	33-34
       TOKENS:	P58W9-P58W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	والموت
     IS_TRANS:	wAlmwt
        INDEX:	P58W8
      OFFSETS:	35-41
       TOKENS:	P58W10-P58W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawt_1]
   UNSPLITVOC:	(wiAlmawt)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+mawt
        GLOSS:	and+the+death

 INPUT STRING:	لأعداء
     IS_TRANS:	l>EdA'
        INDEX:	P58W9
      OFFSETS:	42-48
       TOKENS:	P58W12-P58W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaduw~_1]
   UNSPLITVOC:	(li>aEodA')
          POS:	PREP+NOUN
          VOC:	li+>aEodA'
        GLOSS:	for/to+enemies

 INPUT STRING:	الحرية
     IS_TRANS:	AlHryp
        INDEX:	P58W10
      OFFSETS:	49-55
       TOKENS:	P58W14-P58W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~iy~ap_1]
   UNSPLITVOC:	(AlHur~iy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hur~iy~+ap
        GLOSS:	the+freedom+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P59W1
      OFFSETS:	0-2
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كتابات
     IS_TRANS:	ktAbAt
        INDEX:	P59W2
      OFFSETS:	3-9
       TOKENS:	P59W2-P59W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitAbap_2]
   UNSPLITVOC:	(kitAbAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	kitAb+At
        GLOSS:	writings/essays+[fem.pl.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W3
      OFFSETS:	9-10
       TOKENS:	P59W3-P59W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P59W4
      OFFSETS:	10-11
       TOKENS:	P59W4-P59W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	خالد
     IS_TRANS:	xAld
