 INPUT STRING:	اقصد
     IS_TRANS:	byn
        INDEX:	P41W4
      OFFSETS:	20-23
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bay~in_1]
   UNSPLITVOC:	(bay~in)
          POS:	ADJ
          VOC:	bay~in
        GLOSS:	clear/evident/explicit

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P42W1
      OFFSETS:	0-1
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الخطأ
     IS_TRANS:	AlxT>
        INDEX:	P42W2
      OFFSETS:	2-7
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTa>_1]
   UNSPLITVOC:	(AlxaTa>)
          POS:	DET+NOUN
          VOC:	Al+xaTa>
        GLOSS:	the+mistake/error/fault

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P42W3
      OFFSETS:	8-12
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	وقع
     IS_TRANS:	wqE
        INDEX:	P42W4
      OFFSETS:	13-16
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiqiE_1]
   UNSPLITVOC:	(wiqiE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	wiqiE+(null)
        GLOSS:	fall+he/it

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P42W5
      OFFSETS:	17-20
       TOKENS:	P42W5-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	العسكريين
     IS_TRANS:	AlEskryyn
        INDEX:	P42W6
      OFFSETS:	21-30
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+Easokariy~+iyn
        GLOSS:	the+military+[pl.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P42W7
      OFFSETS:	32-34
       TOKENS:	P42W8-P42W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	الثوار
     IS_TRANS:	AlvwAr
        INDEX:	P42W8
      OFFSETS:	35-41
       TOKENS:	P42W9-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_2]
   UNSPLITVOC:	(Alv~uw~Ar)
          POS:	DET+NOUN
          VOC:	Al+vuw~Ar
        GLOSS:	the+insurgents/revolutionaries

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P42W9
      OFFSETS:	42-44
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P42W10
      OFFSETS:	45-50
       TOKENS:	P42W11-P42W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P42W11
      OFFSETS:	51-53
       TOKENS:	P42W12-P42W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	شايفة
     IS_TRANS:	$Ayfp
        INDEX:	P42W12
      OFFSETS:	54-59
       TOKENS:	P42W13-P42W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($Ayofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$Ayof+ap
        GLOSS:	observer+[fem.sg.]

 INPUT STRING:	تقدم
     IS_TRANS:	tqdm
        INDEX:	P42W13
      OFFSETS:	60-64
       TOKENS:	P42W14-P42W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqad~um_1]
   UNSPLITVOC:	(taqad~um)
          POS:	NOUN
          VOC:	taqad~um
        GLOSS:	progress/advancement/coming forward

 INPUT STRING:	مين
     IS_TRANS:	myn
        INDEX:	P43W1
      OFFSETS:	0-3
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyn_1]
   UNSPLITVOC:	(miyn)
          POS:	INTERROG_PRON
          VOC:	miyn
        GLOSS:	who

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P43W2
      OFFSETS:	4-6
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	قتلة
     IS_TRANS:	qtlp
        INDEX:	P43W3
      OFFSETS:	7-11
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatolap_1]
   UNSPLITVOC:	(qatolap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qatol+ap
        GLOSS:	murderers+[fem.sg.]

 INPUT STRING:	الثوار
     IS_TRANS:	AlvwAr
        INDEX:	P43W4
      OFFSETS:	12-18
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_2]
   UNSPLITVOC:	(Alv~uw~Ar)
          POS:	DET+NOUN
          VOC:	Al+vuw~Ar
        GLOSS:	the+insurgents/revolutionaries

 INPUT STRING:	اتحاكم
     IS_TRANS:	AtHAkm
        INDEX:	P43W5
      OFFSETS:	19-25
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAkim_1]
   UNSPLITVOC:	(AitoHAkim)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	AitoHAkim+(null)
        GLOSS:	prosecute/arraign+he/it

 INPUT STRING:	محاكمة
     IS_TRANS:	mHAkmp
        INDEX:	P43W6
      OFFSETS:	26-32
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAkomap_1]
   UNSPLITVOC:	(muHAkomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muHAkom+ap
        GLOSS:	judicial proceeding/legal prosecution+[fem.sg.]

 INPUT STRING:	حقيقية
     IS_TRANS:	Hqyqyp
        INDEX:	P43W7
      OFFSETS:	33-39
       TOKENS:	P43W7-P43W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(Haqiyqiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Haqiyqiy~+ap
        GLOSS:	true/real+[fem.sg.]

 INPUT STRING:	ليها
     IS_TRANS:	lyhA
        INDEX:	P43W8
      OFFSETS:	40-44
       TOKENS:	P43W8-P43W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyhA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/for+it/her/them

 INPUT STRING:	نتيجة
     IS_TRANS:	ntyjp
        INDEX:	P43W9
      OFFSETS:	45-50
       TOKENS:	P43W10-P43W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[natiyjap_1]
   UNSPLITVOC:	(natiyjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	natiyj+ap
        GLOSS:	result/consequence+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P43W10
      OFFSETS:	50-51
       TOKENS:	P43W11-P43W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P43W11
      OFFSETS:	51-52
       TOKENS:	P43W12-P43W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ماعدا
     IS_TRANS:	mAEdA
        INDEX:	P43W12
      OFFSETS:	52-57
       TOKENS:	P43W13-P43W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EadA_2]
   UNSPLITVOC:	(mAEadA)
          POS:	VERB
          VOC:	mAEadA
        GLOSS:	except for

 INPUT STRING:	الضباط
     IS_TRANS:	AlDbAT
        INDEX:	P43W13
      OFFSETS:	58-64
       TOKENS:	P43W14-P43W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAbiT_1]
   UNSPLITVOC:	(AlD~ub~AT)
          POS:	DET+NOUN
          VOC:	Al+Dub~AT
        GLOSS:	the+officers

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P43W14
      OFFSETS:	65-69
       TOKENS:	P43W15-P43W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	أخدوا
     IS_TRANS:	>xdwA
        INDEX:	P43W15
      OFFSETS:	70-75
       TOKENS:	P43W16-P43W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(>axaduwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	>axad+uwA
        GLOSS:	take+they

 INPUT STRING:	البراءة
     IS_TRANS:	AlbrA'p
        INDEX:	P43W16
      OFFSETS:	76-83
       TOKENS:	P43W17-P43W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barA'ap_1]
   UNSPLITVOC:	(AlbarA'ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+barA'+ap
        GLOSS:	the+innocence/acquittal+[fem.sg.]

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P44W1
      OFFSETS:	0-3
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(kAm)
          POS:	INTERROG_PRON
          VOC:	kAm
        GLOSS:	how much/many

 INPUT STRING:	مليم
     IS_TRANS:	mlym
        INDEX:	P44W2
      OFFSETS:	4-8
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mal~iym_1]
   UNSPLITVOC:	(mal~iym)
          POS:	NOUN
          VOC:	mal~iym
        GLOSS:	millime

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P44W3
      OFFSETS:	9-11
       TOKENS:	P44W3-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المليارات
     IS_TRANS:	AlmlyArAt
        INDEX:	P44W4
      OFFSETS:	12-21
       TOKENS:	P44W4-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[milyAr_1]
   UNSPLITVOC:	(AlmilyArAt)
          POS:	DET+NOUN_NUM+NSUFF_FEM_PL
          VOC:	Al+milyAr+At
        GLOSS:	the+billion+[fem.pl.]

 INPUT STRING:	المنهوبة
     IS_TRANS:	Almnhwbp
        INDEX:	P44W5
      OFFSETS:	22-30
       TOKENS:	P44W5-P44W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manohuwb_1]
   UNSPLITVOC:	(Almanohuwbap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+manohuwb+ap
        GLOSS:	the+plundered+[fem.sg.]

 INPUT STRING:	مناا
     IS_TRANS:	mnAA
        INDEX:	P44W6
      OFFSETS:	31-35
       TOKENS:	P44W6-P44W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~A)
          POS:	PREP+PRON_1P
          VOC:	min~+nA
        GLOSS:	from+us

 INPUT STRING:	رجع
     IS_TRANS:	rjE
        INDEX:	P44W7
      OFFSETS:	36-39
       TOKENS:	P44W8-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(rijiE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	rijiE+(null)
        GLOSS:	return/go back+he/it

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P44W8
      OFFSETS:	39-40
       TOKENS:	P44W9-P44W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P44W9
      OFFSETS:	41-43
       TOKENS:	P44W10-P44W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P44W10
      OFFSETS:	44-46
       TOKENS:	P44W11-P44W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P44W11
      OFFSETS:	47-50
       TOKENS:	P44W13-P44W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(diwal)
          POS:	NOUN
          VOC:	diwal
        GLOSS:	state/country/states/countries

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P44W12
      OFFSETS:	51-53
       TOKENS:	P44W14-P44W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P44W13
      OFFSETS:	54-58
       TOKENS:	P44W15-P44W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	تلمح
     IS_TRANS:	tlmH
        INDEX:	P44W14
      OFFSETS:	59-63
       TOKENS:	P44W16-P44W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~aH_1]
   UNSPLITVOC:	(tilam~aH)
          POS:	IV3FS+IV
          VOC:	ti+lam~aH
        GLOSS:	it/they/she+allude/refer

 INPUT STRING:	لنا
     IS_TRANS:	lnA
        INDEX:	P44W15
      OFFSETS:	64-67
       TOKENS:	P44W17-P44W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(linA)
          POS:	PREP+PRON_1P
          VOC:	li+nA
        GLOSS:	to/for+us

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P44W16
      OFFSETS:	68-72
       TOKENS:	P44W19-P44W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+they

 INPUT STRING:	مستنيين
     IS_TRANS:	mstnyyn
        INDEX:	P44W17
      OFFSETS:	73-80
       TOKENS:	P44W21-P44W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misotan~iy_1]
   UNSPLITVOC:	(misotan~iyiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	misotan~iy+iyn
        GLOSS:	waiting/anticipating+[pl.]

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P44W18
      OFFSETS:	81-85
       TOKENS:	P44W22-P44W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	نطلب
     IS_TRANS:	nTlb
        INDEX:	P44W19
      OFFSETS:	86-90
       TOKENS:	P44W24-P44W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(niTolub)
          POS:	IV1P+IV
          VOC:	ni+Tolub
        GLOSS:	we+ask/request

 INPUT STRING:	استرداد
     IS_TRANS:	AstrdAd
        INDEX:	P44W20
      OFFSETS:	91-98
       TOKENS:	P44W25-P44W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotirodAd_1]
   UNSPLITVOC:	(AisotirodAd)
          POS:	NOUN
          VOC:	AisotirodAd
        GLOSS:	reclamation/recovery/retraction

 INPUT STRING:	أموالنا
     IS_TRANS:	>mwAlnA
        INDEX:	P44W21
      OFFSETS:	99-106
       TOKENS:	P44W26-P44W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mAl_1]
   UNSPLITVOC:	(>mwAlnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	>mwAl+nA
        GLOSS:	money+our

 INPUT STRING:	رسميا
     IS_TRANS:	rsmyA
        INDEX:	P44W22
      OFFSETS:	107-112
       TOKENS:	P44W28-P44W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rasomiy~_1]
   UNSPLITVOC:	(rasomiy~AF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	rasomiy~+AF
        GLOSS:	official/officially+[acc.indef.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P44W23
      OFFSETS:	113-114
       TOKENS:	P44W29-P44W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	العسكر
     IS_TRANS:	AlEskr
        INDEX:	P44W24
      OFFSETS:	115-121
       TOKENS:	P44W30-P44W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokar_1]
   UNSPLITVOC:	(AlEasokar)
          POS:	DET+NOUN
          VOC:	Al+Easokar
        GLOSS:	the+army/troops

 INPUT STRING:	آآآآآآآآآآآخر
     IS_TRANS:	|||||||||||xr
        INDEX:	P44W25
      OFFSETS:	122-135
       TOKENS:	P44W31-P44W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|xir_1]
   UNSPLITVOC:	(|xir)
          POS:	ADJ_COMP
          VOC:	|xir
        GLOSS:	last/end

 INPUT STRING:	طناش
     IS_TRANS:	TnA$
        INDEX:	P44W26
      OFFSETS:	136-140
       TOKENS:	P44W32-P44W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TanA$_1]
   UNSPLITVOC:	(TanA$)
          POS:	NOUN
          VOC:	TanA$
        GLOSS:	indifference

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P45W1
      OFFSETS:	0-3
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(fayon)
          POS:	REL_ADV
          VOC:	fayon
        GLOSS:	where

 INPUT STRING:	العدالة
     IS_TRANS:	AlEdAlp
        INDEX:	P45W2
      OFFSETS:	4-11
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EadAlap_1]
   UNSPLITVOC:	(AlEadAlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+EadAl+ap
        GLOSS:	the+justice/fairness+[fem.sg.]

 INPUT STRING:	الاجتماعية
     IS_TRANS:	AlAjtmAEyp
        INDEX:	P45W3
      OFFSETS:	12-22
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AijotimAEiy_1]
   UNSPLITVOC:	(AlAijotimAEiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+AijotimAEiy~+ap
        GLOSS:	the+social+[fem.sg.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P45W4
      OFFSETS:	23-27
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	طالبنا
     IS_TRANS:	TAlbnA
        INDEX:	P45W5
      OFFSETS:	28-34
       TOKENS:	P45W5-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAlib_1]
   UNSPLITVOC:	(TAlibnA)
          POS:	ADJ.VN+PRON_1P
          VOC:	TAlib+nA
        GLOSS:	requesting+us

 INPUT STRING:	بيه
     IS_TRANS:	byh
        INDEX:	P45W6
      OFFSETS:	35-38
       TOKENS:	P45W7-P45W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyh)
          POS:	PREP+PRON_3MS
          VOC:	bi+uh
        GLOSS:	with/by+it/him

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P45W7
      OFFSETS:	39-42
       TOKENS:	P45W9-P45W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	الكبار
     IS_TRANS:	AlkbAr
        INDEX:	P45W8
      OFFSETS:	43-49
       TOKENS:	P45W10-P45W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(AlkubAr)
          POS:	DET+ADJ
          VOC:	Al+kubAr
        GLOSS:	the+senior/important

 INPUT STRING:	لسة
     IS_TRANS:	lsp
        INDEX:	P45W9
      OFFSETS:	50-53
       TOKENS:	P45W11-P45W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	still

 INPUT STRING:	بيقبضوا
     IS_TRANS:	byqbDwA
