 INPUT STRING:	ستار
 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P42W2
      OFFSETS:	6-10
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	ونعم
     IS_TRANS:	wnEm
        INDEX:	P42W3
      OFFSETS:	11-15
       TOKENS:	P42W4-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[niEma_1]
   UNSPLITVOC:	(waniEma)
          POS:	CONJ+VERB
          VOC:	wa+niEma
        GLOSS:	and+how good

 INPUT STRING:	الوكيل
     IS_TRANS:	Alwkyl
        INDEX:	P42W4
      OFFSETS:	16-22
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wakiyl_1]
   UNSPLITVOC:	(Alwakiyl)
          POS:	DET+NOUN
          VOC:	Al+wakiyl
        GLOSS:	the+attorney

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P42W5
      OFFSETS:	23-25
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P42W6
      OFFSETS:	26-28
       TOKENS:	P42W8-P42W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	مفسد
     IS_TRANS:	mfsd
        INDEX:	P42W7
      OFFSETS:	29-33
       TOKENS:	P42W9-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mufosid_1]
   UNSPLITVOC:	(mufosid)
          POS:	NOUN
          VOC:	mufosid
        GLOSS:	corrupting

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P43W1
      OFFSETS:	1-4
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	فكره
     IS_TRANS:	fkrh
        INDEX:	P43W2
      OFFSETS:	5-9
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	الشباب
     IS_TRANS:	Al$bAb
        INDEX:	P43W3
      OFFSETS:	10-16
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	(Al$~abAb)
          POS:	DET+NOUN
          VOC:	Al+$abAb
        GLOSS:	the+young man/young men

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P43W4
      OFFSETS:	17-20
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	these/those

 INPUT STRING:	جيرانى
     IS_TRANS:	jyrAnY
        INDEX:	P43W5
      OFFSETS:	21-27
       TOKENS:	P43W5-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAr_1]
   UNSPLITVOC:	(jiyrAniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	jiyrAn+iy
        GLOSS:	neighbors+my

 INPUT STRING:	وجيرانك
     IS_TRANS:	wjyrAnk
        INDEX:	P43W6
      OFFSETS:	28-35
       TOKENS:	P43W7-P43W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jAr_1]
   UNSPLITVOC:	(wajiyrAnak)
          POS:	CONJ+NOUN+POSS_PRON_2MS
          VOC:	wa+jiyrAn+ak
        GLOSS:	and+neighbors+your [masc.sg.]

 INPUT STRING:	ومن
     IS_TRANS:	wmn
        INDEX:	P43W7
      OFFSETS:	36-39
       TOKENS:	P43W10-P43W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(wamin)
          POS:	CONJ+PREP
          VOC:	wa+min
        GLOSS:	and+from

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P43W8
      OFFSETS:	40-43
       TOKENS:	P43W12-P43W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same/self/selves

 INPUT STRING:	المجتمع
     IS_TRANS:	AlmjtmE
        INDEX:	P43W9
      OFFSETS:	44-51
       TOKENS:	P43W13-P43W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mijotimiE_1]
   UNSPLITVOC:	(AlmijotimiE)
          POS:	DET+NOUN
          VOC:	Al+mijotimiE
        GLOSS:	the+society

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P43W10
      OFFSETS:	52-56
       TOKENS:	P43W14-P43W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P43W11
      OFFSETS:	57-61
       TOKENS:	P43W15-P43W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	عايشين
     IS_TRANS:	EAy$yn
        INDEX:	P43W12
      OFFSETS:	62-68
       TOKENS:	P43W16-P43W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyi$_1]
   UNSPLITVOC:	(EAyo$iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAyo$+iyn
        GLOSS:	living+[pl.]

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P43W13
      OFFSETS:	69-72
       TOKENS:	P43W17-P43W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	وللاسف
     IS_TRANS:	wllAsf
        INDEX:	P44W1
      OFFSETS:	1-7
       TOKENS:	P44W1-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(wilil>asaf)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wi+li+Al+>asaf
        GLOSS:	and+for/to+the+regret/sorry

 INPUT STRING:	كلنا
     IS_TRANS:	klnA
        INDEX:	P44W2
      OFFSETS:	8-12
       TOKENS:	P44W4-P44W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~nA)
          POS:	NOUN_QUANT+POSS_PRON_1P
          VOC:	kul~+nA
        GLOSS:	all, entire, every, whole+our

 INPUT STRING:	ساكتين
     IS_TRANS:	sAktyn
        INDEX:	P44W3
      OFFSETS:	13-19
       TOKENS:	P44W6-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAkit_1]
   UNSPLITVOC:	(sAkotiyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	sAkot+iyn
        GLOSS:	silent/calm+two

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P44W4
      OFFSETS:	20-23
       TOKENS:	P44W7-P44W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P44W5
      OFFSETS:	24-27
       TOKENS:	P44W8-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	that

 INPUT STRING:	منتظرين
     IS_TRANS:	mntZryn
        INDEX:	P45W1
      OFFSETS:	1-8
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munotaZir_1]
   UNSPLITVOC:	(munotaZiriyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	munotaZir+iyn
        GLOSS:	waiting+[pl.]

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P45W2
      OFFSETS:	9-12
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P45W3
      OFFSETS:	13-16
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P45W4
      OFFSETS:	17-19
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	تكون
     IS_TRANS:	tkwn
        INDEX:	P45W5
      OFFSETS:	20-24
       TOKENS:	P45W5-P45W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(tikuwn)
          POS:	IV3FS+IV
          VOC:	ti+kuwn
        GLOSS:	it/they/she+be

 INPUT STRING:	تلك
     IS_TRANS:	tlk
        INDEX:	P45W6
      OFFSETS:	25-28
       TOKENS:	P45W6-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*`lika_1]
   UNSPLITVOC:	(tiloka)
          POS:	DEM_PRON_F
          VOC:	tiloka
        GLOSS:	that/those

 INPUT STRING:	النهايه
     IS_TRANS:	AlnhAyh
        INDEX:	P45W7
      OFFSETS:	29-36
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nihAyap_1]
   UNSPLITVOC:	(Aln~ihAyap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nihAy+ap
        GLOSS:	the+end/termination+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P45W8
      OFFSETS:	36-37
       TOKENS:	P45W8-P45W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P45W9
      OFFSETS:	37-38
       TOKENS:	P45W9-P45W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	خلينا
     IS_TRANS:	xlynA
        INDEX:	P46W1
      OFFSETS:	1-6
       TOKENS:	P46W1-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(xal~iynA)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1P
          VOC:	xal~iy+(null)+nA
        GLOSS:	release/evacuate/allow/be released/be evacuated/be allowed/let+you+us

 INPUT STRING:	سلبيين
     IS_TRANS:	slbyyn
        INDEX:	P46W2
      OFFSETS:	7-13
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(slbyyn)
          POS:	NO_FUNC
          VOC:	slbyyn
        GLOSS:	nogloss

 INPUT STRING:	وساكتين
     IS_TRANS:	wsAktyn
        INDEX:	P46W3
      OFFSETS:	14-21
       TOKENS:	P46W4-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAkit_1]
   UNSPLITVOC:	(wisAkotiyn)
          POS:	CONJ+ADJ+NSUFF_MASC_PL
          VOC:	wi+sAkot+iyn
        GLOSS:	and+silent/calm+[pl.]

 INPUT STRING:	وادينا
     IS_TRANS:	wAdynA
        INDEX:	P46W4
      OFFSETS:	22-28
       TOKENS:	P46W6-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Adiy_1]
   UNSPLITVOC:	(wiAdiynA)
          POS:	CONJ+DEM_PRON+PRON_1P
          VOC:	wi+Adiy+nA
        GLOSS:	and+this/these+we

 INPUT STRING:	بنتفرج
     IS_TRANS:	bntfrj
        INDEX:	P46W5
      OFFSETS:	29-35
       TOKENS:	P46W9-P46W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitofar~aj_1]
   UNSPLITVOC:	(binitofar~aj)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+tofar~aj
        GLOSS:	[present-tense]+we+watch

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P47W1
      OFFSETS:	1-4
       TOKENS:	P47W1-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	to/for+that

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P47W2
      OFFSETS:	5-7
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الواضح
     IS_TRANS:	AlwADH
        INDEX:	P47W3
      OFFSETS:	8-14
       TOKENS:	P47W4-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wADiH_1]
   UNSPLITVOC:	(AlwADiH)
          POS:	DET+ADJ
          VOC:	Al+wADiH
        GLOSS:	the+clear/obvious/visible

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P47W4
      OFFSETS:	15-17
       TOKENS:	P47W5-P47W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الفرجه
     IS_TRANS:	Alfrjh
        INDEX:	P47W5
      OFFSETS:	18-24
       TOKENS:	P47W6-P47W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[furojap_1]
   UNSPLITVOC:	(Alfurojap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+furoj+ap
        GLOSS:	the+pleasure/aperture/watching+[fem.sg.]

 INPUT STRING:	عاجبانا
     IS_TRANS:	EAjbAnA
        INDEX:	P47W6
      OFFSETS:	25-32
       TOKENS:	P47W7-P47W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAjib_1]
   UNSPLITVOC:	(EAjobAnA)
          POS:	ADJ+NSUFF_FEM_SG+PRON_1P
          VOC:	EAjob+ap+nA
        GLOSS:	pleasing+[fem.sg.]+us

 INPUT STRING:	قوى
     IS_TRANS:	qwY
        INDEX:	P47W7
      OFFSETS:	33-36
       TOKENS:	P47W9-P47W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	NOUN
          VOC:	qawiy
        GLOSS:	strong/powerful

 INPUT STRING:	الفتره
     IS_TRANS:	Alftrh
        INDEX:	P47W8
      OFFSETS:	37-43
       TOKENS:	P47W10-P47W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatorap_1]
   UNSPLITVOC:	(Alfatorap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+fator+ap
        GLOSS:	the+phase/time period/interval/phases/time periods/intervals+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P47W9
      OFFSETS:	44-46
       TOKENS:	P47W11-P47W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P48W1
      OFFSETS:	1-5
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	معو
     IS_TRANS:	mEw
        INDEX:	P48W2
      OFFSETS:	6-9
       TOKENS:	P48W2-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEauh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEa+uh
        GLOSS:	with+his/its

 INPUT STRING:	قرش
     IS_TRANS:	qr$
        INDEX:	P48W3
      OFFSETS:	10-13
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiro$_1]
   UNSPLITVOC:	(qiro$)
          POS:	NOUN
          VOC:	qiro$
        GLOSS:	penny

 INPUT STRING:	محيرو
     IS_TRANS:	mHyrw
        INDEX:	P48W4
      OFFSETS:	14-19
       TOKENS:	P48W5-P48W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHay~ar_1]
   UNSPLITVOC:	(miHay~aruh)
          POS:	ADJ+POSS_PRON_3MS
          VOC:	miHay~ar+uh
        GLOSS:	amazing+it/him

 INPUT STRING:	يجيب
     IS_TRANS:	yjyb
        INDEX:	P48W5
      OFFSETS:	20-24
       TOKENS:	P48W7-P48W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(yajiyb)
          POS:	IV3MS+IV
          VOC:	ya+jiyb
        GLOSS:	he/it+explore/traverse/bring

 INPUT STRING:	حمام
     IS_TRANS:	HmAm
        INDEX:	P48W6
      OFFSETS:	25-29
       TOKENS:	P48W8-P48W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HamAmap_1]
   UNSPLITVOC:	(HamAm)
          POS:	NOUN
          VOC:	HamAm
        GLOSS:	dove/pigeon

 INPUT STRING:	ويطيرو
     IS_TRANS:	wyTyrw
        INDEX:	P48W7
      OFFSETS:	30-36
       TOKENS:	P48W9-P48W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ar_1]
   UNSPLITVOC:	(wiyiTay~iruh)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	wi+yi+Tay~ir+uh
        GLOSS:	and+he/it+make fly+it/him

 INPUT STRING:	قولو
     IS_TRANS:	qwlw
        INDEX:	P49W1
      OFFSETS:	1-5
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwluwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	quwl+uwA
        GLOSS:	said/say/be said/say/(for example)+you [pl.]

 INPUT STRING:	شكرا
     IS_TRANS:	$krA
        INDEX:	P49W2
      OFFSETS:	6-10
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	($ukorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	$ukor+AF
        GLOSS:	thank you/thanks+[acc.indef.]

 INPUT STRING:	لعمو
     IS_TRANS:	lEmw
        INDEX:	P49W3
      OFFSETS:	11-15
       TOKENS:	P49W3-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eam~uw_1]
   UNSPLITVOC:	(liEam~uw)
          POS:	PREP+NOUN
          VOC:	li+Eam~uw
        GLOSS:	to/for+uncle

 INPUT STRING:	عادل
     IS_TRANS:	EAdl
        INDEX:	P49W4
      OFFSETS:	16-20
       TOKENS:	P49W5-P49W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdil_1]
   UNSPLITVOC:	(EAdil)
          POS:	NOUN_PROP
          VOC:	EAdil
        GLOSS:	Adel/Adil

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P49W5
      OFFSETS:	21-24
       TOKENS:	P49W6-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	جيل
     IS_TRANS:	jyl
        INDEX:	P49W6
      OFFSETS:	25-28
       TOKENS:	P49W7-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiyl_1]
   UNSPLITVOC:	(jiyl)
          POS:	NOUN
          VOC:	jiyl
        GLOSS:	generation/epoch/generations/epochs

 INPUT STRING:	الراقصات
     IS_TRANS:	AlrAqSAt
        INDEX:	P49W7
      OFFSETS:	29-37
       TOKENS:	P49W8-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAqiS_1]
   UNSPLITVOC:	(Alr~AqiSAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+rAqiS+At
        GLOSS:	the+dancing/dancer+[fem.pl.]

 INPUT STRING:	الصاعد
     IS_TRANS:	AlSAEd
        INDEX:	P49W8
      OFFSETS:	38-44
       TOKENS:	P49W9-P49W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAEid_1]
   UNSPLITVOC:	(AlS~AEid)
          POS:	DET+ADJ
          VOC:	Al+SAEid
        GLOSS:	the+ascending/rising/going up/henceforth/upward

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P49W9
      OFFSETS:	45-48
       TOKENS:	P49W10-P49W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	SUB_CONJ
          VOC:	Hat~aY
        GLOSS:	so that

 INPUT STRING:	مانقول
     IS_TRANS:	mAnqwl
        INDEX:	P49W10
      OFFSETS:	49-55
       TOKENS:	P49W11-P49W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(mA_niquwl)
          POS:	NEG_PART+IV1P+IV
          VOC:	mA+ni+quwl
        GLOSS:	not+we+said/say/be said/say/(for example)

 INPUT STRING:	مطربات
     IS_TRANS:	mTrbAt
        INDEX:	P49W11
      OFFSETS:	56-62
       TOKENS:	P49W13-P49W13
