 INPUT STRING:	ثقافه
        INDEX:	P51W1
      OFFSETS:	0-3
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	kun+~A
        GLOSS:	be+we

 INPUT STRING:	متميزين
     IS_TRANS:	mtmyzyn
        INDEX:	P51W2
      OFFSETS:	4-11
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mutamay~iz_1]
   UNSPLITVOC:	(mutamay~izyin)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	mutamay~iz+yin
        GLOSS:	distinguished/outstanding/prominent+[masc. pl.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P51W3
      OFFSETS:	12-14
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مجالات
     IS_TRANS:	mjAlAt
        INDEX:	P51W4
      OFFSETS:	15-21
       TOKENS:	P51W4-P51W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majAl_1]
   UNSPLITVOC:	(majAlAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	majAl+At
        GLOSS:	area/field/arena/context/opportunity+[fem.pl.]

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P51W5
      OFFSETS:	22-26
       TOKENS:	P51W5-P51W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P51W6
      OFFSETS:	27-31
       TOKENS:	P51W6-P51W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P52W1
      OFFSETS:	0-6
       TOKENS:	P52W1-P52W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	للاسف
     IS_TRANS:	llAsf
        INDEX:	P52W2
      OFFSETS:	7-12
       TOKENS:	P52W2-P52W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(lil>asaf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>asaf
        GLOSS:	for/to+the+regret/sorry

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P52W3
      OFFSETS:	13-17
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	بلا
     IS_TRANS:	blA
        INDEX:	P52W4
      OFFSETS:	18-21
       TOKENS:	P52W5-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(bilA)
          POS:	PREP+NEG_PART
          VOC:	bi+lA
        GLOSS:	with+no (without)

 INPUT STRING:	هويه
     IS_TRANS:	hwyh
        INDEX:	P52W5
      OFFSETS:	22-26
       TOKENS:	P52W7-P52W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hawiy~ap_1]
   UNSPLITVOC:	(hawiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	hawiy~+ap
        GLOSS:	identity+[fem.sg.]

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P52W6
      OFFSETS:	27-29
       TOKENS:	P52W8-P52W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	بصيتى
     IS_TRANS:	bSytY
        INDEX:	P52W7
      OFFSETS:	30-35
       TOKENS:	P52W9-P52W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(baS~aytiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	baS~+aytiy
        GLOSS:	look+you

 INPUT STRING:	للبسنا
     IS_TRANS:	llbsnA
        INDEX:	P52W8
      OFFSETS:	36-42
       TOKENS:	P52W10-P52W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[libos_1]
   UNSPLITVOC:	(lilibosinA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	li+libos+nA
        GLOSS:	for/to+clothes/attire+our

 INPUT STRING:	وكلامنا
     IS_TRANS:	wklAmnA
        INDEX:	P52W9
      OFFSETS:	43-50
       TOKENS:	P52W13-P52W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(wikalAmnA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+kalAm+nA
        GLOSS:	and+speech/statement/remark/talk/saying+our

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P52W10
      OFFSETS:	51-53
       TOKENS:	P52W16-P52W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هتلاقيه
     IS_TRANS:	htlAqyh
        INDEX:	P52W11
      OFFSETS:	54-61
       TOKENS:	P52W17-P52W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[liqiy_1]
   UNSPLITVOC:	(HatilAqiyuh)
          POS:	FUT_PART+IV2MS+IV+IVSUFF_DO:3MS
          VOC:	Ha+ti+lAqiy+uh
        GLOSS:	will+you+meet/encounter/be met/be encountered+it/he

 INPUT STRING:	شبهنا
     IS_TRANS:	$bhnA
        INDEX:	P52W12
      OFFSETS:	62-67
       TOKENS:	P52W20-P52W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$abah_1]
   UNSPLITVOC:	($abahnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	$abah+nA
        GLOSS:	resemblance/resemblances+our

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P52W13
      OFFSETS:	68-69
       TOKENS:	P52W22-P52W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	شبه
     IS_TRANS:	$bh
        INDEX:	P52W14
      OFFSETS:	70-73
       TOKENS:	P52W23-P52W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$abah_1]
   UNSPLITVOC:	($abah)
          POS:	NOUN
          VOC:	$abah
        GLOSS:	resemblance/resemblances

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P52W15
      OFFSETS:	74-78
       TOKENS:	P52W24-P52W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	that

 INPUT STRING:	مفروض
     IS_TRANS:	mfrwD
        INDEX:	P52W16
      OFFSETS:	79-84
       TOKENS:	P52W25-P52W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maforuwD_1]
   UNSPLITVOC:	(maforuwD)
          POS:	NOUN
          VOC:	maforuwD
        GLOSS:	obligation/duty

 INPUT STRING:	نكون
     IS_TRANS:	nkwn
        INDEX:	P52W17
      OFFSETS:	85-89
       TOKENS:	P52W26-P52W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(nikuwn)
          POS:	IV1P+IV
          VOC:	ni+kuwn
        GLOSS:	we+be

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P52W18
      OFFSETS:	90-94
       TOKENS:	P52W27-P52W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+he/it

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P52W19
      OFFSETS:	94-95
       TOKENS:	P52W29-P52W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	عايزين
     IS_TRANS:	EAyzyn
        INDEX:	P53W1
      OFFSETS:	0-6
       TOKENS:	P53W1-P53W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(EAyzyn)
          POS:	NO_FUNC
          VOC:	EAyzyn
        GLOSS:	nogloss

 INPUT STRING:	نقلد
     IS_TRANS:	nqld
        INDEX:	P53W2
      OFFSETS:	7-11
       TOKENS:	P53W2-P53W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qal~id_1]
   UNSPLITVOC:	(niqal~id)
          POS:	IV1P+IV
          VOC:	ni+qal~id
        GLOSS:	we+imitate

 INPUT STRING:	وياريت
     IS_TRANS:	wyAryt
        INDEX:	P53W3
      OFFSETS:	12-18
       TOKENS:	P53W3-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yAriyt_1]
   UNSPLITVOC:	(wiyAriyt)
          POS:	CONJ+PSEUDO_VERB
          VOC:	wi+yAriyt
        GLOSS:	and+(if only)

 INPUT STRING:	فالحين
     IS_TRANS:	fAlHyn
        INDEX:	P53W4
      OFFSETS:	19-25
       TOKENS:	P53W5-P53W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAliH_1]
   UNSPLITVOC:	(fAloHiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	fAloH+iyn
        GLOSS:	fortunate/successful+two

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P53W5
      OFFSETS:	26-28
       TOKENS:	P53W6-P53W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	التقليد
     IS_TRANS:	Altqlyd
        INDEX:	P53W6
      OFFSETS:	29-36
       TOKENS:	P53W7-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoliyd_1]
   UNSPLITVOC:	(Alt~aqoliyd)
          POS:	DET+NOUN
          VOC:	Al+taqoliyd
        GLOSS:	the+imitation

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P53W7
      OFFSETS:	37-40
       TOKENS:	P53W8-P53W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	other than

 INPUT STRING:	بردو
     IS_TRANS:	brdw
        INDEX:	P53W8
      OFFSETS:	41-45
       TOKENS:	P53W9-P53W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	as well/also

 INPUT STRING:	بنقلد
     IS_TRANS:	bnqld
        INDEX:	P53W9
      OFFSETS:	46-51
       TOKENS:	P53W10-P53W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qal~id_1]
   UNSPLITVOC:	(biniqal~id)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+qal~id
        GLOSS:	[present-tense]+we+imitate

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P53W10
      OFFSETS:	52-54
       TOKENS:	P53W12-P53W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	عدم
     IS_TRANS:	Edm
        INDEX:	P53W11
      OFFSETS:	55-58
       TOKENS:	P53W13-P53W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(Eadam)
          POS:	NOUN
          VOC:	Eadam
        GLOSS:	absence of/lack of/not/non-

 INPUT STRING:	فهم
     IS_TRANS:	fhm
        INDEX:	P53W12
      OFFSETS:	59-62
       TOKENS:	P53W14-P53W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fahom_1]
   UNSPLITVOC:	(fahom)
          POS:	NOUN
          VOC:	fahom
        GLOSS:	understanding

 INPUT STRING:	بنهتم
     IS_TRANS:	bnhtm
        INDEX:	P53W13
      OFFSETS:	63-68
       TOKENS:	P53W15-P53W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aihotam~_1]
   UNSPLITVOC:	(binihotam~)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+hotam~
        GLOSS:	[present-tense]+we+pay attention

 INPUT STRING:	بالمظاهر
     IS_TRANS:	bAlmZAhr
        INDEX:	P53W14
      OFFSETS:	69-77
       TOKENS:	P53W17-P53W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maZohar_1]
   UNSPLITVOC:	(biAlmaZAhir)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+maZAhir
        GLOSS:	with/by+the+appearance/facade

 INPUT STRING:	فقط
     IS_TRANS:	fqT
        INDEX:	P53W15
      OFFSETS:	78-81
       TOKENS:	P53W19-P53W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqaT_1]
   UNSPLITVOC:	(faqaT)
          POS:	NOUN
          VOC:	faqaT
        GLOSS:	only

 INPUT STRING:	اهم
     IS_TRANS:	Ahm
        INDEX:	P53W16
      OFFSETS:	82-85
       TOKENS:	P53W20-P53W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aham~_1]
   UNSPLITVOC:	(>aham~)
          POS:	ADJ_COMP
          VOC:	>aham~
        GLOSS:	more/most important

 INPUT STRING:	شئ
     IS_TRANS:	$}
        INDEX:	P53W17
      OFFSETS:	86-88
       TOKENS:	P53W21-P53W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$iyo'_1]
   UNSPLITVOC:	($i})
          POS:	NOUN
          VOC:	$i}
        GLOSS:	something/thing

 INPUT STRING:	الموبايل
     IS_TRANS:	AlmwbAyl
        INDEX:	P53W18
      OFFSETS:	89-97
       TOKENS:	P53W22-P53W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AlmwbAyl)
          POS:	FOREIGN
          VOC:	AlmwbAyl
        GLOSS:	nogloss

 INPUT STRING:	والعربيه
     IS_TRANS:	wAlErbyh
        INDEX:	P53W19
      OFFSETS:	98-106
       TOKENS:	P53W23-P53W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(wiAlEarabiy~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+Earabiy~+ap
        GLOSS:	and+the+car+[fem.sg.]

 INPUT STRING:	وماركات
     IS_TRANS:	wmArkAt
        INDEX:	P53W20
      OFFSETS:	107-114
       TOKENS:	P53W25-P53W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mArokap_1]
   UNSPLITVOC:	(wimArokAt)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wi+mArok+At
        GLOSS:	and+brand+[fem.pl.]

 INPUT STRING:	الهدوم
     IS_TRANS:	Alhdwm
        INDEX:	P53W21
      OFFSETS:	115-121
       TOKENS:	P53W27-P53W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hidomap_1]
   UNSPLITVOC:	(Alhiduwm)
          POS:	DET+NOUN
          VOC:	Al+hiduwm
        GLOSS:	the+clothes

 INPUT STRING:	والنضاره
     IS_TRANS:	wAlnDArh
        INDEX:	P53W22
      OFFSETS:	122-130
       TOKENS:	P53W28-P53W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naD~Arap_1]
   UNSPLITVOC:	(wiAlnaD~Arap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+naD~Ar+ap
        GLOSS:	and+the+(sun) glasses+[fem.sg.]

 INPUT STRING:	الاصلى
     IS_TRANS:	AlASlY
        INDEX:	P53W23
      OFFSETS:	131-137
       TOKENS:	P53W30-P53W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al>aSoliy_1]
   UNSPLITVOC:	(Al>aSoliy)
          POS:	DET+ADJ
          VOC:	Al+>aSoliy
        GLOSS:	the+original

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P53W24
      OFFSETS:	138-140
       TOKENS:	P53W31-P53W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	التقليد
     IS_TRANS:	Altqlyd
        INDEX:	P53W25
      OFFSETS:	141-148
       TOKENS:	P53W32-P53W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoliyd_1]
   UNSPLITVOC:	(Alt~aqoliyd)
          POS:	DET+NOUN
          VOC:	Al+taqoliyd
        GLOSS:	the+imitation

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P53W26
      OFFSETS:	148-149
       TOKENS:	P53W33-P53W33
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	بقينا
     IS_TRANS:	bqynA
        INDEX:	P54W1
      OFFSETS:	0-5
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(baqiynA)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	baqiy+nA
        GLOSS:	remain/last+we

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P54W2
      OFFSETS:	6-9
       TOKENS:	P54W2-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness

 INPUT STRING:	مغيبين
     IS_TRANS:	mgybyn
        INDEX:	P54W3
      OFFSETS:	10-16
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mgybyn)
          POS:	NO_FUNC
          VOC:	mgybyn
        GLOSS:	nogloss

 INPUT STRING:	وعايزين
     IS_TRANS:	wEAyzyn
        INDEX:	P54W4
      OFFSETS:	17-24
       TOKENS:	P54W5-P54W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wEAyzyn)
          POS:	NO_FUNC
          VOC:	wEAyzyn
        GLOSS:	nogloss

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P54W5
      OFFSETS:	25-27
       TOKENS:	P54W6-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	every/all

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P54W6
      OFFSETS:	28-32
       TOKENS:	P54W7-P54W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	بسرعه
     IS_TRANS:	bsrEh
        INDEX:	P54W7
      OFFSETS:	33-38
       TOKENS:	P54W8-P54W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suroEap_1]
   UNSPLITVOC:	(bisuroEap)
          POS:	PREP+ADJ+NSUFF_FEM_SG
          VOC:	bi+suroE+ap
        GLOSS:	with/by+fast/quick+[fem.sg.]

 INPUT STRING:	ومن
     IS_TRANS:	wmn
        INDEX:	P54W8
      OFFSETS:	39-42
       TOKENS:	P54W10-P54W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(wimin)
          POS:	CONJ+PREP
          VOC:	wi+min
        GLOSS:	and+from

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P54W9
      OFFSETS:	43-46
       TOKENS:	P54W12-P54W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	تعب
     IS_TRANS:	tEb
        INDEX:	P54W10
      OFFSETS:	47-50
       TOKENS:	P54W13-P54W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEab_1]
   UNSPLITVOC:	(taEab)
          POS:	NOUN
          VOC:	taEab
        GLOSS:	trouble/burden

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P54W11
      OFFSETS:	51-55
       TOKENS:	P54W14-P54W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(mafiyh$)
          POS:	NEG_PART+PREP+PRON_3MS+NEG_PART
          VOC:	ma+fiy+h+$
        GLOSS:	not+in+he/it+not

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P54W12
      OFFSETS:	56-58
       TOKENS:	P54W18-P54W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	somebody/someone

 INPUT STRING:	بقي
     IS_TRANS:	bqy
        INDEX:	P54W13
      OFFSETS:	59-62
       TOKENS:	P54W19-P54W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	baqaY+(null)
        GLOSS:	become+he/it

 INPUT STRING:	عنده
     IS_TRANS:	Endh
        INDEX:	P54W14
      OFFSETS:	63-67
       TOKENS:	P54W20-P54W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanoduh)
          POS:	NOUN+POSS_PRON_3MS
