 INPUT STRING:	حدث
      COMMENT:	[]
        LEMMA:	[Aitsaraq_1]
   UNSPLITVOC:	(mAyitsiriq$)
          POS:	NEG_PART+IV3MS+IV_PASS+NEG_PART
          VOC:	mA+yi+tsiriq+$
        GLOSS:	not+he+be stolen+not

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P40W10
      OFFSETS:	54-57
       TOKENS:	P40W13-P40W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+he/him

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P40W11
      OFFSETS:	58-62
       TOKENS:	P40W15-P40W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	والناس
     IS_TRANS:	wAlnAs
        INDEX:	P41W1
      OFFSETS:	1-7
       TOKENS:	P41W1-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(wiAlnAs)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+nAs
        GLOSS:	and+the+people

 INPUT STRING:	لم
     IS_TRANS:	lm
        INDEX:	P41W2
      OFFSETS:	8-10
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	when

 INPUT STRING:	يشوفوا
     IS_TRANS:	y$wfwA
        INDEX:	P41W3
      OFFSETS:	11-17
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(yi$uwfuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+$uwf+uwA
        GLOSS:	they+look+they

 INPUT STRING:	الواحد
     IS_TRANS:	AlwAHd
        INDEX:	P41W4
      OFFSETS:	18-24
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(AlwAHid)
          POS:	DET+NOUN
          VOC:	Al+wAHid
        GLOSS:	the+person/ individual

 INPUT STRING:	لابس
     IS_TRANS:	lAbs
        INDEX:	P41W5
      OFFSETS:	25-29
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAbis_1]
   UNSPLITVOC:	(lAbis)
          POS:	ADJ
          VOC:	lAbis
        GLOSS:	wearing

 INPUT STRING:	مايوه
     IS_TRANS:	mAywh
        INDEX:	P41W6
      OFFSETS:	30-35
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAyawh_1]
   UNSPLITVOC:	(mAyawh)
          POS:	NOUN
          VOC:	mAyawh
        GLOSS:	swimming suit

 INPUT STRING:	يعرفوا
     IS_TRANS:	yErfwA
        INDEX:	P41W7
      OFFSETS:	36-42
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(yiEorafuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+Eoraf+uwA
        GLOSS:	they+know/be known+they

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P41W8
      OFFSETS:	43-46
       TOKENS:	P41W9-P41W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he

 INPUT STRING:	رايح
     IS_TRANS:	rAyH
        INDEX:	P41W9
      OFFSETS:	47-51
       TOKENS:	P41W11-P41W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyiH)
          POS:	ADJ.VN
          VOC:	rAyiH
        GLOSS:	going

 INPUT STRING:	يركب
     IS_TRANS:	yrkb
        INDEX:	P41W10
      OFFSETS:	52-56
       TOKENS:	P41W12-P41W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rikib_1]
   UNSPLITVOC:	(yirokab)
          POS:	IV3MS+IV
          VOC:	yi+rokab
        GLOSS:	he/it+get on/board/ride/climb

 INPUT STRING:	القطار
     IS_TRANS:	AlqTAr
        INDEX:	P41W11
      OFFSETS:	57-63
       TOKENS:	P41W13-P41W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiTAr_1]
   UNSPLITVOC:	(AlqiTAr)
          POS:	DET+NOUN
          VOC:	Al+qiTAr
        GLOSS:	the+train

 INPUT STRING:	والكمسرى
     IS_TRANS:	wAlkmsrY
        INDEX:	P42W1
      OFFSETS:	1-9
       TOKENS:	P42W1-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kumosariy_1]
   UNSPLITVOC:	(wiAlkumosariy)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+kumosariy
        GLOSS:	and+the+ticket man

 INPUT STRING:	يلبس
     IS_TRANS:	ylbs
        INDEX:	P42W2
      OFFSETS:	10-14
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[libis_1]
   UNSPLITVOC:	(yilobis)
          POS:	IV3MS+IV
          VOC:	yi+lobis
        GLOSS:	he/it+wear/get dressed

 INPUT STRING:	مايوه
     IS_TRANS:	mAywh
        INDEX:	P42W3
      OFFSETS:	15-20
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAyawh_1]
   UNSPLITVOC:	(mAyawh)
          POS:	NOUN
          VOC:	mAyawh
        GLOSS:	swimming suit

 INPUT STRING:	لون
     IS_TRANS:	lwn
        INDEX:	P42W4
      OFFSETS:	21-24
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lawn_1]
   UNSPLITVOC:	(lawn)
          POS:	NOUN
          VOC:	lawn
        GLOSS:	color/tint/colors/tints

 INPUT STRING:	كاكى
     IS_TRANS:	kAkY
        INDEX:	P42W5
      OFFSETS:	25-29
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAkiy_1]
   UNSPLITVOC:	(kAkiy)
          POS:	ADJ
          VOC:	kAkiy
        GLOSS:	brownish

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P42W6
      OFFSETS:	30-32
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he

 INPUT STRING:	والسواق
     IS_TRANS:	wAlswAq
        INDEX:	P42W7
      OFFSETS:	33-40
       TOKENS:	P42W8-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saw~Aq_1]
   UNSPLITVOC:	(wiAlsaw~Aq)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+saw~Aq
        GLOSS:	and+the+chauffeur/driver

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P42W8
      OFFSETS:	41-46
       TOKENS:	P42W10-P42W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter

 INPUT STRING:	يختلفوا
     IS_TRANS:	yxtlfwA
        INDEX:	P42W9
      OFFSETS:	47-54
       TOKENS:	P42W12-P42W12
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yxtlfwA)
          POS:	NO_FUNC
          VOC:	yxtlfwA
        GLOSS:	nogloss

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P42W10
      OFFSETS:	55-57
       TOKENS:	P42W13-P42W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	الركاب
     IS_TRANS:	AlrkAb
        INDEX:	P42W11
      OFFSETS:	58-64
       TOKENS:	P42W14-P42W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rikAb_1]
   UNSPLITVOC:	(Alr~ikAb)
          POS:	DET+NOUN
          VOC:	Al+rikAb
        GLOSS:	the+riders/passengers

 INPUT STRING:	وتنشر
     IS_TRANS:	wtn$r
        INDEX:	P43W1
      OFFSETS:	1-6
       TOKENS:	P43W1-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ni$ir_1]
   UNSPLITVOC:	(witino$ur)
          POS:	CONJ+IV2MS+IV
          VOC:	wi+ti+no$ur
        GLOSS:	and+you+be spread out/be propagated

 INPUT STRING:	العمليه
     IS_TRANS:	AlEmlyh
        INDEX:	P43W2
      OFFSETS:	7-14
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamaliy~ap_1]
   UNSPLITVOC:	(AlEamaliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Eamaliy~+ap
        GLOSS:	the+operation/mission/process/operations/missions/processes+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P43W3
      OFFSETS:	15-17
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	باقى
     IS_TRANS:	bAqY
        INDEX:	P43W4
      OFFSETS:	18-22
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAqiy_1]
   UNSPLITVOC:	(bAqiy)
          POS:	ADJ
          VOC:	bAqiy
        GLOSS:	remainder

 INPUT STRING:	المواصلات
     IS_TRANS:	AlmwASlAt
        INDEX:	P43W5
      OFFSETS:	23-32
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwASalap_1]
   UNSPLITVOC:	(AlmuwASalAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+muwASal+At
        GLOSS:	the+transportation+[fem.pl.]

 INPUT STRING:	ويصبح
     IS_TRANS:	wySbH
        INDEX:	P43W6
      OFFSETS:	33-38
       TOKENS:	P43W7-P43W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aSobaH_1]
   UNSPLITVOC:	(wayuSobiH)
          POS:	CONJ+IV3MS+IV
          VOC:	wa+yu+SobiH
        GLOSS:	and+he/it+become

 INPUT STRING:	لكل
     IS_TRANS:	lkl
        INDEX:	P43W7
      OFFSETS:	39-42
       TOKENS:	P43W9-P43W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(likul~)
          POS:	PREP+NOUN
          VOC:	li+kul~
        GLOSS:	for/to+all, entire, every, whole

 INPUT STRING:	وسيله
     IS_TRANS:	wsylh
        INDEX:	P43W8
      OFFSETS:	43-48
       TOKENS:	P43W11-P43W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wasiylap_1]
   UNSPLITVOC:	(wasiylap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wasiyl+ap
        GLOSS:	means/device/instrument+[fem.sg.]

 INPUT STRING:	نقل
     IS_TRANS:	nql
        INDEX:	P43W9
      OFFSETS:	49-52
       TOKENS:	P43W12-P43W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqol_1]
   UNSPLITVOC:	(naqol)
          POS:	NOUN
          VOC:	naqol
        GLOSS:	transportation/transfer/transmission/relaying/quoting

 INPUT STRING:	عام
     IS_TRANS:	EAm
        INDEX:	P43W10
      OFFSETS:	53-56
       TOKENS:	P43W13-P43W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(EAm)
          POS:	ADJ
          VOC:	EAm
        GLOSS:	general/common/public

 INPUT STRING:	لون
     IS_TRANS:	lwn
        INDEX:	P43W11
      OFFSETS:	57-60
       TOKENS:	P43W14-P43W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lawn_1]
   UNSPLITVOC:	(lawn)
          POS:	NOUN
          VOC:	lawn
        GLOSS:	color/tint/colors/tints

 INPUT STRING:	مايوه
     IS_TRANS:	mAywh
        INDEX:	P43W12
      OFFSETS:	61-66
       TOKENS:	P43W15-P43W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAyawh_1]
   UNSPLITVOC:	(mAyawh)
          POS:	NOUN
          VOC:	mAyawh
        GLOSS:	swimming suit

 INPUT STRING:	موحد
     IS_TRANS:	mwHd
        INDEX:	P43W13
      OFFSETS:	67-71
       TOKENS:	P43W16-P43W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwaH~ad_1]
   UNSPLITVOC:	(muwaH~ad)
          POS:	ADJ
          VOC:	muwaH~ad
        GLOSS:	united/unified/standardized

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P44W1
      OFFSETS:	1-3
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mano_1]
   UNSPLITVOC:	(mano)
          POS:	INTERROG_PRON
          VOC:	mano
        GLOSS:	who/whom

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P44W2
      OFFSETS:	4-8
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman

 INPUT STRING:	الوزراء
     IS_TRANS:	AlwzrA'
        INDEX:	P44W3
      OFFSETS:	9-16
       TOKENS:	P44W3-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(AlwuzarA')
          POS:	DET+NOUN
          VOC:	Al+wuzarA'
        GLOSS:	the+ministers

 INPUT STRING:	أولا
     IS_TRANS:	>wlA
        INDEX:	P45W1
      OFFSETS:	1-5
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~alAF)
          POS:	ADJ_NUM+CASE_INDEF_ACC
          VOC:	>aw~al+AF
        GLOSS:	first of all/primarily/in the first place+[acc.indef.]

 INPUT STRING:	أنا
     IS_TRANS:	>nA
        INDEX:	P45W2
      OFFSETS:	6-9
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P45W3
      OFFSETS:	10-12
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الإسكندرية
     IS_TRANS:	Al<skndryp
        INDEX:	P45W4
      OFFSETS:	13-23
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisokinodiriy~ap_1]
   UNSPLITVOC:	(AlAisokinodiriy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+Aisokinodiriy~+ap
        GLOSS:	the+Alexandria+[fem.sg.]

 INPUT STRING:	ثانيا
     IS_TRANS:	vAnyA
        INDEX:	P46W1
      OFFSETS:	1-6
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniyAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	vAniy+AF
        GLOSS:	second+[acc.indef.]

 INPUT STRING:	قطر
     IS_TRANS:	qTr
        INDEX:	P46W2
      OFFSETS:	7-10
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaTor_1]
   UNSPLITVOC:	(qaTor)
          POS:	NOUN
          VOC:	qaTor
        GLOSS:	train

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P46W3
      OFFSETS:	11-14
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iyoh_1]
   UNSPLITVOC:	(>iyoh)
          POS:	INTERROG_PRON
          VOC:	>iyoh
        GLOSS:	what

 INPUT STRING:	إلي
     IS_TRANS:	<ly
        INDEX:	P46W4
      OFFSETS:	15-18
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	اتسرق
     IS_TRANS:	Atsrq
        INDEX:	P46W5
      OFFSETS:	19-24
       TOKENS:	P46W5-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitosaraq_1]
   UNSPLITVOC:	(Aitosaraq)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	Aitosaraq+(null)
        GLOSS:	be stolen+he/it

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P46W6
      OFFSETS:	25-26
       TOKENS:	P46W6-P46W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P46W7
      OFFSETS:	27-30
       TOKENS:	P46W7-P46W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you

 INPUT STRING:	بتتكلم
     IS_TRANS:	bttklm
        INDEX:	P46W8
      OFFSETS:	31-37
       TOKENS:	P46W8-P46W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(bititokal~im)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+ti+tokal~im
        GLOSS:	[present-tense]+you+speak/talk/discuss

 INPUT STRING:	عنه
     IS_TRANS:	Enh
        INDEX:	P46W9
      OFFSETS:	38-41
       TOKENS:	P46W10-P46W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~uh)
          POS:	PREP+PRON_3MS
          VOC:	Ean~+uh
        GLOSS:	(away) from, off, about, on, over+him

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P47W1
      OFFSETS:	1-3
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	this/these

 INPUT STRING:	مجرد
     IS_TRANS:	mjrd
        INDEX:	P47W2
      OFFSETS:	4-8
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mujar~ad_1]
   UNSPLITVOC:	(mujar~ad)
          POS:	NOUN
          VOC:	mujar~ad
        GLOSS:	just

 INPUT STRING:	اشاعات
     IS_TRANS:	A$AEAt
        INDEX:	P47W3
      OFFSETS:	9-15
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<i$AEap_1]
   UNSPLITVOC:	(<i$AEAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	<i$AE+At
        GLOSS:	rumors+[fem.pl.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P47W4
      OFFSETS:	16-17
       TOKENS:	P47W4-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	قالوها
     IS_TRANS:	qAlwhA
        INDEX:	P47W5
      OFFSETS:	18-24
       TOKENS:	P47W5-P47W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAluwhA)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3FS
          VOC:	qAl+uwA+hA
        GLOSS:	said+they+it/them/her

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P47W6
      OFFSETS:	25-28
       TOKENS:	P47W7-P47W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P47W7
      OFFSETS:	29-32
       TOKENS:	P47W8-P47W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like this

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P47W8
      OFFSETS:	33-36
       TOKENS:	P47W9-P47W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ترام
     IS_TRANS:	trAm
        INDEX:	P47W9
      OFFSETS:	37-41
       TOKENS:	P47W10-P47W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[trAm_1]
   UNSPLITVOC:	(trAm)
          POS:	NOUN_PROP
          VOC:	trAm
        GLOSS:	Tram

 INPUT STRING:	الإبراهيمية
     IS_TRANS:	Al<brAhymyp
        INDEX:	P47W10
      OFFSETS:	42-53
       TOKENS:	P47W11-P47W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iborAhiymiy~ap_1]
   UNSPLITVOC:	(Al<iborAhiymiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+<iborAhiymiy~+ap
        GLOSS:	the+Ibrahimiyya+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P47W11
      OFFSETS:	54-55
       TOKENS:	P47W12-P47W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	سيدي
     IS_TRANS:	sydy
        INDEX:	P47W12
      OFFSETS:	56-60
       TOKENS:	P47W13-P47W13
