 INPUT STRING:	اكاذيب
     IS_TRANS:	,
        INDEX:	P84W6
      OFFSETS:	29-30
       TOKENS:	P84W8-P84W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وفاقدة
     IS_TRANS:	wfAqdp
        INDEX:	P84W7
      OFFSETS:	31-37
       TOKENS:	P84W9-P84W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAqid_1]
   UNSPLITVOC:	(wifAqidap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+fAqid+ap
        GLOSS:	and+deprived of/bereft of+[fem.sg.]

 INPUT STRING:	الأهلية
     IS_TRANS:	Al>hlyp
        INDEX:	P84W8
      OFFSETS:	38-45
       TOKENS:	P84W11-P84W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aholiy_1]
   UNSPLITVOC:	(Al>aholiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+>aholiy~+ap
        GLOSS:	the+civil/domestic/family+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P84W9
      OFFSETS:	45-46
       TOKENS:	P84W12-P84W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	13
     IS_TRANS:	13
        INDEX:	P85W1
      OFFSETS:	1-3
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(13)
          POS:	NOUN_NUM
          VOC:	13
        GLOSS:	13

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P85W2
      OFFSETS:	4-5
       TOKENS:	P85W2-P85W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	كذبة
     IS_TRANS:	k*bp
        INDEX:	P85W3
      OFFSETS:	6-10
       TOKENS:	P85W3-P85W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ki*obap_1]
   UNSPLITVOC:	(ki*obap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	ki*ob+ap
        GLOSS:	lie/untruth+[fem.sg.]

 INPUT STRING:	جامعة
     IS_TRANS:	jAmEp
        INDEX:	P85W4
      OFFSETS:	11-16
       TOKENS:	P85W4-P85W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmoEap_1]
   UNSPLITVOC:	(jAmoEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jAmoE+ap
        GLOSS:	university+[fem.sg.]

 INPUT STRING:	الدول
     IS_TRANS:	Aldwl
        INDEX:	P85W5
      OFFSETS:	17-22
       TOKENS:	P85W5-P85W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~uwal)
          POS:	DET+NOUN
          VOC:	Al+duwal
        GLOSS:	the+state/country/states/countries

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P85W6
      OFFSETS:	23-30
       TOKENS:	P85W6-P85W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+Arab/Arabic+[fem.sg.]

 INPUT STRING:	حادثة
     IS_TRANS:	HAdvp
        INDEX:	P86W1
      OFFSETS:	1-6
       TOKENS:	P86W1-P86W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAdovap_1]
   UNSPLITVOC:	(HAdovap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAdov+ap
        GLOSS:	incident/event+[fem.sg.]

 INPUT STRING:	شهيرة
     IS_TRANS:	$hyrp
        INDEX:	P86W2
      OFFSETS:	7-12
       TOKENS:	P86W2-P86W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahiyr_1]
   UNSPLITVOC:	($ahiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$ahiyr+ap
        GLOSS:	famous/well-known+[fem.sg.]

 INPUT STRING:	وقعت
     IS_TRANS:	wqEt
        INDEX:	P86W3
      OFFSETS:	13-17
       TOKENS:	P86W3-P86W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[waqaE-a_1]
   UNSPLITVOC:	(waqaEat)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	waqaE+at
        GLOSS:	fall down/take place/be located+it/they/she [verb]

 INPUT STRING:	أثناء
     IS_TRANS:	>vnA'
        INDEX:	P86W4
      OFFSETS:	18-23
       TOKENS:	P86W4-P86W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>avonA'_1]
   UNSPLITVOC:	(>avonA')
          POS:	NOUN
          VOC:	>avonA'
        GLOSS:	during/meanwhile/meantime

 INPUT STRING:	عرض
     IS_TRANS:	ErD
        INDEX:	P86W5
      OFFSETS:	24-27
       TOKENS:	P86W5-P86W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaroD_1]
   UNSPLITVOC:	(EaroD)
          POS:	NOUN.VN
          VOC:	EaroD
        GLOSS:	incident/contingency

 INPUT STRING:	الراحل
     IS_TRANS:	AlrAHl
        INDEX:	P86W6
      OFFSETS:	28-34
       TOKENS:	P86W6-P86W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAHil_1]
   UNSPLITVOC:	(Alr~AHil)
          POS:	DET+ADJ
          VOC:	Al+rAHil
        GLOSS:	the+deceased/late

 INPUT STRING:	عبد
     IS_TRANS:	Ebd
        INDEX:	P86W7
      OFFSETS:	35-38
       TOKENS:	P86W7-P86W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eabod_1]
   UNSPLITVOC:	(Eabod)
          POS:	NOUN_PROP
          VOC:	Eabod
        GLOSS:	Abd

 INPUT STRING:	الرحمن
     IS_TRANS:	AlrHmn
        INDEX:	P86W8
      OFFSETS:	39-45
       TOKENS:	P86W8-P86W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHoman_1]
   UNSPLITVOC:	(Alr~aHoman)
          POS:	DET+NOUN_PROP
          VOC:	Al+raHoman
        GLOSS:	the+Rahman

 INPUT STRING:	عزام
     IS_TRANS:	EzAm
        INDEX:	P86W9
      OFFSETS:	46-50
       TOKENS:	P86W9-P86W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaz~Am_1]
   UNSPLITVOC:	(Eaz~Am)
          POS:	NOUN_PROP
          VOC:	Eaz~Am
        GLOSS:	Azzam

 INPUT STRING:	أول
     IS_TRANS:	>wl
        INDEX:	P86W10
      OFFSETS:	51-54
       TOKENS:	P86W10-P86W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~al)
          POS:	ADJ
          VOC:	>aw~al
        GLOSS:	first of all/primarily/in the first place

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P86W11
      OFFSETS:	55-59
       TOKENS:	P86W11-P86W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman

 INPUT STRING:	لجامعة
     IS_TRANS:	ljAmEp
        INDEX:	P86W12
      OFFSETS:	60-66
       TOKENS:	P86W12-P86W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmoEap_1]
   UNSPLITVOC:	(lijAmoEap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+jAmoE+ap
        GLOSS:	for/to+university+[fem.sg.]

 INPUT STRING:	الدول
     IS_TRANS:	Aldwl
        INDEX:	P86W13
      OFFSETS:	67-72
       TOKENS:	P86W14-P86W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~uwal)
          POS:	DET+NOUN
          VOC:	Al+duwal
        GLOSS:	the+state/country/states/countries

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P86W14
      OFFSETS:	73-80
       TOKENS:	P86W15-P86W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+Arab/Arabic+[fem.sg.]

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P86W15
      OFFSETS:	81-85
       TOKENS:	P86W16-P86W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	إنشاء
     IS_TRANS:	<n$A'
        INDEX:	P86W16
      OFFSETS:	86-91
       TOKENS:	P86W17-P86W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ino$A'_1]
   UNSPLITVOC:	(<ino$A')
          POS:	NOUN
          VOC:	<ino$A'
        GLOSS:	establishing/setting up/founding

 INPUT STRING:	جامعة
     IS_TRANS:	jAmEp
        INDEX:	P86W17
      OFFSETS:	92-97
       TOKENS:	P86W18-P86W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmoEap_1]
   UNSPLITVOC:	(jAmoEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jAmoE+ap
        GLOSS:	university+[fem.sg.]

 INPUT STRING:	الدول
     IS_TRANS:	Aldwl
        INDEX:	P86W18
      OFFSETS:	98-103
       TOKENS:	P86W19-P86W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~uwal)
          POS:	DET+NOUN
          VOC:	Al+duwal
        GLOSS:	the+state/country/states/countries

 INPUT STRING:	العربية
     IS_TRANS:	AlErbyp
        INDEX:	P86W19
      OFFSETS:	104-111
       TOKENS:	P86W20-P86W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy~ap_1]
   UNSPLITVOC:	(AlEarabiy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Earabiy~+ap
        GLOSS:	the+Arab/Arabic+[fem.sg.]

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P86W20
      OFFSETS:	111-112
       TOKENS:	P86W21-P86W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	فذهب
     IS_TRANS:	f*hb
        INDEX:	P87W1
      OFFSETS:	1-5
       TOKENS:	P87W1-P87W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*ahab_1]
   UNSPLITVOC:	(fa*ahab)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	fa+*ahab+(null)
        GLOSS:	so/and+go/depart+he/it [verb]

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P87W2
      OFFSETS:	6-9
       TOKENS:	P87W3-P87W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	الملك
     IS_TRANS:	Almlk
        INDEX:	P87W3
      OFFSETS:	10-15
       TOKENS:	P87W4-P87W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[malik_1]
   UNSPLITVOC:	(Almalik)
          POS:	DET+NOUN
          VOC:	Al+malik
        GLOSS:	the+king

 INPUT STRING:	عبد
     IS_TRANS:	Ebd
        INDEX:	P87W4
      OFFSETS:	16-19
       TOKENS:	P87W5-P87W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eabod_1]
   UNSPLITVOC:	(Eabod)
          POS:	NOUN_PROP
          VOC:	Eabod
        GLOSS:	Abd

 INPUT STRING:	العزيز
     IS_TRANS:	AlEzyz
        INDEX:	P87W5
      OFFSETS:	20-26
       TOKENS:	P87W6-P87W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaziyz_1]
   UNSPLITVOC:	(AlEaziyz)
          POS:	DET+NOUN_PROP
          VOC:	Al+Eaziyz
        GLOSS:	the+Aziz

 INPUT STRING:	ملك
     IS_TRANS:	mlk
        INDEX:	P87W6
      OFFSETS:	27-30
       TOKENS:	P87W7-P87W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[malik_1]
   UNSPLITVOC:	(malik)
          POS:	NOUN
          VOC:	malik
        GLOSS:	king

 INPUT STRING:	السعودية
     IS_TRANS:	AlsEwdyp
        INDEX:	P87W7
      OFFSETS:	31-39
       TOKENS:	P87W8-P87W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suEuwdiy~ap_1]
   UNSPLITVOC:	(Als~uEuwdiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+suEuwdiy~+ap
        GLOSS:	the+Saudi Arabia+[fem.sg.]

 INPUT STRING:	لعرض
     IS_TRANS:	lErD
        INDEX:	P87W8
      OFFSETS:	40-44
       TOKENS:	P87W9-P87W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaroD_1]
   UNSPLITVOC:	(liEaroD)
          POS:	PREP+NOUN.VN
          VOC:	li+EaroD
        GLOSS:	for/to+presentation/display/review/show/offer

 INPUT STRING:	الفكرة
     IS_TRANS:	Alfkrp
        INDEX:	P87W9
      OFFSETS:	45-51
       TOKENS:	P87W11-P87W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(Alfikorap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+fikor+ap
        GLOSS:	the+idea/notion/concept+[fem.sg.]

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P87W10
      OFFSETS:	52-56
       TOKENS:	P87W12-P87W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+it/him

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P87W11
      OFFSETS:	56-57
       TOKENS:	P87W14-P87W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	فاستقبله
     IS_TRANS:	fAstqblh
        INDEX:	P87W12
      OFFSETS:	58-66
       TOKENS:	P87W15-P87W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotaqobil_1]
   UNSPLITVOC:	(faAisotaqobiluh)
          POS:	CONNEC_PART+PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	fa+Aisotaqobil+(null)+uh
        GLOSS:	so/then+receive/welcome+he/it+it/him

 INPUT STRING:	عبد
     IS_TRANS:	Ebd
        INDEX:	P87W13
      OFFSETS:	67-70
       TOKENS:	P87W18-P87W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eabod_1]
   UNSPLITVOC:	(Eabod)
          POS:	NOUN_PROP
          VOC:	Eabod
        GLOSS:	Abd

 INPUT STRING:	العزيز
     IS_TRANS:	AlEzyz
        INDEX:	P87W14
      OFFSETS:	71-77
       TOKENS:	P87W19-P87W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaziyz_1]
   UNSPLITVOC:	(AlEaziyz)
          POS:	DET+NOUN_PROP
          VOC:	Al+Eaziyz
        GLOSS:	the+Aziz

 INPUT STRING:	وسمع
     IS_TRANS:	wsmE
        INDEX:	P87W15
      OFFSETS:	78-82
       TOKENS:	P87W20-P87W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[simiE_1]
   UNSPLITVOC:	(wisimiE)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+simiE+(null)
        GLOSS:	and+listen+he/it

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P87W16
      OFFSETS:	83-86
       TOKENS:	P87W22-P87W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+it/him

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P87W17
      OFFSETS:	86-87
       TOKENS:	P87W24-P87W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وبعد
     IS_TRANS:	wbEd
        INDEX:	P87W18
      OFFSETS:	88-92
       TOKENS:	P87W25-P87W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(wibaEod)
          POS:	CONJ+NOUN
          VOC:	wi+baEod
        GLOSS:	and+after

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P87W19
      OFFSETS:	93-95
       TOKENS:	P87W27-P87W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	تركه
     IS_TRANS:	trkh
        INDEX:	P87W20
      OFFSETS:	96-100
       TOKENS:	P87W28-P87W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tarak_1]
   UNSPLITVOC:	(tarakuh)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	tarak+(null)+uh
        GLOSS:	leave/quit/be left/be abandoned+he/it+it/him

 INPUT STRING:	استهزأ
     IS_TRANS:	Asthz>
        INDEX:	P87W21
      OFFSETS:	101-107
       TOKENS:	P87W30-P87W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotahoza>_1]
   UNSPLITVOC:	(Aisotahoza>)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Aisotahoza>+(null)
        GLOSS:	mock+he/it

 INPUT STRING:	به
     IS_TRANS:	bh
        INDEX:	P87W22
      OFFSETS:	108-110
       TOKENS:	P87W31-P87W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(buh)
          POS:	PREP+PRON_3MS
          VOC:	bi+uh
        GLOSS:	with/by+it/him

 INPUT STRING:	قائلا
     IS_TRANS:	qA}lA
        INDEX:	P87W23
      OFFSETS:	111-116
       TOKENS:	P87W33-P87W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qA}olAF)
          POS:	ADJ.VN+CASE_INDEF_ACC
          VOC:	qA}ol+AF
        GLOSS:	saying+[acc.indef.]

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P87W24
      OFFSETS:	116-117
       TOKENS:	P87W34-P87W34
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	الفراعنة
     IS_TRANS:	AlfrAEnp
        INDEX:	P87W25
      OFFSETS:	118-126
       TOKENS:	P87W35-P87W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[firoEawn_1]
   UNSPLITVOC:	(AlfarAEinap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+farAEin+ap
        GLOSS:	the+Pharaohs+[fem.sg.]

 INPUT STRING:	يريدون
     IS_TRANS:	yrydwn
        INDEX:	P87W26
      OFFSETS:	127-133
       TOKENS:	P87W36-P87W36
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yrydwn)
          POS:	NO_FUNC
          VOC:	yrydwn
        GLOSS:	nogloss

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P87W27
      OFFSETS:	134-136
       TOKENS:	P87W37-P87W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يكونوا
     IS_TRANS:	ykwnwA
        INDEX:	P87W28
      OFFSETS:	137-143
       TOKENS:	P87W38-P87W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwnuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+kuwn+uwA
        GLOSS:	they+be+we

 INPUT STRING:	رؤساء
     IS_TRANS:	r&sA'
        INDEX:	P87W29
      OFFSETS:	144-149
       TOKENS:	P87W39-P87W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ru&asA')
          POS:	NOUN
          VOC:	ru&asA'
        GLOSS:	presidents

 INPUT STRING:	للعرب
     IS_TRANS:	llErb
        INDEX:	P87W30
      OFFSETS:	150-155
       TOKENS:	P87W40-P87W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy_1]
   UNSPLITVOC:	(lilEarab)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+Earab
        GLOSS:	to/for+the+Arabs

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P87W31
      OFFSETS:	155-156
       TOKENS:	P87W42-P87W42
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	هذه
     IS_TRANS:	h*h
        INDEX:	P88W1
      OFFSETS:	1-4
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(h*h)
          POS:	NO_FUNC
          VOC:	h*h
        GLOSS:	nogloss

 INPUT STRING:	الجملة
     IS_TRANS:	Aljmlp
        INDEX:	P88W2
      OFFSETS:	5-11
       TOKENS:	P88W2-P88W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jumolap_1]
   UNSPLITVOC:	(Aljumolap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+jumol+ap
        GLOSS:	the+sentence/clause/sentences/clauses+[fem.sg.]

 INPUT STRING:	وحدها
     IS_TRANS:	wHdhA
        INDEX:	P88W3
      OFFSETS:	12-17
       TOKENS:	P88W3-P88W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
