 INPUT STRING:	ولدت
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P40W18
      OFFSETS:	69-70
       TOKENS:	P40W20-P40W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	الحكمة
     IS_TRANS:	AlHkmp
        INDEX:	P40W19
      OFFSETS:	71-77
       TOKENS:	P40W21-P40W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hikomap_1]
   UNSPLITVOC:	(AlHikomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hikom+ap
        GLOSS:	the+wisdom/maxim+[fem.sg.]

 INPUT STRING:	مطلووووووبة
     IS_TRANS:	mTlwwwwwwbp
        INDEX:	P40W20
      OFFSETS:	78-89
       TOKENS:	P40W22-P40W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTluwb_1]
   UNSPLITVOC:	(maTluwbap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maTluwb+ap
        GLOSS:	required+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P41W1
      OFFSETS:	0-2
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but/however

 INPUT STRING:	للاسف
     IS_TRANS:	llAsf
        INDEX:	P41W2
      OFFSETS:	3-8
       TOKENS:	P41W2-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(lil>asaf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>asaf
        GLOSS:	for/to+the+regret/sorry

 INPUT STRING:	اصبح
     IS_TRANS:	ASbH
        INDEX:	P41W3
      OFFSETS:	9-13
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSobaH_1]
   UNSPLITVOC:	(>aSobaH)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>aSobaH+(null)
        GLOSS:	become/begin/start+he/it

 INPUT STRING:	عاااادة
     IS_TRANS:	EAAAAdp
        INDEX:	P41W4
      OFFSETS:	14-21
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAdap_1]
   UNSPLITVOC:	(EAdap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	EAd+ap
        GLOSS:	habit/custom+[fem.sg.]

 INPUT STRING:	ندعـــــو
     IS_TRANS:	ndE_____w
        INDEX:	P42W1
      OFFSETS:	0-9
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEay_1]
   UNSPLITVOC:	(nidoEuw)
          POS:	IV1P+IV
          VOC:	ni+doEuw
        GLOSS:	we+call/invite

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P42W2
      OFFSETS:	10-14
       TOKENS:	P42W2-P42W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`h_1]
   UNSPLITVOC:	(All~`h)
          POS:	NOUN_PROP
          VOC:	All~`h
        GLOSS:	Allah/God

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P42W3
      OFFSETS:	15-17
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يصلح
     IS_TRANS:	ySlH
        INDEX:	P42W4
      OFFSETS:	18-22
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aSolaH_1]
   UNSPLITVOC:	(yuSoliHa)
          POS:	IV3MS+IV+IVSUFF_MOOD:S
          VOC:	yu+SoliH+a
        GLOSS:	he/it+put in order/repair+[sub.]

 INPUT STRING:	الاموووور
     IS_TRANS:	AlAmwwwwr
        INDEX:	P42W5
      OFFSETS:	23-32
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>amr_1]
   UNSPLITVOC:	(Al>umuwr)
          POS:	DET+NOUN
          VOC:	Al+>umuwr
        GLOSS:	the+matters/issues

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P42W6
      OFFSETS:	33-36
       TOKENS:	P42W6-P42W7
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(wa>ano)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+>ano
        GLOSS:	and+That, to

 INPUT STRING:	يتسلم
     IS_TRANS:	ytslm
        INDEX:	P42W7
      OFFSETS:	37-42
       TOKENS:	P42W8-P42W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tasal~am_1]
   UNSPLITVOC:	(yatasal~ama)
          POS:	IV3MS+IV+IVSUFF_MOOD:S
          VOC:	ya+tasal~am+a
        GLOSS:	he/it+receive/assume+[sub.]

 INPUT STRING:	مقاليد
     IS_TRANS:	mqAlyd
        INDEX:	P42W8
      OFFSETS:	43-49
       TOKENS:	P42W9-P42W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miqolAd_1]
   UNSPLITVOC:	(maqAliyd)
          POS:	NOUN
          VOC:	maqAliyd
        GLOSS:	keys

 INPUT STRING:	الامور
     IS_TRANS:	AlAmwr
        INDEX:	P42W9
      OFFSETS:	50-56
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amor_1]
   UNSPLITVOC:	(Al>umuwr)
          POS:	DET+NOUN
          VOC:	Al+>umuwr
        GLOSS:	the+matters/issues

 INPUT STRING:	شخص
     IS_TRANS:	$xS
        INDEX:	P42W10
      OFFSETS:	57-60
       TOKENS:	P42W11-P42W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoS_1]
   UNSPLITVOC:	($axoS)
          POS:	NOUN
          VOC:	$axoS
        GLOSS:	individual/person

 INPUT STRING:	يكوون
     IS_TRANS:	ykwwn
        INDEX:	P42W11
      OFFSETS:	61-66
       TOKENS:	P42W12-P42W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kawaY-i_1]
   UNSPLITVOC:	(yakowuwna)
          POS:	IV3MP+IV+IVSUFF_SUBJ:MP_MOOD:I
          VOC:	ya+kow+uwna
        GLOSS:	they (people)+press/iron/cauterize/sear+[masc.pl.]

 INPUT STRING:	جدير
     IS_TRANS:	jdyr
        INDEX:	P42W12
      OFFSETS:	67-71
       TOKENS:	P42W13-P42W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jadiyr_1]
   UNSPLITVOC:	(jadiyr)
          POS:	ADJ
          VOC:	jadiyr
        GLOSS:	worthy/appropriate

 INPUT STRING:	بالثقة
     IS_TRANS:	bAlvqp
        INDEX:	P42W13
      OFFSETS:	72-78
       TOKENS:	P42W14-P42W15
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[viqap_1]
   UNSPLITVOC:	(biAlviqap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+viq+ap
        GLOSS:	with/by+the+trust/confidence+[fem.sg.]

 INPUT STRING:	شكرا
     IS_TRANS:	$krA
        INDEX:	P43W1
      OFFSETS:	0-4
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	($ukorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	$ukor+AF
        GLOSS:	thank you/thanks+[acc.indef.]

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P43W2
      OFFSETS:	12-15
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مشاركتك
     IS_TRANS:	m$Arktk
        INDEX:	P43W3
      OFFSETS:	16-23
       TOKENS:	P43W3-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu$Arkap_1]
   UNSPLITVOC:	(mu$Arkapik)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2FS
          VOC:	mu$Ark+ap+ik
        GLOSS:	participation+[fem.sg.]+your

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P43W4
      OFFSETS:	24-25
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	دايما
     IS_TRANS:	dAymA
        INDEX:	P43W5
      OFFSETS:	26-31
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAyom_1]
   UNSPLITVOC:	(dAyomAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	dAyom+AF
        GLOSS:	always+[acc.indef.]

 INPUT STRING:	منورة
     IS_TRANS:	mnwrp
        INDEX:	P43W6
      OFFSETS:	32-37
       TOKENS:	P43W7-P43W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mnaw~ar_1]
   UNSPLITVOC:	(mnaw~arap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mnaw~ar+ap
        GLOSS:	shining/bright+[fem.sg.]

 INPUT STRING:	التغيير
     IS_TRANS:	Altgyyr
        INDEX:	P45W1
      OFFSETS:	0-7
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[tagoyiyr_1]
   UNSPLITVOC:	(Altagoyiyr)
          POS:	DET+NOUN
          VOC:	Al+tagoyiyr
        GLOSS:	the+change/modification/replacement

 INPUT STRING:	مطلوب
     IS_TRANS:	mTlwb
        INDEX:	P45W2
      OFFSETS:	8-13
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maToluwb_1]
   UNSPLITVOC:	(maToluwb)
          POS:	ADJ
          VOC:	maToluwb
        GLOSS:	required/necessary/demanded/wanted

 INPUT STRING:	خصوصا
     IS_TRANS:	xSwSA
        INDEX:	P45W3
      OFFSETS:	14-19
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(xuSuwSAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	xuSuwS+AF
        GLOSS:	especially/in particular+[acc.indef.]

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P45W4
      OFFSETS:	20-23
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	ثلاثين
     IS_TRANS:	vlAvyn
        INDEX:	P45W5
      OFFSETS:	24-30
       TOKENS:	P45W5-P45W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[valAvuwn_1]
   UNSPLITVOC:	(valAviyna)
          POS:	NOUN_NUM+NSUFF_MASC_PL_GEN
          VOC:	valAv+iyna
        GLOSS:	thirty/thirtieth+[masc.pl.gen.]

 INPUT STRING:	سنة
     IS_TRANS:	snp
        INDEX:	P45W6
      OFFSETS:	31-34
       TOKENS:	P45W6-P45W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year+[fem.sg.]

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P45W7
      OFFSETS:	34-35
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P46W1
      OFFSETS:	0-4
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	ADJ
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P46W2
      OFFSETS:	5-8
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P46W3
      OFFSETS:	9-13
       TOKENS:	P46W3-P46W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P46W4
      OFFSETS:	14-16
       TOKENS:	P46W5-P46W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	stop/halt/end

 INPUT STRING:	يصلح
     IS_TRANS:	ySlH
        INDEX:	P46W5
      OFFSETS:	17-21
       TOKENS:	P46W6-P46W6
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SaluH-u_1]
   UNSPLITVOC:	(yaSoluHu)
          POS:	IV3MS+IV+IVSUFF_MOOD:I
          VOC:	ya+SoluH+u
        GLOSS:	he/it+be suitable/be fitting/be valid+[ind.]

 INPUT STRING:	للرئاسة
     IS_TRANS:	llr}Asp
        INDEX:	P46W6
      OFFSETS:	22-29
       TOKENS:	P46W7-P46W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ri}Asap_1]
   UNSPLITVOC:	(lilr~i}Asap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+ri}As+ap
        GLOSS:	to/for+the+presidency/leadership/chairmanship+[fem.sg.]

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P46W7
      OFFSETS:	30-33
       TOKENS:	P46W9-P46W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P46W8
      OFFSETS:	34-40
       TOKENS:	P46W10-P46W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alra}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	مبارك
     IS_TRANS:	mbArk
        INDEX:	P46W9
      OFFSETS:	41-46
       TOKENS:	P46W11-P46W11
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mubArak_1]
   UNSPLITVOC:	(mubArak)
          POS:	NOUN_PROP
          VOC:	mubArak
        GLOSS:	Mubarak

 INPUT STRING:	الف
     IS_TRANS:	Alf
        INDEX:	P47W1
      OFFSETS:	0-3
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>alof_1]
   UNSPLITVOC:	(>alof)
          POS:	NOUN_NUM
          VOC:	>alof
        GLOSS:	thousand

 INPUT STRING:	شكر
     IS_TRANS:	$kr
        INDEX:	P47W2
      OFFSETS:	4-7
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	($ukor)
          POS:	NOUN
          VOC:	$ukor
        GLOSS:	thankfulness/thanks

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P47W3
      OFFSETS:	8-11
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مشاركتك
     IS_TRANS:	m$Arktk
        INDEX:	P47W4
      OFFSETS:	12-19
       TOKENS:	P47W4-P47W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu$Arakap_1]
   UNSPLITVOC:	(mu$Arakatki)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2FS
          VOC:	mu$Arak+at+ki
        GLOSS:	participation/association+[fem.sg.]+your [fem.sg.]

 INPUT STRING:	التغيير
     IS_TRANS:	Altgyyr
        INDEX:	P48W1
      OFFSETS:	0-7
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[tagoyiyr_1]
   UNSPLITVOC:	(Altagoyiyr)
          POS:	DET+NOUN
          VOC:	Al+tagoyiyr
        GLOSS:	the+change/modification/replacement

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P48W2
      OFFSETS:	8-10
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~)
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	truth/right

 INPUT STRING:	شرعى
     IS_TRANS:	$rEY
        INDEX:	P48W3
      OFFSETS:	11-15
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$aroEiy~_1]
   UNSPLITVOC:	($aroEiy~)
          POS:	ADJ
          VOC:	$aroEiy~
        GLOSS:	legitimate/lawful/legal/legislative

 INPUT STRING:	للشعوب
     IS_TRANS:	ll$Ewb
        INDEX:	P48W4
      OFFSETS:	16-22
       TOKENS:	P48W4-P48W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(lil$~uEuwb)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+$uEuwb
        GLOSS:	to/for+the+peoples/nations

 INPUT STRING:	واحنا
     IS_TRANS:	wAHnA
        INDEX:	P49W1
      OFFSETS:	0-5
       TOKENS:	P49W1-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(wiAiHonA)
          POS:	CONJ+PRON_1P
          VOC:	wi+AiHonA
        GLOSS:	and+we

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P49W2
      OFFSETS:	6-8
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P49W3
      OFFSETS:	9-11
       TOKENS:	P49W4-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/such as

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P49W4
      OFFSETS:	12-15
       TOKENS:	P49W5-P49W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(duwal)
          POS:	NOUN
          VOC:	duwal
        GLOSS:	state/country/states/countries

 INPUT STRING:	الغرب
     IS_TRANS:	Algrb
        INDEX:	P49W5
      OFFSETS:	16-21
       TOKENS:	P49W6-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[garob_1]
   UNSPLITVOC:	(Algarob)
          POS:	DET+NOUN
          VOC:	Al+garob
        GLOSS:	the+west/West/westward/in the West

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P49W6
      OFFSETS:	22-24
       TOKENS:	P49W7-P49W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/every

 INPUT STRING:	اربع
     IS_TRANS:	ArbE
        INDEX:	P49W7
      OFFSETS:	25-29
       TOKENS:	P49W8-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ArobaE_1]
   UNSPLITVOC:	(ArobaE)
          POS:	NOUN_NUM
          VOC:	ArobaE
        GLOSS:	four

 INPUT STRING:	سنوات
     IS_TRANS:	snwAt
        INDEX:	P49W8
      OFFSETS:	30-35
       TOKENS:	P49W9-P49W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanawAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	sanaw+At
        GLOSS:	year/years+[fem.pl.]

 INPUT STRING:	رائيس
     IS_TRANS:	rA}ys
        INDEX:	P49W9
      OFFSETS:	36-41
       TOKENS:	P49W10-P49W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rA}iys_1]
   UNSPLITVOC:	(rA}iys)
          POS:	NOUN
          VOC:	rA}iys
        GLOSS:	president

 INPUT STRING:	جديد
     IS_TRANS:	jdyd
        INDEX:	P49W10
      OFFSETS:	42-46
       TOKENS:	P49W11-P49W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jadiyd_1]
   UNSPLITVOC:	(jadiyd)
          POS:	ADJ
          VOC:	jadiyd
        GLOSS:	new/modern

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P49W11
      OFFSETS:	47-51
       TOKENS:	P49W12-P49W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify

 INPUT STRING:	فكر
     IS_TRANS:	fkr
        INDEX:	P49W12
      OFFSETS:	52-55
       TOKENS:	P49W13-P49W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikor_1]
   UNSPLITVOC:	(fikor)
          POS:	NOUN
          VOC:	fikor
        GLOSS:	thought/thinking/thoughts/ideas/concepts

 INPUT STRING:	جديد
     IS_TRANS:	jdyd
        INDEX:	P49W13
      OFFSETS:	56-60
       TOKENS:	P49W14-P49W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jadiyd_1]
   UNSPLITVOC:	(jadiyd)
          POS:	ADJ
          VOC:	jadiyd
        GLOSS:	new/modern

 INPUT STRING:	وتغيير
     IS_TRANS:	wtgyyr
        INDEX:	P49W14
      OFFSETS:	61-67
       TOKENS:	P49W15-P49W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tagoyiyr_1]
   UNSPLITVOC:	(witagoyiyr)
          POS:	CONJ+NOUN
          VOC:	wi+tagoyiyr
        GLOSS:	and+change/modification/replacement

 INPUT STRING:	حياة
