 INPUT STRING:	إقتباس
        GLOSS:	this

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P57W11
      OFFSETS:	38-40
       TOKENS:	P57W11-P57W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P57W12
      OFFSETS:	41-44
       TOKENS:	P57W12-P57W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	هيحصل
     IS_TRANS:	hyHSl
        INDEX:	P57W13
      OFFSETS:	45-50
       TOKENS:	P57W13-P57W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HayiHoSal)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+HoSal
        GLOSS:	will+he/it+occur/happen/take place

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P57W14
      OFFSETS:	51-54
       TOKENS:	P57W15-P57W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P57W15
      OFFSETS:	55-56
       TOKENS:	P57W16-P57W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P58W1
      OFFSETS:	1-4
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P58W2
      OFFSETS:	5-7
       TOKENS:	P58W2-P58W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	قالوا
     IS_TRANS:	qAlwA
        INDEX:	P58W3
      OFFSETS:	8-13
       TOKENS:	P58W3-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAluwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	qAl+uwA
        GLOSS:	said/say/be said/say/(for example)+they

 INPUT STRING:	غرامة
     IS_TRANS:	grAmp
        INDEX:	P58W4
      OFFSETS:	14-19
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[garAmap_1]
   UNSPLITVOC:	(garAmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	garAm+ap
        GLOSS:	fine/penalty+[fem.sg.]

 INPUT STRING:	الدنيا
     IS_TRANS:	AldnyA
        INDEX:	P58W5
      OFFSETS:	20-26
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dinoyA_1]
   UNSPLITVOC:	(Ald~inoyA)
          POS:	DET+NOUN
          VOC:	Al+dinoyA
        GLOSS:	the+life

 INPUT STRING:	هتولع
     IS_TRANS:	htwlE
        INDEX:	P58W6
      OFFSETS:	27-32
       TOKENS:	P58W6-P58W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~aE_1]
   UNSPLITVOC:	(Hatiwal~aE)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+wal~aE
        GLOSS:	will+it/they/she+kindle/light/set fire to

 INPUT STRING:	اصل
     IS_TRANS:	ASl
        INDEX:	P58W7
      OFFSETS:	33-36
       TOKENS:	P58W8-P58W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSol)
          POS:	NOUN
          VOC:	>aSol
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily/funds/capital

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P58W8
      OFFSETS:	37-40
       TOKENS:	P58W9-P58W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this way

 INPUT STRING:	نص
     IS_TRANS:	nS
        INDEX:	P58W9
      OFFSETS:	41-43
       TOKENS:	P58W10-P58W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuS~_1]
   UNSPLITVOC:	(nuS~)
          POS:	NOUN_QUANT
          VOC:	nuS~
        GLOSS:	half

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P58W10
      OFFSETS:	44-49
       TOKENS:	P58W11-P58W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	هيضيع
     IS_TRANS:	hyDyE
        INDEX:	P58W11
      OFFSETS:	50-55
       TOKENS:	P58W12-P58W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DAE_1]
   UNSPLITVOC:	(HayiDiyE)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+DiyE
        GLOSS:	will+he/it+get lost

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P59W1
      OFFSETS:	1-3
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P59W2
      OFFSETS:	4-8
       TOKENS:	P59W2-P59W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	كنا
     IS_TRANS:	knA
        INDEX:	P59W3
      OFFSETS:	9-12
       TOKENS:	P59W4-P59W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kun~A)
          POS:	PV+PVSUFF_SUBJ:1P
          VOC:	kun+~A
        GLOSS:	be+we

 INPUT STRING:	زماااااااااااان
     IS_TRANS:	zmAAAAAAAAAAAAn
        INDEX:	P59W4
      OFFSETS:	13-28
       TOKENS:	P59W5-P59W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(zmAAAAAAAAAAAAn)
          POS:	NO_FUNC
          VOC:	zmAAAAAAAAAAAAn
        GLOSS:	nogloss

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P59W5
      OFFSETS:	29-32
       TOKENS:	P59W6-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country/country/countries

 INPUT STRING:	الازهر
     IS_TRANS:	AlAzhr
        INDEX:	P59W6
      OFFSETS:	33-39
       TOKENS:	P59W7-P59W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>azohar_1]
   UNSPLITVOC:	(Al>azohar)
          POS:	DET+NOUN_PROP
          VOC:	Al+>azohar
        GLOSS:	the+Azhar

 INPUT STRING:	الشريف
     IS_TRANS:	Al$ryf
        INDEX:	P59W7
      OFFSETS:	40-46
       TOKENS:	P59W8-P59W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ariyf_1]
   UNSPLITVOC:	(Al$~ariyf)
          POS:	DET+ADJ
          VOC:	Al+$ariyf
        GLOSS:	the+noble/honorable/respectable

 INPUT STRING:	شكرا
     IS_TRANS:	$krA
        INDEX:	P60W1
      OFFSETS:	1-5
       TOKENS:	P60W1-P60W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	($ukorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	$ukor+AF
        GLOSS:	thank you/thanks+[acc.indef.]

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P60W2
      OFFSETS:	6-8
       TOKENS:	P60W2-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lak)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	to+you

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P60W3
      OFFSETS:	9-12
       TOKENS:	P60W4-P60W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P60W4
      OFFSETS:	13-20
       TOKENS:	P60W5-P60W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P61W1
      OFFSETS:	1-4
       TOKENS:	P61W1-P61W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	عاوز
     IS_TRANS:	EAwz
        INDEX:	P61W2
      OFFSETS:	5-9
       TOKENS:	P61W2-P61W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwiz)
          POS:	ADJ
          VOC:	EAwiz
        GLOSS:	wanting/needing

 INPUT STRING:	اسأل
     IS_TRANS:	As>l
        INDEX:	P61W3
      OFFSETS:	10-14
       TOKENS:	P61W3-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sa>al_1]
   UNSPLITVOC:	(Aaso>al)
          POS:	IV1S+IV
          VOC:	Aa+so>al
        GLOSS:	I+ask/inquire/request/be asked

 INPUT STRING:	سؤال
     IS_TRANS:	s&Al
        INDEX:	P61W4
      OFFSETS:	15-19
       TOKENS:	P61W4-P61W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(su&Al)
          POS:	NOUN
          VOC:	su&Al
        GLOSS:	question/inquiry

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P61W5
      OFFSETS:	20-23
       TOKENS:	P61W5-P61W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الماشي
     IS_TRANS:	AlmA$y
        INDEX:	P61W6
      OFFSETS:	24-30
       TOKENS:	P61W6-P61W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(AlmA$oy)
          POS:	DET+NOUN
          VOC:	Al+mA$oy
        GLOSS:	the+going

 INPUT STRING:	اخبار
     IS_TRANS:	AxbAr
        INDEX:	P62W1
      OFFSETS:	1-6
       TOKENS:	P62W1-P62W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(AxobAr)
          POS:	NOUN
          VOC:	AxobAr
        GLOSS:	news/report

 INPUT STRING:	السودان
     IS_TRANS:	AlswdAn
        INDEX:	P62W2
      OFFSETS:	7-14
       TOKENS:	P62W2-P62W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwdAn_1]
   UNSPLITVOC:	(Als~uwdAn)
          POS:	DET+NOUN_PROP
          VOC:	Al+suwdAn
        GLOSS:	the+Sudan

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P62W3
      OFFSETS:	15-18
       TOKENS:	P62W3-P62W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	اغني
     IS_TRANS:	Agny
        INDEX:	P63W1
      OFFSETS:	1-5
       TOKENS:	P63W1-P63W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Agnay_1]
   UNSPLITVOC:	(Agnay)
          POS:	ADJ_COMP
          VOC:	Agnay
        GLOSS:	richer/richest

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P63W2
      OFFSETS:	6-9
       TOKENS:	P63W2-P63W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country/country/countries

 INPUT STRING:	وافقر
     IS_TRANS:	wAfqr
        INDEX:	P63W3
      OFFSETS:	10-15
       TOKENS:	P63W3-P63W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>afoqar_1]
   UNSPLITVOC:	(wi>afoqar)
          POS:	CONJ+ADJ_COMP
          VOC:	wi+>afoqar
        GLOSS:	and+poorer/poorest

 INPUT STRING:	شعب
     IS_TRANS:	$Eb
        INDEX:	P63W4
      OFFSETS:	16-19
       TOKENS:	P63W5-P63W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	($aEob)
          POS:	NOUN
          VOC:	$aEob
        GLOSS:	people/nation/peoples/nations

 INPUT STRING:	والا
     IS_TRANS:	wAlA
        INDEX:	P64W1
      OFFSETS:	1-5
       TOKENS:	P64W1-P64W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	الشريعةالاسلامية
     IS_TRANS:	Al$ryEpAlAslAmyp
        INDEX:	P64W2
      OFFSETS:	6-22
       TOKENS:	P64W2-P64W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al$ryEpAlAslAmyp)
          POS:	TYPO
          VOC:	Al$ryEpAlAslAmyp
        GLOSS:	nogloss

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P64W3
      OFFSETS:	23-25
       TOKENS:	P64W3-P64W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	فلم
     IS_TRANS:	flm
        INDEX:	P64W4
      OFFSETS:	26-29
       TOKENS:	P64W4-P64W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[film_1]
   UNSPLITVOC:	(film)
          POS:	NOUN
          VOC:	film
        GLOSS:	film

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P64W5
      OFFSETS:	30-34
       TOKENS:	P64W5-P64W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P64W6
      OFFSETS:	35-40
       TOKENS:	P64W7-P64W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	تتلهي
     IS_TRANS:	ttlhy
        INDEX:	P64W7
      OFFSETS:	41-46
       TOKENS:	P64W8-P64W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitolahay_1]
   UNSPLITVOC:	(titolihiy)
          POS:	IV3FS+IV
          VOC:	ti+tolihiy
        GLOSS:	it/they/she+take care

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P64W8
      OFFSETS:	47-49
       TOKENS:	P64W9-P64W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	as/like

 INPUT STRING:	انابيب
     IS_TRANS:	AnAbyb
        INDEX:	P64W9
      OFFSETS:	50-56
       TOKENS:	P64W10-P64W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>unobuwb_1]
   UNSPLITVOC:	(>anAbiyb)
          POS:	NOUN
          VOC:	>anAbiyb
        GLOSS:	pipes/tubes

 INPUT STRING:	البوتوجاز
     IS_TRANS:	AlbwtwjAz
        INDEX:	P64W10
      OFFSETS:	57-66
       TOKENS:	P64W11-P64W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[buwtuwjAz_1]
   UNSPLITVOC:	(AlbuwtuwjAz)
          POS:	DET+NOUN
          VOC:	Al+buwtuwjAz
        GLOSS:	the+gas

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P64W11
      OFFSETS:	67-70
       TOKENS:	P64W12-P64W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P65W1
      OFFSETS:	1-4
       TOKENS:	P65W1-P65W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+he/it

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P65W2
      OFFSETS:	5-8
       TOKENS:	P65W3-P65W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(diwal)
          POS:	NOUN
          VOC:	diwal
        GLOSS:	state/country/states/countries

 INPUT STRING:	وجدت
     IS_TRANS:	wjdt
        INDEX:	P65W3
      OFFSETS:	9-13
       TOKENS:	P65W4-P65W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wjdt)
          POS:	NO_FUNC
          VOC:	wjdt
        GLOSS:	nogloss

 INPUT STRING:	طريقها
     IS_TRANS:	TryqhA
        INDEX:	P65W4
      OFFSETS:	14-20
       TOKENS:	P65W5-P65W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyq_1]
   UNSPLITVOC:	(TariyqhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Tariyq+hA
        GLOSS:	road/way/roads/ways/means/methods+its/their/her

 INPUT STRING:	لاحترام
     IS_TRANS:	lAHtrAm
        INDEX:	P65W5
      OFFSETS:	21-28
       TOKENS:	P65W7-P65W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotirAm_1]
   UNSPLITVOC:	(liAiHotirAm)
          POS:	PREP+NOUN
          VOC:	li+AiHotirAm
        GLOSS:	for/to+respect

 INPUT STRING:	ساكنيها
     IS_TRANS:	sAknyhA
        INDEX:	P65W6
      OFFSETS:	29-36
       TOKENS:	P65W9-P65W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAkin_1]
   UNSPLITVOC:	(sAkiniyhA)
          POS:	ADJ+NSUFF_MASC_PL_GEN+POSS_PRON_3FS
          VOC:	sAkin+iy+hA
        GLOSS:	residing+[masc.pl.gen.]+its/their/her

 INPUT STRING:	ودول
     IS_TRANS:	wdwl
        INDEX:	P66W1
      OFFSETS:	1-5
       TOKENS:	P66W1-P66W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(widiwal)
          POS:	CONJ+NOUN
          VOC:	wi+diwal
        GLOSS:	and+state/country/states/countries

 INPUT STRING:	عمالة
     IS_TRANS:	EmAlp
        INDEX:	P66W2
      OFFSETS:	6-11
       TOKENS:	P66W3-P66W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EimAlap_1]
   UNSPLITVOC:	(EimAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	EimAl+ap
        GLOSS:	labor force/employment+[fem.sg.]

 INPUT STRING:	تخبط
     IS_TRANS:	txbT
        INDEX:	P66W3
      OFFSETS:	12-16
       TOKENS:	P66W4-P66W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabaT_1]
   UNSPLITVOC:	(tixobaT)
          POS:	IV3FS+IV
          VOC:	ti+xobaT
        GLOSS:	it/they/she+beat/strike

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P66W4
      OFFSETS:	17-19
       TOKENS:	P66W5-P66W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الصاجات
     IS_TRANS:	AlSAjAt
        INDEX:	P66W5
      OFFSETS:	20-27
       TOKENS:	P66W6-P66W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAjAt_1]
   UNSPLITVOC:	(AloSAjAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	AloSAj+At
        GLOSS:	fings+[fem.pl.]

 INPUT STRING:	واحنا
     IS_TRANS:	wAHnA
        INDEX:	P66W6
      OFFSETS:	28-33
       TOKENS:	P66W7-P66W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(wiAiHonA)
          POS:	CONJ+PRON_1P
          VOC:	wi+AiHonA
        GLOSS:	and+we

 INPUT STRING:	نزغرط
     IS_TRANS:	nzgrT
        INDEX:	P66W7
      OFFSETS:	34-39
       TOKENS:	P66W9-P66W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zagraT_1]
   UNSPLITVOC:	(nizgrT)
          POS:	IV1P+IV
          VOC:	ni+zagraT
        GLOSS:	we+ululate

 INPUT STRING:	لها
     IS_TRANS:	lhA
        INDEX:	P66W8
      OFFSETS:	40-43
       TOKENS:	P66W10-P66W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lahA)
          POS:	PREP+PRON_3FS
          VOC:	li+hA
        GLOSS:	to/for+she/it

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P67W1
      OFFSETS:	1-3
       TOKENS:	P67W1-P67W1
