 INPUT STRING:	اهلا
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like this

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P47W11
      OFFSETS:	64-68
       TOKENS:	P47W16-P47W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	بقالنا
     IS_TRANS:	bqAlnA
        INDEX:	P47W12
      OFFSETS:	69-75
       TOKENS:	P47W17-P47W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(bqA_lnA)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1P
          VOC:	baqA+(null)+li+nA
        GLOSS:	be/became/become/last/remain+he/it+to/for+us

 INPUT STRING:	سنين
     IS_TRANS:	snyn
        INDEX:	P47W13
      OFFSETS:	76-80
       TOKENS:	P47W20-P47W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(siniyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	sin+iyn
        GLOSS:	year/years+pl

 INPUT STRING:	بنقول
     IS_TRANS:	bnqwl
        INDEX:	P47W14
      OFFSETS:	81-86
       TOKENS:	P47W21-P47W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biniquwl)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+quwl
        GLOSS:	[present-tense]+we+said/say/be said/say/(for example)

 INPUT STRING:	هتنصلح
     IS_TRANS:	htnSlH
        INDEX:	P47W15
      OFFSETS:	87-93
       TOKENS:	P47W23-P47W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AinSalaH_1]
   UNSPLITVOC:	(HatinSiliH)
          POS:	FUT_PART+IV3FS+IV_PASS
          VOC:	Ha+ti+nSiliH
        GLOSS:	will+it/they/she+be fixed

 INPUT STRING:	ونكون
     IS_TRANS:	wnkwn
        INDEX:	P47W16
      OFFSETS:	94-99
       TOKENS:	P47W25-P47W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(winikuwn)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+kuwn
        GLOSS:	and+we+be

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P47W17
      OFFSETS:	100-104
       TOKENS:	P47W27-P47W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P48W1
      OFFSETS:	0-2
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P48W2
      OFFSETS:	3-7
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P48W3
      OFFSETS:	8-11
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	still

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P48W4
      OFFSETS:	12-14
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P48W5
      OFFSETS:	15-17
       TOKENS:	P48W5-P48W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P48W6
      OFFSETS:	18-22
       TOKENS:	P48W6-P48W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	وده
     IS_TRANS:	wdh
        INDEX:	P48W7
      OFFSETS:	23-26
       TOKENS:	P48W7-P48W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(widah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+dah
        GLOSS:	and+this

 INPUT STRING:	سبب
     IS_TRANS:	sbb
        INDEX:	P48W8
      OFFSETS:	27-30
       TOKENS:	P48W9-P48W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sabab_1]
   UNSPLITVOC:	(sabab)
          POS:	NOUN
          VOC:	sabab
        GLOSS:	reason/cause/because of/due to

 INPUT STRING:	تاخرنا
     IS_TRANS:	tAxrnA
        INDEX:	P48W9
      OFFSETS:	31-37
       TOKENS:	P48W10-P48W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ta>ax~ur_1]
   UNSPLITVOC:	(ta>ax~urnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	ta>ax~ur+nA
        GLOSS:	delay/underdevelopment+our

 INPUT STRING:	كمصريين
     IS_TRANS:	kmSryyn
        INDEX:	P48W10
      OFFSETS:	38-45
       TOKENS:	P48W12-P48W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maSriy_1]
   UNSPLITVOC:	(kamaSriy~iyn)
          POS:	PREP+NOUN+NSUFF_MASC_PL
          VOC:	ka+maSriy~+iyn
        GLOSS:	like/such+Egyptian+[pl.]

 INPUT STRING:	وعرب
     IS_TRANS:	wErb
        INDEX:	P48W11
      OFFSETS:	46-50
       TOKENS:	P48W14-P48W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earabiy_1]
   UNSPLITVOC:	(wiEarab)
          POS:	CONJ+NOUN
          VOC:	wi+Earab
        GLOSS:	and+Arabs

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P49W1
      OFFSETS:	0-4
       TOKENS:	P49W1-P49W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P49W2
      OFFSETS:	5-9
       TOKENS:	P49W2-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	نغير
     IS_TRANS:	ngyr
        INDEX:	P49W3
      OFFSETS:	10-14
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gay~ar_1]
   UNSPLITVOC:	(nigay~ar)
          POS:	IV1P+IV
          VOC:	ni+gay~ar
        GLOSS:	we+change/modify

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P49W4
      OFFSETS:	15-17
       TOKENS:	P49W4-P49W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	نفسنا
     IS_TRANS:	nfsnA
        INDEX:	P49W5
      OFFSETS:	18-23
       TOKENS:	P49W5-P49W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	nafos+nA
        GLOSS:	same/self/selves+our

 INPUT STRING:	وكل
     IS_TRANS:	wkl
        INDEX:	P49W6
      OFFSETS:	24-27
       TOKENS:	P49W7-P49W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(wikul~)
          POS:	CONJ+NOUN_QUANT
          VOC:	wi+kul~
        GLOSS:	and+all, entire, every, whole

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P49W7
      OFFSETS:	28-32
       TOKENS:	P49W9-P49W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	one

 INPUT STRING:	يشوف
     IS_TRANS:	y$wf
        INDEX:	P49W8
      OFFSETS:	33-37
       TOKENS:	P49W10-P49W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(yi$uwf)
          POS:	IV3MS+IV
          VOC:	yi+$uwf
        GLOSS:	he/it+look

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P49W9
      OFFSETS:	38-42
       TOKENS:	P49W11-P49W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	غلط
     IS_TRANS:	glT
        INDEX:	P49W10
      OFFSETS:	43-46
       TOKENS:	P49W12-P49W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(galaT)
          POS:	ADJ
          VOC:	galaT
        GLOSS:	wrong

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P49W11
      OFFSETS:	47-51
       TOKENS:	P49W13-P49W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	NOUN
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	ينصح
     IS_TRANS:	ynSH
        INDEX:	P49W12
      OFFSETS:	52-56
       TOKENS:	P49W14-P49W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naSaH_1]
   UNSPLITVOC:	(yinoSaH)
          POS:	IV3MS+IV
          VOC:	yi+noSaH
        GLOSS:	he/it+advice

 INPUT STRING:	إللي
     IS_TRANS:	<lly
        INDEX:	P49W13
      OFFSETS:	57-61
       TOKENS:	P49W15-P49W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	بيعملها
     IS_TRANS:	byEmlhA
        INDEX:	P49W14
      OFFSETS:	62-69
       TOKENS:	P49W16-P49W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(biyiEomilhA)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3FS
          VOC:	bi+yi+Eomil+hA
        GLOSS:	[present-tense]+he/it+do/act+it/them/her

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P49W15
      OFFSETS:	70-75
       TOKENS:	P49W19-P49W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case/satus/condition

 INPUT STRING:	منبقاش
     IS_TRANS:	mnbqA$
        INDEX:	P49W16
      OFFSETS:	76-82
       TOKENS:	P49W21-P49W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(mA_niboqA$)
          POS:	NEG_PART+IV1P+IV+NEG_PART
          VOC:	mA+ni+boqA+$
        GLOSS:	not+we+become+not

 INPUT STRING:	سلبيين
     IS_TRANS:	slbyyn
        INDEX:	P49W17
      OFFSETS:	83-89
       TOKENS:	P49W24-P49W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salobiy_1]
   UNSPLITVOC:	(salobiy~iyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	salobiy~+iyn
        GLOSS:	negative+[pl.]

