 INPUT STRING:	وعليكم
       TOKENS:	P45W22-P45W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	ظاهرة
     IS_TRANS:	ZAhrp
        INDEX:	P45W17
      OFFSETS:	83-88
       TOKENS:	P45W23-P45W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ZAhir_1]
   UNSPLITVOC:	(ZAhrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	ZAhr+ap
        GLOSS:	evident/apparent+[fem.sg.]

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P45W18
      OFFSETS:	89-93
       TOKENS:	P45W24-P45W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P45W19
      OFFSETS:	94-98
       TOKENS:	P45W25-P45W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/her

 INPUT STRING:	الشرايين
     IS_TRANS:	Al$rAyyn
        INDEX:	P45W20
      OFFSETS:	99-107
       TOKENS:	P45W27-P45W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uroyAn_1]
   UNSPLITVOC:	(Al$~arAyiyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+$arAy+iyn
        GLOSS:	the+arteries+two

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P45W21
      OFFSETS:	108-113
       TOKENS:	P45W28-P45W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	اعلم
     IS_TRANS:	AElm
        INDEX:	P45W22
      OFFSETS:	114-118
       TOKENS:	P45W30-P45W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolam_1]
   UNSPLITVOC:	(>aEolam)
          POS:	ADJ_COMP
          VOC:	>aEolam
        GLOSS:	more/most knowledgeable

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P45W23
      OFFSETS:	119-123
       TOKENS:	P45W31-P45W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P46W1
      OFFSETS:	0-4
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	اعلم
     IS_TRANS:	AElm
        INDEX:	P46W2
      OFFSETS:	5-9
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolam_1]
   UNSPLITVOC:	(>aEolam)
          POS:	ADJ_COMP
          VOC:	>aEolam
        GLOSS:	more/most knowlegeable

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P46W3
      OFFSETS:	10-14
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+meah/signify

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P46W4
      OFFSETS:	15-17
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P46W5
      OFFSETS:	18-21
       TOKENS:	P46W5-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	صداق
     IS_TRANS:	SdAq
        INDEX:	P46W6
      OFFSETS:	22-26
       TOKENS:	P46W6-P46W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(SdAq)
          POS:	TYPO
          VOC:	SdAq
        GLOSS:	nogloss

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P46W7
      OFFSETS:	27-30
       TOKENS:	P46W7-P46W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or/if not

 INPUT STRING:	كاذب
     IS_TRANS:	kA*b
        INDEX:	P46W8
      OFFSETS:	31-35
       TOKENS:	P46W8-P46W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kA*ib_1]
   UNSPLITVOC:	(kA*ib)
          POS:	ADJ
          VOC:	kA*ib
        GLOSS:	liar/lying

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P46W9
      OFFSETS:	36-40
       TOKENS:	P46W9-P46W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	اعلم
     IS_TRANS:	AElm
        INDEX:	P46W10
      OFFSETS:	41-45
       TOKENS:	P46W10-P46W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolam_1]
   UNSPLITVOC:	(>aEolam)
          POS:	ADJ_COMP
          VOC:	>aEolam
        GLOSS:	mor/most/kowledgeable

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P47W1
      OFFSETS:	0-3
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but/however/yet

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P47W2
      OFFSETS:	4-7
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	بتمنى
     IS_TRANS:	btmnY
        INDEX:	P47W3
      OFFSETS:	8-13
       TOKENS:	P47W3-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitoman~aY_1]
   UNSPLITVOC:	(biAatoman~aY)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+toman~aY
        GLOSS:	[present-tense]+I+wish/hope

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P47W4
      OFFSETS:	14-17
       TOKENS:	P47W5-P47W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P47W5
      OFFSETS:	18-20
       TOKENS:	P47W7-P47W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although,even if, despite, in spite of the fact that, verily, truly

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P47W6
      OFFSETS:	21-24
       TOKENS:	P47W8-P47W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P47W7
      OFFSETS:	25-28
       TOKENS:	P47W9-P47W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P47W8
      OFFSETS:	29-32
       TOKENS:	P47W11-P47W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(xayr)
          POS:	NOUN
          VOC:	xayr
        GLOSS:	good

 INPUT STRING:	للاسلام
     IS_TRANS:	llAslAm
        INDEX:	P47W9
      OFFSETS:	33-40
       TOKENS:	P47W12-P47W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisolAm_1]
   UNSPLITVOC:	(lil<isolAm)
          POS:	PREP+DET+NOUN_PROP
          VOC:	li+Al+AisolAm
        GLOSS:	for/to+the+Islam

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P47W10
      OFFSETS:	41-45
       TOKENS:	P47W14-P47W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يخليه
     IS_TRANS:	yxlyh
        INDEX:	P47W11
      OFFSETS:	46-51
       TOKENS:	P47W16-P47W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(yixal~iyh)
          POS:	IV3MS+IV+IVSUFF_DO:3MS
          VOC:	yi+xal~iy+uh
        GLOSS:	he/it+release/evacuate/allow/be released/be evacuated/be allowed+them

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P47W12
      OFFSETS:	52-55
       TOKENS:	P47W18-P47W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P47W13
      OFFSETS:	56-61
       TOKENS:	P47W19-P47W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion

 INPUT STRING:	وان
     IS_TRANS:	wAn
        INDEX:	P47W14
      OFFSETS:	62-65
       TOKENS:	P47W20-P47W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(wa<in)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+<in
        GLOSS:	and+Although,even if, despite, in spite of the fact that, verily, truly

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P47W15
      OFFSETS:	66-69
       TOKENS:	P47W22-P47W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	انسان
     IS_TRANS:	AnsAn
        INDEX:	P47W16
      OFFSETS:	70-75
       TOKENS:	P47W23-P47W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inosAn_1]
   UNSPLITVOC:	(<inosAn)
          POS:	NOUN
          VOC:	<inosAn
        GLOSS:	human being/human beings

 INPUT STRING:	عم
     IS_TRANS:	Em
        INDEX:	P47W17
      OFFSETS:	76-78
       TOKENS:	P47W24-P47W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eam_1]
   UNSPLITVOC:	(Eam)
          POS:	VERB_PART
          VOC:	Eam
        GLOSS:	[progressive]

 INPUT STRING:	يتلاعب
     IS_TRANS:	ytlAEb
        INDEX:	P47W18
      OFFSETS:	79-85
       TOKENS:	P47W25-P47W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yitlAEib]
   UNSPLITVOC:	(yitlAEib)
          POS:	IV3MS+IV
          VOC:	yi+tlAEib
        GLOSS:	he/it+be playful/mock

 INPUT STRING:	بالدين
     IS_TRANS:	bAldyn
        INDEX:	P47W19
      OFFSETS:	86-92
       TOKENS:	P47W26-P47W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(biAld~iyn)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+diyn
        GLOSS:	with/by+the+religion

 INPUT STRING:	فما
     IS_TRANS:	fmA
        INDEX:	P47W20
      OFFSETS:	93-96
       TOKENS:	P47W28-P47W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(famA)
          POS:	CONJ+NEG_PART
          VOC:	fa+mA
        GLOSS:	so/and+not

 INPUT STRING:	بقول
     IS_TRANS:	bqwl
        INDEX:	P47W21
      OFFSETS:	97-101
       TOKENS:	P47W30-P47W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/say/(for example)

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P47W22
      OFFSETS:	102-105
       TOKENS:	P47W32-P47W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	except for

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P47W23
      OFFSETS:	106-110
       TOKENS:	P47W33-P47W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يغنينا
     IS_TRANS:	ygnynA
        INDEX:	P47W24
      OFFSETS:	111-117
       TOKENS:	P47W35-P47W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ganaY_1]
   UNSPLITVOC:	(yigoniynA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yi+goniy+nA
        GLOSS:	he/it+make some one manage without+us

 INPUT STRING:	عنه
     IS_TRANS:	Enh
        INDEX:	P47W25
      OFFSETS:	118-121
       TOKENS:	P47W37-P47W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~uh)
          POS:	PREP+PRON_3MS
          VOC:	Ean~+uh
        GLOSS:	(away) from, off, about, on, over+gloss

 INPUT STRING:	وربنا
     IS_TRANS:	wrbnA
        INDEX:	P47W26
      OFFSETS:	122-127
       TOKENS:	P47W39-P47W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(wirab~nA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wi+rab~+nA
        GLOSS:	and+lord/master+our

 INPUT STRING:	يظهر
     IS_TRANS:	yZhr
        INDEX:	P47W27
      OFFSETS:	128-132
       TOKENS:	P47W42-P47W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zahar_1]
   UNSPLITVOC:	(yiZohar)
          POS:	IV3MS+IV
          VOC:	yi+Zohar
        GLOSS:	he/it+show/demonstrate

 INPUT STRING:	لنا
     IS_TRANS:	lnA
        INDEX:	P47W28
      OFFSETS:	133-136
       TOKENS:	P47W43-P47W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lla_1]
   UNSPLITVOC:	(lanA)
          POS:	PREP+PRON_1P
          VOC:	la+nA
        GLOSS:	to/for+us

 INPUT STRING:	نواياه
     IS_TRANS:	nwAyAh
        INDEX:	P47W29
      OFFSETS:	137-143
       TOKENS:	P47W45-P47W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niy~ap_1]
   UNSPLITVOC:	(nawAyAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nawAyA+uh
        GLOSS:	intentions/desires+his/its

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P48W1
      OFFSETS:	0-4
       TOKENS:	P48W1-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(wiAnA)
          POS:	CONJ+PRON_3MS
          VOC:	wi+AnA
        GLOSS:	and+he/it

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P48W2
      OFFSETS:	5-8
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be+I

 INPUT STRING:	قراته
     IS_TRANS:	qrAth
        INDEX:	P48W3
      OFFSETS:	9-14
       TOKENS:	P48W4-P48W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(qrAth)
          POS:	TYPO
          VOC:	qrAth
        GLOSS:	nogloss

 INPUT STRING:	بانه
     IS_TRANS:	bAnh
        INDEX:	P48W4
      OFFSETS:	15-19
       TOKENS:	P48W5-P48W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ain~_1]
   UNSPLITVOC:	(biAin~uh)
          POS:	PREP+SUB_CONJ+PRON_3MS
          VOC:	bi+Ain~+uh
        GLOSS:	with/by+that+he/it

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P48W5
      OFFSETS:	20-22
       TOKENS:	P48W8-P48W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	زمان
     IS_TRANS:	zmAn
        INDEX:	P48W6
      OFFSETS:	23-27
       TOKENS:	P48W9-P48W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zamAn_1]
   UNSPLITVOC:	(zamAn)
          POS:	NOUN
          VOC:	zamAn
        GLOSS:	a long time ago

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P48W7
      OFFSETS:	28-30
       TOKENS:	P48W10-P48W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	مجموعة
     IS_TRANS:	mjmwEp
        INDEX:	P48W8
      OFFSETS:	31-37
       TOKENS:	P48W11-P48W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majomuwEap_1]
   UNSPLITVOC:	(majomuwEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	majomuwE+ap
        GLOSS:	collection/group/bloc+[fem.sg.]

 INPUT STRING:	وجمعية
     IS_TRANS:	wjmEyp
        INDEX:	P48W9
      OFFSETS:	38-44
       TOKENS:	P48W12-P48W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamoEiy~ap_1]
   UNSPLITVOC:	(wijamoEiy~ap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+jamoEiy~+ap
        GLOSS:	and+association/society/associations/societies+[fem.sg.]

 INPUT STRING:	اسلامية
     IS_TRANS:	AslAmyp
        INDEX:	P48W10
      OFFSETS:	45-52
       TOKENS:	P48W14-P48W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AislAmiy~_1]
   UNSPLITVOC:	(AislAmiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	AislAmiy~+ap
        GLOSS:	Islamic/Islamist/Muslim+[fem.sg.]

 INPUT STRING:	وهلا
     IS_TRANS:	whlA
        INDEX:	P48W11
      OFFSETS:	53-57
       TOKENS:	P48W15-P48W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hal~A_1]
   UNSPLITVOC:	(whal~A)
          POS:	CONJ+ADV
          VOC:	w+hal~A
        GLOSS:	and+hello/welcome

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P48W12
      OFFSETS:	58-61
       TOKENS:	P48W17-P48W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	SUB_CONJ
          VOC:	Hat~aY
        GLOSS:	so that

 INPUT STRING:	اعتنق
     IS_TRANS:	AEtnq
        INDEX:	P48W13
      OFFSETS:	62-67
       TOKENS:	P48W18-P48W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotanaq_1]
   UNSPLITVOC:	(AaEotaniq)
          POS:	IV1S+IV
          VOC:	Aa+Eotaniq
        GLOSS:	I+embrace

 INPUT STRING:	الاسلام
     IS_TRANS:	AlAslAm
        INDEX:	P48W14
      OFFSETS:	68-75
       TOKENS:	P48W19-P48W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisolAm_1]
   UNSPLITVOC:	(AlAisolAm)
          POS:	DET+NOUN
          VOC:	Al+AisolAm
        GLOSS:	the+Islam

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P48W15
      OFFSETS:	76-78
       TOKENS:	P48W20-P48W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	جد
     IS_TRANS:	jd
        INDEX:	P48W16
      OFFSETS:	79-81
       TOKENS:	P48W21-P48W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~)
          POS:	NOUN
          VOC:	jid~
        GLOSS:	seriousness/earnestness

 INPUT STRING:	ومتل
     IS_TRANS:	wmtl
        INDEX:	P49W1
      OFFSETS:	0-4
       TOKENS:	P49W1-P49W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mivl_1]
   UNSPLITVOC:	(wmivl)
          POS:	CONJ+NOUN
          VOC:	w+mivl
        GLOSS:	and+such as/like

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P49W2
      OFFSETS:	5-7
       TOKENS:	P49W3-P49W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P49W3
