 INPUT STRING:	ماتأخذونيش
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TAEap_1]
   UNSPLITVOC:	(TAEapN)
          POS:	NOUN+NSUFF_FEM_SG+CASE_INDEF_NOM
          VOC:	TAE+ap+N
        GLOSS:	obedience/compliance+[fem.sg.]+[indef.nom.]

 INPUT STRING:	وقالك
     IS_TRANS:	wqAlk
        INDEX:	P115W1
      OFFSETS:	0-5
       TOKENS:	P115W1-P115W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAlak)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:2MS
          VOC:	wi+qAl+(null)+ak
        GLOSS:	and+said/say/be said/say/(for example)+he/it [verb]+you [masc.sg.]

 INPUT STRING:	مبيصلوش
     IS_TRANS:	mbySlw$
        INDEX:	P115W2
      OFFSETS:	6-13
       TOKENS:	P115W4-P115W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sal~aY_1]
   UNSPLITVOC:	(mA_biyiSal~uw$)
          POS:	NEG_PART+PROG_PART+IV3P+IV+IVSUFF_SUBJ:P+NEG_PART
          VOC:	mA+bi+yi+Sal~+uwA+$
        GLOSS:	not+[present-tense]+they+pray+we+not

 INPUT STRING:	كفاية
     IS_TRANS:	kfAyp
        INDEX:	P115W3
      OFFSETS:	14-19
       TOKENS:	P115W8-P115W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kifAyap_1]
   UNSPLITVOC:	(kifAyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	kifAy+ap
        GLOSS:	sufficiency/competence/not enough+[fem.sg.]

 INPUT STRING:	منظرهم
     IS_TRANS:	mnZrhm
        INDEX:	P115W4
      OFFSETS:	20-26
       TOKENS:	P115W9-P115W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoZar_1]
   UNSPLITVOC:	(manoZarhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	manoZar+hum
        GLOSS:	view/scenery/appearance+their

 INPUT STRING:	وهما
     IS_TRANS:	whmA
        INDEX:	P115W5
      OFFSETS:	27-31
       TOKENS:	P115W11-P115W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(wihum~a)
          POS:	SUB_CONJ+PRON_3P
          VOC:	wi+hum~a
        GLOSS:	while+they

 INPUT STRING:	بيصلوا
     IS_TRANS:	bySlwA
        INDEX:	P115W6
      OFFSETS:	32-38
       TOKENS:	P115W13-P115W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sal~aY_1]
   UNSPLITVOC:	(biyiSal~uwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+Sal~+uwA
        GLOSS:	[present-tense]+they+pray+we

 INPUT STRING:	المغرب
     IS_TRANS:	Almgrb
        INDEX:	P115W7
      OFFSETS:	39-45
       TOKENS:	P115W15-P115W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[magorib_1]
   UNSPLITVOC:	(Almagorib)
          POS:	DET+NOUN
          VOC:	Al+magorib
        GLOSS:	the+sunset (prayer)

 INPUT STRING:	جماعة
     IS_TRANS:	jmAEp
        INDEX:	P115W8
      OFFSETS:	46-51
       TOKENS:	P115W16-P115W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(jamAEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jamAE+ap
        GLOSS:	party/group/squad/groups/parties/squads/Gama'a/Jemaah+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P115W9
      OFFSETS:	52-54
       TOKENS:	P115W17-P115W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الميدان
     IS_TRANS:	AlmydAn
        INDEX:	P115W10
      OFFSETS:	55-62
       TOKENS:	P115W18-P115W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miydAn_1]
   UNSPLITVOC:	(AlmiydAn)
          POS:	DET+NOUN
          VOC:	Al+miydAn
        GLOSS:	the+square

 INPUT STRING:	وقالك
     IS_TRANS:	wqAlk
        INDEX:	P116W1
      OFFSETS:	0-5
       TOKENS:	P116W1-P116W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wqAlk)
          POS:	NO_FUNC
          VOC:	wqAlk
        GLOSS:	nogloss

 INPUT STRING:	اصل
     IS_TRANS:	ASl
        INDEX:	P116W2
      OFFSETS:	6-9
       TOKENS:	P116W2-P116W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSol)
          POS:	NOUN
          VOC:	>aSol
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily/funds/capital

 INPUT STRING:	مفيش
     IS_TRANS:	mfy$
        INDEX:	P116W3
      OFFSETS:	10-14
       TOKENS:	P116W3-P116W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mfy$)
          POS:	NO_FUNC
          VOC:	mfy$
        GLOSS:	nogloss

 INPUT STRING:	تنظيم
     IS_TRANS:	tnZym
        INDEX:	P116W4
      OFFSETS:	15-20
       TOKENS:	P116W4-P116W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanoZiym_1]
   UNSPLITVOC:	(tanoZiym)
          POS:	NOUN
          VOC:	tanoZiym
        GLOSS:	organization/network

 INPUT STRING:	وهتنضربوا
     IS_TRANS:	whtnDrbwA
        INDEX:	P116W5
      OFFSETS:	21-30
       TOKENS:	P116W5-P116W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(whtnDrbwA)
          POS:	NO_FUNC
          VOC:	whtnDrbwA
        GLOSS:	nogloss

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P116W6
      OFFSETS:	31-33
       TOKENS:	P116W6-P116W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	OK

 INPUT STRING:	خليك
     IS_TRANS:	xlyk
        INDEX:	P116W7
      OFFSETS:	34-38
       TOKENS:	P116W7-P116W7
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(xlyk)
          POS:	NO_FUNC
          VOC:	xlyk
        GLOSS:	nogloss

 INPUT STRING:	قاعد
     IS_TRANS:	qAEd
        INDEX:	P116W8
      OFFSETS:	39-43
       TOKENS:	P116W8-P116W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEid)
          POS:	ADJ
          VOC:	qAEid
        GLOSS:	sitting/seated/lazy/inactive/evaders (draft dodgers)

 INPUT STRING:	خايف
     IS_TRANS:	xAyf
        INDEX:	P116W9
      OFFSETS:	44-48
       TOKENS:	P116W9-P116W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAyif_1]
   UNSPLITVOC:	(xAyif)
          POS:	ADJ.VN
          VOC:	xAyif
        GLOSS:	afraid/fearful

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P116W10
      OFFSETS:	49-52
       TOKENS:	P116W10-P116W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	نفسك
     IS_TRANS:	nfsk
        INDEX:	P116W11
      OFFSETS:	53-57
       TOKENS:	P116W11-P116W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	nafos+ak
        GLOSS:	same/self/selves+your

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P116W12
      OFFSETS:	58-61
       TOKENS:	P116W13-P116W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	ورينا
     IS_TRANS:	wrynA
        INDEX:	P116W13
      OFFSETS:	62-67
       TOKENS:	P116W14-P116W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[war~aY_1]
   UNSPLITVOC:	(war~iynA)
          POS:	CV+CVSUFF_SUBJ:2MS+CVSUFF_DO:1P
          VOC:	war~iy+(null)+nA
        GLOSS:	show+you [masc.sg.]+us

 INPUT STRING:	التنظيم
     IS_TRANS:	AltnZym
        INDEX:	P116W14
      OFFSETS:	68-75
       TOKENS:	P116W16-P116W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tanoZiym_1]
   UNSPLITVOC:	(Alt~anoZiym)
          POS:	DET+NOUN
          VOC:	Al+tanoZiym
        GLOSS:	the+organization/network

 INPUT STRING:	والتخطيط
     IS_TRANS:	wAltxTyT
        INDEX:	P116W15
      OFFSETS:	76-84
       TOKENS:	P116W17-P116W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taxoTiyT_1]
   UNSPLITVOC:	(wiAltaxoTiyT)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+taxoTiyT
        GLOSS:	and+the+planning/projecting/graphing/imaging

 INPUT STRING:	بتوع
     IS_TRANS:	btwE
        INDEX:	P116W16
      OFFSETS:	85-89
       TOKENS:	P116W19-P116W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bituwE)
          POS:	NOUN
          VOC:	bituwE
        GLOSS:	yours

 INPUT STRING:	معاليك
     IS_TRANS:	mEAlyk
        INDEX:	P116W17
      OFFSETS:	90-96
       TOKENS:	P116W20-P116W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maEAliy_1]
   UNSPLITVOC:	(maEAliyka)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	maEAliy+ka
        GLOSS:	Excellency+your [masc.sg.]

 INPUT STRING:	ازاى
     IS_TRANS:	AzAY
        INDEX:	P116W18
      OFFSETS:	97-101
       TOKENS:	P116W22-P116W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P117W1
      OFFSETS:	0-2
       TOKENS:	P117W1-P117W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P117W2
      OFFSETS:	3-7
       TOKENS:	P117W2-P117W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	مظاهرة
     IS_TRANS:	mZAhrp
        INDEX:	P117W3
      OFFSETS:	8-14
       TOKENS:	P117W3-P117W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muZAhorap_1]
   UNSPLITVOC:	(muZAhorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muZAhor+ap
        GLOSS:	demonstration+[fem.sg.]

 INPUT STRING:	للدقون
     IS_TRANS:	lldqwn
        INDEX:	P117W4
      OFFSETS:	15-21
       TOKENS:	P117W4-P117W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daqon_1]
   UNSPLITVOC:	(lild~uquwn)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+duquwn
        GLOSS:	for+the+chins/beards

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P117W5
      OFFSETS:	22-27
       TOKENS:	P117W6-P117W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they

 INPUT STRING:	قالوا
     IS_TRANS:	qAlwA
        INDEX:	P117W6
      OFFSETS:	28-33
       TOKENS:	P117W7-P117W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAluwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	qAl+uwA
        GLOSS:	said/say/be said/say/(for example)+they

 INPUT STRING:	تظاهر
     IS_TRANS:	tZAhr
        INDEX:	P117W7
      OFFSETS:	34-39
       TOKENS:	P117W8-P117W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taZAhur_1]
   UNSPLITVOC:	(taZAhur)
          POS:	NOUN
          VOC:	taZAhur
        GLOSS:	demonstration/exhibition/simulation

 INPUT STRING:	الحق
     IS_TRANS:	AlHq
        INDEX:	P117W8
      OFFSETS:	40-44
       TOKENS:	P117W9-P117W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(AlHaq~)
          POS:	DET+NOUN
          VOC:	Al+Haq~
        GLOSS:	the+right, prerogative, truth

 INPUT STRING:	وموكب
     IS_TRANS:	wmwkb
        INDEX:	P117W9
      OFFSETS:	45-50
       TOKENS:	P117W10-P117W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawkib_1]
   UNSPLITVOC:	(wimawkib)
          POS:	CONJ+NOUN
          VOC:	wi+mawkib
        GLOSS:	and+parade/procession

 INPUT STRING:	النصر
     IS_TRANS:	AlnSr
        INDEX:	P117W10
      OFFSETS:	51-56
       TOKENS:	P117W12-P117W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naSor_1]
   UNSPLITVOC:	(Aln~aSor)
          POS:	DET+NOUN
          VOC:	Al+naSor
        GLOSS:	the+victory/assistance

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P117W11
      OFFSETS:	57-59
       TOKENS:	P117W13-P117W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P117W12
      OFFSETS:	60-64
       TOKENS:	P117W14-P117W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	God

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P118W1
      OFFSETS:	0-2
       TOKENS:	P118W1-P118W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	no/not

 INPUT STRING:	ناقصة
     IS_TRANS:	nAqSp
        INDEX:	P118W2
      OFFSETS:	3-8
       TOKENS:	P118W2-P118W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAqiS_1]
   UNSPLITVOC:	(nAqoSap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	nAqoS+ap
        GLOSS:	incomplete/defective/lacking+[fem.sg.]

 INPUT STRING:	فرقة
     IS_TRANS:	frqp
        INDEX:	P118W3
      OFFSETS:	9-13
       TOKENS:	P118W3-P118W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[firoqap_1]
   UNSPLITVOC:	(firoqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	firoq+ap
        GLOSS:	difference/discrepancy+[fem.sg.]

 INPUT STRING:	واحزاب
     IS_TRANS:	wAHzAb
        INDEX:	P118W4
      OFFSETS:	14-20
       TOKENS:	P118W4-P118W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hizob_1]
   UNSPLITVOC:	(wi>aHozAb)
          POS:	CONJ+NOUN
          VOC:	wi+>aHozAb
        GLOSS:	and+parties/bands

 INPUT STRING:	ارحمونا
     IS_TRANS:	ArHmwnA
        INDEX:	P118W5
      OFFSETS:	21-28
       TOKENS:	P118W6-P118W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHam_1]
   UNSPLITVOC:	(AiroHamuwnA)
          POS:	CV+CVSUFF_SUBJ:2P+CVSUFF_DO:1P
          VOC:	AiroHam+uwA+nA
        GLOSS:	have mercy with+you [pl.]+us

 INPUT STRING:	عذرا
     IS_TRANS:	E*rA
        INDEX:	P119W1
      OFFSETS:	0-4
       TOKENS:	P119W1-P119W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eu*or_1]
   UNSPLITVOC:	(Eu*orAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Eu*or+AF
        GLOSS:	excuse+[acc.indef.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P119W2
      OFFSETS:	5-6
       TOKENS:	P119W2-P119W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P119W3
      OFFSETS:	6-7
       TOKENS:	P119W3-P119W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	تم
     IS_TRANS:	tm
        INDEX:	P119W4
      OFFSETS:	8-10
       TOKENS:	P119W4-P119W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tam~_1]
   UNSPLITVOC:	(tam~)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	tam~+(null)
        GLOSS:	conclude/take place+he/it [masc.sg.]

 INPUT STRING:	حذف
     IS_TRANS:	H*f
        INDEX:	P119W5
      OFFSETS:	11-14
       TOKENS:	P119W5-P119W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(H*f)
          POS:	NO_FUNC
          VOC:	H*f
        GLOSS:	nogloss

 INPUT STRING:	الردود
     IS_TRANS:	Alrdwd
        INDEX:	P119W6
      OFFSETS:	15-21
       TOKENS:	P119W6-P119W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(Alr~uduwd)
          POS:	DET+NOUN
          VOC:	Al+ruduwd
        GLOSS:	the+reply/response

 INPUT STRING:	المخالفة
     IS_TRANS:	AlmxAlfp
        INDEX:	P119W7
      OFFSETS:	22-30
       TOKENS:	P119W7-P119W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muxAlif_1]
   UNSPLITVOC:	(AlmuxAlifap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+muxAlif+ap
        GLOSS:	the+divergent/violating+[fem.sg.]

 INPUT STRING:	لآداب
     IS_TRANS:	l|dAb
        INDEX:	P119W8
      OFFSETS:	31-36
       TOKENS:	P119W8-P119W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adab_1]
   UNSPLITVOC:	(li|dAb)
          POS:	PREP+NOUN
          VOC:	li+|dAb
        GLOSS:	for/to+good manners/etiquette

 INPUT STRING:	الحوار
     IS_TRANS:	AlHwAr
        INDEX:	P119W9
      OFFSETS:	37-43
       TOKENS:	P119W10-P119W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HiwAr_1]
   UNSPLITVOC:	(AlHiwAr)
          POS:	DET+NOUN
          VOC:	Al+HiwAr
        GLOSS:	the+conversation/dialogue/discussion/dialogue/discussions/talks

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P119W10
      OFFSETS:	44-45
       TOKENS:	P119W11-P119W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	الخارجة
     IS_TRANS:	AlxArjp
        INDEX:	P119W11
      OFFSETS:	46-53
       TOKENS:	P119W12-P119W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xArij_1]
   UNSPLITVOC:	(AlxArijap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+xArij+ap
        GLOSS:	the+outside/outer part+[fem.sg.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P119W12
      OFFSETS:	54-56
       TOKENS:	P119W13-P119W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	فكرة
     IS_TRANS:	fkrp
        INDEX:	P119W13
      OFFSETS:	57-61
       TOKENS:	P119W14-P119W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fikorap_1]
   UNSPLITVOC:	(fikorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fikor+ap
        GLOSS:	idea/notion/concept+[fem.sg.]

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P119W14
      OFFSETS:	62-69
       TOKENS:	P119W15-P119W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P120W1
      OFFSETS:	0-2
       TOKENS:	P120W1-P120W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	العلم
     IS_TRANS:	AlElm
        INDEX:	P120W2
      OFFSETS:	3-8
       TOKENS:	P120W2-P120W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilom_1]
   UNSPLITVOC:	(AlEilom)
          POS:	DET+NOUN
          VOC:	Al+Eilom
        GLOSS:	the+knowledge

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P120W3
      OFFSETS:	9-11
       TOKENS:	P120W3-P120W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an~a_1]
   UNSPLITVOC:	(>an~a)
          POS:	SUB_CONJ
          VOC:	>an~a
        GLOSS:	that

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P120W4
      OFFSETS:	12-14
       TOKENS:	P120W4-P120W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	حق
