 INPUT STRING:	-
          POS:	NOUN+POSS_PRON_3P
          VOC:	mawqif+hum
        GLOSS:	position/positions+their

 INPUT STRING:	ناحية
     IS_TRANS:	nAHyp
        INDEX:	P53W18
      OFFSETS:	89-94
       TOKENS:	P53W24-P53W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAHoyap_1]
   UNSPLITVOC:	(nAHoyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nAHoy+ap
        GLOSS:	side/perspective+[fem.sg.]

 INPUT STRING:	العقيدة
     IS_TRANS:	AlEqydp
        INDEX:	P53W19
      OFFSETS:	95-102
       TOKENS:	P53W25-P53W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqiydap_1]
   UNSPLITVOC:	(AlEaqiydap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Eaqiyd+ap
        GLOSS:	the+doctrine/creed/dogma/doctrines/creeds+[fem.sg.]

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P53W20
      OFFSETS:	103-105
       TOKENS:	P53W26-P53W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she/it/they

 INPUT STRING:	اتكلمت
     IS_TRANS:	Atklmt
        INDEX:	P53W21
      OFFSETS:	106-112
       TOKENS:	P53W27-P53W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(Aitokal~imit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	Aitokal~im+it
        GLOSS:	talk/speak+it/they/she

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P53W22
      OFFSETS:	113-115
       TOKENS:	P53W28-P53W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ناحية
     IS_TRANS:	nAHyp
        INDEX:	P53W23
      OFFSETS:	116-121
       TOKENS:	P53W29-P53W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAHoyap_1]
   UNSPLITVOC:	(nAHoyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nAHoy+ap
        GLOSS:	side/perspective+[fem.sg.]

 INPUT STRING:	قانونية
     IS_TRANS:	qAnwnyp
        INDEX:	P53W24
      OFFSETS:	122-129
       TOKENS:	P53W30-P53W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qanuwniy_1]
   UNSPLITVOC:	(qAnuwniy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	qAnuwniy~+ap
        GLOSS:	legal/law-related/statutory/legitimate/licit/allowed/legally (from a legal point of view)+[fem.sg.]

 INPUT STRING:	ودراسية
     IS_TRANS:	wdrAsyp
        INDEX:	P53W25
      OFFSETS:	130-137
       TOKENS:	P53W31-P53W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dirAsiy_1]
   UNSPLITVOC:	(widirAsiy~ap)
          POS:	CONJ+ADJ+NSUFF_FEM_SG
          VOC:	wi+dirAsiy~+ap
        GLOSS:	and+educational/scholastic/instructional+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P54W1
      OFFSETS:	0-2
       TOKENS:	P54W1-P54W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	بالعكس
     IS_TRANS:	bAlEks
        INDEX:	P54W2
      OFFSETS:	3-9
       TOKENS:	P54W2-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eakos_1]
   UNSPLITVOC:	(biAlEakos)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+Eakos
        GLOSS:	with/by+the+opposite/contrary

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P54W3
      OFFSETS:	10-14
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she [verb]

 INPUT STRING:	بتقول
     IS_TRANS:	btqwl
        INDEX:	P54W4
      OFFSETS:	15-20
       TOKENS:	P54W5-P54W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bitquwl)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+t+quwl
        GLOSS:	[present-tense]+it/they/she+said/say/be said/(for example)

 INPUT STRING:	علني
     IS_TRANS:	Elny
        INDEX:	P54W5
      OFFSETS:	21-25
       TOKENS:	P54W7-P54W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ealaniy_1]
   UNSPLITVOC:	(Ealaniy)
          POS:	ADJ
          VOC:	Ealaniy
        GLOSS:	public

 INPUT STRING:	مشوا
     IS_TRANS:	m$wA
        INDEX:	P54W6
      OFFSETS:	26-30
       TOKENS:	P54W8-P54W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$~aY_1]
   UNSPLITVOC:	(ma$~uwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	ma$~+uwA
        GLOSS:	make walk/adjust/be made to walk/be adjusted+you

 INPUT STRING:	حالكم
     IS_TRANS:	HAlkm
        INDEX:	P54W7
      OFFSETS:	31-36
       TOKENS:	P54W9-P54W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(HAlkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	HAl+kum
        GLOSS:	situation/condition/case/situations/conditions/cases+your

 INPUT STRING:	قانوني
     IS_TRANS:	qAnwny
        INDEX:	P54W8
      OFFSETS:	37-43
       TOKENS:	P54W11-P54W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwniy_1]
   UNSPLITVOC:	(qAnuwniy)
          POS:	ADJ
          VOC:	qAnuwniy
        GLOSS:	statutory/law-related/legal

 INPUT STRING:	ادام
     IS_TRANS:	AdAm
        INDEX:	P54W9
      OFFSETS:	44-48
       TOKENS:	P54W12-P54W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ud~Am_1]
   UNSPLITVOC:	(>ud~Am)
          POS:	NOUN
          VOC:	>ud~Am
        GLOSS:	before/in front of/in front

 INPUT STRING:	الدولة
     IS_TRANS:	Aldwlp
        INDEX:	P54W10
      OFFSETS:	49-55
       TOKENS:	P54W13-P54W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~awlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawl+ap
        GLOSS:	the+state/country/states/countries+[fem.sg.]

 INPUT STRING:	عايزاكم
     IS_TRANS:	EAyzAkm
        INDEX:	P54W11
      OFFSETS:	56-63
       TOKENS:	P54W14-P54W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAyizAkum)
          POS:	ADJ.VN+NSUFF_FEM_SG+PRON_2P
          VOC:	EAyiz+ap+kum
        GLOSS:	wanting/needing+[fem.sg.]+you [pl.]

 INPUT STRING:	منافقين
     IS_TRANS:	mnAfqyn
        INDEX:	P54W12
      OFFSETS:	64-71
       TOKENS:	P54W16-P54W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munAfiq_1]
   UNSPLITVOC:	(munAfiqiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	munAfiq+iyn
        GLOSS:	hypocrite/hipocritical+[pl.]

 INPUT STRING:	العلمانية
     IS_TRANS:	AlElmAnyp
        INDEX:	P55W1
      OFFSETS:	0-9
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalomAniy~ap_1]
   UNSPLITVOC:	(AlEalomAniy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+EalomAniy~+ap
        GLOSS:	the+secularism+[fem.sg.]

 INPUT STRING:	هي
     IS_TRANS:	hy
        INDEX:	P55W2
      OFFSETS:	10-12
       TOKENS:	P55W2-P55W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she/it/they

 INPUT STRING:	فصل
     IS_TRANS:	fSl
        INDEX:	P55W3
      OFFSETS:	13-16
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faSol_1]
   UNSPLITVOC:	(faSol)
          POS:	NOUN.VN
          VOC:	faSol
        GLOSS:	discharge/dismissal/detaching/separating/cutting off/section/chapter/season

 INPUT STRING:	الدين
     IS_TRANS:	Aldyn
        INDEX:	P55W4
      OFFSETS:	17-22
       TOKENS:	P55W4-P55W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diyn_1]
   UNSPLITVOC:	(Ald~iyn)
          POS:	DET+NOUN
          VOC:	Al+diyn
        GLOSS:	the+religion

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P55W5
      OFFSETS:	23-25
       TOKENS:	P55W5-P55W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	الدولة
     IS_TRANS:	Aldwlp
        INDEX:	P55W6
      OFFSETS:	26-32
       TOKENS:	P55W6-P55W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~awlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawl+ap
        GLOSS:	the+state/country/states/countries+[fem.sg.]

 INPUT STRING:	وبالتالي
     IS_TRANS:	wbAltAly
        INDEX:	P56W1
      OFFSETS:	0-8
       TOKENS:	P56W1-P56W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAliy_1]
   UNSPLITVOC:	(wibiAltAliy)
          POS:	CONJ+PREP+DET+ADJ
          VOC:	wi+bi+Al+tAliy
        GLOSS:	and+with/by+the+following/subsequent

 INPUT STRING:	النقد
     IS_TRANS:	Alnqd
        INDEX:	P56W2
      OFFSETS:	9-14
       TOKENS:	P56W4-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqod_1]
   UNSPLITVOC:	(Aln~aqod)
          POS:	DET+NOUN
          VOC:	Al+naqod
        GLOSS:	the+criticism/critique/cash/money

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P56W3
      OFFSETS:	15-17
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P56W4
      OFFSETS:	18-22
       TOKENS:	P56W6-P56W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	الاهتام
     IS_TRANS:	AlAhtAm
        INDEX:	P56W5
      OFFSETS:	23-30
       TOKENS:	P56W7-P56W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlAhtAm)
          POS:	TYPO
          VOC:	AlAhtAm
        GLOSS:	nogloss

 INPUT STRING:	بيه
     IS_TRANS:	byh
        INDEX:	P56W6
      OFFSETS:	31-34
       TOKENS:	P56W8-P56W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyh)
          POS:	PREP+PRON_3MS
          VOC:	bi+uh
        GLOSS:	with/by+him/it

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P56W7
      OFFSETS:	35-39
       TOKENS:	P56W10-P56W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	الاعتراف
     IS_TRANS:	AlAEtrAf
        INDEX:	P56W8
      OFFSETS:	40-48
       TOKENS:	P56W11-P56W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotirAf_1]
   UNSPLITVOC:	(AlAiEotirAf)
          POS:	DET+NOUN
          VOC:	Al+AiEotirAf
        GLOSS:	the+confession/admission/recognition/acknowledgment

 INPUT STRING:	بيه
     IS_TRANS:	byh
        INDEX:	P56W9
      OFFSETS:	49-52
       TOKENS:	P56W12-P56W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyh)
          POS:	PREP+PRON_3MS
          VOC:	bi+uh
        GLOSS:	for/to+him/it

 INPUT STRING:	حتى
     IS_TRANS:	HtY
        INDEX:	P56W10
      OFFSETS:	53-56
       TOKENS:	P56W14-P56W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hat~aY_1]
   UNSPLITVOC:	(Hat~aY)
          POS:	PART
          VOC:	Hat~aY
        GLOSS:	even/including

 INPUT STRING:	ولو
     IS_TRANS:	wlw
        INDEX:	P56W11
      OFFSETS:	57-60
       TOKENS:	P56W15-P56W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(wilaw)
          POS:	PART+SUB_CONJ
          VOC:	wi+law
        GLOSS:	so/and+if

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P56W12
      OFFSETS:	61-63
       TOKENS:	P56W17-P56W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مطبقاه
     IS_TRANS:	mTbqAh
        INDEX:	P56W13
      OFFSETS:	64-70
       TOKENS:	P56W18-P56W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miTab~aq_1]
   UNSPLITVOC:	(miTab~aqAh)
          POS:	ADJ+NSUFF_FEM_SG+PRON_3MS
          VOC:	miTab~aq+ap+uh
        GLOSS:	applying+[fem.sg.]+him/it

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P57W1
      OFFSETS:	0-3
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	Rather/even/but/yet/however/but rather

 INPUT STRING:	العلمانية
     IS_TRANS:	AlElmAnyp
        INDEX:	P57W2
      OFFSETS:	4-13
       TOKENS:	P57W2-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalomAniy~ap_1]
   UNSPLITVOC:	(AlEalomAniy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+EalomAniy~+ap
        GLOSS:	the+secularism+[fem.sg.]

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P57W3
      OFFSETS:	14-19
       TOKENS:	P57W3-P57W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	هنا
     IS_TRANS:	hnA
        INDEX:	P57W4
      OFFSETS:	20-23
       TOKENS:	P57W4-P57W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinA_1]
   UNSPLITVOC:	(hinA)
          POS:	ADV
          VOC:	hinA
        GLOSS:	here

 INPUT STRING:	يقولولك
     IS_TRANS:	yqwlwlk
        INDEX:	P57W5
      OFFSETS:	24-31
       TOKENS:	P57W5-P57W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yuquwluwA_lak)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+PREP+PRON_2MS
          VOC:	yu+quwl+uwA+li+ak
        GLOSS:	they+said/say/be said/say/(for example)+[pl.]+to/for+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P57W6
      OFFSETS:	32-34
       TOKENS:	P57W8-P57W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اخ
     IS_TRANS:	Ax
        INDEX:	P57W7
      OFFSETS:	35-37
       TOKENS:	P57W9-P57W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax_1]
   UNSPLITVOC:	(>ax)
          POS:	NOUN
          VOC:	>ax
        GLOSS:	brother/brothers

 INPUT STRING:	ماد
     IS_TRANS:	mAd
        INDEX:	P57W8
      OFFSETS:	38-41
       TOKENS:	P57W10-P57W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mAd)
          POS:	TYPO
          VOC:	mAd
        GLOSS:	nogloss

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P57W9
      OFFSETS:	42-46
       TOKENS:	P57W11-P57W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	more, most, majority

 INPUT STRING:	مني
     IS_TRANS:	mny
        INDEX:	P57W10
      OFFSETS:	47-50
       TOKENS:	P57W12-P57W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~iy)
          POS:	PREP+PRON_1S
          VOC:	min~+iy
        GLOSS:	from+me

 INPUT STRING:	واخيرا
     IS_TRANS:	wAxyrA
        INDEX:	P58W1
      OFFSETS:	0-6
       TOKENS:	P58W1-P58W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axiyr_1]
   UNSPLITVOC:	(wi>axiyrAF)
          POS:	CONJ+ADJ+CASE_INDEF_ACC
          VOC:	wi+>axiyr+AF
        GLOSS:	and+last/latest/recent/latter/finally/recently/lately+[acc.indef.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P58W2
      OFFSETS:	7-10
       TOKENS:	P58W3-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P58W3
      OFFSETS:	11-13
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	اتفق
     IS_TRANS:	Atfq
        INDEX:	P58W4
      OFFSETS:	14-18
       TOKENS:	P58W5-P58W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~afaq_1]
   UNSPLITVOC:	(Aat~ifiq)
          POS:	IV1S+IV
          VOC:	Aa+t~ifiq
        GLOSS:	I+agree

 INPUT STRING:	معكم
     IS_TRANS:	mEkm
        INDEX:	P58W5
      OFFSETS:	19-23
       TOKENS:	P58W6-P58W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEkum)
          POS:	NOUN+POSS_PRON_2P
          VOC:	maEa+kum
        GLOSS:	something with/at/with+your

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P58W6
      OFFSETS:	24-26
       TOKENS:	P58W8-P58W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	تسمية
     IS_TRANS:	tsmyp
        INDEX:	P58W7
      OFFSETS:	27-32
       TOKENS:	P58W9-P58W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tasomiy~ap_1]
   UNSPLITVOC:	(tasomiy~ap)
          POS:	NOUN.VN+NSUFF_FEM_SG
          VOC:	tasomiy~+ap
        GLOSS:	appellation/designation/naming+[fem.sg.]

 INPUT STRING:	المسيحين
     IS_TRANS:	AlmsyHyn
        INDEX:	P58W8
      OFFSETS:	33-41
       TOKENS:	P58W10-P58W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlmsyHyn)
          POS:	TYPO
          VOC:	AlmsyHyn
        GLOSS:	nogloss

 INPUT STRING:	بالاقباط
     IS_TRANS:	bAlAqbAT
        INDEX:	P58W9
      OFFSETS:	42-50
       TOKENS:	P58W11-P58W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiboTiy_1]
   UNSPLITVOC:	(biAl>aqobAT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+>aqobAT
        GLOSS:	with/by+the+Copts

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P58W10
      OFFSETS:	51-54
       TOKENS:	P58W13-P58W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	to/for+that

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P58W11
      OFFSETS:	55-58
       TOKENS:	P58W15-P58W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	these/this

 INPUT STRING:	نوع
     IS_TRANS:	nwE
        INDEX:	P58W12
      OFFSETS:	59-62
       TOKENS:	P58W16-P58W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nawE_1]
   UNSPLITVOC:	(nawE)
          POS:	NOUN
          VOC:	nawE
        GLOSS:	kind/type/kinds/species

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P58W13
      OFFSETS:	63-65
       TOKENS:	P58W17-P58W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	انواع
     IS_TRANS:	AnwAE
        INDEX:	P58W14
      OFFSETS:	66-71
       TOKENS:	P58W18-P58W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuwE_1]
   UNSPLITVOC:	(>anowAE)
          POS:	NOUN
