 INPUT STRING:	مبارك
          POS:	DET+NOUN_PROP
          VOC:	Al+$ayx
        GLOSS:	the+Sheikh/Chik/Sheik

 INPUT STRING:	كرئيس
     IS_TRANS:	kr}ys
        INDEX:	P70W7
      OFFSETS:	26-31
       TOKENS:	P70W7-P70W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(kara}iys)
          POS:	PREP+NOUN
          VOC:	ka+ra}iys
        GLOSS:	like/such+president/head/chairman/presidents

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P70W8
      OFFSETS:	32-35
       TOKENS:	P70W9-P70W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayr_1]
   UNSPLITVOC:	(gayr)
          POS:	NOUN
          VOC:	gayr
        GLOSS:	not/other

 INPUT STRING:	مُعلن
     IS_TRANS:	muEln
        INDEX:	P70W9
      OFFSETS:	36-41
       TOKENS:	P70W10-P70W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muElan_1]
   UNSPLITVOC:	(muElan)
          POS:	NOUN
          VOC:	muElan
        GLOSS:	advertiser

 INPUT STRING:	للجمهورية
     IS_TRANS:	lljmhwryp
        INDEX:	P70W10
      OFFSETS:	42-51
       TOKENS:	P70W11-P70W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jumhuwriy~ap_1]
   UNSPLITVOC:	(liljumhuwriy~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+jumhuwriy~+ap
        GLOSS:	for/to+the+republic/republics+[fem.sg.]

 INPUT STRING:	المصرية
     IS_TRANS:	AlmSryp
        INDEX:	P70W11
      OFFSETS:	52-59
       TOKENS:	P70W13-P70W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maSoriy~+ap
        GLOSS:	the+Egyptian/egyptology/misri+[fem.sg.]

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P70W12
      OFFSETS:	60-63
       TOKENS:	P70W14-P70W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(layosa)
          POS:	NEG_PART
          VOC:	layosa
        GLOSS:	not

 INPUT STRING:	فقط
     IS_TRANS:	fqT
        INDEX:	P70W13
      OFFSETS:	64-67
       TOKENS:	P70W15-P70W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqaT_1]
   UNSPLITVOC:	(faqaT)
          POS:	NOUN
          VOC:	faqaT
        GLOSS:	only/enough/just/but/however/bare/pure/naked (eye)

 INPUT STRING:	لأنها
     IS_TRANS:	l>nhA
        INDEX:	P70W14
      OFFSETS:	68-73
       TOKENS:	P70W16-P70W16
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(l>nhA)
          POS:	NO_FUNC
          VOC:	l>nhA
        GLOSS:	nogloss

 INPUT STRING:	صفقة
     IS_TRANS:	Sfqp
        INDEX:	P70W15
      OFFSETS:	74-78
       TOKENS:	P70W17-P70W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Safoqap_1]
   UNSPLITVOC:	(Safoqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Safoq+ap
        GLOSS:	deal/transaction/deals/transactions+[fem.sg.]

 INPUT STRING:	للخروج
     IS_TRANS:	llxrwj
        INDEX:	P70W16
      OFFSETS:	79-85
       TOKENS:	P70W18-P70W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuruwj_1]
   UNSPLITVOC:	(lilxuruwj)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+xuruwj
        GLOSS:	for/to+the+exit/getting out/departure/deviation/trimming/piping

 INPUT STRING:	المُشرّف
     IS_TRANS:	Almu$r~f
        INDEX:	P70W17
      OFFSETS:	86-94
       TOKENS:	P70W20-P70W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu$ar~if_1]
   UNSPLITVOC:	(Almu$ar~if)
          POS:	DET+NOUN
          VOC:	Al+mu$ar~if
        GLOSS:	the+honoring

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P71W1
      OFFSETS:	0-3
       TOKENS:	P71W1-P71W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	Rather/even/but/yet/however/but rather

 INPUT STRING:	أيضاً
     IS_TRANS:	>yDAF
        INDEX:	P71W2
      OFFSETS:	4-9
       TOKENS:	P71W2-P71W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayoD_1]
   UNSPLITVOC:	(>ayoDAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>ayoD+AF
        GLOSS:	metabolism+[acc.indef.]

 INPUT STRING:	لإحتدام
     IS_TRANS:	l<HtdAm
        INDEX:	P71W3
      OFFSETS:	10-17
       TOKENS:	P71W3-P71W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(l<HtdAm)
          POS:	NO_FUNC
          VOC:	l<HtdAm
        GLOSS:	nogloss

 INPUT STRING:	الصراع
     IS_TRANS:	AlSrAE
        INDEX:	P71W4
      OFFSETS:	18-24
       TOKENS:	P71W4-P71W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SirAE_1]
   UNSPLITVOC:	(AlS~irAE)
          POS:	DET+NOUN
          VOC:	Al+SirAE
        GLOSS:	the+struggle/conflict/fight/conflicts/struggles/fights

 INPUT STRING:	بين
     IS_TRANS:	byn
        INDEX:	P71W5
      OFFSETS:	25-28
       TOKENS:	P71W5-P71W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayon_1]
   UNSPLITVOC:	(bayon)
          POS:	NOUN
          VOC:	bayon
        GLOSS:	between/among

 INPUT STRING:	المخابارات
     IS_TRANS:	AlmxAbArAt
        INDEX:	P71W6
      OFFSETS:	29-39
       TOKENS:	P71W6-P71W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlmxAbArAt)
          POS:	TYPO
          VOC:	AlmxAbArAt
        GLOSS:	nogloss

 INPUT STRING:	العامة
     IS_TRANS:	AlEAmp
        INDEX:	P71W7
      OFFSETS:	40-46
       TOKENS:	P71W7-P71W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm~ap_1]
   UNSPLITVOC:	(AlEAm~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+EAm~+ap
        GLOSS:	the+general public/populace/general+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P71W8
      OFFSETS:	47-48
       TOKENS:	P71W8-P71W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	العسكرية
     IS_TRANS:	AlEskryp
        INDEX:	P71W9
      OFFSETS:	49-57
       TOKENS:	P71W9-P71W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Easokariy_1]
   UNSPLITVOC:	(AlEasokariy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Easokariy~+ap
        GLOSS:	the+military/army+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P71W10
      OFFSETS:	58-60
       TOKENS:	P71W10-P71W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	جهة
     IS_TRANS:	jhp
        INDEX:	P71W11
      OFFSETS:	61-64
       TOKENS:	P71W11-P71W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jihap_1]
   UNSPLITVOC:	(jihap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jih+ap
        GLOSS:	side/part/direction/sectors/offices/institutions/officials/individuals+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P71W12
      OFFSETS:	65-66
       TOKENS:	P71W12-P71W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	بين
     IS_TRANS:	byn
        INDEX:	P71W13
      OFFSETS:	67-70
       TOKENS:	P71W13-P71W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bayon_1]
   UNSPLITVOC:	(bayon)
          POS:	NOUN
          VOC:	bayon
        GLOSS:	between/among

 INPUT STRING:	المشير
     IS_TRANS:	Alm$yr
        INDEX:	P71W14
      OFFSETS:	71-77
       TOKENS:	P71W14-P71W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$iyr_1]
   UNSPLITVOC:	(Almu$iyr)
          POS:	DET+NOUN
          VOC:	Al+mu$iyr
        GLOSS:	the+field marshal/general

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P71W15
      OFFSETS:	78-79
       TOKENS:	P71W15-P71W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P71W16
      OFFSETS:	80-84
       TOKENS:	P71W16-P71W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman/presidents

 INPUT STRING:	الأركان
     IS_TRANS:	Al>rkAn
        INDEX:	P71W17
      OFFSETS:	85-92
       TOKENS:	P71W17-P71W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rukon_1]
   UNSPLITVOC:	(Al>arokAn)
          POS:	DET+NOUN
          VOC:	Al+>arokAn
        GLOSS:	the+general staff

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P71W18
      OFFSETS:	93-95
       TOKENS:	P71W18-P71W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	جهة
     IS_TRANS:	jhp
        INDEX:	P71W19
      OFFSETS:	96-99
       TOKENS:	P71W19-P71W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jihap_1]
   UNSPLITVOC:	(jihap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jih+ap
        GLOSS:	side/part/direction/sectors/offices/institutions/officials/individuals+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P71W20
      OFFSETS:	99-100
       TOKENS:	P71W20-P71W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P71W21
      OFFSETS:	100-101
       TOKENS:	P71W21-P71W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	-
     IS_TRANS:	-
        INDEX:	P72W1
      OFFSETS:	0-1
       TOKENS:	P72W1-P72W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	nogloss

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P72W2
      OFFSETS:	2-4
       TOKENS:	P72W2-P72W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الحقيقة
     IS_TRANS:	AlHqyqp
        INDEX:	P72W3
      OFFSETS:	5-12
       TOKENS:	P72W3-P72W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqap_1]
   UNSPLITVOC:	(AlHaqiyqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Haqiyq+ap
        GLOSS:	the+truth/reality/facts+[fem.sg.]

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P72W4
      OFFSETS:	13-17
       TOKENS:	P72W4-P72W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	مُرشحان
     IS_TRANS:	mur$HAn
        INDEX:	P72W5
      OFFSETS:	18-25
       TOKENS:	P72W5-P72W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mur$~aH_1]
   UNSPLITVOC:	(mur$~aHAn)
          POS:	NOUN+NSUFF_MASC_DU
          VOC:	mur$~aH+An
        GLOSS:	elect+two

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P72W6
      OFFSETS:	26-28
       TOKENS:	P72W6-P72W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad_1]
   UNSPLITVOC:	(qad)
          POS:	NOUN
          VOC:	qad
        GLOSS:	may/might/perhaps/maybe/possibly/probably/already/qad

 INPUT STRING:	يخرجا
     IS_TRANS:	yxrjA
        INDEX:	P72W7
      OFFSETS:	29-34
       TOKENS:	P72W7-P72W7
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yxrjA)
          POS:	NO_FUNC
          VOC:	yxrjA
        GLOSS:	nogloss

 INPUT STRING:	فجأة
     IS_TRANS:	fj>p
        INDEX:	P72W8
      OFFSETS:	35-39
       TOKENS:	P72W8-P72W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fajo>ap_1]
   UNSPLITVOC:	(fajo>ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fajo>+ap
        GLOSS:	suddenly+[fem.sg.]

 INPUT STRING:	للسباق
     IS_TRANS:	llsbAq
        INDEX:	P72W9
      OFFSETS:	40-46
       TOKENS:	P72W9-P72W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sibAq_1]
   UNSPLITVOC:	(lils~ibAq)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+sibAq
        GLOSS:	for/to+the+race/competition

 INPUT STRING:	الرئاسي
     IS_TRANS:	Alr}Asy
        INDEX:	P72W10
      OFFSETS:	47-54
       TOKENS:	P72W11-P72W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ri}Asiy~_1]
   UNSPLITVOC:	(Alri}Asiy~)
          POS:	DET+ADJ
          VOC:	Al+ri}Asiy~
        GLOSS:	the+presidential/executive

 INPUT STRING:	وهما
     IS_TRANS:	whmA
        INDEX:	P72W11
      OFFSETS:	55-59
       TOKENS:	P72W12-P72W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[humA_1]
   UNSPLITVOC:	(wihumA)
          POS:	CONJ+PRON_3P
          VOC:	wi+humA
        GLOSS:	and+they (both)

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P72W12
      OFFSETS:	60-64
       TOKENS:	P72W14-P72W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	سليمان
     IS_TRANS:	slymAn
        INDEX:	P72W13
      OFFSETS:	65-71
       TOKENS:	P72W15-P72W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[silimAn_1]
   UNSPLITVOC:	(siliymAn)
          POS:	NOUN_PROP
          VOC:	siliymAn
        GLOSS:	Solomon/Sulayman

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P72W14
      OFFSETS:	73-75
       TOKENS:	P72W16-P72W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	بديل
     IS_TRANS:	bdyl
        INDEX:	P72W15
      OFFSETS:	76-80
       TOKENS:	P72W17-P72W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[badiyl_1]
   UNSPLITVOC:	(badiyl)
          POS:	NOUN
          VOC:	badiyl
        GLOSS:	substitute/replacement/alternative/substitutes/replacements/alternatives

 INPUT STRING:	عنه
     IS_TRANS:	Enh
        INDEX:	P72W16
      OFFSETS:	81-84
       TOKENS:	P72W18-P72W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~uh)
          POS:	PREP+PRON_3MS
          VOC:	Ean~+uh
        GLOSS:	(away) from/off/about/on/over+it/him

 INPUT STRING:	قد
     IS_TRANS:	qd
        INDEX:	P72W17
      OFFSETS:	85-87
       TOKENS:	P72W20-P72W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad_1]
   UNSPLITVOC:	(qad)
          POS:	NOUN
          VOC:	qad
        GLOSS:	may/might/perhaps/maybe/possibly/probably/already/qad

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P72W18
      OFFSETS:	88-92
       TOKENS:	P72W21-P72W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be/was/were

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P72W19
      OFFSETS:	93-97
       TOKENS:	P72W22-P72W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	موسى
     IS_TRANS:	mwsY
        INDEX:	P72W20
      OFFSETS:	98-102
       TOKENS:	P72W23-P72W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwsaY_1]
   UNSPLITVOC:	(muwsaY)
          POS:	NOUN_PROP
          VOC:	muwsaY
        GLOSS:	Mousa/Moussa/Moses

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P72W21
      OFFSETS:	104-105
       TOKENS:	P72W24-P72W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الأخر
     IS_TRANS:	Al>xr
        INDEX:	P72W22
      OFFSETS:	106-111
       TOKENS:	P72W25-P72W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axar_1]
   UNSPLITVOC:	(Al>axar)
          POS:	DET+NOUN
          VOC:	Al+>axar
        GLOSS:	the+other

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P72W23
      OFFSETS:	112-114
       TOKENS:	P72W26-P72W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	عنان
     IS_TRANS:	EnAn
        INDEX:	P72W24
      OFFSETS:	115-119
       TOKENS:	P72W27-P72W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanAn_2]
   UNSPLITVOC:	(EanAn)
          POS:	NOUN_PROP
          VOC:	EanAn
        GLOSS:	Annan

 INPUT STRING:	رئيس
     IS_TRANS:	r}ys
        INDEX:	P72W25
      OFFSETS:	120-124
       TOKENS:	P72W28-P72W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(ra}iys)
          POS:	NOUN
          VOC:	ra}iys
        GLOSS:	president/head/chairman/presidents

 INPUT STRING:	الأركان
     IS_TRANS:	Al>rkAn
        INDEX:	P72W26
      OFFSETS:	125-132
       TOKENS:	P72W29-P72W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rukon_1]
   UNSPLITVOC:	(Al>arokAn)
          POS:	DET+NOUN
          VOC:	Al+>arokAn
        GLOSS:	the+general staff

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P72W27
      OFFSETS:	132-133
       TOKENS:	P72W30-P72W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	أما
     IS_TRANS:	>mA
        INDEX:	P73W1
      OFFSETS:	0-3
       TOKENS:	P73W1-P73W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to/as for/as far as he (she/it/..etc) is concerned/but/however/yet

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P73W2
      OFFSETS:	4-6
       TOKENS:	P73W2-P73W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حالة
     IS_TRANS:	HAlp
        INDEX:	P73W3
      OFFSETS:	7-11
       TOKENS:	P73W3-P73W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAlap_1]
   UNSPLITVOC:	(HAlap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAl+ap
        GLOSS:	condition/case/situation/cases/situations/instances+[fem.sg.]

 INPUT STRING:	إتفاقهمها
     IS_TRANS:	<tfAqhmhA
        INDEX:	P73W4
      OFFSETS:	12-21
       TOKENS:	P73W4-P73W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(<tfAqhmhA)
          POS:	TYPO
          VOC:	<tfAqhmhA
        GLOSS:	nogloss

 INPUT STRING:	سيكون
     IS_TRANS:	sykwn
        INDEX:	P73W5
      OFFSETS:	22-27
       TOKENS:	P73W5-P73W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(sayakuwn)
          POS:	FUT_PART+IV3MS+IV
          VOC:	sa+ya+kuwn
        GLOSS:	will+he/it+be

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P73W6
      OFFSETS:	28-32
       TOKENS:	P73W7-P73W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
