 INPUT STRING:	في
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<itEamil_1]
   UNSPLITVOC:	(titEamluwA$)
          POS:	IV2P+IV+IVSUFF_SUBJ:P+NEG_PART
          VOC:	ti+tEaml+uwA+$
        GLOSS:	you+deal+[masc.pl.]+not

 INPUT STRING:	بعواطف
     IS_TRANS:	bEwATf
        INDEX:	P36W3
      OFFSETS:	11-17
       TOKENS:	P36W4-P36W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EATifap_1]
   UNSPLITVOC:	(biEawATif)
          POS:	PREP+NOUN
          VOC:	bi+EawATif
        GLOSS:	with/by+emotions/sentiments

 INPUT STRING:	بابا
     IS_TRANS:	bAbA
        INDEX:	P36W4
      OFFSETS:	18-22
       TOKENS:	P36W6-P36W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAbA_1]
   UNSPLITVOC:	(bAbA)
          POS:	NOUN
          VOC:	bAbA
        GLOSS:	father

 INPUT STRING:	حسني
     IS_TRANS:	Hsny
        INDEX:	P36W5
      OFFSETS:	23-27
       TOKENS:	P36W7-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Husoniy_1]
   UNSPLITVOC:	(Husoniy)
          POS:	NOUN_PROP
          VOC:	Husoniy
        GLOSS:	Hosny/Hosni

 INPUT STRING:	والقائد
     IS_TRANS:	wAlqA}d
        INDEX:	P36W6
      OFFSETS:	28-35
       TOKENS:	P36W8-P36W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qA}id_1]
   UNSPLITVOC:	(wiAlqA}id)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+qA}id
        GLOSS:	and+the+leader/commander

 INPUT STRING:	الاعلى
     IS_TRANS:	AlAElY
        INDEX:	P36W7
      OFFSETS:	36-42
       TOKENS:	P36W10-P36W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolaY_1]
   UNSPLITVOC:	(Al>aEolaY)
          POS:	DET+ADJ_COMP
          VOC:	Al+>aEolaY
        GLOSS:	the+higher/highest/supreme

 INPUT STRING:	وصاحب
     IS_TRANS:	wSAHb
        INDEX:	P36W8
      OFFSETS:	43-48
       TOKENS:	P36W11-P36W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHib_1]
   UNSPLITVOC:	(wiSAHib)
          POS:	CONJ+NOUN
          VOC:	wi+SAHib
        GLOSS:	and+owner/originator/owners/originators

 INPUT STRING:	الضربه
     IS_TRANS:	AlDrbh
        INDEX:	P36W9
      OFFSETS:	49-55
       TOKENS:	P36W13-P36W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darobap_1]
   UNSPLITVOC:	(AlD~arobap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Darob+ap
        GLOSS:	the+blow/strike/shot/blows/strikes/shots+[fem.sg.]

 INPUT STRING:	الجيه
     IS_TRANS:	Aljyh
        INDEX:	P36W10
      OFFSETS:	56-61
       TOKENS:	P36W14-P36W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jaw~ay_1]
   UNSPLITVOC:	(Aljaw~ay~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+jaw~ay~+ap
        GLOSS:	the+strong+[fem.sg.]

 INPUT STRING:	وريسنا
     IS_TRANS:	wrysnA
        INDEX:	P36W11
      OFFSETS:	62-68
       TOKENS:	P36W15-P36W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(waray~isnA)
          POS:	CONJ+NOUN+POSS_PRON_1P
          VOC:	wa+ray~is+nA
        GLOSS:	and+president/head/chairman+our

 INPUT STRING:	وبنحبه
     IS_TRANS:	wbnHbh
        INDEX:	P36W12
      OFFSETS:	69-75
       TOKENS:	P36W18-P36W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(wibiniHib~uh)
          POS:	CONJ+PROG_PART+IV1P+IV+IVSUFF_DO:3MS
          VOC:	wi+bi+ni+Hib~+uh
        GLOSS:	and+[present-tense]+we+love+him

 INPUT STRING:	مهما
     IS_TRANS:	mhmA
        INDEX:	P36W13
      OFFSETS:	76-80
       TOKENS:	P36W22-P36W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mahomA_1]
   UNSPLITVOC:	(mahomA)
          POS:	REL_PRON
          VOC:	mahomA
        GLOSS:	whatever

 INPUT STRING:	يعمل
     IS_TRANS:	yEml
        INDEX:	P36W14
      OFFSETS:	81-85
       TOKENS:	P36W23-P36W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(yaEomil)
          POS:	IV3MS+IV
          VOC:	ya+Eomil
        GLOSS:	he/it+do

 INPUT STRING:	فينا
     IS_TRANS:	fynA
        INDEX:	P36W15
      OFFSETS:	86-90
       TOKENS:	P36W24-P36W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiynA)
          POS:	PREP+PRON_1P
          VOC:	fiy+nA
        GLOSS:	in+us

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P37W1
      OFFSETS:	0-3
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P37W2
      OFFSETS:	4-6
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حغلق
     IS_TRANS:	Hglq
        INDEX:	P37W3
      OFFSETS:	7-11
       TOKENS:	P37W3-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[galaq_1]
   UNSPLITVOC:	(HaAgliq)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+>a+gliq
        GLOSS:	will+I+lock

 INPUT STRING:	تليفونى
     IS_TRANS:	tlyfwnY
        INDEX:	P37W4
      OFFSETS:	12-19
       TOKENS:	P37W5-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tiliyfawn_1]
   UNSPLITVOC:	(tiliyfawniy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	tiliyfawn+iy
        GLOSS:	telephone+my

 INPUT STRING:	عرفه
     IS_TRANS:	Erfh
        INDEX:	P37W5
      OFFSETS:	20-24
       TOKENS:	P37W7-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Earif_1]
   UNSPLITVOC:	(Earfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Earf+ap
        GLOSS:	knowing+[fem.sg.]

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P37W6
      OFFSETS:	25-28
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	REL_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P37W7
      OFFSETS:	29-32
       TOKENS:	P37W9-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	for/to+that

 INPUT STRING:	شركات
     IS_TRANS:	$rkAt
        INDEX:	P37W8
      OFFSETS:	33-38
       TOKENS:	P37W11-P37W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$arikap_1]
   UNSPLITVOC:	($arikAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	$arik+At
        GLOSS:	company/corporation/companies/corporations+[fem.pl.]

 INPUT STRING:	الاتصال
     IS_TRANS:	AlAtSAl
        INDEX:	P37W9
      OFFSETS:	39-46
       TOKENS:	P37W12-P37W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<it~iSAl_1]
   UNSPLITVOC:	(Al<it~iSAl)
          POS:	DET+NOUN
          VOC:	Al+<it~iSAl
        GLOSS:	the+contact/communication

 INPUT STRING:	ارغمت
     IS_TRANS:	Argmt
        INDEX:	P37W10
      OFFSETS:	47-52
       TOKENS:	P37W13-P37W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>arogam_1]
   UNSPLITVOC:	(>urogimat)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	>urogim+at
        GLOSS:	be compelled/be coerced/be forced+it/they/she [verb]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P37W11
      OFFSETS:	53-56
       TOKENS:	P37W14-P37W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P37W12
      OFFSETS:	57-60
       TOKENS:	P37W15-P37W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P37W13
      OFFSETS:	61-65
       TOKENS:	P37W16-P37W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean

 INPUT STRING:	ملهاش
     IS_TRANS:	mlhA$
        INDEX:	P37W14
      OFFSETS:	66-71
       TOKENS:	P37W17-P37W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(malhA$)
          POS:	NEG_PART+PREP+PRON_3FS+NEG_PART
          VOC:	ma+li+hA+$
        GLOSS:	not+for/to+her/it+not

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P37W15
      OFFSETS:	72-74
       TOKENS:	P37W21-P37W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	ذنب
     IS_TRANS:	*nb
        INDEX:	P37W16
      OFFSETS:	75-78
       TOKENS:	P37W22-P37W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*anab_1]
   UNSPLITVOC:	(*anab)
          POS:	NOUN
          VOC:	*anab
        GLOSS:	tail/appendage/follower

 INPUT STRING:	والاخت
     IS_TRANS:	wAlAxt
        INDEX:	P38W1
      OFFSETS:	0-6
       TOKENS:	P38W1-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(wiAl>uxot)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>uxot
        GLOSS:	and+the+sister/counterpart/sisters

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P38W2
      OFFSETS:	7-11
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	طرحت
     IS_TRANS:	TrHt
        INDEX:	P38W3
      OFFSETS:	12-16
       TOKENS:	P38W4-P38W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TaraH_1]
   UNSPLITVOC:	(TaraHit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	TaraH+it
        GLOSS:	submit/suggest/propose+it/she

 INPUT STRING:	الدعوه
     IS_TRANS:	AldEwh
        INDEX:	P38W4
      OFFSETS:	17-23
       TOKENS:	P38W5-P38W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEowap_1]
   UNSPLITVOC:	(Ald~aEowap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+daEow+ap
        GLOSS:	the+missionary work/Da'wah/propaganda+[fem.sg.]

 INPUT STRING:	بتاعت
     IS_TRANS:	btAEt
        INDEX:	P38W5
      OFFSETS:	24-29
       TOKENS:	P38W6-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAEit)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bitAE+ap
        GLOSS:	belonging+[fem.sg.]

 INPUT STRING:	الغلق
     IS_TRANS:	Alglq
        INDEX:	P38W6
      OFFSETS:	30-35
       TOKENS:	P38W7-P38W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaq_1]
   UNSPLITVOC:	(Algalaq)
          POS:	DET+NOUN
          VOC:	Al+galaq
        GLOSS:	the+closing/locking

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P38W7
      OFFSETS:	36-39
       TOKENS:	P38W8-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	today/some day/ever/days

 INPUT STRING:	28
     IS_TRANS:	28
        INDEX:	P38W8
      OFFSETS:	40-42
       TOKENS:	P38W9-P38W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[28_1]
   UNSPLITVOC:	(28)
          POS:	NOUN_NUM
          VOC:	28
        GLOSS:	28

 INPUT STRING:	هدفها
     IS_TRANS:	hdfhA
        INDEX:	P38W9
      OFFSETS:	43-48
       TOKENS:	P38W10-P38W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hadaf_1]
   UNSPLITVOC:	(hadafhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	hadaf+hA
        GLOSS:	target+its/their/her

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P38W10
      OFFSETS:	49-53
       TOKENS:	P38W12-P38W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	نخسر
     IS_TRANS:	nxsr
        INDEX:	P38W11
      OFFSETS:	54-58
       TOKENS:	P38W14-P38W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xas~ar_1]
   UNSPLITVOC:	(nixas~ar)
          POS:	IV1P+IV
          VOC:	ni+xas~ar
        GLOSS:	we+harm/destroy

 INPUT STRING:	الشركات
     IS_TRANS:	Al$rkAt
        INDEX:	P38W12
      OFFSETS:	59-66
       TOKENS:	P38W15-P38W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$arikap_1]
   UNSPLITVOC:	(Al$~arikAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+$arik+At
        GLOSS:	the+company/corporation/companies/corporations+[fem.pl.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P38W13
      OFFSETS:	67-69
       TOKENS:	P38W16-P38W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	دم
     IS_TRANS:	dm
        INDEX:	P38W14
      OFFSETS:	70-72
       TOKENS:	P38W17-P38W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(dam~)
          POS:	NOUN
          VOC:	dam~
        GLOSS:	blood

 INPUT STRING:	قلبها
     IS_TRANS:	qlbhA
        INDEX:	P38W15
      OFFSETS:	73-78
       TOKENS:	P38W18-P38W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(qalobahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	qalob+hA
        GLOSS:	heart/center/essence+its/their/her

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P38W16
      OFFSETS:	79-82
       TOKENS:	P38W20-P38W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	today/some day/ever/days

 INPUT STRING:	28
     IS_TRANS:	28
        INDEX:	P38W17
      OFFSETS:	83-85
       TOKENS:	P38W21-P38W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[28_1]
   UNSPLITVOC:	(28)
          POS:	NOUN_NUM
          VOC:	28
        GLOSS:	28

 INPUT STRING:	ونديهم
     IS_TRANS:	wndyhm
        INDEX:	P38W18
      OFFSETS:	86-92
       TOKENS:	P38W22-P38W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<id~aY_1]
   UNSPLITVOC:	(winid~iyhum)
          POS:	CONJ+IV1P+IV+IVSUFF_DO:3P
          VOC:	wi+ni+d~iy+hum
        GLOSS:	and+we+give+them

 INPUT STRING:	درس
     IS_TRANS:	drs
        INDEX:	P38W19
      OFFSETS:	93-96
       TOKENS:	P38W25-P38W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daros_1]
   UNSPLITVOC:	(daros)
          POS:	NOUN
          VOC:	daros
        GLOSS:	lesson/study/lessons/classes

 INPUT STRING:	طب
     IS_TRANS:	Tb
        INDEX:	P39W1
      OFFSETS:	0-2
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab_1]
   UNSPLITVOC:	(Tab)
          POS:	INTERJ
          VOC:	Tab
        GLOSS:	ok

 INPUT STRING:	وده
     IS_TRANS:	wdh
        INDEX:	P39W2
      OFFSETS:	3-6
       TOKENS:	P39W2-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(wadah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wa+dah
        GLOSS:	and+this

 INPUT STRING:	برده
     IS_TRANS:	brdh
        INDEX:	P39W3
      OFFSETS:	7-11
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	اسمه
     IS_TRANS:	Asmh
        INDEX:	P39W4
      OFFSETS:	12-16
       TOKENS:	P39W5-P39W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<isom_1]
   UNSPLITVOC:	(Aisomuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	<isom+uh
        GLOSS:	name+his/its

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P39W5
      OFFSETS:	17-21
       TOKENS:	P39W7-P39W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P39W6
      OFFSETS:	22-26
       TOKENS:	P39W8-P39W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	احوال
     IS_TRANS:	AHwAl
        INDEX:	P39W7
      OFFSETS:	27-32
       TOKENS:	P39W9-P39W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(AHowAl)
          POS:	NOUN
          VOC:	AHowAl
        GLOSS:	situation/condition/case/situations/conditions/cases

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P39W8
      OFFSETS:	33-38
       TOKENS:	P39W10-P39W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	اتصلحت
     IS_TRANS:	AtSlHt
        INDEX:	P39W9
      OFFSETS:	39-45
       TOKENS:	P39W11-P39W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sal~aH_1]
   UNSPLITVOC:	(AitoSal~aHit)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	AitoSal~aH+it
        GLOSS:	put in order/repair+it/they/she

 INPUT STRING:	ومش
     IS_TRANS:	wm$
        INDEX:	P39W10
      OFFSETS:	46-49
       TOKENS:	P39W12-P39W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(wami$)
          POS:	CONJ+NEG_PART
          VOC:	wa+mi$
        GLOSS:	and+not

 INPUT STRING:	فاضل
     IS_TRANS:	fADl
        INDEX:	P39W11
      OFFSETS:	50-54
       TOKENS:	P39W14-P39W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADil_1]
   UNSPLITVOC:	(fADil)
          POS:	NOUN
          VOC:	fADil
        GLOSS:	remaining

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P39W12
      OFFSETS:	55-58
       TOKENS:	P39W15-P39W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	only

 INPUT STRING:	تاديب
     IS_TRANS:	tAdyb
        INDEX:	P39W13
      OFFSETS:	59-64
       TOKENS:	P39W16-P39W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta>odiyb_1]
   UNSPLITVOC:	(ta>odiyb)
          POS:	NOUN
          VOC:	ta>odiyb
        GLOSS:	chastisement/education

 INPUT STRING:	شركات
     IS_TRANS:	$rkAt
        INDEX:	P39W14
      OFFSETS:	65-70
       TOKENS:	P39W17-P39W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$arikap_1]
   UNSPLITVOC:	($arikAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	$arik+At
        GLOSS:	company/corporation/companies/corporations+[fem.pl.]

 INPUT STRING:	الاتصال
     IS_TRANS:	AlAtSAl
        INDEX:	P39W15
      OFFSETS:	71-78
       TOKENS:	P39W18-P39W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<it~iSAl_1]
   UNSPLITVOC:	(Al<it~iSAl)
          POS:	DET+NOUN
          VOC:	Al+<it~iSAl
        GLOSS:	the+contact/communication

 INPUT STRING:	اتقو
     IS_TRANS:	Atqw
        INDEX:	P39W16
      OFFSETS:	79-83
       TOKENS:	P39W19-P39W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
