 INPUT STRING:	اعتقد
          POS:	ADJ
          VOC:	vAnawiy
        GLOSS:	secondary

 INPUT STRING:	بنين
     IS_TRANS:	bnyn
        INDEX:	P81W7
      OFFSETS:	30-34
       TOKENS:	P81W9-P81W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baniyn_1]
   UNSPLITVOC:	(baniyn)
          POS:	NOUN
          VOC:	baniyn
        GLOSS:	boys

 INPUT STRING:	وفعلا
     IS_TRANS:	wfElA
        INDEX:	P82W1
      OFFSETS:	0-5
       TOKENS:	P82W1-P82W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(wifiEolAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+fiEol+AF
        GLOSS:	and+doing/act/action+[acc.indef.]

 INPUT STRING:	اتنقلت
     IS_TRANS:	Atnqlt
        INDEX:	P82W2
      OFFSETS:	6-12
       TOKENS:	P82W3-P82W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naqal_1]
   UNSPLITVOC:	(Aitonaqalit)
          POS:	PV_PASS+PVSUFF_SUBJ:3FS
          VOC:	Aitonaqal+it
        GLOSS:	move/displace+it/they/she

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P82W3
      OFFSETS:	13-15
       TOKENS:	P82W4-P82W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	يومين
     IS_TRANS:	ywmyn
        INDEX:	P82W4
      OFFSETS:	16-21
       TOKENS:	P82W5-P82W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yuwmayn)
          POS:	NOUN+NSUFF_MASC_DU
          VOC:	yuwm+ayn
        GLOSS:	today/some day/ever/days+two

 INPUT STRING:	لمدرسة
     IS_TRANS:	lmdrsp
        INDEX:	P82W5
      OFFSETS:	22-28
       TOKENS:	P82W6-P82W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(limadorasap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+madoras+ap
        GLOSS:	for/to+school+[fem.sg.]

 INPUT STRING:	ثانوى
     IS_TRANS:	vAnwY
        INDEX:	P82W6
      OFFSETS:	29-34
       TOKENS:	P82W8-P82W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vAnawiy_1]
   UNSPLITVOC:	(vAnawiy)
          POS:	ADJ
          VOC:	vAnawiy
        GLOSS:	secondary

 INPUT STRING:	بنين
     IS_TRANS:	bnyn
        INDEX:	P82W7
      OFFSETS:	35-39
       TOKENS:	P82W9-P82W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baniyn_1]
   UNSPLITVOC:	(baniyn)
          POS:	NOUN
          VOC:	baniyn
        GLOSS:	boys

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P82W8
      OFFSETS:	40-42
       TOKENS:	P82W10-P82W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	only

 INPUT STRING:	ثانوى
     IS_TRANS:	vAnwY
        INDEX:	P82W9
      OFFSETS:	43-48
       TOKENS:	P82W11-P82W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vAnawiy_1]
   UNSPLITVOC:	(vAnawiy)
          POS:	ADJ
          VOC:	vAnawiy
        GLOSS:	secondary

 INPUT STRING:	تجارى
     IS_TRANS:	tjArY
        INDEX:	P82W10
      OFFSETS:	49-54
       TOKENS:	P82W12-P82W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tujAriy_1]
   UNSPLITVOC:	(tujAriy)
          POS:	ADJ
          VOC:	tujAriy
        GLOSS:	commercial

 INPUT STRING:	وها
     IS_TRANS:	whA
        INDEX:	P83W1
      OFFSETS:	0-3
       TOKENS:	P83W1-P83W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hA_1]
   UNSPLITVOC:	(wahA)
          POS:	CONJ+DEM_PRON
          VOC:	wa+hA
        GLOSS:	and+this

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P83W2
      OFFSETS:	4-6
       TOKENS:	P83W3-P83W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she

 INPUT STRING:	تأتى
     IS_TRANS:	t>tY
        INDEX:	P83W3
      OFFSETS:	7-11
       TOKENS:	P83W4-P83W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ataY_1]
   UNSPLITVOC:	(ta>tiy)
          POS:	IV3FS+IV
          VOC:	ta+>tiy
        GLOSS:	it/they/she+come

 INPUT STRING:	للمدرسة
     IS_TRANS:	llmdrsp
        INDEX:	P83W4
      OFFSETS:	12-19
       TOKENS:	P83W5-P83W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(lilmadorasap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+madoras+ap
        GLOSS:	for/to+the+school+[fem.sg.]

 INPUT STRING:	رغم
     IS_TRANS:	rgm
        INDEX:	P83W5
      OFFSETS:	20-23
       TOKENS:	P83W7-P83W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ragom_1]
   UNSPLITVOC:	(ragom)
          POS:	NOUN
          VOC:	ragom
        GLOSS:	in spite of/despite

 INPUT STRING:	عدم
     IS_TRANS:	Edm
        INDEX:	P83W6
      OFFSETS:	24-27
       TOKENS:	P83W8-P83W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eadam_1]
   UNSPLITVOC:	(Eadam)
          POS:	NOUN
          VOC:	Eadam
        GLOSS:	absence of/lack of/not/non-

 INPUT STRING:	بدأ
     IS_TRANS:	bd>
        INDEX:	P83W7
      OFFSETS:	28-31
       TOKENS:	P83W9-P83W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bd>)
          POS:	TYPO
          VOC:	bd>
        GLOSS:	nogloss

 INPUT STRING:	الدراسة
     IS_TRANS:	AldrAsp
        INDEX:	P83W8
      OFFSETS:	32-39
       TOKENS:	P83W10-P83W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dirAsap_1]
   UNSPLITVOC:	(Ald~irAsap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dirAs+ap
        GLOSS:	the+study/studies/research+[fem.sg.]

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P83W9
      OFFSETS:	40-43
       TOKENS:	P83W11-P83W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	still

 INPUT STRING:	تشكو
     IS_TRANS:	t$kw
        INDEX:	P83W10
      OFFSETS:	45-49
       TOKENS:	P83W12-P83W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$akaY_1]
   UNSPLITVOC:	(ti$kuw)
          POS:	IV3FS+IV
          VOC:	ti+$kuw
        GLOSS:	it/they/she+complain

 INPUT STRING:	ونفسها
     IS_TRANS:	wnfshA
        INDEX:	P83W11
      OFFSETS:	50-56
       TOKENS:	P83W13-P83W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(winifosahA)
          POS:	CONJ+NOUN+POSS_PRON_3FS
          VOC:	wi+nifos+hA
        GLOSS:	and+wish+its/their/her

 INPUT STRING:	ترجع
     IS_TRANS:	trjE
        INDEX:	P83W12
      OFFSETS:	57-61
       TOKENS:	P83W16-P83W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(tirojaE)
          POS:	IV3FS+IV
          VOC:	ti+rojaE
        GLOSS:	it/they/she+come back

 INPUT STRING:	مدرستنا
     IS_TRANS:	mdrstnA
        INDEX:	P83W13
      OFFSETS:	62-69
       TOKENS:	P83W17-P83W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(madorasitnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	madoras+ap+nA
        GLOSS:	school+[fem.sg.]+our

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P83W14
      OFFSETS:	70-74
       TOKENS:	P83W19-P83W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second

 INPUT STRING:	وصدقينى
     IS_TRANS:	wSdqynY
        INDEX:	P84W1
      OFFSETS:	0-7
       TOKENS:	P84W1-P84W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sad~aq_1]
   UNSPLITVOC:	(wiSad~aqiyniy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:1S
          VOC:	wi+Sad~aq+iy+niy
        GLOSS:	and+believe+you+me

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P84W2
      OFFSETS:	8-10
       TOKENS:	P84W4-P84W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P84W3
      OFFSETS:	11-13
       TOKENS:	P84W5-P84W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	المجتمع
     IS_TRANS:	AlmjtmE
        INDEX:	P84W4
      OFFSETS:	14-21
       TOKENS:	P84W6-P84W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mijotimiE_1]
   UNSPLITVOC:	(AlmijotimiE)
          POS:	DET+NOUN
          VOC:	Al+mijotimiE
        GLOSS:	the+community

 INPUT STRING:	ينظر
     IS_TRANS:	ynZr
        INDEX:	P84W5
      OFFSETS:	22-26
       TOKENS:	P84W7-P84W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(yinoZur)
          POS:	IV3MS+IV
          VOC:	yi+noZur
        GLOSS:	he/it+look

 INPUT STRING:	نظرة
     IS_TRANS:	nZrp
        INDEX:	P84W6
      OFFSETS:	27-31
       TOKENS:	P84W8-P84W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZorap_1]
   UNSPLITVOC:	(naZorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	naZor+ap
        GLOSS:	look/glance/view/looks/glances/views+[fem.sg.]

 INPUT STRING:	سيئة
     IS_TRANS:	sy}p
        INDEX:	P84W7
      OFFSETS:	32-36
       TOKENS:	P84W9-P84W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[say~i}_1]
   UNSPLITVOC:	(say~i}ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	say~i}+ap
        GLOSS:	bad+[fem.sg.]

 INPUT STRING:	للمطلقة
     IS_TRANS:	llmTlqp
        INDEX:	P84W8
      OFFSETS:	37-44
       TOKENS:	P84W10-P84W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muTal~aqap_1]
   UNSPLITVOC:	(lilmuTal~aqap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+muTal~aq+ap
        GLOSS:	for/to+the+divorced+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P85W1
      OFFSETS:	0-3
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	اعرف
     IS_TRANS:	AErf
        INDEX:	P85W2
      OFFSETS:	4-8
       TOKENS:	P85W2-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(AaEoraf)
          POS:	IV1S+IV
          VOC:	Aa+Eoraf
        GLOSS:	I+know/be known

 INPUT STRING:	مطلقة
     IS_TRANS:	mTlqp
        INDEX:	P85W3
      OFFSETS:	9-14
       TOKENS:	P85W3-P85W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muTal~aqap_1]
   UNSPLITVOC:	(muTal~aqap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muTal~aq+ap
        GLOSS:	divorced+[fem.sg.]

 INPUT STRING:	لم
     IS_TRANS:	lm
        INDEX:	P85W4
      OFFSETS:	15-17
       TOKENS:	P85W4-P85W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lamo_1]
   UNSPLITVOC:	(lamo)
          POS:	NEG_PART
          VOC:	lamo
        GLOSS:	did not

 INPUT STRING:	تتجاوز
     IS_TRANS:	ttjAwz
        INDEX:	P85W5
      OFFSETS:	18-24
       TOKENS:	P85W5-P85W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AijAwiz]
   UNSPLITVOC:	(titjAwiz)
          POS:	IV3FS+IV
          VOC:	ti+tjAwiz
        GLOSS:	it/they/she+exceed

 INPUT STRING:	28
     IS_TRANS:	28
        INDEX:	P85W6
      OFFSETS:	24-26
       TOKENS:	P85W6-P85W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(28)
          POS:	NOUN_NUM
          VOC:	28
        GLOSS:	28

 INPUT STRING:	عام
     IS_TRANS:	EAm
        INDEX:	P85W7
      OFFSETS:	26-29
       TOKENS:	P85W7-P85W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(EAm)
          POS:	NOUN
          VOC:	EAm
        GLOSS:	year/years

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P86W1
      OFFSETS:	0-5
       TOKENS:	P86W1-P86W2
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`h_1]
   UNSPLITVOC:	(waAll~`h)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~`h
        GLOSS:	with+Allah/God

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P86W2
      OFFSETS:	6-10
       TOKENS:	P86W3-P86W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	كرمها
     IS_TRANS:	krmhA
        INDEX:	P86W3
      OFFSETS:	11-16
       TOKENS:	P86W5-P86W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[karam_1]
   UNSPLITVOC:	(karamhA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	karam+(null)+hA
        GLOSS:	venerate/be venerated+he/it+it/them/her

 INPUT STRING:	بشخص
     IS_TRANS:	b$xS
        INDEX:	P86W4
      OFFSETS:	17-21
       TOKENS:	P86W7-P86W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$axoS_1]
   UNSPLITVOC:	(bi$axoS)
          POS:	PREP+NOUN
          VOC:	bi+$axoS
        GLOSS:	with/by+individual/person/individuals/persons

 INPUT STRING:	ايضا
     IS_TRANS:	AyDA
        INDEX:	P86W5
      OFFSETS:	22-26
       TOKENS:	P86W9-P86W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ayD_1]
   UNSPLITVOC:	(>ayDAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>ayD+AF
        GLOSS:	metabolism+[acc.indef.]

 INPUT STRING:	مطلق
     IS_TRANS:	mTlq
        INDEX:	P86W6
      OFFSETS:	27-31
       TOKENS:	P86W10-P86W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muTol~aq_1]
   UNSPLITVOC:	(muTol~aq)
          POS:	ADJ
          VOC:	muTol~aq
        GLOSS:	divorced

 INPUT STRING:	بلا
     IS_TRANS:	blA
        INDEX:	P86W7
      OFFSETS:	32-35
       TOKENS:	P86W11-P86W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lA_3]
   UNSPLITVOC:	(bilA)
          POS:	PREP+PSEUDO_VERB
          VOC:	bi+lA
        GLOSS:	with/at+no

 INPUT STRING:	اطفال
     IS_TRANS:	ATfAl
        INDEX:	P86W8
      OFFSETS:	36-41
       TOKENS:	P86W13-P86W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tifol_1]
   UNSPLITVOC:	(ATofAl)
          POS:	NOUN
          VOC:	ATofAl
        GLOSS:	child/boy/child/girl/children/infants

 INPUT STRING:	يعيش
     IS_TRANS:	yEy$
        INDEX:	P86W9
      OFFSETS:	42-46
       TOKENS:	P86W14-P86W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EA$_1]
   UNSPLITVOC:	(yiEiy$)
          POS:	IV3MS+IV
          VOC:	yi+Eiy$
        GLOSS:	he/it+live/experience/long live!/be lived/be experienced

 INPUT STRING:	بألمانيا
     IS_TRANS:	b>lmAnyA
        INDEX:	P86W10
      OFFSETS:	47-55
       TOKENS:	P86W15-P86W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AalomAnoyA_1]
   UNSPLITVOC:	(biAlomAnoyA)
          POS:	PREP+NOUN_PROP
          VOC:	bi+AlomAnoyA
        GLOSS:	with/by+Germany

 INPUT STRING:	تعارفهم
     IS_TRANS:	tEArfhm
        INDEX:	P87W1
      OFFSETS:	0-7
       TOKENS:	P87W1-P87W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEAruf_1]
   UNSPLITVOC:	(taEArufhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	taEAruf+hum
        GLOSS:	meeting+their

 INPUT STRING:	جاء
     IS_TRANS:	jA'
        INDEX:	P87W2
      OFFSETS:	8-11
       TOKENS:	P87W3-P87W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[jA']
   UNSPLITVOC:	(jA')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	jA'+(null)
        GLOSS:	come+he/it

 INPUT STRING:	كما
     IS_TRANS:	kmA
        INDEX:	P87W3
      OFFSETS:	12-15
       TOKENS:	P87W4-P87W5
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(kamA)
          POS:	PREP+REL_PRON
          VOC:	ka+mA
        GLOSS:	like/such as+what/which

 INPUT STRING:	يقال
     IS_TRANS:	yqAl
        INDEX:	P87W4
      OFFSETS:	16-20
       TOKENS:	P87W6-P87W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(yuqAl)
          POS:	IV3MS+IV_PASS
          VOC:	yu+qAl
        GLOSS:	he/it+be said

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P87W5
      OFFSETS:	21-25
       TOKENS:	P87W7-P87W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him/it

 INPUT STRING:	زواج
     IS_TRANS:	zwAj
        INDEX:	P87W6
      OFFSETS:	26-30
       TOKENS:	P87W9-P87W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zawAj_1]
   UNSPLITVOC:	(zawAj)
          POS:	NOUN
          VOC:	zawAj
        GLOSS:	marriage/wedding

 INPUT STRING:	صالونات
     IS_TRANS:	SAlwnAt
        INDEX:	P87W7
      OFFSETS:	31-38
       TOKENS:	P87W10-P87W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SAluwn_1]
   UNSPLITVOC:	(SAluwnAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	SAluwn+At
        GLOSS:	salon+[fem.pl.]

 INPUT STRING:	بحت
     IS_TRANS:	bHt
        INDEX:	P87W8
      OFFSETS:	39-42
       TOKENS:	P87W11-P87W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baHot_1]
   UNSPLITVOC:	(baHot)
          POS:	ADJ
          VOC:	baHot
        GLOSS:	pure/exclusive/purely/exclusively

 INPUT STRING:	شاف
     IS_TRANS:	$Af
        INDEX:	P88W1
      OFFSETS:	0-3
       TOKENS:	P88W1-P88W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($Af)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$Af+(null)
        GLOSS:	look+he/it

 INPUT STRING:	صورتها
     IS_TRANS:	SwrthA
        INDEX:	P88W2
      OFFSETS:	4-10
       TOKENS:	P88W2-P88W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(SuwrithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	Suwr+ap+hA
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]+its/their/her

 INPUT STRING:	شافت
     IS_TRANS:	$Aft
        INDEX:	P88W3
      OFFSETS:	11-15
       TOKENS:	P88W4-P88W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($Afit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	$Af+it
        GLOSS:	look+it/they/she

 INPUT STRING:	صورته
     IS_TRANS:	Swrth
        INDEX:	P88W4
      OFFSETS:	16-21
       TOKENS:	P88W5-P88W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrtuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	Suwr+ap+uh
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]+his/its

 INPUT STRING:	كلمها
     IS_TRANS:	klmhA
        INDEX:	P89W1
      OFFSETS:	0-5
       TOKENS:	P89W1-P89W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(kal~imhA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	kal~im+(null)+hA
        GLOSS:	talk+he/it+it/them/her

 INPUT STRING:	نت
     IS_TRANS:	nt
        INDEX:	P89W2
      OFFSETS:	6-8
       TOKENS:	P89W3-P89W3
