 INPUT STRING:	وكما
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	Tay~+At+hi
        GLOSS:	interior/insides (of)+[fem.pl.]+its/his

 INPUT STRING:	نفس
     IS_TRANS:	nfs
        INDEX:	P42W5
      OFFSETS:	19-22
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafos)
          POS:	NOUN
          VOC:	nafos
        GLOSS:	same

 INPUT STRING:	القدر
     IS_TRANS:	Alqdr
        INDEX:	P42W6
      OFFSETS:	23-28
       TOKENS:	P42W8-P42W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qadar_1]
   UNSPLITVOC:	(Alqadar)
          POS:	DET+NOUN
          VOC:	Al+qadar
        GLOSS:	the+fate/destiny

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P42W7
      OFFSETS:	29-31
       TOKENS:	P42W9-P42W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الوطنية
     IS_TRANS:	AlwTnyp
        INDEX:	P42W8
      OFFSETS:	32-39
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTaniy~ap_1]
   UNSPLITVOC:	(AlwaTaniy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+waTaniy~+ap
        GLOSS:	the+nationalism/patriotism+[fem.sg.]

 INPUT STRING:	والإخلاص
     IS_TRANS:	wAl<xlAS
        INDEX:	P42W9
      OFFSETS:	40-48
       TOKENS:	P42W11-P42W12
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ixolAS_1]
   UNSPLITVOC:	(waAl<ixolAS)
          POS:	CONJ+DET+NOUN
          VOC:	wa+Al+<ixolAS
        GLOSS:	and+the+fidelity/sincerity

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W10
      OFFSETS:	48-49
       TOKENS:	P42W13-P42W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P42W11
      OFFSETS:	49-50
       TOKENS:	P42W14-P42W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وربما
     IS_TRANS:	wrbmA
        INDEX:	P42W12
      OFFSETS:	51-56
       TOKENS:	P42W15-P42W16
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rub~amA_1]
   UNSPLITVOC:	(warub~amA)
          POS:	CONJ+ADV
          VOC:	wa+rub~amA
        GLOSS:	and+perhaps/maybe

 INPUT STRING:	أكثر
     IS_TRANS:	>kvr
        INDEX:	P42W13
      OFFSETS:	57-61
       TOKENS:	P42W17-P42W17
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akovar_2]
   UNSPLITVOC:	(>akovar)
          POS:	ADJ_COMP
          VOC:	>akovar
        GLOSS:	more, most, majority

 INPUT STRING:	والتاريخ
     IS_TRANS:	wAltAryx
        INDEX:	P43W1
      OFFSETS:	0-8
       TOKENS:	P43W1-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAriyx_1]
   UNSPLITVOC:	(wiAltAriyx)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+tAriyx
        GLOSS:	and+the+date/history

 INPUT STRING:	يروي
     IS_TRANS:	yrwy
        INDEX:	P43W2
      OFFSETS:	9-13
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rawaY_1]
   UNSPLITVOC:	(yirwiy)
          POS:	IV3MS+IV
          VOC:	yi+rwiy
        GLOSS:	he/it+report/narrate

 INPUT STRING:	إذا
     IS_TRANS:	<*A
        INDEX:	P44W1
      OFFSETS:	0-3
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai*A_1]
   UNSPLITVOC:	(<i*A)
          POS:	SUB_CONJ
          VOC:	<i*A
        GLOSS:	if

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P44W2
      OFFSETS:	4-7
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P44W3
      OFFSETS:	8-10
       TOKENS:	P44W3-P44W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يستحيل
     IS_TRANS:	ystHyl
        INDEX:	P44W4
      OFFSETS:	11-17
       TOKENS:	P44W4-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<isotaHAl_1]
   UNSPLITVOC:	(yisotaHiyl)
          POS:	IV3MS+IV
          VOC:	yi+sotaHiyl
        GLOSS:	he/it+be impossible

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P44W5
      OFFSETS:	18-21
       TOKENS:	P44W5-P44W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الإنسـان
     IS_TRANS:	Al<ns_An
        INDEX:	P44W6
      OFFSETS:	22-30
       TOKENS:	P44W6-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<insAn_1]
   UNSPLITVOC:	(Al<insAn)
          POS:	DET+NOUN
          VOC:	Al+<insAn
        GLOSS:	the+human being

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P44W7
      OFFSETS:	31-33
       TOKENS:	P44W7-P44W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an_1]
   UNSPLITVOC:	(>an)
          POS:	SUB_CONJ
          VOC:	>an
        GLOSS:	that

 INPUT STRING:	يختار
     IS_TRANS:	yxtAr
        INDEX:	P44W8
      OFFSETS:	34-39
       TOKENS:	P44W8-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotAr_1]
   UNSPLITVOC:	(yixotAr)
          POS:	IV3MS+IV
          VOC:	yi+xotAr
        GLOSS:	he/it+choose

 INPUT STRING:	أثوابه
     IS_TRANS:	>vwAbh
        INDEX:	P44W9
      OFFSETS:	40-46
       TOKENS:	P44W9-P44W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vawob_1]
   UNSPLITVOC:	(>avowAbuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>avowAb+uh
        GLOSS:	garments/clothes+its/his

 INPUT STRING:	وعطوره
     IS_TRANS:	wETwrh
        INDEX:	P44W10
      OFFSETS:	47-53
       TOKENS:	P44W11-P44W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eitr_1]
   UNSPLITVOC:	(wiEuTuwruh)
          POS:	CONJ+NOUN+POSS_PRON_3MS
          VOC:	wi+EuTuwr+uh
        GLOSS:	and+perfume+its/his

 INPUT STRING:	وأثاث
     IS_TRANS:	w>vAv
        INDEX:	P44W11
      OFFSETS:	54-59
       TOKENS:	P44W14-P44W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>avAv_1]
   UNSPLITVOC:	(wa>avAv)
          POS:	CONJ+NOUN
          VOC:	wa+>avAv
        GLOSS:	and+furniture/equipment

 INPUT STRING:	بيته
     IS_TRANS:	byth
        INDEX:	P44W12
      OFFSETS:	60-64
       TOKENS:	P44W16-P44W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[biyt_1]
   UNSPLITVOC:	(biytuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	biyt+uh
        GLOSS:	house/verse/verses+his/its

 INPUT STRING:	ولون
     IS_TRANS:	wlwn
        INDEX:	P44W13
      OFFSETS:	65-69
       TOKENS:	P44W18-P44W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lawn_1]
   UNSPLITVOC:	(wilawn)
          POS:	CONJ+NOUN
          VOC:	wi+lawn
        GLOSS:	and+color/tint/colors/tints

 INPUT STRING:	ستائره
     IS_TRANS:	stA}rh
        INDEX:	P44W14
      OFFSETS:	70-76
       TOKENS:	P44W20-P44W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sitArap_1]
   UNSPLITVOC:	(satA}iruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	satA}ir+uh
        GLOSS:	veil/curtain/cover+its/his

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P44W15
      OFFSETS:	76-77
       TOKENS:	P44W22-P44W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	فمن
     IS_TRANS:	fmn
        INDEX:	P45W1
      OFFSETS:	0-3
       TOKENS:	P45W1-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(famin)
          POS:	CONJ+PREP
          VOC:	fa+min
        GLOSS:	so/and+from

 INPUT STRING:	المستحيل
     IS_TRANS:	AlmstHyl
        INDEX:	P45W2
      OFFSETS:	4-12
       TOKENS:	P45W3-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musotaHiyl_1]
   UNSPLITVOC:	(AlmusotaHiyl)
          POS:	DET+ADJ
          VOC:	Al+musotaHiyl
        GLOSS:	the+impossible

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P45W3
      OFFSETS:	13-17
       TOKENS:	P45W4-P45W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him/it

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P45W4
      OFFSETS:	18-20
       TOKENS:	P45W6-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>an_1]
   UNSPLITVOC:	(>an)
          POS:	SUB_CONJ
          VOC:	>an
        GLOSS:	that

 INPUT STRING:	يختار
     IS_TRANS:	yxtAr
        INDEX:	P45W5
      OFFSETS:	21-26
       TOKENS:	P45W7-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotAr_1]
   UNSPLITVOC:	(yixotAr)
          POS:	IV3MS+IV
          VOC:	yi+xotAr
        GLOSS:	he/it+choose

 INPUT STRING:	انفعالاته
     IS_TRANS:	AnfEAlAth
        INDEX:	P45W6
      OFFSETS:	27-36
       TOKENS:	P45W8-P45W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<inofiEAl_1]
   UNSPLITVOC:	(<inofiEAlAtuh)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	<inofiEAl+At+uh
        GLOSS:	emotion/excitation+[fem.pl.]+its/his

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P45W7
      OFFSETS:	36-37
       TOKENS:	P45W10-P45W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P45W8
      OFFSETS:	37-38
       TOKENS:	P45W11-P45W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	الشعـر
     IS_TRANS:	Al$E_r
        INDEX:	P46W1
      OFFSETS:	2-8
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$iEr_1]
   UNSPLITVOC:	(Al$iEr)
          POS:	DET+NOUN
          VOC:	Al+$iEr
        GLOSS:	the+poetry

 INPUT STRING:	هـو
     IS_TRANS:	h_w
        INDEX:	P46W2
      OFFSETS:	9-12
       TOKENS:	P46W2-P46W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	أرض
     IS_TRANS:	>rD
        INDEX:	P46W3
      OFFSETS:	13-16
       TOKENS:	P46W3-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aroD_1]
   UNSPLITVOC:	(>aroD)
          POS:	NOUN
          VOC:	>aroD
        GLOSS:	earth/territory/land/territories/land/earth/lands/territories

 INPUT STRING:	الانفعــال
     IS_TRANS:	AlAnfE__Al
        INDEX:	P46W4
      OFFSETS:	17-27
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinofiEAl_1]
   UNSPLITVOC:	(AlAinofiEAl)
          POS:	DET+NOUN
          VOC:	Al+AinofiEAl
        GLOSS:	the+excitement/anger

