 INPUT STRING:	الموقف
        GLOSS:	strange+[fem.sg.]

 INPUT STRING:	وفين
     IS_TRANS:	wfyn
        INDEX:	P60W1
      OFFSETS:	0-4
       TOKENS:	P60W1-P60W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(wifayon)
          POS:	CONJ+REL_ADV
          VOC:	wi+fayon
        GLOSS:	and+where

 INPUT STRING:	راحت
     IS_TRANS:	rAHt
        INDEX:	P60W2
      OFFSETS:	5-9
       TOKENS:	P60W3-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(rAHit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	rAH+it
        GLOSS:	begin/go+it/they/she

 INPUT STRING:	شهامه
     IS_TRANS:	$hAmh
        INDEX:	P60W3
      OFFSETS:	10-15
       TOKENS:	P60W4-P60W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahAmap_1]
   UNSPLITVOC:	($ahAmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$ahAm+ap
        GLOSS:	audacity/gallantry+[fem.sg.]

 INPUT STRING:	الشباب
     IS_TRANS:	Al$bAb
        INDEX:	P60W4
      OFFSETS:	16-22
       TOKENS:	P60W5-P60W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$Ab_1]
   UNSPLITVOC:	(Al$abAb)
          POS:	DET+NOUN
          VOC:	Al+$abAb
        GLOSS:	the+young man/young men

 INPUT STRING:	وخصوصا
     IS_TRANS:	wxSwSA
        INDEX:	P60W5
      OFFSETS:	23-29
       TOKENS:	P60W6-P60W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xuSuwS_1]
   UNSPLITVOC:	(wixuSuwSAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+xuSuwS+AF
        GLOSS:	and+matter/issue/regard/respect/especially/in particular+[acc.indef.]

 INPUT STRING:	المصريين
     IS_TRANS:	AlmSryyn
        INDEX:	P60W6
      OFFSETS:	30-38
       TOKENS:	P60W8-P60W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+maSoriy~+iyn
        GLOSS:	the+Egyptian/Egyptians+[masc.plur.]

 INPUT STRING:	راحت
     IS_TRANS:	rAHt
        INDEX:	P61W1
      OFFSETS:	0-4
       TOKENS:	P61W1-P61W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(rAHit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	rAH+it
        GLOSS:	begin/go+it/they/she

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P61W2
      OFFSETS:	5-8
       TOKENS:	P61W2-P61W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(fayon)
          POS:	REL_ADV
          VOC:	fayon
        GLOSS:	which

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P61W3
      OFFSETS:	9-13
       TOKENS:	P61W3-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يرحمها
     IS_TRANS:	yrHmhA
        INDEX:	P61W4
      OFFSETS:	14-20
       TOKENS:	P61W4-P61W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHam_1]
   UNSPLITVOC:	(yiroHamhA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+roHam+hA
        GLOSS:	he/it+have mercy/protect/be compassionate/have mercy on/bless/have pity on/be merciful+it/them/her

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P61W5
      OFFSETS:	21-24
       TOKENS:	P61W6-P61W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bijad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	NOUN
          VOC:	bijad~
        GLOSS:	actually

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P61W6
      OFFSETS:	25-29
       TOKENS:	P61W7-P61W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	يستر
     IS_TRANS:	ystr
        INDEX:	P61W7
      OFFSETS:	30-34
       TOKENS:	P61W9-P61W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[satar_1]
   UNSPLITVOC:	(yusotur)
          POS:	IV3MS+IV
          VOC:	yu+sotur
        GLOSS:	he/it+cover/hide

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P61W8
      OFFSETS:	35-38
       TOKENS:	P61W10-P61W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الزمن
     IS_TRANS:	Alzmn
        INDEX:	P61W9
      OFFSETS:	39-44
       TOKENS:	P61W11-P61W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zaman_1]
   UNSPLITVOC:	(Alz~aman)
          POS:	DET+NOUN
          VOC:	Al+zaman
        GLOSS:	the+time/period/duration/for some time/for a while/periods

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P62W1
      OFFSETS:	0-4
       TOKENS:	P62W1-P62W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	الدكتور
     IS_TRANS:	Aldktwr
        INDEX:	P62W2
      OFFSETS:	5-12
       TOKENS:	P62W2-P62W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dukotawr_1]
   UNSPLITVOC:	(Ald~ukotawr)
          POS:	DET+NOUN
          VOC:	Al+dukotawr
        GLOSS:	the+doctor/Dr./doctors

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P62W3
      OFFSETS:	13-16
       TOKENS:	P62W3-P62W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV
          VOC:	kAn
        GLOSS:	be/was/were

 INPUT STRING:	حيعمل
     IS_TRANS:	HyEml
        INDEX:	P62W4
      OFFSETS:	17-22
       TOKENS:	P62W4-P62W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(HayiEomil)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+Eomil
        GLOSS:	will+he/it+function/make/act/do

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P62W5
      OFFSETS:	23-26
       TOKENS:	P62W6-P62W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	REL_ADV
          VOC:	<iyh
        GLOSS:	why/what

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P63W1
      OFFSETS:	0-3
       TOKENS:	P63W1-P63W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huwa_1]
   UNSPLITVOC:	(wihuwa)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huwa
        GLOSS:	and+it/he

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P63W2
      OFFSETS:	4-8
       TOKENS:	P63W3-P63W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P63W3
      OFFSETS:	9-13
       TOKENS:	P63W4-P63W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	قالنا
     IS_TRANS:	qAlnA
        INDEX:	P63W4
      OFFSETS:	14-19
       TOKENS:	P63W5-P63W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl-1]
   UNSPLITVOC:	(qAlinA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1P
          VOC:	qAli+(null)+nA
        GLOSS:	said/say/be said/(for example)+he/it+us

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P63W5
      OFFSETS:	20-24
       TOKENS:	P63W7-P63W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	نصور
     IS_TRANS:	nSwr
        INDEX:	P63W6
      OFFSETS:	25-29
       TOKENS:	P63W9-P63W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saw~ar_1]
   UNSPLITVOC:	(niSaw~ar)
          POS:	IV1P+IV
          VOC:	ni+Saw~ar
        GLOSS:	we+draw/portray/film/photograph/be filmed/be photographed

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P63W7
      OFFSETS:	30-32
       TOKENS:	P63W10-P63W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الشارع
     IS_TRANS:	Al$ArE
        INDEX:	P63W8
      OFFSETS:	33-39
       TOKENS:	P63W11-P63W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$AriE_1]
   UNSPLITVOC:	(Al$~AriE)
          POS:	DET+NOUN
          VOC:	Al+$AriE
        GLOSS:	the+street/streets/legislator

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P64W1
      OFFSETS:	0-5
       TOKENS:	P64W1-P64W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+metabolism/also/else

 INPUT STRING:	ماكفاهوش
     IS_TRANS:	mAkfAhw$
        INDEX:	P64W2
      OFFSETS:	6-14
       TOKENS:	P64W3-P64W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kafaY_1]
   UNSPLITVOC:	(mAkafAhuw$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+kafA+huw+$
        GLOSS:	not+enough+he/it+not

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P64W3
      OFFSETS:	15-17
       TOKENS:	P64W6-P64W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P65W1
      OFFSETS:	0-5
       TOKENS:	P65W1-P65W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+metabolism/also/else

 INPUT STRING:	حط
     IS_TRANS:	HT
        INDEX:	P65W2
      OFFSETS:	6-8
       TOKENS:	P65W3-P65W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaT~_1]
   UNSPLITVOC:	(HaT~)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaT~+(null)
        GLOSS:	descend/land/set down/lower+he/it

 INPUT STRING:	لنا
     IS_TRANS:	lnA
        INDEX:	P65W3
      OFFSETS:	9-12
       TOKENS:	P65W4-P65W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lanA)
          POS:	PREP+PRON_1P
          VOC:	la+nA
        GLOSS:	for/to+us

 INPUT STRING:	امتحان
     IS_TRANS:	AmtHAn
        INDEX:	P65W4
      OFFSETS:	13-19
       TOKENS:	P65W6-P65W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimotiHAn_1]
   UNSPLITVOC:	(AimotiHAn)
          POS:	NOUN
          VOC:	AimotiHAn
        GLOSS:	exam

 INPUT STRING:	صعب
     IS_TRANS:	SEb
        INDEX:	P65W5
      OFFSETS:	20-23
       TOKENS:	P65W7-P65W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(SaEob)
          POS:	ADJ
          VOC:	SaEob
        GLOSS:	difficult/hard/arduous

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P65W6
      OFFSETS:	24-27
       TOKENS:	P65W8-P65W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much/very much+[acc.indef.]

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P66W1
      OFFSETS:	0-5
       TOKENS:	P66W1-P66W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+metabolism/also/else

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P66W2
      OFFSETS:	6-9
       TOKENS:	P66W3-P66W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	لقه
     IS_TRANS:	lqh
        INDEX:	P66W3
      OFFSETS:	10-13
       TOKENS:	P66W4-P66W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laq~_1]
   UNSPLITVOC:	(laq~uh)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3MS
          VOC:	laq~+(null)+uh
        GLOSS:	found+he/it+it/him

 INPUT STRING:	هوجه
     IS_TRANS:	hwjh
        INDEX:	P66W4
      OFFSETS:	14-18
       TOKENS:	P66W6-P66W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hawjap_1]
   UNSPLITVOC:	(hawjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	hawj+ap
        GLOSS:	involvement/entanglement/confusion/utter confusion+[fem.sg.]

 INPUT STRING:	ومرج
     IS_TRANS:	wmrj
        INDEX:	P66W5
      OFFSETS:	19-23
       TOKENS:	P66W7-P66W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maraj_1]
   UNSPLITVOC:	(wimaraj)
          POS:	CONJ+NOUN
          VOC:	wi+maraj
        GLOSS:	and+confusion/disorder

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P66W6
      OFFSETS:	24-26
       TOKENS:	P66W9-P66W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	لجنة
     IS_TRANS:	ljnp
        INDEX:	P66W7
      OFFSETS:	27-31
       TOKENS:	P66W10-P66W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lajonap_1]
   UNSPLITVOC:	(lajonap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	lajon+ap
        GLOSS:	council/committee/commission/councils/committees/commissions+[fem.sg.]

 INPUT STRING:	امتحان
     IS_TRANS:	AmtHAn
        INDEX:	P66W8
      OFFSETS:	32-38
       TOKENS:	P66W11-P66W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimotiHAn_1]
   UNSPLITVOC:	(AimotiHAn)
          POS:	NOUN
          VOC:	AimotiHAn
        GLOSS:	exam

 INPUT STRING:	العملي
     IS_TRANS:	AlEmly
        INDEX:	P66W9
      OFFSETS:	39-45
       TOKENS:	P66W12-P66W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamaliy_1]
   UNSPLITVOC:	(AlEamaliy)
          POS:	DET+ADJ
          VOC:	Al+Eamaliy
        GLOSS:	the+pragmatic/practical

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P67W1
      OFFSETS:	0-4
       TOKENS:	P67W1-P67W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+situation/case/importance/affairs/affair/that/because/matters

 INPUT STRING:	الامتحان
     IS_TRANS:	AlAmtHAn
        INDEX:	P67W2
      OFFSETS:	5-13
       TOKENS:	P67W3-P67W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimotiHAn_1]
   UNSPLITVOC:	(AlAimotiHAn)
          POS:	DET+NOUN
          VOC:	Al+AimotiHAn
        GLOSS:	the+exam

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P67W3
      OFFSETS:	14-17
       TOKENS:	P67W4-P67W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV
          VOC:	kAn
        GLOSS:	be/was/were

 INPUT STRING:	صعب
     IS_TRANS:	SEb
        INDEX:	P67W4
      OFFSETS:	18-21
       TOKENS:	P67W5-P67W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(SaEob)
          POS:	ADJ
          VOC:	SaEob
        GLOSS:	difficult/hard/arduous

 INPUT STRING:	راح
     IS_TRANS:	rAH
        INDEX:	P68W1
      OFFSETS:	0-3
       TOKENS:	P68W1-P68W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(rAH)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	rAH+(null)
        GLOSS:	begin/go+he/it

 INPUT STRING:	بقا
     IS_TRANS:	bqA
        INDEX:	P68W2
      OFFSETS:	4-7
       TOKENS:	P68W2-P68W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqA_1]
   UNSPLITVOC:	(baqA)
          POS:	ADV
          VOC:	baqA
        GLOSS:	then/so

 INPUT STRING:	شد
     IS_TRANS:	$d
        INDEX:	P68W3
      OFFSETS:	8-10
       TOKENS:	P68W3-P68W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ad~_1]
   UNSPLITVOC:	($ad~)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$ad~+(null)
        GLOSS:	make tight/make strong+he/it

 INPUT STRING:	مننا
     IS_TRANS:	mnnA
        INDEX:	P68W4
      OFFSETS:	11-15
       TOKENS:	P68W4-P68W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~inA)
          POS:	PREP+PRON_1P
          VOC:	min~+nA
        GLOSS:	from+us

 INPUT STRING:	ورق
     IS_TRANS:	wrq
        INDEX:	P68W5
      OFFSETS:	16-19
       TOKENS:	P68W6-P68W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waraqap_1]
   UNSPLITVOC:	(waraq)
          POS:	NOUN
          VOC:	waraq
        GLOSS:	sheet/leaf/papers/documents papers sheets/paper

 INPUT STRING:	الاجابة
     IS_TRANS:	AlAjAbp
        INDEX:	P68W6
      OFFSETS:	20-27
       TOKENS:	P68W7-P68W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AijAbap_1]
   UNSPLITVOC:	(AlAijAbap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+AijAb+ap
        GLOSS:	the+answer/response/consent+[fem.sg.]

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P68W7
      OFFSETS:	28-31
       TOKENS:	P68W8-P68W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	10
     IS_TRANS:	10
        INDEX:	P68W8
      OFFSETS:	32-34
       TOKENS:	P68W9-P68W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[10_1]
   UNSPLITVOC:	(10)
          POS:	NOUN_NUM
          VOC:	10
        GLOSS:	10

 INPUT STRING:	دقائق
     IS_TRANS:	dqA}q
        INDEX:	P68W9
      OFFSETS:	35-40
       TOKENS:	P68W10-P68W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daqiyqap_1]
   UNSPLITVOC:	(daqA}iq)
          POS:	NOUN
          VOC:	daqA}iq
        GLOSS:	minute/minutes

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P68W10
      OFFSETS:	41-43
       TOKENS:	P68W11-P68W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الامتحان
     IS_TRANS:	AlAmtHAn
        INDEX:	P68W11
      OFFSETS:	44-52
       TOKENS:	P68W12-P68W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimotiHAn_1]
   UNSPLITVOC:	(AlAimotiHAn)
          POS:	DET+NOUN
          VOC:	Al+AimotiHAn
        GLOSS:	the+exam

 INPUT STRING:	وامتحان
     IS_TRANS:	wAmtHAn
        INDEX:	P69W1
      OFFSETS:	0-7
       TOKENS:	P69W1-P69W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimotiHAn_1]
   UNSPLITVOC:	(wiAimotiHAn)
          POS:	CONJ+NOUN
          VOC:	wi+AimotiHAn
        GLOSS:	and+exam

 INPUT STRING:	النظري
     IS_TRANS:	AlnZry
        INDEX:	P69W2
      OFFSETS:	8-14
       TOKENS:	P69W3-P69W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naZariy_1]
   UNSPLITVOC:	(AlnaZariy)
          POS:	DET+ADJ
          VOC:	Al+naZariy
        GLOSS:	the+theoretical/speculative

 INPUT STRING:	ماكفناش
     IS_TRANS:	mAkfnA$
        INDEX:	P69W3
      OFFSETS:	15-22
       TOKENS:	P69W4-P69W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
