 INPUT STRING:	الحياة
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiliS_1]
   UNSPLITVOC:	(HayixolaS)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+xolaS
        GLOSS:	will+he/it+finish/end

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P79W1
      OFFSETS:	1-4
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P79W2
      OFFSETS:	5-7
       TOKENS:	P79W2-P79W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/she

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P79W3
      OFFSETS:	8-11
       TOKENS:	P79W3-P79W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	بكل
     IS_TRANS:	bkl
        INDEX:	P79W4
      OFFSETS:	12-15
       TOKENS:	P79W4-P79W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(bikul~)
          POS:	PREP+NOUN_QUANT
          VOC:	bi+kul~
        GLOSS:	with/by+all/entire/every

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P79W5
      OFFSETS:	16-20
       TOKENS:	P79W6-P79W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P79W6
      OFFSETS:	21-25
       TOKENS:	P79W7-P79W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/her

 INPUT STRING:	بزبالتها
     IS_TRANS:	bzbAlthA
        INDEX:	P79W7
      OFFSETS:	26-34
       TOKENS:	P79W9-P79W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zbAlap_1]
   UNSPLITVOC:	(bizbAlaphA)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	bi+zbAl+ap+hA
        GLOSS:	with/by+rubbish/garbage+[fem.sg.]+its/their/her

 INPUT STRING:	بمشردينا
     IS_TRANS:	bm$rdynA
        INDEX:	P79W8
      OFFSETS:	35-43
       TOKENS:	P79W12-P79W12
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(bm$rdynA)
          POS:	NO_FUNC
          VOC:	bm$rdynA
        GLOSS:	nogloss

 INPUT STRING:	بزحمتها
     IS_TRANS:	bzHmthA
        INDEX:	P79W9
      OFFSETS:	44-51
       TOKENS:	P79W13-P79W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zaHmap_1]
   UNSPLITVOC:	(bizaHmaphA)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	bi+zaHm+ap+hA
        GLOSS:	with/by+crowded/jam+[fem.sg.]+its/their/her

 INPUT STRING:	بتلوثها
     IS_TRANS:	btlwvhA
        INDEX:	P79W10
      OFFSETS:	52-59
       TOKENS:	P79W16-P79W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[talaw~uv_1]
   UNSPLITVOC:	(bitalaw~uvhA)
          POS:	PREP+NOUN+POSS_PRON_3FS
          VOC:	bi+talaw~uv+hA
        GLOSS:	with/by+polution+it/them/her

 INPUT STRING:	بكل
     IS_TRANS:	bkl
        INDEX:	P79W11
      OFFSETS:	60-63
       TOKENS:	P79W19-P79W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(bikul~)
          POS:	PREP+NOUN_QUANT
          VOC:	bi+kul~
        GLOSS:	with/by+all/entire/every

 INPUT STRING:	مايخطر
     IS_TRANS:	mAyxTr
        INDEX:	P79W12
      OFFSETS:	64-70
       TOKENS:	P79W21-P79W21
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAyxTr)
          POS:	NO_FUNC
          VOC:	mAyxTr
        GLOSS:	nogloss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P79W13
      OFFSETS:	71-74
       TOKENS:	P79W22-P79W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بالك
     IS_TRANS:	bAlk
        INDEX:	P79W14
      OFFSETS:	75-79
       TOKENS:	P79W23-P79W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAl_1]
   UNSPLITVOC:	(bAlik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	bAl+ik
        GLOSS:	mind/attention+your

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P79W15
      OFFSETS:	80-85
       TOKENS:	P79W25-P79W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+also/too

 INPUT STRING:	بغردقتها
     IS_TRANS:	bgrdqthA
        INDEX:	P79W16
      OFFSETS:	86-94
       TOKENS:	P79W27-P79W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[gardaqap_1]
   UNSPLITVOC:	(bigardaqaphA)
          POS:	PREP+NOUN_PROP+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	bi+gardaq+ap+hA
        GLOSS:	with/by+Gardaa+[fem.sg.]+its/her

 INPUT STRING:	وشرم
     IS_TRANS:	w$rm
        INDEX:	P79W17
      OFFSETS:	95-99
       TOKENS:	P79W30-P79W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$arom_1]
   UNSPLITVOC:	(wi$arom)
          POS:	CONJ+NOUN_PROP
          VOC:	wi+$arom
        GLOSS:	and+Sharm

 INPUT STRING:	الشيخ
     IS_TRANS:	Al$yx
        INDEX:	P79W18
      OFFSETS:	100-105
       TOKENS:	P79W32-P79W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(Al$~ayx)
          POS:	DET+NOUN_PROP
          VOC:	Al+$ayx
        GLOSS:	the+Chik

 INPUT STRING:	والمناطق
     IS_TRANS:	wAlmnATq
        INDEX:	P79W19
      OFFSETS:	106-114
       TOKENS:	P79W33-P79W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[minTaqap_1]
   UNSPLITVOC:	(wiAlmanATiq)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+manATiq
        GLOSS:	and+the+areas/zones

 INPUT STRING:	النضيفه
     IS_TRANS:	AlnDyfh
        INDEX:	P79W20
      OFFSETS:	115-122
       TOKENS:	P79W35-P79W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niDiyf_1]
   UNSPLITVOC:	(Aln~iDiyfap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+niDiyf+ap
        GLOSS:	the+clean+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P79W21
      OFFSETS:	123-127
       TOKENS:	P79W36-P79W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	بيقولو
     IS_TRANS:	byqwlw
        INDEX:	P79W22
      OFFSETS:	128-134
       TOKENS:	P79W37-P79W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(biyiquwluwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+quwl+uwA
        GLOSS:	[present-tense]+they+said/say/be said/say/(for example)+we

 INPUT STRING:	انها
     IS_TRANS:	AnhA
        INDEX:	P79W23
      OFFSETS:	135-139
       TOKENS:	P79W39-P79W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+it/she

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P79W24
      OFFSETS:	140-142
       TOKENS:	P79W41-P79W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P79W25
      OFFSETS:	143-146
       TOKENS:	P79W42-P79W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	واكيد
     IS_TRANS:	wAkyd
        INDEX:	P80W1
      OFFSETS:	1-6
       TOKENS:	P80W1-P80W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakiyd_1]
   UNSPLITVOC:	(wiAkiyd)
          POS:	CONJ+ADJ
          VOC:	wi+Akiyd
        GLOSS:	and+certain/definite

 INPUT STRING:	الحاجات
     IS_TRANS:	AlHAjAt
        INDEX:	P80W2
      OFFSETS:	7-14
       TOKENS:	P80W3-P80W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(AlHAjAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+HAj+At
        GLOSS:	the+thing/belongings+[fem.pl.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P80W3
      OFFSETS:	15-17
       TOKENS:	P80W4-P80W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/that

 INPUT STRING:	مابيشوفهاش
     IS_TRANS:	mAby$wfhA$
        INDEX:	P80W4
      OFFSETS:	18-28
       TOKENS:	P80W5-P80W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(mA_biyi$uwfhA$)
          POS:	NEG_PART+PROG_PART+IV3MS+IV+IVSUFF_DO:3FS+NEG_PART
          VOC:	mA+bi+yi+$uwf+hA+$
        GLOSS:	not+[present-tense]+he/it+look+it/them/her+not

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P80W5
      OFFSETS:	29-32
       TOKENS:	P80W10-P80W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	except

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P80W6
      OFFSETS:	33-37
       TOKENS:	P80W11-P80W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	جاى
     IS_TRANS:	jAY
        INDEX:	P80W7
      OFFSETS:	38-41
       TOKENS:	P80W12-P80W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAy_1]
   UNSPLITVOC:	(jAy)
          POS:	ADJ.VN
          VOC:	jAy
        GLOSS:	coming

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P80W8
      OFFSETS:	42-45
       TOKENS:	P80W13-P80W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miSor_1]
   UNSPLITVOC:	(miSor)
          POS:	NOUN_PROP
          VOC:	miSor
        GLOSS:	Egypt

 INPUT STRING:	يقضى
     IS_TRANS:	yqDY
        INDEX:	P80W9
      OFFSETS:	46-50
       TOKENS:	P80W14-P80W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaD~aY_1]
   UNSPLITVOC:	(yiqaD~iy)
          POS:	IV3MS+IV
          VOC:	yi+qaD~iy
        GLOSS:	he/it+carry out/ effectuate/accomplish/be carried out/be effectuated/be accomplished

 INPUT STRING:	اجازته
     IS_TRANS:	AjAzth
        INDEX:	P80W10
      OFFSETS:	51-57
       TOKENS:	P80W15-P80W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ajAzap_1]
   UNSPLITVOC:	(>ajAztuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	>ajAz+ap+uh
        GLOSS:	holiday+[fem.sg.]+his/its

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P80W11
      OFFSETS:	58-60
       TOKENS:	P80W17-P80W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	بلده
     IS_TRANS:	bldh
        INDEX:	P80W12
      OFFSETS:	61-65
       TOKENS:	P80W18-P80W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	balad+uh
        GLOSS:	country/country/countries+his/its

 INPUT STRING:	وطبعا
     IS_TRANS:	wTbEA
        INDEX:	P80W13
      OFFSETS:	66-71
       TOKENS:	P80W20-P80W21
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(waTaboEAF)
          POS:	PART+NOUN+CASE_INDEF_ACC
          VOC:	wa+TaboE+AF
        GLOSS:	[part.]+naturally/of course+[acc.indef.]

 INPUT STRING:	مالى
     IS_TRANS:	mAlY
        INDEX:	P80W14
      OFFSETS:	72-76
       TOKENS:	P80W22-P80W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAliy_1]
   UNSPLITVOC:	(mAliy)
          POS:	ADJ
          VOC:	mAliy
        GLOSS:	filling up/filling out

 INPUT STRING:	جيبه
     IS_TRANS:	jybh
        INDEX:	P80W15
      OFFSETS:	77-81
       TOKENS:	P80W23-P80W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jayb_1]
   UNSPLITVOC:	(jiybuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	jiyb+uh
        GLOSS:	pocket/purse/sine/pockets/cavities+his/its

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P80W16
      OFFSETS:	82-86
       TOKENS:	P80W25-P80W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	يستمتع
     IS_TRANS:	ystmtE
        INDEX:	P80W17
      OFFSETS:	87-93
       TOKENS:	P80W27-P80W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yisotamotiE_1]
   UNSPLITVOC:	(yisotamotiE)
          POS:	IV3MS+IV
          VOC:	yi+sotamotiE
        GLOSS:	he/it+enjoy/relish

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P81W1
      OFFSETS:	1-5
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHonA_1]
   UNSPLITVOC:	(AiHonA)
          POS:	PRON_1P
          VOC:	AiHonA
        GLOSS:	we

 INPUT STRING:	عندنا
     IS_TRANS:	EndnA
        INDEX:	P81W2
      OFFSETS:	6-11
       TOKENS:	P81W2-P81W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(EinodinA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	Einod+nA
        GLOSS:	with / at+our

 INPUT STRING:	قاعده
     IS_TRANS:	qAEdh
        INDEX:	P81W3
      OFFSETS:	12-17
       TOKENS:	P81W4-P81W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAEid_1]
   UNSPLITVOC:	(qAEodap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qAEod+ap
        GLOSS:	rule+[fem.sg.]

 INPUT STRING:	معروفه
     IS_TRANS:	mErwfh
        INDEX:	P81W4
      OFFSETS:	18-24
       TOKENS:	P81W5-P81W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoruwf_1]
   UNSPLITVOC:	(maEoruwfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maEoruwf+ap
        GLOSS:	known/well-known+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P81W5
      OFFSETS:	25-29
       TOKENS:	P81W6-P81W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	ماعهوش
     IS_TRANS:	mAEhw$
        INDEX:	P81W6
      OFFSETS:	30-36
       TOKENS:	P81W7-P81W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mAEhw$)
          POS:	TYPO
          VOC:	mAEhw$
        GLOSS:	nogloss

 INPUT STRING:	مايلزموش
     IS_TRANS:	mAylzmw$
        INDEX:	P81W7
      OFFSETS:	37-45
       TOKENS:	P81W8-P81W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lazam_1]
   UNSPLITVOC:	(mA_yilozamuw$)
          POS:	NEG_PART+IV3P+IV+IVSUFF_SUBJ:P+NEG_PART
          VOC:	mA+yi+lozam+uwA+$
        GLOSS:	not+they+be necessary/required+we+not

 INPUT STRING:	وللاسف
     IS_TRANS:	wllAsf
        INDEX:	P82W1
      OFFSETS:	1-7
       TOKENS:	P82W1-P82W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(wilil>asaf)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wi+li+Al+>asaf
        GLOSS:	and+for/to+the+regret/sorry

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P82W2
      OFFSETS:	8-12
       TOKENS:	P82W4-P82W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	ماعهومش
     IS_TRANS:	mAEhwm$
        INDEX:	P82W3
      OFFSETS:	13-20
       TOKENS:	P82W5-P82W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mAEhwm$)
          POS:	TYPO
          VOC:	mAEhwm$
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P82W4
      OFFSETS:	50-52
       TOKENS:	P82W6-P82W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but/yet

 INPUT STRING:	ماتدقش
     IS_TRANS:	mAtdq$
        INDEX:	P82W5
      OFFSETS:	53-59
       TOKENS:	P82W7-P82W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitodaq~_1]
   UNSPLITVOC:	(mA_Aitodaq~i$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+Aitodaq~+(null)+$
        GLOSS:	not+Gloss:TBA+he/it+not

 INPUT STRING:	مااحنا
     IS_TRANS:	mAAHnA
        INDEX:	P82W6
      OFFSETS:	60-66
       TOKENS:	P82W10-P82W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mAAHnA)
          POS:	NO_FUNC
          VOC:	mAAHnA
        GLOSS:	nogloss

 INPUT STRING:	بلدنا
     IS_TRANS:	bldnA
        INDEX:	P82W7
      OFFSETS:	67-72
       TOKENS:	P82W11-P82W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	balad+nA
        GLOSS:	country/country/countries+our

 INPUT STRING:	مليانه
     IS_TRANS:	mlyAnh
        INDEX:	P82W8
      OFFSETS:	73-79
       TOKENS:	P82W13-P82W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maloyAn_1]
   UNSPLITVOC:	(maloyAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	maloyAn+ap
        GLOSS:	full+[fem.sg.]

 INPUT STRING:	بالرؤساء
     IS_TRANS:	bAlr&sA'
        INDEX:	P82W9
      OFFSETS:	80-88
       TOKENS:	P82W14-P82W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra&iys_1]
   UNSPLITVOC:	(biAlr~u&asA')
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ru&asA'
        GLOSS:	with/by+the+presidents

 INPUT STRING:	والوزراء
     IS_TRANS:	wAlwzrA'
        INDEX:	P82W10
      OFFSETS:	89-97
       TOKENS:	P82W16-P82W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(wiAlwuzarA')
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+wuzarA'
        GLOSS:	and+the+ministers

 INPUT STRING:	والعلماء
     IS_TRANS:	wAlElmA'
        INDEX:	P82W11
      OFFSETS:	98-106
       TOKENS:	P82W18-P82W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlim_1]
   UNSPLITVOC:	(wiAlEulamA')
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+EulamA'
        GLOSS:	and+the+scientist/scholar/scholars/scientists

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P82W12
      OFFSETS:	107-111
       TOKENS:	P82W20-P82W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	رافعين
     IS_TRANS:	rAfEyn
        INDEX:	P82W13
      OFFSETS:	112-118
       TOKENS:	P82W21-P82W21
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(rAfEyn)
          POS:	NO_FUNC
