 INPUT STRING:	أرفع
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+methodology/system/order/methodologies/systems

 INPUT STRING:	سقط
     IS_TRANS:	sqT
        INDEX:	P66W4
      OFFSETS:	17-20
       TOKENS:	P66W5-P66W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saqaT_1]
   UNSPLITVOC:	(saqaT)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	saqaT+(null)
        GLOSS:	fall/drop+he/it

 INPUT STRING:	وبقي
     IS_TRANS:	wbqy
        INDEX:	P66W5
      OFFSETS:	21-25
       TOKENS:	P66W6-P66W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(wibaqaY)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+baqaY+(null)
        GLOSS:	and+became+he/it

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P66W6
      OFFSETS:	26-31
       TOKENS:	P66W8-P66W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P66W7
      OFFSETS:	32-34
       TOKENS:	P66W9-P66W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/ he

 INPUT STRING:	الباقي
     IS_TRANS:	AlbAqy
        INDEX:	P66W8
      OFFSETS:	35-41
       TOKENS:	P66W10-P66W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlbAqiy_1]
   UNSPLITVOC:	(AlbAqiy)
          POS:	DET+ADJ
          VOC:	Al+bAqiy
        GLOSS:	the+remaining

 INPUT STRING:	سيزار
     IS_TRANS:	syzAr
        INDEX:	P67W1
      OFFSETS:	0-5
       TOKENS:	P67W1-P67W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyzAr_1]
   UNSPLITVOC:	(siyzAr)
          POS:	NOUN_PROP
          VOC:	siyzAr
        GLOSS:	sizar

 INPUT STRING:	ميحسش
     IS_TRANS:	myHs$
        INDEX:	P67W2
      OFFSETS:	6-11
       TOKENS:	P67W2-P67W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Has~_1]
   UNSPLITVOC:	(mAyiHis~$)
          POS:	NEG_PART+IV3MS+IV+NEG_PART
          VOC:	mA+yi+His~+$
        GLOSS:	not+he/it+feel+not

 INPUT STRING:	بفساد
     IS_TRANS:	bfsAd
        INDEX:	P67W3
      OFFSETS:	12-17
       TOKENS:	P67W5-P67W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fasAd_1]
   UNSPLITVOC:	(bifasAd)
          POS:	PREP+NOUN
          VOC:	bi+fasAd
        GLOSS:	with/by+corruption

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P67W4
      OFFSETS:	18-24
       TOKENS:	P67W7-P67W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+methodology/system/order/methodologies/systems

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P67W5
      OFFSETS:	25-28
       TOKENS:	P67W8-P67W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlA)
          POS:	TYPO
          VOC:	AlA
        GLOSS:	nogloss

 INPUT STRING:	الي
     IS_TRANS:	Aly
        INDEX:	P67W6
      OFFSETS:	29-32
       TOKENS:	P67W9-P67W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	اتقرص
     IS_TRANS:	AtqrS
        INDEX:	P67W7
      OFFSETS:	33-38
       TOKENS:	P67W10-P67W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<itoqaraS_1]
   UNSPLITVOC:	(<itoqaraS)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	<itoqaraS+(null)
        GLOSS:	be pinched/be bitten+he/it

 INPUT STRING:	منه
     IS_TRANS:	mnh
        INDEX:	P67W8
      OFFSETS:	39-42
       TOKENS:	P67W11-P67W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+it/him

 INPUT STRING:	تعرف
     IS_TRANS:	tErf
        INDEX:	P68W1
      OFFSETS:	0-4
       TOKENS:	P68W1-P68W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(tiEoraf)
          POS:	IV2MS+IV
          VOC:	ti+Eoraf
        GLOSS:	you+know/be known

 INPUT STRING:	سيزار
     IS_TRANS:	syzAr
        INDEX:	P68W2
      OFFSETS:	5-10
       TOKENS:	P68W2-P68W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyzAr_1]
   UNSPLITVOC:	(siyzAr)
          POS:	NOUN_PROP
          VOC:	siyzAr
        GLOSS:	sizar

 INPUT STRING:	اولاد
     IS_TRANS:	AwlAd
        INDEX:	P68W3
      OFFSETS:	11-16
       TOKENS:	P68W3-P68W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(>awolAd)
          POS:	NOUN
          VOC:	>awolAd
        GLOSS:	child/son

 INPUT STRING:	عماتي
     IS_TRANS:	EmAty
        INDEX:	P68W4
      OFFSETS:	17-22
       TOKENS:	P68W4-P68W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~ap_1]
   UNSPLITVOC:	(Eam~Atiy)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_1S
          VOC:	Eam~+At+iy
        GLOSS:	paternal aunt+[fem.pl.]+my

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P68W5
      OFFSETS:	23-27
       TOKENS:	P68W6-P68W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	اتقتل
     IS_TRANS:	Atqtl
        INDEX:	P68W6
      OFFSETS:	28-33
       TOKENS:	P68W7-P68W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Aitqatal_1]
   UNSPLITVOC:	(Aitoqatal)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	Aitoqatal+(null)
        GLOSS:	be killed+he/it

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P68W7
      OFFSETS:	34-37
       TOKENS:	P68W8-P68W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	by

 INPUT STRING:	ايد
     IS_TRANS:	Ayd
        INDEX:	P68W8
      OFFSETS:	38-41
       TOKENS:	P68W9-P68W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iyd)
          POS:	NOUN
          VOC:	<iyd
        GLOSS:	hand

 INPUT STRING:	ظابط
     IS_TRANS:	ZAbT
        INDEX:	P68W9
      OFFSETS:	42-46
       TOKENS:	P68W10-P68W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZAbiT_1]
   UNSPLITVOC:	(ZAbiT)
          POS:	NOUN
          VOC:	ZAbiT
        GLOSS:	officer/controller

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P68W10
      OFFSETS:	47-49
       TOKENS:	P68W11-P68W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	سنه
     IS_TRANS:	snh
        INDEX:	P68W11
      OFFSETS:	50-53
       TOKENS:	P68W12-P68W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year/years+[fem.sg.]

 INPUT STRING:	2000
     IS_TRANS:	2000
        INDEX:	P68W12
      OFFSETS:	54-58
       TOKENS:	P68W13-P68W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[2000_1]
   UNSPLITVOC:	(2000)
          POS:	NOUN_NUM
          VOC:	2000
        GLOSS:	2000

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P68W13
      OFFSETS:	59-63
       TOKENS:	P68W14-P68W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$a>on_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$a>on
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	الانتخابات
     IS_TRANS:	AlAntxAbAt
        INDEX:	P68W14
      OFFSETS:	64-74
       TOKENS:	P68W16-P68W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotixAb_1]
   UNSPLITVOC:	(Al<inotixAbAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+<inotixAb+At
        GLOSS:	the+elections/selections+[fem.pl.]

 INPUT STRING:	انضرب
     IS_TRANS:	AnDrb
        INDEX:	P68W15
      OFFSETS:	75-80
       TOKENS:	P68W17-P68W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[AinDarab_1]
   UNSPLITVOC:	(AinoDarab)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	AinoDarab+(null)
        GLOSS:	strike/hit/be struck/be hit+he/it

 INPUT STRING:	بدون
     IS_TRANS:	bdwn
        INDEX:	P68W16
      OFFSETS:	81-85
       TOKENS:	P68W18-P68W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[biduwn_1]
   UNSPLITVOC:	(biduwn)
          POS:	NOUN
          VOC:	biduwn
        GLOSS:	without

 INPUT STRING:	محاكمه
     IS_TRANS:	mHAkmh
        INDEX:	P68W17
      OFFSETS:	86-92
       TOKENS:	P68W19-P68W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAkomap_1]
   UNSPLITVOC:	(muHAkomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	muHAkom+ap
        GLOSS:	judicial proceeding/legal prosecution+[fem.sg.]

 INPUT STRING:	سيزار
     IS_TRANS:	syzAr
        INDEX:	P68W18
      OFFSETS:	93-98
       TOKENS:	P68W20-P68W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyzAr_1]
   UNSPLITVOC:	(siyzAr)
          POS:	NOUN_PROP
          VOC:	siyzAr
        GLOSS:	sizar

 INPUT STRING:	وللاسف
     IS_TRANS:	wllAsf
        INDEX:	P69W1
      OFFSETS:	0-6
       TOKENS:	P69W1-P69W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(wilil>asaf)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wi+li+Al+>asaf
        GLOSS:	and+for/to+the+regret/sorry

 INPUT STRING:	شوهوا
     IS_TRANS:	$whwA
        INDEX:	P69W2
      OFFSETS:	7-12
       TOKENS:	P69W4-P69W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aw~ah_1]
   UNSPLITVOC:	($aw~ihuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	$aw~ih+uwA
        GLOSS:	be deformed/be distorted/become ugly+they [verb]

 INPUT STRING:	صوره
     IS_TRANS:	Swrh
        INDEX:	P69W3
      OFFSETS:	13-17
       TOKENS:	P69W5-P69W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwaruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Suwar+uh
        GLOSS:	form+his/its

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P69W4
      OFFSETS:	18-21
       TOKENS:	P69W7-P69W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	القتل
     IS_TRANS:	Alqtl
        INDEX:	P69W5
      OFFSETS:	22-27
       TOKENS:	P69W8-P69W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qatol_1]
   UNSPLITVOC:	(Alqatol)
          POS:	DET+NOUN
          VOC:	Al+qatol
        GLOSS:	the+murder/killing

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P69W6
      OFFSETS:	28-30
       TOKENS:	P69W9-P69W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/such as

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P69W7
      OFFSETS:	31-33
       TOKENS:	P69W10-P69W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	حصل
     IS_TRANS:	HSl
        INDEX:	P69W8
      OFFSETS:	34-37
       TOKENS:	P69W11-P69W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSal)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	HaSal+(null)
        GLOSS:	occur/happen/take place+he/it

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P69W9
      OFFSETS:	38-40
       TOKENS:	P69W12-P69W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with

 INPUT STRING:	خالد
     IS_TRANS:	xAld
        INDEX:	P69W10
      OFFSETS:	41-45
       TOKENS:	P69W13-P69W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAlid_1]
   UNSPLITVOC:	(xAlid)
          POS:	NOUN_PROP
          VOC:	xAlid
        GLOSS:	Khalid

 INPUT STRING:	سعيد
     IS_TRANS:	sEyd
        INDEX:	P69W11
      OFFSETS:	46-50
       TOKENS:	P69W14-P69W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saEiyd_1]
   UNSPLITVOC:	(saEiyd)
          POS:	NOUN_PROP
          VOC:	saEiyd
        GLOSS:	Said/Saeed

 INPUT STRING:	وكان
     IS_TRANS:	wkAn
        INDEX:	P69W12
      OFFSETS:	51-55
       TOKENS:	P69W15-P69W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikAn)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+kAn+(null)
        GLOSS:	and+be+he/it

 INPUT STRING:	اخوه
     IS_TRANS:	Axwh
        INDEX:	P69W13
      OFFSETS:	56-60
       TOKENS:	P69W17-P69W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ax_1]
   UNSPLITVOC:	(>axuwhu)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	>axuw+hu
        GLOSS:	brother+its/his

 INPUT STRING:	الصغير
     IS_TRANS:	AlSgyr
        INDEX:	P69W14
      OFFSETS:	61-67
       TOKENS:	P69W19-P69W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sugay~ar_1]
   UNSPLITVOC:	(AlS~ugay~ar)
          POS:	DET+ADJ
          VOC:	Al+Sugay~ar
        GLOSS:	the+small/young

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P69W15
      OFFSETS:	68-70
       TOKENS:	P69W20-P69W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/ he

 INPUT STRING:	الشاهد
     IS_TRANS:	Al$Ahd
        INDEX:	P69W16
      OFFSETS:	71-77
       TOKENS:	P69W21-P69W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ahid_1]
   UNSPLITVOC:	(Al$~Ahid)
          POS:	DET+ADJ
          VOC:	Al+$Ahid
        GLOSS:	the+witness/spectator/witnesses/spectators

 INPUT STRING:	الوحيد
     IS_TRANS:	AlwHyd
        INDEX:	P69W17
      OFFSETS:	78-84
       TOKENS:	P69W22-P69W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHiyd_1]
   UNSPLITVOC:	(AlwaHiyd)
          POS:	DET+ADJ
          VOC:	Al+waHiyd
        GLOSS:	the+only/sole/alone/exclusive

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P69W18
      OFFSETS:	85-88
       TOKENS:	P69W23-P69W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الواقعه
     IS_TRANS:	AlwAqEh
        INDEX:	P69W19
      OFFSETS:	89-96
       TOKENS:	P69W24-P69W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAqiEap_1]
   UNSPLITVOC:	(AlwAqiEap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+wAqiE+ap
        GLOSS:	the+incident+[fem.sg.]

 INPUT STRING:	اعتقلوه
     IS_TRANS:	AEtqlwh
        INDEX:	P70W1
      OFFSETS:	0-7
       TOKENS:	P70W1-P70W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotaqal_1]
   UNSPLITVOC:	(AiEotaqaluwh)
          POS:	PV+PVSUFF_SUBJ:3P+PVSUFF_DO:3MS
          VOC:	AiEotaqal+uwA+uh
        GLOSS:	arrest/detain+they [verb]+it/him

 INPUT STRING:	وبعد
     IS_TRANS:	wbEd
        INDEX:	P70W2
      OFFSETS:	8-12
       TOKENS:	P70W3-P70W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(wibaEod)
          POS:	CONJ+NOUN
          VOC:	wi+baEod
        GLOSS:	and+after

 INPUT STRING:	يومين
     IS_TRANS:	ywmyn
        INDEX:	P70W3
      OFFSETS:	13-18
       TOKENS:	P70W5-P70W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yuwmayn)
          POS:	NOUN+NSUFF_MASC_DU
          VOC:	yuwm+ayn
        GLOSS:	today/some day/ever/days+two

 INPUT STRING:	جلنا
     IS_TRANS:	jlnA
        INDEX:	P70W4
      OFFSETS:	19-23
       TOKENS:	P70W6-P70W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(jlnA)
          POS:	NO_FUNC
          VOC:	jlnA
        GLOSS:	nogloss

 INPUT STRING:	نبأ
     IS_TRANS:	nb>
        INDEX:	P70W5
      OFFSETS:	24-27
       TOKENS:	P70W7-P70W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naba>_1]
   UNSPLITVOC:	(naba>)
          POS:	NOUN
          VOC:	naba>
        GLOSS:	news item/report

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P70W6
      OFFSETS:	28-31
       TOKENS:	P70W8-P70W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	انتحر
     IS_TRANS:	AntHr
        INDEX:	P70W7
      OFFSETS:	32-37
       TOKENS:	P70W10-P70W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotaHar_1]
   UNSPLITVOC:	(<inotaHar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	<inotaHar+(null)
        GLOSS:	commit suicide+he/it

 INPUT STRING:	تعرف
     IS_TRANS:	tErf
        INDEX:	P71W1
      OFFSETS:	0-4
       TOKENS:	P71W1-P71W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(tiEoraf)
          POS:	IV2MS+IV
          VOC:	ti+Eoraf
        GLOSS:	you+know/be known

 INPUT STRING:	انتحر
     IS_TRANS:	AntHr
        INDEX:	P71W2
      OFFSETS:	5-10
       TOKENS:	P71W2-P71W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotaHar_1]
   UNSPLITVOC:	(<inotaHar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	<inotaHar+(null)
        GLOSS:	commit suicide+he/it

 INPUT STRING:	ازاي
     IS_TRANS:	AzAy
        INDEX:	P71W3
      OFFSETS:	11-15
       TOKENS:	P71W3-P71W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	How

 INPUT STRING:	سيزار
     IS_TRANS:	syzAr
        INDEX:	P71W4
      OFFSETS:	16-21
       TOKENS:	P71W4-P71W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyzAr_1]
   UNSPLITVOC:	(siyzAr)
          POS:	NOUN_PROP
          VOC:	siyzAr
        GLOSS:	sizar

 INPUT STRING:	قطعوا
     IS_TRANS:	qTEwA
        INDEX:	P72W1
      OFFSETS:	0-5
       TOKENS:	P72W1-P72W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaTaE_1]
   UNSPLITVOC:	(qaTaEuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	qaTaE+uwA
        GLOSS:	cut apart+they

 INPUT STRING:	شرايين
     IS_TRANS:	$rAyyn
        INDEX:	P72W2
      OFFSETS:	6-12
       TOKENS:	P72W2-P72W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uroyAn_1]
   UNSPLITVOC:	($arAyiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	$arAy+iyn
        GLOSS:	arteries+[masc.pl.]

 INPUT STRING:	ايده
     IS_TRANS:	Aydh
        INDEX:	P72W3
      OFFSETS:	13-17
