 INPUT STRING:	نظرية
       TOKENS:	P40W4-P40W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiTAE_1]
   UNSPLITVOC:	(biAlqiTAE)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+qiTAE
        GLOSS:	with/by+the+sector/section

 INPUT STRING:	العام
     IS_TRANS:	AlEAm
        INDEX:	P40W4
      OFFSETS:	26-31
       TOKENS:	P40W6-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(AlEAm)
          POS:	DET+ADJ
          VOC:	Al+EAm
        GLOSS:	the+general/common/public

 INPUT STRING:	وهى
     IS_TRANS:	whY
        INDEX:	P40W5
      OFFSETS:	32-35
       TOKENS:	P40W7-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(wihiy~a)
          POS:	CONJ+DEM_PRON_FS
          VOC:	wi+hiy~a
        GLOSS:	and+she/it

 INPUT STRING:	30
     IS_TRANS:	30
        INDEX:	P40W6
      OFFSETS:	36-38
       TOKENS:	P40W9-P40W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(30)
          POS:	ADJ_NUM
          VOC:	30
        GLOSS:	30

 INPUT STRING:	%
     IS_TRANS:	%
        INDEX:	P40W7
      OFFSETS:	38-39
       TOKENS:	P40W10-P40W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(%)
          POS:	PUNC
          VOC:	%
        GLOSS:	%

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P40W8
      OFFSETS:	40-42
       TOKENS:	P40W11-P40W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المرتب
     IS_TRANS:	Almrtb
        INDEX:	P40W9
      OFFSETS:	43-49
       TOKENS:	P40W12-P40W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[murat~ab_1]
   UNSPLITVOC:	(Almurat~ab)
          POS:	DET+NOUN
          VOC:	Al+murat~ab
        GLOSS:	the+salary/pay

 INPUT STRING:	الاساسى
     IS_TRANS:	AlAsAsY
        INDEX:	P40W10
      OFFSETS:	50-57
       TOKENS:	P40W13-P40W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AasAsiy_1]
   UNSPLITVOC:	(AlAsAsiy)
          POS:	DET+ADJ
          VOC:	Al+AsAsiy
        GLOSS:	the+basic/fundamental

 INPUT STRING:	اولا
     IS_TRANS:	AwlA
        INDEX:	P41W1
      OFFSETS:	1-5
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~alAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	>aw~al+AF
        GLOSS:	first of all/primarily/in the first place+[acc.indef.]

 INPUT STRING:	العاملين
     IS_TRANS:	AlEAmlyn
        INDEX:	P41W2
      OFFSETS:	6-14
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(AlEAmoliyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+EAmol+iyn
        GLOSS:	the+worker/workers+two

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P41W3
      OFFSETS:	15-17
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	القطاع
     IS_TRANS:	AlqTAE
        INDEX:	P41W4
      OFFSETS:	18-24
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiTAE_1]
   UNSPLITVOC:	(AlqiTAE)
          POS:	DET+NOUN
          VOC:	Al+qiTAE
        GLOSS:	the+sector/section

 INPUT STRING:	العام
     IS_TRANS:	AlEAm
        INDEX:	P41W5
      OFFSETS:	25-30
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(AlEAm)
          POS:	DET+ADJ
          VOC:	Al+EAm
        GLOSS:	the+general/common/public

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P41W6
      OFFSETS:	31-34
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(kAm)
          POS:	INTERROG_PRON
          VOC:	kAm
        GLOSS:	how many/hox much

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P41W7
      OFFSETS:	35-39
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	والخصخصة
     IS_TRANS:	wAlxSxSp
        INDEX:	P41W8
      OFFSETS:	40-48
       TOKENS:	P41W8-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaSoxaSap_1]
   UNSPLITVOC:	(wiAlxaSoxaSap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+xaSoxaS+ap
        GLOSS:	and+the+privatization+[fem.sg.]

 INPUT STRING:	خلتهم
     IS_TRANS:	xlthm
        INDEX:	P41W9
      OFFSETS:	49-54
       TOKENS:	P41W10-P41W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(xal~ithum)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:3P
          VOC:	xal~+it+hum
        GLOSS:	release/evacuate/allow/be released/be evacuated/be allowed+it/they/she+them

 INPUT STRING:	كام
     IS_TRANS:	kAm
        INDEX:	P41W10
      OFFSETS:	55-58
       TOKENS:	P41W12-P41W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAm_1]
   UNSPLITVOC:	(kAm)
          POS:	INTERROG_PRON
          VOC:	kAm
        GLOSS:	how many/how much

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P42W1
      OFFSETS:	1-4
       TOKENS:	P42W1-P42W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	والقطاع
     IS_TRANS:	wAlqTAE
        INDEX:	P42W2
      OFFSETS:	5-12
       TOKENS:	P42W2-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiTAE_1]
   UNSPLITVOC:	(wiAlqiTAE)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+qiTAE
        GLOSS:	and+the+sector/section

 INPUT STRING:	الخاص
     IS_TRANS:	AlxAS
        INDEX:	P42W3
      OFFSETS:	13-18
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAS~_1]
   UNSPLITVOC:	(AlxAS~)
          POS:	DET+ADJ
          VOC:	Al+xAS~
        GLOSS:	the+special/specific

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W4
      OFFSETS:	19-20
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	ولاد
     IS_TRANS:	wlAd
        INDEX:	P42W5
      OFFSETS:	20-24
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(wilAd)
          POS:	NOUN
          VOC:	wilAd
        GLOSS:	child/son

 INPUT STRING:	البطة
     IS_TRANS:	AlbTp
        INDEX:	P42W6
      OFFSETS:	25-30
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baT~ap_1]
   UNSPLITVOC:	(AlbaT~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+baT~+ap
        GLOSS:	the+duck+[fem.sg.]

 INPUT STRING:	السودة
     IS_TRANS:	Alswdp
        INDEX:	P42W7
      OFFSETS:	31-37
       TOKENS:	P42W8-P42W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[suwdap_1]
   UNSPLITVOC:	(Alswdap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+swd+ap
        GLOSS:	the+black+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W8
      OFFSETS:	38-39
       TOKENS:	P42W9-P42W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P42W9
      OFFSETS:	39-40
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P43W1
      OFFSETS:	1-4
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good/pleasant

 INPUT STRING:	اذا
     IS_TRANS:	A*A
        INDEX:	P43W2
      OFFSETS:	5-8
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai*A_1]
   UNSPLITVOC:	(<i*A)
          POS:	SUB_CONJ
          VOC:	<i*A
        GLOSS:	if

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P43W3
      OFFSETS:	9-12
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	الاساسى
     IS_TRANS:	AlAsAsY
        INDEX:	P43W4
      OFFSETS:	13-20
       TOKENS:	P43W4-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AasAsiy_1]
   UNSPLITVOC:	(AlAsAsiy)
          POS:	DET+ADJ
          VOC:	Al+AsAsiy
        GLOSS:	the+principal

 INPUT STRING:	بتاع
     IS_TRANS:	btAE
        INDEX:	P43W5
      OFFSETS:	21-25
       TOKENS:	P43W5-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAE)
          POS:	NOUN
          VOC:	bitAE
        GLOSS:	of

 INPUT STRING:	مدير
     IS_TRANS:	mdyr
        INDEX:	P43W6
      OFFSETS:	26-30
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mudiyr_1]
   UNSPLITVOC:	(mudiyr)
          POS:	NOUN
          VOC:	mudiyr
        GLOSS:	director/manager/chief/directors/managers

 INPUT STRING:	ادارة
     IS_TRANS:	AdArp
        INDEX:	P43W7
      OFFSETS:	31-36
       TOKENS:	P43W7-P43W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AidArap_1]
   UNSPLITVOC:	(<idArap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	AidAr+ap
        GLOSS:	administration/management/bureau+[fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P43W8
      OFFSETS:	37-39
       TOKENS:	P43W8-P43W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يتجاوز
     IS_TRANS:	ytjAwz
        INDEX:	P43W9
      OFFSETS:	40-46
       TOKENS:	P43W9-P43W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tajAwiz_1]
   UNSPLITVOC:	(yitojAwoz)
          POS:	IV3MS+IV
          VOC:	yi+tojAwiz
        GLOSS:	he/it+NOT_IN_LEXICON

 INPUT STRING:	باى
     IS_TRANS:	bAY
        INDEX:	P43W10
      OFFSETS:	47-50
       TOKENS:	P43W10-P43W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(bi>ay~)
          POS:	PREP+NOUN_QUANT
          VOC:	bi+>ay~
        GLOSS:	with/by+any

 INPUT STRING:	حال
     IS_TRANS:	HAl
        INDEX:	P43W11
      OFFSETS:	51-54
       TOKENS:	P43W12-P43W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(HAl)
          POS:	NOUN
          VOC:	HAl
        GLOSS:	situation/condition/case/situations/conditions/cases

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P43W12
      OFFSETS:	55-57
       TOKENS:	P43W13-P43W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الاحوال
     IS_TRANS:	AlAHwAl
        INDEX:	P43W13
      OFFSETS:	58-65
       TOKENS:	P43W14-P43W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(AlAHowAl)
          POS:	DET+NOUN
          VOC:	Al+AHowAl
        GLOSS:	the+situation/condition/case/situations/conditions/cases

 INPUT STRING:	300
     IS_TRANS:	300
        INDEX:	P43W14
      OFFSETS:	66-69
       TOKENS:	P43W15-P43W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(300)
          POS:	ADJ_NUM
          VOC:	300
        GLOSS:	300

 INPUT STRING:	جنيه
     IS_TRANS:	jnyh
        INDEX:	P43W15
      OFFSETS:	70-74
       TOKENS:	P43W16-P43W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jinayh_1]
   UNSPLITVOC:	(jinayh)
          POS:	NOUN
          VOC:	jinayh
        GLOSS:	pound

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P43W16
      OFFSETS:	75-79
       TOKENS:	P43W17-P43W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+remain

 INPUT STRING:	علاوة
     IS_TRANS:	ElAwp
        INDEX:	P43W17
      OFFSETS:	80-85
       TOKENS:	P43W18-P43W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EilAwap_1]
   UNSPLITVOC:	(EilAwap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	EilAw+ap
        GLOSS:	increase/raise/bonus/increases/raises/bonuses/in addition+[fem.sg.]

 INPUT STRING:	بحد
     IS_TRANS:	bHd
        INDEX:	P43W18
      OFFSETS:	86-89
       TOKENS:	P43W19-P43W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(biHad~)
          POS:	PREP+NOUN
          VOC:	bi+Had~
        GLOSS:	with/by+extent/limit/level/border/frontier/limits

 INPUT STRING:	اقصى
     IS_TRANS:	AqSY
        INDEX:	P43W19
      OFFSETS:	90-94
       TOKENS:	P43W21-P43W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqoSaY_1]
   UNSPLITVOC:	(>aqoSaY)
          POS:	ADJ_COMP
          VOC:	>aqoSaY
        GLOSS:	farthest/most remote/farthest/remotest

 INPUT STRING:	90
     IS_TRANS:	90
        INDEX:	P43W20
      OFFSETS:	95-97
       TOKENS:	P43W22-P43W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(90)
          POS:	ADJ_NUM
          VOC:	90
        GLOSS:	90

 INPUT STRING:	جنيه
     IS_TRANS:	jnyh
        INDEX:	P43W21
      OFFSETS:	98-102
       TOKENS:	P43W23-P43W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jinayh_1]
   UNSPLITVOC:	(jinayh)
          POS:	NOUN
          VOC:	jinayh
        GLOSS:	pond

 INPUT STRING:	ياحلاوة
     IS_TRANS:	yAHlAwp
        INDEX:	P44W1
      OFFSETS:	1-8
       TOKENS:	P44W1-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HalAwap_1]
   UNSPLITVOC:	(yAHalAwap)
          POS:	VOC_PART+NOUN+NSUFF_FEM_SG
          VOC:	yaA+HalAw+ap
        GLOSS:	oh+sweet+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P45W1
      OFFSETS:	1-4
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	حاسس
     IS_TRANS:	HAss
        INDEX:	P45W2
      OFFSETS:	5-9
       TOKENS:	P45W2-P45W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAsis_1]
   UNSPLITVOC:	(HAsis)
          POS:	ADJ.VN
          VOC:	HAsis
        GLOSS:	feeling

 INPUT STRING:	بمؤامرة
     IS_TRANS:	bm&Amrp
        INDEX:	P45W3
      OFFSETS:	10-17
       TOKENS:	P45W3-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&Amorap_1]
   UNSPLITVOC:	(bimu&Amorap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+mu&Amor+ap
        GLOSS:	with/by+plot/conspiracy+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P45W4
      OFFSETS:	18-20
       TOKENS:	P45W5-P45W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P45W5
      OFFSETS:	21-26
       TOKENS:	P45W6-P45W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	kalAm+ak
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	اولا
     IS_TRANS:	AwlA
        INDEX:	P46W1
      OFFSETS:	1-5
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~alAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	>aw~al+AF
        GLOSS:	first of all/primarily/in the first place+[acc.indef.]

 INPUT STRING:	للاسف
     IS_TRANS:	llAsf
        INDEX:	P46W2
      OFFSETS:	6-11
       TOKENS:	P46W2-P46W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(lil>asaf)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+>asaf
        GLOSS:	for/to+the+regret/sorry

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P46W3
      OFFSETS:	12-14
       TOKENS:	P46W4-P46W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she/it

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P46W4
      OFFSETS:	15-19
       TOKENS:	P46W5-P46W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	مؤامرة
     IS_TRANS:	m&Amrp
        INDEX:	P46W5
      OFFSETS:	20-26
       TOKENS:	P46W6-P46W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&Amorap_1]
   UNSPLITVOC:	(mu&Amorap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mu&Amor+ap
        GLOSS:	plot/conspiracy+[fem.sg.]

 INPUT STRING:	وللاسف
     IS_TRANS:	wllAsf
        INDEX:	P47W1
      OFFSETS:	1-7
       TOKENS:	P47W1-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asaf_1]
   UNSPLITVOC:	(wilil>asaf)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wi+li+Al+>asaf
        GLOSS:	and+for/to+the+regret/sorry

 INPUT STRING:	الاحساس
     IS_TRANS:	AlAHsAs
        INDEX:	P47W2
      OFFSETS:	8-15
       TOKENS:	P47W4-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHosAs_1]
   UNSPLITVOC:	(AlAiHosAs)
          POS:	DET+NOUN
          VOC:	Al+AiHosAs
        GLOSS:	the+feeling/sensitivity

 INPUT STRING:	المصرى
     IS_TRANS:	AlmSrY
        INDEX:	P47W3
      OFFSETS:	16-22
       TOKENS:	P47W5-P47W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy)
          POS:	DET+ADJ
          VOC:	Al+maSoriy
        GLOSS:	the+Egyptian

 INPUT STRING:	غالبا
     IS_TRANS:	gAlbA
        INDEX:	P47W4
      OFFSETS:	23-28
       TOKENS:	P47W6-P47W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gAlib_1]
   UNSPLITVOC:	(gAlibAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	gAlib+AF
        GLOSS:	majority/predominant/generally/commonly/typically+[acc.indef.]

 INPUT STRING:	بيكون
     IS_TRANS:	bykwn
        INDEX:	P47W5
      OFFSETS:	29-34
       TOKENS:	P47W7-P47W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(biyikuwn)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+kuwn
        GLOSS:	[present-tense]+he/it+be

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P47W6
      OFFSETS:	35-37
       TOKENS:	P47W9-P47W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
