 INPUT STRING:	قال
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(AlkalAm)
          POS:	DET+NOUN
          VOC:	Al+kalAm
        GLOSS:	the+speech/statement/remark/talk/saying

 INPUT STRING:	هيكون
     IS_TRANS:	hykwn
        INDEX:	P40W10
      OFFSETS:	44-49
       TOKENS:	P40W10-P40W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Hayikuwn)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+kuwn
        GLOSS:	will+he/it+be

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P40W11
      OFFSETS:	50-52
       TOKENS:	P40W12-P40W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/same as

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P40W12
      OFFSETS:	53-55
       TOKENS:	P40W13-P40W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	إنتى
     IS_TRANS:	<ntY
        INDEX:	P40W13
      OFFSETS:	56-60
       TOKENS:	P40W14-P40W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you

 INPUT STRING:	قلتى
     IS_TRANS:	qltY
        INDEX:	P40W14
      OFFSETS:	61-65
       TOKENS:	P40W15-P40W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qultiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	qul+tiy
        GLOSS:	said/say/be said/say/(for example)+you

 INPUT STRING:	ولكن
     IS_TRANS:	wlkn
        INDEX:	P41W1
      OFFSETS:	0-4
       TOKENS:	P41W1-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(wilakin)
          POS:	CONJ+CONJ
          VOC:	wi+lakin
        GLOSS:	and+but

 INPUT STRING:	أختى
     IS_TRANS:	>xtY
        INDEX:	P41W2
      OFFSETS:	5-9
       TOKENS:	P41W3-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(>uxotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	>uxot+iy
        GLOSS:	sister/counterpart/sisters+my

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P41W3
      OFFSETS:	10-13
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(layosa)
          POS:	NEG_PART
          VOC:	layosa
        GLOSS:	not

 INPUT STRING:	الحال
     IS_TRANS:	AlHAl
        INDEX:	P41W4
      OFFSETS:	14-19
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(AlHAl)
          POS:	DET+NOUN
          VOC:	Al+HAl
        GLOSS:	the+situation/condition/case/situations/conditions/cases

 INPUT STRING:	أسود
     IS_TRANS:	>swd
        INDEX:	P41W5
      OFFSETS:	20-24
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisowid_1]
   UNSPLITVOC:	(Aisowid)
          POS:	ADJ
          VOC:	Aisowid
        GLOSS:	black

 INPUT STRING:	كما
     IS_TRANS:	kmA
        INDEX:	P41W6
      OFFSETS:	25-28
       TOKENS:	P41W8-P41W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(kamA)
          POS:	PREP+REL_PRON
          VOC:	ka+mA
        GLOSS:	like/such as+what/which

 INPUT STRING:	تظنين
     IS_TRANS:	tZnyn
        INDEX:	P41W7
      OFFSETS:	29-34
       TOKENS:	P41W10-P41W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Zan~_1]
   UNSPLITVOC:	(tiZun~iyn)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+Zun~+iyn
        GLOSS:	you [fem.sg.]+think/believe/presume+[fem.sg.]

 INPUT STRING:	فكما
     IS_TRANS:	fkmA
        INDEX:	P42W1
      OFFSETS:	0-4
       TOKENS:	P42W1-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(fakamA)
          POS:	CONNEC_PART+PREP+REL_PRON
          VOC:	fa+ka+mA
        GLOSS:	so/and+like/such as+what/which

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P42W2
      OFFSETS:	5-7
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although,even if, despite, in spite of the fact that, verily, truly

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P42W3
      OFFSETS:	8-12
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	أناس
     IS_TRANS:	>nAs
        INDEX:	P42W4
      OFFSETS:	13-17
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<inosAn_1]
   UNSPLITVOC:	(>unAs)
          POS:	NOUN
          VOC:	>unAs
        GLOSS:	human beings

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P42W5
      OFFSETS:	18-21
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layosa_1]
   UNSPLITVOC:	(layosa)
          POS:	NEG_PART
          VOC:	layosa
        GLOSS:	not

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P42W6
      OFFSETS:	22-25
       TOKENS:	P42W8-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for/to+they

 INPUT STRING:	تفكير
     IS_TRANS:	tfkyr
        INDEX:	P42W7
      OFFSETS:	26-31
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tafokiyr_1]
   UNSPLITVOC:	(tafokiyr)
          POS:	NOUN
          VOC:	tafokiyr
        GLOSS:	thinking/meditation/reflection

 INPUT STRING:	إلا
     IS_TRANS:	<lA
        INDEX:	P42W8
      OFFSETS:	32-35
       TOKENS:	P42W11-P42W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	PREP
          VOC:	<il~A
        GLOSS:	except

 INPUT STRING:	التوافه
     IS_TRANS:	AltwAfh
        INDEX:	P42W9
      OFFSETS:	36-43
       TOKENS:	P42W12-P42W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tAfihap_1]
   UNSPLITVOC:	(AltawAfih)
          POS:	DET+NOUN
          VOC:	Al+tawAfih
        GLOSS:	the+trivialities

 INPUT STRING:	أيضا
     IS_TRANS:	>yDA
        INDEX:	P42W10
      OFFSETS:	44-48
       TOKENS:	P42W13-P42W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ayoDAF_1]
   UNSPLITVOC:	(>ayoDAF)
          POS:	ADV
          VOC:	>ayoDAF
        GLOSS:	also, too, as well (as), along with, in addition (to)

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P42W11
      OFFSETS:	49-53
       TOKENS:	P42W14-P42W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	الأكثر
     IS_TRANS:	Al>kvr
        INDEX:	P42W12
      OFFSETS:	54-60
       TOKENS:	P42W15-P42W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakovar_1]
   UNSPLITVOC:	(Al>akovar)
          POS:	DET+NOUN_QUANT
          VOC:	Al+>akovar
        GLOSS:	the+more, most, majority

 INPUT STRING:	الذين
     IS_TRANS:	Al*yn
        INDEX:	P42W13
      OFFSETS:	61-66
       TOKENS:	P42W16-P42W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ail~a*iyna_1]
   UNSPLITVOC:	(Al~a*iyna)
          POS:	REL_PRON
          VOC:	Al~a*iyna
        GLOSS:	that/who

 INPUT STRING:	يكرثون
     IS_TRANS:	ykrvwn
        INDEX:	P42W14
      OFFSETS:	67-73
       TOKENS:	P42W17-P42W17
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(ykrvwn)
          POS:	NO_FUNC
          VOC:	ykrvwn
        GLOSS:	nogloss

 INPUT STRING:	وقتهم
     IS_TRANS:	wqthm
        INDEX:	P42W15
      OFFSETS:	74-79
       TOKENS:	P42W18-P42W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqot_1]
   UNSPLITVOC:	(waqotuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	waqot+hum
        GLOSS:	moments/times+their

 INPUT STRING:	وجهدهم
     IS_TRANS:	wjhdhm
        INDEX:	P42W16
      OFFSETS:	80-86
       TOKENS:	P42W20-P42W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[juhod_1]
   UNSPLITVOC:	(wijuhoduhum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wi+juhod+hum
        GLOSS:	and+strain/exertion+their

 INPUT STRING:	ومالهم
     IS_TRANS:	wmAlhm
        INDEX:	P42W17
      OFFSETS:	87-93
       TOKENS:	P42W23-P42W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAl_1]
   UNSPLITVOC:	(wimAlhum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wi+mAl+hum
        GLOSS:	and+money/capital/funds/assets/capital/funds+their

 INPUT STRING:	للإسلام
     IS_TRANS:	ll<slAm
        INDEX:	P42W18
      OFFSETS:	94-101
       TOKENS:	P42W26-P42W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAm_1]
   UNSPLITVOC:	(lil<isolAm)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+<isolAm
        GLOSS:	to/for+the+Islam

 INPUT STRING:	والمسلمين
     IS_TRANS:	wAlmslmyn
        INDEX:	P42W19
      OFFSETS:	102-111
       TOKENS:	P42W28-P42W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[musolim_1]
   UNSPLITVOC:	(wiAlmusolimiyn)
          POS:	CONJ+DET+NOUN+NSUFF_MASC_PL
          VOC:	wi+Al+musolim+iyn
        GLOSS:	and+the+Muslim+[masc.pl.]

 INPUT STRING:	فلا
     IS_TRANS:	flA
        INDEX:	P43W1
      OFFSETS:	0-3
       TOKENS:	P43W1-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(falA)
          POS:	CONJ+NEG_PART
          VOC:	fa+lA
        GLOSS:	so/and+no/not

 INPUT STRING:	تحزنى
     IS_TRANS:	tHznY
        INDEX:	P43W2
      OFFSETS:	4-9
       TOKENS:	P43W3-P43W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hazan_1]
   UNSPLITVOC:	(taHozaniy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ta+Hozan+iy
        GLOSS:	you [fem.sg.]+be sad/grieve+[fem.sg.]

 INPUT STRING:	ولكن
     IS_TRANS:	wlkn
        INDEX:	P43W3
      OFFSETS:	10-14
       TOKENS:	P43W4-P43W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(wilakin)
          POS:	CONJ+CONJ
          VOC:	wi+lakin
        GLOSS:	and+but

 INPUT STRING:	تفائلى
     IS_TRANS:	tfA}lY
        INDEX:	P43W4
      OFFSETS:	15-21
       TOKENS:	P43W6-P43W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(tfA}lY)
          POS:	TYPO
          VOC:	tfA}lY
        GLOSS:	nogloss

 INPUT STRING:	بأن
     IS_TRANS:	b>n
        INDEX:	P43W5
      OFFSETS:	22-25
       TOKENS:	P43W7-P43W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(bi>ano)
          POS:	PREP+SUB_CONJ
          VOC:	bi+>ano
        GLOSS:	with+that

 INPUT STRING:	نصر
     IS_TRANS:	nSr
        INDEX:	P43W6
      OFFSETS:	26-29
       TOKENS:	P43W9-P43W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naSor_1]
   UNSPLITVOC:	(naSor)
          POS:	NOUN
          VOC:	naSor
        GLOSS:	victory/assistance

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P43W7
      OFFSETS:	30-34
       TOKENS:	P43W10-P43W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	قريب
     IS_TRANS:	qryb
        INDEX:	P43W8
      OFFSETS:	35-39
       TOKENS:	P43W11-P43W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[quray~ib_1]
   UNSPLITVOC:	(quray~ib)
          POS:	ADJ
          VOC:	quray~ib
        GLOSS:	near

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P44W1
      OFFSETS:	0-2
       TOKENS:	P44W1-P44W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	اعرف
     IS_TRANS:	AErf
        INDEX:	P44W2
      OFFSETS:	3-7
       TOKENS:	P44W2-P44W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(AaEoraf)
          POS:	IV1S+IV
          VOC:	Aa+Eoraf
        GLOSS:	I+know

 INPUT STRING:	بماذا
     IS_TRANS:	bmA*A
        INDEX:	P44W3
      OFFSETS:	8-13
       TOKENS:	P44W3-P44W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA*A_1]
   UNSPLITVOC:	(bimA*A)
          POS:	PREP+INTERROG_PRON
          VOC:	bi+mA*A
        GLOSS:	with/by+what

 INPUT STRING:	اكتب
     IS_TRANS:	Aktb
        INDEX:	P44W4
      OFFSETS:	14-18
       TOKENS:	P44W5-P44W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(Aakotib)
          POS:	IV1S+IV
          VOC:	Aa+kotib
        GLOSS:	I+write/be written/be fated/be destined

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P44W5
      OFFSETS:	19-21
       TOKENS:	P44W6-P44W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	اقولة
     IS_TRANS:	Aqwlp
        INDEX:	P44W6
      OFFSETS:	22-27
       TOKENS:	P44W7-P44W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl~uh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	Aa+quwl+uh
        GLOSS:	I+said/say/be said/say/(for example)+him

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P44W7
      OFFSETS:	28-31
       TOKENS:	P44W9-P44W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyor_1]
   UNSPLITVOC:	(giyor)
          POS:	NOUN
          VOC:	giyor
        GLOSS:	apart from/without/other/execpt/except/not

 INPUT STRING:	انك
     IS_TRANS:	Ank
        INDEX:	P44W8
      OFFSETS:	32-35
       TOKENS:	P44W10-P44W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ak)
          POS:	SUB_CONJ+PRON_2MS
          VOC:	<in~+ak
        GLOSS:	that+you

 INPUT STRING:	انرتنى
     IS_TRANS:	AnrtnY
        INDEX:	P44W9
      OFFSETS:	36-42
       TOKENS:	P44W12-P44W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anAr_1]
   UNSPLITVOC:	(>anarotiniy)
          POS:	PV+PVSUFF_SUBJ:2FS+PVSUFF_DO:1S
          VOC:	>anar+ti+niy
        GLOSS:	light/fill with light/elucidate+you [fem.sg.] [verb]+me

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P45W1
      OFFSETS:	0-2
       TOKENS:	P45W1-P45W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يحرمنى
     IS_TRANS:	yHrmnY
        INDEX:	P45W2
      OFFSETS:	3-9
       TOKENS:	P45W2-P45W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haram_1]
   UNSPLITVOC:	(yiHorimniy)
          POS:	IV3MS+IV+IVSUFF_DO:1S
          VOC:	yi+Horim+niy
        GLOSS:	he/it+outlaw/forbid/be outlawed/be forbidden+me

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P45W3
      OFFSETS:	10-12
       TOKENS:	P45W4-P45W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	طلتك
     IS_TRANS:	Tltk
        INDEX:	P45W4
      OFFSETS:	13-17
       TOKENS:	P45W5-P45W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tal~ap_1]
   UNSPLITVOC:	(Tal~atak)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2MS
          VOC:	Tal~+ap+ak
        GLOSS:	view+[fem.sg.]+your

 INPUT STRING:	دمت
     IS_TRANS:	dmt
        INDEX:	P46W1
      OFFSETS:	0-3
       TOKENS:	P46W1-P46W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAm_1]
   UNSPLITVOC:	(dumt)
          POS:	PV+PVSUFF_SUBJ:2MS
          VOC:	dum+t
        GLOSS:	last/persevere/continue+you [masc.sg.]

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P47W1
      OFFSETS:	0-4
       TOKENS:	P47W1-P47W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakiyd_1]
   UNSPLITVOC:	(Akiyd)
          POS:	ADJ
          VOC:	Akiyd
        GLOSS:	sure

 INPUT STRING:	النكتة
     IS_TRANS:	Alnktp
        INDEX:	P47W2
      OFFSETS:	5-11
       TOKENS:	P47W2-P47W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nukotap_1]
   UNSPLITVOC:	(Aln~ukotap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nukot+ap
        GLOSS:	the+joke/wisecrack+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P47W3
      OFFSETS:	12-14
       TOKENS:	P47W3-P47W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P47W4
      OFFSETS:	15-18
       TOKENS:	P47W4-P47W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	مطلعاها
     IS_TRANS:	mTlEAhA
        INDEX:	P47W5
      OFFSETS:	19-26
       TOKENS:	P47W5-P47W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[miTal~aE_1]
   UNSPLITVOC:	(miTal~aEAhA)
          POS:	ADJ+POSS_PRON_2FS
          VOC:	miTal~aE+hA
        GLOSS:	create/show+her/its

 INPUT STRING:	الامريكان
     IS_TRANS:	AlAmrykAn
        INDEX:	P47W6
      OFFSETS:	27-36
       TOKENS:	P47W7-P47W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykiy_1]
   UNSPLITVOC:	(Al>amoriykAn)
          POS:	DET+NOUN
          VOC:	Al+>amoriykAn
        GLOSS:	the+Americans

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W7
      OFFSETS:	36-37
       TOKENS:	P47W8-P47W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W8
      OFFSETS:	37-38
       TOKENS:	P47W9-P47W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P47W9
      OFFSETS:	38-39
       TOKENS:	P47W10-P47W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	عمتا
     IS_TRANS:	EmtA
        INDEX:	P48W1
      OFFSETS:	0-4
       TOKENS:	P48W1-P48W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(EmtA)
          POS:	TYPO
          VOC:	EmtA
        GLOSS:	nogloss

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P48W2
      OFFSETS:	5-7
       TOKENS:	P48W2-P48W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P48W3
      OFFSETS:	8-12
       TOKENS:	P48W3-P48W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
