 INPUT STRING:	السياسة
        GLOSS:	in

 INPUT STRING:	المطش
     IS_TRANS:	AlmT$
        INDEX:	P55W19
      OFFSETS:	90-95
       TOKENS:	P55W22-P55W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(AlmT$)
          POS:	FOREIGN
          VOC:	AlmT$
        GLOSS:	nogloss

 INPUT STRING:	الاخير
     IS_TRANS:	AlAxyr
        INDEX:	P55W20
      OFFSETS:	96-102
       TOKENS:	P55W23-P55W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axiyr_1]
   UNSPLITVOC:	(Al>axiyr)
          POS:	DET+ADJ
          VOC:	Al+>axiyr
        GLOSS:	the+last/latest/recent/latter/finally/recently/lately

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P55W21
      OFFSETS:	103-107
       TOKENS:	P55W24-P55W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P55W22
      OFFSETS:	108-110
       TOKENS:	P55W25-P55W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P55W23
      OFFSETS:	111-113
       TOKENS:	P55W26-P55W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	امريكا
     IS_TRANS:	AmrykA
        INDEX:	P55W24
      OFFSETS:	114-120
       TOKENS:	P55W27-P55W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P55W25
      OFFSETS:	121-125
       TOKENS:	P55W28-P55W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	اضعف
     IS_TRANS:	ADEf
        INDEX:	P55W26
      OFFSETS:	126-130
       TOKENS:	P55W29-P55W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aDoEaf_2]
   UNSPLITVOC:	(>aDoEaf)
          POS:	ADJ_COMP
          VOC:	>aDoEaf
        GLOSS:	weaker/weakest

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P55W27
      OFFSETS:	131-133
       TOKENS:	P55W30-P55W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ايطاليا
     IS_TRANS:	AyTAlyA
        INDEX:	P55W28
      OFFSETS:	134-141
       TOKENS:	P55W31-P55W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyTAloyA_1]
   UNSPLITVOC:	(<iyTAloyA)
          POS:	NOUN_PROP
          VOC:	<iyTAloyA
        GLOSS:	Italy

 INPUT STRING:	والبرازيل
     IS_TRANS:	wAlbrAzyl
        INDEX:	P55W29
      OFFSETS:	142-151
       TOKENS:	P55W32-P55W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barAziyl_1]
   UNSPLITVOC:	(wiAlbarAziyl)
          POS:	CONJ+DET+NOUN_PROP
          VOC:	wi+Al+barAziyl
        GLOSS:	and+the+Brazil

 INPUT STRING:	وكنت
     IS_TRANS:	wknt
        INDEX:	P56W1
      OFFSETS:	0-4
       TOKENS:	P56W1-P56W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikunt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	wi+kun+t
        GLOSS:	and+be+I [verb]

 INPUT STRING:	هزعل
     IS_TRANS:	hzEl
        INDEX:	P56W2
      OFFSETS:	5-9
       TOKENS:	P56W3-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ziEil_1]
   UNSPLITVOC:	(HaAazoEal)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+zoEal
        GLOSS:	will+I+be angry

 INPUT STRING:	برضوا
     IS_TRANS:	brDwA
        INDEX:	P56W3
      OFFSETS:	10-15
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P56W4
      OFFSETS:	16-18
       TOKENS:	P56W6-P56W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P56W5
      OFFSETS:	19-22
       TOKENS:	P56W7-P56W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it [verb]

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P56W6
      OFFSETS:	23-25
       TOKENS:	P56W8-P56W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	فريق
     IS_TRANS:	fryq
        INDEX:	P56W7
      OFFSETS:	26-30
       TOKENS:	P56W9-P56W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fariyq_1]
   UNSPLITVOC:	(fariyq)
          POS:	NOUN
          VOC:	fariyq
        GLOSS:	team/band/group/faction/party

 INPUT STRING:	مكان
     IS_TRANS:	mkAn
        INDEX:	P56W8
      OFFSETS:	31-35
       TOKENS:	P56W10-P56W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makAn_1]
   UNSPLITVOC:	(makAn)
          POS:	NOUN
          VOC:	makAn
        GLOSS:	place/location/position

 INPUT STRING:	امريكا
     IS_TRANS:	AmrykA
        INDEX:	P56W9
      OFFSETS:	36-42
       TOKENS:	P56W11-P56W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	وكسبنا
     IS_TRANS:	wksbnA
        INDEX:	P56W10
      OFFSETS:	43-49
       TOKENS:	P56W12-P56W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kisib_1]
   UNSPLITVOC:	(wikisibnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:1P
          VOC:	wi+kisib+nA
        GLOSS:	and+gain/acquire/obtain/win+we [pl.]

 INPUT STRING:	وخطف
     IS_TRANS:	wxTf
        INDEX:	P56W11
      OFFSETS:	50-54
       TOKENS:	P56W14-P56W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xaTaf_1]
   UNSPLITVOC:	(wixaTaf)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+xaTaf+(null)
        GLOSS:	and+abduct/catch+he/it [verb]

 INPUT STRING:	الصعود
     IS_TRANS:	AlSEwd
        INDEX:	P56W12
      OFFSETS:	55-61
       TOKENS:	P56W16-P56W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SuEuwd_1]
   UNSPLITVOC:	(AlS~uEuwd)
          POS:	DET+NOUN
          VOC:	Al+SuEuwd
        GLOSS:	the+ascent/rising

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P56W13
      OFFSETS:	62-64
       TOKENS:	P56W17-P56W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P56W14
      OFFSETS:	65-67
       TOKENS:	P56W18-P56W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	PART
          VOC:	mA
        GLOSS:	[part.]

 INPUT STRING:	بين
     IS_TRANS:	byn
        INDEX:	P56W15
      OFFSETS:	68-71
       TOKENS:	P56W19-P56W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[biyn_1]
   UNSPLITVOC:	(biyn)
          POS:	NOUN
          VOC:	biyn
        GLOSS:	between/among

 INPUT STRING:	ايدينا
     IS_TRANS:	AydynA
        INDEX:	P56W16
      OFFSETS:	72-78
       TOKENS:	P56W20-P56W20
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AydynA)
          POS:	NO_FUNC
          VOC:	AydynA
        GLOSS:	nogloss

 INPUT STRING:	اشكر
     IS_TRANS:	A$kr
        INDEX:	P57W1
      OFFSETS:	0-4
       TOKENS:	P57W1-P57W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akar_1]
   UNSPLITVOC:	(Aa$okur)
          POS:	IV1S+IV
          VOC:	Aa+$okur
        GLOSS:	I+thank/give thanks

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P57W2
      OFFSETS:	5-9
       TOKENS:	P57W2-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	حضرتك
     IS_TRANS:	HDrtk
        INDEX:	P57W3
      OFFSETS:	10-15
       TOKENS:	P57W3-P57W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaDorap_1]
   UNSPLITVOC:	(HaDoritak)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2MS
          VOC:	HaDor+ap+ak
        GLOSS:	presence/eminent/honorable+[fem.sg.]+your [masc.sg.]

 INPUT STRING:	وردك
     IS_TRANS:	wrdk
        INDEX:	P57W4
      OFFSETS:	16-20
       TOKENS:	P57W5-P57W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(wirad~ak)
          POS:	CONJ+NOUN+POSS_PRON_2FS
          VOC:	wi+rad~+ak
        GLOSS:	and+reply/response+your [fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P57W5
      OFFSETS:	21-23
       TOKENS:	P57W8-P57W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	الانسان
     IS_TRANS:	AlAnsAn
        INDEX:	P57W6
      OFFSETS:	24-31
       TOKENS:	P57W9-P57W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inosAn_1]
   UNSPLITVOC:	(Al<inosAn)
          POS:	DET+NOUN
          VOC:	Al+<inosAn
        GLOSS:	the+human being

 INPUT STRING:	الواعى
     IS_TRANS:	AlwAEY
        INDEX:	P57W7
      OFFSETS:	32-38
       TOKENS:	P57W10-P57W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlwAEiy_1]
   UNSPLITVOC:	(AlwAEiy)
          POS:	DET+ADJ
          VOC:	Al+wAEiy
        GLOSS:	the+aware/alert/conscious

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P57W8
      OFFSETS:	39-41
       TOKENS:	P57W11-P57W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	he/it

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P57W9
      OFFSETS:	42-46
       TOKENS:	P57W12-P57W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P57W10
      OFFSETS:	47-51
       TOKENS:	P57W13-P57W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	يعرف
     IS_TRANS:	yErf
        INDEX:	P57W11
      OFFSETS:	52-56
       TOKENS:	P57W14-P57W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(yiEoraf)
          POS:	IV3MS+IV
          VOC:	yi+Eoraf
        GLOSS:	he/it+know

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P57W12
      OFFSETS:	57-59
       TOKENS:	P57W15-P57W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	السياسة
     IS_TRANS:	AlsyAsp
        INDEX:	P57W13
      OFFSETS:	60-67
       TOKENS:	P57W16-P57W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsap_1]
   UNSPLITVOC:	(Als~iyAsap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+siyAs+ap
        GLOSS:	the+politics+[fem.sg.]

 INPUT STRING:	بتدخل
     IS_TRANS:	btdxl
        INDEX:	P57W14
      OFFSETS:	68-73
       TOKENS:	P57W17-P57W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daxal_1]
   UNSPLITVOC:	(bitidoxul)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+doxul
        GLOSS:	[present-tense]+it/they/she+enter

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P57W15
      OFFSETS:	74-76
       TOKENS:	P57W19-P57W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P57W16
      OFFSETS:	77-79
       TOKENS:	P57W20-P57W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/every/entire/whole

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P57W17
      OFFSETS:	80-84
       TOKENS:	P57W21-P57W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	سواء
     IS_TRANS:	swA'
        INDEX:	P57W18
      OFFSETS:	85-89
       TOKENS:	P57W22-P57W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sawA'_1]
   UNSPLITVOC:	(sawA')
          POS:	NOUN
          VOC:	sawA'
        GLOSS:	whether

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P57W19
      OFFSETS:	90-94
       TOKENS:	P57W23-P57W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she [verb]

 INPUT STRING:	بطريقة
     IS_TRANS:	bTryqp
        INDEX:	P57W20
      OFFSETS:	95-101
       TOKENS:	P57W24-P57W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyqap_1]
   UNSPLITVOC:	(biTariyqap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+Tariyq+ap
        GLOSS:	with/by+method/procedure+[fem.sg.]

 INPUT STRING:	مباشرة
     IS_TRANS:	mbA$rp
        INDEX:	P57W21
      OFFSETS:	102-108
       TOKENS:	P57W26-P57W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mubA$ir_1]
   UNSPLITVOC:	(mubA$orap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mubA$or+ap
        GLOSS:	direct/immediate+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P57W22
      OFFSETS:	109-111
       TOKENS:	P57W27-P57W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P57W23
      OFFSETS:	112-115
       TOKENS:	P57W28-P57W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	مباشرة
     IS_TRANS:	mbA$rp
        INDEX:	P57W24
      OFFSETS:	116-122
       TOKENS:	P57W29-P57W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mubA$ir_1]
   UNSPLITVOC:	(mubA$orap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mubA$or+ap
        GLOSS:	direct/immediate+[fem.sg.]

 INPUT STRING:	ومع
     IS_TRANS:	wmE
        INDEX:	P58W1
      OFFSETS:	0-3
       TOKENS:	P58W1-P58W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(wimaE)
          POS:	CONJ+NOUN
          VOC:	wi+maEa
        GLOSS:	and+something with

 INPUT STRING:	احترامى
     IS_TRANS:	AHtrAmY
        INDEX:	P58W2
      OFFSETS:	4-11
       TOKENS:	P58W3-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotirAm_1]
   UNSPLITVOC:	(AiHotirAmiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	AiHotirAm+iy
        GLOSS:	respect/honoring+my

 INPUT STRING:	ليك
     IS_TRANS:	lyk
        INDEX:	P58W3
      OFFSETS:	12-15
       TOKENS:	P58W5-P58W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyk)
          POS:	PREP+PRON_2MS
          VOC:	li+ak
        GLOSS:	for/to+you [masc.sg.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P58W4
      OFFSETS:	16-19
       TOKENS:	P58W7-P58W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P58W5
      OFFSETS:	20-24
       TOKENS:	P58W8-P58W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P58W6
      OFFSETS:	25-27
       TOKENS:	P58W9-P58W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	امريكا
     IS_TRANS:	AmrykA
        INDEX:	P58W7
      OFFSETS:	28-34
       TOKENS:	P58W10-P58W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amoriykA_1]
   UNSPLITVOC:	(>amoriykA)
          POS:	NOUN_PROP
          VOC:	>amoriykA
        GLOSS:	America

 INPUT STRING:	شكررررررررررررا
     IS_TRANS:	$krrrrrrrrrrrrA
        INDEX:	P59W1
      OFFSETS:	0-15
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ukr_1]
   UNSPLITVOC:	($ukrAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	$ukr+AF
        GLOSS:	thank you+[acc.indef.]

 INPUT STRING:	شرفتنى
     IS_TRANS:	$rftnY
        INDEX:	P59W2
      OFFSETS:	16-22
       TOKENS:	P59W2-P59W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ar~af_1]
   UNSPLITVOC:	($ar~aftiniy)
          POS:	PV+PVSUFF_SUBJ:2MS+PVSUFF_DO:1S
          VOC:	$ar~af+t+niy
        GLOSS:	honor+you [masc.sg.] [verb]+me

 INPUT STRING:	واهلا
     IS_TRANS:	wAhlA
        INDEX:	P59W3
      OFFSETS:	23-28
       TOKENS:	P59W4-P59W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahol_1]
   UNSPLITVOC:	(wi>aholAF)
          POS:	CONJ+NOUN+CASE_INDEF_ACC
          VOC:	wi+>ahol+AF
        GLOSS:	and+welcome+[acc.indef.]

 INPUT STRING:	بيك
     IS_TRANS:	byk
        INDEX:	P59W4
      OFFSETS:	29-32
       TOKENS:	P59W6-P59W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biyk)
          POS:	PREP+PRON_2MS
          VOC:	bi+ak
        GLOSS:	for/to+you [masc.sg.]

 INPUT STRING:	معانا
     IS_TRANS:	mEAnA
        INDEX:	P59W5
      OFFSETS:	33-38
       TOKENS:	P59W8-P59W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	maEa+nA
        GLOSS:	something with+our

 INPUT STRING:	نورتنى
     IS_TRANS:	nwrtnY
        INDEX:	P59W6
      OFFSETS:	39-45
       TOKENS:	P59W10-P59W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[naw~ar_1]
   UNSPLITVOC:	(naw~artiniy)
          POS:	PV+PVSUFF_SUBJ:2MS+PVSUFF_DO:1S
          VOC:	naw~ar+t+niy
        GLOSS:	shed light/enlighten+you [masc.sg.] [verb]+me

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P60W1
      OFFSETS:	0-3
       TOKENS:	P60W1-P60W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
