 INPUT STRING:	دا
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(vuw~Ar)
          POS:	NOUN
          VOC:	vuw~Ar
        GLOSS:	revolutionaries

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P60W6
      OFFSETS:	28-33
       TOKENS:	P60W6-P60W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	بلطجية
     IS_TRANS:	blTjyp
        INDEX:	P60W7
      OFFSETS:	34-40
       TOKENS:	P60W7-P60W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baloTajiy~_1]
   UNSPLITVOC:	(baloTajiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	baloTajiy~+ap
        GLOSS:	gangster+[fem.sg.]

 INPUT STRING:	نواب
     IS_TRANS:	nwAb
        INDEX:	P61W1
      OFFSETS:	0-4
       TOKENS:	P61W1-P61W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nA}ib_1]
   UNSPLITVOC:	(nuw~Ab)
          POS:	NOUN
          VOC:	nuw~Ab
        GLOSS:	deputies/delegates

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P61W2
      OFFSETS:	5-11
       TOKENS:	P61W2-P61W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	يريدون
     IS_TRANS:	yrydwn
        INDEX:	P61W3
      OFFSETS:	12-18
       TOKENS:	P61W3-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>arad_1]
   UNSPLITVOC:	(yuriyduwn)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yu+riyd+uwn
        GLOSS:	they (people)+want/like+[pl.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P61W4
      OFFSETS:	19-21
       TOKENS:	P61W4-P61W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ano_1]
   UNSPLITVOC:	(>ano)
          POS:	SUB_CONJ
          VOC:	>ano
        GLOSS:	That, to

 INPUT STRING:	يعطوا
     IS_TRANS:	yETwA
        INDEX:	P61W5
      OFFSETS:	22-27
       TOKENS:	P61W5-P61W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEoTay_1]
   UNSPLITVOC:	(yiEoTuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+EoT+uwA
        GLOSS:	they (people)+give+[pl.]

 INPUT STRING:	للدخلية
     IS_TRANS:	lldxlyp
        INDEX:	P61W6
      OFFSETS:	28-35
       TOKENS:	P61W6-P61W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ldAxliy~ap_1]
   UNSPLITVOC:	(liAldAxliy~ap)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	li+Al+dAxliy~+ap
        GLOSS:	for/to+the+interior/of state+[fem.sg.]

 INPUT STRING:	الضوء
     IS_TRANS:	AlDw'
        INDEX:	P61W7
      OFFSETS:	36-41
       TOKENS:	P61W8-P61W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Daw'_1]
   UNSPLITVOC:	(AlDaw')
          POS:	DET+NOUN
          VOC:	Al+Daw'
        GLOSS:	the+light/lights

 INPUT STRING:	الاخضر
     IS_TRANS:	AlAxDr
        INDEX:	P61W8
      OFFSETS:	42-48
       TOKENS:	P61W9-P61W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>axoDar_1]
   UNSPLITVOC:	(Al>axoDar)
          POS:	DET+ADJ
          VOC:	Al+>axoDar
        GLOSS:	the+green

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P61W9
      OFFSETS:	49-51
       TOKENS:	P61W10-P61W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	التعامل
     IS_TRANS:	AltEAml
        INDEX:	P61W10
      OFFSETS:	52-59
       TOKENS:	P61W11-P61W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAmul_1]
   UNSPLITVOC:	(Alt~aEAmul)
          POS:	DET+NOUN
          VOC:	Al+taEAmul
        GLOSS:	the+relations/dealings

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P61W11
      OFFSETS:	60-62
       TOKENS:	P61W12-P61W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	متظاهرى
     IS_TRANS:	mtZAhrY
        INDEX:	P61W12
      OFFSETS:	63-70
       TOKENS:	P61W13-P61W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaZAhir_1]
   UNSPLITVOC:	(mutaZAhiriy)
          POS:	NOUN
          VOC:	mutaZAhiriy
        GLOSS:	revolutionaries

 INPUT STRING:	الدخلية
     IS_TRANS:	Aldxlyp
        INDEX:	P61W13
      OFFSETS:	71-78
       TOKENS:	P61W14-P61W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aldaxliy~ap_1]
   UNSPLITVOC:	(Aldaxliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+daxliy~+ap
        GLOSS:	the+interior/of state+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P62W1
      OFFSETS:	0-3
       TOKENS:	P62W1-P62W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P62W2
      OFFSETS:	4-6
       TOKENS:	P62W2-P62W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هعلق
     IS_TRANS:	hElq
        INDEX:	P62W3
      OFFSETS:	7-11
       TOKENS:	P62W3-P62W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eal~aq_1]
   UNSPLITVOC:	(HaAaEal~aq)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+Eal~aq
        GLOSS:	will+I+comment

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P62W4
      OFFSETS:	12-15
       TOKENS:	P62W5-P62W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P62W5
      OFFSETS:	16-21
       TOKENS:	P62W6-P62W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	kalAm+ak
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	هعلق
     IS_TRANS:	hElq
        INDEX:	P62W6
      OFFSETS:	22-26
       TOKENS:	P62W8-P62W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eal~aq_1]
   UNSPLITVOC:	(HaAaEal~aq)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+Eal~aq
        GLOSS:	will+I+comment

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P62W7
      OFFSETS:	27-30
       TOKENS:	P62W10-P62W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	توقيعك
     IS_TRANS:	twqyEk
        INDEX:	P62W8
      OFFSETS:	31-37
       TOKENS:	P62W11-P62W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tawqiyE_1]
   UNSPLITVOC:	(tawqiyEak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	tawqiyE+ak
        GLOSS:	signiature+your

 INPUT STRING:	وجعتني
     IS_TRANS:	wjEtny
        INDEX:	P63W1
      OFFSETS:	0-6
       TOKENS:	P63W1-P63W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wajaE_1]
   UNSPLITVOC:	(wajaEitniy)
          POS:	PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:1S
          VOC:	wajaE+it+niy
        GLOSS:	feel pain/hurt+it/they/she+me

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P63W2
      OFFSETS:	7-10
       TOKENS:	P63W3-P63W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	strong/powerful

 INPUT STRING:	حداد
     IS_TRANS:	HdAd
        INDEX:	P63W3
      OFFSETS:	11-15
       TOKENS:	P63W4-P63W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~Ad_1]
   UNSPLITVOC:	(Had~Ad)
          POS:	NOUN
          VOC:	Had~Ad
        GLOSS:	mourning

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P63W4
      OFFSETS:	16-19
       TOKENS:	P63W5-P63W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	بلدي
     IS_TRANS:	bldy
        INDEX:	P63W5
      OFFSETS:	20-24
       TOKENS:	P63W6-P63W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	balad+iy
        GLOSS:	country/country/countries+my

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P64W1
      OFFSETS:	0-3
       TOKENS:	P64W1-P64W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	نفسي
     IS_TRANS:	nfsy
        INDEX:	P64W2
      OFFSETS:	4-8
       TOKENS:	P64W2-P64W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nifos+iy
        GLOSS:	desire+my

 INPUT STRING:	تبقي
     IS_TRANS:	tbqy
        INDEX:	P64W3
      OFFSETS:	9-13
       TOKENS:	P64W4-P64W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(tiboqaY)
          POS:	IV3FS+IV
          VOC:	ti+boqaY
        GLOSS:	it/they/she+be/become

 INPUT STRING:	حداد
     IS_TRANS:	HdAd
        INDEX:	P64W4
      OFFSETS:	14-18
       TOKENS:	P64W5-P64W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~Ad_1]
   UNSPLITVOC:	(Had~Ad)
          POS:	NOUN
          VOC:	Had~Ad
        GLOSS:	mourning

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P64W5
      OFFSETS:	19-22
       TOKENS:	P64W6-P64W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الشهداء
     IS_TRANS:	Al$hdA'
        INDEX:	P64W6
      OFFSETS:	23-30
       TOKENS:	P64W7-P64W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahiyd_1]
   UNSPLITVOC:	(Al$~uhadA')
          POS:	DET+NOUN
          VOC:	Al+$uhadA'
        GLOSS:	the+martyr

 INPUT STRING:	ونحتسبهم
     IS_TRANS:	wnHtsbhm
        INDEX:	P65W1
      OFFSETS:	0-8
       TOKENS:	P65W1-P65W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iHtasab_1]
   UNSPLITVOC:	(winiHtisibhum)
          POS:	CONJ+IV1P+IV+IVSUFF_DO:3P
          VOC:	wi+ni+Htisib+hum
        GLOSS:	and+we+count/consider+them

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P65W2
      OFFSETS:	9-12
       TOKENS:	P65W4-P65W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(Einod)
          POS:	NOUN
          VOC:	Einod
        GLOSS:	with / at

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P65W3
      OFFSETS:	13-17
       TOKENS:	P65W5-P65W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	كذلك
     IS_TRANS:	k*lk
        INDEX:	P65W4
      OFFSETS:	18-22
       TOKENS:	P65W6-P65W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[*alik_1]
   UNSPLITVOC:	(ka*alik)
          POS:	PREP+DEM_PRON_MS
          VOC:	ka+*alik
        GLOSS:	like/such as+that

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P66W1
      OFFSETS:	0-4
       TOKENS:	P66W1-P66W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master+our

 INPUT STRING:	يرحمنا
     IS_TRANS:	yrHmnA
        INDEX:	P66W2
      OFFSETS:	5-11
       TOKENS:	P66W3-P66W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHam_1]
   UNSPLITVOC:	(yiroHamnA)
          POS:	IV3MS+IV+IVSUFF_DO:1P
          VOC:	yi+roHam+nA
        GLOSS:	he/it+have mercy with+us

 INPUT STRING:	ويرحمهم
     IS_TRANS:	wyrHmhm
        INDEX:	P66W3
      OFFSETS:	12-19
       TOKENS:	P66W5-P66W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHam_1]
   UNSPLITVOC:	(wiyiroHamhum)
          POS:	CONJ+IV3MS+IV+IVSUFF_DO:3P
          VOC:	wi+yi+roHam+hum
        GLOSS:	and+he/it+have mercy with+them

 INPUT STRING:	جميعا
     IS_TRANS:	jmyEA
        INDEX:	P66W4
      OFFSETS:	20-25
       TOKENS:	P66W8-P66W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyE_1]
   UNSPLITVOC:	(jamiyEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jamiyE+AF
        GLOSS:	all, entire, every, whole+[acc.indef.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P67W1
      OFFSETS:	0-3
       TOKENS:	P67W1-P67W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AnA)
          POS:	NO_FUNC
          VOC:	AnA
        GLOSS:	nogloss

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P67W2
      OFFSETS:	4-7
       TOKENS:	P67W2-P67W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P67W3
      OFFSETS:	8-12
       TOKENS:	P67W4-P67W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<in~a_1]
   UNSPLITVOC:	(wi<in~nA)
          POS:	CONJ+PSEUDO_VERB+PRON_1P
          VOC:	wi+<in~+nA
        GLOSS:	and+indeed+we [verb]

 INPUT STRING:	اليه
     IS_TRANS:	Alyh
        INDEX:	P67W4
      OFFSETS:	13-17
       TOKENS:	P67W7-P67W8
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<ilaY_1]
   UNSPLITVOC:	(<ilayhi)
          POS:	PREP+PRON_3MS
          VOC:	<ilay+hi
        GLOSS:	to/towards+it/him

 INPUT STRING:	راجعون
     IS_TRANS:	rAjEwn
        INDEX:	P67W5
      OFFSETS:	18-24
       TOKENS:	P67W9-P67W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rAjiE_1]
   UNSPLITVOC:	(rAjiEuwn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	rAjiE+uwn
        GLOSS:	returning/reverting+[pl.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P68W1
      OFFSETS:	0-3
       TOKENS:	P68W1-P68W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P68W2
      OFFSETS:	4-6
       TOKENS:	P68W2-P68W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	راي
     IS_TRANS:	rAy
        INDEX:	P68W3
      OFFSETS:	7-10
       TOKENS:	P68W3-P68W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea

 INPUT STRING:	ملهمش
     IS_TRANS:	mlhm$
        INDEX:	P68W4
      OFFSETS:	11-16
       TOKENS:	P68W4-P68W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(malhum$)
          POS:	NEG_PART+PREP+PRON_3P+NEG_PART
          VOC:	ma+li+hum+$
        GLOSS:	not+to/for+them+not

 INPUT STRING:	لازمة
     IS_TRANS:	lAzmp
        INDEX:	P68W5
      OFFSETS:	17-22
       TOKENS:	P68W8-P68W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzomap_1]
   UNSPLITVOC:	(lAzomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	lAzom+ap
        GLOSS:	necessity+[fem.sg.]

 INPUT STRING:	نواب
     IS_TRANS:	nwAb
        INDEX:	P68W6
      OFFSETS:	23-27
       TOKENS:	P68W9-P68W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nA}ib_1]
   UNSPLITVOC:	(nuw~Ab)
          POS:	NOUN
          VOC:	nuw~Ab
        GLOSS:	deputies/delegates

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P68W7
      OFFSETS:	28-33
       TOKENS:	P68W10-P68W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P68W8
      OFFSETS:	34-37
       TOKENS:	P68W11-P68W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	this/those

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P68W9
      OFFSETS:	38-42
       TOKENS:	P68W12-P68W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear/complete

 INPUT STRING:	تكلفة
     IS_TRANS:	tklfp
        INDEX:	P68W10
      OFFSETS:	43-48
       TOKENS:	P68W13-P68W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[takolifap_1]
   UNSPLITVOC:	(takolifap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	takolif+ap
        GLOSS:	cost computation+[fem.sg.]

 INPUT STRING:	ومصاريف
     IS_TRANS:	wmSAryf
        INDEX:	P68W11
      OFFSETS:	49-56
       TOKENS:	P68W14-P68W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoruwf_1]
   UNSPLITVOC:	(wimaSAriyf)
          POS:	CONJ+NOUN
          VOC:	wi+maSAriyf
        GLOSS:	and+expenditure/expense/allowance

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P68W12
      OFFSETS:	57-60
       TOKENS:	P68W16-P68W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الفاضي
     IS_TRANS:	AlfADy
        INDEX:	P68W13
      OFFSETS:	61-67
       TOKENS:	P68W17-P68W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fADiy_1]
   UNSPLITVOC:	(AlfADiy)
          POS:	DET+ADJ
          VOC:	Al+fADiy
        GLOSS:	the+empty/unoccupied/free

 INPUT STRING:	رايحين
     IS_TRANS:	rAyHyn
        INDEX:	P68W14
      OFFSETS:	68-74
       TOKENS:	P68W18-P68W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(rAyoHiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	rAyoH+iyn
        GLOSS:	going+[pl.]

 INPUT STRING:	جاييين
     IS_TRANS:	jAyyyn
        INDEX:	P68W15
      OFFSETS:	75-81
       TOKENS:	P68W19-P68W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAy~_1]
   UNSPLITVOC:	(jAyoyiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	jAyoy+iyn
        GLOSS:	coming back+two

 INPUT STRING:	ورواتب
     IS_TRANS:	wrwAtb
        INDEX:	P68W16
      OFFSETS:	82-88
       TOKENS:	P68W20-P68W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAtib_1]
   UNSPLITVOC:	(wirawAtib)
          POS:	CONJ+NOUN
          VOC:	wi+rawAtib
        GLOSS:	and+salaries/wages

 INPUT STRING:	تحتسب
     IS_TRANS:	tHtsb
        INDEX:	P68W17
