 INPUT STRING:	سؤال
 INPUT STRING:	فيل
     IS_TRANS:	fyl
        INDEX:	P36W4
      OFFSETS:	15-18
       TOKENS:	P36W5-P36W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(fyl)
          POS:	FOREIGN
          VOC:	fyl
        GLOSS:	nogloss

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P37W1
      OFFSETS:	1-3
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P37W2
      OFFSETS:	4-6
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	عايزة
     IS_TRANS:	EAyzp
        INDEX:	P37W3
      OFFSETS:	7-12
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyozap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EAyoz+ap
        GLOSS:	wanting/needing+[fem.sg.]

 INPUT STRING:	تعملى
     IS_TRANS:	tEmlY
        INDEX:	P37W4
      OFFSETS:	13-18
       TOKENS:	P37W4-P37W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(tiEomiliy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+Eomil+iy
        GLOSS:	you+do+you

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P37W5
      OFFSETS:	19-23
       TOKENS:	P37W5-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P37W6
      OFFSETS:	24-28
       TOKENS:	P37W6-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+remain

 INPUT STRING:	اعملى
     IS_TRANS:	AEmlY
        INDEX:	P37W7
      OFFSETS:	29-34
       TOKENS:	P37W7-P37W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(AiEomiliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	AiEomil+iy
        GLOSS:	do+you

 INPUT STRING:	صفحة
     IS_TRANS:	SfHp
        INDEX:	P37W8
      OFFSETS:	35-39
       TOKENS:	P37W8-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SafoHap_1]
   UNSPLITVOC:	(SafoHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	SafoH+ap
        GLOSS:	page/leaf/pages/leaves+[fem.sg.]

 INPUT STRING:	للدفاع
     IS_TRANS:	lldfAE
        INDEX:	P37W9
      OFFSETS:	40-46
       TOKENS:	P37W9-P37W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[difAE_1]
   UNSPLITVOC:	(lild~ifAE)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+difAE
        GLOSS:	for/to+the+defense/in defense

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P37W10
      OFFSETS:	47-49
       TOKENS:	P37W11-P37W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	الرسول
     IS_TRANS:	Alrswl
        INDEX:	P37W11
      OFFSETS:	50-56
       TOKENS:	P37W12-P37W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rasuwl_1]
   UNSPLITVOC:	(Alr~asuwl)
          POS:	DET+NOUN
          VOC:	Al+rasuwl
        GLOSS:	the+messenger (Muhammad)

 INPUT STRING:	واكتبى
     IS_TRANS:	wAktbY
        INDEX:	P37W12
      OFFSETS:	57-63
       TOKENS:	P37W13-P37W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(wiAikotibiy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wi+Aikotib+iy
        GLOSS:	and+write/be written/be fated/be destined+you

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P37W13
      OFFSETS:	64-68
       TOKENS:	P37W15-P37W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	مواد
     IS_TRANS:	mwAd
        INDEX:	P37W14
      OFFSETS:	69-73
       TOKENS:	P37W17-P37W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAd~ap_1]
   UNSPLITVOC:	(mawAd)
          POS:	NOUN
          VOC:	mawAd
        GLOSS:	substance/material

 INPUT STRING:	محترمة
     IS_TRANS:	mHtrmp
        INDEX:	P37W15
      OFFSETS:	74-80
       TOKENS:	P37W18-P37W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHotaram_1]
   UNSPLITVOC:	(muHotaramap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muHotaram+ap
        GLOSS:	esteemed/respected+[fem.sg.]

 INPUT STRING:	تستحق
     IS_TRANS:	tstHq
        INDEX:	P37W16
      OFFSETS:	81-86
       TOKENS:	P37W19-P37W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AistaHaq_1]
   UNSPLITVOC:	(tistHq)
          POS:	IV3FS+IV
          VOC:	ti+stHq
        GLOSS:	it/they/she+deserve

 INPUT STRING:	القراءة
     IS_TRANS:	AlqrA'p
        INDEX:	P37W17
      OFFSETS:	87-94
       TOKENS:	P37W20-P37W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qirA'ap_1]
   UNSPLITVOC:	(AlqirA'ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qirA'+ap
        GLOSS:	the+reading+[fem.sg.]

 INPUT STRING:	تحيتى
     IS_TRANS:	tHytY
        INDEX:	P38W1
      OFFSETS:	1-6
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(tHytY)
          POS:	NO_FUNC
          VOC:	tHytY
        GLOSS:	nogloss

 INPUT STRING:	اهلا
     IS_TRANS:	AhlA
        INDEX:	P39W1
      OFFSETS:	1-5
       TOKENS:	P39W1-P39W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aholA_1]
   UNSPLITVOC:	(>aholA)
          POS:	NOUN
          VOC:	>aholA
        GLOSS:	welcome!

 INPUT STRING:	بيكى
     IS_TRANS:	bykY
        INDEX:	P39W2
      OFFSETS:	6-10
       TOKENS:	P39W2-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi_1]
   UNSPLITVOC:	(biykiy)
          POS:	PREP+PRON_2FS
          VOC:	bi+ik
        GLOSS:	with+you

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P39W3
      OFFSETS:	11-13
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	بسمه
     IS_TRANS:	bsmh
        INDEX:	P39W4
      OFFSETS:	14-18
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[basomap_1]
   UNSPLITVOC:	(basomap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	basom+ap
        GLOSS:	Basma+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P40W1
      OFFSETS:	1-4
       TOKENS:	P40W1-P40W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	راى
     IS_TRANS:	rAY
        INDEX:	P40W2
      OFFSETS:	5-8
       TOKENS:	P40W2-P40W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea

 INPUT STRING:	رؤيه
     IS_TRANS:	r&yh
        INDEX:	P40W3
      OFFSETS:	9-13
       TOKENS:	P40W3-P40W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ru&oyap_1]
   UNSPLITVOC:	(ru&oyap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	ru&oy+ap
        GLOSS:	ruya+[fem.sg.]

 INPUT STRING:	اكتفى
     IS_TRANS:	AktfY
        INDEX:	P40W4
      OFFSETS:	14-19
       TOKENS:	P40W4-P40W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AktafaY_1]
   UNSPLITVOC:	(Aktafiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Aktaf+iy
        GLOSS:	be satisfied with+you

 INPUT STRING:	بالجيم
     IS_TRANS:	bAljym
        INDEX:	P40W5
      OFFSETS:	20-26
       TOKENS:	P40W5-P40W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiym_1]
   UNSPLITVOC:	(biAljiym)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+jiym
        GLOSS:	with/by+the+jim

 INPUT STRING:	وخلاص
     IS_TRANS:	wxlAS
        INDEX:	P40W6
      OFFSETS:	27-32
       TOKENS:	P40W7-P40W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(wixalAS)
          POS:	CONJ+NOUN
          VOC:	wi+xalAS
        GLOSS:	and+deliverance/salvation/settlement

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P41W1
      OFFSETS:	1-3
       TOKENS:	P41W1-P41W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	المشكله
     IS_TRANS:	Alm$klh
        INDEX:	P41W2
      OFFSETS:	4-11
       TOKENS:	P41W2-P41W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(Almu$okilap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mu$okil+ap
        GLOSS:	the+problem/issue+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P41W3
      OFFSETS:	12-14
       TOKENS:	P41W3-P41W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المواضيع
     IS_TRANS:	AlmwADyE
        INDEX:	P41W4
      OFFSETS:	15-23
       TOKENS:	P41W4-P41W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawADiyE)
          POS:	DET+NOUN
          VOC:	Al+mawADiyE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P41W5
      OFFSETS:	24-28
       TOKENS:	P41W5-P41W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P41W6
      OFFSETS:	29-31
       TOKENS:	P41W6-P41W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	النوع
     IS_TRANS:	AlnwE
        INDEX:	P41W7
      OFFSETS:	32-37
       TOKENS:	P41W7-P41W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nawE_1]
   UNSPLITVOC:	(Aln~awE)
          POS:	DET+NOUN
          VOC:	Al+nawE
        GLOSS:	the+type/kind/form

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P41W8
      OFFSETS:	38-40
       TOKENS:	P41W8-P41W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P41W9
      OFFSETS:	41-45
       TOKENS:	P41W9-P41W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P41W10
      OFFSETS:	46-48
       TOKENS:	P41W11-P41W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	فقهاء
     IS_TRANS:	fqhA'
        INDEX:	P41W11
      OFFSETS:	49-54
       TOKENS:	P41W12-P41W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqiyh_2]
   UNSPLITVOC:	(fuqahA')
          POS:	NOUN
          VOC:	fuqahA'
        GLOSS:	faqihs (experts in Islamic jurisprudence)

 INPUT STRING:	للدجه
     IS_TRANS:	lldjh
        INDEX:	P41W12
      OFFSETS:	55-60
       TOKENS:	P41W13-P41W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lldjh)
          POS:	TYPO
          VOC:	lldjh
        GLOSS:	nogloss

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P41W13
      OFFSETS:	61-65
       TOKENS:	P41W14-P41W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	نرد
     IS_TRANS:	nrd
        INDEX:	P41W14
      OFFSETS:	66-69
       TOKENS:	P41W16-P41W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(nirud~)
          POS:	IV1P+IV
          VOC:	ni+rud~
        GLOSS:	we+answer

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P41W15
      OFFSETS:	70-73
       TOKENS:	P41W17-P41W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مجادلاتهم
     IS_TRANS:	mjAdlAthm
        INDEX:	P41W16
      OFFSETS:	74-83
       TOKENS:	P41W18-P41W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mujAdalap_1]
   UNSPLITVOC:	(mujAdalAthum)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3P
          VOC:	mujAdal+At+hum
        GLOSS:	discussion+[fem.pl.]+their

 INPUT STRING:	العقيمه
     IS_TRANS:	AlEqymh
        INDEX:	P41W17
      OFFSETS:	84-91
       TOKENS:	P41W20-P41W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqiym_2]
   UNSPLITVOC:	(AlEaqiymap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+Eaqiym+ap
        GLOSS:	the+sterile+[fem.sg.]

 INPUT STRING:	بعكس
     IS_TRANS:	bEks
        INDEX:	P41W18
      OFFSETS:	92-96
       TOKENS:	P41W21-P41W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eakos_1]
   UNSPLITVOC:	(biEakos)
          POS:	PREP+NOUN
          VOC:	bi+Eakos
        GLOSS:	with/by+opposite/contrary

 INPUT STRING:	شيوخنا
     IS_TRANS:	$ywxnA
        INDEX:	P41W19
      OFFSETS:	97-103
       TOKENS:	P41W23-P41W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	($ywxnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	$ywx+nA
        GLOSS:	old people+our

 INPUT STRING:	الاجلاء
     IS_TRANS:	AlAjlA'
        INDEX:	P41W20
      OFFSETS:	104-111
       TOKENS:	P41W25-P41W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<ijolA'_1]
   UNSPLITVOC:	(Al<ijolA')
          POS:	DET+NOUN
          VOC:	Al+<ijolA'
        GLOSS:	the+evacuation/withdrawal

 INPUT STRING:	فلو
     IS_TRANS:	flw
        INDEX:	P42W1
      OFFSETS:	1-4
       TOKENS:	P42W1-P42W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(falaw)
          POS:	CONJ+SUB_CONJ
          VOC:	fa+law
        GLOSS:	so/and+if

 INPUT STRING:	كانوا
     IS_TRANS:	kAnwA
        INDEX:	P42W2
      OFFSETS:	5-10
       TOKENS:	P42W3-P42W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	kAn+uwA
        GLOSS:	be+they

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P42W3
      OFFSETS:	11-14
       TOKENS:	P42W4-P42W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	حق
     IS_TRANS:	Hq
        INDEX:	P42W4
      OFFSETS:	15-17
       TOKENS:	P42W5-P42W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(Haq~)
          POS:	NOUN
          VOC:	Haq~
        GLOSS:	right, prerogative, truth

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P42W5
      OFFSETS:	18-22
       TOKENS:	P42W6-P42W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	وصلت
     IS_TRANS:	wSlt
        INDEX:	P42W6
      OFFSETS:	23-27
       TOKENS:	P42W7-P42W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waSal_1]
   UNSPLITVOC:	(waSalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	waSal+it
        GLOSS:	connect+it/they/she

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P42W7
      OFFSETS:	28-31
       TOKENS:	P42W8-P42W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	to+they

 INPUT STRING:	تلك
     IS_TRANS:	tlk
        INDEX:	P42W8
      OFFSETS:	32-35
       TOKENS:	P42W10-P42W10
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(tlk)
          POS:	NO_FUNC
          VOC:	tlk
        GLOSS:	nogloss

 INPUT STRING:	الصوره
     IS_TRANS:	AlSwrh
        INDEX:	P42W9
      OFFSETS:	36-42
       TOKENS:	P42W11-P42W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(AlS~uwrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Suwr+ap
        GLOSS:	the+picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	والدعوه
     IS_TRANS:	wAldEwh
        INDEX:	P42W10
      OFFSETS:	43-50
       TOKENS:	P42W12-P42W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daEowap_1]
   UNSPLITVOC:	(wiAldaEowap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+daEow+ap
        GLOSS:	and+the+invitation+[fem.sg.]

 INPUT STRING:	وبالتالى
     IS_TRANS:	wbAltAlY
        INDEX:	P42W11
      OFFSETS:	51-59
       TOKENS:	P42W14-P42W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAliy_1]
   UNSPLITVOC:	(wibiAltAliy)
          POS:	CONJ+PREP+DET+NOUN
          VOC:	wi+bi+Al+tAliy
        GLOSS:	and+with/by+the+therefore/consequently

 INPUT STRING:	افحموهم
     IS_TRANS:	AfHmwhm
        INDEX:	P42W12
      OFFSETS:	60-67
       TOKENS:	P42W17-P42W17
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AfHmwhm)
          POS:	NO_FUNC
          VOC:	AfHmwhm
        GLOSS:	nogloss

 INPUT STRING:	بالرد
     IS_TRANS:	bAlrd
        INDEX:	P42W13
      OFFSETS:	68-73
       TOKENS:	P42W18-P42W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(biAlr~ad~)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+rad~
        GLOSS:	with/by+the+reply/response

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P43W1
      OFFSETS:	1-4
       TOKENS:	P43W1-P43W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	همه
     IS_TRANS:	hmh
        INDEX:	P43W2
      OFFSETS:	5-8
       TOKENS:	P43W2-P43W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	بييجوا
     IS_TRANS:	byyjwA
        INDEX:	P43W3
      OFFSETS:	9-15
       TOKENS:	P43W3-P43W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
