 INPUT STRING:	اتفرجوا
        GLOSS:	these/this

 INPUT STRING:	هيقوم
     IS_TRANS:	hyqwm
        INDEX:	P67W30
      OFFSETS:	136-141
       TOKENS:	P67W37-P67W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(Hayiquwm)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+quwm
        GLOSS:	will+he/it+be based (on)

 INPUT STRING:	والثوره
     IS_TRANS:	wAlvwrh
        INDEX:	P67W31
      OFFSETS:	142-149
       TOKENS:	P67W39-P67W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(wiAlvawrap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+vawr+ap
        GLOSS:	and+the+revolution/uprising+[fem.sg.]

 INPUT STRING:	بتاعتنا
     IS_TRANS:	btAEtnA
        INDEX:	P67W32
      OFFSETS:	150-157
       TOKENS:	P67W41-P67W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAEap_1]
   UNSPLITVOC:	(bitAEitnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	bitAE+ap+nA
        GLOSS:	possession/belonging+[fem.sg.]+our

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P67W33
      OFFSETS:	158-162
       TOKENS:	P67W43-P67W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P67W34
      OFFSETS:	163-167
       TOKENS:	P67W44-P67W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	حصلت
     IS_TRANS:	HSlt
        INDEX:	P67W35
      OFFSETS:	168-172
       TOKENS:	P67W45-P67W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	HaSal+it
        GLOSS:	occur/happen/take place+it/they/she

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P67W36
      OFFSETS:	173-175
       TOKENS:	P67W46-P67W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	30
     IS_TRANS:	30
        INDEX:	P67W37
      OFFSETS:	175-177
       TOKENS:	P67W47-P67W47
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[30_1]
   UNSPLITVOC:	(30)
          POS:	NOUN_NUM
          VOC:	30
        GLOSS:	30

 INPUT STRING:	سنه
     IS_TRANS:	snh
        INDEX:	P67W38
      OFFSETS:	177-180
       TOKENS:	P67W48-P67W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year/years+[fem.sg.]

 INPUT STRING:	وارجع
     IS_TRANS:	wArjE
        INDEX:	P68W1
      OFFSETS:	0-5
       TOKENS:	P68W1-P68W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(wiAarojaE)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+rojaE
        GLOSS:	and+I+come back/return back

 INPUT STRING:	اقولك
     IS_TRANS:	Aqwlk
        INDEX:	P68W2
      OFFSETS:	6-11
       TOKENS:	P68W3-P68W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl~ak)
          POS:	IV1S+IV+PREP+PRON_2MS
          VOC:	Aa+quw+li+ak
        GLOSS:	I+say+to/for+you

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P68W3
      OFFSETS:	12-16
       TOKENS:	P68W6-P68W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which

 INPUT STRING:	عاوز
     IS_TRANS:	EAwz
        INDEX:	P68W4
      OFFSETS:	17-21
       TOKENS:	P68W7-P68W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAwiz_1]
   UNSPLITVOC:	(EAwiz)
          POS:	ADJ
          VOC:	EAwiz
        GLOSS:	wanting/needing

 INPUT STRING:	الورد
     IS_TRANS:	Alwrd
        INDEX:	P68W5
      OFFSETS:	22-27
       TOKENS:	P68W8-P68W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[warodap_1]
   UNSPLITVOC:	(Alwarod)
          POS:	DET+NOUN
          VOC:	Al+warod
        GLOSS:	the+flowers

 INPUT STRING:	بيستحمل
     IS_TRANS:	bystHml
        INDEX:	P68W6
      OFFSETS:	28-35
       TOKENS:	P68W9-P68W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotaHomil_1]
   UNSPLITVOC:	(biyisotaHomil)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+sotaHomil
        GLOSS:	[present-tense]+he/it+bare/endure/stand

 INPUT STRING:	وخز
     IS_TRANS:	wxz
        INDEX:	P68W7
      OFFSETS:	36-39
       TOKENS:	P68W11-P68W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waxoz_1]
   UNSPLITVOC:	(waxoz)
          POS:	NOUN
          VOC:	waxoz
        GLOSS:	stinging/pricking/twinging

 INPUT STRING:	شوكه
     IS_TRANS:	$wkh
        INDEX:	P68W8
      OFFSETS:	40-44
       TOKENS:	P68W12-P68W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$awkap_1]
   UNSPLITVOC:	($awkap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$awk+ap
        GLOSS:	fork/thorn/bravery+[fem.sg.]

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P68W9
      OFFSETS:	44-45
       TOKENS:	P68W13-P68W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	وتقبل
     IS_TRANS:	wtqbl
        INDEX:	P69W1
      OFFSETS:	0-5
       TOKENS:	P69W1-P69W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tqab~al_1]
   UNSPLITVOC:	(witqab~il)
          POS:	CONJ+CV+CVSUFF_SUBJ:2MS
          VOC:	wi+tqab~il+(null)
        GLOSS:	and+accept+you[masc.sg.]

 INPUT STRING:	رأي
     IS_TRANS:	r>y
        INDEX:	P69W2
      OFFSETS:	6-9
       TOKENS:	P69W3-P69W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea/opinions/views/ideas

 INPUT STRING:	بسعة
     IS_TRANS:	bsEp
        INDEX:	P69W3
      OFFSETS:	10-14
       TOKENS:	P69W4-P69W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siEap_1]
   UNSPLITVOC:	(bisiEap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+siE+ap
        GLOSS:	with/by+volume/capacity+[fem.sg.]

 INPUT STRING:	صدر
     IS_TRANS:	Sdr
        INDEX:	P69W4
      OFFSETS:	15-18
       TOKENS:	P69W6-P69W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sador_1]
   UNSPLITVOC:	(Sador)
          POS:	NOUN
          VOC:	Sador
        GLOSS:	chest/bosom/chests

 INPUT STRING:	بســم
     IS_TRANS:	bs__m
        INDEX:	P70W1
      OFFSETS:	0-5
       TOKENS:	P70W1-P70W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sim~_1]
   UNSPLITVOC:	(bisim~)
          POS:	PREP+NOUN
          VOC:	bi+sim~
        GLOSS:	by+name

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P70W2
      OFFSETS:	6-10
       TOKENS:	P70W3-P70W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	الـرحمــن
     IS_TRANS:	Al_rHm__n
        INDEX:	P70W3
      OFFSETS:	11-20
       TOKENS:	P70W4-P70W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlraHoman_2]
   UNSPLITVOC:	(Alr~aHoman)
          POS:	DET+ADJ
          VOC:	Al+raHoman
        GLOSS:	the+merciful

 INPUT STRING:	الرحيــم
     IS_TRANS:	AlrHy__m
        INDEX:	P70W4
      OFFSETS:	21-29
       TOKENS:	P70W5-P70W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHiym_1]
   UNSPLITVOC:	(Alr~aHiym)
          POS:	DET+ADJ
          VOC:	Al+raHiym
        GLOSS:	the+compassionate

 INPUT STRING:	السلام
     IS_TRANS:	AlslAm
        INDEX:	P70W5
      OFFSETS:	30-36
       TOKENS:	P70W6-P70W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(Als~alAm)
          POS:	DET+NOUN
          VOC:	Al+salAm
        GLOSS:	the+greeting/salute/salutation

 INPUT STRING:	عليكــم
     IS_TRANS:	Elyk__m
        INDEX:	P70W6
      OFFSETS:	37-44
       TOKENS:	P70W7-P70W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealaykum)
          POS:	PREP+PRON_2P
          VOC:	EalaY+kum
        GLOSS:	on/above+you

 INPUT STRING:	ورحمـة
     IS_TRANS:	wrHm_p
        INDEX:	P70W7
      OFFSETS:	45-51
       TOKENS:	P70W9-P70W9
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wrHm_p)
          POS:	NO_FUNC
          VOC:	wrHm_p
        GLOSS:	nogloss

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P70W8
      OFFSETS:	52-56
       TOKENS:	P70W10-P70W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	وبركاتــة
     IS_TRANS:	wbrkAt__p
        INDEX:	P70W9
      OFFSETS:	57-66
       TOKENS:	P70W11-P70W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[barakap_1]
   UNSPLITVOC:	(wibarakAtuh)
          POS:	CONJ+NOUN+NSUFF_FEM_PL+POSS_PRON_3MS
          VOC:	wi+barak+At+uh
        GLOSS:	and+blessings+[fem.pl.]+his

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P70W10
      OFFSETS:	67-68
       TOKENS:	P70W14-P70W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P70W11
      OFFSETS:	68-69
       TOKENS:	P70W15-P70W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	nogloss

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P71W1
      OFFSETS:	0-4
       TOKENS:	P71W1-P71W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P71W2
      OFFSETS:	5-7
       TOKENS:	P71W2-P71W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dA)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	محمود
     IS_TRANS:	mHmwd
        INDEX:	P71W3
      OFFSETS:	8-13
       TOKENS:	P71W3-P71W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHomuwd_1]
   UNSPLITVOC:	(maHomuwd)
          POS:	NOUN_PROP
          VOC:	maHomuwd
        GLOSS:	Mahmoud

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P71W4
      OFFSETS:	14-16
       TOKENS:	P71W4-P71W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المنوفيه
     IS_TRANS:	Almnwfyh
        INDEX:	P71W5
      OFFSETS:	17-25
       TOKENS:	P71W5-P71W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[munuwfiy~ap_1]
   UNSPLITVOC:	(Almunuwfiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+munuwfiy~+ap
        GLOSS:	the+Manoufiya+[fem.sg.]

 INPUT STRING:	الريس
     IS_TRANS:	Alrys
        INDEX:	P71W6
      OFFSETS:	28-33
       TOKENS:	P71W6-P71W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ray~is_1]
   UNSPLITVOC:	(Alr~ay~is)
          POS:	DET+NOUN
          VOC:	Al+ray~is
        GLOSS:	the+captain/chief/boss/president

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P71W7
      OFFSETS:	34-38
       TOKENS:	P71W7-P71W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	also/too

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P71W8
      OFFSETS:	39-41
       TOKENS:	P71W8-P71W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المنوفيه
     IS_TRANS:	Almnwfyh
        INDEX:	P71W9
      OFFSETS:	42-50
       TOKENS:	P71W9-P71W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[munuwfiy~ap_1]
   UNSPLITVOC:	(Almunuwfiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+munuwfiy~+ap
        GLOSS:	the+Manoufiya+[fem.sg.]

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P71W10
      OFFSETS:	51-54
       TOKENS:	P71W10-P71W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him

 INPUT STRING:	صلة
     IS_TRANS:	Slp
        INDEX:	P71W11
      OFFSETS:	55-58
       TOKENS:	P71W12-P71W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Silap_1]
   UNSPLITVOC:	(Silap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Sil+ap
        GLOSS:	link/connection/contact/links/connections/contacts+[fem.sg.]

 INPUT STRING:	تعرف
     IS_TRANS:	tErf
        INDEX:	P72W1
      OFFSETS:	0-4
       TOKENS:	P72W1-P72W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(tiEoraf)
          POS:	IV2MS+IV
          VOC:	ti+Eoraf
        GLOSS:	you+be known/know

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P72W2
      OFFSETS:	5-7
       TOKENS:	P72W2-P72W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	اخ
     IS_TRANS:	Ax
        INDEX:	P72W3
      OFFSETS:	8-10
       TOKENS:	P72W3-P72W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(>ax~)
          POS:	NOUN
          VOC:	>ax~
        GLOSS:	brothers/brother/sisters

 INPUT STRING:	محمود
     IS_TRANS:	mHmwd
        INDEX:	P72W4
      OFFSETS:	11-16
       TOKENS:	P72W4-P72W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHomuwd_1]
   UNSPLITVOC:	(maHomuwd)
          POS:	NOUN_PROP
          VOC:	maHomuwd
        GLOSS:	Mahmoud

 INPUT STRING:	مشكلتنا
     IS_TRANS:	m$kltnA
        INDEX:	P72W5
      OFFSETS:	17-24
       TOKENS:	P72W5-P72W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(mu$okilitnA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1P
          VOC:	mu$okil+ap+nA
        GLOSS:	problem/issue+[fem.sg.]+our

 INPUT STRING:	اننا
     IS_TRANS:	AnnA
        INDEX:	P72W6
      OFFSETS:	25-29
       TOKENS:	P72W7-P72W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~inA)
          POS:	SUB_CONJ+PRON_1P
          VOC:	<in~+nA
        GLOSS:	that+we

 INPUT STRING:	بنبص
     IS_TRANS:	bnbS
        INDEX:	P72W7
      OFFSETS:	30-34
       TOKENS:	P72W9-P72W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baS~_1]
   UNSPLITVOC:	(binibuS~)
          POS:	PROG_PART+IV1P+IV
          VOC:	bi+ni+buS~
        GLOSS:	[present-tense]+we+glow/sparkle/look

 INPUT STRING:	تحت
     IS_TRANS:	tHt
        INDEX:	P72W8
      OFFSETS:	35-38
       TOKENS:	P72W11-P72W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(taHot)
          POS:	NOUN
          VOC:	taHot
        GLOSS:	beneath/under

 INPUT STRING:	رجلينا
     IS_TRANS:	rjlynA
        INDEX:	P72W9
      OFFSETS:	39-45
       TOKENS:	P72W12-P72W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijol_1]
   UNSPLITVOC:	(rijolaynA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rijolay+nA
        GLOSS:	leg/legs+our

 INPUT STRING:	اول
     IS_TRANS:	Awl
        INDEX:	P73W1
      OFFSETS:	0-3
       TOKENS:	P73W1-P73W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aw~il_2]
   UNSPLITVOC:	(>aw~il)
          POS:	ADJ_NUM
          VOC:	>aw~il
        GLOSS:	first

 INPUT STRING:	امبارح
     IS_TRANS:	AmbArH
        INDEX:	P73W2
      OFFSETS:	4-10
       TOKENS:	P73W2-P73W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AimobAriH_1]
   UNSPLITVOC:	(AimobAriH)
          POS:	NOUN
          VOC:	AimobAriH
        GLOSS:	yesterday

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P73W3
      OFFSETS:	11-14
       TOKENS:	P73W3-P73W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be+I

 INPUT STRING:	بحلق
     IS_TRANS:	bHlq
        INDEX:	P73W4
      OFFSETS:	15-19
       TOKENS:	P73W4-P73W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Halaq_1]
   UNSPLITVOC:	(bAaHolaq)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+Holaq
        GLOSS:	[present-tense]+I+cut the hair

 INPUT STRING:	والحلاق
     IS_TRANS:	wAlHlAq
        INDEX:	P73W5
      OFFSETS:	20-27
       TOKENS:	P73W6-P73W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hal~Aq_1]
   UNSPLITVOC:	(wiAlHal~Aq)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+Hal~Aq
        GLOSS:	and+the+barber

 INPUT STRING:	بتاعى
     IS_TRANS:	btAEY
        INDEX:	P73W6
      OFFSETS:	28-33
       TOKENS:	P73W8-P73W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bitAEiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	bitAE+iy
        GLOSS:	posession/belonging+my

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P73W7
      OFFSETS:	34-37
       TOKENS:	P73W10-P73W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	رايه
     IS_TRANS:	rAyh
        INDEX:	P73W8
      OFFSETS:	38-42
       TOKENS:	P73W11-P73W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	ra>oy+uh
        GLOSS:	opinion/view/idea/opinions/views/ideas+his/its

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P73W9
      OFFSETS:	43-45
       TOKENS:	P73W13-P73W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	رأى
     IS_TRANS:	r>Y
        INDEX:	P73W10
      OFFSETS:	46-49
       TOKENS:	P73W14-P73W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oy)
          POS:	NOUN
          VOC:	ra>oy
        GLOSS:	opinion/view/idea/opinions/views/ideas

 INPUT STRING:	حضرتك
     IS_TRANS:	HDrtk
        INDEX:	P73W11
      OFFSETS:	50-55
       TOKENS:	P73W15-P73W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaDorap_1]
   UNSPLITVOC:	(HaDoritak)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2MS
          VOC:	HaDor+ap+ak
