 INPUT STRING:	بالبلدى
     IS_TRANS:	wAltqyym
        INDEX:	P159W1
      OFFSETS:	0-8
       TOKENS:	P159W1-P159W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoyiym_1]
   UNSPLITVOC:	(wiAltaqoyiym)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+taqoyiym
        GLOSS:	and+the+evaluation/assessment/rating

 INPUT STRING:	فوق
     IS_TRANS:	fwq
        INDEX:	P159W2
      OFFSETS:	9-12
       TOKENS:	P159W3-P159W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fuwq_1]
   UNSPLITVOC:	(fuwq)
          POS:	NOUN
          VOC:	fuwq
        GLOSS:	above/over/top/upper part

 INPUT STRING:	الممتاز
     IS_TRANS:	AlmmtAz
        INDEX:	P159W3
      OFFSETS:	13-20
       TOKENS:	P159W4-P159W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumotAz_1]
   UNSPLITVOC:	(AlmumotAz)
          POS:	DET+ADJ
          VOC:	Al+mumotAz
        GLOSS:	the+excellent/superior/first-rate

 INPUT STRING:	وبارك
     IS_TRANS:	wbArk
        INDEX:	P159W4
      OFFSETS:	21-26
       TOKENS:	P159W5-P159W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bArak_1]
   UNSPLITVOC:	(wibArak)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+bArak+(null)
        GLOSS:	and+bless/approve/congratulate+he/it [verb]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P159W5
      OFFSETS:	27-31
       TOKENS:	P159W7-P159W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	فيكى
     IS_TRANS:	fykY
        INDEX:	P159W6
      OFFSETS:	32-36
       TOKENS:	P159W8-P159W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiykiy)
          POS:	PREP+PRON_2FS
          VOC:	fiy+ik
        GLOSS:	in+you [fem.sg.]

 INPUT STRING:	جزاكى
     IS_TRANS:	jzAkY
        INDEX:	P160W1
      OFFSETS:	0-5
       TOKENS:	P160W1-P160W1
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(jzAkY)
          POS:	NO_FUNC
          VOC:	jzAkY
        GLOSS:	nogloss

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P160W2
      OFFSETS:	6-10
       TOKENS:	P160W2-P160W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P160W3
      OFFSETS:	11-14
       TOKENS:	P160W3-P160W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xayr_1]
   UNSPLITVOC:	(xayr)
          POS:	NOUN
          VOC:	xayr
        GLOSS:	good

 INPUT STRING:	والاخوات
     IS_TRANS:	wAlAxwAt
        INDEX:	P160W4
      OFFSETS:	15-23
       TOKENS:	P160W4-P160W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>uxt_1]
   UNSPLITVOC:	(wiAl>axawAt)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_PL
          VOC:	wi+Al+>axaw+At
        GLOSS:	and+the+sisters+[fem.pl.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P160W5
      OFFSETS:	24-28
       TOKENS:	P160W6-P160W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whom/which

 INPUT STRING:	مقرأتش
     IS_TRANS:	mqr>t$
        INDEX:	P160W6
      OFFSETS:	29-35
       TOKENS:	P160W7-P160W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qara>_1]
   UNSPLITVOC:	(mAqara>it$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3FS+NEG_PART
          VOC:	mA+qara>+it+$
        GLOSS:	not+read+it/they/she+not

 INPUT STRING:	الموضوع
     IS_TRANS:	AlmwDwE
        INDEX:	P160W7
      OFFSETS:	36-43
       TOKENS:	P160W10-P160W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(AlmawDuwE)
          POS:	DET+NOUN
          VOC:	Al+mawDuwE
        GLOSS:	the+subject/theme/issue

 INPUT STRING:	ياريت
     IS_TRANS:	yAryt
        INDEX:	P160W8
      OFFSETS:	44-49
       TOKENS:	P160W11-P160W11
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yAryt)
          POS:	NO_FUNC
          VOC:	yAryt
        GLOSS:	nogloss

 INPUT STRING:	تقروا
     IS_TRANS:	tqrwA
        INDEX:	P160W9
      OFFSETS:	50-55
       TOKENS:	P160W12-P160W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qarA_1]
   UNSPLITVOC:	(tiqoruwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	ti+qor+uwA
        GLOSS:	you [pl.]+read+[pl.]

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P160W10
      OFFSETS:	56-60
       TOKENS:	P160W13-P160W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+matter/affair/case

 INPUT STRING:	تعرفوا
     IS_TRANS:	tErfwA
        INDEX:	P160W11
      OFFSETS:	61-67
       TOKENS:	P160W15-P160W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(tiEorafuwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	ti+Eoraf+uwA
        GLOSS:	you [pl.]+know+[pl.]

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P160W12
      OFFSETS:	68-70
       TOKENS:	P160W16-P160W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she/it/they

 INPUT STRING:	بتتكلم
     IS_TRANS:	bttklm
        INDEX:	P160W13
      OFFSETS:	71-77
       TOKENS:	P160W17-P160W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(bititokal~im)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+tokal~im
        GLOSS:	[present-tense]+it/they/she+speak/talk/discuss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P160W14
      OFFSETS:	78-81
       TOKENS:	P160W19-P160W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P160W15
      OFFSETS:	82-85
       TOKENS:	P160W20-P160W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_3]
   UNSPLITVOC:	(<iyh)
          POS:	REL_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	بظبط
     IS_TRANS:	bZbT
        INDEX:	P161W1
      OFFSETS:	0-4
       TOKENS:	P161W1-P161W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bZbT)
          POS:	TYPO
          VOC:	bZbT
        GLOSS:	nogloss

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P161W2
      OFFSETS:	5-7
       TOKENS:	P161W2-P161W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	she/it/they

 INPUT STRING:	بتتكلم
     IS_TRANS:	bttklm
        INDEX:	P161W3
      OFFSETS:	8-14
       TOKENS:	P161W3-P161W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(bititokal~im)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+tokal~im
        GLOSS:	[present-tense]+it/they/she+speak/talk/discuss

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P161W4
      OFFSETS:	15-17
       TOKENS:	P161W5-P161W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	نقطه
     IS_TRANS:	nqTh
        INDEX:	P161W5
      OFFSETS:	18-22
       TOKENS:	P161W6-P161W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nuqoTap_1]
   UNSPLITVOC:	(nuqoTap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nuqoT+ap
        GLOSS:	point/location/position+[fem.sg.]

 INPUT STRING:	الاشهار
     IS_TRANS:	AlA$hAr
        INDEX:	P161W6
      OFFSETS:	23-30
       TOKENS:	P161W7-P161W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<i$ohAr_1]
   UNSPLITVOC:	(Al<i$ohAr)
          POS:	DET+NOUN
          VOC:	Al+<i$ohAr
        GLOSS:	the+declaration/proclamation

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P161W7
      OFFSETS:	31-33
       TOKENS:	P161W8-P161W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	الاسلام
     IS_TRANS:	AlAslAm
        INDEX:	P161W8
      OFFSETS:	34-41
       TOKENS:	P161W9-P161W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isolAm_1]
   UNSPLITVOC:	(Al<isolAm)
          POS:	DET+NOUN
          VOC:	Al+<isolAm
        GLOSS:	the+Islam

 INPUT STRING:	دمتى
     IS_TRANS:	dmtY
        INDEX:	P162W1
      OFFSETS:	0-4
       TOKENS:	P162W1-P162W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAm_1]
   UNSPLITVOC:	(dumtiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	dum+tiy
        GLOSS:	last/persevere/continue+you [fem.sg.] [verb]

 INPUT STRING:	بود
     IS_TRANS:	bwd
        INDEX:	P162W2
      OFFSETS:	5-8
       TOKENS:	P162W2-P162W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wid~_1]
   UNSPLITVOC:	(biwid~)
          POS:	PREP+NOUN
          VOC:	bi+wid~
        GLOSS:	with/by+affection/friendship

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P162W3
      OFFSETS:	8-9
       TOKENS:	P162W4-P162W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P162W4
      OFFSETS:	9-10
       TOKENS:	P162W5-P162W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P162W5
      OFFSETS:	10-11
       TOKENS:	P162W6-P162W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P162W6
      OFFSETS:	11-12
       TOKENS:	P162W7-P162W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	تقبلى
     IS_TRANS:	tqblY
        INDEX:	P162W7
      OFFSETS:	13-18
       TOKENS:	P162W8-P162W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqab~al_1]
   UNSPLITVOC:	(taqab~aliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	taqab~al+iy
        GLOSS:	accept/receive/approve+you [fem.sg.] [verb]

 INPUT STRING:	كرورى
     IS_TRANS:	krwrY
        INDEX:	P162W8
      OFFSETS:	19-24
       TOKENS:	P162W9-P162W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuruwr_1]
   UNSPLITVOC:	(kuruwriy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	kuruwr+iy
        GLOSS:	return/recurrence+my

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P162W9
      OFFSETS:	25-27
       TOKENS:	P162W11-P162W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	جميله
     IS_TRANS:	jmylh
        INDEX:	P162W10
      OFFSETS:	28-33
       TOKENS:	P162W12-P162W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiylap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jamiyl+ap
        GLOSS:	beautiful/nice/fine (arts)+[fem.sg.]

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P163W1
      OFFSETS:	0-5
       TOKENS:	P163W1-P163W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	kalAm+ik
        GLOSS:	speech/statement/remark/talk/saying+your [fem.sg.]

 INPUT STRING:	جميل
     IS_TRANS:	jmyl
        INDEX:	P163W2
      OFFSETS:	6-10
       TOKENS:	P163W3-P163W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiyl)
          POS:	ADJ
          VOC:	jamiyl
        GLOSS:	beautiful/nice/fine (arts)

 INPUT STRING:	ومقنع
     IS_TRANS:	wmqnE
        INDEX:	P163W3
      OFFSETS:	11-16
       TOKENS:	P163W4-P163W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqoniE_1]
   UNSPLITVOC:	(wimuqoniE)
          POS:	CONJ+ADJ
          VOC:	wi+muqoniE
        GLOSS:	and+convincing/persuasive

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P163W4
      OFFSETS:	17-19
       TOKENS:	P163W6-P163W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	معلشى
     IS_TRANS:	mEl$Y
        INDEX:	P163W5
      OFFSETS:	20-25
       TOKENS:	P163W7-P163W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maEli$_1]
   UNSPLITVOC:	(maEli$~iy)
          POS:	INTERJ
          VOC:	maEli$~iy
        GLOSS:	sorry

 INPUT STRING:	عندى
     IS_TRANS:	EndY
        INDEX:	P163W6
      OFFSETS:	26-30
       TOKENS:	P163W8-P163W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Eanod+iy
        GLOSS:	with/at+my

 INPUT STRING:	سؤالين
     IS_TRANS:	s&Alyn
        INDEX:	P163W7
      OFFSETS:	31-37
       TOKENS:	P163W10-P163W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(su&Aliyn)
          POS:	NOUN+NSUFF_MASC_DU
          VOC:	su&Al+iyn
        GLOSS:	question/inquiry+two

 INPUT STRING:	السؤال
     IS_TRANS:	Als&Al
        INDEX:	P164W1
      OFFSETS:	0-6
       TOKENS:	P164W1-P164W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[su&Al_1]
   UNSPLITVOC:	(Als~u&Al)
          POS:	DET+NOUN
          VOC:	Al+su&Al
        GLOSS:	the+question/inquiry

 INPUT STRING:	الاول
     IS_TRANS:	AlAwl
        INDEX:	P164W2
      OFFSETS:	7-12
       TOKENS:	P164W2-P164W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Al>aw~al_2]
   UNSPLITVOC:	(Al>aw~al)
          POS:	DET+ADJ_NUM
          VOC:	Al+>aw~al
        GLOSS:	the+first

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P164W3
      OFFSETS:	13-15
       TOKENS:	P164W3-P164W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P164W4
      OFFSETS:	16-18
       TOKENS:	P164W4-P164W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	بنا
     IS_TRANS:	bnA
        INDEX:	P164W5
      OFFSETS:	19-22
       TOKENS:	P164W6-P164W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bnA)
          POS:	TYPO
          VOC:	bnA
        GLOSS:	nogloss

 INPUT STRING:	ت
     IS_TRANS:	t
        INDEX:	P164W6
      OFFSETS:	23-24
       TOKENS:	P164W7-P164W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(t)
          POS:	TYPO
          VOC:	t
        GLOSS:	nogloss

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P164W7
      OFFSETS:	25-29
       TOKENS:	P164W8-P164W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much/numerous

 INPUT STRING:	تحت
     IS_TRANS:	tHt
        INDEX:	P164W8
      OFFSETS:	30-33
       TOKENS:	P164W9-P164W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHot_1]
   UNSPLITVOC:	(taHot)
          POS:	NOUN
          VOC:	taHot
        GLOSS:	under

 INPUT STRING:	سن
     IS_TRANS:	sn
        INDEX:	P164W9
      OFFSETS:	34-36
       TOKENS:	P164W10-P164W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sin~_1]
   UNSPLITVOC:	(sin~)
          POS:	NOUN
          VOC:	sin~
        GLOSS:	age (of a person)

 INPUT STRING:	18
     IS_TRANS:	18
        INDEX:	P164W10
      OFFSETS:	37-39
       TOKENS:	P164W11-P164W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(18)
          POS:	NOUN_NUM
          VOC:	18
        GLOSS:	18

 INPUT STRING:	اسلمو
     IS_TRANS:	Aslmw
        INDEX:	P164W11
      OFFSETS:	40-45
       TOKENS:	P164W12-P164W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>aslam_3]
   UNSPLITVOC:	(>aslamuwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	>aslam+uwA
        GLOSS:	become muslim+they [verb]

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P164W12
      OFFSETS:	46-50
       TOKENS:	P164W13-P164W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	تقوللى
     IS_TRANS:	tqwllY
        INDEX:	P164W13
      OFFSETS:	51-57
       TOKENS:	P164W14-P164W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwl_liy)
          POS:	IV2MS+IV+PREP+PRON_1S
          VOC:	ti+quwl+li+iy
        GLOSS:	you [masc.sg.]+say+to/for+me

 INPUT STRING:	ازاى
     IS_TRANS:	AzAY
        INDEX:	P164W14
      OFFSETS:	58-62
       TOKENS:	P164W17-P164W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	وهم
     IS_TRANS:	whm
        INDEX:	P164W15
      OFFSETS:	63-66
       TOKENS:	P164W18-P164W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(wihum~a)
          POS:	SUB_CONJ+PRON_3P
          VOC:	wi+hum~a
        GLOSS:	while+they

 INPUT STRING:	قاصرات
     IS_TRANS:	qASrAt
        INDEX:	P164W16
      OFFSETS:	67-73
       TOKENS:	P164W20-P164W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qASir_2]
   UNSPLITVOC:	(qASirAt)
          POS:	ADJ+NSUFF_FEM_PL
          VOC:	qASir+At
        GLOSS:	under age/minor+[fem.pl.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P164W17
      OFFSETS:	73-74
       TOKENS:	P164W21-P164W21
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P164W18
      OFFSETS:	74-75
       TOKENS:	P164W22-P164W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P164W19
      OFFSETS:	75-76
       TOKENS:	P164W23-P164W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P164W20
      OFFSETS:	76-77
       TOKENS:	P164W24-P164W24
