 INPUT STRING:	الموضوع
      OFFSETS:	16-20
       TOKENS:	P53W4-P53W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which/who/whom

 INPUT STRING:	عرفو
     IS_TRANS:	Erfw
        INDEX:	P53W5
      OFFSETS:	21-25
       TOKENS:	P53W5-P53W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(Erfw)
          POS:	NO_FUNC
          VOC:	Erfw
        GLOSS:	nogloss

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P53W6
      OFFSETS:	26-28
       TOKENS:	P53W6-P53W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	المحاكمه
     IS_TRANS:	AlmHAkmh
        INDEX:	P53W7
      OFFSETS:	29-37
       TOKENS:	P53W7-P53W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAkomap_1]
   UNSPLITVOC:	(AlmuHAkomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+muHAkom+ap
        GLOSS:	the+judicial proceeding+[fem.sg.]

 INPUT STRING:	تمثليه
     IS_TRANS:	tmvlyh
        INDEX:	P53W8
      OFFSETS:	38-44
       TOKENS:	P53W8-P53W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tamviyliy~ap_1]
   UNSPLITVOC:	(tamviyliy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	tamviyliy~+ap
        GLOSS:	play+[fem.sg.]

 INPUT STRING:	لان
     IS_TRANS:	lAn
        INDEX:	P54W1
      OFFSETS:	0-3
       TOKENS:	P54W1-P54W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~)
          POS:	PREP+SUB_CONJ
          VOC:	li+<in~
        GLOSS:	to/for+that

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P54W2
      OFFSETS:	4-6
       TOKENS:	P54W3-P54W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this/that

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P54W3
      OFFSETS:	7-9
       TOKENS:	P54W4-P54W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	القضيه
     IS_TRANS:	AlqDyh
        INDEX:	P54W4
      OFFSETS:	10-16
       TOKENS:	P54W5-P54W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(AlqaDiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qaDiy~+ap
        GLOSS:	the+problem/issue/problems/issues+[fem.sg.]

 INPUT STRING:	القضيه
     IS_TRANS:	AlqDyh
        INDEX:	P55W1
      OFFSETS:	0-6
       TOKENS:	P55W1-P55W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(AlqaDiy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qaDiy~+ap
        GLOSS:	the+problem/issue/problems/issues+[fem.sg.]

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P55W2
      OFFSETS:	7-11
       TOKENS:	P55W2-P55W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she

 INPUT STRING:	قضيه
     IS_TRANS:	qDyh
        INDEX:	P55W3
      OFFSETS:	12-16
       TOKENS:	P55W3-P55W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(qaDiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qaDiy~+ap
        GLOSS:	problem/issue/problems/issues+[fem.sg.]

 INPUT STRING:	بلد
     IS_TRANS:	bld
        INDEX:	P55W4
      OFFSETS:	17-20
       TOKENS:	P55W4-P55W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(balad)
          POS:	NOUN
          VOC:	balad
        GLOSS:	country/country/countries

 INPUT STRING:	مقيدة
     IS_TRANS:	mqydp
        INDEX:	P55W5
      OFFSETS:	21-26
       TOKENS:	P55W5-P55W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqay~ad_1]
   UNSPLITVOC:	(muqay~adap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	muqay~ad+ap
        GLOSS:	bound/limited+[fem.sg.]

 INPUT STRING:	واخدت
     IS_TRANS:	wAxdt
        INDEX:	P55W6
      OFFSETS:	27-32
       TOKENS:	P55W6-P55W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(wi>axadit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+>axad+it
        GLOSS:	and+take/seize+it/they/she

 INPUT STRING:	حريتها
     IS_TRANS:	HrythA
        INDEX:	P55W7
      OFFSETS:	33-39
       TOKENS:	P55W8-P55W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hur~iy~ap_1]
   UNSPLITVOC:	(Hur~iy~ithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	Hur~iy~+ap+hA
        GLOSS:	freedom+[fem.sg.]+its/their/her

 INPUT STRING:	فكان
     IS_TRANS:	fkAn
        INDEX:	P56W1
      OFFSETS:	0-4
       TOKENS:	P56W1-P56W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(fakAn)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	fa+kAn+(null)
        GLOSS:	so/and+be+he/it

 INPUT STRING:	لازم
     IS_TRANS:	lAzm
        INDEX:	P56W2
      OFFSETS:	5-9
       TOKENS:	P56W3-P56W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAzim_1]
   UNSPLITVOC:	(lAzim)
          POS:	ADJ
          VOC:	lAzim
        GLOSS:	necessary/required/needed

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P56W3
      OFFSETS:	10-15
       TOKENS:	P56W4-P56W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	تنطلق
     IS_TRANS:	tnTlq
        INDEX:	P56W4
      OFFSETS:	16-21
       TOKENS:	P56W5-P56W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinoTalaq_1]
   UNSPLITVOC:	(tinoTaliq)
          POS:	IV3FS+IV
          VOC:	ti+noTaliq
        GLOSS:	it/they/she+be launched/get started

 INPUT STRING:	واى
     IS_TRANS:	wAY
        INDEX:	P57W1
      OFFSETS:	0-3
       TOKENS:	P57W1-P57W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(wiAy~)
          POS:	CONJ+NOUN
          VOC:	wi+Ay~
        GLOSS:	and+any

 INPUT STRING:	تقدم
     IS_TRANS:	tqdm
        INDEX:	P57W2
      OFFSETS:	4-8
       TOKENS:	P57W3-P57W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqad~um_1]
   UNSPLITVOC:	(taqad~um)
          POS:	NOUN
          VOC:	taqad~um
        GLOSS:	progress/advancement/coming forward

 INPUT STRING:	واذدهار
     IS_TRANS:	wA*dhAr
        INDEX:	P57W3
      OFFSETS:	9-16
       TOKENS:	P57W4-P57W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AizdihAr_1]
   UNSPLITVOC:	(wiAizdihAr)
          POS:	CONJ+NOUN
          VOC:	wi+AizdihAr
        GLOSS:	and+prosperity/thriving

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P57W4
      OFFSETS:	17-20
       TOKENS:	P57W6-P57W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be+he/it

 INPUT STRING:	هيكون
     IS_TRANS:	hykwn
        INDEX:	P57W5
      OFFSETS:	21-26
       TOKENS:	P57W7-P57W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Hayikuwn)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+kuwn
        GLOSS:	will+he/it+be

 INPUT STRING:	حكم
     IS_TRANS:	Hkm
        INDEX:	P57W6
      OFFSETS:	27-30
       TOKENS:	P57W9-P57W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukom_1]
   UNSPLITVOC:	(Hukom)
          POS:	NOUN
          VOC:	Hukom
        GLOSS:	judgment/decision/verdict/statutes/laws/judgments/decisions//verdicts

 INPUT STRING:	قاسى
     IS_TRANS:	qAsY
        INDEX:	P57W7
      OFFSETS:	31-35
       TOKENS:	P57W10-P57W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAsiy_1]
   UNSPLITVOC:	(qAsiy)
          POS:	ADJ
          VOC:	qAsiy
        GLOSS:	harsh/cruel/severe/stringent/brutal

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P57W8
      OFFSETS:	36-39
       TOKENS:	P57W11-P57W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P57W9
      OFFSETS:	40-46
       TOKENS:	P57W12-P57W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+regime/government

 INPUT STRING:	السابق
     IS_TRANS:	AlsAbq
        INDEX:	P57W10
      OFFSETS:	47-53
       TOKENS:	P57W13-P57W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAbiq_1]
   UNSPLITVOC:	(Als~Abiq)
          POS:	DET+ADJ
          VOC:	Al+sAbiq
        GLOSS:	the+former/previous/preceding

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P58W1
      OFFSETS:	0-2
       TOKENS:	P58W1-P58W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/such as

 INPUT STRING:	مثلا
     IS_TRANS:	mvlA
        INDEX:	P58W2
      OFFSETS:	3-7
       TOKENS:	P58W2-P58W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maval_1]
   UNSPLITVOC:	(mavalAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	maval+AF
        GLOSS:	like/such as/like/such as/the likes of+[acc.indef.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P58W3
      OFFSETS:	8-11
       TOKENS:	P58W3-P58W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as, when

 INPUT STRING:	يكون
     IS_TRANS:	ykwn
        INDEX:	P58W4
      OFFSETS:	12-16
       TOKENS:	P58W4-P58W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwn)
          POS:	IV3MS+IV
          VOC:	yi+kuwn
        GLOSS:	he/it+be

 INPUT STRING:	عندك
     IS_TRANS:	Endk
        INDEX:	P58W5
      OFFSETS:	17-21
       TOKENS:	P58W5-P58W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Einod_1]
   UNSPLITVOC:	(Einodak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	Einod+ak
        GLOSS:	with / at+your

 INPUT STRING:	محل
     IS_TRANS:	mHl
        INDEX:	P58W6
      OFFSETS:	22-25
       TOKENS:	P58W7-P58W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHal~_1]
   UNSPLITVOC:	(maHal~)
          POS:	NOUN
          VOC:	maHal~
        GLOSS:	place/location

 INPUT STRING:	وفيه
     IS_TRANS:	wfyh
        INDEX:	P58W7
      OFFSETS:	26-30
       TOKENS:	P58W8-P58W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(wafiyh)
          POS:	CONJ+PREP+PRON_3MS
          VOC:	wa+fiy+uh
        GLOSS:	and+in+it/him

 INPUT STRING:	عامل
     IS_TRANS:	EAml
        INDEX:	P58W8
      OFFSETS:	31-35
       TOKENS:	P58W11-P58W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmil)
          POS:	NOUN
          VOC:	EAmil
        GLOSS:	worker/workers

 INPUT STRING:	بيسرقك
     IS_TRANS:	bysrqk
        INDEX:	P58W9
      OFFSETS:	36-42
       TOKENS:	P58W12-P58W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[saraq_1]
   UNSPLITVOC:	(biyisoraqik)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:2FS
          VOC:	bi+yi+soraq+ik
        GLOSS:	[present-tense]+he/it+steal/rob+you

 INPUT STRING:	تقوم
     IS_TRANS:	tqwm
        INDEX:	P59W1
      OFFSETS:	0-4
       TOKENS:	P59W1-P59W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(tiquwm)
          POS:	IV2MS+IV
          VOC:	ti+quwm
        GLOSS:	you+begin/wake up

 INPUT STRING:	تمشيه
     IS_TRANS:	tm$yh
        INDEX:	P59W2
      OFFSETS:	5-10
       TOKENS:	P59W2-P59W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$~aY_1]
   UNSPLITVOC:	(tima$~iyh)
          POS:	IV2MS+IV+IVSUFF_DO:3MS
          VOC:	ti+ma$~iy+uh
        GLOSS:	you+make walk/adjust/be made to walk/be adjusted+them

 INPUT STRING:	الاول
     IS_TRANS:	AlAwl
        INDEX:	P59W3
      OFFSETS:	11-16
       TOKENS:	P59W4-P59W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(Al>aw~al)
          POS:	DET+ADJ
          VOC:	Al+>aw~al
        GLOSS:	the+first of all/primarily/in the first place

 INPUT STRING:	وتجيب
     IS_TRANS:	wtjyb
        INDEX:	P59W4
      OFFSETS:	17-22
       TOKENS:	P59W5-P59W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(witijiyb)
          POS:	CONJ+IV2MS+IV
          VOC:	wi+ti+jiyb
        GLOSS:	and+you+bring

 INPUT STRING:	واحد
     IS_TRANS:	wAHd
        INDEX:	P59W5
      OFFSETS:	23-27
       TOKENS:	P59W7-P59W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAHid_1]
   UNSPLITVOC:	(wAHid)
          POS:	NOUN_NUM
          VOC:	wAHid
        GLOSS:	person/ individual

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P59W6
      OFFSETS:	28-32
       TOKENS:	P59W8-P59W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/again

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P59W7
      OFFSETS:	33-37
       TOKENS:	P59W9-P59W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(walam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wa+lam~A
        GLOSS:	and+as, when

 INPUT STRING:	المحل
     IS_TRANS:	AlmHl
        INDEX:	P59W8
      OFFSETS:	38-43
       TOKENS:	P59W11-P59W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHal~_1]
   UNSPLITVOC:	(AlmaHal~)
          POS:	DET+NOUN
          VOC:	Al+maHal~
        GLOSS:	the+place/location

 INPUT STRING:	يحقق
     IS_TRANS:	yHqq
        INDEX:	P59W9
      OFFSETS:	44-48
       TOKENS:	P59W12-P59W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~aq_1]
   UNSPLITVOC:	(yiHaq~iq)
          POS:	IV3MS+IV
          VOC:	yi+Haq~iq
        GLOSS:	he/it+realize/achieve

 INPUT STRING:	مكاسب
     IS_TRANS:	mkAsb
        INDEX:	P59W10
      OFFSETS:	49-54
       TOKENS:	P59W13-P59W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makosab_1]
   UNSPLITVOC:	(makAsib)
          POS:	NOUN
          VOC:	makAsib
        GLOSS:	earning/profit

 INPUT STRING:	ويذهر
     IS_TRANS:	wy*hr
        INDEX:	P59W11
      OFFSETS:	55-60
       TOKENS:	P59W14-P59W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(wy*hr)
          POS:	TYPO
          VOC:	wy*hr
        GLOSS:	nogloss

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P60W1
      OFFSETS:	0-2
       TOKENS:	P60W1-P60W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this/that

 INPUT STRING:	بذات
     IS_TRANS:	b*At
        INDEX:	P60W2
      OFFSETS:	3-7
       TOKENS:	P60W2-P60W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*At_1]
   UNSPLITVOC:	(bi*At)
          POS:	PREP+NOUN
          VOC:	bi+*At
        GLOSS:	with/by+same/self/essence/selves/beings/exactly/precisely

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P60W3
      OFFSETS:	8-12
       TOKENS:	P60W4-P60W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves+his/its

 INPUT STRING:	عقاب
     IS_TRANS:	EqAb
        INDEX:	P60W4
      OFFSETS:	13-17
       TOKENS:	P60W6-P60W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EiqAb_1]
   UNSPLITVOC:	(EiqAb)
          POS:	NOUN
          VOC:	EiqAb
        GLOSS:	punishment/penalty

 INPUT STRING:	للعامل
     IS_TRANS:	llEAml
        INDEX:	P60W5
      OFFSETS:	18-24
       TOKENS:	P60W7-P60W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(lilEAmil)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+EAmil
        GLOSS:	for/to+the+worker/workers

 INPUT STRING:	السابق
     IS_TRANS:	AlsAbq
        INDEX:	P60W6
      OFFSETS:	25-31
       TOKENS:	P60W9-P60W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAbiq_1]
   UNSPLITVOC:	(Als~Abiq)
          POS:	DET+ADJ
          VOC:	Al+sAbiq
        GLOSS:	the+former/previous/preceding

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P61W1
      OFFSETS:	0-2
       TOKENS:	P61W1-P61W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	اقفل
     IS_TRANS:	Aqfl
        INDEX:	P61W2
      OFFSETS:	3-7
       TOKENS:	P61W2-P61W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafal_1]
   UNSPLITVOC:	(Aaqofil)
          POS:	IV1S+IV
          VOC:	Aa+qofil
        GLOSS:	I+lock

 INPUT STRING:	المحل
     IS_TRANS:	AlmHl
        INDEX:	P61W3
      OFFSETS:	8-13
       TOKENS:	P61W3-P61W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHal~_1]
   UNSPLITVOC:	(AlmaHal~)
          POS:	DET+NOUN
          VOC:	Al+maHal~
        GLOSS:	the+place/location

 INPUT STRING:	واقعد
     IS_TRANS:	wAqEd
        INDEX:	P61W4
      OFFSETS:	14-19
       TOKENS:	P61W4-P61W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaEad_1]
   UNSPLITVOC:	(wiAaqoEud)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+qoEud
        GLOSS:	and+I+sit down/be seated/remain

 INPUT STRING:	احقق
     IS_TRANS:	AHqq
        INDEX:	P61W5
      OFFSETS:	20-24
       TOKENS:	P61W6-P61W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~aq_1]
   UNSPLITVOC:	(AaHaq~iq)
          POS:	IV1S+IV
          VOC:	Aa+Haq~iq
        GLOSS:	I+search/investigate

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P61W6
      OFFSETS:	25-27
       TOKENS:	P61W7-P61W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[maE_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	العامل
     IS_TRANS:	AlEAml
        INDEX:	P61W7
      OFFSETS:	28-34
       TOKENS:	P61W8-P61W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(AlEAmil)
          POS:	DET+NOUN
          VOC:	Al+EAmil
        GLOSS:	the+worker/workers

 INPUT STRING:	الحرامى
     IS_TRANS:	AlHrAmY
        INDEX:	P61W8
      OFFSETS:	35-42
       TOKENS:	P61W9-P61W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAmiy_1]
   UNSPLITVOC:	(AlHarAmiy)
          POS:	DET+NOUN
          VOC:	Al+HarAmiy
        GLOSS:	the+thief

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P62W1
      OFFSETS:	0-2
