 INPUT STRING:	بسم
       TOKENS:	P32W1-P32W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P33W1
      OFFSETS:	0-4
       TOKENS:	P33W1-P33W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern

 INPUT STRING:	المجلس
     IS_TRANS:	Almjls
        INDEX:	P33W2
      OFFSETS:	5-11
       TOKENS:	P33W2-P33W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(Almajolis)
          POS:	DET+NOUN
          VOC:	Al+majolis
        GLOSS:	the+council/board/Majlis

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P33W3
      OFFSETS:	12-14
       TOKENS:	P33W3-P33W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هيضربنا
     IS_TRANS:	hyDrbnA
        INDEX:	P33W4
      OFFSETS:	15-22
       TOKENS:	P33W4-P33W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Darab_1]
   UNSPLITVOC:	(HayiDorabnA)
          POS:	FUT_PART+IV3MS+IV+IVSUFF_DO:1P
          VOC:	Ha+yi+Dorab+nA
        GLOSS:	will+he/it+strike/hit/be struck/be hit+us

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P33W5
      OFFSETS:	23-26
       TOKENS:	P33W7-P33W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	ايدنا
     IS_TRANS:	AydnA
        INDEX:	P33W6
      OFFSETS:	27-32
       TOKENS:	P33W8-P33W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iyd_1]
   UNSPLITVOC:	(<iydnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	<iyd+nA
        GLOSS:	hand+our

 INPUT STRING:	عشان
     IS_TRANS:	E$An
        INDEX:	P33W7
      OFFSETS:	33-37
       TOKENS:	P33W10-P33W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Ea$a>on)
          POS:	PREP+NOUN
          VOC:	Ea+$An
        GLOSS:	on/above+matter/affair/case/importance/status/situation/condition/affairs/matters

 INPUT STRING:	نختار
     IS_TRANS:	nxtAr
        INDEX:	P33W8
      OFFSETS:	38-43
       TOKENS:	P33W12-P33W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotAr_1]
   UNSPLITVOC:	(nixotAr)
          POS:	IV1P+IV
          VOC:	ni+xotAr
        GLOSS:	we+choose/pick/select

 INPUT STRING:	فلول
     IS_TRANS:	flwl
        INDEX:	P33W9
      OFFSETS:	44-48
       TOKENS:	P33W13-P33W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fal~ap_1]
   UNSPLITVOC:	(faluwl)
          POS:	NOUN
          VOC:	faluwl
        GLOSS:	Remnants

 INPUT STRING:	وانتخابات
     IS_TRANS:	wAntxAbAt
        INDEX:	P34W1
      OFFSETS:	0-9
       TOKENS:	P34W1-P34W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotixAb_1]
   UNSPLITVOC:	(wi<inotixAbAt)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wi+<inotixAb+At
        GLOSS:	and+elections/selections+[fem.pl.]

 INPUT STRING:	مجلس
     IS_TRANS:	mjls
        INDEX:	P34W2
      OFFSETS:	10-14
       TOKENS:	P34W3-P34W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(majolis)
          POS:	NOUN
          VOC:	majolis
        GLOSS:	council/board/Majlis

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P34W3
      OFFSETS:	15-20
       TOKENS:	P34W4-P34W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	اكبر
     IS_TRANS:	Akbr
        INDEX:	P34W4
      OFFSETS:	21-25
       TOKENS:	P34W5-P34W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akobar_1]
   UNSPLITVOC:	(>akobar)
          POS:	ADJ_COMP
          VOC:	>akobar
        GLOSS:	larger/largest/greater/greatest

 INPUT STRING:	دليل
     IS_TRANS:	dlyl
        INDEX:	P34W5
      OFFSETS:	26-30
       TOKENS:	P34W6-P34W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[daliyl_2]
   UNSPLITVOC:	(daliyl)
          POS:	NOUN
          VOC:	daliyl
        GLOSS:	evidence/proof/indication

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P35W1
      OFFSETS:	0-3
       TOKENS:	P35W1-P35W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	احترم
     IS_TRANS:	AHtrm
        INDEX:	P35W2
      OFFSETS:	4-9
       TOKENS:	P35W2-P35W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotaram_1]
   UNSPLITVOC:	(AaHotarim)
          POS:	IV1S+IV
          VOC:	Aa+Hotarim
        GLOSS:	I+respect/revere

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P35W3
      OFFSETS:	10-15
       TOKENS:	P35W3-P35W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	kalAm+ik
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	جدااااا
     IS_TRANS:	jdAAAAA
        INDEX:	P35W4
      OFFSETS:	16-23
       TOKENS:	P35W5-P35W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jid~_2]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very+[acc.indef.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P35W5
      OFFSETS:	24-26
       TOKENS:	P35W6-P35W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	الشعب
     IS_TRANS:	Al$Eb
        INDEX:	P35W6
      OFFSETS:	27-32
       TOKENS:	P35W7-P35W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEob_1]
   UNSPLITVOC:	(Al$~aEob)
          POS:	DET+NOUN
          VOC:	Al+$aEob
        GLOSS:	the+people/nation/peoples/nations

 INPUT STRING:	فائة
     IS_TRANS:	fA}p
        INDEX:	P35W7
      OFFSETS:	33-37
       TOKENS:	P35W8-P35W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fi}ap_1]
   UNSPLITVOC:	(fi}ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	fi}+ap
        GLOSS:	group+[fem.sg.]

 INPUT STRING:	كبيييييييييرة
     IS_TRANS:	kbyyyyyyyyyrp
        INDEX:	P35W8
      OFFSETS:	38-51
       TOKENS:	P35W9-P35W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kabiyr_1]
   UNSPLITVOC:	(kabiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kabiyr+ap
        GLOSS:	large/great/important/major/senior+[fem.sg.]

 INPUT STRING:	جدااااااا
     IS_TRANS:	jdAAAAAAA
        INDEX:	P35W9
      OFFSETS:	52-61
       TOKENS:	P35W10-P35W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jid~_2]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very+[acc.indef.]

 INPUT STRING:	ميعرفوش
     IS_TRANS:	myErfw$
        INDEX:	P35W10
      OFFSETS:	62-69
       TOKENS:	P35W11-P35W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Earaf_1]
   UNSPLITVOC:	(mA_yiEorafuw$)
          POS:	NEG_PART+IV3P+IV+IVSUFF_SUBJ:P+NEG_PART
          VOC:	mA+yi+Eoraf+uwA+$
        GLOSS:	not+they+know/be known+we+not

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P35W11
      OFFSETS:	70-74
       TOKENS:	P35W14-P35W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P35W12
      OFFSETS:	75-77
       TOKENS:	P35W15-P35W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	السياسة
     IS_TRANS:	AlsyAsp
        INDEX:	P35W13
      OFFSETS:	78-85
       TOKENS:	P35W16-P35W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[siyAsap_1]
   UNSPLITVOC:	(Als~iyAsap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+siyAs+ap
        GLOSS:	the+politics+[fem.sg.]

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P35W14
      OFFSETS:	86-89
       TOKENS:	P35W17-P35W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(gayor)
          POS:	NOUN
          VOC:	gayor
        GLOSS:	not/other

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P35W15
      OFFSETS:	90-93
       TOKENS:	P35W18-P35W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	بيشفو
     IS_TRANS:	by$fw
        INDEX:	P35W16
      OFFSETS:	94-99
       TOKENS:	P35W19-P35W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(biya$ufuh)
          POS:	PROG_PART+IV3MS+IV+IVSUFF_DO:3MS
          VOC:	bi+ya+$uf+uh
        GLOSS:	[present-tense]+he/it+observe+him/it

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P35W17
      OFFSETS:	100-102
       TOKENS:	P35W22-P35W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الاعلام
     IS_TRANS:	AlAElAm
        INDEX:	P35W18
      OFFSETS:	103-110
       TOKENS:	P35W23-P35W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iEolAm_1]
   UNSPLITVOC:	(Al<iEolAm)
          POS:	DET+NOUN
          VOC:	Al+<iEolAm
        GLOSS:	the+information/media

 INPUT STRING:	والاعلام
     IS_TRANS:	wAlAElAm
        INDEX:	P35W19
      OFFSETS:	111-119
       TOKENS:	P35W24-P35W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iEolAm_1]
   UNSPLITVOC:	(wiAl<iEolAm)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+<iEolAm
        GLOSS:	and+the+information/media

 INPUT STRING:	بيطبل
     IS_TRANS:	byTbl
        INDEX:	P35W20
      OFFSETS:	120-125
       TOKENS:	P35W26-P35W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tab~al_1]
   UNSPLITVOC:	(biyiTab~al)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Tab~al
        GLOSS:	[present-tense]+he/it+beat a drum/make propaganda

 INPUT STRING:	للمجلس
     IS_TRANS:	llmjls
        INDEX:	P35W21
      OFFSETS:	126-132
       TOKENS:	P35W28-P35W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majolis_1]
   UNSPLITVOC:	(lilmajolis)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+majolis
        GLOSS:	for/to+the+council/board/Majlis

 INPUT STRING:	وياستى
     IS_TRANS:	wyAstY
        INDEX:	P35W22
      OFFSETS:	133-139
       TOKENS:	P35W30-P35W30
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wyAstY)
          POS:	NO_FUNC
          VOC:	wyAstY
        GLOSS:	nogloss

 INPUT STRING:	اية
     IS_TRANS:	Ayp
        INDEX:	P35W23
      OFFSETS:	140-143
       TOKENS:	P35W31-P35W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>ayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P35W24
      OFFSETS:	144-147
       TOKENS:	P35W32-P35W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	يضمنك
     IS_TRANS:	yDmnk
        INDEX:	P35W25
      OFFSETS:	148-153
       TOKENS:	P35W33-P35W33
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yDmnk)
          POS:	NO_FUNC
          VOC:	yDmnk
        GLOSS:	nogloss

 INPUT STRING:	انهم
     IS_TRANS:	Anhm
        INDEX:	P35W26
      OFFSETS:	154-158
       TOKENS:	P35W34-P35W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uhum)
          POS:	SUB_CONJ+PRON_3P
          VOC:	<in~+hum
        GLOSS:	that+he/it

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P35W27
      OFFSETS:	159-161
       TOKENS:	P35W36-P35W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	يظوروش
     IS_TRANS:	yZwrw$
        INDEX:	P35W28
      OFFSETS:	162-168
       TOKENS:	P35W37-P35W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zaw~ar_1]
   UNSPLITVOC:	(yazaw~aruwA$)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+NEG_PART
          VOC:	ya+zaw~ar+uwA+$
        GLOSS:	they+forge/falsify+[masc.pl.]+not

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P35W29
      OFFSETS:	169-171
       TOKENS:	P35W39-P35W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	انتخبات
     IS_TRANS:	AntxbAt
        INDEX:	P35W30
      OFFSETS:	172-179
       TOKENS:	P35W40-P35W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotixAbAt_1]
   UNSPLITVOC:	(AinotixabAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	Ainotixab+At
        GLOSS:	elections/selections+[fem.pl.]

 INPUT STRING:	الرئسة
     IS_TRANS:	Alr}sp
        INDEX:	P35W31
      OFFSETS:	180-186
       TOKENS:	P35W41-P35W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ri}asap_1]
   UNSPLITVOC:	(Alr~i}asap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+ri}as+ap
        GLOSS:	the+presidency/leadership/chairmanship+[fem.sg.]

 INPUT STRING:	وتلاقى
     IS_TRANS:	wtlAqY
        INDEX:	P35W32
      OFFSETS:	187-193
       TOKENS:	P35W42-P35W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(witilAqiy)
          POS:	CONJ+IV2MS+IV
          VOC:	wi+ti+lAqiy
        GLOSS:	and+you+found

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P35W33
      OFFSETS:	194-200
       TOKENS:	P35W44-P35W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alr~a}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	الجديييد
     IS_TRANS:	Aljdyyyd
        INDEX:	P35W34
      OFFSETS:	201-209
       TOKENS:	P35W45-P35W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jadiyd_1]
   UNSPLITVOC:	(Aljadiyd)
          POS:	DET+ADJ
          VOC:	Al+jadiyd
        GLOSS:	the+new

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P35W35
      OFFSETS:	210-212
       TOKENS:	P35W46-P35W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	one

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P35W36
      OFFSETS:	213-216
       TOKENS:	P35W47-P35W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P35W37
      OFFSETS:	217-220
       TOKENS:	P35W49-P35W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مزاجك
     IS_TRANS:	mzAjk
        INDEX:	P35W38
      OFFSETS:	221-226
       TOKENS:	P35W50-P35W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mazAj_1]
   UNSPLITVOC:	(mazAjik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	mazAj+ik
        GLOSS:	mood/feeling+your

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P35W39
      OFFSETS:	227-230
       TOKENS:	P35W52-P35W53
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P35W40
      OFFSETS:	231-234
       TOKENS:	P35W54-P35W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	مزاجى
     IS_TRANS:	mzAjY
        INDEX:	P35W41
      OFFSETS:	235-240
       TOKENS:	P35W55-P35W56
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mazAj_1]
   UNSPLITVOC:	(mazAjiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	mazAj+iy
        GLOSS:	mood/feeling+my

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P35W42
      OFFSETS:	241-243
       TOKENS:	P35W57-P35W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	one

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P35W43
      OFFSETS:	244-246
       TOKENS:	P35W58-P35W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all

 INPUT STRING:	الى
     IS_TRANS:	AlY
        INDEX:	P35W44
      OFFSETS:	247-250
       TOKENS:	P35W59-P35W59
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P35W45
      OFFSETS:	251-253
       TOKENS:	P35W60-P35W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	دماغو
     IS_TRANS:	dmAgw
        INDEX:	P35W46
      OFFSETS:	254-259
       TOKENS:	P35W61-P35W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dimAg_1]
   UNSPLITVOC:	(dimAguh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	dimAg+uh
        GLOSS:	brain/brains+his/its

 INPUT STRING:	ازاى
     IS_TRANS:	AzAY
        INDEX:	P35W47
      OFFSETS:	260-264
       TOKENS:	P35W63-P35W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	INTERROG_ADV
          VOC:	Aiz~Ay
        GLOSS:	how

 INPUT STRING:	يطاااااطى
     IS_TRANS:	yTAAAAATY
        INDEX:	P35W48
      OFFSETS:	265-274
       TOKENS:	P35W64-P35W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TATA_1]
   UNSPLITVOC:	(yiTAtiy)
          POS:	IV3MS+IV
          VOC:	yi+TAtiy
        GLOSS:	he/it+bow

 INPUT STRING:	لاسرائيل
     IS_TRANS:	lAsrA}yl
        INDEX:	P35W49
      OFFSETS:	275-283
       TOKENS:	P35W65-P35W66
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isorA}iyl_1]
   UNSPLITVOC:	(li<isorA}iyl)
          POS:	PREP+NOUN_PROP
          VOC:	li+<isorA}iyl
        GLOSS:	for/to+Israel

 INPUT STRING:	وامريكة
     IS_TRANS:	wAmrykp
        INDEX:	P35W50
      OFFSETS:	284-291
       TOKENS:	P35W67-P35W68
