 INPUT STRING:	حكم
        GLOSS:	Sheikhs/chieftains

 INPUT STRING:	وعلماء
     IS_TRANS:	wElmA'
        INDEX:	P36W6
      OFFSETS:	30-36
       TOKENS:	P36W6-P36W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAlim_1]
   UNSPLITVOC:	(wiEulamA')
          POS:	CONJ+NOUN
          VOC:	wi+EulamA'
        GLOSS:	and+scholars/scientists

 INPUT STRING:	معندكيش
     IS_TRANS:	mEndky$
        INDEX:	P36W7
      OFFSETS:	37-44
       TOKENS:	P36W8-P36W8
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mEndky$)
          POS:	NO_FUNC
          VOC:	mEndky$
        GLOSS:	nogloss

 INPUT STRING:	ربع
     IS_TRANS:	rbE
        INDEX:	P36W8
      OFFSETS:	45-48
       TOKENS:	P36W9-P36W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ruboE_1]
   UNSPLITVOC:	(ruboE)
          POS:	NOUN_QUANT
          VOC:	ruboE
        GLOSS:	quarter, (one) fourth

 INPUT STRING:	علمهم
     IS_TRANS:	Elmhm
        INDEX:	P36W9
      OFFSETS:	49-54
       TOKENS:	P36W10-P36W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eilom_1]
   UNSPLITVOC:	(Eilomuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Eilom+hum
        GLOSS:	science/study of/sciences+their

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P36W10
      OFFSETS:	54-55
       TOKENS:	P36W12-P36W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P36W11
      OFFSETS:	55-56
       TOKENS:	P36W13-P36W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	اما
     IS_TRANS:	AmA
        INDEX:	P37W1
      OFFSETS:	0-3
       TOKENS:	P37W1-P37W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>am~A_1]
   UNSPLITVOC:	(>am~A)
          POS:	FOCUS_PART
          VOC:	>am~A
        GLOSS:	As to, as for, as far as , but, however, yet, on the other hand

 INPUT STRING:	كلام
     IS_TRANS:	klAm
        INDEX:	P37W2
      OFFSETS:	4-8
       TOKENS:	P37W2-P37W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAm)
          POS:	NOUN
          VOC:	kalAm
        GLOSS:	speech/statement/remark/talk/saying

 INPUT STRING:	المرشد
     IS_TRANS:	Almr$d
        INDEX:	P37W3
      OFFSETS:	9-15
       TOKENS:	P37W3-P37W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muro$id_1]
   UNSPLITVOC:	(Almuro$id)
          POS:	DET+NOUN
          VOC:	Al+muro$id
        GLOSS:	the+guide/instructor/adviser

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P37W4
      OFFSETS:	16-21
       TOKENS:	P37W4-P37W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	with+Allah/God

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P37W5
      OFFSETS:	22-25
       TOKENS:	P37W6-P37W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	i

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P37W6
      OFFSETS:	26-28
       TOKENS:	P37W7-P37W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy~a)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/for+me

 INPUT STRING:	عقل
     IS_TRANS:	Eql
        INDEX:	P37W7
      OFFSETS:	29-32
       TOKENS:	P37W9-P37W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqol_1]
   UNSPLITVOC:	(Eaqol)
          POS:	NOUN
          VOC:	Eaqol
        GLOSS:	mind/intellect/brain

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P37W8
      OFFSETS:	33-36
       TOKENS:	P37W10-P37W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	and+he/it

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P37W9
      OFFSETS:	37-40
       TOKENS:	P37W12-P37W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for/to+him/it

 INPUT STRING:	عقل
     IS_TRANS:	Eql
        INDEX:	P37W10
      OFFSETS:	41-44
       TOKENS:	P37W14-P37W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eaqol_1]
   UNSPLITVOC:	(Eaqol)
          POS:	NOUN
          VOC:	Eaqol
        GLOSS:	mind/intellect/brain

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P37W11
      OFFSETS:	45-47
       TOKENS:	P37W15-P37W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P37W12
      OFFSETS:	48-50
       TOKENS:	P37W16-P37W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	عنده
     IS_TRANS:	Endh
        INDEX:	P37W13
      OFFSETS:	51-55
       TOKENS:	P37W17-P37W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanoduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eanod+uh
        GLOSS:	with / at+his/its

 INPUT STRING:	مؤهلات
     IS_TRANS:	m&hlAt
        INDEX:	P37W14
      OFFSETS:	56-62
       TOKENS:	P37W19-P37W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&ah~il_1]
   UNSPLITVOC:	(mu&ah~ilAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	mu&ah~il+At
        GLOSS:	qualifications/certifications+[fem.pl.]

 INPUT STRING:	اكبر
     IS_TRANS:	Akbr
        INDEX:	P37W15
      OFFSETS:	63-67
       TOKENS:	P37W20-P37W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akobar_1]
   UNSPLITVOC:	(>akobar)
          POS:	ADJ_COMP
          VOC:	>akobar
        GLOSS:	larger/largest/greater/greatest

 INPUT STRING:	مني
     IS_TRANS:	mny
        INDEX:	P37W16
      OFFSETS:	68-71
       TOKENS:	P37W21-P37W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min~iy)
          POS:	PREP+PRON_1S
          VOC:	min~+iy
        GLOSS:	from+me

 INPUT STRING:	ومنك
     IS_TRANS:	wmnk
        INDEX:	P37W17
      OFFSETS:	72-76
       TOKENS:	P37W23-P37W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(wimin~ik)
          POS:	CONJ+PREP+PRON_2FS
          VOC:	wi+min~+ik
        GLOSS:	and+from+you[fem.sg.]

 INPUT STRING:	وابقي
     IS_TRANS:	wAbqy
        INDEX:	P37W18
      OFFSETS:	77-82
       TOKENS:	P37W26-P37W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(wi>aboqaY)
          POS:	CONJ+IV1S+IV
          VOC:	wi+>a+boqaY
        GLOSS:	and+I+remain/become

 INPUT STRING:	روحي
     IS_TRANS:	rwHy
        INDEX:	P37W19
      OFFSETS:	83-87
       TOKENS:	P37W28-P37W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(ruwHiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	ruwH+iy
        GLOSS:	go+you [fem.sg.] [verb]

 INPUT STRING:	شوفي
     IS_TRANS:	$wfy
        INDEX:	P37W20
      OFFSETS:	88-92
       TOKENS:	P37W29-P37W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwfiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	$uwf+iy
        GLOSS:	look/see+you [fem..sg.] [verb]

 INPUT STRING:	رداساته
     IS_TRANS:	rdAsAth
        INDEX:	P37W21
      OFFSETS:	93-100
       TOKENS:	P37W30-P37W30
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(rdAsAth)
          POS:	TYPO
          VOC:	rdAsAth
        GLOSS:	nogloss

 INPUT STRING:	وتعالي
     IS_TRANS:	wtEAly
        INDEX:	P37W22
      OFFSETS:	101-107
       TOKENS:	P37W31-P37W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEAlaY_1]
   UNSPLITVOC:	(witaEAliy)
          POS:	CONJ+CV+CVSUFF_SUBJ:2FS
          VOC:	wi+taEAl+iy
        GLOSS:	and+come/let's+you [fem.sg.] [verb]

 INPUT STRING:	اتكلمي
     IS_TRANS:	Atklmy
        INDEX:	P37W23
      OFFSETS:	108-114
       TOKENS:	P37W33-P37W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(Aitokal~imiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Aitokal~im+iy
        GLOSS:	speak/talk/discuss+you [fem.sg.] [verb]

 INPUT STRING:	ثانيا
     IS_TRANS:	vAnyA
        INDEX:	P38W1
      OFFSETS:	0-5
       TOKENS:	P38W1-P38W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[vAniy_1]
   UNSPLITVOC:	(vAniyAF)
          POS:	ADJ_NUM+CASE_INDEF_ACC
          VOC:	vAniy+AF
        GLOSS:	second/next+[acc.indef.]

 INPUT STRING:	المرشد
     IS_TRANS:	Almr$d
        INDEX:	P38W2
      OFFSETS:	6-12
       TOKENS:	P38W2-P38W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muro$id_1]
   UNSPLITVOC:	(Almuro$id)
          POS:	DET+NOUN
          VOC:	Al+muro$id
        GLOSS:	the+guide/instructor/adviser

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P38W3
      OFFSETS:	13-15
       TOKENS:	P38W3-P38W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	لوحده
     IS_TRANS:	lwHdh
        INDEX:	P38W4
      OFFSETS:	16-21
       TOKENS:	P38W4-P38W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHoduh)
          POS:	PREP+NOUN+POSS_PRON_3MS
          VOC:	li+waHod+uh
        GLOSS:	for/to+alone/only+his/its

 INPUT STRING:	بياخد
     IS_TRANS:	byAxd
        INDEX:	P38W5
      OFFSETS:	22-27
       TOKENS:	P38W7-P38W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(biyAxud)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+y+Axud
        GLOSS:	[present-tense]+he/it+take

 INPUT STRING:	قرارت
     IS_TRANS:	qrArt
        INDEX:	P38W6
      OFFSETS:	28-33
       TOKENS:	P38W9-P38W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(qrArt)
          POS:	TYPO
          VOC:	qrArt
        GLOSS:	nogloss

 INPUT STRING:	الجماعة
     IS_TRANS:	AljmAEp
        INDEX:	P38W7
      OFFSETS:	34-41
       TOKENS:	P38W10-P38W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jamAEap_1]
   UNSPLITVOC:	(AljamAEap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+jamAE+ap
        GLOSS:	the+Gama'a/Jemaah+[fem.sg.]

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P38W8
      OFFSETS:	42-45
       TOKENS:	P38W11-P38W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+it/him

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P38W9
      OFFSETS:	46-50
       TOKENS:	P38W13-P38W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	اسمها
     IS_TRANS:	AsmhA
        INDEX:	P38W10
      OFFSETS:	51-56
       TOKENS:	P38W14-P38W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(AisomahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	Aisom+hA
        GLOSS:	name+its/their/her

 INPUT STRING:	شورى
     IS_TRANS:	$wrY
        INDEX:	P38W11
      OFFSETS:	57-61
       TOKENS:	P38W16-P38W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uwraY_1]
   UNSPLITVOC:	($uwraY)
          POS:	NOUN
          VOC:	$uwraY
        GLOSS:	consultation/deliberation

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P38W12
      OFFSETS:	62-66
       TOKENS:	P38W17-P38W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+i

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P38W13
      OFFSETS:	67-72
       TOKENS:	P38W19-P38W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	انك
     IS_TRANS:	Ank
        INDEX:	P38W14
      OFFSETS:	73-76
       TOKENS:	P38W20-P38W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ik)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	<in~+ik
        GLOSS:	that+you[fem.sg.]

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P38W15
      OFFSETS:	77-82
       TOKENS:	P38W22-P38W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P38W16
      OFFSETS:	83-85
       TOKENS:	P38W23-P38W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	بتحبي
     IS_TRANS:	btHby
        INDEX:	P38W17
      OFFSETS:	86-91
       TOKENS:	P38W24-P38W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bitiHib~iy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Hib~+iy
        GLOSS:	[present-tense]+you [fem.sg.]+love/like+you [fem.sg.] [verb]

 INPUT STRING:	تتهمي
     IS_TRANS:	tthmy
        INDEX:	P38W18
      OFFSETS:	92-97
       TOKENS:	P38W26-P38W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~aham_1]
   UNSPLITVOC:	(titihomiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+tihom+iy
        GLOSS:	you [fem.sg.]+accuse+you [fem.sg.] [verb]

 INPUT STRING:	وتقوي
     IS_TRANS:	wtqwy
        INDEX:	P38W19
      OFFSETS:	98-103
       TOKENS:	P38W27-P38W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaw~aY_1]
   UNSPLITVOC:	(witiqaw~iy)
          POS:	CONJ+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	wi+ti+qaw~+iy
        GLOSS:	and+you [fem.sg.]+strengthen+you [fem.sg.] [verb]

 INPUT STRING:	موقفك
     IS_TRANS:	mwqfk
        INDEX:	P38W20
      OFFSETS:	104-109
       TOKENS:	P38W29-P38W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawqif_1]
   UNSPLITVOC:	(mawqifik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	mawqif+ik
        GLOSS:	position/situation+your [fem.sg.]

 INPUT STRING:	بالباطل
     IS_TRANS:	bAlbATl
        INDEX:	P38W21
      OFFSETS:	110-117
       TOKENS:	P38W31-P38W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bATil_1]
   UNSPLITVOC:	(biAlbATil)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+bATil
        GLOSS:	with/by+the+falsehood

 INPUT STRING:	واعضاء
     IS_TRANS:	wAEDA'
        INDEX:	P39W1
      OFFSETS:	0-6
       TOKENS:	P39W1-P39W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EuDow_1]
   UNSPLITVOC:	(wi>aEoDA')
          POS:	CONJ+NOUN
          VOC:	wi+>aEoDA'
        GLOSS:	and+members

 INPUT STRING:	مكتب
     IS_TRANS:	mktb
        INDEX:	P39W2
      OFFSETS:	7-11
       TOKENS:	P39W3-P39W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[makotab_1]
   UNSPLITVOC:	(makotab)
          POS:	NOUN
          VOC:	makotab
        GLOSS:	bureau/office/department

 INPUT STRING:	الارشاد
     IS_TRANS:	AlAr$Ad
        INDEX:	P39W3
      OFFSETS:	12-19
       TOKENS:	P39W4-P39W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iro$Ad_1]
   UNSPLITVOC:	(Al<iro$Ad)
          POS:	DET+NOUN
          VOC:	Al+<iro$Ad
        GLOSS:	the+guidance/advice/counseling/instruction

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P39W4
      OFFSETS:	20-24
       TOKENS:	P39W5-P39W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whose/which

 INPUT STRING:	بيفهموا
     IS_TRANS:	byfhmwA
        INDEX:	P39W5
      OFFSETS:	25-32
       TOKENS:	P39W6-P39W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(biyifohamuwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+foham+uwA
        GLOSS:	[present-tense]+they+understand+[pl.]

 INPUT STRING:	عني
     IS_TRANS:	Eny
        INDEX:	P39W6
      OFFSETS:	33-36
       TOKENS:	P39W8-P39W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~iy)
          POS:	PREP+PRON_1S
          VOC:	Ean~+iy
        GLOSS:	(away) from, off, about, on, over+me

 INPUT STRING:	وعنك
     IS_TRANS:	wEnk
        INDEX:	P39W7
      OFFSETS:	37-41
       TOKENS:	P39W10-P39W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(wiEan~ik)
          POS:	CONJ+PREP+PRON_2FS
          VOC:	wi+Ean~+ik
        GLOSS:	and+(away) from, off, about, on, over+you [fem.sg.]

 INPUT STRING:	ليهم
     IS_TRANS:	lyhm
        INDEX:	P39W8
      OFFSETS:	42-46
       TOKENS:	P39W13-P39W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liyhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	for/to+they

 INPUT STRING:	رأيهم
     IS_TRANS:	r>yhm
        INDEX:	P39W9
      OFFSETS:	47-52
       TOKENS:	P39W15-P39W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(ra>oyuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	ra>oy+hum
        GLOSS:	opinion/view/idea+their

 INPUT STRING:	وبررررررده
     IS_TRANS:	wbrrrrrrdh
        INDEX:	P39W10
      OFFSETS:	53-63
       TOKENS:	P39W17-P39W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[barDuh_1]
   UNSPLITVOC:	(wibarDuh)
          POS:	CONJ+ADV
          VOC:	wi+barDuh
        GLOSS:	and+also/too

 INPUT STRING:	سواء
     IS_TRANS:	swA'
        INDEX:	P39W11
      OFFSETS:	64-68
       TOKENS:	P39W19-P39W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sawA'_1]
   UNSPLITVOC:	(sawA')
          POS:	NOUN
          VOC:	sawA'
        GLOSS:	except/whether/regardless

 INPUT STRING:	اخد
     IS_TRANS:	Axd
        INDEX:	P39W12
      OFFSETS:	69-72
       TOKENS:	P39W20-P39W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>axa*_1]
   UNSPLITVOC:	(>axad)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>axa*+(null)
        GLOSS:	took+he/it [verb]

 INPUT STRING:	برأيهم
     IS_TRANS:	br>yhm
        INDEX:	P39W13
      OFFSETS:	73-79
       TOKENS:	P39W21-P39W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra>oy_1]
   UNSPLITVOC:	(bira>oyuhum)
          POS:	PREP+NOUN+POSS_PRON_3P
          VOC:	bi+ra>oy+hum
        GLOSS:	with/by+opinion/view/idea+their

 INPUT STRING:	او
