 INPUT STRING:	دلوقت
          VOC:	<iSolAHiy
        GLOSS:	reformative/corrective/reformer/revisionist

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P22W75
      OFFSETS:	342-346
       TOKENS:	P22W83-P22W83
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqA_2]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+be/become/remain

 INPUT STRING:	حرامى
     IS_TRANS:	HrAmY
        INDEX:	P22W76
      OFFSETS:	347-352
       TOKENS:	P22W84-P22W84
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HarAmiy_1]
   UNSPLITVOC:	(HarAmiy)
          POS:	NOUN
          VOC:	HarAmiy
        GLOSS:	thieves/thiefs

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P22W77
      OFFSETS:	352-353
       TOKENS:	P22W85-P22W85
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	بشوف
     IS_TRANS:	b$wf
        INDEX:	P23W1
      OFFSETS:	0-4
       TOKENS:	P23W1-P23W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(bAa$uwf)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+$uwf
        GLOSS:	[present-tense]+I+look

 INPUT STRING:	الناس
     IS_TRANS:	AlnAs
        INDEX:	P23W2
      OFFSETS:	5-10
       TOKENS:	P23W3-P23W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(Aln~As)
          POS:	DET+NOUN
          VOC:	Al+nAs
        GLOSS:	the+people

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P23W3
      OFFSETS:	11-14
       TOKENS:	P23W4-P23W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	these/this/this [pl.]/those

 INPUT STRING:	بالنسبالى
     IS_TRANS:	bAlnsbAlY
        INDEX:	P23W4
      OFFSETS:	15-24
       TOKENS:	P23W5-P23W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nisobap_1]
   UNSPLITVOC:	(biAlnisobaAliy)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG+PREP+PRON_1S
          VOC:	bi+Al+nisob+ap+li+y
        GLOSS:	in+the+ratio/rate/percentage figure+[fem.sg.]+to/for+I

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P23W5
      OFFSETS:	25-27
       TOKENS:	P23W9-P23W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	مؤمنة
     IS_TRANS:	m&mnp
        INDEX:	P23W6
      OFFSETS:	28-33
       TOKENS:	P23W10-P23W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu&omin_1]
   UNSPLITVOC:	(mu&ominap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	mu&omin+ap
        GLOSS:	believing+[fem.sg.]

 INPUT STRING:	بربنا
     IS_TRANS:	brbnA
        INDEX:	P23W7
      OFFSETS:	34-39
       TOKENS:	P23W11-P23W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(birab~inA)
          POS:	PREP+NOUN+POSS_PRON_1P
          VOC:	bi+rab~+nA
        GLOSS:	with/by+lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	اساسا
     IS_TRANS:	AsAsA
        INDEX:	P23W8
      OFFSETS:	40-45
       TOKENS:	P23W14-P23W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(>asAsAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>asAs+AF
        GLOSS:	foundation/basis/foundations/bases/primarily/basically+[acc.indef.]

 INPUT STRING:	تانى
     IS_TRANS:	tAnY
        INDEX:	P23W9
      OFFSETS:	47-51
       TOKENS:	P23W15-P23W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P23W10
      OFFSETS:	52-54
       TOKENS:	P23W16-P23W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نظرى
     IS_TRANS:	nZrY
        INDEX:	P23W11
      OFFSETS:	55-59
       TOKENS:	P23W17-P23W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(naZariy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	naZar+iy
        GLOSS:	view/look/seeing/eye-sight/glances/looking/in view (of)+my

 INPUT STRING:	بالنسبالى
     IS_TRANS:	bAlnsbAlY
        INDEX:	P23W12
      OFFSETS:	60-69
       TOKENS:	P23W19-P23W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[nisobap_]
   UNSPLITVOC:	(biAlnisobapliy)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG+PREP+PRON_1S
          VOC:	bi+Al+nisob+ap+li+y
        GLOSS:	in+the+ratio/rate/percentage figure+[fem.sg.]+to/for+I

 INPUT STRING:	مبقولش
     IS_TRANS:	mbqwl$
        INDEX:	P23W13
      OFFSETS:	72-78
       TOKENS:	P23W23-P23W23
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mbqwl$)
          POS:	NO_FUNC
          VOC:	mbqwl$
        GLOSS:	nogloss

 INPUT STRING:	عليهم
     IS_TRANS:	Elyhm
        INDEX:	P23W14
      OFFSETS:	79-84
       TOKENS:	P23W24-P23W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayhum)
          POS:	PREP+PRON_3P
          VOC:	EalaY+hum
        GLOSS:	on/above+it/him

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P23W15
      OFFSETS:	85-88
       TOKENS:	P23W26-P23W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P23W16
      OFFSETS:	88-89
       TOKENS:	P23W27-P23W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	بقول
     IS_TRANS:	bqwl
        INDEX:	P23W17
      OFFSETS:	90-94
       TOKENS:	P23W28-P23W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bAaquwl)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+quwl
        GLOSS:	[present-tense]+I+said/say/be said/(for example)

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P23W18
      OFFSETS:	95-98
       TOKENS:	P23W30-P23W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P23W19
      OFFSETS:	99-103
       TOKENS:	P23W31-P23W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P23W20
      OFFSETS:	104-106
       TOKENS:	P23W32-P23W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	مخى
     IS_TRANS:	mxY
        INDEX:	P23W21
      OFFSETS:	107-110
       TOKENS:	P23W33-P23W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mux~_1]
   UNSPLITVOC:	(mux~iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	mux~+iy
        GLOSS:	brain/brains+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P23W22
      OFFSETS:	111-114
       TOKENS:	P23W35-P23W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P23W23
      OFFSETS:	114-115
       TOKENS:	P23W36-P23W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	لانهم
     IS_TRANS:	lAnhm
        INDEX:	P23W24
      OFFSETS:	116-121
       TOKENS:	P23W37-P23W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(li<in~uhum)
          POS:	PREP+SUB_CONJ+PRON_3P
          VOC:	li+<in~+hum
        GLOSS:	to/for+that+they

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P23W25
      OFFSETS:	122-124
       TOKENS:	P23W40-P23W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	يعقلون
     IS_TRANS:	yEqlwn
        INDEX:	P23W26
      OFFSETS:	125-131
       TOKENS:	P23W41-P23W41
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eaqal-i_1]
   UNSPLITVOC:	(yaEoqiluwna)
          POS:	IV3MP+IV+IVSUFF_SUBJ:MP_MOOD:I
          VOC:	ya+Eoqil+uwna
        GLOSS:	they (people)+be reasonable/be conceivable/be sensible+[masc.pl.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P23W27
      OFFSETS:	132-134
       TOKENS:	P23W42-P23W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	وجهة
     IS_TRANS:	wjhp
        INDEX:	P23W28
      OFFSETS:	135-139
       TOKENS:	P23W43-P23W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wijohap_1]
   UNSPLITVOC:	(wijohap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	wijoh+ap
        GLOSS:	point of view/angle/points of view/angles+[fem.sg.]

 INPUT STRING:	نظرى
     IS_TRANS:	nZrY
        INDEX:	P23W29
      OFFSETS:	140-144
       TOKENS:	P23W44-P23W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naZar_1]
   UNSPLITVOC:	(naZariy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	naZar+iy
        GLOSS:	view/look/seeing/eye-sight/glances/looking/in view (of)+my

 INPUT STRING:	اساسا
     IS_TRANS:	AsAsA
        INDEX:	P23W30
      OFFSETS:	145-150
       TOKENS:	P23W46-P23W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(>asAsAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>asAs+AF
        GLOSS:	foundation/basis/foundations/bases/primarily/basically+[acc.indef.]

 INPUT STRING:	فمش
     IS_TRANS:	fm$
        INDEX:	P23W31
      OFFSETS:	151-154
       TOKENS:	P23W47-P23W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(fami$)
          POS:	CONNEC_PART+NEG_PART
          VOC:	fa+mi$
        GLOSS:	so/then+no/non-/not

 INPUT STRING:	معقول
     IS_TRANS:	mEqwl
        INDEX:	P23W32
      OFFSETS:	155-160
       TOKENS:	P23W49-P23W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoquwl_1]
   UNSPLITVOC:	(maEoquwl)
          POS:	ADJ
          VOC:	maEoquwl
        GLOSS:	plausible/logical/reasonable

 INPUT STRING:	يكونوا
     IS_TRANS:	ykwnwA
        INDEX:	P23W33
      OFFSETS:	161-167
       TOKENS:	P23W50-P23W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(yikuwnuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+kuwn+uwA
        GLOSS:	they+be/was/were+we

 INPUT STRING:	وصلوا
     IS_TRANS:	wSlwA
        INDEX:	P23W34
      OFFSETS:	168-173
       TOKENS:	P23W51-P23W51
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(wiSoluwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	wiSol+uwA
        GLOSS:	arrive at/reach/connect/be arrived at/be reached/be connected/reach up/be long+they

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P23W35
      OFFSETS:	174-176
       TOKENS:	P23W52-P23W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P23W36
      OFFSETS:	177-181
       TOKENS:	P23W53-P23W54
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	موجود
     IS_TRANS:	mwjwd
        INDEX:	P23W37
      OFFSETS:	182-187
       TOKENS:	P23W55-P23W55
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawjuwd_1]
   UNSPLITVOC:	(mawjuwd)
          POS:	ADJ
          VOC:	mawjuwd
        GLOSS:	present/existing/found

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P23W38
      OFFSETS:	188-189
       TOKENS:	P23W56-P23W56
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	هما
     IS_TRANS:	hmA
        INDEX:	P23W39
      OFFSETS:	190-193
       TOKENS:	P23W57-P23W57
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hum~a_1]
   UNSPLITVOC:	(hum~a)
          POS:	PRON_3P
          VOC:	hum~a
        GLOSS:	they

 INPUT STRING:	قافلين
     IS_TRANS:	qAflyn
        INDEX:	P23W40
      OFFSETS:	194-200
       TOKENS:	P23W58-P23W58
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAfil_1]
   UNSPLITVOC:	(qAfoliyn)
          POS:	ADJ.VN+NSUFF_MASC_PL
          VOC:	qAfol+iyn
        GLOSS:	closing/locking+two

 INPUT STRING:	مخهم
     IS_TRANS:	mxhm
        INDEX:	P23W41
      OFFSETS:	201-205
       TOKENS:	P23W59-P23W60
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mux~_1]
   UNSPLITVOC:	(mux~uhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	mux~+hum
        GLOSS:	brain/brains+their

 INPUT STRING:	لدرجة
     IS_TRANS:	ldrjp
        INDEX:	P23W42
      OFFSETS:	206-211
       TOKENS:	P23W61-P23W62
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[darajap_1]
   UNSPLITVOC:	(lidarajap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+daraj+ap
        GLOSS:	for/to+degree/class/rank/grade/level/degrees/classes/ranks+[fem.sg.]

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P23W43
      OFFSETS:	212-216
       TOKENS:	P23W63-P23W63
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	هبلة
     IS_TRANS:	hblp
        INDEX:	P23W44
      OFFSETS:	217-221
       TOKENS:	P23W64-P23W64
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ahobal_1]
   UNSPLITVOC:	(habolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	habol+ap
        GLOSS:	dim-witted/imbecile/imbeciles+[fem.sg.]

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P23W45
      OFFSETS:	222-225
       TOKENS:	P23W65-P23W65
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P23W46
      OFFSETS:	226-228
       TOKENS:	P23W66-P23W66
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	شايفينها
     IS_TRANS:	$AyfynhA
        INDEX:	P23W47
      OFFSETS:	229-237
       TOKENS:	P23W67-P23W68
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($AyofiynhA)
          POS:	ADJ+NSUFF_MASC_PL+PRON_3FS
          VOC:	$Ayof+iyn+hA
        GLOSS:	i see/viewer/observer/onlooker/seeing/see/looking+two+it/them/her

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P23W48
      OFFSETS:	237-238
       TOKENS:	P23W69-P23W69
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P23W49
      OFFSETS:	239-244
       TOKENS:	P23W70-P23W71
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/importance/affairs/affair/that/because/matters

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P23W50
      OFFSETS:	245-248
       TOKENS:	P23W72-P23W72
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/such/like that/that way/that

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P23W51
      OFFSETS:	249-252
       TOKENS:	P23W73-P23W73
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	مؤمن
     IS_TRANS:	m&mn
        INDEX:	P23W52
      OFFSETS:	253-257
       TOKENS:	P23W74-P23W74
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mu&am~an_1]
   UNSPLITVOC:	(mu&am~an)
          POS:	ADJ.VN
          VOC:	mu&am~an
        GLOSS:	guaranteed/insured

 INPUT STRING:	جدااا
     IS_TRANS:	jdAAA
        INDEX:	P23W53
      OFFSETS:	258-263
       TOKENS:	P23W75-P23W75
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	جداااااااا
     IS_TRANS:	jdAAAAAAAA
        INDEX:	P23W54
      OFFSETS:	264-274
       TOKENS:	P23W76-P23W76
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	very/much+[acc.indef.]

 INPUT STRING:	بالحديث
     IS_TRANS:	bAlHdyv
        INDEX:	P23W55
      OFFSETS:	275-282
       TOKENS:	P23W77-P23W78
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadiyv_1]
   UNSPLITVOC:	(biAlHadiyv)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+Hadiyv
        GLOSS:	with/by+the+discussion/talk/interview/discussions/talks/Hadith (Islamic tradition)/Hadiths (Islamic traditions)

 INPUT STRING:	دا
     IS_TRANS:	dA
        INDEX:	P23W56
      OFFSETS:	283-285
       TOKENS:	P23W79-P23W79
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dA_1]
   UNSPLITVOC:	(dA)
          POS:	DEM_PRON_MS
          VOC:	dA
        GLOSS:	this

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P23W57
      OFFSETS:	286-290
       TOKENS:	P23W80-P23W80
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	اتقال
     IS_TRANS:	AtqAl
        INDEX:	P23W58
      OFFSETS:	291-296
       TOKENS:	P23W81-P23W81
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(AitoqAl)
          POS:	PV_PASS+PVSUFF_SUBJ:3MS
          VOC:	AitoqAl+(null)
        GLOSS:	said/say/be said/(for example)+he/it

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P23W59
      OFFSETS:	297-299
       TOKENS:	P23W82-P23W82
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
