 INPUT STRING:	افتحوا
          VOC:	HAl
        GLOSS:	situation/condition/case/situations/conditions/cases

 INPUT STRING:	بلدنا
     IS_TRANS:	bldnA
        INDEX:	P50W52
      OFFSETS:	279-284
       TOKENS:	P50W70-P50W71
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(baladnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	balad+nA
        GLOSS:	country/countries+our

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P51W1
      OFFSETS:	0-2
       TOKENS:	P51W1-P51W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	تصرف
     IS_TRANS:	tSrf
        INDEX:	P51W2
      OFFSETS:	3-7
       TOKENS:	P51W2-P51W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taSar~uf_1]
   UNSPLITVOC:	(taSar~uf)
          POS:	NOUN
          VOC:	taSar~uf
        GLOSS:	behavior/conduct/disposal/measures/regulations

 INPUT STRING:	الثائر
     IS_TRANS:	AlvA}r
        INDEX:	P51W3
      OFFSETS:	8-14
       TOKENS:	P51W3-P51W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(Alv~A}ir)
          POS:	DET+NOUN
          VOC:	Al+vA}ir
        GLOSS:	the+insurgent/insurgents/revolutionaries

 INPUT STRING:	الحقيقى
     IS_TRANS:	AlHqyqY
        INDEX:	P51W4
      OFFSETS:	15-22
       TOKENS:	P51W4-P51W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haqiyqiy_1]
   UNSPLITVOC:	(AlHaqiyqiy)
          POS:	DET+ADJ
          VOC:	Al+Haqiyqiy
        GLOSS:	the+true/real

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P51W5
      OFFSETS:	23-27
       TOKENS:	P51W5-P51W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	عنده
     IS_TRANS:	Endh
        INDEX:	P51W6
      OFFSETS:	28-32
       TOKENS:	P51W6-P51W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanoduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	Eanod+uh
        GLOSS:	with/at+his/its

 INPUT STRING:	قضية
     IS_TRANS:	qDyp
        INDEX:	P51W7
      OFFSETS:	33-37
       TOKENS:	P51W8-P51W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaDiy~ap_1]
   UNSPLITVOC:	(qaDiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qaDiy~+ap
        GLOSS:	problem/issue/problems/issues/lawsuit/legal case/lawsuits/legal cases+[fem.sg.]

 INPUT STRING:	بيدافع
     IS_TRANS:	bydAfE
        INDEX:	P51W8
      OFFSETS:	38-44
       TOKENS:	P51W9-P51W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAfiE_1]
   UNSPLITVOC:	(biyidAfiE)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+dAfiE
        GLOSS:	[present-tense]+he/it+defend

 INPUT STRING:	عنها
     IS_TRANS:	EnhA
        INDEX:	P51W9
      OFFSETS:	45-49
       TOKENS:	P51W11-P51W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(EanhA)
          POS:	PREP+PRON_3FS
          VOC:	Ean+hA
        GLOSS:	(away) from/off/about/on/over+her

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P51W10
      OFFSETS:	50-54
       TOKENS:	P51W13-P51W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	معاه
     IS_TRANS:	mEAh
        INDEX:	P51W11
      OFFSETS:	55-59
       TOKENS:	P51W14-P51W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEa+uh
        GLOSS:	something with/together+his/its

 INPUT STRING:	الحق
     IS_TRANS:	AlHq
        INDEX:	P51W12
      OFFSETS:	60-64
       TOKENS:	P51W16-P51W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haq~_1]
   UNSPLITVOC:	(AlHaq~)
          POS:	DET+NOUN
          VOC:	Al+Haq~
        GLOSS:	the+truth/right/against/towards/rights/law

 INPUT STRING:	الراقى
     IS_TRANS:	AlrAqY
        INDEX:	P51W13
      OFFSETS:	65-71
       TOKENS:	P51W17-P51W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAqiy_1]
   UNSPLITVOC:	(Alr~Aqiy)
          POS:	DET+ADJ
          VOC:	Al+rAqiy
        GLOSS:	the+ascending/advanced

 INPUT STRING:	المتحضر
     IS_TRANS:	AlmtHDr
        INDEX:	P51W14
      OFFSETS:	72-79
       TOKENS:	P51W18-P51W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaHaD~ir_1]
   UNSPLITVOC:	(AlmutaHaD~ir)
          POS:	DET+ADJ
          VOC:	Al+mutaHaD~ir
        GLOSS:	the+civilized

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P51W15
      OFFSETS:	80-82
       TOKENS:	P51W19-P51W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P51W16
      OFFSETS:	83-87
       TOKENS:	P51W20-P51W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/whow/whom/what/whose/which

 INPUT STRING:	بيقف
     IS_TRANS:	byqf
        INDEX:	P51W17
      OFFSETS:	88-92
       TOKENS:	P51W21-P51W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waqaf_1]
   UNSPLITVOC:	(biyuqaf)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yu+qaf
        GLOSS:	[present-tense]+he/it+top/cease/stand

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P51W18
      OFFSETS:	93-95
       TOKENS:	P51W23-P51W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	something with/together

 INPUT STRING:	البلطجى
     IS_TRANS:	AlblTjY
        INDEX:	P51W19
      OFFSETS:	96-103
       TOKENS:	P51W24-P51W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baloTajiy_1]
   UNSPLITVOC:	(AlbaloTajiy)
          POS:	DET+NOUN
          VOC:	Al+baloTajiy
        GLOSS:	the+ruffian/gangster/gangsters/criminals/ruffians/bully

 INPUT STRING:	ويتفرج
     IS_TRANS:	wytfrj
        INDEX:	P51W20
      OFFSETS:	104-110
       TOKENS:	P51W25-P51W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitofar~aj_1]
   UNSPLITVOC:	(wiyitofar~aj)
          POS:	CONJ+IV3MS+IV
          VOC:	wi+yi+tofar~aj
        GLOSS:	and+he/it+watch/observe

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P51W21
      OFFSETS:	111-115
       TOKENS:	P51W27-P51W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(Ealayh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P51W22
      OFFSETS:	116-119
       TOKENS:	P51W29-P51W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	while+it/he

 INPUT STRING:	بيحرق
     IS_TRANS:	byHrq
        INDEX:	P51W23
      OFFSETS:	120-125
       TOKENS:	P51W31-P51W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Haraq_1]
   UNSPLITVOC:	(biyiHoraq)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Horaq
        GLOSS:	[present-tense]+he/it+burn/hurt/rub/grind

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P51W24
      OFFSETS:	126-131
       TOKENS:	P51W33-P51W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$An_1]
   UNSPLITVOC:	(Eala$a>on)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	for+that

 INPUT STRING:	عايز
     IS_TRANS:	EAyz
        INDEX:	P51W25
      OFFSETS:	132-136
       TOKENS:	P51W35-P51W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyiz)
          POS:	ADJ.VN
          VOC:	EAyiz
        GLOSS:	wanting

 INPUT STRING:	ينتقم
     IS_TRANS:	yntqm
        INDEX:	P51W26
      OFFSETS:	137-142
       TOKENS:	P51W36-P51W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotaqam_1]
   UNSPLITVOC:	(yinotiqim)
          POS:	IV3MS+IV
          VOC:	yi+notiqim
        GLOSS:	he/it+take revenge/avenge/retaliate/revenge

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P51W27
      OFFSETS:	143-145
       TOKENS:	P51W37-P51W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الجيش
     IS_TRANS:	Aljy$
        INDEX:	P51W28
      OFFSETS:	146-151
       TOKENS:	P51W38-P51W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jay$_1]
   UNSPLITVOC:	(Aljay$)
          POS:	DET+NOUN
          VOC:	Al+jay$
        GLOSS:	the+troops/army

 INPUT STRING:	ههههههههه
     IS_TRANS:	hhhhhhhhh
        INDEX:	P51W29
      OFFSETS:	152-161
       TOKENS:	P51W39-P51W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	sound of laugh

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P51W30
      OFFSETS:	162-165
       TOKENS:	P51W40-P51W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/(for example)+he/it

 INPUT STRING:	بيحبو
     IS_TRANS:	byHbw
        INDEX:	P51W31
      OFFSETS:	166-171
       TOKENS:	P51W41-P51W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~uwA)
          POS:	PROG_PART+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	bi+yi+Hib~+uwA
        GLOSS:	[present-tense]+they+love/like/want+[pl.]

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P51W32
      OFFSETS:	172-175
       TOKENS:	P51W43-P51W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P51W33
      OFFSETS:	176-179
       TOKENS:	P51W44-P51W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/(for example)+he/it

 INPUT STRING:	ولسة
     IS_TRANS:	wlsp
        INDEX:	P51W34
      OFFSETS:	180-184
       TOKENS:	P51W45-P51W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(wilis~ah)
          POS:	CONJ+ADV
          VOC:	wi+lis~ah
        GLOSS:	and+still

 INPUT STRING:	انتقام
     IS_TRANS:	AntqAm
        INDEX:	P51W35
      OFFSETS:	185-191
       TOKENS:	P51W47-P51W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinotiqAm_1]
   UNSPLITVOC:	(AinotiqAm)
          POS:	NOUN
          VOC:	AinotiqAm
        GLOSS:	reprisal/in retaliation/in revenge/revenge

 INPUT STRING:	ربنا
     IS_TRANS:	rbnA
        INDEX:	P51W36
      OFFSETS:	192-196
       TOKENS:	P51W48-P51W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~inA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	rab~+nA
        GLOSS:	lord/master/lords/masters/owner/proprietor/owners/proprietors+our

 INPUT STRING:	اكتر
     IS_TRANS:	Aktr
        INDEX:	P51W37
      OFFSETS:	197-201
       TOKENS:	P51W50-P51W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(>akotar)
          POS:	ADJ_COMP
          VOC:	>akotar
        GLOSS:	most/majority/more than/more

 INPUT STRING:	واكتر
     IS_TRANS:	wAktr
        INDEX:	P51W38
      OFFSETS:	202-207
       TOKENS:	P51W51-P51W52
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akotar_1]
   UNSPLITVOC:	(wi>akotar)
          POS:	CONJ+ADJ_COMP
          VOC:	wi+>akotar
        GLOSS:	and+more

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P52W1
      OFFSETS:	0-3
       TOKENS:	P52W1-P52W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriousness/earnestness/very/much

 INPUT STRING:	ياريت
     IS_TRANS:	yAryt
        INDEX:	P52W2
      OFFSETS:	4-9
       TOKENS:	P52W3-P52W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yAryt)
          POS:	NO_FUNC
          VOC:	yAryt
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P52W3
      OFFSETS:	10-12
       TOKENS:	P52W4-P52W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	فتوكات
     IS_TRANS:	ftwkAt
        INDEX:	P52W4
      OFFSETS:	13-19
       TOKENS:	P52W5-P52W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fatuwkap_1]
   UNSPLITVOC:	(fatuwkAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	fatuwk+At
        GLOSS:	young girls/guys+[fem.pl.]

 INPUT STRING:	بلاش
     IS_TRANS:	blA$
        INDEX:	P52W5
      OFFSETS:	20-24
       TOKENS:	P52W6-P52W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balA$_1]
   UNSPLITVOC:	(balA$)
          POS:	NEG_PART
          VOC:	balA$
        GLOSS:	not

 INPUT STRING:	اى
     IS_TRANS:	AY
        INDEX:	P52W6
      OFFSETS:	25-27
       TOKENS:	P52W7-P52W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	نوع
     IS_TRANS:	nwE
        INDEX:	P52W7
      OFFSETS:	28-31
       TOKENS:	P52W8-P52W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nawE_1]
   UNSPLITVOC:	(nawE)
          POS:	NOUN
          VOC:	nawE
        GLOSS:	kind/type/kinds/species

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P52W8
      OFFSETS:	32-34
       TOKENS:	P52W9-P52W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الغلط
     IS_TRANS:	AlglT
        INDEX:	P52W9
      OFFSETS:	35-40
       TOKENS:	P52W10-P52W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[galaT_1]
   UNSPLITVOC:	(AlgalaT)
          POS:	DET+NOUN
          VOC:	Al+galaT
        GLOSS:	the+error/blunder/mistakes/blunders

 INPUT STRING:	بالالفاظ
     IS_TRANS:	bAlAlfAZ
        INDEX:	P52W10
      OFFSETS:	41-49
       TOKENS:	P52W11-P52W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lafoZ_1]
   UNSPLITVOC:	(biAlAlofAZ)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+AlofAZ
        GLOSS:	with/by+the+word/term/expression/verbatim/literally/words/terms/expressions

 INPUT STRING:	تبقى
     IS_TRANS:	tbqY
        INDEX:	P52W11
      OFFSETS:	50-54
       TOKENS:	P52W13-P52W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(tiboqaY)
          POS:	IV3FS+IV
          VOC:	ti+boqaY
        GLOSS:	it/they/she+be/became/become/last/remain

 INPUT STRING:	المناقشه
     IS_TRANS:	AlmnAq$h
        INDEX:	P52W12
      OFFSETS:	55-63
       TOKENS:	P52W14-P52W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munAqo$ap_1]
   UNSPLITVOC:	(AlmunAqo$ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+munAqo$+ap
        GLOSS:	the+debate/discussion+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P52W13
      OFFSETS:	64-66
       TOKENS:	P52W15-P52W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	هدوء
     IS_TRANS:	hdw'
        INDEX:	P52W14
      OFFSETS:	67-71
       TOKENS:	P52W16-P52W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[huduw'_1]
   UNSPLITVOC:	(huduw')
          POS:	NOUN
          VOC:	huduw'
        GLOSS:	calm/quiet/tranquillity

 INPUT STRING:	ومحدش
     IS_TRANS:	wmHd$
        INDEX:	P52W15
      OFFSETS:	72-77
       TOKENS:	P52W17-P52W17
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(wmHd$)
          POS:	NO_FUNC
          VOC:	wmHd$
        GLOSS:	nogloss

 INPUT STRING:	انكر
     IS_TRANS:	Ankr
        INDEX:	P52W16
      OFFSETS:	78-82
       TOKENS:	P52W18-P52W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>anokar_1]
   UNSPLITVOC:	(>anokar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>anokar+(null)
        GLOSS:	deny/disavow/refuse/be denied/be disavowed/be refused+he/it

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P52W17
      OFFSETS:	83-85
       TOKENS:	P52W19-P52W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P52W18
      OFFSETS:	86-88
       TOKENS:	P52W20-P52W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	there is+him/it

 INPUT STRING:	ثوار
     IS_TRANS:	vwAr
        INDEX:	P52W19
      OFFSETS:	89-93
       TOKENS:	P52W22-P52W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vA}ir_1]
   UNSPLITVOC:	(vuw~Ar)
          POS:	NOUN
          VOC:	vuw~Ar
        GLOSS:	revolutionaries

 INPUT STRING:	شرفاء
     IS_TRANS:	$rfA'
        INDEX:	P52W20
      OFFSETS:	94-99
       TOKENS:	P52W23-P52W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$arif_1]
   UNSPLITVOC:	($urafA')
          POS:	ADJ
          VOC:	$urafA'
        GLOSS:	noble/respectable

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P52W21
      OFFSETS:	100-104
       TOKENS:	P52W24-P52W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much/numerous/a lot/very

 INPUT STRING:	ومطالبهم
     IS_TRANS:	wmTAlbhm
        INDEX:	P52W22
      OFFSETS:	105-113
       TOKENS:	P52W25-P52W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maTolab_1]
   UNSPLITVOC:	(wamaTAlibhum)
          POS:	CONJ+NOUN+POSS_PRON_3P
          VOC:	wa+maTAlib+hum
        GLOSS:	and+request/demands/desiderata/claims+their

 INPUT STRING:	مشروعه
     IS_TRANS:	m$rwEh
        INDEX:	P52W23
      OFFSETS:	114-120
       TOKENS:	P52W28-P52W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$oruwE_2]
   UNSPLITVOC:	(ma$oruwEap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	ma$oruwE+ap
        GLOSS:	lawful/legal+[fem.sg.]

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P52W24
      OFFSETS:	121-124
       TOKENS:	P52W29-P52W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
