 INPUT STRING:	ينفع
        INDEX:	P352W2
      OFFSETS:	4-7
       TOKENS:	P352W2-P352W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sanap_1]
   UNSPLITVOC:	(sanap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	san+ap
        GLOSS:	year/years+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P352W3
      OFFSETS:	8-9
       TOKENS:	P352W3-P352W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	19
     IS_TRANS:	19
        INDEX:	P353W1
      OFFSETS:	0-2
       TOKENS:	P353W1-P353W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[19_1]
   UNSPLITVOC:	(19)
          POS:	NOUN_NUM
          VOC:	19
        GLOSS:	19

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P354W1
      OFFSETS:	0-2
       TOKENS:	P354W1-P354W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	جامعة
     IS_TRANS:	jAmEp
        INDEX:	P354W2
      OFFSETS:	3-8
       TOKENS:	P354W2-P354W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmoEap_1]
   UNSPLITVOC:	(jAmoEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jAmoE+ap
        GLOSS:	universities+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P354W3
      OFFSETS:	9-10
       TOKENS:	P354W3-P354W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P355W1
      OFFSETS:	0-2
       TOKENS:	P355W1-P355W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	العرب
     IS_TRANS:	AlErb
        INDEX:	P355W2
      OFFSETS:	3-8
       TOKENS:	P355W2-P355W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Earab_1]
   UNSPLITVOC:	(AlEarab)
          POS:	DET+NOUN_PROP
          VOC:	Al+Earab
        GLOSS:	the+Arab

 INPUT STRING:	أكاديمي
     IS_TRANS:	>kAdymy
        INDEX:	P355W3
      OFFSETS:	9-16
       TOKENS:	P355W3-P355W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>kAdaymiy_1]
   UNSPLITVOC:	(>kAdaymiy)
          POS:	NOUN_PROP
          VOC:	>kAdaymiy
        GLOSS:	Academy

 INPUT STRING:	مس
     IS_TRANS:	ms
        INDEX:	P355W4
      OFFSETS:	17-19
       TOKENS:	P355W4-P355W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(ms)
          POS:	FOREIGN
          VOC:	ms
        GLOSS:	nogloss

 INPUT STRING:	كومونيكاتيونس
     IS_TRANS:	kwmwnykAtywns
        INDEX:	P355W5
      OFFSETS:	20-33
       TOKENS:	P355W5-P355W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(kwmwnykAtywns)
          POS:	FOREIGN
          VOC:	kwmwnykAtywns
        GLOSS:	nogloss

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P356W1
      OFFSETS:	0-2
       TOKENS:	P356W1-P356W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P356W2
      OFFSETS:	3-5
       TOKENS:	P356W2-P356W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	مسافر
     IS_TRANS:	msAfr
        INDEX:	P356W3
      OFFSETS:	6-11
       TOKENS:	P356W3-P356W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misAfir_1]
   UNSPLITVOC:	(misAfir)
          POS:	ADJ
          VOC:	misAfir
        GLOSS:	traveler/passenger/traveling

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P356W4
      OFFSETS:	12-16
       TOKENS:	P356W4-P356W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P356W5
      OFFSETS:	17-19
       TOKENS:	P356W5-P356W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>n)
          POS:	FOREIGN
          VOC:	>n
        GLOSS:	nogloss

 INPUT STRING:	سيمستر
     IS_TRANS:	symstr
        INDEX:	P356W6
      OFFSETS:	20-26
       TOKENS:	P356W6-P356W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(symstr)
          POS:	FOREIGN
          VOC:	symstr
        GLOSS:	nogloss

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P356W7
      OFFSETS:	27-29
       TOKENS:	P356W7-P356W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(lw)
          POS:	TYPO
          VOC:	lw
        GLOSS:	nogloss

 INPUT STRING:	بابوي
     IS_TRANS:	bAbwy
        INDEX:	P356W8
      OFFSETS:	30-35
       TOKENS:	P356W8-P356W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bAbwy)
          POS:	TYPO
          VOC:	bAbwy
        GLOSS:	nogloss

 INPUT STRING:	هناك
     IS_TRANS:	hnAk
        INDEX:	P356W9
      OFFSETS:	36-40
       TOKENS:	P356W9-P356W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hinAk_1]
   UNSPLITVOC:	(hinAk)
          POS:	ADV
          VOC:	hinAk
        GLOSS:	there

 INPUT STRING:	حلو
     IS_TRANS:	Hlw
        INDEX:	P357W1
      OFFSETS:	0-3
       TOKENS:	P357W1-P357W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilow)
          POS:	ADJ
          VOC:	Hilow
        GLOSS:	sweet/pleasant

 INPUT STRING:	حنبقى
     IS_TRANS:	HnbqY
        INDEX:	P358W1
      OFFSETS:	0-5
       TOKENS:	P358W1-P358W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(HaniboqaY)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+boqaY
        GLOSS:	will+we+become/begin/start/be/begin a new day

 INPUT STRING:	2
     IS_TRANS:	2
        INDEX:	P358W2
      OFFSETS:	6-7
       TOKENS:	P358W3-P358W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[2_1]
   UNSPLITVOC:	(2)
          POS:	NOUN_NUM
          VOC:	2
        GLOSS:	2

 INPUT STRING:	بدل
     IS_TRANS:	bdl
        INDEX:	P358W3
      OFFSETS:	8-11
       TOKENS:	P358W4-P358W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[badal_1]
   UNSPLITVOC:	(badal)
          POS:	NOUN
          VOC:	badal
        GLOSS:	substitute/substitutes/instead of/in lieu of

 INPUT STRING:	3
     IS_TRANS:	3
        INDEX:	P358W4
      OFFSETS:	12-13
       TOKENS:	P358W5-P358W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[3_1]
   UNSPLITVOC:	(3)
          POS:	NOUN_NUM
          VOC:	3
        GLOSS:	3

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P358W5
      OFFSETS:	14-18
       TOKENS:	P358W6-P358W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P359W1
      OFFSETS:	0-4
       TOKENS:	P359W1-P359W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P359W2
      OFFSETS:	5-8
       TOKENS:	P359W2-P359W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	تكوني
     IS_TRANS:	tkwny
        INDEX:	P359W3
      OFFSETS:	9-14
       TOKENS:	P359W3-P359W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(tikuwniy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+kuwn+iy
        GLOSS:	you+be/was/were+you

 INPUT STRING:	محتاجة
     IS_TRANS:	mHtAjp
        INDEX:	P359W4
      OFFSETS:	15-21
       TOKENS:	P359W4-P359W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miHotAj_1]
   UNSPLITVOC:	(miHotAjap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miHotAj+ap
        GLOSS:	in need/wanting/requiring/needing/needy/poor/destitute/por+[fem.sg.]

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P359W5
      OFFSETS:	22-26
       TOKENS:	P359W5-P359W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	قولي
     IS_TRANS:	qwly
        INDEX:	P359W6
      OFFSETS:	27-31
       TOKENS:	P359W6-P359W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	quwl+iy
        GLOSS:	said/say/be said/(for example)+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P359W7
      OFFSETS:	32-34
       TOKENS:	P359W7-P359W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P360W1
      OFFSETS:	0-4
       TOKENS:	P360W1-P360W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	يلا
     IS_TRANS:	ylA
        INDEX:	P361W1
      OFFSETS:	0-3
       TOKENS:	P361W1-P361W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yal~A)
          POS:	VERB
          VOC:	yal~A
        GLOSS:	let's

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P361W2
      OFFSETS:	4-5
       TOKENS:	P361W2-P361W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بيبعت
     IS_TRANS:	bybEt
        INDEX:	P362W1
      OFFSETS:	0-5
       TOKENS:	P362W1-P362W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(biyiboEat)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+boEat
        GLOSS:	[present-tense]+he/it+send

 INPUT STRING:	استنى
     IS_TRANS:	AstnY
        INDEX:	P362W2
      OFFSETS:	6-11
       TOKENS:	P362W3-P362W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotan~aY_1]
   UNSPLITVOC:	(Aisotan~iy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Aisotan~+iy
        GLOSS:	expect/wait for/be expected/be waited for/keep waiting for a long time/wait+you

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P362W3
      OFFSETS:	12-16
       TOKENS:	P362W4-P362W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	>
     IS_TRANS:	>
        INDEX:	P363W1
      OFFSETS:	0-1
       TOKENS:	P363W1-P363W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(>)
          POS:	PUNC
          VOC:	>
        GLOSS:	nogloss

 INPUT STRING:	مديه
     IS_TRANS:	mdyh
        INDEX:	P363W2
      OFFSETS:	1-5
       TOKENS:	P363W2-P363W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mdyh)
          POS:	FOREIGN
          VOC:	mdyh
        GLOSS:	nogloss

 INPUT STRING:	أوميتتد
     IS_TRANS:	>wmyttd
        INDEX:	P363W3
      OFFSETS:	6-13
       TOKENS:	P363W3-P363W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>wmyttd)
          POS:	FOREIGN
          VOC:	>wmyttd
        GLOSS:	nogloss

 INPUT STRING:	<
     IS_TRANS:	<
        INDEX:	P363W4
      OFFSETS:	13-14
       TOKENS:	P363W4-P363W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(<)
          POS:	PUNC
          VOC:	<
        GLOSS:	nogloss

 INPUT STRING:	برد
     IS_TRANS:	brd
        INDEX:	P364W1
      OFFSETS:	0-3
       TOKENS:	P364W1-P364W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(brd)
          POS:	TYPO
          VOC:	brd
        GLOSS:	nogloss

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P364W2
      OFFSETS:	4-7
       TOKENS:	P364W2-P364W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	الفيديو
     IS_TRANS:	Alfydyw
        INDEX:	P364W3
      OFFSETS:	8-15
       TOKENS:	P364W3-P364W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiydyuw_1]
   UNSPLITVOC:	(Alfiydyuw)
          POS:	DET+NOUN
          VOC:	Al+fiydyuw
        GLOSS:	the+video/videos

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P364W4
      OFFSETS:	16-18
       TOKENS:	P364W4-P364W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P364W5
      OFFSETS:	19-20
       TOKENS:	P364W5-P364W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ههه
     IS_TRANS:	hhh
        INDEX:	P365W1
      OFFSETS:	0-3
       TOKENS:	P365W1-P365W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahah)
          POS:	INTERJ
          VOC:	hahah
        GLOSS:	laughing

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P366W1
      OFFSETS:	0-2
       TOKENS:	P366W1-P366W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	البنت
     IS_TRANS:	Albnt
        INDEX:	P366W2
      OFFSETS:	3-8
       TOKENS:	P366W2-P366W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(Albinot)
          POS:	DET+NOUN
          VOC:	Al+binot
        GLOSS:	the+daughter/girl/daughters/girls

 INPUT STRING:	الكوت
     IS_TRANS:	Alkwt
        INDEX:	P366W3
      OFFSETS:	9-14
       TOKENS:	P366W3-P366W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Alkwt)
          POS:	FOREIGN
          VOC:	Alkwt
        GLOSS:	nogloss

 INPUT STRING:	رقية
     IS_TRANS:	rqyp
        INDEX:	P366W4
      OFFSETS:	15-19
       TOKENS:	P366W4-P366W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ruqay~ap_1]
   UNSPLITVOC:	(ruqay~ap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	ruqay~+ap
        GLOSS:	Ruqayya+[fem.sg.]

 INPUT STRING:	صح
     IS_TRANS:	SH
        INDEX:	P366W5
      OFFSETS:	20-22
       TOKENS:	P366W5-P366W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(SaH~)
          POS:	ADJ
          VOC:	SaH~
        GLOSS:	true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P367W1
      OFFSETS:	0-2
       TOKENS:	P367W1-P367W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P367W2
      OFFSETS:	3-7
       TOKENS:	P367W2-P367W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	>
     IS_TRANS:	>
        INDEX:	P368W1
      OFFSETS:	0-1
       TOKENS:	P368W1-P368W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(>)
          POS:	PUNC
          VOC:	>
        GLOSS:	nogloss

 INPUT STRING:	مديه
     IS_TRANS:	mdyh
        INDEX:	P368W2
      OFFSETS:	1-5
       TOKENS:	P368W2-P368W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(mdyh)
          POS:	FOREIGN
          VOC:	mdyh
        GLOSS:	nogloss

 INPUT STRING:	أوميتتد
     IS_TRANS:	>wmyttd
        INDEX:	P368W3
      OFFSETS:	6-13
       TOKENS:	P368W3-P368W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(>wmyttd)
          POS:	FOREIGN
          VOC:	>wmyttd
        GLOSS:	nogloss

 INPUT STRING:	<
     IS_TRANS:	<
        INDEX:	P368W4
      OFFSETS:	13-14
       TOKENS:	P368W4-P368W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(<)
          POS:	PUNC
          VOC:	<
        GLOSS:	nogloss

 INPUT STRING:	قال
     IS_TRANS:	qAl
        INDEX:	P369W1
      OFFSETS:	0-3
       TOKENS:	P369W1-P369W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	qAl+(null)
        GLOSS:	said/say/be said/(for example)+he/it

 INPUT STRING:	يمني
     IS_TRANS:	ymny
        INDEX:	P369W2
      OFFSETS:	4-8
       TOKENS:	P369W2-P369W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yumonaY_1]
   UNSPLITVOC:	(yumonaY)
          POS:	NOUN_PROP
          VOC:	yumonaY
        GLOSS:	Youmna/Yumna

 INPUT STRING:	بتقول
     IS_TRANS:	btqwl
        INDEX:	P369W3
      OFFSETS:	9-14
       TOKENS:	P369W3-P369W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bituquwl)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+tu+quwl
        GLOSS:	[present-tense]+it/they/she+said/say/be said/(for example)

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P369W4
      OFFSETS:	15-20
       TOKENS:	P369W5-P369W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EaliyhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+it/them/her

 INPUT STRING:	معفنة
     IS_TRANS:	mEfnp
        INDEX:	P369W5
      OFFSETS:	21-26
       TOKENS:	P369W7-P369W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miEaf~in_1]
   UNSPLITVOC:	(miEaf~inap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	miEaf~in+ap
        GLOSS:	rotten/decomposed/skeptic+[fem.sg.]

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P369W6
      OFFSETS:	27-31
       TOKENS:	P369W8-P369W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hahahah)
          POS:	INTERJ
          VOC:	hahahah
        GLOSS:	laughing

 INPUT STRING:	بص
     IS_TRANS:	bS
