 INPUT STRING:	ازيك
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ.VN
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P368W12
      OFFSETS:	65-67
       TOKENS:	P368W17-P368W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P368W13
      OFFSETS:	68-70
       TOKENS:	P368W18-P368W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	الصح
     IS_TRANS:	AlSH
        INDEX:	P368W14
      OFFSETS:	71-75
       TOKENS:	P368W19-P368W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaH~_1]
   UNSPLITVOC:	(AlSaH~)
          POS:	DET+ADJ
          VOC:	Al+SaH~
        GLOSS:	the+true/correct/really/truly/yes/right/healthy/in good health

 INPUT STRING:	والاصول
     IS_TRANS:	wAlASwl
        INDEX:	P368W15
      OFFSETS:	76-83
       TOKENS:	P368W20-P368W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(wiAl>uSuwl)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>uSuwl
        GLOSS:	and+the+origin/source/root/origins/sources/principles/originally/primarily

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P368W16
      OFFSETS:	84-85
       TOKENS:	P368W22-P368W22
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P368W17
      OFFSETS:	86-90
       TOKENS:	P368W23-P368W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	نموذج
     IS_TRANS:	nmw*j
        INDEX:	P368W18
      OFFSETS:	91-96
       TOKENS:	P368W24-P368W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[namuw*aj_1]
   UNSPLITVOC:	(namuw*aj)
          POS:	NOUN
          VOC:	namuw*aj
        GLOSS:	sample/model/samples/models

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P368W19
      OFFSETS:	97-100
       TOKENS:	P368W25-P368W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lih)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for/to+it/him

 INPUT STRING:	فهمتيني
     IS_TRANS:	fhmtyny
        INDEX:	P369W1
      OFFSETS:	0-7
       TOKENS:	P369W1-P369W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(fihimtiyniy)
          POS:	PV+PVSUFF_SUBJ:2FS+PVSUFF_DO:1S
          VOC:	fihim+tiy+niy
        GLOSS:	understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive+you+me

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P370W1
      OFFSETS:	0-3
       TOKENS:	P370W1-P370W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	كدا
     IS_TRANS:	kdA
        INDEX:	P370W2
      OFFSETS:	4-7
       TOKENS:	P370W2-P370W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidA)
          POS:	NOUN
          VOC:	kidA
        GLOSS:	this/like/something like/like that/such/that way/that

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P370W3
      OFFSETS:	8-10
       TOKENS:	P370W3-P370W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	اتكلماي
     IS_TRANS:	AtklmAy
        INDEX:	P370W4
      OFFSETS:	11-18
       TOKENS:	P370W4-P370W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AtklmAy)
          POS:	TYPO
          VOC:	AtklmAy
        GLOSS:	nogloss

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P370W5
      OFFSETS:	19-21
       TOKENS:	P370W5-P370W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	الشغل
     IS_TRANS:	Al$gl
        INDEX:	P370W6
      OFFSETS:	22-27
       TOKENS:	P370W6-P370W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ugol_1]
   UNSPLITVOC:	(Al$ugol)
          POS:	DET+NOUN
          VOC:	Al+$ugol
        GLOSS:	the+work/activity/occupation/labor/business

 INPUT STRING:	تاني
     IS_TRANS:	tAny
        INDEX:	P370W7
      OFFSETS:	28-32
       TOKENS:	P370W7-P370W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tAniy_1]
   UNSPLITVOC:	(tAniy)
          POS:	ADJ
          VOC:	tAniy
        GLOSS:	second/next/II/secondly/thani/other/another/the last

 INPUT STRING:	فهمية
     IS_TRANS:	fhmyp
        INDEX:	P370W8
      OFFSETS:	33-38
       TOKENS:	P370W8-P370W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fah~im_1]
   UNSPLITVOC:	(fah~imiyh)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3MS
          VOC:	fah~im+iy+uh
        GLOSS:	make understand/explain to+you+it/him

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P370W9
      OFFSETS:	39-41
       TOKENS:	P370W10-P370W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P370W10
      OFFSETS:	42-44
       TOKENS:	P370W11-P370W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P370W11
      OFFSETS:	45-50
       TOKENS:	P370W12-P370W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	ميباقش
     IS_TRANS:	mybAq$
        INDEX:	P370W12
      OFFSETS:	51-57
       TOKENS:	P370W14-P370W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mybAq$)
          POS:	TYPO
          VOC:	mybAq$
        GLOSS:	nogloss

 INPUT STRING:	حمل
     IS_TRANS:	Hml
        INDEX:	P370W13
      OFFSETS:	58-61
       TOKENS:	P370W15-P370W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Himol_1]
   UNSPLITVOC:	(Himol)
          POS:	NOUN
          VOC:	Himol
        GLOSS:	burden/loads/cargo

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P370W14
      OFFSETS:	62-65
       TOKENS:	P370W16-P370W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P370W15
      OFFSETS:	66-70
       TOKENS:	P370W17-P370W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Mohamed/Mohammed/Muhammad

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P371W1
      OFFSETS:	0-3
       TOKENS:	P371W1-P371W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P371W2
      OFFSETS:	4-7
       TOKENS:	P371W2-P371W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	بفطر
     IS_TRANS:	bfTr
        INDEX:	P371W3
      OFFSETS:	8-12
       TOKENS:	P371W3-P371W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiTir_1]
   UNSPLITVOC:	(biAafoTar)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+foTar
        GLOSS:	[present-tense]+I+breakfast

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P372W1
      OFFSETS:	0-4
       TOKENS:	P372W1-P372W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	تقوليلة
     IS_TRANS:	tqwlylp
        INDEX:	P372W2
      OFFSETS:	5-12
       TOKENS:	P372W2-P372W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwliy_luh)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+PREP+PRON_3MS
          VOC:	ti+quwl+iy+li+uh
        GLOSS:	you+said/say/be said/(for example)+you+to/for+him

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P372W3
      OFFSETS:	13-16
       TOKENS:	P372W5-P372W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	اخد
     IS_TRANS:	Axd
        INDEX:	P372W4
      OFFSETS:	17-20
       TOKENS:	P372W6-P372W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(Aaxud)
          POS:	IV1S+IV
          VOC:	Aa+xud
        GLOSS:	I+I/take

 INPUT STRING:	مرتب
     IS_TRANS:	mrtb
        INDEX:	P372W5
      OFFSETS:	21-25
       TOKENS:	P372W7-P372W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[murat~ab_1]
   UNSPLITVOC:	(murat~ab)
          POS:	NOUN
          VOC:	murat~ab
        GLOSS:	salary/pay/salaries/wages

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P372W6
      OFFSETS:	26-27
       TOKENS:	P372W8-P372W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	انبسط
     IS_TRANS:	AnbsT
        INDEX:	P372W7
      OFFSETS:	28-33
       TOKENS:	P372W9-P372W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AinobasaT_1]
   UNSPLITVOC:	(AanobisiT)
          POS:	IV1S+IV
          VOC:	Aa+nobisiT
        GLOSS:	I+be flattened

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P372W8
      OFFSETS:	34-35
       TOKENS:	P372W10-P372W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P372W9
      OFFSETS:	36-40
       TOKENS:	P372W11-P372W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Mohamed/Mohammed/Muhammad

 INPUT STRING:	يحرام
     IS_TRANS:	yHrAm
        INDEX:	P372W10
      OFFSETS:	41-46
       TOKENS:	P372W12-P372W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(yHrAm)
          POS:	TYPO
          VOC:	yHrAm
        GLOSS:	nogloss

 INPUT STRING:	يدفع
     IS_TRANS:	ydfE
        INDEX:	P372W11
      OFFSETS:	47-51
       TOKENS:	P372W13-P372W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dafaE_1]
   UNSPLITVOC:	(yidofaE)
          POS:	IV3P+IV
          VOC:	yi+dofaE
        GLOSS:	they+push/motivate/pay/be pushed/be motivated/be paid

 INPUT STRING:	حضانة
     IS_TRANS:	HDAnp
        INDEX:	P372W12
      OFFSETS:	52-57
       TOKENS:	P372W14-P372W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaD~Anap_1]
   UNSPLITVOC:	(HaD~Anap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HaD~An+ap
        GLOSS:	incubator+[fem.sg.]

 INPUT STRING:	او
     IS_TRANS:	Aw
        INDEX:	P372W13
      OFFSETS:	58-60
       TOKENS:	P372W15-P372W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	هوس
     IS_TRANS:	hws
        INDEX:	P372W14
      OFFSETS:	61-64
       TOKENS:	P372W16-P372W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(hws)
          POS:	FOREIGN
          VOC:	hws
        GLOSS:	nogloss

 INPUT STRING:	كيبر
     IS_TRANS:	kybr
        INDEX:	P372W15
      OFFSETS:	65-69
       TOKENS:	P372W17-P372W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(kybr)
          POS:	FOREIGN
          VOC:	kybr
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P372W16
      OFFSETS:	70-71
       TOKENS:	P372W18-P372W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	بنزين
     IS_TRANS:	bnzyn
        INDEX:	P372W17
      OFFSETS:	72-77
       TOKENS:	P372W19-P372W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[banoziyn_1]
   UNSPLITVOC:	(banoziyn)
          POS:	NOUN
          VOC:	banoziyn
        GLOSS:	fuel tank

 INPUT STRING:	اكتبي
     IS_TRANS:	Aktby
        INDEX:	P373W1
      OFFSETS:	0-5
       TOKENS:	P373W1-P373W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(Aikotibiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Aikotib+iy
        GLOSS:	write/be written/be fated/be destined+you

 INPUT STRING:	فهمتيني
     IS_TRANS:	fhmtyny
        INDEX:	P374W1
      OFFSETS:	0-7
       TOKENS:	P374W1-P374W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(fihimtiyniy)
          POS:	PV+PVSUFF_SUBJ:2FS+PVSUFF_DO:1S
          VOC:	fihim+tiy+niy
        GLOSS:	understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive+you+me

 INPUT STRING:	تمام
     IS_TRANS:	tmAm
        INDEX:	P375W1
      OFFSETS:	0-4
       TOKENS:	P375W1-P375W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tamAm_1]
   UNSPLITVOC:	(tamAm)
          POS:	NOUN
          VOC:	tamAm
        GLOSS:	exact/complete/exactly/completely

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P375W2
      OFFSETS:	5-9
       TOKENS:	P375W2-P375W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	كتبت
     IS_TRANS:	ktbt
        INDEX:	P375W3
      OFFSETS:	10-14
       TOKENS:	P375W3-P375W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[katab_1]
   UNSPLITVOC:	(katabt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	katab+t
        GLOSS:	write/be written/be fated/be destined+I

 INPUT STRING:	ابقى
     IS_TRANS:	AbqY
        INDEX:	P375W4
      OFFSETS:	15-19
       TOKENS:	P375W4-P375W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(Aiboqiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	Aiboq+iy
        GLOSS:	become/begin/start/be/begin a new day+you

 INPUT STRING:	اقره
     IS_TRANS:	Aqrh
        INDEX:	P375W5
      OFFSETS:	20-24
       TOKENS:	P375W5-P375W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Aqrh)
          POS:	TYPO
          VOC:	Aqrh
        GLOSS:	nogloss

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P375W6
      OFFSETS:	25-28
       TOKENS:	P375W6-P375W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after/if/unless/whether/as long as/as soon as/which

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P375W7
      OFFSETS:	29-31
       TOKENS:	P375W7-P375W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_8]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	تخلصي
     IS_TRANS:	txlSy
        INDEX:	P375W8
      OFFSETS:	32-37
       TOKENS:	P375W8-P375W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aS_1]
   UNSPLITVOC:	(tixal~aSiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+xal~aS+iy
        GLOSS:	you+purify/refine/clarify+you

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P376W1
      OFFSETS:	0-4
       TOKENS:	P376W1-P376W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	فهمت
     IS_TRANS:	fhmt
        INDEX:	P376W2
      OFFSETS:	5-9
       TOKENS:	P376W2-P376W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fihim_1]
   UNSPLITVOC:	(fihimt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	fihim+t
        GLOSS:	understand/be understood/be heard/been able hear/be received information/be received news/be listened/be attentive+I

 INPUT STRING:	الو
     IS_TRANS:	Alw
        INDEX:	P377W1
      OFFSETS:	0-3
       TOKENS:	P377W1-P377W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aluw_1]
   UNSPLITVOC:	(>aluw)
          POS:	INTERJ
          VOC:	>aluw
        GLOSS:	hello

 INPUT STRING:	اخبار
     IS_TRANS:	AxbAr
        INDEX:	P378W1
      OFFSETS:	0-5
       TOKENS:	P378W1-P378W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(>axobAr)
          POS:	NOUN
          VOC:	>axobAr
        GLOSS:	news/report/reports

 INPUT STRING:	العزومة
     IS_TRANS:	AlEzwmp
        INDEX:	P378W2
      OFFSETS:	6-13
       TOKENS:	P378W2-P378W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Euzuwmap_1]
   UNSPLITVOC:	(AlEuzuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Euzuwm+ap
        GLOSS:	the+invitation/banquet+[fem.sg.]

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P378W3
      OFFSETS:	14-17
       TOKENS:	P378W3-P378W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	هاكلمك
     IS_TRANS:	hAklmk
        INDEX:	P379W1
      OFFSETS:	0-6
       TOKENS:	P379W1-P379W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(HaAakal~imik)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	Ha+Aa+kal~im+ik
        GLOSS:	will+I+talk/speak/talk to+you

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P380W1
      OFFSETS:	0-4
       TOKENS:	P380W1-P380W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P380W2
      OFFSETS:	5-7
       TOKENS:	P380W2-P380W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
