 INPUT STRING:	مين
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	محمد
     IS_TRANS:	mHmd
        INDEX:	P73W2
      OFFSETS:	3-7
       TOKENS:	P73W2-P73W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(maHam~ad)
          POS:	NOUN_PROP
          VOC:	maHam~ad
        GLOSS:	Mohamed/Mohammed/Muhammad

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P73W3
      OFFSETS:	8-11
       TOKENS:	P73W3-P73W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	بيجبلي
     IS_TRANS:	byjbly
        INDEX:	P73W4
      OFFSETS:	12-18
       TOKENS:	P73W4-P73W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAb_1]
   UNSPLITVOC:	(biyijib_liy)
          POS:	PROG_PART+IV3MS+IV+PREP+PRON_1S
          VOC:	bi+yi+jib+li+iy
        GLOSS:	[present-tense]+he/it+explore/traverse+to/for+I

 INPUT STRING:	شلل
     IS_TRANS:	$ll
        INDEX:	P73W5
      OFFSETS:	19-22
       TOKENS:	P73W8-P73W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$alal_1]
   UNSPLITVOC:	($alal)
          POS:	NOUN
          VOC:	$alal
        GLOSS:	paralysis/impotence/inertia

 INPUT STRING:	لغاية
     IS_TRANS:	lgAyp
        INDEX:	P74W1
      OFFSETS:	0-5
       TOKENS:	P74W1-P74W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gAyap_1]
   UNSPLITVOC:	(ligAyap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+gAy+ap
        GLOSS:	for/to+goal/objective/purpose/intention/goals/objectives/utmost/extreme+[fem.sg.]

 INPUT STRING:	دلوقتى
     IS_TRANS:	dlwqtY
        INDEX:	P74W2
      OFFSETS:	6-12
       TOKENS:	P74W3-P74W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dilowaqotiy_1]
   UNSPLITVOC:	(dilowaqotiy)
          POS:	ADV
          VOC:	dilowaqotiy
        GLOSS:	now

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P74W3
      OFFSETS:	13-18
       TOKENS:	P74W4-P74W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	يوميها
     IS_TRANS:	ywmyhA
        INDEX:	P75W1
      OFFSETS:	0-6
       TOKENS:	P75W1-P75W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yuwm_1]
   UNSPLITVOC:	(yuwmiyhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	yuwmiy+hA
        GLOSS:	today/day/some day/ever/days+its/their/her

 INPUT STRING:	حسين
     IS_TRANS:	Hsyn
        INDEX:	P75W2
      OFFSETS:	7-11
       TOKENS:	P75W3-P75W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hisayn_1]
   UNSPLITVOC:	(Hisayn)
          POS:	NOUN_PROP
          VOC:	Hisayn
        GLOSS:	Hussein

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P75W3
      OFFSETS:	12-14
       TOKENS:	P75W4-P75W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عايزني
     IS_TRANS:	EAyzny
        INDEX:	P75W4
      OFFSETS:	15-21
       TOKENS:	P75W5-P75W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAyiz_1]
   UNSPLITVOC:	(EAyizniy)
          POS:	ADJ.VN+PRON_1S
          VOC:	EAyiz+niy
        GLOSS:	needing/liking/requiring/wanting/desiring+I

 INPUT STRING:	اقصله
     IS_TRANS:	AqSlh
        INDEX:	P75W5
      OFFSETS:	22-27
       TOKENS:	P75W7-P75W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qaS_1]
   UNSPLITVOC:	(AaquS~aluh)
          POS:	IV1S+IV+PREP+PRON_3MS
          VOC:	Aa+quS~+li+uh
        GLOSS:	I+cut+to/for+him

 INPUT STRING:	ضوافره
     IS_TRANS:	DwAfrh
        INDEX:	P75W6
      OFFSETS:	28-34
       TOKENS:	P75W10-P75W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Dufar_1]
   UNSPLITVOC:	(DawAforuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	DawAfor+uh
        GLOSS:	nails+his/its

 INPUT STRING:	قالي
     IS_TRANS:	qAly
        INDEX:	P75W7
      OFFSETS:	35-39
       TOKENS:	P75W12-P75W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAl~iy)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S
          VOC:	qAl+(null)+li+iy
        GLOSS:	say+he/it+for/it+me

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P75W8
      OFFSETS:	40-42
       TOKENS:	P75W15-P75W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بابا
     IS_TRANS:	bAbA
        INDEX:	P75W9
      OFFSETS:	43-47
       TOKENS:	P75W16-P75W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAbA_1]
   UNSPLITVOC:	(bAbA)
          POS:	NOUN
          VOC:	bAbA
        GLOSS:	father

 INPUT STRING:	معندهمش
     IS_TRANS:	mEndhm$
        INDEX:	P76W1
      OFFSETS:	0-7
       TOKENS:	P76W1-P76W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(maEanoduhum$)
          POS:	NEG_PART+NOUN+POSS_PRON_3P+NEG_PART
          VOC:	ma+Eanod+hum+$
        GLOSS:	not+at/have/possession/with+their+not

 INPUT STRING:	صبر
     IS_TRANS:	Sbr
        INDEX:	P76W2
      OFFSETS:	8-11
       TOKENS:	P76W5-P76W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sabor_1]
   UNSPLITVOC:	(Sabor)
          POS:	NOUN
          VOC:	Sabor
        GLOSS:	patience/endurance

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P76W3
      OFFSETS:	12-15
       TOKENS:	P76W6-P76W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_3]
   UNSPLITVOC:	(walA)
          POS:	CONJ+PSEUDO_VERB
          VOC:	wa+lA
        GLOSS:	and+no

 INPUT STRING:	مداديه
     IS_TRANS:	mdAdyh
        INDEX:	P76W4
      OFFSETS:	16-22
       TOKENS:	P76W8-P76W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[midAdiy~ap_1]
   UNSPLITVOC:	(midAdiy~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	midAdiy~+ap
        GLOSS:	pacification/calming+[fem.sg.]

 INPUT STRING:	نهائئ
     IS_TRANS:	nhA}}
        INDEX:	P76W5
      OFFSETS:	23-28
       TOKENS:	P76W9-P76W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(nhA}})
          POS:	TYPO
          VOC:	nhA}}
        GLOSS:	nogloss

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P77W1
      OFFSETS:	0-3
       TOKENS:	P77W1-P77W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/(for example)+I

 INPUT STRING:	لمحمد
     IS_TRANS:	lmHmd
        INDEX:	P77W2
      OFFSETS:	4-9
       TOKENS:	P77W2-P77W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHam~ad_1]
   UNSPLITVOC:	(limaHam~ad)
          POS:	PREP+NOUN_PROP
          VOC:	li+maHam~ad
        GLOSS:	for/to+Mohamed/Mohammed/Muhammad

 INPUT STRING:	قصله
     IS_TRANS:	qSlh
        INDEX:	P77W3
      OFFSETS:	10-14
       TOKENS:	P77W4-P77W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qaS~_1]
   UNSPLITVOC:	(quS~aluh)
          POS:	CV+CVSUFF_SUBJ:2MS+PREP+PRON_3MS
          VOC:	quS~+(null)+li+uh
        GLOSS:	cut+you+to/for+him

 INPUT STRING:	ضوافرة
     IS_TRANS:	DwAfrp
        INDEX:	P77W4
      OFFSETS:	15-21
       TOKENS:	P77W7-P77W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Dufar_1]
   UNSPLITVOC:	(DawAfruh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	DawAfr+uh
        GLOSS:	nails+his/its

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P78W1
      OFFSETS:	0-2
       TOKENS:	P78W1-P78W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_3]
   UNSPLITVOC:	(lA)
          POS:	PSEUDO_VERB
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	معاهم
     IS_TRANS:	mEAhm
        INDEX:	P78W2
      OFFSETS:	3-8
       TOKENS:	P78W2-P78W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	maEa+hum
        GLOSS:	with+their

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P78W3
      OFFSETS:	9-12
       TOKENS:	P78W4-P78W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_3]
   UNSPLITVOC:	(walA)
          POS:	CONJ+PSEUDO_VERB
          VOC:	wa+lA
        GLOSS:	and+no

 INPUT STRING:	معانا
     IS_TRANS:	mEAnA
        INDEX:	P78W4
      OFFSETS:	13-18
       TOKENS:	P78W6-P78W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAnA)
          POS:	NOUN+POSS_PRON_1P
          VOC:	maEa+nA
        GLOSS:	with+our

 INPUT STRING:	الحياه
     IS_TRANS:	AlHyAh
        INDEX:	P79W1
      OFFSETS:	0-6
       TOKENS:	P79W1-P79W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HayAp_1]
   UNSPLITVOC:	(AlHayAp)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+HayA+ap
        GLOSS:	the+life+[fem.sg.]

 INPUT STRING:	عندهم
     IS_TRANS:	Endhm
        INDEX:	P79W2
      OFFSETS:	7-12
       TOKENS:	P79W2-P79W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanoduhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	Eanod+hum
        GLOSS:	at/have/possession/with+their

 INPUT STRING:	قفش
     IS_TRANS:	qf$
        INDEX:	P79W3
      OFFSETS:	13-16
       TOKENS:	P79W4-P79W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qafo$_1]
   UNSPLITVOC:	(qafo$)
          POS:	NOUN
          VOC:	qafo$
        GLOSS:	collecting/catching/prattle/chatter

 INPUT STRING:	الولد
     IS_TRANS:	Alwld
        INDEX:	P80W1
      OFFSETS:	0-5
       TOKENS:	P80W1-P80W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(Alwalad)
          POS:	DET+NOUN
          VOC:	Al+walad
        GLOSS:	the+child/son/children

 INPUT STRING:	رجع
     IS_TRANS:	rjE
        INDEX:	P80W2
      OFFSETS:	6-9
       TOKENS:	P80W2-P80W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rijiE_1]
   UNSPLITVOC:	(rijiE)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	rijiE+(null)
        GLOSS:	come back/go back/return back/return+he/it

 INPUT STRING:	صوباعى
     IS_TRANS:	SwbAEY
        INDEX:	P80W3
      OFFSETS:	10-16
       TOKENS:	P80W3-P80W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SuwbAE_1]
   UNSPLITVOC:	(SuwbAEiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	SuwbAE+iy
        GLOSS:	finger+my

 INPUT STRING:	بيخر
     IS_TRANS:	byxr
        INDEX:	P80W4
      OFFSETS:	17-21
       TOKENS:	P80W5-P80W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xar~_1]
   UNSPLITVOC:	(biyixur~)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+xur~
        GLOSS:	[present-tense]+he/it+murmur/snore/fall down

 INPUT STRING:	دم
     IS_TRANS:	dm
        INDEX:	P80W5
      OFFSETS:	22-24
       TOKENS:	P80W7-P80W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dam~_1]
   UNSPLITVOC:	(dam~)
          POS:	NOUN
          VOC:	dam~
        GLOSS:	ointment/paint/dye

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P81W1
      OFFSETS:	0-2
       TOKENS:	P81W1-P81W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	حبيبى
     IS_TRANS:	HbybY
        INDEX:	P81W2
      OFFSETS:	3-8
       TOKENS:	P81W2-P81W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiyb_1]
   UNSPLITVOC:	(Habiybiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Habiyb+iy
        GLOSS:	dear/beloved/sweetheart+my

 INPUT STRING:	تلاقيه
     IS_TRANS:	tlAqyh
        INDEX:	P82W1
      OFFSETS:	0-6
       TOKENS:	P82W1-P82W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(tilAqiyh)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3MS
          VOC:	ti+lAq+iy+uh
        GLOSS:	you+meet/encounter/be met/be encountered+you+it/him

 INPUT STRING:	مكنش
     IS_TRANS:	mkn$
        INDEX:	P82W2
      OFFSETS:	7-11
       TOKENS:	P82W3-P82W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kan_1]
   UNSPLITVOC:	(mAkan$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+kan+(null)+$
        GLOSS:	not+was+he/it+not

 INPUT STRING:	باصص
     IS_TRANS:	bASS
        INDEX:	P82W3
      OFFSETS:	12-16
       TOKENS:	P82W6-P82W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bASiS_1]
   UNSPLITVOC:	(bASiS)
          POS:	ADJ
          VOC:	bASiS
        GLOSS:	looking/observer/supervisor/observers/supervisors/eye/glance/eyes

 INPUT STRING:	اصلا
     IS_TRANS:	ASlA
        INDEX:	P82W4
      OFFSETS:	17-21
       TOKENS:	P82W7-P82W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P83W1
      OFFSETS:	0-4
       TOKENS:	P83W1-P83W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/(actually/in effect)/acts+[acc.indef.]

 INPUT STRING:	إو
     IS_TRANS:	<w
        INDEX:	P84W1
      OFFSETS:	0-2
       TOKENS:	P84W1-P84W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	Or/if not/unless/except if/except when

 INPUT STRING:	اخره
     IS_TRANS:	Axrh
        INDEX:	P84W2
      OFFSETS:	3-7
       TOKENS:	P84W2-P84W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|xir_1]
   UNSPLITVOC:	(|xirh)
          POS:	ADJ+POSS_PRON_3MS
          VOC:	|xir+uh
        GLOSS:	another/other+his/its

 INPUT STRING:	معاهم
     IS_TRANS:	mEAhm
        INDEX:	P84W3
      OFFSETS:	8-13
       TOKENS:	P84W4-P84W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	maEa+hum
        GLOSS:	with+their

 INPUT STRING:	يسرح
     IS_TRANS:	ysrH
        INDEX:	P84W4
      OFFSETS:	14-18
       TOKENS:	P84W6-P84W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sar~aH_1]
   UNSPLITVOC:	(yisar~aH)
          POS:	IV3P+IV
          VOC:	yi+sar~aH
        GLOSS:	they+comb

 INPUT STRING:	لهم
     IS_TRANS:	lhm
        INDEX:	P84W5
      OFFSETS:	19-22
       TOKENS:	P84W7-P84W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luhum)
          POS:	PREP+PRON_3P
          VOC:	li+hum
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+them

 INPUT STRING:	شعرهم
     IS_TRANS:	$Erhm
        INDEX:	P84W6
      OFFSETS:	23-28
       TOKENS:	P84W9-P84W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEorap_1]
   UNSPLITVOC:	($aEoruhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	$aEor+hum
        GLOSS:	hair/hairs/hair-piece+their

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P84W7
      OFFSETS:	29-34
       TOKENS:	P84W11-P84W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P84W8
      OFFSETS:	35-37
       TOKENS:	P84W13-P84W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	بيحب
     IS_TRANS:	byHb
        INDEX:	P84W9
      OFFSETS:	38-42
       TOKENS:	P84W14-P84W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(biyiHib~)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+Hib~
        GLOSS:	[present-tense]+he/it+love/like/want

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P84W10
      OFFSETS:	43-46
       TOKENS:	P84W16-P84W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	اخر
     IS_TRANS:	Axr
        INDEX:	P85W1
      OFFSETS:	0-3
       TOKENS:	P85W1-P85W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|axir_1]
   UNSPLITVOC:	(|axir)
          POS:	NOUN
          VOC:	|axir
        GLOSS:	end/later part

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P85W2
      OFFSETS:	4-8
       TOKENS:	P85W2-P85W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P85W3
      OFFSETS:	9-13
       TOKENS:	P85W3-P85W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	بتبقى
     IS_TRANS:	btbqY
        INDEX:	P85W4
      OFFSETS:	14-19
       TOKENS:	P85W4-P85W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(bitiboqaY)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+boqaY
        GLOSS:	[present-tense]+it/they/she+become/begin/start/be/begin a new day

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P85W5
      OFFSETS:	20-23
       TOKENS:	P85W6-P85W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	باب
     IS_TRANS:	bAb
        INDEX:	P85W6
      OFFSETS:	24-27
       TOKENS:	P85W7-P85W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAb_1]
   UNSPLITVOC:	(bAb)
          POS:	NOUN
          VOC:	bAb
        GLOSS:	door/gate/doors/gates/category/rubric/categories/rubrics

 INPUT STRING:	الشقه
     IS_TRANS:	Al$qh
        INDEX:	P85W7
      OFFSETS:	28-33
       TOKENS:	P85W8-P85W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aq~ap_1]
   UNSPLITVOC:	(Al$aq~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$aq~+ap
        GLOSS:	the+apartment/apartments+[fem.sg.]

 INPUT STRING:	ديه
     IS_TRANS:	dyh
        INDEX:	P85W8
      OFFSETS:	34-37
       TOKENS:	P85W9-P85W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy~ap_1]
   UNSPLITVOC:	(diy~ap)
