 INPUT STRING:	وما
        GLOSS:	!

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1403W1
      OFFSETS:	0-1
       TOKENS:	P1403W1-P1403W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	صورة
     IS_TRANS:	Swrp
        INDEX:	P1404W1
      OFFSETS:	0-4
       TOKENS:	P1404W1-P1404W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(Suwrap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Suwr+ap
        GLOSS:	picture/image/illustration/photo/pictures/photographs/illustrations/photos+[fem.sg.]

 INPUT STRING:	يالله
     IS_TRANS:	yAllh
        INDEX:	P1404W2
      OFFSETS:	5-10
       TOKENS:	P1404W2-P1404W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yAllah)
          POS:	INTERJ
          VOC:	yal~A
        GLOSS:	let's

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P1405W1
      OFFSETS:	0-2
       TOKENS:	P1405W1-P1405W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1405W2
      OFFSETS:	3-4
       TOKENS:	P1405W2-P1405W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	حأزعلك
     IS_TRANS:	H>zElk
        INDEX:	P1406W1
      OFFSETS:	0-6
       TOKENS:	P1406W1-P1406W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zaE~al_1]
   UNSPLITVOC:	(HaAazaE~alik)
          POS:	FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	Ha+Aa+zaE~al+ik
        GLOSS:	will+I+make angry+you

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P1406W2
      OFFSETS:	6-7
       TOKENS:	P1406W4-P1406W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P1407W1
      OFFSETS:	0-2
       TOKENS:	P1407W1-P1407W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	تقدرش
     IS_TRANS:	tqdr$
        INDEX:	P1407W2
      OFFSETS:	3-8
       TOKENS:	P1407W2-P1407W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(tiqodar$)
          POS:	IV2MS+IV+NEG_PART
          VOC:	ti+qodar+$
        GLOSS:	you+be able/be able to/be capable of/no capacity+not

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1407W3
      OFFSETS:	9-10
       TOKENS:	P1407W4-P1407W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P1408W1
      OFFSETS:	0-2
       TOKENS:	P1408W1-P1408W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_4]
   UNSPLITVOC:	(mA)
          POS:	NEG_PART
          VOC:	mA
        GLOSS:	not

 INPUT STRING:	أقدرش
     IS_TRANS:	>qdr$
        INDEX:	P1408W2
      OFFSETS:	3-8
       TOKENS:	P1408W2-P1408W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(Aaqodar$)
          POS:	IV1S+IV+NEG_PART
          VOC:	Aa+qodar+$
        GLOSS:	I+be able/be able to/be capable of/no capacity+not

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1408W3
      OFFSETS:	9-10
       TOKENS:	P1408W4-P1408W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P1409W1
      OFFSETS:	0-2
       TOKENS:	P1409W1-P1409W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P1410W1
      OFFSETS:	0-3
       TOKENS:	P1410W1-P1410W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+INTERJ
          VOC:	wa+lA
        GLOSS:	and+no

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P1410W2
      OFFSETS:	4-8
       TOKENS:	P1410W3-P1410W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	تقدري
     IS_TRANS:	tqdry
        INDEX:	P1410W3
      OFFSETS:	9-14
       TOKENS:	P1410W4-P1410W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(tiqodariy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+qodar+iy
        GLOSS:	you+be able/be able to/be capable of/no capacity+you

 INPUT STRING:	تزعليني
     IS_TRANS:	tzElyny
        INDEX:	P1410W4
      OFFSETS:	15-22
       TOKENS:	P1410W5-P1410W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[zaE~al_1]
   UNSPLITVOC:	(tizaE~aliyniy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:1S
          VOC:	ti+zaE~al+iy+niy
        GLOSS:	you+make angry+you+me

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1410W5
      OFFSETS:	23-24
       TOKENS:	P1410W7-P1410W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	آه
     IS_TRANS:	|h
        INDEX:	P1411W1
      OFFSETS:	0-2
       TOKENS:	P1411W1-P1411W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[|ah_1]
   UNSPLITVOC:	(|ah)
          POS:	INTERJ
          VOC:	|ah
        GLOSS:	yes

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1411W2
      OFFSETS:	3-4
       TOKENS:	P1411W2-P1411W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P1411W3
      OFFSETS:	5-7
       TOKENS:	P1411W3-P1411W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	برضه
     IS_TRANS:	brDh
        INDEX:	P1411W4
      OFFSETS:	8-12
       TOKENS:	P1411W4-P1411W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baroDuh_1]
   UNSPLITVOC:	(baroDuh)
          POS:	ADV
          VOC:	baroDuh
        GLOSS:	also

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P1411W5
      OFFSETS:	13-15
       TOKENS:	P1411W5-P1411W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حأتصور
     IS_TRANS:	H>tSwr
        INDEX:	P1411W6
      OFFSETS:	16-22
       TOKENS:	P1411W6-P1411W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saw~ar_1]
   UNSPLITVOC:	(HaAatoSaw~ar)
          POS:	FUT_PART+IV1S+IV_PASS
          VOC:	Ha+Aa+toSaw~ar
        GLOSS:	will+I+draw/portray/film/photograph/be filmed/be photographed

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P1412W1
      OFFSETS:	0-4
       TOKENS:	P1412W1-P1412W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	أصلك
     IS_TRANS:	>Slk
        INDEX:	P1413W1
      OFFSETS:	0-4
       TOKENS:	P1413W1-P1413W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolak)
          POS:	NOUN+POSS_PRON_2MS
          VOC:	>aSol+ak
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+your

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P1413W2
      OFFSETS:	5-8
       TOKENS:	P1413W3-P1413W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P1414W1
      OFFSETS:	0-3
       TOKENS:	P1414W1-P1414W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P1414W2
      OFFSETS:	4-7
       TOKENS:	P1414W2-P1414W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P1415W1
      OFFSETS:	0-2
       TOKENS:	P1415W1-P1415W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	[emphasis]

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P1415W2
      OFFSETS:	3-6
       TOKENS:	P1415W2-P1415W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	قليل
     IS_TRANS:	qlyl
        INDEX:	P1415W3
      OFFSETS:	7-11
       TOKENS:	P1415W3-P1415W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaliyl_1]
   UNSPLITVOC:	(qaliyl)
          POS:	ADJ
          VOC:	qaliyl
        GLOSS:	little/few/small/a little/somewhat/briefly/shortly/insufficient

 INPUT STRING:	الأدب
     IS_TRANS:	Al>db
        INDEX:	P1415W4
      OFFSETS:	12-17
       TOKENS:	P1415W4-P1415W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adab_1]
   UNSPLITVOC:	(Al>adab)
          POS:	DET+NOUN
          VOC:	Al+>adab
        GLOSS:	the+literature/good manners/etiquette

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P1416W1
      OFFSETS:	0-3
       TOKENS:	P1416W1-P1416W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	قلة
     IS_TRANS:	qlp
        INDEX:	P1416W2
      OFFSETS:	4-7
       TOKENS:	P1416W2-P1416W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qil~ap_1]
   UNSPLITVOC:	(qil~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	qil~+ap
        GLOSS:	scarcity/lack of/small number or amount of+[fem.sg.]

 INPUT STRING:	الأدب
     IS_TRANS:	Al>db
        INDEX:	P1416W3
      OFFSETS:	8-13
       TOKENS:	P1416W3-P1416W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>adab_1]
   UNSPLITVOC:	(Al>adab)
          POS:	DET+NOUN
          VOC:	Al+>adab
        GLOSS:	the+literature/good manners/etiquette

 INPUT STRING:	نفسها
     IS_TRANS:	nfshA
        INDEX:	P1416W4
      OFFSETS:	14-19
       TOKENS:	P1416W4-P1416W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	nafos+hA
        GLOSS:	same/self/selves/soul/souls+its/their/her

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P1416W5
      OFFSETS:	20-22
       TOKENS:	P1416W6-P1416W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ببي
     IS_TRANS:	bby
        INDEX:	P1416W6
      OFFSETS:	23-26
       TOKENS:	P1416W7-P1416W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bby)
          POS:	FOREIGN
          VOC:	bby
        GLOSS:	nogloss

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1417W1
      OFFSETS:	0-1
       TOKENS:	P1417W1-P1417W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1418W1
      OFFSETS:	0-1
       TOKENS:	P1418W1-P1418W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P1419W1
      OFFSETS:	0-2
       TOKENS:	P1419W1-P1419W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P1419W2
      OFFSETS:	3-5
       TOKENS:	P1419W2-P1419W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P1419W3
      OFFSETS:	6-9
       TOKENS:	P1419W3-P1419W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	توت
     IS_TRANS:	twt
        INDEX:	P1419W4
      OFFSETS:	10-13
       TOKENS:	P1419W4-P1419W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(twt)
          POS:	FOREIGN
          VOC:	twt
        GLOSS:	nogloss

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P1419W5
      OFFSETS:	13-14
       TOKENS:	P1419W5-P1419W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P1420W1
      OFFSETS:	0-1
       TOKENS:	P1420W1-P1420W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	لأ
     IS_TRANS:	l>
        INDEX:	P1421W1
      OFFSETS:	0-2
       TOKENS:	P1421W1-P1421W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	خالص
     IS_TRANS:	xAlS
        INDEX:	P1421W2
      OFFSETS:	3-7
       TOKENS:	P1421W2-P1421W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xAliS_1]
   UNSPLITVOC:	(xAliS)
          POS:	ADJ
          VOC:	xAliS
        GLOSS:	pure/clear/sincere

 INPUT STRING:	أمال
     IS_TRANS:	>mAl
        INDEX:	P1422W1
      OFFSETS:	0-4
       TOKENS:	P1422W1-P1422W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>um~Al_1]
   UNSPLITVOC:	(>um~Al)
          POS:	ADV
          VOC:	>um~Al
        GLOSS:	then/hence

 INPUT STRING:	بتحبيني
     IS_TRANS:	btHbyny
        INDEX:	P1422W2
      OFFSETS:	5-12
       TOKENS:	P1422W2-P1422W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hab~_1]
   UNSPLITVOC:	(bitiHib~iyniy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:1S
          VOC:	bi+ti+Hib~+iy+niy
        GLOSS:	[present-tense]+you+love/like/want+you+me

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P1422W3
      OFFSETS:	13-16
       TOKENS:	P1422W5-P1422W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	أساس
     IS_TRANS:	>sAs
        INDEX:	P1422W4
      OFFSETS:	17-21
       TOKENS:	P1422W6-P1422W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(>asAs)
          POS:	NOUN
          VOC:	>asAs
        GLOSS:	foundation/basis/foundations/bases/primarily/basically

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P1422W5
      OFFSETS:	22-25
       TOKENS:	P1422W7-P1422W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P1422W6
      OFFSETS:	25-26
       TOKENS:	P1422W8-P1422W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P1423W1
      OFFSETS:	0-4
       TOKENS:	P1423W1-P1423W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P1423W2
      OFFSETS:	5-7
       TOKENS:	P1423W2-P1423W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عاجبك
     IS_TRANS:	EAjbk
        INDEX:	P1423W3
      OFFSETS:	8-13
       TOKENS:	P1423W3-P1423W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAjob_1]
   UNSPLITVOC:	(EAjobik)
          POS:	ADJ+PRON_2FS
          VOC:	EAjob+ik
        GLOSS:	pleasing/arousing admiration/liking/admiring+you

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P1423W4
      OFFSETS:	14-18
       TOKENS:	P1423W5-P1423W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	فيا
     IS_TRANS:	fyA
        INDEX:	P1423W5
      OFFSETS:	19-22
       TOKENS:	P1423W6-P1423W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy~A)
          POS:	PREP+PRON_1S
          VOC:	fiy+iy
        GLOSS:	in+I/me

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P1423W6
      OFFSETS:	23-27
       TOKENS:	P1423W8-P1423W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P1423W7
      OFFSETS:	27-28
       TOKENS:	P1423W9-P1423W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P1424W1
      OFFSETS:	0-3
       TOKENS:	P1424W1-P1424W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	كوت
     IS_TRANS:	kwt
        INDEX:	P1424W2
      OFFSETS:	4-7
       TOKENS:	P1424W2-P1424W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(kwt)
          POS:	FOREIGN
          VOC:	kwt
        GLOSS:	nogloss

 INPUT STRING:	شكلا
     IS_TRANS:	$klA
        INDEX:	P1424W3
      OFFSETS:	8-12
       TOKENS:	P1424W3-P1424W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akolap_1]
   UNSPLITVOC:	($akolaA)
