 INPUT STRING:	رايحة
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[maqtuwl_1]
   UNSPLITVOC:	(maqtuwlap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	maqtuwl+ap
        GLOSS:	killed+[sg.fem.]

 INPUT STRING:	النهارده
     IS_TRANS:	AlnhArdh
        INDEX:	P430W3
      OFFSETS:	14-22
       TOKENS:	P430W4-P430W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nahArodap_1]
   UNSPLITVOC:	(AlnahArodap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+nahArod+ap
        GLOSS:	the+this day/morning/day/today+[fem.sg.]

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P431W1
      OFFSETS:	0-4
       TOKENS:	P431W1-P431W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P431W2
      OFFSETS:	5-8
       TOKENS:	P431W2-P431W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	صاحية
     IS_TRANS:	SAHyp
        INDEX:	P431W3
      OFFSETS:	9-14
       TOKENS:	P431W3-P431W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SAHiy_1]
   UNSPLITVOC:	(SAHoyap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	SAHoy+ap
        GLOSS:	bright/serene/vigilant/wakeful+[fem.sg.]

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P431W4
      OFFSETS:	15-16
       TOKENS:	P431W4-P431W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P432W1
      OFFSETS:	0-4
       TOKENS:	P432W1-P432W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha_1]
   UNSPLITVOC:	(hahahaha)
          POS:	INTERJ
          VOC:	hahahaha
        GLOSS:	laugh

 INPUT STRING:	#
     IS_TRANS:	#
        INDEX:	P432W2
      OFFSETS:	5-6
       TOKENS:	P432W2-P432W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(#)
          POS:	PUNC
          VOC:	#
        GLOSS:	#

 INPUT STRING:	بتعملي
     IS_TRANS:	btEmly
        INDEX:	P433W1
      OFFSETS:	0-6
       TOKENS:	P433W1-P433W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamal_1]
   UNSPLITVOC:	(bitiEomiliy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+Eomil+iy
        GLOSS:	[present-tense]+you+function/make/act/do+you

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P433W2
      OFFSETS:	7-10
       TOKENS:	P433W3-P433W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P434W1
      OFFSETS:	0-3
       TOKENS:	P434W1-P434W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiyn_1]
   UNSPLITVOC:	(fiyn)
          POS:	INTERROG_ADV
          VOC:	fiyn
        GLOSS:	where

 INPUT STRING:	عمرو
     IS_TRANS:	Emrw
        INDEX:	P434W2
      OFFSETS:	4-8
       TOKENS:	P434W2-P434W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eamorw_1]
   UNSPLITVOC:	(Eamorw)
          POS:	NOUN_PROP
          VOC:	Eamorw
        GLOSS:	Amr

 INPUT STRING:	*
     IS_TRANS:	*
        INDEX:	P435W1
      OFFSETS:	0-1
       TOKENS:	P435W1-P435W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(*)
          POS:	PUNC
          VOC:	*
        GLOSS:	*

 INPUT STRING:	عمر
     IS_TRANS:	Emr
        INDEX:	P435W2
      OFFSETS:	1-4
       TOKENS:	P435W2-P435W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumar_1]
   UNSPLITVOC:	(Eumar)
          POS:	NOUN_PROP
          VOC:	Eumar
        GLOSS:	Omar/Umar

 INPUT STRING:	تعالي
     IS_TRANS:	tEAly
        INDEX:	P436W1
      OFFSETS:	0-5
       TOKENS:	P436W1-P436W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAlay_1]
   UNSPLITVOC:	(taEAliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	taEAl+iy
        GLOSS:	come/be high/be raised/be exalted+you

 INPUT STRING:	نضايقه
     IS_TRANS:	nDAyqh
        INDEX:	P436W2
      OFFSETS:	6-12
       TOKENS:	P436W2-P436W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAyiq_1]
   UNSPLITVOC:	(niDAyiquh)
          POS:	IV1P+IV+IVSUFF_DO:3MS
          VOC:	ni+DAyiq+uh
        GLOSS:	we+disturb/bother+it/him

 INPUT STRING:	نرخم
     IS_TRANS:	nrxm
        INDEX:	P437W1
      OFFSETS:	0-4
       TOKENS:	P437W1-P437W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rax~im_1]
   UNSPLITVOC:	(nirax~im)
          POS:	IV1P+IV
          VOC:	ni+rax~im
        GLOSS:	we+annoy

 INPUT STRING:	قصدي
     IS_TRANS:	qSdy
        INDEX:	P437W2
      OFFSETS:	5-9
       TOKENS:	P437W2-P437W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSod_1]
   UNSPLITVOC:	(qaSodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qaSod+iy
        GLOSS:	intent/purpose/goal/intentionally+my

 INPUT STRING:	هه
     IS_TRANS:	hh
        INDEX:	P437W3
      OFFSETS:	10-12
       TOKENS:	P437W4-P437W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hah_1]
   UNSPLITVOC:	(hah)
          POS:	INTERJ
          VOC:	hah
        GLOSS:	laugh

 INPUT STRING:	هههه
     IS_TRANS:	hhhh
        INDEX:	P438W1
      OFFSETS:	0-4
       TOKENS:	P438W1-P438W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha_1]
   UNSPLITVOC:	(hahahaha)
          POS:	INTERJ
          VOC:	hahahaha
        GLOSS:	laugh

 INPUT STRING:	يالله
     IS_TRANS:	yAllh
        INDEX:	P438W2
      OFFSETS:	5-10
       TOKENS:	P438W2-P438W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yal~A)
          POS:	VERB
          VOC:	yal~A
        GLOSS:	let's

 INPUT STRING:	تعالي
     IS_TRANS:	tEAly
        INDEX:	P439W1
      OFFSETS:	0-5
       TOKENS:	P439W1-P439W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAlay_1]
   UNSPLITVOC:	(taEAliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	taEAl+iy
        GLOSS:	come/be high/be raised/be exalted+you

 INPUT STRING:	نتكلم
     IS_TRANS:	ntklm
        INDEX:	P439W2
      OFFSETS:	6-11
       TOKENS:	P439W2-P439W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(nitokal~im)
          POS:	IV1P+IV
          VOC:	ni+tokal~im
        GLOSS:	we+speak/talk/discuss

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P439W3
      OFFSETS:	12-15
       TOKENS:	P439W3-P439W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	موبايله
     IS_TRANS:	mwbAylh
        INDEX:	P439W4
      OFFSETS:	16-23
       TOKENS:	P439W4-P439W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwbAyol_1]
   UNSPLITVOC:	(muwbAyoluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	muwbAyol+uh
        GLOSS:	cell phone+his/its

 INPUT STRING:	فاهمة
     IS_TRANS:	fAhmp
        INDEX:	P439W5
      OFFSETS:	24-29
       TOKENS:	P439W6-P439W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fAhim_1]
   UNSPLITVOC:	(fAhomap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	fAhom+ap
        GLOSS:	understanding+[fem.sg.]

 INPUT STRING:	قصدي
     IS_TRANS:	qSdy
        INDEX:	P439W6
      OFFSETS:	30-34
       TOKENS:	P439W7-P439W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaSod_1]
   UNSPLITVOC:	(qaSodiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	qaSod+iy
        GLOSS:	intent/purpose/goal/intentionally+my

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P439W7
      OFFSETS:	34-35
       TOKENS:	P439W9-P439W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P440W1
      OFFSETS:	0-4
       TOKENS:	P440W1-P440W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P440W2
      OFFSETS:	5-8
       TOKENS:	P440W2-P440W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	أبعث
     IS_TRANS:	>bEv
        INDEX:	P440W3
      OFFSETS:	9-13
       TOKENS:	P440W3-P440W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEav_1]
   UNSPLITVOC:	(>abEav)
          POS:	IV1S+IV
          VOC:	>a+bEav
        GLOSS:	I+send

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P440W4
      OFFSETS:	14-16
       TOKENS:	P440W4-P440W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+it/him

 INPUT STRING:	أقول
     IS_TRANS:	>qwl
        INDEX:	P440W5
      OFFSETS:	17-21
       TOKENS:	P440W6-P440W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Aaquwl)
          POS:	IV1S+IV
          VOC:	Aa+quwl
        GLOSS:	I+said/say/be said/(for example)

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P440W6
      OFFSETS:	22-24
       TOKENS:	P440W7-P440W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+it/him

 INPUT STRING:	عامل
     IS_TRANS:	EAml
        INDEX:	P440W7
      OFFSETS:	25-29
       TOKENS:	P440W9-P440W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmil)
          POS:	ADJ
          VOC:	EAmil
        GLOSS:	active/operating/working

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P440W8
      OFFSETS:	30-33
       TOKENS:	P440W10-P440W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P440W9
      OFFSETS:	34-38
       TOKENS:	P440W11-P440W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	تبعثي
     IS_TRANS:	tbEvy
        INDEX:	P440W10
      OFFSETS:	39-44
       TOKENS:	P440W12-P440W12
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(tbEvy)
          POS:	NO_FUNC
          VOC:	tbEvy
        GLOSS:	nogloss

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P440W11
      OFFSETS:	45-47
       TOKENS:	P440W13-P440W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+he/it

 INPUT STRING:	تردي
     IS_TRANS:	trdy
        INDEX:	P440W12
      OFFSETS:	48-52
       TOKENS:	P440W15-P440W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(tirud~iy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+rud~+iy
        GLOSS:	you+answer/reply/return/be returned/be given back+you

 INPUT STRING:	عليا
     IS_TRANS:	ElyA
        INDEX:	P440W13
      OFFSETS:	53-57
       TOKENS:	P440W16-P440W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealay~A)
          POS:	PREP+PRON_1S
          VOC:	EalaY+iy
        GLOSS:	on+me

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P440W14
      OFFSETS:	58-61
       TOKENS:	P440W18-P440W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	ونفجر
     IS_TRANS:	wnfjr
        INDEX:	P441W1
      OFFSETS:	0-5
       TOKENS:	P441W1-P441W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faj~ar_1]
   UNSPLITVOC:	(winifaj~ar)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+faj~ar
        GLOSS:	and+we+blow up/detonate/explode

 INPUT STRING:	موبايله
     IS_TRANS:	mwbAylh
        INDEX:	P441W2
      OFFSETS:	6-13
       TOKENS:	P441W3-P441W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwbAyol_1]
   UNSPLITVOC:	(muwbAyoluh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	muwbAyol+uh
        GLOSS:	cell phone+his/its

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P442W1
      OFFSETS:	0-4
       TOKENS:	P442W1-P442W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P443W1
      OFFSETS:	0-4
       TOKENS:	P443W1-P443W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	who/which/that

 INPUT STRING:	حتقوليه
     IS_TRANS:	Htqwlyh
        INDEX:	P443W2
      OFFSETS:	5-12
       TOKENS:	P443W2-P443W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Hatiquwliyh)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+IVSUFF_DO:3MS
          VOC:	Ha+ti+quwl+iy+uh
        GLOSS:	will+you+said/say/be said/(for example)+you+it/him

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P443W3
      OFFSETS:	13-15
       TOKENS:	P443W5-P443W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+he/it

 INPUT STRING:	قولي
     IS_TRANS:	qwly
        INDEX:	P443W4
      OFFSETS:	16-20
       TOKENS:	P443W7-P443W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	quwl+iy
        GLOSS:	said/say/be said/(for example)+you

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P443W5
      OFFSETS:	21-23
       TOKENS:	P443W8-P443W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[li_]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+me/I

 INPUT STRING:	عليه
     IS_TRANS:	Elyh
        INDEX:	P443W6
      OFFSETS:	24-28
       TOKENS:	P443W10-P443W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiyh)
          POS:	PREP+PRON_3MS
          VOC:	EalaY+uh
        GLOSS:	on/above+him/it

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P443W7
      OFFSETS:	29-33
       TOKENS:	P443W12-P443W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	الأول
     IS_TRANS:	Al>wl
        INDEX:	P443W8
      OFFSETS:	34-39
       TOKENS:	P443W13-P443W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaw~il_1]
   UNSPLITVOC:	(AlAw~il)
          POS:	DET+ADJ
          VOC:	Al+Aw~il
        GLOSS:	the+first/explain/interpret/be explained/be interpreted/first-place/best/top

 INPUT STRING:	ههه
     IS_TRANS:	hhh
        INDEX:	P443W9
      OFFSETS:	40-43
       TOKENS:	P443W14-P443W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ha_1]
   UNSPLITVOC:	(hahaha)
          POS:	INTERJ
          VOC:	hahaha
        GLOSS:	laugh

 INPUT STRING:	ماشي
     IS_TRANS:	mA$y
        INDEX:	P444W1
      OFFSETS:	0-4
       TOKENS:	P444W1-P444W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA$iy_1]
   UNSPLITVOC:	(mA$iy)
          POS:	ADJ
          VOC:	mA$iy
        GLOSS:	going/walking/on foot

 INPUT STRING:	حأقول
     IS_TRANS:	H>qwl
        INDEX:	P444W2
      OFFSETS:	5-10
       TOKENS:	P444W2-P444W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(HaAaquwl)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+quwl
        GLOSS:	will+I+said/say/be said/(for example)

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P444W3
      OFFSETS:	11-13
       TOKENS:	P444W4-P444W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+he/it

 INPUT STRING:	عامل
     IS_TRANS:	EAml
        INDEX:	P444W4
      OFFSETS:	14-18
       TOKENS:	P444W6-P444W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmil)
          POS:	ADJ
          VOC:	EAmil
        GLOSS:	active/operating/working

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P444W5
      OFFSETS:	19-22
       TOKENS:	P444W7-P444W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	بعثتي
     IS_TRANS:	bEvty
        INDEX:	P445W1
      OFFSETS:	0-5
       TOKENS:	P445W1-P445W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baEav_1]
   UNSPLITVOC:	(baEavtiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	baEav+tiy
        GLOSS:	send+you

 INPUT STRING:	كويسة
     IS_TRANS:	kwysp
        INDEX:	P446W1
      OFFSETS:	0-5
       TOKENS:	P446W1-P446W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~isap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kuway~is+ap
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive+[fem.sg.]

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P446W2
      OFFSETS:	6-11
       TOKENS:	P446W2-P446W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P446W3
      OFFSETS:	12-15
       TOKENS:	P446W3-P446W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P447W1
      OFFSETS:	0-3
       TOKENS:	P447W1-P447W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P447W2
      OFFSETS:	4-7
       TOKENS:	P447W2-P447W2
